assay_id,tid,assay_cell_type,assay_organism,assay_tissue,description,doc_id,assay_type,assay_test_type,assay_category,assay_tax_id,assay_strain,assay_subcellular_fraction,relationship_type
200,11490,,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,6431,B,,,,,,H
201,11134,,,,Compound was tested for the percent of inhibition against 12-LO at 10 uM,9295,F,,,,,,H
202,12052,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,10193,B,,,,,,H
203,11134,,,,Compound was tested in vitro for inhibition of 12-LO human platelet,13622,B,,,,,,H
204,11134,,,,Inhibitory concentration against human platelet 12-lipoxygenase,12079,F,,,,,,H
205,11134,,,,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,13622,B,,,,,,H
206,11134,,Homo sapiens,,Inhibitory concentration against human platelet 12-lipoxygenase,12079,F,,,9606.0,,,D
207,11835,,,,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,13500,B,,,,,,H
208,11601,,,,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,13723,B,,,,,,H
209,11134,,,,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),16474,B,,,,,,H
210,11134,,,,Inhibitory activity against human platelet 12-lipoxygenase,1630,B,,,,,,H
211,11134,,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,167,B,,,,,,H
212,11134,,,,% inhibition against human platelet 12-lipoxygenase (12-HLO),16474,B,,,,,,H
213,11134,,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,167,B,,,,,,H
214,11134,,,,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,16474,B,,,,,,H
215,11601,,,,Inhibitory activity towards porcine 12-lipoxygenase,10091,B,,,,,,H
216,11601,,,,Tested for inhibition against porcine 12-LO,11966,B,,,,,,H
217,12052,,,,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,951,B,,,,,,H
218,12052,,,,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,10997,B,,,,,,H
219,12052,,,,In vitro inhibition of rat platelet 12-lipoxygenase,10193,B,,,,,,H
220,12052,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,10193,B,,,,,,H
221,12052,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,10193,B,,,,,,H
222,12052,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,10193,B,,,,,,H
223,12052,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,10193,B,,,,,,H
224,12052,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase,10193,B,,,,,,H
225,12052,,,,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,11087,B,,,,,,H
226,80007,41M,Homo sapiens,,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,15569,F,,,9606.0,,,N
227,80007,41M,Homo sapiens,,In vitro antitumor activity against 41M cell line.,12989,F,,,9606.0,,,N
228,80007,41M,Homo sapiens,,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,16745,F,,,9606.0,,,N
229,80007,41M,Homo sapiens,,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,15569,F,,,9606.0,,,N
230,80007,41M,Homo sapiens,,In vitro antitumor activity against 41McisR cell line.,12989,F,,,9606.0,,,N
231,80007,41M,Homo sapiens,,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,12989,F,,,9606.0,,,N
232,80007,41M,Homo sapiens,,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,16745,F,,,9606.0,,,N
233,84,,Homo sapiens,,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),6210,B,,,9606.0,,,D
234,68,,Homo sapiens,,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),6210,B,,,9606.0,,,D
235,68,,,,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),6226,B,,,,,,H
236,10201,,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,17855,B,,,,,,H
237,10201,,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,17855,B,,,,,,H
238,10201,,,,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,17855,B,,,,,,H
239,12220,,,,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",10413,B,,,,,,H
240,11303,,Escherichia coli,,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",10413,B,,,562.0,,,H
241,11303,,Escherichia coli,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",10413,B,,,562.0,,,H
242,11303,,Escherichia coli,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",10413,B,,,562.0,,,H
243,12220,,,,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",10413,B,,,,,,H
244,12220,,,,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",10413,B,,,,,,H
245,11303,,Sus scrofa,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",7587,B,,,9823.0,,,H
246,11303,,Sus scrofa,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",7587,B,,,9823.0,,,H
247,11303,,Sus scrofa,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",7587,B,,,9823.0,,,H
248,11303,,Sus scrofa,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",7587,B,,,9823.0,,,H
249,11303,,Sus scrofa,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",7587,B,,,9823.0,,,H
250,11303,,Sus scrofa,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",7587,B,,,9823.0,,,H
251,11303,,Sus scrofa,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",7587,B,,,9823.0,,,H
252,11303,,Sus scrofa,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",7587,B,,,9823.0,,,H
253,11303,,Sus scrofa,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",7587,B,,,9823.0,,,H
254,11303,,Sus scrofa,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",7587,B,,,9823.0,,,H
255,11303,,Sus scrofa,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",7587,B,,,9823.0,,,H
256,11303,,Sus scrofa,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",7587,B,,,9823.0,,,H
257,11303,,,,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",7323,B,,,,,,H
258,22226,,Sus scrofa,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",7587,B,,,9823.0,,,U
259,22226,,Sus scrofa,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",7587,B,,,9823.0,,,U
260,100249,,Saccharomyces cerevisiae,,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,13750,B,,,4932.0,,,H
261,22226,,Rattus norvegicus,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,7662,B,,,10116.0,,,U
262,22226,,Rattus norvegicus,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,7662,B,,,10116.0,,,U
263,22226,,Rattus norvegicus,,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",7662,B,,,10116.0,,,U
264,104698,,,,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",12211,F,,,,,,H
265,104698,,,,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",12211,F,,,,,,H
266,20033,,Cavia porcellus,Ileum,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,12211,F,,,10141.0,,,D
267,10623,,,,Stimulatory activity of intragastric pressure was tested in the rat,12211,F,,,,,,H
268,121,,,,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,15453,B,,,,,,H
269,22226,,Rattus norvegicus,,Dose to reduce neuronal firing against 5-HT cells in rats (iv),11884,F,,,10116.0,,,U
270,12688,,,,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,7185,F,,,,,,H
271,121,,Homo sapiens,,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,6876,B,,,9606.0,,,D
272,121,,Homo sapiens,,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,6876,B,,,9606.0,,,D
273,12198,,,,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,11863,F,,,,,,H
274,12198,,,,Inhibition constant of high-affinity 5-HT uptake,11863,B,,,,,,H
275,12198,,,,Michaelis-Menten constant was reported for high affinity transport of 5-HT,11863,F,,,,,,H
276,12198,,,,Maximum rate was determined for high affinity transport of 5-HT,11863,F,,,,,,H
277,104714,,,,Compound was tested for agonistic activity against 5-HT uptake,4639,F,,,,,,H
278,10577,,,,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,15796,B,,,,,,H
279,105,,Bos taurus,,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,15796,B,,,9913.0,,,H
280,104744,,Rattus norvegicus,,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,12801,B,,,10116.0,,,D
281,104744,,,,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,12801,B,,,,,,H
282,104744,,,,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,12120,B,,,,,Membranes,H
283,104744,,,,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,12120,B,,,,,Membranes,H
284,104744,,,,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,11963,B,,,,,,H
285,51,,,,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,11701,F,,,,,,H
286,51,,,Hippocampus,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,9995,B,,,,,,H
287,51,,,Hippocampus,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,9995,B,,,,,,H
288,51,,,Hippocampus,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,9995,B,,,,,,H
289,10576,,,,Antagonistic activity at postsynaptic 5-HT1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (.26-3.52),16394,F,In vivo,,,,,H
290,105570,,Cavia porcellus,,Effect on forskolin stimulated adenylate cyclase activity at 5-HT1D receptor of guinea pig substantia nigra.,11574,F,,,10141.0,,,D
291,279,CHO,,,Binding affinity towards 5-HT1F (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,15779,B,,,,,,H
292,107,,,,Compound was tested for the displacement of [125I]DOI from clone human 5-hydroxytryptamine 2A receptor,15363,B,,,,,,H
293,12687,,Rattus norvegicus,,Efficacy against 5-hydroxytryptamine 2A receptor,15363,F,,,10116.0,,,D
294,12687,,,,Intrinsic activity towards 5-HT2A receptor of rat tail artery,15329,F,,,,,,H
295,12687,,,,Relative potency towards 5-HT2A receptor of rat tail artery,15329,F,,,,,,H
296,12687,,,,Blocking 5-HT2A receptor-mediated contractions of rat tail artery,15329,F,,,,,,H
297,12687,,,,Partial agonism at 5-HT2A receptor was evaluated in presence of ketanserin (3-10 nM) in isolated rat tail artery,15329,F,,,,,,H
298,12687,,,,Compound was tested for the intrinsic activity against 5-HT2A receptors of rat tail artery.,15329,F,,,,,,H
299,12687,,,,Effectiveness in blocking 5-HT2A receptor-mediated contractions of rat tail artery,15329,F,,,,,,H
300,20033,,Cavia porcellus,Ileum,Evaluated for the agonistic activity against 5-HT4 receptor in non-electrically stimulated guinea-pig ileum.,273,F,,,10141.0,,,D
301,20033,,Cavia porcellus,Ileum,Agonistic activity against Serotonin 5-HT4 receptor in low frequency field stimulation of guinea-pig ileum (FSGPI),273,F,,,10141.0,,,D
302,20033,,Cavia porcellus,Ileum,Evaluated for the agonistic activity against Serotonin 5-HT4 receptor in non-electrically stimulated guinea-pig ileum.,273,F,,,10141.0,,,D
303,10623,,,,The binding affinity was measured on 5-hydroxytryptamine 4 receptor using [3H]- GR-113808 as radioligand.,12092,B,,,,,,H
304,10623,,Rattus norvegicus,,Antagonist activity against 5-HT4 receptor mediated relaxation of rat carbachol contracted esophageal muscularis mucosae,1317,F,,,10116.0,,,D
305,168,,,,Binding affinity against 5-hydroxytryptamine 4 receptor,12409,B,,,,,,H
306,22226,,Gallus gallus,,Relative competitive index values for binding to 25-OH-D3-1-hydroxylase of chick intestine,11126,B,,,9031.0,,,U
307,22226,,Homo sapiens,,Inhibitory effect (10e-6 M) on the 25-OH-D3-1-hydroxylase activity,11126,F,,,9606.0,,,U
308,22226,,Homo sapiens,,25-OH-D3-1-hydroxylase activity (10e-6 M) was measured as %control,11126,F,,,9606.0,,,U
309,80156,HL-60,Homo sapiens,,Relative competitive index values for binding to 25-OH-D3-1-hydroxylase of human HL-60 cells,11126,B,,,9606.0,,,N
310,22226,,Homo sapiens,,Inhibitory effect (10e-6 M) on the 25-hydroxyvitamin D3-1-hydroxylase activity,11126,B,,,9606.0,,,U
311,22226,,Homo sapiens,,25-hydroxyvitamin D3-1-hydroxylase activity (10e-6 M) was measured as %control,11126,B,,,9606.0,,,U
312,104703,Oocytes,Homo sapiens,,Displacement of [3H]-Ro- 15-1788 from human GABA-A alpha-1-beta-3-gamma-2 receptor subunits expressed in Xenopus oocytes,17807,B,,,9606.0,,,D
313,100256,,,,Chymotryptic inhibitory activity against 26S proteasome,16575,F,,,,,,S
314,100256,,,,Inhibitory activity against 26S proteasome degradation of IkB,15407,B,,,,,,S
315,81034,A2780,Homo sapiens,,In vitro inhibition of 2780/DOX ovarian cancer cell line,10797,F,,,9606.0,,,N
316,81034,A2780,Homo sapiens,,In vitro inhibition of 2780/S ovarian cancer cell line,10797,F,,,9606.0,,,N
317,22226,,Homo sapiens,,Relative activity on the cellular accumulation of vincristine in multidrug-resistant (MDR) human ovarian cancer 2780AD cells,3469,F,,,9606.0,,,U
318,22222,,,,Association constant for binding to AATT 28-mer AATT hairpin,16037,B,,,,,,M
319,22222,,,,Kinetically Defined Association Constant for 28-mer AATT hairpin.,16037,B,,,,,,M
320,22222,,,,Reaction Rate Parameter for 28-mer AATT hairpin,16037,B,,,,,,M
321,22222,,,,Reaction Rate Parameter for 28-mer AATT hairpin,16037,B,,,,,,M
322,22226,,Homo sapiens,,Antiviral activity against envelope deficient HIV-1 in a single cycle replication assay (experiment 1),16524,F,,,9606.0,,,U
323,22226,,Homo sapiens,,Antiviral activity against envelope deficient HIV-1 in a single cycle replication assay (experiment 2),16524,F,,,9606.0,,,U
324,22226,,Homo sapiens,,Inhibitory concentration by single cycle replication assay using envelope deficient HIV-1,16524,F,,,9606.0,,,U
325,22226,,Cricetulus griseus,,Cytotoxicity against cell line 2SC/20 determined by MTT test,16758,F,,,10029.0,,,U
326,22226,,Cricetulus griseus,,Cytotoxicity against cell line 2SC/20 of hamster determined by MTT test,16758,F,,,10029.0,,,U
327,22226,,Cricetulus griseus,,Inhibitory concentration against the growth of 2SC/20 cell line after 72 hr of drug exposure by MTT test,16758,F,,,10029.0,,,U
328,241,,,,Binding affinity on 3 beta-hydroxysteroid dehydrogenase,14360,B,,,,,,H
329,241,,Homo sapiens,,Binding affinity for 3-beta-hydroxysteroid dehydrogenase,14360,B,,,9606.0,,,D
330,22226,,Rattus norvegicus,,Selectivity ratio of ID50 in liver and heart,9964,B,,,10116.0,,,U
331,12132,,,,"Selectivity, ratio of relative ID50 in liver and heart",9964,B,,,,,,H
332,12132,,,,Binding affinity to the receptor was determined in isolated nuclei of heart(In vitro) relative to T3,9964,B,,,,,,H
333,12132,,,,"Binding affinity to the receptor was determined in nuclei of heart In vivo 1 hour after intravenous administration relative to 3,5,3' triiodothyronine receptor",9964,B,,,,,,H
334,12132,,,,"Binding affinity to the receptor was determined in nuclei of liver In vivo 1 hour after intravenous administration relative to 3,5,3' triiodothyronine receptor",9964,B,,,,,,H
