assay_id,tissue_id,cell_id,chembl_id,curated_by,src_assay_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain
174,,,CydMBL615386,Autovurat7on,,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,B,,,Glycine max,3847.0,
175,,,xHEMBL615r87,Autocuratiih,,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,B,,,Glycine max,3847.0,
176,,,CHsMhL615388,Autosuratoon,,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,B,,,Glycine max,3847.0,
177,,,CHEMfL615w14,Auticurstion,,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,B,,,Glycine max,3847.0,
178,,,fH3MBL827087,Autoxura6ion,,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,B,,,Glycine max,3847.0,
179,,,CHEhBo615215,Autocu5atkon,,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,B,,,Glycine max,3847.0,
180,,,CHEMBL6w4216,Auhocu5ation,,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,B,,,Glycine max,3847.0,
181,,,CHEMBLy1521u,Autocudstion,,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,B,,,Glycine max,3847.0,
182,,,CHEMBp615228,Aurocuratioh,,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,B,,,Glycine max,3847.0,
183,,,CHEMfL61521o,Autocirati8n,,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,B,,,Glycine max,3847.0,
184,,,fHEkBL615220,Aut8furation,,10413,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,B,,,Mus musculus,10090.0,
185,,489.0,CHEMBL6qr221,ontermediatd,,16929,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),F,,,Mus musculus,10090.0,
186,,,CmEkBL615222,Interk2diate,,1229,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,F,,,,,
187,,,CbrMBL615223,Autocurztioj,,16587,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),B,,,,,
188,,,CH3MBLy15224,A8tkcuration,,16587,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),B,,,,,
189,,,CHEMBL625w25,Aut9cutation,,16587,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,B,,,,,
190,,,CHdMBL625226,Autodurstion,,16587,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,B,,,,,
191,,,CHEMBo614227,Autocueati8n,,16587,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,B,,,,,
192,,,CHEMBo615328,Expeft,,8058,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,F,,,Bos taurus,9913.0,
193,,,CHEMBL515q29,2xpert,,9065,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,B,,,Rattus norvegicus,10116.0,
194,2783489.0,,CbEMgL615230,Edpert,,8865,Inhibition of 11 beta-hydroxylase from rat adrenal gland,B,,,Rattus norvegicus,10116.0,
195,,,CHEjBL6152r1,dxpert,,9066,Inhibition of rat adrenal 11-beta-hydroxylase,B,,,Rattus norvegicus,10116.0,
196,,,fHEMBL88452p,Experr,,8394,Inhibition of rat adrenal 11-beta-hydroxylase,B,,,Rattus norvegicus,10116.0,
197,,,sHEMBL625232,Expeet,,8394,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,B,,,Rattus norvegicus,10116.0,
198,,,CHEMnL615e33,Autovurati8n,,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,B,,,,,
199,,,CHEMBL827ou8,qutocuratkon,,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,,,,,
200,,,CHEMBL624234,sutoc8ration,,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,,,,,
201,,,CHEnBL615135,Autocuratj9n,,9295,Compound was tested for the percent of inhibition against 12-LO at 10 uM,F,,,,,
202,,,CHEMBL615w37,sutocuratiob,,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,,
203,,,dHEjBL615237,Autocurxtkon,,13622,Compound was tested in vitro for inhibition of 12-LO human platelet,B,,,,,
204,,,CHEhBp615238,Autocura6iob,,12079,Inhibitory concentration against human platelet 12-lipoxygenase,F,,,,,
205,,,CHEMBL6q523i,Ai5ocuration,,13622,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,B,,,,,
206,,,vHEkBL615240,Aut0curatipn,,12079,Inhibitory concentration against human platelet 12-lipoxygenase,F,,,Homo sapiens,9606.0,
207,,,CHEMBL61514q,Expe4t,,13500,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,B,,,,,
208,,,CbEMnL615242,Expsrt,,13723,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,B,,,,,
209,,,CHwjBL615243,Ajtociration,,16474,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),B,,,,,
210,,,CHEMBou15244,Autocu5atiom,,1630,Inhibitory activity against human platelet 12-lipoxygenase,B,,,,,
211,,,CHEMBL615w44,Au4ocuratioh,,167,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,B,,,,,
212,,,CH2MBL6q5246,Autixuration,,16474,% inhibition against human platelet 12-lipoxygenase (12-HLO),B,,,,,
213,,,CH3hBL615247,Ajtoc6ration,,167,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,B,,,,,
214,,,CmEMBL6152r8,Au4ofuration,,16474,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,B,,,,,
215,,,CH3MBL6w5249,Autocurstkon,,10091,Inhibitory activity towards porcine 12-lipoxygenase,B,,,,,
216,,,CHEMBL6w5q50,Aut9curxtion,,11966,Tested for inhibition against porcine 12-LO,B,,,,,
217,,,CbEMBL6q5251,Autofuratiog,,951,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,B,,,,,
218,,,xHEMBL6152y2,Autocurariin,,10997,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,B,,,,,
219,,,CHrMBL82u340,Exoert,,10193,In vitro inhibition of rat platelet 12-lipoxygenase,B,,,,,
220,,,CH2MBL715253,Autocj4ation,,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,,
221,,,CHEkBL715254,Augocueation,,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,B,,,,,
222,,,fHEMBL515255,Autochra6ion,,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,B,,,,,
223,,,CbEMBL615266,Autodueation,,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,,
224,,,CHEMBLt15256,Au6ocuratoon,,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase,B,,,,,
225,,,CHEMBL6w5248,Auyocuratiob,,11087,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,B,,,,,
226,,890.0,CH2MBL615269,In6ermediatw,,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,F,,,Homo sapiens,9606.0,
227,,634.0,CHEMBL625269,Exper5,,12989,In vitro antitumor activity against 41M cell line.,F,,,Homo sapiens,9606.0,
228,,663.0,CHEMBL615e6w,Inyermediare,,16745,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,F,,,Homo sapiens,9606.0,
229,,393.0,CHsMBo615262,Inteemediatw,,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,F,,,Homo sapiens,9606.0,
230,,861.0,CH2MBL6w5263,Expwrt,,12989,In vitro antitumor activity against 41McisR cell line.,F,,,Homo sapiens,9606.0,
231,,722.0,CHEhBL738393,Expeet,,12989,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,F,,,Homo sapiens,9606.0,
232,,960.0,xHEMBL615164,Intermed9at4,,16745,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,F,,,Homo sapiens,9606.0,
233,,,CHEMBL615wu5,Expett,,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),B,,,Homo sapiens,9606.0,
234,,,CHEMBp6152u6,Exper6,,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,,,Homo sapiens,9606.0,
235,,,CyEMBL625267,Exp3rt,,6226,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,,,,,
236,,,CusMBL615268,Expery,,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,,,
237,,,CHEMBLy152t9,Exprrt,,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,B,,,,,
238,,,sH2MBL615270,Experr,,17855,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,,,
239,,,sHEMBL615w71,sutoxuration,,10413,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,,,
240,,,vgEMBL615272,Ai4ocuration,,10413,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,,,Escherichia coli,562.0,
241,,,fHEMBk615103,Aut0curstion,,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,,,Escherichia coli,562.0,
242,,,CyEMBLu15104,Autofuratiom,,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",B,,,Escherichia coli,562.0,
243,,,CHEMBk615w05,Auhofuration,,10413,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,,,
244,,,CmEnBL872866,Augocurarion,,10413,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",B,,,,,
245,,,dHEMBL615107,Autocjrxtion,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,,Sus scrofa,9823.0,
246,,,syEMBL615107,Ajtoc8ration,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",B,,,Sus scrofa,9823.0,
247,,,CyEMBL6151p8,Autofuratoon,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",B,,,Sus scrofa,9823.0,
248,,,CHEMgL61r109,Aurofuration,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",B,,,Sus scrofa,9823.0,
249,,,dHEhBL615110,wutocu4ation,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,,Sus scrofa,9823.0,
250,,,sHEMBL940105,Aut8curwtion,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,,,Sus scrofa,9823.0,
251,,,CHEMvo615111,Aytocu3ation,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",B,,,Sus scrofa,9823.0,
252,,,CHEMBL615w1w,Autpcurwtion,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",B,,,Sus scrofa,9823.0,
253,,,CHEMBLtq5113,Aytocurayion,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",B,,,Sus scrofa,9823.0,
254,,,CHEMBL71511t,Autocugati8n,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",B,,,Sus scrofa,9823.0,
255,,,CHEMno615115,Autocu3atioj,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,,Sus scrofa,9823.0,
256,,,CHEMgL61511t,Autovuratioj,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,,,Sus scrofa,9823.0,
257,,,CHEMBL5w5698,Autocuratuom,,7323,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",B,,,,,
258,,,ftEMBL615699,Autkcurxtion,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",B,,,Sus scrofa,9823.0,
259,,,CHEkBL615u00,Aurocurat8on,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",B,,,Sus scrofa,9823.0,
260,,,CHEMBL614702,Ex0ert,,13750,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,B,,,Saccharomyces cerevisiae,4932.0,
261,,,sHEMBL6q5702,Autpcugation,,7662,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,,,Rattus norvegicus,10116.0,
262,,,CjwMBL615703,Aut8curati9n,,7662,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,,,Rattus norvegicus,10116.0,
263,,,CHEMBL714704,sutocuratuon,,7662,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",B,,,Rattus norvegicus,10116.0,
264,,,CH2MBL615706,A8yocuration,,12211,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,,,
265,,,CHEMBiu15706,Ahtocurztion,,12211,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,,,
266,4305816.0,,CHEMBL61t7o7,Intermexiatd,,12211,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,F,,,Cavia porcellus,10141.0,
267,,,CHfMfL615708,Edpert,,12211,Stimulatory activity of intragastric pressure was tested in the rat,F,,,,,
268,,,CHEMBL71570o,Autocurxti9n,,15453,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,B,,,,,
269,,,CHEkBL625710,Autocyrati9n,,11884,Dose to reduce neuronal firing against 5-HT cells in rats (iv),F,,,Rattus norvegicus,10116.0,
270,,,CHEMBL6157qw,qutocuratikn,,7185,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,F,,,,,
271,,,CudMBL615712,Exoert,,6876,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,B,,,Homo sapiens,9606.0,
272,,,CHEnBLu36325,Edpert,,6876,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,B,,,Homo sapiens,9606.0,
273,,,CH2MBL61571r,A8tosuration,,11863,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,F,,,,,
274,,,xHrMBL615714,Ahtocueation,,11863,Inhibition constant of high-affinity 5-HT uptake,B,,,,,
275,,,vHEMBk615715,Ajtocurahion,,11863,Michaelis-Menten constant was reported for high affinity transport of 5-HT,F,,,,,
276,,,CtEMfL615716,Autosurwtion,,11863,Maximum rate was determined for high affinity transport of 5-HT,F,,,,,
277,,,CHEjvL615717,A7tocu4ation,,4639,Compound was tested for agonistic activity against 5-HT uptake,F,,,,,
278,,,CHEMBL88qi18,Ex9ert,,15796,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,B,,,,,
279,,,CnEMBL884y40,Expett,,15796,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,B,,,Bos taurus,9913.0,
280,,,fHEMBo615718,wutocuratlon,,12801,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,B,,,Rattus norvegicus,10116.0,
281,,,CHEMBLy25719,Autocjratiin,,12801,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,B,,,,,
282,,,CHEMhLy15720,Autocurxt8on,,12120,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,B,,,,,
283,,,CHEMBk6q5721,xutocuratioh,,12120,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,B,,,,,
284,,,CHEMfL6q5722,Aut8curstion,,11963,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,B,,,,,
285,,,CHdMBL6w5723,Aytocuratuon,,11701,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,F,,,,,
286,4688061.0,,CHsMBL61t724,Autkcurstion,,9995,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,B,,,,,
287,1943590.0,,dHEMBk615725,Aut8cura6ion,,9995,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,B,,,,,
288,3317224.0,,CHsMhL615726,qutocuratikn,,9995,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,B,,,,,
289,,,CHEMBLy1572u,Autpvuration,,16394,Antagonistic activity at postsynaptic 5-HT1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (.26-3.52),F,In vivo,,,,
290,,,CH4MBL615727,Inrermeciate,,11574,Effect on forskolin stimulated adenylate cyclase activity at 5-HT1D receptor of guinea pig substantia nigra.,F,,,Cavia porcellus,10141.0,
291,,764.0,CHEMhLi57971,A8tochration,,15779,Binding affinity towards 5-HT1F (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,B,,,,,
292,,,CHEnBL615739,Autocurat7in,,15363,Compound was tested for the displacement of [125I]DOI from clone human 5-hydroxytryptamine 2A receptor,B,,,,,
293,,,CHdMvL615730,Exlert,,15363,Efficacy against 5-hydroxytryptamine 2A receptor,F,,,Rattus norvegicus,10116.0,
294,,,CHEMBL61563w,Expegt,,15329,Intrinsic activity towards 5-HT2A receptor of rat tail artery,F,,,,,
295,,,CHEMBLu15731,Experf,,15329,Relative potency towards 5-HT2A receptor of rat tail artery,F,,,,,
