assays_assay_id,assays_assay_subcellular_fraction,assays_assay_test_type,assays_assay_tissue,assays_assay_type,assays_assay_cell_type,assays_cell_id,assays_assay_category,assays_description,assays_relationship_type,assays_assay_strain,assays_src_id,assays_src_assay_id,assays_chembl_id,assays_bao_format,assays_tissue_id,assays_variant_id
180,,,,B,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,D,,1,,CHEMBL615216,BAO_0000357,,
181,,,,B,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,D,,1,,CHEMBL615217,BAO_0000357,,
182,,,,B,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,D,,1,,CHEMBL615218,BAO_0000357,,
183,,,,B,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,D,,1,,CHEMBL615219,BAO_0000357,,
184,,,,B,,,,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,U,,1,,CHEMBL615220,BAO_0000019,,
185,,,,F,C3H 10T1/2,294.0,,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),N,,1,,CHEMBL615221,BAO_0000219,,
186,,,,F,,,,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,U,,1,,CHEMBL615222,BAO_0000019,,
187,,,,B,,,,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),H,,1,,CHEMBL615223,BAO_0000357,,
188,,,,B,,,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),H,,1,,CHEMBL615224,BAO_0000357,,
189,,,,B,,,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,H,,1,,CHEMBL615225,BAO_0000357,,
190,,,,B,,,,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,H,,1,,CHEMBL615226,BAO_0000357,,
191,,,,B,,,,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,H,,1,,CHEMBL615227,BAO_0000357,,
192,,,,F,,,,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,D,,1,,CHEMBL615228,BAO_0000019,,
193,,,,B,,,,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,D,,1,,CHEMBL615229,BAO_0000357,,
194,,,Adrenal gland,B,,,,Inhibition of 11 beta-hydroxylase from rat adrenal gland,D,,1,,CHEMBL615230,BAO_0000357,2369.0,
195,,,,B,,,,Inhibition of rat adrenal 11-beta-hydroxylase,D,,1,,CHEMBL615231,BAO_0000357,,
196,,,,B,,,,Inhibition of rat adrenal 11-beta-hydroxylase,D,,1,,CHEMBL884520,BAO_0000357,,
197,,,,B,,,,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,D,,1,,CHEMBL615232,BAO_0000357,,
198,,,,B,,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,H,,1,,CHEMBL615233,BAO_0000019,,
199,,,,B,,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,H,,1,,CHEMBL827088,BAO_0000357,,
200,,,,B,,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,H,,1,,CHEMBL615234,BAO_0000357,,
201,,,,F,,,,Compound was tested for the percent of inhibition against 12-LO at 10 uM,H,,1,,CHEMBL615235,BAO_0000019,,
202,,,,B,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,H,,1,,CHEMBL615236,BAO_0000019,,
203,,,,B,,,,Compound was tested in vitro for inhibition of 12-LO human platelet,H,,1,,CHEMBL615237,BAO_0000019,,
204,,,,F,,,,Inhibitory concentration against human platelet 12-lipoxygenase,H,,1,,CHEMBL615238,BAO_0000019,,
205,,,,B,,,,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,H,,1,,CHEMBL615239,BAO_0000019,,
206,,,,F,,,,Inhibitory concentration against human platelet 12-lipoxygenase,D,,1,,CHEMBL615240,BAO_0000019,,
207,,,,B,,,,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,H,,1,,CHEMBL615241,BAO_0000019,,
208,,,,B,,,,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,H,,1,,CHEMBL615242,BAO_0000357,,
209,,,,B,,,,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),H,,1,,CHEMBL615243,BAO_0000019,,
210,,,,B,,,,Inhibitory activity against human platelet 12-lipoxygenase,H,,1,,CHEMBL615244,BAO_0000019,,
211,,,,B,,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,H,,1,,CHEMBL615245,BAO_0000019,,
212,,,,B,,,,% inhibition against human platelet 12-lipoxygenase (12-HLO),H,,1,,CHEMBL615246,BAO_0000019,,
213,,,,B,,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,H,,1,,CHEMBL615247,BAO_0000019,,
214,,,,B,,,,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,H,,1,,CHEMBL615248,BAO_0000019,,
215,,,,B,,,,Inhibitory activity towards porcine 12-lipoxygenase,H,,1,,CHEMBL615249,BAO_0000357,,
216,,,,B,,,,Tested for inhibition against porcine 12-LO,H,,1,,CHEMBL615250,BAO_0000357,,
217,,,,B,,,,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,H,,1,,CHEMBL615251,BAO_0000019,,
218,,,,B,,,,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,H,,1,,CHEMBL615252,BAO_0000019,,
219,,,,B,,,,In vitro inhibition of rat platelet 12-lipoxygenase,H,,1,,CHEMBL828340,BAO_0000019,,
220,,,,B,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,H,,1,,CHEMBL615253,BAO_0000019,,
221,,,,B,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,H,,1,,CHEMBL615254,BAO_0000019,,
222,,,,B,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,H,,1,,CHEMBL615255,BAO_0000019,,
223,,,,B,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,H,,1,,CHEMBL615256,BAO_0000019,,
224,,,,B,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase,H,,1,,CHEMBL615257,BAO_0000019,,
225,,,,B,,,,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,H,,1,,CHEMBL615258,BAO_0000019,,
226,,,,F,41M,621.0,,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,N,,1,,CHEMBL615259,BAO_0000219,,
227,,,,F,41M,621.0,,In vitro antitumor activity against 41M cell line.,N,,1,,CHEMBL615260,BAO_0000219,,
228,,,,F,41M,621.0,,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,N,,1,,CHEMBL615261,BAO_0000219,,
229,,,,F,41M,621.0,,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,N,,1,,CHEMBL615262,BAO_0000219,,
230,,,,F,41M,621.0,,In vitro antitumor activity against 41McisR cell line.,N,,1,,CHEMBL615263,BAO_0000219,,
231,,,,F,41M,621.0,,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,N,,1,,CHEMBL838393,BAO_0000219,,
232,,,,F,41M,621.0,,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,N,,1,,CHEMBL615264,BAO_0000219,,
233,,,,B,,,,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),D,,1,,CHEMBL615265,BAO_0000357,,
234,,,,B,,,,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),D,,1,,CHEMBL615266,BAO_0000357,,
235,,,,B,,,,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),H,,1,,CHEMBL615267,BAO_0000357,,
236,,,,B,,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,H,,1,,CHEMBL615268,BAO_0000357,,
237,,,,B,,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,H,,1,,CHEMBL615269,BAO_0000357,,
238,,,,B,,,,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,H,,1,,CHEMBL615270,BAO_0000357,,
239,,,,B,,,,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",H,,1,,CHEMBL615271,BAO_0000357,,
240,,,,B,,,,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",H,,1,,CHEMBL615272,BAO_0000357,,
241,,,,B,,,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",H,,1,,CHEMBL615103,BAO_0000357,,
242,,,,B,,,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",H,,1,,CHEMBL615104,BAO_0000357,,
243,,,,B,,,,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",H,,1,,CHEMBL615105,BAO_0000357,,
244,,,,B,,,,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",H,,1,,CHEMBL872866,BAO_0000357,,
245,,,,B,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",H,,1,,CHEMBL615106,BAO_0000357,,
246,,,,B,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",H,,1,,CHEMBL615107,BAO_0000019,,
247,,,,B,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",H,,1,,CHEMBL615108,BAO_0000357,,
248,,,,B,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",H,,1,,CHEMBL615109,BAO_0000357,,
249,,,,B,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",H,,1,,CHEMBL615110,BAO_0000357,,
250,,,,B,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",H,,1,,CHEMBL840105,BAO_0000019,,
251,,,,B,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",H,,1,,CHEMBL615111,BAO_0000019,,
252,,,,B,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",H,,1,,CHEMBL615112,BAO_0000019,,
253,,,,B,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",H,,1,,CHEMBL615113,BAO_0000019,,
254,,,,B,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",H,,1,,CHEMBL615114,BAO_0000019,,
255,,,,B,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",H,,1,,CHEMBL615115,BAO_0000357,,
256,,,,B,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",H,,1,,CHEMBL615116,BAO_0000019,,
257,,,,B,,,,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",H,,1,,CHEMBL615698,BAO_0000357,,
258,,,,B,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",U,,1,,CHEMBL615699,BAO_0000019,,
259,,,,B,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",U,,1,,CHEMBL615700,BAO_0000019,,
260,,,,B,,,,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,H,,1,,CHEMBL615701,BAO_0000357,,
261,,,,B,,,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,U,,1,,CHEMBL615702,BAO_0000019,,
262,,,,B,,,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,U,,1,,CHEMBL615703,BAO_0000019,,
263,,,,B,,,,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",U,,1,,CHEMBL615704,BAO_0000019,,
264,,,,F,,,,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",H,,1,,CHEMBL615705,BAO_0000019,,
265,,,,F,,,,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",H,,1,,CHEMBL615706,BAO_0000019,,
266,,,Ileum,F,,,,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,D,,1,,CHEMBL615707,BAO_0000221,2116.0,
267,,,,F,,,,Stimulatory activity of intragastric pressure was tested in the rat,H,,1,,CHEMBL615708,BAO_0000019,,
268,,,,B,,,,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,H,,1,,CHEMBL615709,BAO_0000357,,
269,,,,F,,,,Dose to reduce neuronal firing against 5-HT cells in rats (iv),U,,1,,CHEMBL615710,BAO_0000218,,
270,,,,F,,,,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,H,,1,,CHEMBL615711,BAO_0000019,,
271,,,,B,,,,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,D,,1,,CHEMBL615712,BAO_0000357,,
272,,,,B,,,,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,D,,1,,CHEMBL836325,BAO_0000357,,
273,,,,F,,,,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,H,,1,,CHEMBL615713,BAO_0000019,,
274,,,,B,,,,Inhibition constant of high-affinity 5-HT uptake,H,,1,,CHEMBL615714,BAO_0000357,,
275,,,,F,,,,Michaelis-Menten constant was reported for high affinity transport of 5-HT,H,,1,,CHEMBL615715,BAO_0000019,,
276,,,,F,,,,Maximum rate was determined for high affinity transport of 5-HT,H,,1,,CHEMBL615716,BAO_0000019,,
277,,,,F,,,,Compound was tested for agonistic activity against 5-HT uptake,H,,1,,CHEMBL615717,BAO_0000019,,
278,,,,B,,,,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,H,,1,,CHEMBL881818,BAO_0000019,,
279,,,,B,,,,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,H,,1,,CHEMBL884540,BAO_0000357,,
280,,,,B,,,,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,D,,1,,CHEMBL615718,BAO_0000224,,
281,,,,B,,,,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,H,,1,,CHEMBL615719,BAO_0000224,,
282,Membranes,,,B,,,,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,H,,1,,CHEMBL615720,BAO_0000249,,
283,Membranes,,,B,,,,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,H,,1,,CHEMBL615721,BAO_0000249,,
284,,,,B,,,,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,H,,1,,CHEMBL615722,BAO_0000019,,
285,,,,F,,,,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,H,,1,,CHEMBL615723,BAO_0000019,,
286,,,Hippocampus,B,,,,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,H,,1,,CHEMBL615724,BAO_0000221,10000000.0,
287,,,Hippocampus,B,,,,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,H,,1,,CHEMBL615725,BAO_0000221,10000000.0,
288,,,Hippocampus,B,,,,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,H,,1,,CHEMBL615726,BAO_0000221,10000000.0,
289,,In vivo,,F,,,,Antagonistic activity at postsynaptic 5-HT1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (.26-3.52),H,,1,,CHEMBL615727,BAO_0000218,,
290,,,,F,,,,Effect on forskolin stimulated adenylate cyclase activity at 5-HT1D receptor of guinea pig substantia nigra.,D,,1,,CHEMBL615728,BAO_0000019,,
291,,,,B,CHO,449.0,,Binding affinity towards 5-HT1F (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,H,,1,,CHEMBL857971,BAO_0000219,,
292,,,,B,,,,Compound was tested for the displacement of [125I]DOI from clone human 5-hydroxytryptamine 2A receptor,H,,1,,CHEMBL615729,BAO_0000357,,
293,,,,F,,,,Efficacy against 5-hydroxytryptamine 2A receptor,D,,1,,CHEMBL615730,BAO_0000019,,
294,,,,F,,,,Intrinsic activity towards 5-HT2A receptor of rat tail artery,H,,1,,CHEMBL615731,BAO_0000019,,
295,,,,F,,,,Relative potency towards 5-HT2A receptor of rat tail artery,H,,1,,CHEMBL615732,BAO_0000019,,
296,,,,F,,,,Blocking 5-HT2A receptor-mediated contractions of rat tail artery,H,,1,,CHEMBL615733,BAO_0000019,,
297,,,,F,,,,Partial agonism at 5-HT2A receptor was evaluated in presence of ketanserin (3-10 nM) in isolated rat tail artery,H,,1,,CHEMBL615734,BAO_0000019,,
298,,,,F,,,,Compound was tested for the intrinsic activity against 5-HT2A receptors of rat tail artery.,H,,1,,CHEMBL615735,BAO_0000019,,
299,,,,F,,,,Effectiveness in blocking 5-HT2A receptor-mediated contractions of rat tail artery,H,,1,,CHEMBL615736,BAO_0000019,,
300,,,Ileum,F,,,,Evaluated for the agonistic activity against 5-HT4 receptor in non-electrically stimulated guinea-pig ileum.,D,,1,,CHEMBL615737,BAO_0000221,2116.0,
301,,,Ileum,F,,,,Agonistic activity against Serotonin 5-HT4 receptor in low frequency field stimulation of guinea-pig ileum (FSGPI),D,,1,,CHEMBL615738,BAO_0000221,2116.0,
302,,,Ileum,F,,,,Evaluated for the agonistic activity against Serotonin 5-HT4 receptor in non-electrically stimulated guinea-pig ileum.,D,,1,,CHEMBL615739,BAO_0000221,2116.0,
303,,,,B,,,,The binding affinity was measured on 5-hydroxytryptamine 4 receptor using [3H]- GR-113808 as radioligand.,H,,1,,CHEMBL615278,BAO_0000357,,
304,,,,F,,,,Antagonist activity against 5-HT4 receptor mediated relaxation of rat carbachol contracted esophageal muscularis mucosae,D,,1,,CHEMBL615279,BAO_0000019,,
305,,,,B,,,,Binding affinity against 5-hydroxytryptamine 4 receptor,H,,1,,CHEMBL615280,BAO_0000357,,
306,,,,B,,,,Relative competitive index values for binding to 25-OH-D3-1-hydroxylase of chick intestine,U,,1,,CHEMBL615281,BAO_0000019,,
307,,,,F,,,,Inhibitory effect (10e-6 M) on the 25-OH-D3-1-hydroxylase activity,U,,1,,CHEMBL615282,BAO_0000019,,
308,,,,F,,,,25-OH-D3-1-hydroxylase activity (10e-6 M) was measured as %control,U,,1,,CHEMBL615283,BAO_0000019,,
309,,,,B,HL-60,649.0,,Relative competitive index values for binding to 25-OH-D3-1-hydroxylase of human HL-60 cells,N,,1,,CHEMBL615284,BAO_0000219,,
310,,,,B,,,,Inhibitory effect (10e-6 M) on the 25-hydroxyvitamin D3-1-hydroxylase activity,U,,1,,CHEMBL615285,BAO_0000019,,
311,,,,B,,,,25-hydroxyvitamin D3-1-hydroxylase activity (10e-6 M) was measured as %control,U,,1,,CHEMBL615286,BAO_0000019,,
312,,,,B,Oocytes,,,Displacement of [3H]-Ro- 15-1788 from human GABA-A alpha-1-beta-3-gamma-2 receptor subunits expressed in Xenopus oocytes,D,,1,,CHEMBL615287,BAO_0000219,,
313,,,,F,,,,Chymotryptic inhibitory activity against 26S proteasome,S,,1,,CHEMBL615288,BAO_0000220,,
314,,,,B,,,,Inhibitory activity against 26S proteasome degradation of IkB,S,,1,,CHEMBL615289,BAO_0000220,,
315,,,,F,A2780,478.0,,In vitro inhibition of 2780/DOX ovarian cancer cell line,N,,1,,CHEMBL615290,BAO_0000219,,
316,,,,F,A2780,478.0,,In vitro inhibition of 2780/S ovarian cancer cell line,N,,1,,CHEMBL884522,BAO_0000219,,
