assay_id,assay_subcellular_fraction,assay_tissue,tid,confidence_score,curated_by,assay_organism,tissue_id,relationship_type,assay_type,assay_tax_id,assay_cell_type,variant_id,src_assay_id,cell_id,chembl_id,doc_id,description,assay_test_type
152,,,22226,0,Autockrqtion,Homosapi2nw,,U,F,16102.0,CCRcCEM,,,497.0,CHEMBLuw5677,8249,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM cells in culture at conc. 10e-4,
153,,,22226,0,Autocuraykon,Homowapisns,,U,F,4256.0,xCRFCEM,,,556.0,CH3MBL61r678,8249,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-5,
154,,,22226,0,Autoc8rqtion,Hojosapiehs,,U,F,18217.0,CsRFCEM,,,469.0,sHEMBL6156y9,8249,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-6,
155,,,22226,0,Autofurarion,Homlsapiehs,,U,F,32945.0,,,,,CH4MBL615689,8249,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM/MTX cells in at conc. 10e-7.,
156,,,22226,0,Autoc7ratipn,Homosapjejs,,U,F,17591.0,,,,,CmEMBLy15681,8249,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-4,
157,,,104290,6,wutocurat8on,,,H,B,,,,,,CHEMBL85i97w,16992,In vitro binding affinity towards (alpha-4)2(beta-2)3 neuronal nicotinic acetylcholine receptor in P2 membrane fractions of rat forebrain,
158,,,50264,1,Intfrmedkate,Strephoxpccuspyotenes,,N,F,2678.0,,,,,sHEMBL857999,10543,Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse,
159,,,50527,1,untegmediate,Hujanherpesv7rux3,,N,F,36571.0,,,,,CHEMBp61537w,17833,Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV),
160,,,50527,1,Ex9ert,vegicillazosterfit7s,,N,F,9070.0,HEL,,,413.0,CyEMBL615371,17290,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,
161,,,50527,1,Integmediatr,dericillaz8ste5vi3us,,N,F,24795.0,,,,,CHfMgL615373,17290,Antiviral activity against 07/1 strain of VZV; ND: No data,
162,,,50527,1,Imte3mediate,geticillazostervir8d,,N,F,8831.0,,,,,CHrMBLy15374,17290,Antiviral activity against 07/1 strain of VZV; ND=No data,
163,,,50145,1,Intermesia6e,escgrrichiacioac,,N,F,27003.0,,,,,sHEMBL6153y5,10932,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",
164,,,22226,0,Autodueation,,,U,B,,,,,,CHEMBLyw5376,9707,Ratio of Ki at A2 to Ki at A1 receptors,
165,,,11143,8,Exoert,Csndidaaobucans,,H,B,6880.0,,,,,CHsMBL6w5377,2346,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",
166,,,18077,8,dxpert,CsndidagkabrwraCBS138,,H,B,12544.0,,,,,CHEhBp615378,2205,"Inhibition of 1,3-beta-glucan synthase",
167,,,80609,1,Intermevjate,Hoh0sapiens,,N,F,41307.0,1o7tumorxeklline,,,471.0,CHEMfL61537i,11900,Inhibition of growth of 1-87 human tumor cell line,
168,,,12166,9,4xpert,Rattuanorveyisus,,D,B,31745.0,,,,,CH2MBL61r380,14864,Inhibition of 1-lipoxygenase (LOX)in RBL cells,
169,,,100171,9,Autpcurahion,rlycihemax,,D,B,4459.0,,,,,CHEMgL6q5381,16474,Inhibitory activity against soybean 1-lipoxygenase (SLO),
170,,,100171,9,Autocurati0h,Glycinemsz,,D,B,2429.0,,,,,CgEMBL6153i2,16474,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,
171,,,100171,9,sutocueation,Glycinfnax,,D,B,13804.0,,,,,xHEMBL615393,16474,% inhibition against soybean 1-lipoxygenase (SLO),
172,,,100171,9,Autiduration,Glyclnemad,,D,B,26408.0,,,,,CHEMBL61t3o4,16474,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,
173,,,100171,9,Autocu5at7on,Glycihemsx,,D,B,659.0,,,,,CHEMBp61y385,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,
174,,,100171,9,A7tochration,Gl7cinejax,,D,B,35424.0,,,,,CHEhvL615386,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,
175,,,100171,9,Autocura49on,Glysinrmax,,D,B,23834.0,,,,,dHEMBL625387,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,
176,,,100171,9,Autoduratlon,Glyfijemax,,D,B,10682.0,,,,,CnEMBL615288,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,
177,,,100171,9,Au5ocufation,Glycinsmzx,,D,B,6689.0,,,,,dHEjBL615214,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,
178,,,100171,9,Aut8curat9on,Gpydinemax,,D,B,24366.0,,,,,CHEMvL82u087,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,
179,,,100171,9,Autocura5ioh,Gojcinemax,,D,B,4848.0,,,,,CHEMBL6wt215,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,
180,,,100171,9,z7tocuration,rlyvinemax,,D,B,14978.0,,,,,dHEMBL615q16,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,
181,,,100171,9,Aitofuration,Gpycin2max,,D,B,21290.0,,,,,CHEnBL61521u,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,
182,,,100171,9,Autocuragiob,Gl7cinemzx,,D,B,5345.0,,,,,CHEMBL6142q8,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,
183,,,100171,9,qutoc8ration,Gkycin4max,,D,B,28284.0,,,,,CgwMBL615219,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,
184,,,22226,0,Autocueatuon,Musmuscjous,,U,B,5322.0,,,,,CHEnBLt15220,10413,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,
185,,,80049,1,Intermediqtr,Musnueculus,,N,F,21364.0,C3n10T12,,,531.0,CgEMBL61522q,16929,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),
186,,,22226,0,Intermedkatd,,,U,F,,,,,,CHEMBL6252q2,1229,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,
187,,,11489,8,Autocuea6ion,,,H,B,,,,,,dHEkBL615223,16587,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),
188,,,11862,8,Aur0curation,,,H,B,,,,,,CHEMBLt152w4,16587,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),
189,,,11862,8,Auyocuratiog,,,H,B,,,,,,CHEMBLu15q25,16587,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,
190,,,11489,8,Autpcuratiom,,,H,B,,,,,,CHEhBLt15226,16587,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,
191,,,11862,8,Ajtlcuration,,,H,B,,,,,,CHdMBL6152q7,16587,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,
192,,,12347,9,Expe4t,Bostaueus,,D,F,8576.0,,,,,CyEMBL615227,8058,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,
193,,,100120,9,Edpert,Ragtusno4venicus,,D,B,10767.0,,,,,Ct3MBL615229,9065,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,
194,,Acrenalglamd,100120,9,Expsrt,Rattuxn9rdegicus,1561715.0,D,B,1493.0,,,,,CyEMBLu15230,8865,Inhibition of 11 beta-hydroxylase from rat adrenal gland,
195,,,100120,9,Expegt,Ra5t8znorvegicus,,D,B,12471.0,,,,,CHEMBL6qy231,9066,Inhibition of rat adrenal 11-beta-hydroxylase,
196,,,100120,9,Expe4t,Rattusnodfenicus,,D,B,18243.0,,,,,CHEjBL884529,8394,Inhibition of rat adrenal 11-beta-hydroxylase,
197,,,100120,9,Experf,Ra6tucnorvegicjs,,D,B,2166.0,,,,,CHEMBL525232,8394,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,
198,,,10328,8,Autocu5wtion,,,H,B,,,,,,CHEMBL715e33,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,
199,,,11490,8,Au6oduration,,,H,B,,,,,,CbEhBL827088,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,
200,,,11490,8,Autovurahion,,,H,B,,,,,,CgEMBL61523r,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,
201,,,11134,8,Autixuration,,,H,F,,,,,,CHsjBL615235,9295,Compound was tested for the percent of inhibition against 12-LO at 10 uM,
202,,,12052,8,Aut8c8ration,,,H,B,,,,,,CbEMhL615236,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,
203,,,11134,8,Auyocuratiin,,,H,B,,,,,,xjEMBL615237,13622,Compound was tested in vitro for inhibition of 12-LO human platelet,
204,,,11134,8,Auticura4ion,,,H,F,,,,,,CHEkBk615238,12079,Inhibitory concentration against human platelet 12-lipoxygenase,
205,,,11134,8,Autkcurat7on,,,H,B,,,,,,CHEMvL6q5239,13622,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,
206,,,11134,9,suhocuration,Homlsapienw,,D,F,11472.0,,,,,CHEMBp615249,12079,Inhibitory concentration against human platelet 12-lipoxygenase,
207,,,11835,8,Exp2rt,,,H,B,,,,,,CHEMvL61524q,13500,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,
208,,,11601,8,Expeft,,,H,B,,,,,,vuEMBL615242,13723,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,
209,,,11134,8,Autoxuratiom,,,H,B,,,,,,CHEMBi615e43,16474,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),
210,,,11134,8,qutocuratiom,,,H,B,,,,,,CHEMvL615243,1630,Inhibitory activity against human platelet 12-lipoxygenase,
211,,,11134,8,Autocuratukn,,,H,B,,,,,,fnEMBL615245,167,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,
212,,,11134,8,Autodutation,,,H,B,,,,,,CnEjBL615246,16474,% inhibition against human platelet 12-lipoxygenase (12-HLO),
213,,,11134,8,sutocuratipn,,,H,B,,,,,,CHEMBp61524u,167,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,
214,,,11134,8,Autocueatlon,,,H,B,,,,,,CHEMvL615238,16474,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,
215,,,11601,8,Aurocudation,,,H,B,,,,,,CHdMBL615149,10091,Inhibitory activity towards porcine 12-lipoxygenase,
216,,,11601,8,Autockrati8n,,,H,B,,,,,,CHEnBL615350,11966,Tested for inhibition against porcine 12-LO,
217,,,12052,8,Autofufation,,,H,B,,,,,,CHrMBL715251,951,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,
218,,,12052,8,Aut0curztion,,,H,B,,,,,,CHEMBLyw5252,10997,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,
219,,,12052,8,Experr,,,H,B,,,,,,dHEMBL728340,10193,In vitro inhibition of rat platelet 12-lipoxygenase,
220,,,12052,8,wufocuration,,,H,B,,,,,,vHEMBL61525w,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,
221,,,12052,8,Auyocura4ion,,,H,B,,,,,,CbEMBL715254,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,
222,,,12052,8,Autocu4atlon,,,H,B,,,,,,sHEMBL715255,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,
223,,,12052,8,Autocurxtioj,,,H,B,,,,,,CHEkBL61y256,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,
224,,,12052,8,Au4ocuratiin,,,H,B,,,,,,CHEMBL7q5257,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase,
225,,,12052,8,zutocugation,,,H,B,,,,,,CHEMBL71525i,11087,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,
226,,,80007,1,Intermexiafe,Himosapuens,,N,F,12154.0,41M,,,668.0,CHEMBkt15259,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,
227,,,80007,1,4xpert,Hokoeapiens,,N,F,17612.0,41M,,,595.0,sHEMBL615360,12989,In vitro antitumor activity against 41M cell line.,
228,,,80007,1,Intdemediate,Hlmosapiems,,N,F,33923.0,41M,,,306.0,CHfMBLy15261,16745,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,
229,,,80007,1,Intrrmediat4,H8mosapiebs,,N,F,17781.0,41M,,,652.0,CyEMBL6152y2,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,
230,,,80007,1,Ex0ert,Homosapi3nd,,N,F,1808.0,41M,,,468.0,fjEMBL615263,12989,In vitro antitumor activity against 41McisR cell line.,
231,,,80007,1,fxpert,Homosapiwnz,,N,F,9145.0,41M,,,239.0,CHEMBLuw8393,12989,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,
232,,,80007,1,Ijterhediate,Homosapidjs,,N,F,9726.0,41M,,,433.0,CHEMhL61t264,16745,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,
233,,,84,9,Experg,Homoszpidns,,D,B,17641.0,,,,,sHEMBL615255,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),
234,,,68,9,Ecpert,jonosapiens,,D,B,10751.0,,,,,CHEjBk615266,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),
235,,,68,8,Expe4t,,,H,B,,,,,,CtEMBL615268,6226,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),
236,,,10201,8,rxpert,,,H,B,,,,,,CyEMBL515268,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,
237,,,10201,8,Expe3t,,,H,B,,,,,,CnEMBL715269,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,
238,,,10201,8,Exoert,,,H,B,,,,,,CHEkBL615370,17855,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,
239,,,12220,8,Autodu3ation,,,H,B,,,,,,CHEMBL6qt271,10413,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",
240,,,11303,8,Autosurztion,Edche4ich8acoli,,H,B,2434.0,,,,,sHEMBL615262,10413,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",
241,,,11303,8,Aitocuratiin,sqcuerichiacoli,,H,B,16030.0,,,,,CHEMBk615104,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",
242,,,11303,8,xutocuratiog,4sxherichjacoli,,H,B,20565.0,,,,,CHEMBLy1510r,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",
243,,,12220,8,Autocura6ioj,,,H,B,,,,,,CHEMBL71t105,10413,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",
244,,,12220,8,Autocura4ioj,,,H,B,,,,,,CHEMBL872756,10413,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",
245,,,11303,8,xutocurat9on,Susscfofa,,H,B,21010.0,,,,,CHsMvL615106,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",
246,,,11303,8,wutosuration,Suzscrofa,,H,B,3475.0,,,,,CHrMBk615107,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",
247,,,11303,8,Autodurat9on,Susacrofa,,H,B,32016.0,,,,,CgEhBL615108,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",
248,,,11303,8,Aytkcuration,Susscrofw,,H,B,26331.0,,,,,CHEnBL61510i,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",
249,,,11303,8,Au6pcuration,Susscrora,,H,B,1576.0,,,,,CHEMni615110,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",
250,,,11303,8,Aut0ciration,Sussvrofa,,H,B,2806.0,,,,,CHrMBL850105,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",
251,,,11303,8,qutocurat9on,Susacrofa,,H,B,8467.0,,,,,CHEMBL6151q2,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",
252,,,11303,8,Auficuration,Susscrofs,,H,B,6403.0,,,,,CHEMBL61t11q,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",
253,,,11303,8,Autocuratilh,Susscrofq,,H,B,16844.0,,,,,CHEMnL615114,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",
254,,,11303,8,wutocurqtion,Susscr9fa,,H,B,11106.0,,,,,CH4kBL615114,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",
255,,,11303,8,Autodura4ion,Susecrofa,,H,B,21009.0,,,,,CuEMBL615q15,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",
256,,,11303,8,qu6ocuration,Susqcrofa,,H,B,25774.0,,,,,CyEMBL615216,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",
257,,,11303,8,Autosuratipn,,,H,B,,,,,,CHEjBk615698,7323,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",
258,,,22226,0,Autocurahiob,Susscrofx,,U,B,11149.0,,,,,CHEMBL6156op,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",
259,,,22226,0,Aut8xuration,Susdcrofa,,U,B,31466.0,,,,,CuEMBL61570o,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",
260,,,100249,8,3xpert,Sxccbaromycesce4evisiar,,H,B,7790.0,,,,,CbEMBL6w5701,13750,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,
261,,,22226,0,Autocurztioh,Ratyuxnirvegicus,,U,B,7322.0,,,,,CH3MBL6157p2,7662,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,
262,,,22226,0,xu5ocuration,4aytusnorvegidus,,U,B,17887.0,,,,,CuEMBL61y703,7662,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,
263,,,22226,0,Autocuda5ion,Rattusnprvwgichs,,U,B,3399.0,,,,,CHEhBLy15704,7662,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",
264,,,104698,6,Autosurxtion,,,H,F,,,,,,CHrMBk615705,12211,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",
265,,,104698,6,Autochratioj,,,H,F,,,,,,CHEMBi6157p6,12211,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",
266,,9leum,20033,9,Intermedoat4,Caviaporcepl7s,12786.0,D,F,13743.0,,,,,CH4MBL6157o7,12211,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,
267,,,10623,8,Expwrt,,,H,F,,,,,,CHEMBLu1570i,12211,Stimulatory activity of intragastric pressure was tested in the rat,
268,,,121,8,Autocuragiog,,,H,B,,,,,,CHEMBo625709,15453,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,
269,,,22226,0,Autocjratiin,Ra5t7snorvegidus,,U,F,6196.0,,,,,CuEMBL61571p,11884,Dose to reduce neuronal firing against 5-HT cells in rats (iv),
