prospect_gncd,prospect_nmbrchldrn,prospect_stt,prospect_g,prospect_gndr,prospect_ct,prospect_ncm,prospect_nmbrcrs,prospect_mrtlstts,prospect_crdtrtng,prospect_wnrrntflg,prospect_mplr,prospect_nmbrcrdtcrds,prospect_ntwrth
Icx7739,3.0,MT,92.0,,Nashua,461564.0,3.0,,305.0,O,U.S. Bancorp,5.0,101325.0
jmm7740,5.0,GA,38.0,f,Fort Worth,313750.0,3.0,M,417.0,O,Analog Devices,1.0,1279719.0
saz7741,4.0,MT,,M,Sterling Heights,78185.0,2.0,D,536.0,R,Superior Energy Services,9.0,3779634.0
Ybr7742,4.0,CO,66.0,,Oklahoma City,419102.0,2.0,W,773.0,O,Freddie Mac,10.0,742822.0
ncz7743,0.0,Saskatchewan,55.0,,Baton Rouge,91366.0,5.0,S,808.0,O,Autodesk,10.0,2761827.0
WWO7744,1.0,HI,55.0,,Rancho Cucamonga,433487.0,3.0,,660.0,R,Shaw Group,2.0,3749505.0
TKP7745,0.0,TN,83.0,f,Kansas City,394286.0,2.0,W,,O,Commercial Metals,4.0,391566.0
Mqz7746,5.0,WY,27.0,,Long Beach,189157.0,1.0,U,346.0,R,Laclede Group,7.0,2959021.0
Dqw7747,5.0,OK,11.0,,Sydney,22483.0,4.0,M,475.0,O,Seaboard,4.0,2776296.0
seh7748,4.0,MS,56.0,M,Evansville,298307.0,2.0,M,499.0,O,General Mills,2.0,
Nii7749,3.0,FL,54.0,M,Lafayette,353200.0,1.0,U,346.0,O,Family Insurance Group,2.0,864947.0
Szc7750,5.0,Manitoba,50.0,f,St. Louis,185208.0,4.0,M,431.0,O,Brink's,0.0,1146468.0
Mph7751,5.0,NH,93.0,,Erie,17790.0,2.0,,823.0,O,Medtronic,2.0,1702447.0
Bvl7752,5.0,Alberta,15.0,F,Sandy,59420.0,2.0,M,344.0,R,United Refining,5.0,2293642.0
Nbu7753,,Saskatchewan,92.0,m,Riverside,178200.0,2.0,S,709.0,O,Smithfield Foods,9.0,1529653.0
Emz7754,1.0,New Brunswick,22.0,M,Ottawa,162738.0,0.0,W,,R,Medtronic,2.0,137515.0
Kkw7755,1.0,MS,25.0,,St. Petersburg,352913.0,4.0,S,354.0,O,Cabot,,2754879.0
HCT7756,0.0,KY,77.0,,Fort Lauderdale,288188.0,0.0,S,,O,Electronic Arts,9.0,929067.0
BBE7757,4.0,AK,26.0,m,Carrollton,385946.0,3.0,D,686.0,,Seaboard,6.0,1153023.0
PTM7758,3.0,NV,56.0,F,Hayward,136162.0,4.0,D,643.0,O,DirecTV Group,7.0,1933058.0
QJD7759,3.0,DC,16.0,,Yonkers,220449.0,3.0,M,665.0,O,Allegheny Energy,5.0,3179244.0
SFE7760,3.0,Manitoba,77.0,m,Lexington,299284.0,1.0,S,519.0,O,Marathon Oil,9.0,2912318.0
rro7761,2.0,SD,43.0,,Cedar Rapids,334094.0,3.0,M,615.0,O,Prudential Financial,6.0,2828037.0
Imu7762,2.0,NY,94.0,,Madison,364719.0,3.0,D,,,Dollar General,10.0,495577.0
JPU7763,,TN,92.0,F,Los Angeles,319866.0,5.0,M,812.0,O,Schering-Plough,9.0,1793954.0
Luw7764,1.0,IN,19.0,,Fort Smith,71545.0,4.0,M,346.0,O,,5.0,2347778.0
Fde7765,3.0,MT,80.0,,Sydney,,4.0,D,761.0,O,Capital One Financial,1.0,380048.0
Bso7766,0.0,AZ,64.0,F,Greensboro,484457.0,1.0,M,617.0,O,Collective Brands,7.0,
GVA7767,4.0,New Brunswick,44.0,,Fort Collins,176394.0,2.0,W,470.0,O,AptarGroup,0.0,1918435.0
twc7768,1.0,WY,47.0,M,Worcester,251600.0,1.0,M,356.0,U,Coach,6.0,2764457.0
GZF7769,0.0,AZ,93.0,F,Akron,145698.0,0.0,M,,O,UGI,7.0,1510144.0
bvm7770,5.0,New Brunswick,94.0,M,Tulsa,492640.0,4.0,W,806.0,U,Forest Laboratories,5.0,925182.0
zju7771,0.0,Ontario,82.0,f,Tucson,266405.0,1.0,U,,O,Boston Scientific,9.0,2566330.0
DYV7772,3.0,HI,42.0,F,Irvine,307897.0,,,731.0,O,Worthington Industries,1.0,3668461.0
Gpk7773,2.0,MS,,M,Wichita,53713.0,4.0,M,441.0,U,McCormick,9.0,2348645.0
Lit7774,1.0,Saskatchewan,12.0,,Inglewood,70637.0,4.0,D,339.0,O,Southwestern Energy,7.0,616526.0
BZG7775,0.0,Quebec,36.0,,Costa Mesa,384754.0,3.0,S,822.0,R,CC Media Holdings,7.0,1828046.0
Mld7776,3.0,MN,,m,Baltimore,411913.0,2.0,U,487.0,O,Jones Financial,8.0,1296407.0
Ujq7777,5.0,NV,4.0,f,Escondido,499162.0,1.0,U,664.0,O,Whirlpool,,903552.0
Bmf7778,2.0,Manitoba,79.0,m,Lexington,86635.0,3.0,M,392.0,O,Patterson,3.0,230058.0
Jvz7779,3.0,NC,97.0,F,Warren,228058.0,2.0,D,655.0,U,Rent A Center,10.0,301320.0
ORQ7780,5.0,CT,37.0,,Berkeley,172125.0,2.0,U,380.0,O,Ryder System,3.0,2286525.0
Puv7781,0.0,NV,92.0,f,Salinas,241263.0,0.0,,651.0,U,Sysco,1.0,1482250.0
DAJ7782,2.0,VT,78.0,M,Brownsville,99175.0,3.0,U,,R,Entergy,6.0,3123257.0
Iaf7783,,HI,48.0,,Fresno,198444.0,3.0,U,652.0,O,,0.0,944918.0
EJP7784,4.0,New Brunswick,0.0,,Ontario,250333.0,4.0,U,338.0,O,Telephone & Data Systems,9.0,2050110.0
Bla7785,5.0,MI,89.0,,Omaha,,0.0,W,779.0,O,W.R. Berkley,0.0,2077778.0
Yhe7786,4.0,MD,47.0,F,Huntsville,173782.0,0.0,W,786.0,O,,5.0,1793821.0
Nfl7787,1.0,WI,2.0,,Hay River,225849.0,2.0,M,458.0,O,Cognizant Technology Solutions,6.0,1847011.0
Lrd7788,0.0,MT,18.0,,Austin,205194.0,,M,806.0,O,Popular,6.0,104018.0
Ojh7789,3.0,TN,98.0,f,Winnipeg,40273.0,3.0,U,466.0,U,CSX,1.0,113431.0
Gaj7790,3.0,MD,79.0,,Lexington,388923.0,2.0,U,801.0,R,ITT,2.0,1721394.0
MHU7791,4.0,SC,90.0,M,Rockford,213273.0,5.0,S,334.0,O,BJ's Wholesale Club,0.0,3905265.0
Luu7792,2.0,Prince Edward Island,54.0,,Waterbury,499304.0,5.0,S,568.0,O,Cooper-Standard Holdings,6.0,3710742.0
Bbh7793,1.0,AR,56.0,,Bellevue,439546.0,5.0,M,338.0,O,Insight Enterprises,5.0,2289382.0
VGQ7794,0.0,Newfoundland,61.0,,Lubbock,74548.0,5.0,M,421.0,R,National Oilwell Varco,8.0,2123750.0
Jtm7795,0.0,NV,20.0,F,Manchester,472023.0,4.0,M,312.0,O,Newell Rubbermaid,0.0,1222348.0
WUW7796,1.0,OK,95.0,,San Jose,155245.0,2.0,M,361.0,O,Supervalu,,1746167.0
ojd7797,3.0,NV,42.0,f,Virginia Beach,95133.0,4.0,S,626.0,O,Amazon.com,5.0,602321.0
Cvb7798,3.0,ND,30.0,,Indianapolis,208626.0,,U,,O,IMS Health,4.0,
rso7799,2.0,Nova Scotia,61.0,,Jackson,338937.0,1.0,M,445.0,O,Holly,3.0,3509965.0
Tpj7800,1.0,FL,27.0,,Jacksonville,75897.0,5.0,W,347.0,R,General Motors,9.0,1270225.0
VEO7801,4.0,MI,31.0,,Omaha,354986.0,1.0,,617.0,U,General Dynamics,4.0,2882457.0
Nrs7802,0.0,IA,40.0,,Toronto,19973.0,3.0,S,830.0,O,Embarq,8.0,2828480.0
Wcv7803,4.0,NV,58.0,,Buffalo,47920.0,4.0,U,,R,Murphy Oil,10.0,2709790.0
Hxm7804,0.0,FL,58.0,,Fort Collins,6804.0,3.0,M,452.0,R,Southwest Airlines,0.0,3065674.0
Ktb7805,3.0,MT,45.0,F,McAllen,210120.0,,U,536.0,U,Weyerhaeuser,7.0,1493447.0
Ejs7806,5.0,New Brunswick,9.0,m,Yonkers,316764.0,3.0,M,536.0,O,Lender Processing Services,4.0,642765.0
Sff7807,3.0,MN,46.0,m,Mobile,325753.0,,M,681.0,O,General Dynamics,0.0,3843812.0
elc7808,3.0,Saskatchewan,4.0,,Baton Rouge,159571.0,,M,516.0,R,Western Refining,,2373701.0
FSO7809,4.0,TN,50.0,m,Philadelphia,236485.0,5.0,S,428.0,R,Asbury Automotive Group,8.0,1365627.0
Pal7810,,TX,78.0,m,Irving,496074.0,3.0,M,783.0,R,,8.0,1769029.0
Pqm7811,0.0,WA,14.0,M,Fullerton,85.0,3.0,S,307.0,O,Regal-Beloit,5.0,2554799.0
Qrs7812,3.0,AL,21.0,F,Newport News,112434.0,,,846.0,O,Enersys,9.0,1241189.0
OLZ7813,1.0,ID,69.0,,Hayward,469546.0,1.0,M,582.0,U,Dominion Resources,8.0,2432197.0
Cgr7814,5.0,AK,29.0,,Fairbanks,378681.0,4.0,D,500.0,O,TRW Automotive Holdings,10.0,3417367.0
yov7815,4.0,Alberta,82.0,,Warren,202225.0,2.0,M,802.0,O,New York Life Insurance,6.0,573323.0
TVK7816,1.0,NY,79.0,,Coral Springs,83672.0,2.0,U,710.0,O,CSX,8.0,1544205.0
irn7817,,WA,59.0,F,Winston-Salem,354744.0,0.0,S,407.0,O,PPG Industries,2.0,2717331.0
Yik7818,,MS,87.0,M,Sioux Falls,163223.0,0.0,M,410.0,U,TD Ameritrade,8.0,639791.0
eix7819,,LA,2.0,M,Nashville,323691.0,4.0,S,539.0,U,Pepco Holdings,2.0,
SSY7820,0.0,NC,55.0,M,Virginia Beach,469771.0,0.0,U,,O,Textron,2.0,1224394.0
Ema7821,4.0,AR,41.0,,West Covina,186923.0,3.0,W,828.0,O,Chemtura,5.0,3884652.0
yoa7822,5.0,Prince Edward Island,9.0,,Torrance,274143.0,2.0,,501.0,,United Rentals,9.0,3632849.0
FGB7823,0.0,LA,86.0,f,Thousand Oaks,85347.0,2.0,M,415.0,O,Donaldson,7.0,3423972.0
ctr7824,2.0,WA,39.0,M,Fayetteville,23172.0,5.0,,625.0,O,Polo Ralph Lauren,8.0,334439.0
GDL7825,0.0,NC,,M,Tucson,26217.0,1.0,S,355.0,R,Universal American,9.0,
Uqb7826,2.0,RI,80.0,F,Grand Rapids,125930.0,0.0,M,634.0,R,Convergys,10.0,2733760.0
sdj7827,5.0,SD,5.0,,Livonia,416195.0,0.0,M,604.0,O,Spectra Energy,6.0,3813673.0
ETA7828,0.0,ID,91.0,f,London,257406.0,3.0,U,691.0,O,Estee Lauder,2.0,2996284.0
DCN7829,5.0,NJ,18.0,,Pomona,315271.0,3.0,S,,O,Washington Post,0.0,2682187.0
Lsa7830,2.0,Saskatchewan,91.0,U,Oshawa,497258.0,5.0,M,687.0,R,Curtiss-Wright,4.0,3831798.0
Ypj7831,5.0,MN,81.0,,Topeka,248158.0,1.0,W,324.0,O,Ford Motor,,760428.0
Ilp7832,2.0,GA,55.0,F,Raleigh,189605.0,1.0,S,386.0,O,MDU Resources Group,6.0,2952394.0
JKM7833,3.0,MN,28.0,m,Tallahassee,238398.0,1.0,M,566.0,O,Sun Microsystems,8.0,765248.0
gfw7834,2.0,TX,63.0,m,Independence,421306.0,1.0,U,799.0,O,Quanta Services,1.0,3439491.0
EHV7835,3.0,NM,47.0,m,San Bernardino,180787.0,,M,630.0,O,Beazer Homes USA,5.0,2334173.0
Tkf7836,1.0,NE,21.0,,Inglewood,395340.0,2.0,M,371.0,O,Coventry Health Care,8.0,3812091.0
Dgm7837,3.0,MT,65.0,M,Huntington Beach,234030.0,0.0,M,407.0,O,Chesapeake Energy,3.0,2269485.0
Mps7838,5.0,CO,65.0,,Des Moines,210405.0,0.0,U,525.0,O,Great Atlantic & Pacific Tea,9.0,1737147.0
Ftk7839,3.0,KY,42.0,f,Hampton,353446.0,5.0,M,,O,Estee Lauder,,3394079.0
XZD7840,1.0,OK,42.0,F,Lancaster,497613.0,2.0,S,377.0,O,AptarGroup,2.0,1684124.0
Val7841,1.0,KY,41.0,f,Lexington,183090.0,1.0,U,812.0,R,Pacer International,8.0,835757.0
gxo7842,4.0,KS,41.0,,Windsor,164669.0,0.0,U,755.0,,Enersys,6.0,600778.0
AMA7843,4.0,MD,9.0,,Casper,357404.0,0.0,M,651.0,O,Ryder System,8.0,1276528.0
ufa7844,3.0,WY,38.0,,Idaho Falls,252335.0,4.0,S,761.0,O,,0.0,165037.0
Eig7845,4.0,VT,,,Sunnyvale,365804.0,,D,446.0,O,MetLife,5.0,2757243.0
mgi7846,2.0,AR,37.0,,Colorado Springs,880.0,5.0,M,455.0,U,Great Atlantic & Pacific Tea,3.0,1551248.0
Wzn7847,3.0,NE,80.0,,Carrollton,318789.0,1.0,S,659.0,O,Google,3.0,1321056.0
Zft7848,4.0,NC,2.0,,Tempe,345038.0,5.0,U,713.0,O,,7.0,3534970.0
Ump7849,3.0,VA,87.0,F,Fort Wayne,132395.0,3.0,W,495.0,U,Werner Enterprises,1.0,1894764.0
XCW7850,2.0,NV,7.0,,Paterson,,1.0,M,626.0,O,Bristol-Myers Squibb,6.0,1066589.0
Vjc7851,3.0,MI,17.0,,Santa Rosa,,5.0,M,335.0,U,Dr Pepper Snapple Group,9.0,3583968.0
Wov7852,,ID,41.0,,Brownsville,431628.0,0.0,D,504.0,R,Valspar,1.0,2685074.0
Mjl7853,0.0,OR,31.0,F,Durham,,1.0,S,507.0,O,Fifth Third Bancorp,8.0,406002.0
Xqn7854,1.0,OR,81.0,,Grand Rapids,,1.0,D,739.0,O,Winn-Dixie Stores,,3551514.0
Lsp7855,3.0,NJ,72.0,m,Idaho Falls,,4.0,M,775.0,O,Henry Schein,2.0,3048132.0
sjw7856,3.0,AZ,29.0,M,Norfolk,242718.0,1.0,S,486.0,O,Sanmina-SCI,8.0,1444829.0
oae7857,1.0,Manitoba,31.0,,Lexington,89847.0,0.0,M,665.0,O,Pentair,6.0,577156.0
Slm7858,0.0,NY,57.0,M,Warwick,200377.0,3.0,M,743.0,R,Northwestern Mutual,7.0,1633874.0
Pea7859,3.0,TX,67.0,,Lansing,247008.0,2.0,U,,,AmerisourceBergen,1.0,616351.0
Knu7860,0.0,AZ,95.0,,Albuquerque,258784.0,0.0,U,433.0,O,Virgin Media,5.0,1768202.0
Qtg7861,1.0,MO,22.0,f,Orlando,86676.0,5.0,W,611.0,,Waste Management,3.0,1298890.0
Dcq7862,5.0,RI,28.0,,Lincoln,158860.0,3.0,M,813.0,O,Pepsi Bottling,8.0,1491737.0
Bie7863,1.0,MI,62.0,,St. Petersburg,440716.0,5.0,M,441.0,O,,9.0,2985049.0
Cii7864,2.0,OR,40.0,M,Newport News,233026.0,3.0,S,443.0,O,Windstream,5.0,2705761.0
Lpv7865,3.0,WI,,F,Overland Park,158271.0,,U,374.0,R,Praxair,1.0,1281210.0
QCT7866,1.0,MS,12.0,,Wichita,,4.0,U,309.0,O,Smith International,7.0,483590.0
yvf7867,3.0,PA,52.0,,Missoula,131086.0,3.0,,315.0,O,Flowserve,9.0,2262741.0
RKS7868,2.0,ID,67.0,F,Kitchener,65639.0,4.0,,555.0,R,Tyson Foods,9.0,1063286.0
Ksb7869,1.0,NC,51.0,,Toledo,140132.0,0.0,M,850.0,O,W.R. Grace,5.0,3558240.0
LMY7870,3.0,WV,41.0,F,Cleveland,102589.0,2.0,M,411.0,R,McGraw-Hill,6.0,
lkp7871,4.0,VA,,,Hull,128650.0,5.0,M,428.0,,Vectren,4.0,940857.0
Aeo7872,4.0,TN,79.0,,Oxnard,356899.0,2.0,M,585.0,O,R.H. Donnelley,3.0,3849116.0
hpq7873,0.0,ME,41.0,,Evansville,307676.0,0.0,M,506.0,U,RPM International,3.0,3423528.0
Hqh7874,5.0,SD,93.0,,Amarillo,,1.0,U,471.0,O,Urban Outfitters,6.0,3486382.0
pzx7875,3.0,NY,9.0,M,Lancaster,207454.0,0.0,W,501.0,R,Loews,8.0,2855254.0
Znq7876,5.0,OR,54.0,,Spokane,145543.0,0.0,M,,O,Idearc,10.0,2381485.0
Fty7877,3.0,LA,79.0,,Augusta,430752.0,3.0,D,645.0,O,Loews,3.0,3621231.0
tqv7878,3.0,Newfoundland,22.0,,Halifax,203884.0,1.0,U,783.0,O,NTK Holdings,1.0,3366913.0
Cpf7879,3.0,KY,,,Miami,357917.0,0.0,M,646.0,R,Ecolab,5.0,
HHE7880,1.0,MT,57.0,,El Monte,59041.0,1.0,M,429.0,O,Constellation Energy,5.0,
Gkw7881,,Manitoba,73.0,F,Springfield,440657.0,5.0,S,671.0,R,Owens & Minor,8.0,3689007.0
rfg7882,0.0,KY,42.0,,Manchester,152922.0,3.0,S,416.0,R,Coventry Health Care,7.0,2839770.0
Kfp7883,4.0,Manitoba,33.0,F,Warwick,375311.0,0.0,S,340.0,R,Casey's General Stores,3.0,2797542.0
Wej7884,4.0,NC,51.0,,Scottsdale,326382.0,3.0,U,345.0,O,Embarq,,657646.0
XBD7885,2.0,British Columbia,86.0,M,Hartford,102543.0,1.0,M,475.0,O,MGIC Investment,4.0,300475.0
kdp7886,1.0,NE,60.0,,Syracuse,8999.0,1.0,U,510.0,O,Campbell Soup,10.0,317213.0
QJU7887,3.0,AR,52.0,f,St. Catharines,423210.0,0.0,M,821.0,O,Idearc,4.0,780316.0
Nyz7888,1.0,AZ,22.0,,Victoria,252935.0,2.0,U,455.0,O,Nalco Holding,,1287221.0
owf7889,0.0,ME,99.0,,Oklahoma City,,4.0,M,492.0,O,Molina Healthcare,4.0,3763532.0
Fon7890,0.0,IA,92.0,,Inglewood,344133.0,5.0,U,563.0,O,Western Digital,6.0,2470297.0
LHB7891,1.0,British Columbia,75.0,,Cleveland,476719.0,,S,358.0,O,WellPoint,9.0,1005779.0
Zps7892,2.0,NV,99.0,F,Erie,340848.0,,M,754.0,O,,0.0,3636355.0
INX7893,0.0,MS,30.0,,Las Cruces,67595.0,1.0,W,773.0,R,Whirlpool,5.0,2881527.0
Lsn7894,,OR,45.0,,Portland,65319.0,3.0,U,784.0,O,Plains Exploration,3.0,433677.0
WSD7895,2.0,MO,21.0,M,Grand Prairie,110011.0,3.0,W,523.0,O,DirecTV Group,,1299931.0
Dbf7896,2.0,MI,48.0,,Iqaluit,451614.0,3.0,U,314.0,R,3M,5.0,
LFX7897,3.0,SC,26.0,,Oklahoma City,192175.0,0.0,S,373.0,O,Cardinal Health,10.0,2117082.0
xqp7898,3.0,MD,70.0,,Brownsville,412689.0,0.0,M,345.0,,Activision Blizzard,5.0,2212262.0
Kun7899,3.0,NY,22.0,,Independence,220347.0,1.0,U,,U,Pantry,,3147795.0
Eou7900,2.0,WY,21.0,f,Mobile,295061.0,1.0,M,774.0,R,Centex,9.0,2081696.0
ZGL7901,0.0,LA,77.0,M,Austin,146431.0,3.0,,768.0,R,United Stationers,8.0,3895241.0
Rir7902,4.0,Nova Scotia,94.0,f,Mount Pearl,353114.0,5.0,M,813.0,U,Ryder System,7.0,2628656.0
wqy7903,0.0,KS,88.0,,San Jose,457831.0,4.0,U,433.0,R,Warner Music Group,6.0,3275612.0
yeu7904,3.0,Quebec,77.0,M,Warwick,216328.0,,S,488.0,O,Texas Instruments,3.0,524281.0
YCW7905,4.0,WI,65.0,m,Charlotte,219123.0,5.0,M,,U,Lowe's,,700154.0
Fxr7906,0.0,Nova Scotia,81.0,,Mobile,271779.0,3.0,W,580.0,O,Jabil Circuit,8.0,2725260.0
Lmy7907,3.0,MO,12.0,,Sydney,20593.0,4.0,,723.0,R,Reliance Steel & Aluminum,,2657344.0
pan7908,3.0,KS,17.0,,Oklahoma City,25434.0,4.0,S,804.0,O,Wyeth,6.0,1331718.0
Phn7909,3.0,NY,,F,Peoria,386293.0,3.0,M,499.0,O,RSC Holdings,4.0,3809227.0
Qxj7910,5.0,IA,68.0,f,Toronto,383223.0,5.0,M,609.0,O,Ametek,10.0,3395139.0
gnr7911,1.0,NJ,46.0,,Fort Wayne,177160.0,4.0,W,745.0,O,KeyCorp,7.0,2413564.0
YFS7912,2.0,OH,11.0,,Kitchener,207177.0,4.0,M,,U,Ingles Markets,6.0,1218281.0
kmc7913,5.0,VT,55.0,F,Mobile,378510.0,3.0,S,575.0,O,Smith International,,1501110.0
Jve7914,1.0,Alberta,80.0,,Henderson,39969.0,0.0,M,468.0,O,Trinity Industries,10.0,3510096.0
HAH7915,5.0,NE,20.0,,Casper,126133.0,0.0,W,543.0,O,T. Rowe Price,7.0,
Wzi7916,0.0,PA,58.0,,Macon,354032.0,5.0,U,313.0,O,Steelcase,9.0,1465068.0
doi7917,2.0,HI,33.0,m,Savannah,393358.0,4.0,W,710.0,O,Energy Transfer Equity,2.0,
Jqy7918,2.0,DE,60.0,,Erie,360080.0,0.0,D,320.0,U,3M,8.0,3868349.0
Kba7919,4.0,AR,56.0,,Minneapolis,310910.0,1.0,S,842.0,O,Equity Residential,4.0,2409902.0
Dvt7920,2.0,Ontario,81.0,,Plano,482624.0,,M,364.0,O,DST Systems,9.0,3205565.0
XER7921,2.0,AK,32.0,,Boise,47644.0,5.0,U,543.0,O,Hawaiian Electric Industries,1.0,354145.0
Gbk7922,2.0,Saskatchewan,15.0,f,Akron,433844.0,0.0,M,845.0,R,NVR,1.0,1104063.0
Whn7923,4.0,KS,23.0,,Lansing,181596.0,4.0,,745.0,O,Virgin Media,6.0,2213495.0
IVY7924,0.0,NJ,76.0,,Anaheim,338080.0,5.0,M,378.0,O,Polo Ralph Lauren,1.0,775085.0
nlo7925,0.0,SC,44.0,,Reno,192895.0,5.0,M,464.0,O,Fannie Mae,10.0,468879.0
ybf7926,5.0,WA,76.0,,Brownsville,471765.0,1.0,M,630.0,O,Zale,5.0,3325505.0
Kfs7927,4.0,TX,92.0,F,West Covina,338586.0,,M,628.0,O,NV Energy,7.0,230971.0
zgg7928,1.0,Quebec,67.0,m,Newark,380309.0,5.0,M,,R,Legg Mason,5.0,3026062.0
OBA7929,2.0,CT,36.0,,Saint John,487268.0,0.0,D,825.0,O,,3.0,3566330.0
RBL7930,2.0,IL,4.0,,Fontana,,5.0,M,473.0,R,CA,4.0,536247.0
SOB7931,5.0,FL,19.0,,Chesapeake,383251.0,0.0,W,675.0,U,IAC/InterActiveCorp,10.0,1337448.0
Hht7932,5.0,GA,89.0,,Allentown,471714.0,1.0,U,318.0,R,MasterCard,9.0,523749.0
Cjg7933,4.0,Manitoba,91.0,,Riverside,373866.0,5.0,M,506.0,R,Guess,1.0,2688676.0
Zpv7934,5.0,NC,7.0,,Omaha,5853.0,1.0,S,619.0,R,Zimmer Holdings,9.0,2808658.0
WEV7935,3.0,New Brunswick,,,Tucson,159711.0,5.0,S,614.0,O,Scotts Miracle-Gro,7.0,2758259.0
Poh7936,5.0,Alberta,84.0,m,Macon,299560.0,0.0,U,375.0,O,Jabil Circuit,5.0,2928920.0
Rkr7937,3.0,VT,82.0,f,Atlanta,384975.0,2.0,M,714.0,,Biomet,9.0,3007587.0
RDA7938,0.0,Quebec,94.0,F,Salinas,231656.0,,S,661.0,O,Warner Music Group,2.0,1713014.0
ntv7939,1.0,CA,34.0,F,Savannah,141052.0,3.0,W,338.0,O,Pep Boys,6.0,2751413.0
Vds7940,2.0,CA,,,Pembroke Pines,484382.0,3.0,M,374.0,O,CVS Caremark,0.0,3218756.0
yug7941,0.0,SD,47.0,,Aurora,56526.0,1.0,M,,O,International Paper,1.0,402020.0
tef7942,0.0,FL,24.0,f,Fort Collins,37250.0,2.0,M,545.0,O,ABM Industries,1.0,2681790.0
VAQ7943,4.0,OR,2.0,,Frederick,,3.0,U,633.0,O,Intuit,7.0,109559.0
kdz7944,1.0,British Columbia,29.0,M,Huntsville,181697.0,4.0,W,519.0,O,Avnet,4.0,891209.0
Sfl7945,1.0,WY,40.0,M,New Haven,36412.0,1.0,M,757.0,O,Chevron,5.0,1712490.0
dvk7946,0.0,British Columbia,71.0,,Cincinnati,304183.0,0.0,S,634.0,R,L-3 Communications,8.0,
szt7947,4.0,ME,16.0,,Fort Worth,116425.0,4.0,U,633.0,O,Olin,1.0,2942794.0
Mep7948,1.0,VA,,,Vancouver,201188.0,0.0,W,564.0,O,,7.0,2502907.0
Veq7949,2.0,Prince Edward Island,29.0,F,Little Rock,6488.0,2.0,M,562.0,O,Administaff,8.0,3411671.0
NBU7950,3.0,MD,46.0,M,Charlottetown,352785.0,3.0,U,698.0,O,Pacific Life,9.0,2374063.0
usi7951,3.0,KY,71.0,M,Iqaluit,98403.0,3.0,M,766.0,O,Imation,3.0,2950394.0
lyi7952,2.0,VA,67.0,f,Hilo,193163.0,0.0,M,715.0,O,Burger King Holdings,1.0,1812351.0
Nxw7953,1.0,KS,95.0,,Milwaukee,293740.0,1.0,D,778.0,R,Rowan Cos.,5.0,2401369.0
Fkd7954,1.0,KY,8.0,M,Hamilton,491432.0,3.0,S,591.0,O,Susser Holdings,2.0,680974.0
Kom7955,5.0,NH,89.0,M,Austin,300246.0,4.0,M,538.0,R,Cephalon,2.0,3928533.0
tll7956,,IA,41.0,F,Windsor,499522.0,3.0,S,775.0,O,Sprint Nextel,9.0,387652.0
Izc7957,1.0,IL,32.0,M,Allentown,261504.0,3.0,M,843.0,U,BJ Services,9.0,821584.0
WKX7958,3.0,OR,87.0,m,Fayetteville,,0.0,M,512.0,,Retail Ventures,10.0,1244071.0
WNO7959,0.0,NM,92.0,,Montreal,338850.0,2.0,M,833.0,O,American Eagle Outfitters,0.0,1189322.0
Kxm7960,2.0,NE,83.0,M,Akron,322878.0,2.0,M,400.0,U,Omnicom Group,0.0,3233142.0
VBK7961,3.0,IA,73.0,,Independence,344857.0,3.0,S,754.0,O,Belk,8.0,1977072.0
MOW7962,5.0,KS,6.0,,San Jose,326286.0,4.0,S,738.0,R,Intuit,8.0,2565062.0
Okv7963,4.0,ID,73.0,,Sandy,258746.0,2.0,M,839.0,O,Cooper Tire & Rubber,0.0,172431.0
Jnr7964,3.0,Newfoundland,56.0,f,San Francisco,388720.0,3.0,U,724.0,O,Toro,6.0,2735339.0
sld7965,0.0,VA,95.0,,Elizabeth,397650.0,1.0,D,770.0,O,Helmerich & Payne,8.0,3273938.0
HTJ7966,2.0,TX,92.0,M,Reno,138396.0,4.0,W,844.0,O,Centex,0.0,497721.0
Jah7967,0.0,WA,62.0,m,Simi Valley,278359.0,1.0,W,307.0,O,Qualcomm,2.0,3397603.0
oce7968,2.0,RI,80.0,,New York,36336.0,2.0,U,600.0,R,,9.0,2320613.0
Gyg7969,,WA,42.0,,Simi Valley,210065.0,2.0,M,843.0,U,Universal Health Services,6.0,3162291.0
Qwr7970,0.0,MT,45.0,F,Coral Springs,165145.0,5.0,W,616.0,O,Medtronic,7.0,2835719.0
Bpg7971,1.0,NM,63.0,,Bakersfield,58218.0,3.0,S,330.0,,Sally Beauty Holdings,4.0,1856955.0
MBQ7972,0.0,TN,35.0,,Moreno Valley,67777.0,0.0,U,444.0,R,SLM,4.0,228641.0
Qtn7973,5.0,NM,87.0,,San Bernardino,39761.0,0.0,M,595.0,O,PNC Financial Services Group,,361584.0
aqr7974,0.0,ID,9.0,,Ann Arbor,129508.0,4.0,W,425.0,R,American Axle & Manufacturing,0.0,52012.0
QMU7975,0.0,NJ,1.0,m,Salem,137883.0,5.0,M,396.0,O,IMS Health,8.0,2518827.0
Zbc7976,0.0,NH,58.0,F,Louisville,181746.0,4.0,S,720.0,R,C.H. Robinson Worldwide,6.0,
VHX7977,0.0,SC,58.0,M,Irving,332881.0,3.0,U,656.0,O,Sprint Nextel,5.0,2028687.0
Rub7978,2.0,IN,20.0,m,Saskatoon,446723.0,5.0,U,749.0,O,Dentsply International,0.0,2903276.0
