Fiscal year,IRTC percent,Section name,Branch ID,Sector percent,Gender equality (marker),Participatory development and good governance,Organisation sub-class,Regional program (marker),Youth issues (marker),Sector ID,Section ID,Climate change adaptation (marker),Biodiversity (marker),CountryRegion name,FSTC percent,Organisation type,Knowledge for development (marker),Status,Climate change mitigation (marker),Organisation class,CIDA business delivery model (old),Indigenous issues (marker),Disability issues (marker),Amount spent,ICT as a tool for development (marker),Division name,Continent ID,Programming process (new),CFLI (marker),CountryRegion percent,Project number,Desertification (marker),Children issues (marker),Fund centre ID,Maximum CIDA contribution (project-level),Branch name,Division ID,Fund centre name,Untied amount(Project-level budget),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker)
2009/2010,0.0,South America,B4400,0.02,0,1,FEDERAL,1,0,13030,S4413,0,0,South America,1.0,Canadian Non-Profit Making,0,Closed,0,Governmental,Responsive,0,0,12.8926,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,0.1,A020910001,0,1,4422,1488850.78,NGM Americas,D4400,*Southern Cone,0.0,1,Not PBA,1
2009/2010,0.0,South America,B4400,0.02,0,1,Unknown,1,0,13030,S4413,0,0,South America,1.0,Uncoded,0,Closed,0,Unknown,Responsive,0,0,4.8002,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,0.1,A020910001,0,1,4422,1488850.78,NGM Americas,D4400,*Southern Cone,0.0,1,Not PBA,1
2009/2010,0.0,South America,B4400,0.8,0,1,FEDERAL,1,0,15110,S4413,0,0,South America,1.0,Canadian Non-Profit Making,0,Closed,0,Governmental,Responsive,0,0,515.7040000000001,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,0.1,A020910001,0,1,4422,1488850.78,NGM Americas,D4400,*Southern Cone,0.0,1,Not PBA,1
2009/2010,0.0,South America,B4400,0.8,0,1,Unknown,1,0,15110,S4413,0,0,South America,1.0,Uncoded,0,Closed,0,Unknown,Responsive,0,0,192.00799999999998,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,0.1,A020910001,0,1,4422,1488850.78,NGM Americas,D4400,*Southern Cone,0.0,1,Not PBA,1
2009/2010,0.0,South America,B4400,0.1,0,1,FEDERAL,1,0,11220,S4413,0,0,South America,1.0,Canadian Non-Profit Making,0,Closed,0,Governmental,Responsive,0,0,193.389,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,0.3,A020910001,0,1,4422,1488850.78,NGM Americas,D4400,*Southern Cone,0.0,1,Not PBA,1
2009/2010,0.0,South America,B4400,0.1,0,1,Unknown,1,0,11220,S4413,0,0,South America,1.0,Uncoded,0,Closed,0,Unknown,Responsive,0,0,72.003,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,0.3,A020910001,0,1,4422,1488850.78,NGM Americas,D4400,*Southern Cone,0.0,1,Not PBA,1
2009/2010,0.0,South America,B4400,0.08,0,1,FEDERAL,1,0,12220,S4413,0,0,South America,1.0,Canadian Non-Profit Making,0,Closed,0,Governmental,Responsive,0,0,154.7112,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,0.3,A020910001,0,1,4422,1488850.78,NGM Americas,D4400,*Southern Cone,0.0,1,Not PBA,1
2009/2010,0.0,South America,B4400,0.08,0,1,Unknown,1,0,12220,S4413,0,0,South America,1.0,Uncoded,0,Closed,0,Unknown,Responsive,0,0,57.6024,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,0.3,A020910001,0,1,4422,1488850.78,NGM Americas,D4400,*Southern Cone,0.0,1,Not PBA,1
2009/2010,0.0,South America,B4400,0.02,0,1,FEDERAL,1,0,13030,S4413,0,0,South America,1.0,Canadian Non-Profit Making,0,Closed,0,Governmental,Responsive,0,0,38.6778,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,0.3,A020910001,0,1,4422,1488850.78,NGM Americas,D4400,*Southern Cone,0.0,1,Not PBA,1
2009/2010,0.0,South America,B4400,0.02,0,1,Unknown,1,0,13030,S4413,0,0,South America,1.0,Uncoded,0,Closed,0,Unknown,Responsive,0,0,14.4006,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,0.3,A020910001,0,1,4422,1488850.78,NGM Americas,D4400,*Southern Cone,0.0,1,Not PBA,1
2009/2010,0.0,South America,B4400,0.8,0,1,FEDERAL,1,0,15110,S4413,0,0,South America,1.0,Canadian Non-Profit Making,0,Closed,0,Governmental,Responsive,0,0,1547.112,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,0.3,A020910001,0,1,4422,1488850.78,NGM Americas,D4400,*Southern Cone,0.0,1,Not PBA,1
2009/2010,0.0,South America,B4400,0.8,0,1,Unknown,1,0,15110,S4413,0,0,South America,1.0,Uncoded,0,Closed,0,Unknown,Responsive,0,0,576.024,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,0.3,A020910001,0,1,4422,1488850.78,NGM Americas,D4400,*Southern Cone,0.0,1,Not PBA,1
2009/2010,0.0,South America,B4400,0.1,0,1,FEDERAL,1,0,11220,S4413,0,0,South America,1.0,Canadian Non-Profit Making,0,Closed,0,Governmental,Responsive,0,0,193.389,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,0.3,A020910001,0,1,4422,1488850.78,NGM Americas,D4400,*Southern Cone,0.0,1,Not PBA,1
2009/2010,0.0,South America,B4400,0.1,0,1,Unknown,1,0,11220,S4413,0,0,South America,1.0,Uncoded,0,Closed,0,Unknown,Responsive,0,0,72.003,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,0.3,A020910001,0,1,4422,1488850.78,NGM Americas,D4400,*Southern Cone,0.0,1,Not PBA,1
2009/2010,0.0,South America,B4400,0.08,0,1,FEDERAL,1,0,12220,S4413,0,0,South America,1.0,Canadian Non-Profit Making,0,Closed,0,Governmental,Responsive,0,0,154.7112,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,0.3,A020910001,0,1,4422,1488850.78,NGM Americas,D4400,*Southern Cone,0.0,1,Not PBA,1
2009/2010,0.0,South America,B4400,0.08,0,1,Unknown,1,0,12220,S4413,0,0,South America,1.0,Uncoded,0,Closed,0,Unknown,Responsive,0,0,57.6024,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,0.3,A020910001,0,1,4422,1488850.78,NGM Americas,D4400,*Southern Cone,0.0,1,Not PBA,1
2009/2010,0.0,South America,B4400,0.02,0,1,FEDERAL,1,0,13030,S4413,0,0,South America,1.0,Canadian Non-Profit Making,0,Closed,0,Governmental,Responsive,0,0,38.6778,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,0.3,A020910001,0,1,4422,1488850.78,NGM Americas,D4400,*Southern Cone,0.0,1,Not PBA,1
2009/2010,0.0,South America,B4400,0.02,0,1,Unknown,1,0,13030,S4413,0,0,South America,1.0,Uncoded,0,Closed,0,Unknown,Responsive,0,0,14.4006,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,0.3,A020910001,0,1,4422,1488850.78,NGM Americas,D4400,*Southern Cone,0.0,1,Not PBA,1
2009/2010,0.0,South America,B4400,0.8,0,1,FEDERAL,1,0,15110,S4413,0,0,South America,1.0,Canadian Non-Profit Making,0,Closed,0,Governmental,Responsive,0,0,1547.112,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,0.3,A020910001,0,1,4422,1488850.78,NGM Americas,D4400,*Southern Cone,0.0,1,Not PBA,1
2009/2010,0.0,South America,B4400,0.8,0,1,Unknown,1,0,15110,S4413,0,0,South America,1.0,Uncoded,0,Closed,0,Unknown,Responsive,0,0,576.024,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,0.3,A020910001,0,1,4422,1488850.78,NGM Americas,D4400,*Southern Cone,0.0,1,Not PBA,1
2009/2010,0.0,South America,B4400,0.1,0,1,FEDERAL,1,0,11220,S4413,0,0,South America,1.0,Canadian Non-Profit Making,0,Closed,0,Governmental,Responsive,0,0,193.389,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,0.3,A020910001,0,1,4422,1488850.78,NGM Americas,D4400,*Southern Cone,0.0,1,Not PBA,1
2009/2010,0.0,South America,B4400,0.1,0,1,Unknown,1,0,11220,S4413,0,0,South America,1.0,Uncoded,0,Closed,0,Unknown,Responsive,0,0,72.003,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,0.3,A020910001,0,1,4422,1488850.78,NGM Americas,D4400,*Southern Cone,0.0,1,Not PBA,1
2009/2010,0.0,South America,B4400,0.08,0,1,FEDERAL,1,0,12220,S4413,0,0,South America,1.0,Canadian Non-Profit Making,0,Closed,0,Governmental,Responsive,0,0,154.7112,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,0.3,A020910001,0,1,4422,1488850.78,NGM Americas,D4400,*Southern Cone,0.0,1,Not PBA,1
2009/2010,0.0,South America,B4400,0.08,0,1,Unknown,1,0,12220,S4413,0,0,South America,1.0,Uncoded,0,Closed,0,Unknown,Responsive,0,0,57.6024,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,0.3,A020910001,0,1,4422,1488850.78,NGM Americas,D4400,*Southern Cone,0.0,1,Not PBA,1
2009/2010,0.0,South America,B4400,0.02,0,1,FEDERAL,1,0,13030,S4413,0,0,South America,1.0,Canadian Non-Profit Making,0,Closed,0,Governmental,Responsive,0,0,38.6778,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,0.3,A020910001,0,1,4422,1488850.78,NGM Americas,D4400,*Southern Cone,0.0,1,Not PBA,1
2009/2010,0.0,South America,B4400,0.02,0,1,Unknown,1,0,13030,S4413,0,0,South America,1.0,Uncoded,0,Closed,0,Unknown,Responsive,0,0,14.4006,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,0.3,A020910001,0,1,4422,1488850.78,NGM Americas,D4400,*Southern Cone,0.0,1,Not PBA,1
2009/2010,0.0,South America,B4400,0.8,0,1,FEDERAL,1,0,15110,S4413,0,0,South America,1.0,Canadian Non-Profit Making,0,Closed,0,Governmental,Responsive,0,0,1547.112,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,0.3,A020910001,0,1,4422,1488850.78,NGM Americas,D4400,*Southern Cone,0.0,1,Not PBA,1
2009/2010,0.0,South America,B4400,0.8,0,1,Unknown,1,0,15110,S4413,0,0,South America,1.0,Uncoded,0,Closed,0,Unknown,Responsive,0,0,576.024,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,0.3,A020910001,0,1,4422,1488850.78,NGM Americas,D4400,*Southern Cone,0.0,1,Not PBA,1
2009/2010,0.0,South America,B4400,0.25,1,0,COLLEGE,1,0,12110,S4413,0,0,Paraguay,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,73790.0,1,NDD Americas Programming,1,Uncoded: Pre-APP,0,1.0,A020910017,0,0,4422,861997.0,NGM Americas,D4400,*Southern Cone,0.0,1,Not PBA,0
2009/2010,0.0,South America,B4400,0.1,1,0,COLLEGE,1,0,12181,S4413,0,0,Paraguay,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,29516.0,1,NDD Americas Programming,1,Uncoded: Pre-APP,0,1.0,A020910017,0,0,4422,861997.0,NGM Americas,D4400,*Southern Cone,0.0,1,Not PBA,0
2009/2010,0.0,South America,B4400,0.25,1,0,COLLEGE,1,0,12230,S4413,0,0,Paraguay,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,73790.0,1,NDD Americas Programming,1,Uncoded: Pre-APP,0,1.0,A020910017,0,0,4422,861997.0,NGM Americas,D4400,*Southern Cone,0.0,1,Not PBA,0
2009/2010,0.0,South America,B4400,0.4,1,0,COLLEGE,1,0,12281,S4413,0,0,Paraguay,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,118064.0,1,NDD Americas Programming,1,Uncoded: Pre-APP,0,1.0,A020910017,0,0,4422,861997.0,NGM Americas,D4400,*Southern Cone,0.0,1,Not PBA,0
2009/2010,0.0,South America,B4400,0.75,2,1,PROFESSIONAL ASSOCIATION,0,0,15130,S4413,0,0,Bolivia,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,95109.75,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,1.0,A020910018,0,0,4416,329838.0,NGM Americas,D4400,Bolivia,329838.0,1,Not PBA,0
2009/2010,0.0,South America,B4400,0.25,2,1,PROFESSIONAL ASSOCIATION,0,0,15160,S4413,0,0,Bolivia,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,31703.25,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,1.0,A020910018,0,0,4416,329838.0,NGM Americas,D4400,Bolivia,329838.0,1,Not PBA,0
2009/2010,0.0,South America,B4400,0.5,0,1,UNIVERSITY,0,0,15110,S4413,0,0,Brazil,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,114314.0,1,NDD Americas Programming,1,Uncoded: Pre-APP,0,1.0,A020911008,0,0,4418,2531353.0,NGM Americas,D4400,Brazil,0.0,1,Not PBA,1
2009/2010,0.0,South America,B4400,0.1,0,1,UNIVERSITY,0,0,15153,S4413,0,0,Brazil,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,22862.8,1,NDD Americas Programming,1,Uncoded: Pre-APP,0,1.0,A020911008,0,0,4418,2531353.0,NGM Americas,D4400,Brazil,0.0,1,Not PBA,1
2009/2010,0.0,South America,B4400,0.4,0,1,UNIVERSITY,0,0,41010,S4413,0,0,Brazil,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,91451.2,1,NDD Americas Programming,1,Uncoded: Pre-APP,0,1.0,A020911008,0,0,4418,2531353.0,NGM Americas,D4400,Brazil,0.0,1,Not PBA,1
2009/2010,0.0,South America,B4400,0.3,2,1,UNIVERSITY,0,0,12281,S4413,0,0,Brazil,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,34455.201,1,NDD Americas Programming,1,Uncoded: Pre-APP,0,1.0,A020911009,0,0,4418,1713817.92,NGM Americas,D4400,Brazil,0.0,1,Not PBA,0
2009/2010,0.0,South America,B4400,0.4,2,1,UNIVERSITY,0,0,25010,S4413,0,0,Brazil,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,45940.268,1,NDD Americas Programming,1,Uncoded: Pre-APP,0,1.0,A020911009,0,0,4418,1713817.92,NGM Americas,D4400,Brazil,0.0,1,Not PBA,0
2009/2010,0.0,South America,B4400,0.3,2,1,UNIVERSITY,0,0,32130,S4413,0,0,Brazil,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,34455.201,1,NDD Americas Programming,1,Uncoded: Pre-APP,0,1.0,A020911009,0,0,4418,1713817.92,NGM Americas,D4400,Brazil,0.0,1,Not PBA,0
2009/2010,0.0,Central Africa & Great Lakes Program,B4200,0.6,2,1,ASSOCIATIONS,0,0,15150,S4287,0,0,"Congo, Dem Rep.",1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Directive,0,0,189293.25600000002,0,WWD West & Central Africa,2,Uncoded: Pre-APP,0,1.0,A020982001,0,0,4298,4899012.2,WGM Sub-Saharan Africa,D4207,Democratic Republic of Congo,4899012.2,1,Not PBA,0
2009/2010,0.0,Central Africa & Great Lakes Program,B4200,0.4,2,1,ASSOCIATIONS,0,0,24040,S4287,0,0,"Congo, Dem Rep.",1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Directive,0,0,126195.504,0,WWD West & Central Africa,2,Uncoded: Pre-APP,0,1.0,A020982001,0,0,4298,4899012.2,WGM Sub-Saharan Africa,D4207,Democratic Republic of Congo,4899012.2,1,Not PBA,0
2009/2010,0.0,Bangladesh Section,B4100,1.0,1,1,NGO,0,1,15130,S4122,0,0,Bangladesh,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Directive,0,0,1295.0,0,OAD Asia Programming,3,Uncoded: Pre-APP,0,1.0,A021170001,0,1,4122,17121139.37,OGM Asia Pacific,D4100,Bangladesh,17121139.37,1,Not PBA,0
2009/2010,0.0,Bangladesh Section,B4100,1.0,1,1,CONSULTING SERVICES,0,1,15130,S4122,0,0,Bangladesh,1.0,Canadian Profit Making,0,Closed,0,Civil Society,Directive,0,0,815612.94,0,OAD Asia Programming,3,Uncoded: Pre-APP,0,1.0,A021170001,0,1,4122,17121139.37,OGM Asia Pacific,D4100,Bangladesh,17121139.37,1,Not PBA,0
2009/2010,0.0,Central Africa & Great Lakes Program,B4200,0.3,1,1,CONSULTANT,0,0,15110,S4287,0,0,"Congo, Dem Rep.",1.0,Canadian Profit Making,0,Closed,0,Individual,Directive,0,0,2197.7129999999997,0,WWD West & Central Africa,2,Uncoded: Pre-APP,0,1.0,A021224002,0,0,4298,246397.97,WGM Sub-Saharan Africa,D4207,Democratic Republic of Congo,246397.97,1,Not PBA,0
2009/2010,0.0,Central Africa & Great Lakes Program,B4200,0.3,1,1,CONSULTANT,0,0,15150,S4287,0,0,"Congo, Dem Rep.",1.0,Canadian Profit Making,0,Closed,0,Individual,Directive,0,0,2197.7129999999997,0,WWD West & Central Africa,2,Uncoded: Pre-APP,0,1.0,A021224002,0,0,4298,246397.97,WGM Sub-Saharan Africa,D4207,Democratic Republic of Congo,246397.97,1,Not PBA,0
2009/2010,0.0,Central Africa & Great Lakes Program,B4200,0.4,1,1,CONSULTANT,0,0,24040,S4287,0,0,"Congo, Dem Rep.",1.0,Canadian Profit Making,0,Closed,0,Individual,Directive,0,0,2930.284,0,WWD West & Central Africa,2,Uncoded: Pre-APP,0,1.0,A021224002,0,0,4298,246397.97,WGM Sub-Saharan Africa,D4207,Democratic Republic of Congo,246397.97,1,Not PBA,0
2009/2010,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",B4100,0.5,1,0,CONSULTING SERVICES,0,0,12110,S4141,0,0,Pakistan,1.0,Canadian Profit Making,0,Closed,0,Civil Society,Directive,0,0,701241.285,0,OAD Asia Programming,3,Uncoded: Pre-APP,0,1.0,A021236001,0,0,4124,6566164.53,OGM Asia Pacific,D4100,Pakistan,6566164.53,1,Not PBA,0
2009/2010,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",B4100,0.5,1,0,CONSULTING SERVICES,0,0,12110,S4141,0,0,Pakistan,1.0,Canadian Profit Making,0,Closed,0,Civil Society,Directive,0,0,13194.325,0,OAD Asia Programming,3,Uncoded: Pre-APP,0,1.0,A021236001,0,0,4124,6566164.53,OGM Asia Pacific,D4100,Pakistan,6566164.53,1,Not PBA,0
2009/2010,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",B4100,0.5,1,0,CONSULTING SERVICES,0,0,12281,S4141,0,0,Pakistan,1.0,Canadian Profit Making,0,Closed,0,Civil Society,Directive,0,0,701241.285,0,OAD Asia Programming,3,Uncoded: Pre-APP,0,1.0,A021236001,0,0,4124,6566164.53,OGM Asia Pacific,D4100,Pakistan,6566164.53,1,Not PBA,0
2009/2010,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",B4100,0.5,1,0,CONSULTING SERVICES,0,0,12281,S4141,0,0,Pakistan,1.0,Canadian Profit Making,0,Closed,0,Civil Society,Directive,0,0,13194.325,0,OAD Asia Programming,3,Uncoded: Pre-APP,0,1.0,A021236001,0,0,4124,6566164.53,OGM Asia Pacific,D4100,Pakistan,6566164.53,1,Not PBA,0
2009/2010,0.0,South America,B4400,0.4,1,1,ASSOCIATIONS,0,0,11420,S4413,0,0,Bolivia,1.0,Foreign Non-Profit Making,0,Closed,0,Civil Society,Directive,0,0,13714.68,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,1.0,A021314PRE,0,0,4416,273083.86,NGM Americas,D4400,Bolivia,0.0,1,Not PBA,1
2009/2010,0.0,South America,B4400,0.4,1,1,ASSOCIATIONS,0,0,32262,S4413,0,0,Bolivia,1.0,Foreign Non-Profit Making,0,Closed,0,Civil Society,Directive,0,0,13714.68,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,1.0,A021314PRE,0,0,4416,273083.86,NGM Americas,D4400,Bolivia,0.0,1,Not PBA,1
2009/2010,0.0,South America,B4400,0.2,1,1,ASSOCIATIONS,0,0,41081,S4413,0,0,Bolivia,1.0,Foreign Non-Profit Making,0,Closed,0,Civil Society,Directive,0,0,6857.34,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,1.0,A021314PRE,0,0,4416,273083.86,NGM Americas,D4400,Bolivia,0.0,1,Not PBA,1
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.1,0,1,NGO,1,0,15150,S4227,0,0,Africa MC,1.0,Canadian Non-Profit Making,0,Terminating,0,Civil Society,Directive,0,0,4329.733,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,1.0,A021334002,0,0,4246,611160.56,WGM Sub-Saharan Africa,D4270,PanAfrica,611160.56,1,Not PBA,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.1,0,1,CONSULTING SERVICES,1,0,15150,S4227,0,0,Africa MC,1.0,Canadian Profit Making,0,Terminating,0,Civil Society,Directive,0,0,2565.288,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,1.0,A021334002,0,0,4246,611160.56,WGM Sub-Saharan Africa,D4270,PanAfrica,611160.56,1,Not PBA,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.6,0,1,NGO,1,0,22010,S4227,0,0,Africa MC,1.0,Canadian Non-Profit Making,0,Terminating,0,Civil Society,Directive,0,0,25978.397999999997,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,1.0,A021334002,0,0,4246,611160.56,WGM Sub-Saharan Africa,D4270,PanAfrica,611160.56,1,Not PBA,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.6,0,1,CONSULTING SERVICES,1,0,22010,S4227,0,0,Africa MC,1.0,Canadian Profit Making,0,Terminating,0,Civil Society,Directive,0,0,15391.728000000001,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,1.0,A021334002,0,0,4246,611160.56,WGM Sub-Saharan Africa,D4270,PanAfrica,611160.56,1,Not PBA,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.3,0,1,NGO,1,0,23210,S4227,0,0,Africa MC,1.0,Canadian Non-Profit Making,0,Terminating,0,Civil Society,Directive,0,0,12989.198999999999,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,1.0,A021334002,0,0,4246,611160.56,WGM Sub-Saharan Africa,D4270,PanAfrica,611160.56,1,Not PBA,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.3,0,1,CONSULTING SERVICES,1,0,23210,S4227,0,0,Africa MC,1.0,Canadian Profit Making,0,Terminating,0,Civil Society,Directive,0,0,7695.8640000000005,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,1.0,A021334002,0,0,4246,611160.56,WGM Sub-Saharan Africa,D4270,PanAfrica,611160.56,1,Not PBA,0
2009/2010,0.0,West Bank Gaza & Palestinian Refugees,B3100,1.0,0,0,FEDERAL,1,0,15150,S4264,0,0,Western Asia,1.0,Canadian Non-Profit Making,0,Closed,0,Governmental,Directive,0,0,3966.9448,0,EDD Europe-Middle East Programming,3,Uncoded: Pre-APP,0,0.02,A021360001,0,0,4268,2694419.4,"EGM Europe, Middle East and Maghreb",D3100,Middle East Peace Process,2694419.4,1,Not PBA,0
2009/2010,0.0,West Bank Gaza & Palestinian Refugees,B3100,1.0,0,0,UNIVERSITY,1,0,15150,S4264,0,0,Western Asia,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Directive,0,0,370.56699999999995,0,EDD Europe-Middle East Programming,3,Uncoded: Pre-APP,0,0.02,A021360001,0,0,4268,2694419.4,"EGM Europe, Middle East and Maghreb",D3100,Middle East Peace Process,2694419.4,1,Not PBA,0
2009/2010,0.0,West Bank Gaza & Palestinian Refugees,B3100,1.0,0,0,FEDERAL,1,0,15150,S4264,0,0,Western Asia,1.0,Canadian Non-Profit Making,0,Closed,0,Governmental,Directive,0,0,11900.8344,0,EDD Europe-Middle East Programming,3,Uncoded: Pre-APP,0,0.06,A021360001,0,0,4268,2694419.4,"EGM Europe, Middle East and Maghreb",D3100,Middle East Peace Process,2694419.4,1,Not PBA,0
2009/2010,0.0,West Bank Gaza & Palestinian Refugees,B3100,1.0,0,0,UNIVERSITY,1,0,15150,S4264,0,0,Western Asia,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Directive,0,0,1111.701,0,EDD Europe-Middle East Programming,3,Uncoded: Pre-APP,0,0.06,A021360001,0,0,4268,2694419.4,"EGM Europe, Middle East and Maghreb",D3100,Middle East Peace Process,2694419.4,1,Not PBA,0
2009/2010,0.0,West Bank Gaza & Palestinian Refugees,B3100,1.0,0,0,FEDERAL,1,0,15150,S4264,0,0,Western Asia,1.0,Canadian Non-Profit Making,0,Closed,0,Governmental,Directive,0,0,11900.8344,0,EDD Europe-Middle East Programming,3,Uncoded: Pre-APP,0,0.06,A021360001,0,0,4268,2694419.4,"EGM Europe, Middle East and Maghreb",D3100,Middle East Peace Process,2694419.4,1,Not PBA,0
2009/2010,0.0,West Bank Gaza & Palestinian Refugees,B3100,1.0,0,0,UNIVERSITY,1,0,15150,S4264,0,0,Western Asia,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Directive,0,0,1111.701,0,EDD Europe-Middle East Programming,3,Uncoded: Pre-APP,0,0.06,A021360001,0,0,4268,2694419.4,"EGM Europe, Middle East and Maghreb",D3100,Middle East Peace Process,2694419.4,1,Not PBA,0
2009/2010,0.0,West Bank Gaza & Palestinian Refugees,B3100,1.0,0,0,FEDERAL,1,0,15150,S4264,0,0,Western Asia,1.0,Canadian Non-Profit Making,0,Closed,0,Governmental,Directive,0,0,11900.8344,0,EDD Europe-Middle East Programming,3,Uncoded: Pre-APP,0,0.06,A021360001,0,0,4268,2694419.4,"EGM Europe, Middle East and Maghreb",D3100,Middle East Peace Process,2694419.4,1,Not PBA,0
2009/2010,0.0,West Bank Gaza & Palestinian Refugees,B3100,1.0,0,0,UNIVERSITY,1,0,15150,S4264,0,0,Western Asia,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Directive,0,0,1111.701,0,EDD Europe-Middle East Programming,3,Uncoded: Pre-APP,0,0.06,A021360001,0,0,4268,2694419.4,"EGM Europe, Middle East and Maghreb",D3100,Middle East Peace Process,2694419.4,1,Not PBA,0
2009/2010,0.0,West Bank Gaza & Palestinian Refugees,B3100,1.0,0,0,FEDERAL,1,0,15150,S4264,0,0,Western Asia,1.0,Canadian Non-Profit Making,0,Closed,0,Governmental,Directive,0,0,158677.792,0,EDD Europe-Middle East Programming,3,Uncoded: Pre-APP,0,0.8,A021360001,0,0,4268,2694419.4,"EGM Europe, Middle East and Maghreb",D3100,Middle East Peace Process,2694419.4,1,Not PBA,0
2009/2010,0.0,West Bank Gaza & Palestinian Refugees,B3100,1.0,0,0,UNIVERSITY,1,0,15150,S4264,0,0,Western Asia,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Directive,0,0,14822.68,0,EDD Europe-Middle East Programming,3,Uncoded: Pre-APP,0,0.8,A021360001,0,0,4268,2694419.4,"EGM Europe, Middle East and Maghreb",D3100,Middle East Peace Process,2694419.4,1,Not PBA,0
2009/2010,0.0,Central Africa & Great Lakes Program,B4200,0.4,0,0,CONSULTING SERVICES,0,0,12220,S4287,0,0,"Congo, Dem Rep.",1.0,Canadian Profit Making,0,Closed,0,Civil Society,Directive,0,0,13252.456,0,WWD West & Central Africa,2,Uncoded: Pre-APP,0,1.0,A021363001,0,0,4298,8846131.41,WGM Sub-Saharan Africa,D4207,Democratic Republic of Congo,8846131.41,1,Not PBA,0
