assay_id,description,src_assay_id,assay_cell_type,cell_id,assay_tissue,doc_id,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_subcellular_fraction
208,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,,,,,13723,B,,,,,,
209,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),,,,,16474,B,,,,,,
210,Inhibitory activity against human platelet 12-lipoxygenase,,,,,1630,B,,,,,,
211,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,,,,,167,B,,,,,,
212,% inhibition against human platelet 12-lipoxygenase (12-HLO),,,,,16474,B,,,,,,
213,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,,,,,167,B,,,,,,
214,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,,,,,16474,B,,,,,,
215,Inhibitory activity towards porcine 12-lipoxygenase,,,,,10091,B,,,,,,
216,Tested for inhibition against porcine 12-LO,,,,,11966,B,,,,,,
217,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,,,,,951,B,,,,,,
218,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,,,,,10997,B,,,,,,
219,In vitro inhibition of rat platelet 12-lipoxygenase,,,,,10193,B,,,,,,
220,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,,,10193,B,,,,,,
221,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,,,,,10193,B,,,,,,
222,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,,,,,10193,B,,,,,,
223,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,,,10193,B,,,,,,
224,In vitro inhibitory activity against rat platelet 12-lipoxygenase,,,,,10193,B,,,,,,
225,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,,,,,11087,B,,,,,,
226,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,,41M,621.0,,15569,F,,,Homo sapiens,9606.0,,
227,In vitro antitumor activity against 41M cell line.,,41M,621.0,,12989,F,,,Homo sapiens,9606.0,,
228,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,,41M,621.0,,16745,F,,,Homo sapiens,9606.0,,
229,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,,41M,621.0,,15569,F,,,Homo sapiens,9606.0,,
230,In vitro antitumor activity against 41McisR cell line.,,41M,621.0,,12989,F,,,Homo sapiens,9606.0,,
231,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,,41M,621.0,,12989,F,,,Homo sapiens,9606.0,,
232,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,,41M,621.0,,16745,F,,,Homo sapiens,9606.0,,
233,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),,,,,6210,B,,,Homo sapiens,9606.0,,
234,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,,,,6210,B,,,Homo sapiens,9606.0,,
235,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,,,,6226,B,,,,,,
236,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,,,,,17855,B,,,,,,
237,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,,,,,17855,B,,,,,,
238,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,,,,,17855,B,,,,,,
239,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,,,,10413,B,,,,,,
240,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,,,,10413,B,,,Escherichia coli,562.0,,
241,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,,,,10413,B,,,Escherichia coli,562.0,,
242,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",,,,,10413,B,,,Escherichia coli,562.0,,
243,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,,,,10413,B,,,,,,
244,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",,,,,10413,B,,,,,,
245,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,,,,7587,B,,,Sus scrofa,9823.0,,
246,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",,,,,7587,B,,,Sus scrofa,9823.0,,
247,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",,,,,7587,B,,,Sus scrofa,9823.0,,
248,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",,,,,7587,B,,,Sus scrofa,9823.0,,
249,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,,,,7587,B,,,Sus scrofa,9823.0,,
250,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,,,,7587,B,,,Sus scrofa,9823.0,,
251,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",,,,,7587,B,,,Sus scrofa,9823.0,,
252,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",,,,,7587,B,,,Sus scrofa,9823.0,,
253,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",,,,,7587,B,,,Sus scrofa,9823.0,,
254,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",,,,,7587,B,,,Sus scrofa,9823.0,,
255,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,,,,7587,B,,,Sus scrofa,9823.0,,
256,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,,,,7587,B,,,Sus scrofa,9823.0,,
257,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",,,,,7323,B,,,,,,
258,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",,,,,7587,B,,,Sus scrofa,9823.0,,
259,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",,,,,7587,B,,,Sus scrofa,9823.0,,
260,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,,,,,13750,B,,,Saccharomyces cerevisiae,4932.0,,
261,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,,,,7662,B,,,Rattus norvegicus,10116.0,,
262,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,,,,7662,B,,,Rattus norvegicus,10116.0,,
263,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",,,,,7662,B,,,Rattus norvegicus,10116.0,,
264,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,,,,12211,F,,,,,,
265,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,,,,12211,F,,,,,,
266,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,,,,Ileum,12211,F,,,Cavia porcellus,10141.0,,
267,Stimulatory activity of intragastric pressure was tested in the rat,,,,,12211,F,,,,,,
268,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,,,,,15453,B,,,,,,
269,Dose to reduce neuronal firing against 5-HT cells in rats (iv),,,,,11884,F,,,Rattus norvegicus,10116.0,,
270,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,,,,,7185,F,,,,,,
271,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,,,,,6876,B,,,Homo sapiens,9606.0,,
272,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,,,,,6876,B,,,Homo sapiens,9606.0,,
273,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,,,,,11863,F,,,,,,
274,Inhibition constant of high-affinity 5-HT uptake,,,,,11863,B,,,,,,
275,Michaelis-Menten constant was reported for high affinity transport of 5-HT,,,,,11863,F,,,,,,
276,Maximum rate was determined for high affinity transport of 5-HT,,,,,11863,F,,,,,,
277,Compound was tested for agonistic activity against 5-HT uptake,,,,,4639,F,,,,,,
278,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,,,,,15796,B,,,,,,
279,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,,,,,15796,B,,,Bos taurus,9913.0,,
280,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,,,,,12801,B,,,Rattus norvegicus,10116.0,,
281,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,,,,,12801,B,,,,,,
282,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,,,,,12120,B,,,,,,Membranes
283,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,,,,,12120,B,,,,,,Membranes
284,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,,,,,11963,B,,,,,,
285,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,,,,,11701,F,,,,,,
286,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,,,,Hippocampus,9995,B,,,,,,
287,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,,,,Hippocampus,9995,B,,,,,,
288,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,,,,Hippocampus,9995,B,,,,,,
289,Antagonistic activity at postsynaptic 5-HT1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (.26-3.52),,,,,16394,F,In vivo,,,,,
290,Effect on forskolin stimulated adenylate cyclase activity at 5-HT1D receptor of guinea pig substantia nigra.,,,,,11574,F,,,Cavia porcellus,10141.0,,
291,Binding affinity towards 5-HT1F (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,,CHO,449.0,,15779,B,,,,,,
292,Compound was tested for the displacement of [125I]DOI from clone human 5-hydroxytryptamine 2A receptor,,,,,15363,B,,,,,,
293,Efficacy against 5-hydroxytryptamine 2A receptor,,,,,15363,F,,,Rattus norvegicus,10116.0,,
294,Intrinsic activity towards 5-HT2A receptor of rat tail artery,,,,,15329,F,,,,,,
295,Relative potency towards 5-HT2A receptor of rat tail artery,,,,,15329,F,,,,,,
296,Blocking 5-HT2A receptor-mediated contractions of rat tail artery,,,,,15329,F,,,,,,
297,Partial agonism at 5-HT2A receptor was evaluated in presence of ketanserin (3-10 nM) in isolated rat tail artery,,,,,15329,F,,,,,,
298,Compound was tested for the intrinsic activity against 5-HT2A receptors of rat tail artery.,,,,,15329,F,,,,,,
299,Effectiveness in blocking 5-HT2A receptor-mediated contractions of rat tail artery,,,,,15329,F,,,,,,
300,Evaluated for the agonistic activity against 5-HT4 receptor in non-electrically stimulated guinea-pig ileum.,,,,Ileum,273,F,,,Cavia porcellus,10141.0,,
301,Agonistic activity against Serotonin 5-HT4 receptor in low frequency field stimulation of guinea-pig ileum (FSGPI),,,,Ileum,273,F,,,Cavia porcellus,10141.0,,
302,Evaluated for the agonistic activity against Serotonin 5-HT4 receptor in non-electrically stimulated guinea-pig ileum.,,,,Ileum,273,F,,,Cavia porcellus,10141.0,,
303,The binding affinity was measured on 5-hydroxytryptamine 4 receptor using [3H]- GR-113808 as radioligand.,,,,,12092,B,,,,,,
304,Antagonist activity against 5-HT4 receptor mediated relaxation of rat carbachol contracted esophageal muscularis mucosae,,,,,1317,F,,,Rattus norvegicus,10116.0,,
305,Binding affinity against 5-hydroxytryptamine 4 receptor,,,,,12409,B,,,,,,
306,Relative competitive index values for binding to 25-OH-D3-1-hydroxylase of chick intestine,,,,,11126,B,,,Gallus gallus,9031.0,,
307,Inhibitory effect (10e-6 M) on the 25-OH-D3-1-hydroxylase activity,,,,,11126,F,,,Homo sapiens,9606.0,,
308,25-OH-D3-1-hydroxylase activity (10e-6 M) was measured as %control,,,,,11126,F,,,Homo sapiens,9606.0,,
309,Relative competitive index values for binding to 25-OH-D3-1-hydroxylase of human HL-60 cells,,HL-60,649.0,,11126,B,,,Homo sapiens,9606.0,,
310,Inhibitory effect (10e-6 M) on the 25-hydroxyvitamin D3-1-hydroxylase activity,,,,,11126,B,,,Homo sapiens,9606.0,,
311,25-hydroxyvitamin D3-1-hydroxylase activity (10e-6 M) was measured as %control,,,,,11126,B,,,Homo sapiens,9606.0,,
312,Displacement of [3H]-Ro- 15-1788 from human GABA-A alpha-1-beta-3-gamma-2 receptor subunits expressed in Xenopus oocytes,,Oocytes,,,17807,B,,,Homo sapiens,9606.0,,
313,Chymotryptic inhibitory activity against 26S proteasome,,,,,16575,F,,,,,,
314,Inhibitory activity against 26S proteasome degradation of IkB,,,,,15407,B,,,,,,
315,In vitro inhibition of 2780/DOX ovarian cancer cell line,,A2780,478.0,,10797,F,,,Homo sapiens,9606.0,,
316,In vitro inhibition of 2780/S ovarian cancer cell line,,A2780,478.0,,10797,F,,,Homo sapiens,9606.0,,
317,Relative activity on the cellular accumulation of vincristine in multidrug-resistant (MDR) human ovarian cancer 2780AD cells,,,,,3469,F,,,Homo sapiens,9606.0,,
318,Association constant for binding to AATT 28-mer AATT hairpin,,,,,16037,B,,,,,,
319,Kinetically Defined Association Constant for 28-mer AATT hairpin.,,,,,16037,B,,,,,,
320,Reaction Rate Parameter for 28-mer AATT hairpin,,,,,16037,B,,,,,,
321,Reaction Rate Parameter for 28-mer AATT hairpin,,,,,16037,B,,,,,,
322,Antiviral activity against envelope deficient HIV-1 in a single cycle replication assay (experiment 1),,,,,16524,F,,,Homo sapiens,9606.0,,
323,Antiviral activity against envelope deficient HIV-1 in a single cycle replication assay (experiment 2),,,,,16524,F,,,Homo sapiens,9606.0,,
324,Inhibitory concentration by single cycle replication assay using envelope deficient HIV-1,,,,,16524,F,,,Homo sapiens,9606.0,,
325,Cytotoxicity against cell line 2SC/20 determined by MTT test,,,,,16758,F,,,Cricetulus griseus,10029.0,,
326,Cytotoxicity against cell line 2SC/20 of hamster determined by MTT test,,,,,16758,F,,,Cricetulus griseus,10029.0,,
327,Inhibitory concentration against the growth of 2SC/20 cell line after 72 hr of drug exposure by MTT test,,,,,16758,F,,,Cricetulus griseus,10029.0,,
328,Binding affinity on 3 beta-hydroxysteroid dehydrogenase,,,,,14360,B,,,,,,
329,Binding affinity for 3-beta-hydroxysteroid dehydrogenase,,,,,14360,B,,,Homo sapiens,9606.0,,
330,Selectivity ratio of ID50 in liver and heart,,,,,9964,B,,,Rattus norvegicus,10116.0,,
331,"Selectivity, ratio of relative ID50 in liver and heart",,,,,9964,B,,,,,,
332,Binding affinity to the receptor was determined in isolated nuclei of heart(In vitro) relative to T3,,,,,9964,B,,,,,,
333,"Binding affinity to the receptor was determined in nuclei of heart In vivo 1 hour after intravenous administration relative to 3,5,3' triiodothyronine receptor",,,,,9964,B,,,,,,
334,"Binding affinity to the receptor was determined in nuclei of liver In vivo 1 hour after intravenous administration relative to 3,5,3' triiodothyronine receptor",,,,,9964,B,,,,,,
335,"Binding affinity to the receptor was determined in nuclei of liver in vivo 1 hour after intravenous administration relative to 3,5,3' triiodothyronine receptor",,,,,9964,B,In vivo,,,,,
336,"Binding affinity to the receptor was determined in nuclei of liver in vivo 1 hour after intravenous administration relative to 3,5,3' triiodothyronine receptor",,,,,9964,F,In vivo,,,,,
337,"Binding affinity to the thyroid hormone receptor was determined in vitro in isolated nuclei of rat liver relative to 3,5,3' triiodothyronine",,,,,9964,B,,,,,,
338,Binding affinity to the receptor was determined in vitro in isolated nuclei of rat liver relative to T3,,,,,9964,B,,,,,,
339,"Binding affinity to thyroid hormone receptor beta, relative to 3,5,3' triiodothyronine receptor, in isolated nuclei of heart",,,,,9964,B,,,Homo sapiens,9606.0,,
340,In vitro binding affinity to the receptor was determined in isolated nuclei of heart relative to T3,,,,,9964,B,,,,,,
341,In vitro binding affinity to the receptor was determined in isolated nuclei of heart relative to T3,,,,,9964,F,,,,,,
342,"Binding affinity to the receptor was determined in isolated nuclei of heart(In vitro) relative to 3,5,3' triiodothyronine receptor",,,,,9964,B,,,,,,
343,"In vivo binding affinity for 3,5,3'' triiodothyronine receptor of heart nuclei 1 hr after intravenous administration",,,,,9964,B,,,Rattus norvegicus,10116.0,,
344,Binding affinity to the receptor was determined in nuclei of heart in vivo 1 hour after intravenous administration relative to T3,,,,,9964,B,In vivo,,,,,
