assay_id,assay_organism,tissue_id,chembl_id,description,assay_test_type,doc_id,assay_tissue,tid,variant_id,assay_category,bao_format,src_assay_id,curated_by,assay_subcellular_fraction,assay_tax_id,assay_type,assay_strain,assay_cell_type
151,Homo sapiens,,CHEMBL615676,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in at conc. 10e-7,,8249,,22226,,,BAO_0000219,,Autocuration,,9606.0,F,,CCRF-CEM
152,Homo sapiens,,CHEMBL615677,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM cells in culture at conc. 10e-4,,8249,,22226,,,BAO_0000219,,Autocuration,,9606.0,F,,CCRF-CEM
153,Homo sapiens,,CHEMBL615678,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-5,,8249,,22226,,,BAO_0000219,,Autocuration,,9606.0,F,,CCRF-CEM
154,Homo sapiens,,CHEMBL615679,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-6,,8249,,22226,,,BAO_0000219,,Autocuration,,9606.0,F,,CCRF-CEM
155,Homo sapiens,,CHEMBL615680,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM/MTX cells in at conc. 10e-7.,,8249,,22226,,,BAO_0000019,,Autocuration,,9606.0,F,,
156,Homo sapiens,,CHEMBL615681,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-4,,8249,,22226,,,BAO_0000019,,Autocuration,,9606.0,F,,
157,,,CHEMBL857972,In vitro binding affinity towards (alpha-4)2(beta-2)3 neuronal nicotinic acetylcholine receptor in P2 membrane fractions of rat forebrain,,16992,,104290,,,BAO_0000249,,Autocuration,,,B,,
158,Streptococcus pyogenes,,CHEMBL857899,Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse,,10543,,50264,,,BAO_0000218,,Intermediate,,1314.0,F,,
159,Human herpesvirus 3,,CHEMBL615371,Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV),,17833,,50527,,,BAO_0000218,,Intermediate,,10335.0,F,,
160,vericilla zoster virus,,CHEMBL615372,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,,17290,,50527,,,BAO_0000218,,Expert,,10335.0,F,,HEL
161,vericilla zoster virus,,CHEMBL615373,Antiviral activity against 07/1 strain of VZV; ND: No data,,17290,,50527,,,BAO_0000218,,Intermediate,,10335.0,F,,
162,vericilla zoster virus,,CHEMBL615374,Antiviral activity against 07/1 strain of VZV; ND=No data,,17290,,50527,,,BAO_0000218,,Intermediate,,10335.0,F,,
163,escherichia cloac,,CHEMBL615375,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",,10932,,50145,,,BAO_0000218,,Intermediate,,561.0,F,,
164,,,CHEMBL615376,Ratio of Ki at A2 to Ki at A1 receptors,,9707,,22226,,,BAO_0000019,,Autocuration,,,B,,
165,Candida albicans,,CHEMBL615377,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",,2346,,11143,,,BAO_0000249,,Expert,,5476.0,B,,
166,Candida glabrata CBS 138,,CHEMBL615378,"Inhibition of 1,3-beta-glucan synthase",,2205,,18077,,,BAO_0000357,,Expert,,284593.0,B,,
167,Homo sapiens,,CHEMBL615379,Inhibition of growth of 1-87 human tumor cell line,,11900,,80609,,,BAO_0000219,,Intermediate,,9606.0,F,,1-87 tumor cell line
168,Rattus norvegicus,,CHEMBL615380,Inhibition of 1-lipoxygenase (LOX)in RBL cells,,14864,,12166,,,BAO_0000219,,Expert,,10116.0,B,,
169,Glycine max,,CHEMBL615381,Inhibitory activity against soybean 1-lipoxygenase (SLO),,16474,,100171,,,BAO_0000357,,Autocuration,,3847.0,B,,
170,Glycine max,,CHEMBL615382,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,,16474,,100171,,,BAO_0000357,,Autocuration,,3847.0,B,,
171,Glycine max,,CHEMBL615383,% inhibition against soybean 1-lipoxygenase (SLO),,16474,,100171,,,BAO_0000357,,Autocuration,,3847.0,B,,
172,Glycine max,,CHEMBL615384,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,,16474,,100171,,,BAO_0000357,,Autocuration,,3847.0,B,,
173,Glycine max,,CHEMBL615385,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,,3094,,100171,,,BAO_0000357,,Autocuration,,3847.0,B,,
174,Glycine max,,CHEMBL615386,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,,3094,,100171,,,BAO_0000357,,Autocuration,,3847.0,B,,
175,Glycine max,,CHEMBL615387,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,,3094,,100171,,,BAO_0000357,,Autocuration,,3847.0,B,,
176,Glycine max,,CHEMBL615388,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,,3094,,100171,,,BAO_0000357,,Autocuration,,3847.0,B,,
177,Glycine max,,CHEMBL615214,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,,3094,,100171,,,BAO_0000357,,Autocuration,,3847.0,B,,
178,Glycine max,,CHEMBL827087,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,,3094,,100171,,,BAO_0000357,,Autocuration,,3847.0,B,,
179,Glycine max,,CHEMBL615215,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,,3094,,100171,,,BAO_0000357,,Autocuration,,3847.0,B,,
180,Glycine max,,CHEMBL615216,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,,3094,,100171,,,BAO_0000357,,Autocuration,,3847.0,B,,
181,Glycine max,,CHEMBL615217,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,,3094,,100171,,,BAO_0000357,,Autocuration,,3847.0,B,,
182,Glycine max,,CHEMBL615218,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,,3094,,100171,,,BAO_0000357,,Autocuration,,3847.0,B,,
183,Glycine max,,CHEMBL615219,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,,3094,,100171,,,BAO_0000357,,Autocuration,,3847.0,B,,
184,Mus musculus,,CHEMBL615220,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,,10413,,22226,,,BAO_0000019,,Autocuration,,10090.0,B,,
185,Mus musculus,,CHEMBL615221,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),,16929,,80049,,,BAO_0000219,,Intermediate,,10090.0,F,,C3H 10T1/2
186,,,CHEMBL615222,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,,1229,,22226,,,BAO_0000019,,Intermediate,,,F,,
187,,,CHEMBL615223,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,16587,,11489,,,BAO_0000357,,Autocuration,,,B,,
188,,,CHEMBL615224,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,16587,,11862,,,BAO_0000357,,Autocuration,,,B,,
189,,,CHEMBL615225,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,,16587,,11862,,,BAO_0000357,,Autocuration,,,B,,
190,,,CHEMBL615226,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,,16587,,11489,,,BAO_0000357,,Autocuration,,,B,,
191,,,CHEMBL615227,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,,16587,,11862,,,BAO_0000357,,Autocuration,,,B,,
192,Bos taurus,,CHEMBL615228,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,,8058,,12347,,,BAO_0000019,,Expert,,9913.0,F,,
193,Rattus norvegicus,,CHEMBL615229,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,,9065,,100120,,,BAO_0000357,,Expert,,10116.0,B,,
194,Rattus norvegicus,2369.0,CHEMBL615230,Inhibition of 11 beta-hydroxylase from rat adrenal gland,,8865,Adrenal gland,100120,,,BAO_0000357,,Expert,,10116.0,B,,
195,Rattus norvegicus,,CHEMBL615231,Inhibition of rat adrenal 11-beta-hydroxylase,,9066,,100120,,,BAO_0000357,,Expert,,10116.0,B,,
196,Rattus norvegicus,,CHEMBL884520,Inhibition of rat adrenal 11-beta-hydroxylase,,8394,,100120,,,BAO_0000357,,Expert,,10116.0,B,,
197,Rattus norvegicus,,CHEMBL615232,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,,8394,,100120,,,BAO_0000357,,Expert,,10116.0,B,,
198,,,CHEMBL615233,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,,6431,,10328,,,BAO_0000019,,Autocuration,,,B,,
199,,,CHEMBL827088,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,6431,,11490,,,BAO_0000357,,Autocuration,,,B,,
200,,,CHEMBL615234,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,6431,,11490,,,BAO_0000357,,Autocuration,,,B,,
201,,,CHEMBL615235,Compound was tested for the percent of inhibition against 12-LO at 10 uM,,9295,,11134,,,BAO_0000019,,Autocuration,,,F,,
202,,,CHEMBL615236,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,10193,,12052,,,BAO_0000019,,Autocuration,,,B,,
203,,,CHEMBL615237,Compound was tested in vitro for inhibition of 12-LO human platelet,,13622,,11134,,,BAO_0000019,,Autocuration,,,B,,
204,,,CHEMBL615238,Inhibitory concentration against human platelet 12-lipoxygenase,,12079,,11134,,,BAO_0000019,,Autocuration,,,F,,
205,,,CHEMBL615239,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,,13622,,11134,,,BAO_0000019,,Autocuration,,,B,,
206,Homo sapiens,,CHEMBL615240,Inhibitory concentration against human platelet 12-lipoxygenase,,12079,,11134,,,BAO_0000019,,Autocuration,,9606.0,F,,
207,,,CHEMBL615241,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,,13500,,11835,,,BAO_0000019,,Expert,,,B,,
208,,,CHEMBL615242,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,,13723,,11601,,,BAO_0000357,,Expert,,,B,,
209,,,CHEMBL615243,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),,16474,,11134,,,BAO_0000019,,Autocuration,,,B,,
210,,,CHEMBL615244,Inhibitory activity against human platelet 12-lipoxygenase,,1630,,11134,,,BAO_0000019,,Autocuration,,,B,,
211,,,CHEMBL615245,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,,167,,11134,,,BAO_0000019,,Autocuration,,,B,,
212,,,CHEMBL615246,% inhibition against human platelet 12-lipoxygenase (12-HLO),,16474,,11134,,,BAO_0000019,,Autocuration,,,B,,
213,,,CHEMBL615247,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,,167,,11134,,,BAO_0000019,,Autocuration,,,B,,
214,,,CHEMBL615248,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,,16474,,11134,,,BAO_0000019,,Autocuration,,,B,,
215,,,CHEMBL615249,Inhibitory activity towards porcine 12-lipoxygenase,,10091,,11601,,,BAO_0000357,,Autocuration,,,B,,
216,,,CHEMBL615250,Tested for inhibition against porcine 12-LO,,11966,,11601,,,BAO_0000357,,Autocuration,,,B,,
217,,,CHEMBL615251,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,,951,,12052,,,BAO_0000019,,Autocuration,,,B,,
218,,,CHEMBL615252,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,,10997,,12052,,,BAO_0000019,,Autocuration,,,B,,
219,,,CHEMBL828340,In vitro inhibition of rat platelet 12-lipoxygenase,,10193,,12052,,,BAO_0000019,,Expert,,,B,,
220,,,CHEMBL615253,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,10193,,12052,,,BAO_0000019,,Autocuration,,,B,,
221,,,CHEMBL615254,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,,10193,,12052,,,BAO_0000019,,Autocuration,,,B,,
222,,,CHEMBL615255,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,,10193,,12052,,,BAO_0000019,,Autocuration,,,B,,
223,,,CHEMBL615256,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,10193,,12052,,,BAO_0000019,,Autocuration,,,B,,
224,,,CHEMBL615257,In vitro inhibitory activity against rat platelet 12-lipoxygenase,,10193,,12052,,,BAO_0000019,,Autocuration,,,B,,
225,,,CHEMBL615258,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,,11087,,12052,,,BAO_0000019,,Autocuration,,,B,,
226,Homo sapiens,,CHEMBL615259,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,,15569,,80007,,,BAO_0000219,,Intermediate,,9606.0,F,,41M
227,Homo sapiens,,CHEMBL615260,In vitro antitumor activity against 41M cell line.,,12989,,80007,,,BAO_0000219,,Expert,,9606.0,F,,41M
228,Homo sapiens,,CHEMBL615261,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,,16745,,80007,,,BAO_0000219,,Intermediate,,9606.0,F,,41M
229,Homo sapiens,,CHEMBL615262,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,,15569,,80007,,,BAO_0000219,,Intermediate,,9606.0,F,,41M
230,Homo sapiens,,CHEMBL615263,In vitro antitumor activity against 41McisR cell line.,,12989,,80007,,,BAO_0000219,,Expert,,9606.0,F,,41M
231,Homo sapiens,,CHEMBL838393,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,,12989,,80007,,,BAO_0000219,,Expert,,9606.0,F,,41M
232,Homo sapiens,,CHEMBL615264,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,,16745,,80007,,,BAO_0000219,,Intermediate,,9606.0,F,,41M
233,Homo sapiens,,CHEMBL615265,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),,6210,,84,,,BAO_0000357,,Expert,,9606.0,B,,
234,Homo sapiens,,CHEMBL615266,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,6210,,68,,,BAO_0000357,,Expert,,9606.0,B,,
235,,,CHEMBL615267,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,6226,,68,,,BAO_0000357,,Expert,,,B,,
236,,,CHEMBL615268,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,,17855,,10201,,,BAO_0000357,,Expert,,,B,,
237,,,CHEMBL615269,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,,17855,,10201,,,BAO_0000357,,Expert,,,B,,
238,,,CHEMBL615270,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,,17855,,10201,,,BAO_0000357,,Expert,,,B,,
239,,,CHEMBL615271,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,10413,,12220,,,BAO_0000357,,Autocuration,,,B,,
240,Escherichia coli,,CHEMBL615272,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,10413,,11303,,,BAO_0000357,,Autocuration,,562.0,B,,
241,Escherichia coli,,CHEMBL615103,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,10413,,11303,,,BAO_0000357,,Autocuration,,562.0,B,,
242,Escherichia coli,,CHEMBL615104,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",,10413,,11303,,,BAO_0000357,,Autocuration,,562.0,B,,
243,,,CHEMBL615105,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,10413,,12220,,,BAO_0000357,,Autocuration,,,B,,
244,,,CHEMBL872866,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",,10413,,12220,,,BAO_0000357,,Autocuration,,,B,,
245,Sus scrofa,,CHEMBL615106,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,7587,,11303,,,BAO_0000357,,Autocuration,,9823.0,B,,
246,Sus scrofa,,CHEMBL615107,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",,7587,,11303,,,BAO_0000019,,Autocuration,,9823.0,B,,
247,Sus scrofa,,CHEMBL615108,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",,7587,,11303,,,BAO_0000357,,Autocuration,,9823.0,B,,
248,Sus scrofa,,CHEMBL615109,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",,7587,,11303,,,BAO_0000357,,Autocuration,,9823.0,B,,
249,Sus scrofa,,CHEMBL615110,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,7587,,11303,,,BAO_0000357,,Autocuration,,9823.0,B,,
250,Sus scrofa,,CHEMBL840105,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,7587,,11303,,,BAO_0000019,,Autocuration,,9823.0,B,,
251,Sus scrofa,,CHEMBL615111,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",,7587,,11303,,,BAO_0000019,,Autocuration,,9823.0,B,,
252,Sus scrofa,,CHEMBL615112,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",,7587,,11303,,,BAO_0000019,,Autocuration,,9823.0,B,,
253,Sus scrofa,,CHEMBL615113,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",,7587,,11303,,,BAO_0000019,,Autocuration,,9823.0,B,,
254,Sus scrofa,,CHEMBL615114,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",,7587,,11303,,,BAO_0000019,,Autocuration,,9823.0,B,,
255,Sus scrofa,,CHEMBL615115,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,7587,,11303,,,BAO_0000357,,Autocuration,,9823.0,B,,
256,Sus scrofa,,CHEMBL615116,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,7587,,11303,,,BAO_0000019,,Autocuration,,9823.0,B,,
257,,,CHEMBL615698,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",,7323,,11303,,,BAO_0000357,,Autocuration,,,B,,
