assays_ASI,assays_Desc,assays_CUB,assays_ASSTI,assays_SASI,assays_ASSTY,assays_ASSSTR,assays_BFOR,assays_DI,assays_ASSUBCFRAC,assays_CI,assays_SI,assays_CHEI,assays_ASSCT,assays_ASSCA,assays_ASORG,assays_RELTY,assays_CONFISCO,assays_TII,assays_VARII
146,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells,Autocuration,9940.0,,F,,BAO_0000019,11803,,,1,CHEMBL615369,,,Ovis aries,U,0,,
147,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells.,Autocuration,9940.0,,F,,BAO_0000019,11803,,,1,CHEMBL615370,,,Ovis aries,U,0,,
148,Compound is evaluated in vitro for the inhibition single mutant of HIV-1 RT (Y181C),Autocuration,,,B,,BAO_0000357,12278,,,1,CHEMBL615673,,,,H,8,,
149,Compound was evaluated for its inhibitory effect on thymidine [3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-5,Autocuration,9606.0,,F,,BAO_0000019,8249,,,1,CHEMBL615674,,,Homo sapiens,U,0,,
150,Compound was evaluated for its inhibitory effect on thymidine [3H]-dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-6,Autocuration,9606.0,,F,,BAO_0000019,8249,,,1,CHEMBL615675,,,Homo sapiens,U,0,,
151,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in at conc. 10e-7,Autocuration,9606.0,,F,,BAO_0000219,8249,,635.0,1,CHEMBL615676,CCRF-CEM,,Homo sapiens,U,0,,
152,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM cells in culture at conc. 10e-4,Autocuration,9606.0,,F,,BAO_0000219,8249,,635.0,1,CHEMBL615677,CCRF-CEM,,Homo sapiens,U,0,,
153,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-5,Autocuration,9606.0,,F,,BAO_0000219,8249,,635.0,1,CHEMBL615678,CCRF-CEM,,Homo sapiens,U,0,,
154,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-6,Autocuration,9606.0,,F,,BAO_0000219,8249,,635.0,1,CHEMBL615679,CCRF-CEM,,Homo sapiens,U,0,,
155,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM/MTX cells in at conc. 10e-7.,Autocuration,9606.0,,F,,BAO_0000019,8249,,,1,CHEMBL615680,,,Homo sapiens,U,0,,
156,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-4,Autocuration,9606.0,,F,,BAO_0000019,8249,,,1,CHEMBL615681,,,Homo sapiens,U,0,,
157,In vitro binding affinity towards (alpha-4)2(beta-2)3 neuronal nicotinic acetylcholine receptor in P2 membrane fractions of rat forebrain,Autocuration,,,B,,BAO_0000249,16992,,,1,CHEMBL857972,,,,H,6,,
158,Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse,Intermediate,1314.0,,F,,BAO_0000218,10543,,,1,CHEMBL857899,,,Streptococcus pyogenes,N,1,,
159,Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV),Intermediate,10335.0,,F,,BAO_0000218,17833,,,1,CHEMBL615371,,,Human herpesvirus 3,N,1,,
160,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,Expert,10335.0,,F,,BAO_0000218,17290,,468.0,1,CHEMBL615372,HEL,,vericilla zoster virus,N,1,,
161,Antiviral activity against 07/1 strain of VZV; ND: No data,Intermediate,10335.0,,F,,BAO_0000218,17290,,,1,CHEMBL615373,,,vericilla zoster virus,N,1,,
162,Antiviral activity against 07/1 strain of VZV; ND=No data,Intermediate,10335.0,,F,,BAO_0000218,17290,,,1,CHEMBL615374,,,vericilla zoster virus,N,1,,
163,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",Intermediate,561.0,,F,,BAO_0000218,10932,,,1,CHEMBL615375,,,escherichia cloac,N,1,,
164,Ratio of Ki at A2 to Ki at A1 receptors,Autocuration,,,B,,BAO_0000019,9707,,,1,CHEMBL615376,,,,U,0,,
165,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",Expert,5476.0,,B,,BAO_0000249,2346,,,1,CHEMBL615377,,,Candida albicans,H,8,,
166,"Inhibition of 1,3-beta-glucan synthase",Expert,284593.0,,B,,BAO_0000357,2205,,,1,CHEMBL615378,,,Candida glabrata CBS 138,H,8,,
167,Inhibition of growth of 1-87 human tumor cell line,Intermediate,9606.0,,F,,BAO_0000219,11900,,832.0,1,CHEMBL615379,1-87 tumor cell line,,Homo sapiens,N,1,,
168,Inhibition of 1-lipoxygenase (LOX)in RBL cells,Expert,10116.0,,B,,BAO_0000219,14864,,,1,CHEMBL615380,,,Rattus norvegicus,D,9,,
169,Inhibitory activity against soybean 1-lipoxygenase (SLO),Autocuration,3847.0,,B,,BAO_0000357,16474,,,1,CHEMBL615381,,,Glycine max,D,9,,
170,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,Autocuration,3847.0,,B,,BAO_0000357,16474,,,1,CHEMBL615382,,,Glycine max,D,9,,
171,% inhibition against soybean 1-lipoxygenase (SLO),Autocuration,3847.0,,B,,BAO_0000357,16474,,,1,CHEMBL615383,,,Glycine max,D,9,,
172,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,Autocuration,3847.0,,B,,BAO_0000357,16474,,,1,CHEMBL615384,,,Glycine max,D,9,,
173,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,Autocuration,3847.0,,B,,BAO_0000357,3094,,,1,CHEMBL615385,,,Glycine max,D,9,,
174,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,Autocuration,3847.0,,B,,BAO_0000357,3094,,,1,CHEMBL615386,,,Glycine max,D,9,,
175,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,Autocuration,3847.0,,B,,BAO_0000357,3094,,,1,CHEMBL615387,,,Glycine max,D,9,,
176,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,Autocuration,3847.0,,B,,BAO_0000357,3094,,,1,CHEMBL615388,,,Glycine max,D,9,,
177,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,Autocuration,3847.0,,B,,BAO_0000357,3094,,,1,CHEMBL615214,,,Glycine max,D,9,,
178,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,Autocuration,3847.0,,B,,BAO_0000357,3094,,,1,CHEMBL827087,,,Glycine max,D,9,,
179,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,Autocuration,3847.0,,B,,BAO_0000357,3094,,,1,CHEMBL615215,,,Glycine max,D,9,,
180,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,Autocuration,3847.0,,B,,BAO_0000357,3094,,,1,CHEMBL615216,,,Glycine max,D,9,,
181,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,Autocuration,3847.0,,B,,BAO_0000357,3094,,,1,CHEMBL615217,,,Glycine max,D,9,,
182,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,Autocuration,3847.0,,B,,BAO_0000357,3094,,,1,CHEMBL615218,,,Glycine max,D,9,,
183,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,Autocuration,3847.0,,B,,BAO_0000357,3094,,,1,CHEMBL615219,,,Glycine max,D,9,,
184,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,Autocuration,10090.0,,B,,BAO_0000019,10413,,,1,CHEMBL615220,,,Mus musculus,U,0,,
185,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),Intermediate,10090.0,,F,,BAO_0000219,16929,,294.0,1,CHEMBL615221,C3H 10T1/2,,Mus musculus,N,1,,
186,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,Intermediate,,,F,,BAO_0000019,1229,,,1,CHEMBL615222,,,,U,0,,
187,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),Autocuration,,,B,,BAO_0000357,16587,,,1,CHEMBL615223,,,,H,8,,
188,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),Autocuration,,,B,,BAO_0000357,16587,,,1,CHEMBL615224,,,,H,8,,
189,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,Autocuration,,,B,,BAO_0000357,16587,,,1,CHEMBL615225,,,,H,8,,
190,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,Autocuration,,,B,,BAO_0000357,16587,,,1,CHEMBL615226,,,,H,8,,
191,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,Autocuration,,,B,,BAO_0000357,16587,,,1,CHEMBL615227,,,,H,8,,
192,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,Expert,9913.0,,F,,BAO_0000019,8058,,,1,CHEMBL615228,,,Bos taurus,D,9,,
193,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,Expert,10116.0,,B,,BAO_0000357,9065,,,1,CHEMBL615229,,,Rattus norvegicus,D,9,,
194,Inhibition of 11 beta-hydroxylase from rat adrenal gland,Expert,10116.0,,B,,BAO_0000357,8865,,,1,CHEMBL615230,,,Rattus norvegicus,D,9,2369.0,
195,Inhibition of rat adrenal 11-beta-hydroxylase,Expert,10116.0,,B,,BAO_0000357,9066,,,1,CHEMBL615231,,,Rattus norvegicus,D,9,,
196,Inhibition of rat adrenal 11-beta-hydroxylase,Expert,10116.0,,B,,BAO_0000357,8394,,,1,CHEMBL884520,,,Rattus norvegicus,D,9,,
197,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,Expert,10116.0,,B,,BAO_0000357,8394,,,1,CHEMBL615232,,,Rattus norvegicus,D,9,,
198,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,Autocuration,,,B,,BAO_0000019,6431,,,1,CHEMBL615233,,,,H,8,,
199,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,Autocuration,,,B,,BAO_0000357,6431,,,1,CHEMBL827088,,,,H,8,,
200,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,Autocuration,,,B,,BAO_0000357,6431,,,1,CHEMBL615234,,,,H,8,,
201,Compound was tested for the percent of inhibition against 12-LO at 10 uM,Autocuration,,,F,,BAO_0000019,9295,,,1,CHEMBL615235,,,,H,8,,
202,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,Autocuration,,,B,,BAO_0000019,10193,,,1,CHEMBL615236,,,,H,8,,
203,Compound was tested in vitro for inhibition of 12-LO human platelet,Autocuration,,,B,,BAO_0000019,13622,,,1,CHEMBL615237,,,,H,8,,
204,Inhibitory concentration against human platelet 12-lipoxygenase,Autocuration,,,F,,BAO_0000019,12079,,,1,CHEMBL615238,,,,H,8,,
205,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,Autocuration,,,B,,BAO_0000019,13622,,,1,CHEMBL615239,,,,H,8,,
206,Inhibitory concentration against human platelet 12-lipoxygenase,Autocuration,9606.0,,F,,BAO_0000019,12079,,,1,CHEMBL615240,,,Homo sapiens,D,9,,
207,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,Expert,,,B,,BAO_0000019,13500,,,1,CHEMBL615241,,,,H,8,,
208,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,Expert,,,B,,BAO_0000357,13723,,,1,CHEMBL615242,,,,H,8,,
209,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),Autocuration,,,B,,BAO_0000019,16474,,,1,CHEMBL615243,,,,H,8,,
210,Inhibitory activity against human platelet 12-lipoxygenase,Autocuration,,,B,,BAO_0000019,1630,,,1,CHEMBL615244,,,,H,8,,
211,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,Autocuration,,,B,,BAO_0000019,167,,,1,CHEMBL615245,,,,H,8,,
212,% inhibition against human platelet 12-lipoxygenase (12-HLO),Autocuration,,,B,,BAO_0000019,16474,,,1,CHEMBL615246,,,,H,8,,
213,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,Autocuration,,,B,,BAO_0000019,167,,,1,CHEMBL615247,,,,H,8,,
214,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,Autocuration,,,B,,BAO_0000019,16474,,,1,CHEMBL615248,,,,H,8,,
215,Inhibitory activity towards porcine 12-lipoxygenase,Autocuration,,,B,,BAO_0000357,10091,,,1,CHEMBL615249,,,,H,8,,
216,Tested for inhibition against porcine 12-LO,Autocuration,,,B,,BAO_0000357,11966,,,1,CHEMBL615250,,,,H,8,,
217,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,Autocuration,,,B,,BAO_0000019,951,,,1,CHEMBL615251,,,,H,8,,
218,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,Autocuration,,,B,,BAO_0000019,10997,,,1,CHEMBL615252,,,,H,8,,
219,In vitro inhibition of rat platelet 12-lipoxygenase,Expert,,,B,,BAO_0000019,10193,,,1,CHEMBL828340,,,,H,8,,
220,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,Autocuration,,,B,,BAO_0000019,10193,,,1,CHEMBL615253,,,,H,8,,
221,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,Autocuration,,,B,,BAO_0000019,10193,,,1,CHEMBL615254,,,,H,8,,
222,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,Autocuration,,,B,,BAO_0000019,10193,,,1,CHEMBL615255,,,,H,8,,
223,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,Autocuration,,,B,,BAO_0000019,10193,,,1,CHEMBL615256,,,,H,8,,
224,In vitro inhibitory activity against rat platelet 12-lipoxygenase,Autocuration,,,B,,BAO_0000019,10193,,,1,CHEMBL615257,,,,H,8,,
225,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,Autocuration,,,B,,BAO_0000019,11087,,,1,CHEMBL615258,,,,H,8,,
226,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,Intermediate,9606.0,,F,,BAO_0000219,15569,,621.0,1,CHEMBL615259,41M,,Homo sapiens,N,1,,
227,In vitro antitumor activity against 41M cell line.,Expert,9606.0,,F,,BAO_0000219,12989,,621.0,1,CHEMBL615260,41M,,Homo sapiens,N,1,,
228,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,Intermediate,9606.0,,F,,BAO_0000219,16745,,621.0,1,CHEMBL615261,41M,,Homo sapiens,N,1,,
229,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,Intermediate,9606.0,,F,,BAO_0000219,15569,,621.0,1,CHEMBL615262,41M,,Homo sapiens,N,1,,
230,In vitro antitumor activity against 41McisR cell line.,Expert,9606.0,,F,,BAO_0000219,12989,,621.0,1,CHEMBL615263,41M,,Homo sapiens,N,1,,
231,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,Expert,9606.0,,F,,BAO_0000219,12989,,621.0,1,CHEMBL838393,41M,,Homo sapiens,N,1,,
232,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,Intermediate,9606.0,,F,,BAO_0000219,16745,,621.0,1,CHEMBL615264,41M,,Homo sapiens,N,1,,
233,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),Expert,9606.0,,B,,BAO_0000357,6210,,,1,CHEMBL615265,,,Homo sapiens,D,9,,
234,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),Expert,9606.0,,B,,BAO_0000357,6210,,,1,CHEMBL615266,,,Homo sapiens,D,9,,
235,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),Expert,,,B,,BAO_0000357,6226,,,1,CHEMBL615267,,,,H,8,,
236,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,Expert,,,B,,BAO_0000357,17855,,,1,CHEMBL615268,,,,H,8,,
237,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,Expert,,,B,,BAO_0000357,17855,,,1,CHEMBL615269,,,,H,8,,
238,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,Expert,,,B,,BAO_0000357,17855,,,1,CHEMBL615270,,,,H,8,,
239,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",Autocuration,,,B,,BAO_0000357,10413,,,1,CHEMBL615271,,,,H,8,,
240,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",Autocuration,562.0,,B,,BAO_0000357,10413,,,1,CHEMBL615272,,,Escherichia coli,H,8,,
241,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",Autocuration,562.0,,B,,BAO_0000357,10413,,,1,CHEMBL615103,,,Escherichia coli,H,8,,
242,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",Autocuration,562.0,,B,,BAO_0000357,10413,,,1,CHEMBL615104,,,Escherichia coli,H,8,,
243,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",Autocuration,,,B,,BAO_0000357,10413,,,1,CHEMBL615105,,,,H,8,,
244,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",Autocuration,,,B,,BAO_0000357,10413,,,1,CHEMBL872866,,,,H,8,,
245,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",Autocuration,9823.0,,B,,BAO_0000357,7587,,,1,CHEMBL615106,,,Sus scrofa,H,8,,
246,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",Autocuration,9823.0,,B,,BAO_0000019,7587,,,1,CHEMBL615107,,,Sus scrofa,H,8,,
247,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",Autocuration,9823.0,,B,,BAO_0000357,7587,,,1,CHEMBL615108,,,Sus scrofa,H,8,,
248,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",Autocuration,9823.0,,B,,BAO_0000357,7587,,,1,CHEMBL615109,,,Sus scrofa,H,8,,
249,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",Autocuration,9823.0,,B,,BAO_0000357,7587,,,1,CHEMBL615110,,,Sus scrofa,H,8,,
250,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",Autocuration,9823.0,,B,,BAO_0000019,7587,,,1,CHEMBL840105,,,Sus scrofa,H,8,,
251,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",Autocuration,9823.0,,B,,BAO_0000019,7587,,,1,CHEMBL615111,,,Sus scrofa,H,8,,
252,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",Autocuration,9823.0,,B,,BAO_0000019,7587,,,1,CHEMBL615112,,,Sus scrofa,H,8,,
253,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",Autocuration,9823.0,,B,,BAO_0000019,7587,,,1,CHEMBL615113,,,Sus scrofa,H,8,,
254,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",Autocuration,9823.0,,B,,BAO_0000019,7587,,,1,CHEMBL615114,,,Sus scrofa,H,8,,
255,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",Autocuration,9823.0,,B,,BAO_0000357,7587,,,1,CHEMBL615115,,,Sus scrofa,H,8,,
256,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",Autocuration,9823.0,,B,,BAO_0000019,7587,,,1,CHEMBL615116,,,Sus scrofa,H,8,,
257,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",Autocuration,,,B,,BAO_0000357,7323,,,1,CHEMBL615698,,,,H,8,,
