assay_id,assay_organism,bao_format,tissue_id,variant_id,confidence_score,assay_tissue,chembl_id,assay_category,curated_by,assay_test_type,doc_id,src_assay_id,relationship_type,tid,src_id,description,assay_type,assay_tax_id
150,Homo sapiens,BAO_0000019,,,0,,CHEMBL615675,,Autocuration,,8249,,U,22226,1,Compound was evaluated for its inhibitory effect on thymidine [3H]-dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-6,F,9606.0
151,Homo sapiens,BAO_0000219,,,0,,CHEMBL615676,,Autocuration,,8249,,U,22226,1,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in at conc. 10e-7,F,9606.0
152,Homo sapiens,BAO_0000219,,,0,,CHEMBL615677,,Autocuration,,8249,,U,22226,1,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM cells in culture at conc. 10e-4,F,9606.0
153,Homo sapiens,BAO_0000219,,,0,,CHEMBL615678,,Autocuration,,8249,,U,22226,1,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-5,F,9606.0
154,Homo sapiens,BAO_0000219,,,0,,CHEMBL615679,,Autocuration,,8249,,U,22226,1,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-6,F,9606.0
155,Homo sapiens,BAO_0000019,,,0,,CHEMBL615680,,Autocuration,,8249,,U,22226,1,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM/MTX cells in at conc. 10e-7.,F,9606.0
156,Homo sapiens,BAO_0000019,,,0,,CHEMBL615681,,Autocuration,,8249,,U,22226,1,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-4,F,9606.0
157,,BAO_0000249,,,6,,CHEMBL857972,,Autocuration,,16992,,H,104290,1,In vitro binding affinity towards (alpha-4)2(beta-2)3 neuronal nicotinic acetylcholine receptor in P2 membrane fractions of rat forebrain,B,
158,Streptococcus pyogenes,BAO_0000218,,,1,,CHEMBL857899,,Intermediate,,10543,,N,50264,1,Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse,F,1314.0
159,Human herpesvirus 3,BAO_0000218,,,1,,CHEMBL615371,,Intermediate,,17833,,N,50527,1,Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV),F,10335.0
160,vericilla zoster virus,BAO_0000218,,,1,,CHEMBL615372,,Expert,,17290,,N,50527,1,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,F,10335.0
161,vericilla zoster virus,BAO_0000218,,,1,,CHEMBL615373,,Intermediate,,17290,,N,50527,1,Antiviral activity against 07/1 strain of VZV; ND: No data,F,10335.0
162,vericilla zoster virus,BAO_0000218,,,1,,CHEMBL615374,,Intermediate,,17290,,N,50527,1,Antiviral activity against 07/1 strain of VZV; ND=No data,F,10335.0
163,escherichia cloac,BAO_0000218,,,1,,CHEMBL615375,,Intermediate,,10932,,N,50145,1,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",F,561.0
164,,BAO_0000019,,,0,,CHEMBL615376,,Autocuration,,9707,,U,22226,1,Ratio of Ki at A2 to Ki at A1 receptors,B,
165,Candida albicans,BAO_0000249,,,8,,CHEMBL615377,,Expert,,2346,,H,11143,1,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",B,5476.0
166,Candida glabrata CBS 138,BAO_0000357,,,8,,CHEMBL615378,,Expert,,2205,,H,18077,1,"Inhibition of 1,3-beta-glucan synthase",B,284593.0
167,Homo sapiens,BAO_0000219,,,1,,CHEMBL615379,,Intermediate,,11900,,N,80609,1,Inhibition of growth of 1-87 human tumor cell line,F,9606.0
168,Rattus norvegicus,BAO_0000219,,,9,,CHEMBL615380,,Expert,,14864,,D,12166,1,Inhibition of 1-lipoxygenase (LOX)in RBL cells,B,10116.0
169,Glycine max,BAO_0000357,,,9,,CHEMBL615381,,Autocuration,,16474,,D,100171,1,Inhibitory activity against soybean 1-lipoxygenase (SLO),B,3847.0
170,Glycine max,BAO_0000357,,,9,,CHEMBL615382,,Autocuration,,16474,,D,100171,1,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,B,3847.0
171,Glycine max,BAO_0000357,,,9,,CHEMBL615383,,Autocuration,,16474,,D,100171,1,% inhibition against soybean 1-lipoxygenase (SLO),B,3847.0
172,Glycine max,BAO_0000357,,,9,,CHEMBL615384,,Autocuration,,16474,,D,100171,1,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,B,3847.0
173,Glycine max,BAO_0000357,,,9,,CHEMBL615385,,Autocuration,,3094,,D,100171,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,B,3847.0
174,Glycine max,BAO_0000357,,,9,,CHEMBL615386,,Autocuration,,3094,,D,100171,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,B,3847.0
175,Glycine max,BAO_0000357,,,9,,CHEMBL615387,,Autocuration,,3094,,D,100171,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,B,3847.0
176,Glycine max,BAO_0000357,,,9,,CHEMBL615388,,Autocuration,,3094,,D,100171,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,B,3847.0
177,Glycine max,BAO_0000357,,,9,,CHEMBL615214,,Autocuration,,3094,,D,100171,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,B,3847.0
178,Glycine max,BAO_0000357,,,9,,CHEMBL827087,,Autocuration,,3094,,D,100171,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,B,3847.0
179,Glycine max,BAO_0000357,,,9,,CHEMBL615215,,Autocuration,,3094,,D,100171,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,B,3847.0
180,Glycine max,BAO_0000357,,,9,,CHEMBL615216,,Autocuration,,3094,,D,100171,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,B,3847.0
181,Glycine max,BAO_0000357,,,9,,CHEMBL615217,,Autocuration,,3094,,D,100171,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,B,3847.0
182,Glycine max,BAO_0000357,,,9,,CHEMBL615218,,Autocuration,,3094,,D,100171,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,B,3847.0
183,Glycine max,BAO_0000357,,,9,,CHEMBL615219,,Autocuration,,3094,,D,100171,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,B,3847.0
184,Mus musculus,BAO_0000019,,,0,,CHEMBL615220,,Autocuration,,10413,,U,22226,1,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,B,10090.0
185,Mus musculus,BAO_0000219,,,1,,CHEMBL615221,,Intermediate,,16929,,N,80049,1,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),F,10090.0
186,,BAO_0000019,,,0,,CHEMBL615222,,Intermediate,,1229,,U,22226,1,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,F,
187,,BAO_0000357,,,8,,CHEMBL615223,,Autocuration,,16587,,H,11489,1,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),B,
188,,BAO_0000357,,,8,,CHEMBL615224,,Autocuration,,16587,,H,11862,1,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),B,
189,,BAO_0000357,,,8,,CHEMBL615225,,Autocuration,,16587,,H,11862,1,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,B,
190,,BAO_0000357,,,8,,CHEMBL615226,,Autocuration,,16587,,H,11489,1,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,B,
191,,BAO_0000357,,,8,,CHEMBL615227,,Autocuration,,16587,,H,11862,1,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,B,
192,Bos taurus,BAO_0000019,,,9,,CHEMBL615228,,Expert,,8058,,D,12347,1,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,F,9913.0
193,Rattus norvegicus,BAO_0000357,,,9,,CHEMBL615229,,Expert,,9065,,D,100120,1,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,B,10116.0
194,Rattus norvegicus,BAO_0000357,2369.0,,9,Adrenal gland,CHEMBL615230,,Expert,,8865,,D,100120,1,Inhibition of 11 beta-hydroxylase from rat adrenal gland,B,10116.0
195,Rattus norvegicus,BAO_0000357,,,9,,CHEMBL615231,,Expert,,9066,,D,100120,1,Inhibition of rat adrenal 11-beta-hydroxylase,B,10116.0
196,Rattus norvegicus,BAO_0000357,,,9,,CHEMBL884520,,Expert,,8394,,D,100120,1,Inhibition of rat adrenal 11-beta-hydroxylase,B,10116.0
197,Rattus norvegicus,BAO_0000357,,,9,,CHEMBL615232,,Expert,,8394,,D,100120,1,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,B,10116.0
198,,BAO_0000019,,,8,,CHEMBL615233,,Autocuration,,6431,,H,10328,1,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,B,
199,,BAO_0000357,,,8,,CHEMBL827088,,Autocuration,,6431,,H,11490,1,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,
200,,BAO_0000357,,,8,,CHEMBL615234,,Autocuration,,6431,,H,11490,1,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,
201,,BAO_0000019,,,8,,CHEMBL615235,,Autocuration,,9295,,H,11134,1,Compound was tested for the percent of inhibition against 12-LO at 10 uM,F,
202,,BAO_0000019,,,8,,CHEMBL615236,,Autocuration,,10193,,H,12052,1,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,
203,,BAO_0000019,,,8,,CHEMBL615237,,Autocuration,,13622,,H,11134,1,Compound was tested in vitro for inhibition of 12-LO human platelet,B,
204,,BAO_0000019,,,8,,CHEMBL615238,,Autocuration,,12079,,H,11134,1,Inhibitory concentration against human platelet 12-lipoxygenase,F,
205,,BAO_0000019,,,8,,CHEMBL615239,,Autocuration,,13622,,H,11134,1,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,B,
206,Homo sapiens,BAO_0000019,,,9,,CHEMBL615240,,Autocuration,,12079,,D,11134,1,Inhibitory concentration against human platelet 12-lipoxygenase,F,9606.0
207,,BAO_0000019,,,8,,CHEMBL615241,,Expert,,13500,,H,11835,1,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,B,
208,,BAO_0000357,,,8,,CHEMBL615242,,Expert,,13723,,H,11601,1,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,B,
209,,BAO_0000019,,,8,,CHEMBL615243,,Autocuration,,16474,,H,11134,1,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),B,
210,,BAO_0000019,,,8,,CHEMBL615244,,Autocuration,,1630,,H,11134,1,Inhibitory activity against human platelet 12-lipoxygenase,B,
211,,BAO_0000019,,,8,,CHEMBL615245,,Autocuration,,167,,H,11134,1,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,B,
212,,BAO_0000019,,,8,,CHEMBL615246,,Autocuration,,16474,,H,11134,1,% inhibition against human platelet 12-lipoxygenase (12-HLO),B,
213,,BAO_0000019,,,8,,CHEMBL615247,,Autocuration,,167,,H,11134,1,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,B,
214,,BAO_0000019,,,8,,CHEMBL615248,,Autocuration,,16474,,H,11134,1,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,B,
215,,BAO_0000357,,,8,,CHEMBL615249,,Autocuration,,10091,,H,11601,1,Inhibitory activity towards porcine 12-lipoxygenase,B,
216,,BAO_0000357,,,8,,CHEMBL615250,,Autocuration,,11966,,H,11601,1,Tested for inhibition against porcine 12-LO,B,
217,,BAO_0000019,,,8,,CHEMBL615251,,Autocuration,,951,,H,12052,1,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,B,
218,,BAO_0000019,,,8,,CHEMBL615252,,Autocuration,,10997,,H,12052,1,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,B,
219,,BAO_0000019,,,8,,CHEMBL828340,,Expert,,10193,,H,12052,1,In vitro inhibition of rat platelet 12-lipoxygenase,B,
220,,BAO_0000019,,,8,,CHEMBL615253,,Autocuration,,10193,,H,12052,1,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,
221,,BAO_0000019,,,8,,CHEMBL615254,,Autocuration,,10193,,H,12052,1,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,B,
222,,BAO_0000019,,,8,,CHEMBL615255,,Autocuration,,10193,,H,12052,1,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,B,
223,,BAO_0000019,,,8,,CHEMBL615256,,Autocuration,,10193,,H,12052,1,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,
224,,BAO_0000019,,,8,,CHEMBL615257,,Autocuration,,10193,,H,12052,1,In vitro inhibitory activity against rat platelet 12-lipoxygenase,B,
225,,BAO_0000019,,,8,,CHEMBL615258,,Autocuration,,11087,,H,12052,1,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,B,
226,Homo sapiens,BAO_0000219,,,1,,CHEMBL615259,,Intermediate,,15569,,N,80007,1,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,F,9606.0
227,Homo sapiens,BAO_0000219,,,1,,CHEMBL615260,,Expert,,12989,,N,80007,1,In vitro antitumor activity against 41M cell line.,F,9606.0
228,Homo sapiens,BAO_0000219,,,1,,CHEMBL615261,,Intermediate,,16745,,N,80007,1,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,F,9606.0
229,Homo sapiens,BAO_0000219,,,1,,CHEMBL615262,,Intermediate,,15569,,N,80007,1,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,F,9606.0
230,Homo sapiens,BAO_0000219,,,1,,CHEMBL615263,,Expert,,12989,,N,80007,1,In vitro antitumor activity against 41McisR cell line.,F,9606.0
231,Homo sapiens,BAO_0000219,,,1,,CHEMBL838393,,Expert,,12989,,N,80007,1,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,F,9606.0
232,Homo sapiens,BAO_0000219,,,1,,CHEMBL615264,,Intermediate,,16745,,N,80007,1,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,F,9606.0
233,Homo sapiens,BAO_0000357,,,9,,CHEMBL615265,,Expert,,6210,,D,84,1,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),B,9606.0
234,Homo sapiens,BAO_0000357,,,9,,CHEMBL615266,,Expert,,6210,,D,68,1,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,9606.0
235,,BAO_0000357,,,8,,CHEMBL615267,,Expert,,6226,,H,68,1,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,
236,,BAO_0000357,,,8,,CHEMBL615268,,Expert,,17855,,H,10201,1,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,
237,,BAO_0000357,,,8,,CHEMBL615269,,Expert,,17855,,H,10201,1,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,B,
238,,BAO_0000357,,,8,,CHEMBL615270,,Expert,,17855,,H,10201,1,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,
239,,BAO_0000357,,,8,,CHEMBL615271,,Autocuration,,10413,,H,12220,1,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,
240,Escherichia coli,BAO_0000357,,,8,,CHEMBL615272,,Autocuration,,10413,,H,11303,1,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,562.0
241,Escherichia coli,BAO_0000357,,,8,,CHEMBL615103,,Autocuration,,10413,,H,11303,1,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,562.0
242,Escherichia coli,BAO_0000357,,,8,,CHEMBL615104,,Autocuration,,10413,,H,11303,1,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",B,562.0
243,,BAO_0000357,,,8,,CHEMBL615105,,Autocuration,,10413,,H,12220,1,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,
244,,BAO_0000357,,,8,,CHEMBL872866,,Autocuration,,10413,,H,12220,1,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",B,
245,Sus scrofa,BAO_0000357,,,8,,CHEMBL615106,,Autocuration,,7587,,H,11303,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,9823.0
246,Sus scrofa,BAO_0000019,,,8,,CHEMBL615107,,Autocuration,,7587,,H,11303,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",B,9823.0
247,Sus scrofa,BAO_0000357,,,8,,CHEMBL615108,,Autocuration,,7587,,H,11303,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",B,9823.0
248,Sus scrofa,BAO_0000357,,,8,,CHEMBL615109,,Autocuration,,7587,,H,11303,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",B,9823.0
249,Sus scrofa,BAO_0000357,,,8,,CHEMBL615110,,Autocuration,,7587,,H,11303,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,9823.0
250,Sus scrofa,BAO_0000019,,,8,,CHEMBL840105,,Autocuration,,7587,,H,11303,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,9823.0
251,Sus scrofa,BAO_0000019,,,8,,CHEMBL615111,,Autocuration,,7587,,H,11303,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",B,9823.0
252,Sus scrofa,BAO_0000019,,,8,,CHEMBL615112,,Autocuration,,7587,,H,11303,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",B,9823.0
253,Sus scrofa,BAO_0000019,,,8,,CHEMBL615113,,Autocuration,,7587,,H,11303,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",B,9823.0
254,Sus scrofa,BAO_0000019,,,8,,CHEMBL615114,,Autocuration,,7587,,H,11303,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",B,9823.0
255,Sus scrofa,BAO_0000357,,,8,,CHEMBL615115,,Autocuration,,7587,,H,11303,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,9823.0
256,Sus scrofa,BAO_0000019,,,8,,CHEMBL615116,,Autocuration,,7587,,H,11303,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,9823.0
