assays_assay_id,assays_variant_id,assays_assay_tissue,assays_src_assay_id,assays_src_id,assays_relationship_type,assays_tid,assays_tissue_id,assays_description,assays_confidence_score,assays_chembl_id,assays_assay_organism,assays_assay_subcellular_fraction,assays_assay_type,assays_assay_tax_id,assays_assay_test_type,assays_assay_cell_type,assays_curated_by,assays_cell_id,assays_bao_format
7668,,Blood,,1,N,50597,178.0,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in blood; Expressed as percent dose/organ,1,CHEMBL875340,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
7669,,Heart,,1,N,50597,948.0,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in heart; Expressed as percent dose/organ,1,CHEMBL627037,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
7670,,Kidney,,1,N,50597,2113.0,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in kidney; Expressed as percent dose/organ,1,CHEMBL627038,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
7671,,Liver,,1,N,50597,2107.0,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in liver; Expressed as percent dose/organ,1,CHEMBL627039,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
7672,,Muscle tissue,,1,N,50597,2385.0,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in muscle; Expressed as percent dose/organ,1,CHEMBL627040,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
7673,,Spleen,,1,N,50597,2106.0,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in spleen; Expressed as percent dose/organ,1,CHEMBL624663,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
7674,,Thyroid gland,,1,N,50597,2046.0,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in thyroid; Expressed as percent dose/organ,1,CHEMBL625963,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
7675,,Brain,,1,N,50597,955.0,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in brain; Expressed as percent dose/organ,1,CHEMBL876799,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
7676,,Lung,,1,N,50597,2048.0,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in lung; Expressed as percent dose/organ,1,CHEMBL626133,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
7677,,,,1,N,50597,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in skin; Expressed as percent dose/organ,1,CHEMBL626134,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
7678,,,,1,N,50597,,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,1,CHEMBL626135,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
7679,,,,1,N,50597,,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,1,CHEMBL626136,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
7680,,,,1,N,50597,,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg; Below detection limit,1,CHEMBL626137,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
7681,,,,1,N,50597,,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,1,CHEMBL626138,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
7682,,,,1,N,50597,,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,1,CHEMBL626139,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
7683,,,,1,N,50597,,C max at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,1,CHEMBL626140,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7684,,,,1,N,50597,,C max at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,1,CHEMBL626141,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7685,,,,1,N,50597,,C24h in rat p.o. at 20 mg/kg concentration,1,CHEMBL626142,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
7686,,Muscle tissue,,1,N,50597,2385.0,Biodistribution in normal rat muscle in the presence of 0.005 M Gd/0.01 M lig at 2 hr,1,CHEMBL627930,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7687,,Muscle tissue,,1,N,50597,2385.0,Biodistribution in normal rat muscle in the presence of 0.01 M Gd/0.05 M lig,1,CHEMBL627931,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7688,,Muscle tissue,,1,N,50597,2385.0,Biodistribution in normal rat muscle in the presence of NAC Gd 0.01 M lig at 2 hr,1,CHEMBL627932,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7689,,Spleen,,1,N,50597,2106.0,Biodistribution in normal rat spleen in the presence of 0.005 M Gd/0.01 M lig at 2 hr,1,CHEMBL627933,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7690,,Spleen,,1,N,50597,2106.0,Biodistribution in normal rat spleen in the presence of 0.01 M Gd/0.05 M lig,1,CHEMBL627934,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7691,,Spleen,,1,N,50597,2106.0,Biodistribution in normal rat spleen in the presence of NAC Gd 0.01 M lig at 2 hr,1,CHEMBL627935,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7692,,Blood,,1,N,50597,178.0,Biodistribution in rat blood in the presence of 0.001 M/0.008 M GdDTPA-AEP,1,CHEMBL627936,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7693,,Blood,,1,N,50597,178.0,Biodistribution in rat blood in the presence of 0.01 M GdDTPA-BDP,1,CHEMBL627937,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7694,,Blood,,1,N,50597,178.0,Biodistribution in rat blood in the presence of 0.01 M/0.01 M GdDTPA-AEP,1,CHEMBL627938,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7695,,Blood,,1,N,50597,178.0,Biodistribution in rat blood in the presence of 0.05 M Gd/0.15 M lig,1,CHEMBL627939,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7696,,Blood,,1,N,50597,178.0,Biodistribution in rat blood in the presence of 0.05 M GdDTPA-BDP,1,CHEMBL627940,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7697,,Blood,,1,N,50597,178.0,Biodistribution in rat blood in the presence of 0.05 M/0.05 M GdDTPA-AEP,1,CHEMBL627941,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7698,,Blood,,1,N,50597,178.0,Biodistribution in rat blood in the presence of 0.05 M/0.08 M GdDTPA-HPDP,1,CHEMBL876800,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7699,,Blood,,1,N,50597,178.0,Biodistribution in rat blood in the presence of 0.10 M GdDTPA-BDP,1,CHEMBL627942,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7700,,Blood,,1,N,50597,178.0,Biodistribution in rat blood in the presence of 0.10 M/0.11 M GdDTPA-AEP,1,CHEMBL627943,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7701,,Blood,,1,N,50597,178.0,Biodistribution in rat blood in the presence of 50 Gd/kg at 15 min,1,CHEMBL627944,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7702,,Blood,,1,N,50597,178.0,Biodistribution in rat blood in the presence of 50 Gd/kg at 2 hr,1,CHEMBL627945,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7703,,Blood,,1,N,50597,178.0,Biodistribution in rat blood in the presence of 50 Gd/kg at 6 hr,1,CHEMBL628584,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7704,,Blood,,1,N,50597,178.0,Biodistribution in rat blood in the presence of GdDTPA at 15 min,1,CHEMBL628585,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7705,,Blood,,1,N,50597,178.0,Biodistribution in rat blood in the presence of GdDTPA at 1 hr,1,CHEMBL628586,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7706,,Blood,,1,N,50597,178.0,Biodistribution in rat blood in the presence of GdDTPA at 30 min,1,CHEMBL628587,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7707,,Blood,,1,N,50597,178.0,Biodistribution in rat blood in the presence of GdDTPA at 4 hr,1,CHEMBL628588,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7708,,Blood,,1,N,50597,178.0,Biodistribution in rat blood in the presence of GdDTPA-BDP at 15 min,1,CHEMBL628589,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7709,,Blood,,1,N,50597,178.0,Biodistribution in rat blood in the presence of GdDTPA-BDP at 30 min,1,CHEMBL625304,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7710,,Blood,,1,N,50597,178.0,Biodistribution in rat blood in the presence of GdDTPA-BDP at 4 hr,1,CHEMBL625305,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7711,,Blood,,1,N,50597,178.0,Biodistribution in rat blood in the presence of GdDTPA-BDPat 1 hr,1,CHEMBL625306,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7712,,Blood,,1,N,50597,178.0,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 15 min,1,CHEMBL625307,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7713,,Blood,,1,N,50597,178.0,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 30 min,1,CHEMBL625308,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7714,,Blood,,1,N,50597,178.0,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 4 hr,1,CHEMBL627740,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7715,,Blood,,1,N,50597,178.0,Biodistribution in rat blood in the presence of GdDTPA-HPDPat 1 hr,1,CHEMBL627741,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7716,,Blood,,1,N,50597,178.0,Biodistribution in rat blood in the presence of NAC Gd/0.01 M GdDTPA-HPDP,1,CHEMBL627742,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7717,,Blood,,1,N,50597,178.0,Biodistribution in rat blood in the presence of NCA Gd/0.01 M lip,1,CHEMBL627743,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7718,,Blood,,1,N,50597,178.0,Biodistribution in rat blood in the presence of NCAGd/0.01 M lig,1,CHEMBL627744,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7719,,Bone,,1,N,50597,10000001.0,Biodistribution in rat bone in the presence of 0.01 M GdDTPA-BDP,1,CHEMBL627745,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7720,,Bone,,1,N,50597,10000001.0,Biodistribution in rat bone in the presence of 0.01 M/0.01 M GdDTPA-AEP,1,CHEMBL627746,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7721,,Bone,,1,N,50597,10000001.0,Biodistribution in rat bone in the presence of 0.01 M/0.08 M GdDTPA-AEP,1,CHEMBL627747,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7722,,Bone,,1,N,50597,10000001.0,Biodistribution in rat bone in the presence of 0.05 M Gd/0.15 M lig,1,CHEMBL876810,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7723,,Bone,,1,N,50597,10000001.0,Biodistribution in rat bone in the presence of 0.05 M GdDTPA-BDP,1,CHEMBL627748,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7724,,Bone,,1,N,50597,10000001.0,Biodistribution in rat bone in the presence of 0.05 M/0.05 M GdDTPA-AEP,1,CHEMBL627749,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7725,,Bone,,1,N,50597,10000001.0,Biodistribution in rat bone in the presence of 0.05 M/0.08 M GdDTPA-HPDP,1,CHEMBL627750,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7726,,Bone,,1,N,50597,10000001.0,Biodistribution in rat bone in the presence of 0.10 M GdDTPA-BDP,1,CHEMBL618728,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7727,,Bone,,1,N,50597,10000001.0,Biodistribution in rat bone in the presence of 0.10 M/0.11 M GdDTPA-AEP,1,CHEMBL618729,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7728,,Bone,,1,N,50597,10000001.0,Biodistribution in rat bone in the presence of GdDTPA at 15 min,1,CHEMBL618730,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7729,,Bone,,1,N,50597,10000001.0,Biodistribution in rat bone in the presence of GdDTPA at 1 hr,1,CHEMBL618731,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7730,,Bone,,1,N,50597,10000001.0,Biodistribution in rat bone in the presence of GdDTPA at 30 min,1,CHEMBL618732,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7731,,Bone,,1,N,50597,10000001.0,Biodistribution in rat bone in the presence of GdDTPA at 4 hr,1,CHEMBL618733,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7732,,Bone,,1,N,50597,10000001.0,Biodistribution in rat bone in the presence of GdDTPA-BDP at 15 min,1,CHEMBL618734,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7733,,Bone,,1,N,50597,10000001.0,Biodistribution in rat bone in the presence of GdDTPA-BDP at 1 hr,1,CHEMBL618735,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7734,,Bone,,1,N,50597,10000001.0,Biodistribution in rat bone in the presence of GdDTPA-BDP at 30 min,1,CHEMBL876602,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7735,,Bone,,1,N,50597,10000001.0,Biodistribution in rat bone in the presence of GdDTPA-BDP at 4 hr,1,CHEMBL618736,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7736,,Bone,,1,N,50597,10000001.0,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 15 min,1,CHEMBL618737,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7737,,Bone,,1,N,50597,10000001.0,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 1 hr,1,CHEMBL618738,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7738,,Bone,,1,N,50597,10000001.0,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 30 min,1,CHEMBL618739,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7739,,Bone,,1,N,50597,10000001.0,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 4 hr,1,CHEMBL618740,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7740,,Bone,,1,N,50597,10000001.0,Biodistribution in rat bone in the presence of NAC Gd/0.01 M GdDTPA-HPDP,1,CHEMBL618741,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7741,,Bone,,1,N,50597,10000001.0,Biodistribution in rat bone in the presence of NCA Gd/0.01 M lip,1,CHEMBL618742,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7742,,Bone,,1,N,50597,10000001.0,Biodistribution in rat bone in the presence of NCAGd/0.01 M lig,1,CHEMBL618743,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7743,,Plasma,,1,N,50597,1969.0,Half-life from rat plasma at a single oral dose of 25 mg/kg,1,CHEMBL618744,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7744,,,,1,N,50597,,Half-life in male rat,1,CHEMBL618745,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
7745,,,,1,N,50597,,Half-life in rat after peroral administration at 10 mg/kg concentration,1,CHEMBL620479,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7746,,,,1,N,50597,,Half-life in rat after peroral administration at 5 mg/kg concentration,1,CHEMBL620480,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7747,,,,1,N,50597,,Half-life in rat at a dose of 3 mg/kg,1,CHEMBL620481,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7748,,,,1,N,50597,,Half-life was evaluated in rats,1,CHEMBL620482,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
7749,,,,1,N,50597,,Half-life was measured in rat,1,CHEMBL876603,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
7750,,,,1,N,50597,,Half-life period for the compound was determined in rats at 50 mg/kg dose,1,CHEMBL620483,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7751,,,,1,N,50597,,Half-life period in rats after intravenous administration at 5 mg/kg,1,CHEMBL620484,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7752,,,,1,N,50597,,Half-life period in rat at 10 mg/kg,1,CHEMBL620485,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7753,,,,1,N,50597,,"Half-life period was determined in rats at 10 mg/kg, p.o. dose",1,CHEMBL620486,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7754,,,,1,N,50597,,"Half-life period was determined in rats at 20 mg/kg, i.p. dose",1,CHEMBL620487,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7755,,,,1,N,50597,,"Half-life period was determined in rats at 2 mg/kg, i.v. dose",1,CHEMBL620488,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7756,,,,1,N,50597,,Half-life time in rat the dose of 2 mg/kg,1,CHEMBL620489,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7757,,,,1,N,50597,,Half-life was estimated from the elimination phase of the oral [C] vs time curves in 4 rats,1,CHEMBL620490,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7758,,,,1,N,50597,,In vivo activity against Staphylococcus aureus when administered orally for 1 hr in rat at a dose of 15 mg/kg,1,CHEMBL620491,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7759,,Plasma,,1,N,50597,1969.0,"In vivo half life of compound in rat plasma after a oral dose of 10 mg/kg (in water, N=4)",1,CHEMBL876604,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7760,,,,1,N,50597,,Oral half life was determined,1,CHEMBL620492,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7761,,,,1,N,50597,,"Pharmacokinetic Parameter, half life period measured in Female Wistar Rats at 100 mg/kg by po administration",1,CHEMBL620493,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7762,,,,1,N,50597,,Pharmacokinetic property (t1/2) in rat,1,CHEMBL620494,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7763,,Plasma,,1,N,50597,1969.0,Plasma elimination half-life was determined,1,CHEMBL620495,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
7764,,Plasma,,1,N,50597,1969.0,Plasma elimination half-life was determined in female Sprague-Dawley rats following intravenous (iv) administration of drug (1 mg/kg).,1,CHEMBL620496,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7765,,Plasma,,1,N,50597,1969.0,Plasma half life was observed after intravenous administration in rat,1,CHEMBL620497,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7766,,Plasma,,1,N,50597,1969.0,Plasma half-life was determined,1,CHEMBL620498,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
7767,,Plasma,,1,N,50597,1969.0,Plasma half-life following oral administration in Fisher rats,1,CHEMBL620499,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7768,,Plasma,,1,N,50597,1969.0,Plasma half-life in rat,1,CHEMBL620500,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
7769,,Plasma,,1,N,50597,1969.0,Plasmatic Half-life after intravenous administration to rat,1,CHEMBL873809,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7770,,,,1,N,50597,,T1/2 (half life) of compound after 2 hr iv infusion of 8.4 mg/kg in three rat,1,CHEMBL620501,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7771,,,,1,N,50597,,Terminal half life after intravenous administration (1 mg/kg) in rat,1,CHEMBL620502,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7772,,,,1,N,50597,,Terminal half life in Rat at a oral dose of 5 mg/kg,1,CHEMBL620503,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7773,,,,1,N,50597,,Terminal phase half-life was evaluated in vivo in rat at a dose of 5 mg/kg by intra venous administration,1,CHEMBL620504,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
