miller2_FiscalYear,miller2_SectionID,miller2_BranchName,miller2_DisabilityIssues(marker),miller2_OrganisationSub-class,miller2_CountryRegionName,miller2_ProjectBrowserCountryID,miller2_SectorPercent,miller2_AmountSpent,miller2_EnviromentalSustainability(marker),miller2_Biodiversity(marker),miller2_FundCentreID,miller2_FSTCPercent,miller2_SectorName,miller2_SectionName,miller2_ChildrenIssues(marker),miller2_CIDABusinessDeliveryModel(old),miller2_BranchID,miller2_TradeDevelopment(marker),miller2_CountryRegionID,miller2_ProgrammingProcess(new),miller2_ProjectNumber,miller2_GenderEquality(marker),miller2_OrganisationID,miller2_IndigenousIssues(marker),miller2_Desertification(marker),miller2_ParticipatoryDevelopmentAndGoodGovernance,miller2_UrbanIssues(marker),miller2_YouthIssues(marker),miller2_ICTAsAToolForDevelopment(marker),miller2_KnowledgeForDevelopment(marker),miller2_OrganisationName,miller2_OrganisationType,miller2_OrganisationClass,miller2_ContinentID,miller2_ContinentName,miller2_CountryRegionPercent,miller2_SectorID
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Central Afr.Rep,CF,0.1,17100.0,1,0,5461,0.1,Food crop production,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,CF,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,2,Africa,0.0057,31161
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Central Afr.Rep,CF,0.1,17100.0,1,0,5461,0.1,Agricultural extension,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,CF,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,2,Africa,0.0057,31166
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Central Afr.Rep,CF,0.1,17100.0,1,0,5461,0.1,Agricultural research,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,CF,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,2,Africa,0.0057,31182
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Central Afr.Rep,CF,0.1,17100.0,1,0,5461,0.1,Agricultural services,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,CF,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,2,Africa,0.0057,31191
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Central Afr.Rep,CF,0.1,17100.0,1,0,5461,0.1,Agricultural financial services,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,CF,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,2,Africa,0.0057,31193
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Djibouti,DJ,0.2,24000.0,1,0,5461,0.1,Agricultural policy and administrative management,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,DJ,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,2,Africa,0.004,31110
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Djibouti,DJ,0.2,24000.0,1,0,5461,0.1,Agricultural development,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,DJ,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,2,Africa,0.004,31120
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Djibouti,DJ,0.1,12000.0,1,0,5461,0.1,Agricultural inputs,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,DJ,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,2,Africa,0.004,31150
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Djibouti,DJ,0.1,12000.0,1,0,5461,0.1,Food crop production,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,DJ,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,2,Africa,0.004,31161
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Djibouti,DJ,0.1,12000.0,1,0,5461,0.1,Agricultural extension,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,DJ,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,2,Africa,0.004,31166
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Djibouti,DJ,0.1,12000.0,1,0,5461,0.1,Agricultural research,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,DJ,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,2,Africa,0.004,31182
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Djibouti,DJ,0.1,12000.0,1,0,5461,0.1,Agricultural services,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,DJ,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,2,Africa,0.004,31191
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Djibouti,DJ,0.1,12000.0,1,0,5461,0.1,Agricultural financial services,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,DJ,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,2,Africa,0.004,31193
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Ethiopia,ET,0.2,1332000.0,1,0,5461,0.1,Agricultural policy and administrative management,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,ET,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,2,Africa,0.222,31110
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Ethiopia,ET,0.2,1332000.0,1,0,5461,0.1,Agricultural development,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,ET,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,2,Africa,0.222,31120
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Ethiopia,ET,0.1,666000.0,1,0,5461,0.1,Agricultural inputs,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,ET,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,2,Africa,0.222,31150
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Ethiopia,ET,0.1,666000.0,1,0,5461,0.1,Food crop production,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,ET,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,2,Africa,0.222,31161
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Ethiopia,ET,0.1,666000.0,1,0,5461,0.1,Agricultural extension,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,ET,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,2,Africa,0.222,31166
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Ethiopia,ET,0.1,666000.0,1,0,5461,0.1,Agricultural research,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,ET,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,2,Africa,0.222,31182
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Ethiopia,ET,0.1,666000.0,1,0,5461,0.1,Agricultural services,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,ET,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,2,Africa,0.222,31191
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Ethiopia,ET,0.1,666000.0,1,0,5461,0.1,Agricultural financial services,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,ET,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,2,Africa,0.222,31193
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Guinea,GN,0.2,48600.0,1,0,5461,0.1,Agricultural policy and administrative management,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,GN,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,2,Africa,0.0081,31110
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Guinea,GN,0.2,48600.0,1,0,5461,0.1,Agricultural development,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,GN,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,2,Africa,0.0081,31120
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Guinea,GN,0.1,24300.0,1,0,5461,0.1,Agricultural inputs,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,GN,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,2,Africa,0.0081,31150
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Guinea,GN,0.1,24300.0,1,0,5461,0.1,Food crop production,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,GN,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,2,Africa,0.0081,31161
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Guinea,GN,0.1,24300.0,1,0,5461,0.1,Agricultural extension,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,GN,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,2,Africa,0.0081,31166
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Guinea,GN,0.1,24300.0,1,0,5461,0.1,Agricultural research,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,GN,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,2,Africa,0.0081,31182
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Guinea,GN,0.1,24300.0,1,0,5461,0.1,Agricultural services,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,GN,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,2,Africa,0.0081,31191
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Guinea,GN,0.1,24300.0,1,0,5461,0.1,Agricultural financial services,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,GN,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,2,Africa,0.0081,31193
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Guinea-Bissau,GW,0.2,24000.0,1,0,5461,0.1,Agricultural policy and administrative management,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,GW,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,2,Africa,0.004,31110
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Guinea-Bissau,GW,0.2,24000.0,1,0,5461,0.1,Agricultural development,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,GW,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,2,Africa,0.004,31120
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Guinea-Bissau,GW,0.1,12000.0,1,0,5461,0.1,Agricultural inputs,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,GW,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,2,Africa,0.004,31150
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Guinea-Bissau,GW,0.1,12000.0,1,0,5461,0.1,Food crop production,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,GW,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,2,Africa,0.004,31161
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Guinea-Bissau,GW,0.1,12000.0,1,0,5461,0.1,Agricultural extension,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,GW,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,2,Africa,0.004,31166
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Guinea-Bissau,GW,0.1,12000.0,1,0,5461,0.1,Agricultural research,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,GW,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,2,Africa,0.004,31182
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Guinea-Bissau,GW,0.1,12000.0,1,0,5461,0.1,Agricultural services,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,GW,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,2,Africa,0.004,31191
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Guinea-Bissau,GW,0.1,12000.0,1,0,5461,0.1,Agricultural financial services,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,GW,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,2,Africa,0.004,31193
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Honduras,HN,0.2,48600.0,1,0,5461,0.1,Agricultural policy and administrative management,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,HN,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,1,America,0.0081,31110
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Honduras,HN,0.2,48600.0,1,0,5461,0.1,Agricultural development,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,HN,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,1,America,0.0081,31120
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Honduras,HN,0.1,24300.0,1,0,5461,0.1,Agricultural inputs,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,HN,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,1,America,0.0081,31150
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Honduras,HN,0.1,24300.0,1,0,5461,0.1,Food crop production,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,HN,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,1,America,0.0081,31161
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Honduras,HN,0.1,24300.0,1,0,5461,0.1,Agricultural extension,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,HN,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,1,America,0.0081,31166
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Honduras,HN,0.1,24300.0,1,0,5461,0.1,Agricultural research,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,HN,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,1,America,0.0081,31182
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Honduras,HN,0.1,24300.0,1,0,5461,0.1,Agricultural services,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,HN,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,1,America,0.0081,31191
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Honduras,HN,0.1,24300.0,1,0,5461,0.1,Agricultural financial services,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,HN,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,1,America,0.0081,31193
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Haiti,HT,0.2,72600.0,1,0,5461,0.1,Agricultural policy and administrative management,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,HT,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,1,America,0.0121,31110
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Haiti,HT,0.2,72600.0,1,0,5461,0.1,Agricultural development,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,HT,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,1,America,0.0121,31120
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Haiti,HT,0.1,36300.0,1,0,5461,0.1,Agricultural inputs,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,HT,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,1,America,0.0121,31150
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Haiti,HT,0.1,36300.0,1,0,5461,0.1,Food crop production,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,HT,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,1,America,0.0121,31161
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Haiti,HT,0.1,36300.0,1,0,5461,0.1,Agricultural extension,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,HT,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,1,America,0.0121,31166
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Haiti,HT,0.1,36300.0,1,0,5461,0.1,Agricultural research,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,HT,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,1,America,0.0121,31182
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Haiti,HT,0.1,36300.0,1,0,5461,0.1,Agricultural services,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,HT,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,1,America,0.0121,31191
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Haiti,HT,0.1,36300.0,1,0,5461,0.1,Agricultural financial services,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,HT,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,1,America,0.0121,31193
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Kenya,KE,0.2,266400.0,1,0,5461,0.1,Agricultural policy and administrative management,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,KE,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,2,Africa,0.0444,31110
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Kenya,KE,0.2,266400.0,1,0,5461,0.1,Agricultural development,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,KE,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,2,Africa,0.0444,31120
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Kenya,KE,0.1,133200.0,1,0,5461,0.1,Agricultural inputs,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,KE,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,2,Africa,0.0444,31150
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Kenya,KE,0.1,133200.0,1,0,5461,0.1,Food crop production,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,KE,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,2,Africa,0.0444,31161
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Kenya,KE,0.1,133200.0,1,0,5461,0.1,Agricultural extension,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,KE,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,2,Africa,0.0444,31166
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Kenya,KE,0.1,133200.0,1,0,5461,0.1,Agricultural research,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,KE,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,2,Africa,0.0444,31182
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Kenya,KE,0.1,133200.0,1,0,5461,0.1,Agricultural services,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,KE,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,2,Africa,0.0444,31191
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Kenya,KE,0.1,133200.0,1,0,5461,0.1,Agricultural financial services,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,KE,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,2,Africa,0.0444,31193
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Kyrgyzstan,KG,0.2,48600.0,1,0,5461,0.1,Agricultural policy and administrative management,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,KG,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,3,Asia,0.0081,31110
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Kyrgyzstan,KG,0.2,48600.0,1,0,5461,0.1,Agricultural development,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,KG,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,3,Asia,0.0081,31120
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Kyrgyzstan,KG,0.1,24300.0,1,0,5461,0.1,Agricultural inputs,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,KG,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,3,Asia,0.0081,31150
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Kyrgyzstan,KG,0.1,24300.0,1,0,5461,0.1,Food crop production,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,KG,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,3,Asia,0.0081,31161
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Kyrgyzstan,KG,0.1,24300.0,1,0,5461,0.1,Agricultural extension,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,KG,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,3,Asia,0.0081,31166
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Kyrgyzstan,KG,0.1,24300.0,1,0,5461,0.1,Agricultural research,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,KG,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,3,Asia,0.0081,31182
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Kyrgyzstan,KG,0.1,24300.0,1,0,5461,0.1,Agricultural services,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,KG,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,3,Asia,0.0081,31191
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Kyrgyzstan,KG,0.1,24300.0,1,0,5461,0.1,Agricultural financial services,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,KG,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,3,Asia,0.0081,31193
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Cambodia,KH,0.2,24000.0,1,0,5461,0.1,Agricultural policy and administrative management,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,KH,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,3,Asia,0.004,31110
2009/2010,S5460,MFM Global Issues and Development,0,IFI,Cambodia,KH,0.2,24000.0,1,0,5461,0.1,Agricultural development,*Bretton Woods Inst Fin Prog,0,Responsive,B5100,1,KH,Uncoded: Pre-APP,M013185001,1,1001306,0,0,0,0,0,0,0,World Bank,Foreign Non-Profit Making,Multilateral,3,Asia,0.004,31120
