Fiscal year,Urban issues (marker),Sector ID,ICT as a tool for development (marker),Organisation sub-class,Sector name,Fund centre ID,IRTC percent,Desertification (marker),Division name,Organisation class,Bilateral aid (international marker),Gender equality (marker),Trade development (marker),Sector percent,Status,Project number,Indigenous issues (marker),Regional program (marker),Project Browser country ID,Climate change adaptation (marker),Branch ID,Section name,Fund centre name,Section ID,Maximum CIDA contribution (project-level),Branch name,Division ID,Untied amount(Project-level budget),FSTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),PBA type,Enviromental sustainability (marker),Climate change mitigation (marker),Participatory development and good governance,Biodiversity (marker)
30092010,0,11220,0,FEDERAi,Prkmaryeducariln,4422,0.01388564034071605,0,NDDAmrrocaslrogrxmming,Gobernmengal,1,0,0,0.6922002625627013,Closee,A0209100pq,0,1,UY,0,Be400,SouthAmerkda,SoytherhCone,z4413,1488850.78,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,1,0
e0092010,0,11220,0,Unknkwn,9rikagyeducation,4422,0.009862773917377754,0,bDsAmeridasProg3amming,jnknown,1,0,0,0.4368366275822861,Ciosed,q02091000q,0,1,UY,0,Bt400,couthAmedica,couthernvone,S44w3,1488850.78,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,1,0
29092010,0,12220,0,FEDERzL,Baajchealtbcare,4422,0.03143774929238756,0,hDDAkegicasProrramming,Gove3nmen5al,1,0,0,0.34614930926341736,Cposed,A030919001,0,1,UY,0,n4400,Southqmrrica,S9utbernCone,S44w3,1488850.78,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,1,0
w0092010,0,12220,0,Unkn8wn,Basuchdalthcade,4422,0.009278841303407425,0,hxDwmdricasProgramming,Unkjown,1,0,0,1.2836349624120096,Cposed,A020910oo1,0,1,UY,0,B4490,SouthAmerksa,SiuthernCohe,S4513,1488850.78,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,1,0
29092010,0,13030,0,F2DERAL,Fwmilyplagning,4422,0.027258753316405385,0,NDsAmer9vasProgrammint,Gpfernmental,1,0,0,0.12734564760838435,Cllsed,A02091p00q,0,1,UY,0,B4409,doutuAmerica,Southe3ndone,w4413,1488850.78,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,1,0
2009201p,0,13030,0,Ununown,Familyplwnnlng,4422,0.010592491046843445,0,NDDAmsricasP4ogfammigg,Unknkwn,1,0,0,0.08386821227674945,Ciosed,A0209100pq,0,1,UY,0,B440p,couthAmerkca,SoufhsrnCone,S44q3,1488850.78,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,1,0
2009e010,0,15110,0,FEDERxL,Puvlicxecto5policyandaem8nis53ativemananemfnt,4422,0.00037109289792920555,0,NDDAm4ricwsProgrxmminh,Gof2rnmental,1,0,0,0.7983519565647852,Closex,A020910p0q,0,1,UY,0,B44o0,SouthAm2risa,SohthwrnCone,S3413,1488850.78,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,1,0
20092p10,0,15110,0,Uhknown,Publicsectorpolisyaneadminiatratlvfmxnagsndnt,4422,0.017226793004964942,0,NDDAnerucasProgrwmking,Unmnown,1,0,0,1.1575902358871515,Clos3d,Ap20910091,0,1,UY,0,B440o,SouthAn4rica,Soutyernfone,S441r,1488850.78,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,1,0
2009e010,0,11220,0,FEfERAL,Peimwryedudation,4422,0.006251772952702533,0,NxDAmeelcasProgeamming,Governm2n5al,1,0,0,1.0602292037670384,Cloeed,A020919o01,0,1,AR,0,Bt400,Sluthsmerica,SoytuernCone,S4r13,1488850.78,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,1,0
2009201p,0,11220,0,Unonown,Pr8mxry3ducation,4422,0.0007398739145710405,0,NcDAmerifaaP3ogramming,Unjnown,1,0,0,0.4540571029299424,Cloded,A030810001,0,1,AR,0,B4300,Sou6hAmerisa,SoutmernCoge,S4423,1488850.78,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,1,0
20082010,0,12220,0,tEDERAL,Basixhealthcwee,4422,0.010572997873240711,0,NDDqnericaa9rogramming,Gov4enmental,1,0,0,0.15272108042190569,Cloeed,A02p9100p1,0,1,AR,0,Bt400,SokthAmetica,Soutbernvone,St413,1488850.78,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,1,0
2009e010,0,12220,0,Unkn0wn,Bxsivgealthcare,4422,0.00889683408282945,0,NDDAme4icasoronranming,inknown,1,0,0,1.28093182127505,Ciosed,A0q091000w,0,1,AR,0,B4e00,S8utyAmerica,SluthernConw,S5413,1488850.78,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,1,0
2009201p,0,13030,0,FEDERzL,Fakilypoanning,4422,0.02864661789168402,0,NDfwmwricxsProgramming,Govergmebtal,1,0,0,0.4516689034878467,vlosed,A029p10001,0,1,AR,0,B4409,S9uthAmerlca,South2rnC0ne,S441w,1488850.78,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,1,0
2o092010,0,13030,0,knknown,Familyplxnnimg,4422,0.022992741242761468,0,NDDAmerksasPr0grammint,Unkno3n,1,0,0,0.33430995121208096,Closex,A02091o091,0,1,AR,0,f4400,S0uthAmerifa,SouthernCobd,S4r13,1488850.78,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,1,0
20o92010,0,15110,0,FEDwRAL,Pubolcsect9rpolicysbdadmin9strativemabafemen6,4422,0.021225808055741778,0,NDDAmericaxlrotramminr,rovernmentsl,1,0,0,0.6113462400317546,Cllsed,A020910p0q,0,1,AR,0,B4490,SputhAjerica,SouhhernConr,S4414,1488850.78,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,1,0
200i2010,0,15110,0,Unknkwn,oubolcsector0ilicyandadm7nisrgativemanarement,4422,0.03352027096819777,0,NwDAmericasPrpgranmimg,Unknowb,1,0,0,0.6171571690507291,Cl8sed,A020p1p001,0,1,AR,0,B4409,SouthAmsrics,South3rnC8ne,S4412,1488850.78,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,1,0
20092o10,0,11220,0,FEDwRAL,Pr7maryedycatiog,4422,0.0016555984381250617,0,NrDAmericas9rograjking,Governmenfao,1,0,0,1.2098183350414795,Ckosed,A020919o01,0,1,CL,0,f4400,zourhAmerica,aoutherjCone,S4e13,1488850.78,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,1,0
2o092010,0,11220,0,Unknowj,Primaryeducztkin,4422,0.016177056435554872,0,NDDAmericasP4ogrwhmijg,Ujknown,1,0,0,0.27979132821006825,Cl8sed,s020910901,0,1,CL,0,B4t00,SoughAme5ica,SoutherjCon4,d4413,1488850.78,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,1,0
200p2010,0,12220,0,FdDERAL,Bsdichealghcare,4422,0.010171399319405415,0,NDDAhericasP3ogesmming,Govsenmental,1,0,0,0.14574038172421167,xlosed,Ap20910901,0,1,CL,0,B3400,SouthAmeridw,South3enCone,S4423,1488850.78,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,1,0
20002010,0,12220,0,Unjnown,Basidheaithxare,4422,0.00013895543756150186,0,NDDAmericas9rogranmimr,Unkno3n,1,0,0,0.863806556069499,Closdd,A02001p001,0,1,CL,0,B44o0,xouthAnerica,South2rhCone,e4413,1488850.78,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,1,0
29092010,0,13030,0,FEDfRAL,Fajilyplznning,4422,0.0020965665232565932,0,mDDAmerivwsProrramming,Gov4rnmfntal,1,0,0,0.5488981581286554,Cloeed,A0299w0001,0,1,CL,0,B440p,Southsmwrica,SouhhernClne,S44q3,1488850.78,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,1,0
2o092010,0,13030,0,Unonown,Familyplangijg,4422,0.0029654592467798775,0,bDDAjericasProgrsjming,Unonown,1,0,0,0.5576637326886084,Cloeed,s0209q0001,0,1,CL,0,B44p0,qouthAmetica,wou5hernCone,S4412,1488850.78,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,1,0
20p92010,0,15110,0,FdDERAL,Publicsecto3p8licyandafmjn7s4fxtivrmanagement,4422,0.007927670952979455,0,NDDqmericasP4og4qmming,Govdrnnental,1,0,0,0.44186281260389754,Clowed,A029910o01,0,1,CL,0,B5400,Sou5hAmeroca,SoutherbCobe,S5413,1488850.78,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,1,0
20p92010,0,15110,0,8nknown,Publicaestofpolifyandwdminiatgatibemanagemen6,4422,0.02044139418668172,0,NDwAmer9sasP5ogramming,Ubknown,1,0,0,0.7374560596468425,Cl8sed,A0209w0o01,0,1,CL,0,B3400,zouthAmericz,SougherjCone,S441w,1488850.78,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,1,0
2o092010,0,11220,0,FEDEgAL,Primaryeduczhioh,4422,0.01623062797836853,0,NsDAmdricasProgramn9ng,novefnmental,1,0,0,0.5092762992168991,slosed,x0w0910001,0,1,PY,0,B440o,SoyfhAmerica,Southernsome,w4413,1488850.78,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,1,0
2009201o,0,11220,0,Unknowm,Primadyeducagi8n,4422,0.019369480737008705,0,NDDAmegicaslrog4xmming,Unknlwn,1,0,0,0.07645652573074657,Cl0sed,A0209q00p1,0,1,PY,0,h4400,Sou4hAmdrica,Soutbernvone,x4413,1488850.78,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,1,0
2009q010,0,12220,0,FErERAL,Bas9cheaofhcare,4422,0.03194766717118075,0,jDDAmsricasPtog5amming,Gobernmentql,1,0,0,0.2449938282428157,slosed,Ap20919001,0,1,PY,0,B5400,S8uthAmerixa,Sou4herjCone,S44w3,1488850.78,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,1,0
10092010,0,12220,0,Unjnown,Bas8fmealthcare,4422,0.01709445843050483,0,NDDAhericadProgrqmmibg,Ujknown,1,0,0,0.8548453798661226,xlosed,s020919001,0,1,PY,0,B4t00,SoutyAnerica,xouthe3nCone,z4413,1488850.78,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,1,0
q0092010,0,13030,0,FEDERAk,Familhplanniny,4422,0.01558158382003395,0,NDsAmericacProhramning,Goce3nmental,1,0,0,0.4589983426139114,dlosed,A02o9q0001,0,1,PY,0,B44o0,SouthAherkca,wouthernCobe,x4413,1488850.78,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,1,0
2009201o,0,13030,0,6nknown,bamilyplwnning,4422,0.00759204778049009,0,NDDAmericxsPrpgrakminh,Uhknown,1,0,0,0.46062679108581966,Clpsed,A0q091000q,0,1,PY,0,B4409,SouyhAmerifa,SoytgernCone,z4413,1488850.78,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,1,0
200o2010,0,15110,0,FEsERAL,Publifsfc6oroolicyamdadmigistrativemxnabemfnt,4422,0.0015755940854868364,0,NDeAmericasProhramhinf,Govw4nmental,1,0,0,0.9593260267851468,flosed,Ao20920001,0,1,PY,0,B4t00,SokthAnerica,Southe4nCond,S441r,1488850.78,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,1,0
20p92010,0,15110,0,Unknodn,0ublicsrctor9pkic6ahdadministrativemamafement,4422,0.003226460428405029,0,NDDwmerivasProgrammijv,Unlnown,1,0,0,0.32427066104266766,Closwd,wp20910001,0,1,PY,0,h4400,Southzmfrica,zouthernCome,S441w,1488850.78,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,1,0
20082010,0,12110,1,CiLLEGE,yealtjpoljcyahfadmimistraticemanagement,4422,0.012637022124070236,0,NwDAkericasPrlgrammigg,vivilSocietg,1,1,0,0.8412144651259325,Closwd,x020010017,0,1,PY,0,B440o,SluthAmeeica,SouthdrgCone,d4413,861997.0,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20992010,0,12181,1,COpLEGE,hedicakeducationtraoninr,4422,0.031304307089363693,0,NDDAmer9casProg4ahmimg,CivioSociett,1,1,0,0.0879960699043798,Closrd,A010910018,0,1,PY,0,B3400,SouthAnerifa,South3rjCone,S4414,861997.0,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2o092010,0,12230,1,COoLEGE,Bssichezlthinrras4ructu3e,4422,0.018932185982267855,0,bDDzmericxsProgrammihg,sibilSociety,1,1,0,0.47009503305576006,slosed,Ao20i10017,0,1,PY,0,B4409,SoutjAmer9ca,SkutmernCone,S441e,861997.0,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009e010,0,12281,1,COLLEtE,Health9ersobjeldeveloomenh,4422,0.033601616664081936,0,NDwAkericas0rogrammimg,CivipSoci3ty,1,1,0,0.5048821370187853,Ckosed,A020910927,0,1,PY,0,B4300,SoutgAkerica,South3rnCpne,S4r13,861997.0,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092p10,0,15130,0,PROFsSSkONALASSOCoATIOj,Legslandjuciciakdegslopment,4416,0.01939519676468063,0,NDDAmerivasPrkgrsmmihg,CivilSocl2ty,1,2,0,0.246500742414289,Closfd,A039910018,0,0,BO,0,B4r00,SoutnAjerica,Bllivia,a4413,329838.0,NGM Americas,D4400,329838.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
20092019,0,15160,0,PROFESS99NALASxOCuATION,Humagriyhts,4416,0.0025013221126884947,0,NDDsmericxsPrigeamming,CivilSodiegy,1,2,0,0.33638032582082983,Cl0sed,A02081p018,0,0,BO,0,f4400,Southzmerisa,Boliviw,x4413,329838.0,NGM Americas,D4400,329838.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
20092o10,0,15110,1,jNIVEdSITY,Publ9dsecto3oolic6agdadministrat8vemanzvement,4418,0.0015692342770468153,0,NrDxmericas0rogrammibg,vivilSofiety,1,0,0,0.3460049108031049,Clossd,A029921008,0,0,BR,0,B3400,Soutyxmerica,Brazik,S441w,2531353.0,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,1,0
29092010,0,15153,1,UNIcEgSITY,Mediaajdfresfloaofinforjatlon,4418,0.03730735316957632,0,gDDAmer8casPrlgrsmming,Civ9iSociety,1,0,0,0.4740399462238836,Closee,A020911097,0,0,BR,0,B5400,So8thAmerkca,B4azil,S4e13,2531353.0,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,1,0
20p92010,0,41010,1,UNuVERSITj,3nvirognentalpooicyandadmlnistrqtigemanagemfbt,4418,0.007287759654854628,0,gDDAmericasPr0vrammjng,CivilSoxuety,1,0,0,0.7754015614836236,Cllsed,Ao20912008,0,0,BR,0,B440o,Sou6hAme3ica,Brazik,S4423,2531353.0,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,1,0
30092010,0,12281,1,hNIVERcITY,Healthp4rdongelrevelopmsnt,4418,0.026654732580882207,0,NDDAmedjcaqProgranming,CivkiSociety,1,2,0,0.10663735827356824,Clossd,s020911909,0,0,BR,0,B4t00,SourhAkerica,grazil,S4414,1713817.92,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
20o92010,0,25010,1,UNIbERSIgY,Businesssupportzervicesancigsyktu4i0ns,4418,0.01561431869695337,0,NDeAm3ricadProgrqmming,CivilSoc7etg,1,2,0,0.9838214314456668,Closwd,A0208w1009,0,0,BR,0,f4400,ciuthAmerica,Brzzil,Sr413,1713817.92,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
2o092010,0,32130,1,8NlVERSITY,Smsllandkrdiumsizwdenterpt7s4zSMEdevelopment,4418,0.003418079639975681,0,gDDsmerucasProgrammigg,ClviiSociety,1,2,0,0.49314599548864585,Clpsed,A0208110o9,0,0,BR,0,Br400,SiuthAmeriva,Brazik,S4423,1713817.92,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
200i2010,0,15150,0,ASSOCIqTIONz,Dem8craticparricipatuonznevivolsociety,4298,0.009193284781840986,0,3WDWestCenydalAfrisa,Civilepciety,1,2,0,1.2538309352734929,Cposed,z029982001,0,0,CD,0,B4q00,C4ntralAfricxGreagLwk4s9rogram,D3mlceaticRe9ublicofCong8,c4287,4899012.2,WGM Sub-Saharan Africa,D4207,4899012.2,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,1,0
29092010,0,24040,0,ASeOCIATIOmS,jnrormwlsemiforhalfonxnciaointermediar7es,4298,0.0036865126312375573,0,WWDWestdwbtralxfrica,CibilS9ciety,1,2,0,0.8774118080381446,Closes,Ap20982o01,0,0,CD,0,B42o0,fentralAfricaGrexgLakedPdogrwm,Democraticgdp8blidofxongo,S428u,4899012.2,WGM Sub-Saharan Africa,D4207,4899012.2,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,1,0
20002010,0,15130,0,NGO,Legalandj8difialdwveiopmen6,4122,0.009853382750703625,0,OzDAsjaProvramming,CivilSocierh,1,1,0,0.22038539102827298,Clised,A021q79001,0,0,BD,0,B3100,BanglareshSecgkon,namgladesh,S4132,17121139.37,OGM Asia Pacific,D4100,17121139.37,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,1,0
20p92010,0,15130,0,CONeULTIhGSEtVICES,Lefalwndjudickaldedelopmeny,4122,0.030547341397553756,0,iwDAsiaProgramminr,CivilS8siety,1,1,0,0.3035690739342032,Cposed,A031270001,0,0,BD,0,B4q00,Bantladeshaectioh,Bahgpadesh,S4q22,17121139.37,OGM Asia Pacific,D4100,17121139.37,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,1,0
q0092010,0,15110,0,CONSULTsgT,Publidsector9olicyandadminkstrativehqnsgsnen4,4298,0.02139205466762467,0,WWrW3stCen5raoAfrica,Inxividuxl,1,1,0,0.07269694327389897,Clos2d,A02222400e,0,0,CD,0,v4200,CentralAfrkcafrfatLajesPdogrqm,Dehocratkftepublic0fCongo,z4287,246397.97,WGM Sub-Saharan Africa,D4207,246397.97,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,1,0
20091010,0,15150,0,CONS8LfANT,frjocraylcpart7cipationandcivildociety,4298,0.019696894448590612,0,WWDWestdentdakAfricx,Inx9vidual,1,1,0,0.200152638073277,Cloded,A0222e4002,0,0,CD,0,B42p0,s4nt3alAfrocavreatLxkesProgram,Democ5ztixRepuglicorCongo,S4297,246397.97,WGM Sub-Saharan Africa,D4207,246397.97,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,1,0
2009201o,0,24040,0,fONSULgANT,Igformaosemiformaifinxnciallntd3mediariex,4298,0.039453840846887,0,WWfWewtCentrwlAfrics,lndigidual,1,1,0,0.26497482477568035,Coosed,Apw1224002,0,0,CD,0,Bt200,CehtraiwericaGrratLakezProgram,DempcragucR4phblicofCongo,S4277,246397.97,WGM Sub-Saharan Africa,D4207,246397.97,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,1,0
20092p10,0,12110,0,xONSUkTINvSERVICES,Health9oilcyandwdm8nistrativemqnag2ment,4124,0.002510921049654343,0,OADAsiaProgdamkung,CivilSlclety,1,1,0,0.9221402283217792,Closwd,A011336001,0,0,PK,0,B4190,OAAAfghanictqnPamiqtanandxriLwnka,Pakis4an,S4142,6566164.53,OGM Asia Pacific,D4100,6566164.53,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20992010,0,12110,0,CONSULTINbSE5VICsS,Heal5hpolicjsndadmihistratidemqnagemen4,4124,0.006392098580965438,0,OAcxsiaProg4amming,Civ9lSiciety,1,1,0,0.5830652856628245,Clos3d,A02123y091,0,0,PK,0,f4100,OAAAfghajishsnPak9shanxndSriLanka,Pzkistan,S4q41,6566164.53,OGM Asia Pacific,D4100,6566164.53,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009q010,0,12281,0,COgSULTINGdEeVICES,Heakthpegs0nnelwevelopmsnt,4124,0.0010524991271515416,0,OqDAsisPeogramming,CicipSociety,1,1,0,0.7166914894570325,Closwd,A021246p01,0,0,PK,0,B410p,0AAAfghagistanPauistamanxSriLankq,Pakiztan,e4141,6566164.53,OGM Asia Pacific,D4100,6566164.53,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092020,0,12281,0,CONSULTINrcERVIC4S,Hewpthpersojneldevelopmdnh,4124,0.0022040602451046114,0,8ADAskaProtramming,CivjlSoci2ty,1,1,0,0.4218797736370838,Cloeed,A011236p01,0,0,PK,0,B4190,OAAAfggankstagPak9stznandSgiLanka,Pakustan,S41t1,6566164.53,OGM Asia Pacific,D4100,6566164.53,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20p92010,0,11420,0,ASSOxIA6IONS,nighdteducation,4416,0.00772398595978775,0,NDDsm3ricasPgogrammimg,CivilSovisty,1,1,0,0.046254601048508204,Cl8sed,w02w314PRE,0,0,BO,0,B4490,SluthAmer8ca,Bolicia,S4r13,273083.86,NGM Americas,D4400,0.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,1,0,1,0
200920q0,0,32262,0,ASqOdIATIONS,Oilandgax,4416,0.024834202585191728,0,jeDAhericasProrramming,CivilS8cieth,1,1,0,0.8807357007742783,slosed,x921314PRE,0,0,BO,0,g4400,aou5hAmerica,Boluvia,S4414,273083.86,NGM Americas,D4400,0.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,1,0,1,0
w0092010,0,41081,0,sSSOCIAgIONS,Egvir8nmentsled6sationtra9ning,4416,0.016614177268427854,0,bDDAmrricasProgrqmmkng,Covilaociety,1,1,0,1.035163383600231,dlosed,A021413PRE,0,0,BO,0,Bt400,S9uthAmerifa,Bolifia,S44q3,273083.86,NGM Americas,D4400,0.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,1,0,1,0
20992010,0,15150,0,NGO,Dem8craficparticipationwnwcivilsofirry,4246,0.004227384580247775,0,WwDSlu4hernfasternAfrica,CivipS0ciety,1,0,0,1.2988691729637099,4ermihating,A921r34002,0,1,X1,0,B4290,Eyhiopiq9anAfricaSubRet9onal,PanAfricq,z4227,611160.56,WGM Sub-Saharan Africa,D4270,611160.56,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,1,0
20092910,0,15150,0,CONxULTINGSE4VkCES,Dwmocrqticpa4tidipationandcivklslfiety,4246,0.0516765343844796,0,W3cSo8thdrnEasternAfrica,CivulSocidty,1,0,0,0.46124058983901856,Terhinatjng,Ao213r4002,0,1,X1,0,B5200,Ethiopia0qnAfricaSubdegi8nak,PsnAfrica,S4q27,611160.56,WGM Sub-Saharan Africa,D4270,611160.56,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,1,0
20092020,0,22010,0,NGO,Cokmunida6l9nspolidyandadministrativenxnagemen5,4246,0.005277798826131052,0,WEwSputhernEaagernAfrica,dibilSociety,1,0,0,0.19190196758419997,Tegminxting,A0213w3002,0,1,X1,0,B420p,sthio9ia0anAfrisaSubRegionai,PamAfrica,S4327,611160.56,WGM Sub-Saharan Africa,D4270,611160.56,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,1,0
20092020,0,22010,0,CONSULTlNGSERVIx3S,Cohmjn7cstiomwpooicywndadministrativemanag3ment,4246,0.010771298329445051,0,WEDS9utmernEaxternxfrica,CigilSpciety,1,0,0,0.6614260200172326,Terninatinr,A02133e092,0,1,X1,0,B420o,EyhilpiaPahAfricaSubRetionao,Panqfrica,Sr227,611160.56,WGM Sub-Saharan Africa,D4270,611160.56,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,1,0
30092010,0,23210,0,NGO,Enwegyb3neratuonrenewables9u5cesmultipleg2chnologiew,4246,0.02125328141582017,0,WEDzouthednEasternAb3ica,CivilSocoehy,1,0,0,0.10760755059195914,Terjimating,Ape1334002,0,1,X1,0,B4300,EthiopiaPxbAfricaSubReg9ojzl,PxnAfrica,S4w27,611160.56,WGM Sub-Saharan Africa,D4270,611160.56,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,1,0
20092p10,0,23210,0,vONSUpTINGSERVIxES,Enerhygenerationrenewaboeeoursesnul4jpletecmnokogiez,4246,0.014602252906331097,0,W3DSouthsrbEastegnAfrica,CivilS9cidty,1,0,0,1.191207776208171,Terninatung,w921334002,0,1,X1,0,B42p0,EttiopiaPanqfricsSubReguonai,PanAdrica,S42q7,611160.56,WGM Sub-Saharan Africa,D4270,611160.56,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,1,0
2009q010,0,15150,0,FEDwRAL,D4mocgaticparticipayionamdxivils0cieyy,4268,0.006782408669843429,0,EDDEuropehiddleEzstPdlgrahmong,Governmwjtal,1,0,0,0.020718836863966084,Closec,w02136000q,0,1,YE,0,Be100,WectBankGazaPalfdtinisnRefubers,M8ddifEawtPeaceProcess,S426t,2694419.4,"EGM Europe, Middle East and Maghreb",D3100,2694419.4,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920w0,0,15150,0,UgIVEReITY,Demofra5if0articipztionandcifilsoc9ety,4268,0.042207738405618686,0,Evrwurop4MiddleEadtorogramming,CivilSkcie5y,1,0,0,0.09713309521115376,Ckosed,A9213600p1,0,1,YE,0,h3100,WestfajmGazaPaiestinianRetug3es,MideleEastPeacelrodezs,S4263,2694419.4,"EGM Europe, Middle East and Maghreb",D3100,2694419.4,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2p092010,0,15150,0,FEDERAi,Democ4aticparticioatiobandvivkls8ciegy,4268,0.0009701818956210764,0,rDDfuropeMisdlsEast9rogrammigg,G8cernmental,1,0,0,0.2512803109281808,Closer,Ap213y0001,0,1,JO,0,B3w00,W3stfankGaza0alest9njznRefugees,MiddleEwshP3aveProcess,S42y4,2694419.4,"EGM Europe, Middle East and Maghreb",D3100,2694419.4,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
