ASSI,CUB,ASTAI,ASSTT,SRI,TISI,ASSCA,Descr,RELATIT,ASSUBFR,CEI,Ti,CONSCO,SRASI,CHI,BFOR,VARII
165,Expert,5476.0,,1,,,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",H,,,11143,8,,CHEMBL615377,BAO_0000249,
166,Expert,284593.0,,1,,,"Inhibition of 1,3-beta-glucan synthase",H,,,18077,8,,CHEMBL615378,BAO_0000357,
167,Intermediate,9606.0,,1,,,Inhibition of growth of 1-87 human tumor cell line,N,,832.0,80609,1,,CHEMBL615379,BAO_0000219,
168,Expert,10116.0,,1,,,Inhibition of 1-lipoxygenase (LOX)in RBL cells,D,,,12166,9,,CHEMBL615380,BAO_0000219,
169,Autocuration,3847.0,,1,,,Inhibitory activity against soybean 1-lipoxygenase (SLO),D,,,100171,9,,CHEMBL615381,BAO_0000357,
170,Autocuration,3847.0,,1,,,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,D,,,100171,9,,CHEMBL615382,BAO_0000357,
171,Autocuration,3847.0,,1,,,% inhibition against soybean 1-lipoxygenase (SLO),D,,,100171,9,,CHEMBL615383,BAO_0000357,
172,Autocuration,3847.0,,1,,,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,D,,,100171,9,,CHEMBL615384,BAO_0000357,
173,Autocuration,3847.0,,1,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,D,,,100171,9,,CHEMBL615385,BAO_0000357,
174,Autocuration,3847.0,,1,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,D,,,100171,9,,CHEMBL615386,BAO_0000357,
175,Autocuration,3847.0,,1,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,D,,,100171,9,,CHEMBL615387,BAO_0000357,
176,Autocuration,3847.0,,1,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,D,,,100171,9,,CHEMBL615388,BAO_0000357,
177,Autocuration,3847.0,,1,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,D,,,100171,9,,CHEMBL615214,BAO_0000357,
178,Autocuration,3847.0,,1,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,D,,,100171,9,,CHEMBL827087,BAO_0000357,
179,Autocuration,3847.0,,1,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,D,,,100171,9,,CHEMBL615215,BAO_0000357,
180,Autocuration,3847.0,,1,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,D,,,100171,9,,CHEMBL615216,BAO_0000357,
181,Autocuration,3847.0,,1,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,D,,,100171,9,,CHEMBL615217,BAO_0000357,
182,Autocuration,3847.0,,1,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,D,,,100171,9,,CHEMBL615218,BAO_0000357,
183,Autocuration,3847.0,,1,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,D,,,100171,9,,CHEMBL615219,BAO_0000357,
184,Autocuration,10090.0,,1,,,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,U,,,22226,0,,CHEMBL615220,BAO_0000019,
185,Intermediate,10090.0,,1,,,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),N,,294.0,80049,1,,CHEMBL615221,BAO_0000219,
186,Intermediate,,,1,,,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,U,,,22226,0,,CHEMBL615222,BAO_0000019,
187,Autocuration,,,1,,,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),H,,,11489,8,,CHEMBL615223,BAO_0000357,
188,Autocuration,,,1,,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),H,,,11862,8,,CHEMBL615224,BAO_0000357,
189,Autocuration,,,1,,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,H,,,11862,8,,CHEMBL615225,BAO_0000357,
190,Autocuration,,,1,,,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,H,,,11489,8,,CHEMBL615226,BAO_0000357,
191,Autocuration,,,1,,,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,H,,,11862,8,,CHEMBL615227,BAO_0000357,
192,Expert,9913.0,,1,,,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,D,,,12347,9,,CHEMBL615228,BAO_0000019,
193,Expert,10116.0,,1,,,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,D,,,100120,9,,CHEMBL615229,BAO_0000357,
194,Expert,10116.0,,1,2369.0,,Inhibition of 11 beta-hydroxylase from rat adrenal gland,D,,,100120,9,,CHEMBL615230,BAO_0000357,
195,Expert,10116.0,,1,,,Inhibition of rat adrenal 11-beta-hydroxylase,D,,,100120,9,,CHEMBL615231,BAO_0000357,
196,Expert,10116.0,,1,,,Inhibition of rat adrenal 11-beta-hydroxylase,D,,,100120,9,,CHEMBL884520,BAO_0000357,
197,Expert,10116.0,,1,,,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,D,,,100120,9,,CHEMBL615232,BAO_0000357,
198,Autocuration,,,1,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,H,,,10328,8,,CHEMBL615233,BAO_0000019,
199,Autocuration,,,1,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,H,,,11490,8,,CHEMBL827088,BAO_0000357,
200,Autocuration,,,1,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,H,,,11490,8,,CHEMBL615234,BAO_0000357,
201,Autocuration,,,1,,,Compound was tested for the percent of inhibition against 12-LO at 10 uM,H,,,11134,8,,CHEMBL615235,BAO_0000019,
202,Autocuration,,,1,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,H,,,12052,8,,CHEMBL615236,BAO_0000019,
203,Autocuration,,,1,,,Compound was tested in vitro for inhibition of 12-LO human platelet,H,,,11134,8,,CHEMBL615237,BAO_0000019,
204,Autocuration,,,1,,,Inhibitory concentration against human platelet 12-lipoxygenase,H,,,11134,8,,CHEMBL615238,BAO_0000019,
205,Autocuration,,,1,,,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,H,,,11134,8,,CHEMBL615239,BAO_0000019,
206,Autocuration,9606.0,,1,,,Inhibitory concentration against human platelet 12-lipoxygenase,D,,,11134,9,,CHEMBL615240,BAO_0000019,
207,Expert,,,1,,,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,H,,,11835,8,,CHEMBL615241,BAO_0000019,
208,Expert,,,1,,,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,H,,,11601,8,,CHEMBL615242,BAO_0000357,
209,Autocuration,,,1,,,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),H,,,11134,8,,CHEMBL615243,BAO_0000019,
210,Autocuration,,,1,,,Inhibitory activity against human platelet 12-lipoxygenase,H,,,11134,8,,CHEMBL615244,BAO_0000019,
211,Autocuration,,,1,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,H,,,11134,8,,CHEMBL615245,BAO_0000019,
212,Autocuration,,,1,,,% inhibition against human platelet 12-lipoxygenase (12-HLO),H,,,11134,8,,CHEMBL615246,BAO_0000019,
213,Autocuration,,,1,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,H,,,11134,8,,CHEMBL615247,BAO_0000019,
214,Autocuration,,,1,,,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,H,,,11134,8,,CHEMBL615248,BAO_0000019,
215,Autocuration,,,1,,,Inhibitory activity towards porcine 12-lipoxygenase,H,,,11601,8,,CHEMBL615249,BAO_0000357,
216,Autocuration,,,1,,,Tested for inhibition against porcine 12-LO,H,,,11601,8,,CHEMBL615250,BAO_0000357,
217,Autocuration,,,1,,,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,H,,,12052,8,,CHEMBL615251,BAO_0000019,
218,Autocuration,,,1,,,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,H,,,12052,8,,CHEMBL615252,BAO_0000019,
219,Expert,,,1,,,In vitro inhibition of rat platelet 12-lipoxygenase,H,,,12052,8,,CHEMBL828340,BAO_0000019,
220,Autocuration,,,1,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,H,,,12052,8,,CHEMBL615253,BAO_0000019,
221,Autocuration,,,1,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,H,,,12052,8,,CHEMBL615254,BAO_0000019,
222,Autocuration,,,1,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,H,,,12052,8,,CHEMBL615255,BAO_0000019,
223,Autocuration,,,1,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,H,,,12052,8,,CHEMBL615256,BAO_0000019,
224,Autocuration,,,1,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase,H,,,12052,8,,CHEMBL615257,BAO_0000019,
225,Autocuration,,,1,,,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,H,,,12052,8,,CHEMBL615258,BAO_0000019,
226,Intermediate,9606.0,,1,,,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,N,,621.0,80007,1,,CHEMBL615259,BAO_0000219,
227,Expert,9606.0,,1,,,In vitro antitumor activity against 41M cell line.,N,,621.0,80007,1,,CHEMBL615260,BAO_0000219,
228,Intermediate,9606.0,,1,,,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,N,,621.0,80007,1,,CHEMBL615261,BAO_0000219,
229,Intermediate,9606.0,,1,,,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,N,,621.0,80007,1,,CHEMBL615262,BAO_0000219,
230,Expert,9606.0,,1,,,In vitro antitumor activity against 41McisR cell line.,N,,621.0,80007,1,,CHEMBL615263,BAO_0000219,
231,Expert,9606.0,,1,,,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,N,,621.0,80007,1,,CHEMBL838393,BAO_0000219,
232,Intermediate,9606.0,,1,,,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,N,,621.0,80007,1,,CHEMBL615264,BAO_0000219,
233,Expert,9606.0,,1,,,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),D,,,84,9,,CHEMBL615265,BAO_0000357,
234,Expert,9606.0,,1,,,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),D,,,68,9,,CHEMBL615266,BAO_0000357,
235,Expert,,,1,,,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),H,,,68,8,,CHEMBL615267,BAO_0000357,
236,Expert,,,1,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,H,,,10201,8,,CHEMBL615268,BAO_0000357,
237,Expert,,,1,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,H,,,10201,8,,CHEMBL615269,BAO_0000357,
238,Expert,,,1,,,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,H,,,10201,8,,CHEMBL615270,BAO_0000357,
239,Autocuration,,,1,,,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",H,,,12220,8,,CHEMBL615271,BAO_0000357,
240,Autocuration,562.0,,1,,,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",H,,,11303,8,,CHEMBL615272,BAO_0000357,
241,Autocuration,562.0,,1,,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",H,,,11303,8,,CHEMBL615103,BAO_0000357,
242,Autocuration,562.0,,1,,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",H,,,11303,8,,CHEMBL615104,BAO_0000357,
243,Autocuration,,,1,,,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",H,,,12220,8,,CHEMBL615105,BAO_0000357,
244,Autocuration,,,1,,,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",H,,,12220,8,,CHEMBL872866,BAO_0000357,
245,Autocuration,9823.0,,1,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",H,,,11303,8,,CHEMBL615106,BAO_0000357,
246,Autocuration,9823.0,,1,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",H,,,11303,8,,CHEMBL615107,BAO_0000019,
247,Autocuration,9823.0,,1,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",H,,,11303,8,,CHEMBL615108,BAO_0000357,
248,Autocuration,9823.0,,1,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",H,,,11303,8,,CHEMBL615109,BAO_0000357,
249,Autocuration,9823.0,,1,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",H,,,11303,8,,CHEMBL615110,BAO_0000357,
250,Autocuration,9823.0,,1,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",H,,,11303,8,,CHEMBL840105,BAO_0000019,
251,Autocuration,9823.0,,1,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",H,,,11303,8,,CHEMBL615111,BAO_0000019,
252,Autocuration,9823.0,,1,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",H,,,11303,8,,CHEMBL615112,BAO_0000019,
253,Autocuration,9823.0,,1,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",H,,,11303,8,,CHEMBL615113,BAO_0000019,
254,Autocuration,9823.0,,1,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",H,,,11303,8,,CHEMBL615114,BAO_0000019,
255,Autocuration,9823.0,,1,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",H,,,11303,8,,CHEMBL615115,BAO_0000357,
256,Autocuration,9823.0,,1,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",H,,,11303,8,,CHEMBL615116,BAO_0000019,
257,Autocuration,,,1,,,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",H,,,11303,8,,CHEMBL615698,BAO_0000357,
258,Autocuration,9823.0,,1,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",U,,,22226,0,,CHEMBL615699,BAO_0000019,
259,Autocuration,9823.0,,1,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",U,,,22226,0,,CHEMBL615700,BAO_0000019,
260,Expert,4932.0,,1,,,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,H,,,100249,8,,CHEMBL615701,BAO_0000357,
261,Autocuration,10116.0,,1,,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,U,,,22226,0,,CHEMBL615702,BAO_0000019,
262,Autocuration,10116.0,,1,,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,U,,,22226,0,,CHEMBL615703,BAO_0000019,
263,Autocuration,10116.0,,1,,,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",U,,,22226,0,,CHEMBL615704,BAO_0000019,
264,Autocuration,,,1,,,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",H,,,104698,6,,CHEMBL615705,BAO_0000019,
265,Autocuration,,,1,,,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",H,,,104698,6,,CHEMBL615706,BAO_0000019,
266,Intermediate,10141.0,,1,2116.0,,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,D,,,20033,9,,CHEMBL615707,BAO_0000221,
267,Expert,,,1,,,Stimulatory activity of intragastric pressure was tested in the rat,H,,,10623,8,,CHEMBL615708,BAO_0000019,
268,Autocuration,,,1,,,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,H,,,121,8,,CHEMBL615709,BAO_0000357,
269,Autocuration,10116.0,,1,,,Dose to reduce neuronal firing against 5-HT cells in rats (iv),U,,,22226,0,,CHEMBL615710,BAO_0000218,
270,Autocuration,,,1,,,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,H,,,12688,8,,CHEMBL615711,BAO_0000019,
271,Expert,9606.0,,1,,,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,D,,,121,9,,CHEMBL615712,BAO_0000357,
272,Expert,9606.0,,1,,,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,D,,,121,9,,CHEMBL836325,BAO_0000357,
273,Autocuration,,,1,,,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,H,,,12198,8,,CHEMBL615713,BAO_0000019,
274,Autocuration,,,1,,,Inhibition constant of high-affinity 5-HT uptake,H,,,12198,8,,CHEMBL615714,BAO_0000357,
275,Autocuration,,,1,,,Michaelis-Menten constant was reported for high affinity transport of 5-HT,H,,,12198,8,,CHEMBL615715,BAO_0000019,
276,Autocuration,,,1,,,Maximum rate was determined for high affinity transport of 5-HT,H,,,12198,8,,CHEMBL615716,BAO_0000019,
277,Autocuration,,,1,,,Compound was tested for agonistic activity against 5-HT uptake,H,,,104714,4,,CHEMBL615717,BAO_0000019,
278,Expert,,,1,,,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,H,,,10577,8,,CHEMBL881818,BAO_0000019,
279,Expert,9913.0,,1,,,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,H,,,105,8,,CHEMBL884540,BAO_0000357,
280,Autocuration,10116.0,,1,,,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,D,,,104744,5,,CHEMBL615718,BAO_0000224,
281,Autocuration,,,1,,,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,H,,,104744,4,,CHEMBL615719,BAO_0000224,
