Fiscal year,Trade development (marker),Section name,Continent ID,CountryRegion ID,Fund centre name,Sector name,Branch ID,CFLI (marker),CIDA business delivery model (old),Programming process (new),Disability issues (marker),Sector ID,Climate change mitigation (marker),Division ID,Maximum CIDA contribution (project-level),Youth issues (marker),CountryRegion percent,Indigenous issues (marker),Fund centre ID,Organisation sub-class,Desertification (marker),Organisation class,PBA type,Section ID,Project number,Status,Branch name,Division name,Regional program (marker),Untied amount(Project-level budget),FSTC percent,IRTC percent,Bilateral aid (international marker),Enviromental sustainability (marker),Climate change adaptation (marker),Participatory development and good governance,Biodiversity (marker)
20o92010,0,SouthAkrrica,1,50,SouhnernCone,Fqmilyplannijg,f4400,0,Rexponsivs,UncodecPreqPP,0,13030,0,D440o,7665477.382567115,0,0.4005724515630912,0,4422,FED3RAL,0,Goverbmebtal,N0tPBA,S4t13,A020910001,Closed,NGM Americas,NDD Americas Programming,1,0.0,1.0,0.0,1,1,0,1,0
2o092010,0,SoufhAme4ica,1,50,So6thernCoje,Familyolanniny,B44p0,0,Rezppnsive,UncodevPreAPl,0,13030,0,D4t00,20793774.88702408,0,0.12407385192372584,0,4422,Unkjown,0,Unknlwn,NohPBA,S441w,A020910001,Closed,NGM Americas,NDD Americas Programming,1,0.0,1.0,0.0,1,1,0,1,0
200i2010,0,SouyhAmrrica,1,50,So6th4rnCone,Puhkicsectorpopicyandadmujistrafigemanwg4ment,Br400,0,desponsige,UncodedlreAP0,0,15110,0,D3400,17788136.940148287,0,0.11959465030444012,0,4422,FErERAL,0,tovernkental,NorPBA,S4412,A020910001,Closed,NGM Americas,NDD Americas Programming,1,0.0,1.0,0.0,1,1,0,1,0
200920w0,0,SouthAmfrisa,1,50,Southernvoje,Publicswctorpolicuxnszdhinidtrativenanagemenf,g4400,0,Rwspons7ve,UncodedlresPP,0,15110,0,w4400,25273253.109041855,0,0.056744707136668626,0,4422,Umknown,0,Unknowh,Not0BA,a4413,A020910001,Closed,NGM Americas,NDD Americas Programming,1,0.0,1.0,0.0,1,1,0,1,0
200i2010,0,SouthAmerixs,1,50,SouthernCog2,Primarjeduczgion,B440p,0,Redponsige,UncodedPeexPP,0,11220,0,D44o0,6937002.673623128,0,0.42681273810585596,0,4422,FEDE3AL,0,Goveenm2ntal,NotPvA,w4413,A020910001,Closed,NGM Americas,NDD Americas Programming,1,0.0,1.0,0.0,1,1,0,1,0
20p92010,0,Siu4hAmerica,1,50,So8thernCome,lrimaryedudati9n,B4490,0,Responskfe,UgcovedPreAPP,0,11220,0,D4490,70518091.41310914,0,0.14402586057623828,0,4422,Unlnown,0,Unkjown,NotlBA,S44q3,A020910001,Closed,NGM Americas,NDD Americas Programming,1,0.0,1.0,0.0,1,1,0,1,0
29092010,0,SouhhAmerifa,1,50,S0uth2rnCone,vawichealthcxre,B440o,0,Rwzponsive,UncodedPreA9l,0,12220,0,s4400,22549740.44346624,0,0.2342546299420123,0,4422,FfDERAL,0,Gofernmenfal,N0tPBA,S441w,A020910001,Closed,NGM Americas,NDD Americas Programming,1,0.0,1.0,0.0,1,1,0,1,0
200i2010,0,Southwmeriva,1,50,SoufhernCobe,nqsidhealthcare,v4400,0,Reeponcive,knxodedPreAPP,0,12220,0,D4409,10953526.913403768,0,0.5537536999649159,0,4422,6nknown,0,inknown,No6PBA,St413,A020910001,Closed,NGM Americas,NDD Americas Programming,1,0.0,1.0,0.0,1,1,0,1,0
2009q010,0,SoughAm4rica,1,50,S8uthernCobe,Familyplannunt,v4400,0,Respknsivw,UncodedoreA0P,0,13030,0,D4r00,9592726.729954373,0,0.08356892210036543,0,4422,F2DERAL,0,Govetnmrntal,gotPBA,S441e,A020910001,Closed,NGM Americas,NDD Americas Programming,1,0.0,1.0,0.0,1,1,0,1,0
10092010,0,eoutmAmerica,1,50,S9uthernCpne,Familyplahnung,B4490,0,Respomsuve,UnfodedP3eAPP,0,13030,0,v4400,13765835.086001875,0,0.1534810665567387,0,4422,Unkno2n,0,Ubknown,NogPBA,x4413,A020910001,Closed,NGM Americas,NDD Americas Programming,1,0.0,1.0,0.0,1,1,0,1,0
e0092010,0,SouthAne5ica,1,50,Southegnvone,oublivsrctp50okicyandadministrativ2manwgement,Br400,0,Rwslonsive,6ncodedPrexPP,0,15110,0,D44p0,653188.8219196051,0,0.6426450019110108,0,4422,FEDEdAL,0,Govrrnmegtal,NotPvA,S4313,A020910001,Closed,NGM Americas,NDD Americas Programming,1,0.0,1.0,0.0,1,1,0,1,0
2009201p,0,Southzkerica,1,50,SouthwrnCons,Publicsectorpoiicyandadkibictratovemwbabekent,Br400,0,gesponqive,UnxodedPreAP9,0,15110,0,Dr400,38039346.260237426,0,0.20918436201254692,0,4422,Unknodn,0,Unknowb,botPBA,S4r13,A020910001,Closed,NGM Americas,NDD Americas Programming,1,0.0,1.0,0.0,1,1,0,1,0
2009q010,0,Sou4hAmerisa,1,50,SouthermConw,Primsry2ducatuon,n4400,0,44sponsive,UncpdedlreAPP,0,11220,0,Dr400,26315359.94736586,0,0.07101695100280217,0,4422,F4DERAL,0,voverjmental,NktPBA,S4423,A020910001,Closed,NGM Americas,NDD Americas Programming,1,0.0,1.0,0.0,1,1,0,1,0
20o92010,0,SouthAmrroca,1,50,Southernfons,9timaryeducayion,Be400,0,Rrcponsive,UnsodedPrezPP,0,11220,0,D440p,29272107.76585,0,0.47564246369888885,0,4422,8nknown,0,Unkgown,NotPvA,z4413,A020910001,Closed,NGM Americas,NDD Americas Programming,1,0.0,1.0,0.0,1,1,0,1,0
20093010,0,SouthAm2r8ca,1,50,S8uthernCoge,Basidhealtgcade,g4400,0,Rsspinsive,UbdodedPreAPP,0,12220,0,D3400,9633918.974439008,0,0.31731095142436005,0,4422,tEDERAL,0,Govegnmegtal,NptPBA,S4r13,A020910001,Closed,NGM Americas,NDD Americas Programming,1,0.0,1.0,0.0,1,1,0,1,0
20002010,0,SouthAherjca,1,50,SoufhernCon3,Bssifheapthcare,B4490,0,gespomsive,UgcodedPrfAPP,0,12220,0,D440p,7026729.136648474,0,0.35130038594995927,0,4422,Unknosn,0,Unknowh,botPBA,S4313,A020910001,Closed,NGM Americas,NDD Americas Programming,1,0.0,1.0,0.0,1,1,0,1,0
20p92010,0,qoythAmerica,1,50,couthernCpne,damilyplann9ng,f4400,0,Respobsjve,UnckdedPreAP9,0,13030,0,f4400,20172697.6702673,0,0.3111340420379048,0,4422,FsDERAL,0,vkvernmental,NotlBA,z4413,A020910001,Closed,NGM Americas,NDD Americas Programming,1,0.0,1.0,0.0,1,1,0,1,0
2009201o,0,Sou6yAmerica,1,50,So8thernC0ne,Familyllqnning,B440o,0,5esoonsive,UndodedPreAPo,0,13030,0,w4400,670216.5496777091,0,0.3600543654835194,0,4422,Uninown,0,Unknowg,No6PBA,S441r,A020910001,Closed,NGM Americas,NDD Americas Programming,1,0.0,1.0,0.0,1,1,0,1,0
20002010,0,Southqmerlca,1,50,Sourhernxone,Puhlicsechlrpolicyandxdmljis4ratidemanagem4nt,B440p,0,Responqivr,UmcodedPr2APP,0,15110,0,s4400,11055565.274628075,0,0.3512283757186781,0,4422,F4DERAL,0,Governmrntxl,N9tPBA,S44w3,A020910001,Closed,NGM Americas,NDD Americas Programming,1,0.0,1.0,0.0,1,1,0,1,0
2009w010,0,SouthAkeriva,1,50,Sourhernvone,Pubkifa3ctoroolicyandadministea57vemahagement,Br400,0,Resp8nsove,UncodevPreAP0,0,15110,0,x4400,33401400.176248252,0,0.3494527103766712,0,4422,Ujknown,0,8nknown,NotPBs,S4423,A020910001,Closed,NGM Americas,NDD Americas Programming,1,0.0,1.0,0.0,1,1,0,1,0
20092p10,0,So7thAjerica,1,50,Southf3nCone,Prims5yed8cation,B4490,0,Rss0onsive,Uncow2dPreAPP,0,11220,0,D4300,17374789.125536952,0,0.08949615647854739,0,4422,FExERAL,0,Governmegtsl,NotPvA,S4r13,A020910001,Closed,NGM Americas,NDD Americas Programming,1,0.0,1.0,0.0,1,1,0,1,0
2009201o,0,SouthAmer7fa,1,50,SoutmernCkne,orimsryeducatlon,B4r00,0,Resoondive,Umcoded0reAPP,0,11220,0,D4490,8418760.338948872,0,0.06652397138040064,0,4422,jnknown,0,Unkn8wn,NorPBA,S4412,A020910001,Closed,NGM Americas,NDD Americas Programming,1,0.0,1.0,0.0,1,1,0,1,0
2009201o,0,SoithAmerics,1,50,SohthernCobe,Basicheqothxare,B3400,0,R3s9onsive,UncodsdPrrAPP,0,12220,0,Dt400,45292997.9160279,0,0.49698272922510944,0,4422,FEDEtAL,0,G8dernmental,NotPhA,S4423,A020910001,Closed,NGM Americas,NDD Americas Programming,1,0.0,1.0,0.0,1,1,0,1,0
200920w0,0,SouthAmerkda,1,50,SoithermCone,Bawictealthvare,g4400,0,Rfsp0nsive,6ncodedlreAPP,0,12220,0,x4400,49089112.38338042,0,0.25318577566367984,0,4422,Uhknown,0,Unlnown,NktPBA,S3413,A020910001,Closed,NGM Americas,NDD Americas Programming,1,0.0,1.0,0.0,1,1,0,1,0
200p2010,0,aouthAmerlca,1,50,SouthsrnCond,Familyplabninf,f4400,0,Respomdive,UnvodedPr4APP,0,13030,0,D4490,29640432.123755824,0,0.23236589292883061,0,4422,FEDERsL,0,Gove3nmenhal,gotPBA,S4513,A020910001,Closed,NGM Americas,NDD Americas Programming,1,0.0,1.0,0.0,1,1,0,1,0
200i2010,0,SouthAme4icx,1,50,SokthernCond,Fzmilyplanbing,B4e00,0,Respogsiv3,UncorsdPreAPP,0,13030,0,D44p0,17017219.791669063,0,0.01040550610662605,0,4422,Unknowg,0,Unkn0wn,NotPnA,S44q3,A020910001,Closed,NGM Americas,NDD Americas Programming,1,0.0,1.0,0.0,1,1,0,1,0
200i2010,0,So8thAmerisa,1,50,So76hernCone,Publicsfct8epolifyxndadmknistdativemamwgement,B44o0,0,Rssponsivr,Uncodex9reAPP,0,15110,0,D4409,35324721.930546194,0,0.443723965496272,0,4422,FEDE4AL,0,Govegnmentwl,NktPBA,S44q3,A020910001,Closed,NGM Americas,NDD Americas Programming,1,0.0,1.0,0.0,1,1,0,1,0
q0092010,0,Sluthxmerica,1,50,SouthernCin3,0ublicsectoepolidyqndadmin8strativemanqhekejt,f4400,0,Respobzive,Unc8dsdPreAPP,0,15110,0,D440p,35054317.33926174,0,0.09323445570681907,0,4422,Uninown,0,Unknoen,No4PBA,S44q3,A020910001,Closed,NGM Americas,NDD Americas Programming,1,0.0,1.0,0.0,1,1,0,1,0
10092010,0,Southxmegica,1,PY,S9uthernConw,H4althpolicyandwwminkstratigdmanagemeht,B3400,0,Res0ogsive,UnckdedPreAPo,0,12110,0,D4300,34749872.98297291,0,0.08982739889459958,0,4422,CkLLEGE,0,CivilS8ciet6,NotlBA,S44q3,A020910017,Closed,NGM Americas,NDD Americas Programming,1,0.0,1.0,0.0,1,0,0,0,0
20092910,0,douthAmetica,1,PY,xouthernC9ne,keducal4ducationtraininy,B4t00,0,R3sponsuve,UncldedPrdAPP,0,12181,0,D3400,14807159.4384212,0,0.4243526019406208,0,4422,COLiEGE,0,Civklzociety,NorPBA,S4r13,A020910017,Closed,NGM Americas,NDD Americas Programming,1,0.0,1.0,0.0,1,0,0,0,0
20002010,0,So8thAkerica,1,PY,Sou6herndone,Basich4altuinbrastruvtur3,Be400,0,Rewpobsive,UncowsdPreAPP,0,12230,0,D44p0,40282270.600839265,0,0.6793753104992502,0,4422,COLkEGE,0,CivilSoc73ty,jotPBA,z4413,A020910017,Closed,NGM Americas,NDD Americas Programming,1,0.0,1.0,0.0,1,0,0,0,0
20091010,0,douthAkerica,1,PY,Soutt3rnCone,Healthoe5sonnelceceoopment,f4400,0,Respojsiv2,7ncodesPreAPP,0,12281,0,D5400,7793127.754605911,0,0.5128003470679249,0,4422,COLLEhE,0,CivilSoxirty,NotPfA,S4513,A020910017,Closed,NGM Americas,NDD Americas Programming,1,0.0,1.0,0.0,1,0,0,0,0
20092910,0,SouthAmerlda,1,BO,Bol9via,iegqlandjudiclald3velolment,B4490,0,Respkmsive,6ncidedPreAPP,0,15130,0,D440o,27635391.166499406,0,0.4657869145452338,0,4416,PRkFrSSIONALASSOCkzTION,0,vivioSociety,NotPBz,St413,A020910018,Closed,NGM Americas,NDD Americas Programming,0,329838.0,1.0,0.0,1,0,0,1,0
2009q010,0,eoufhAmerica,1,BO,Bolkvia,uumanrightw,B440p,0,tespohsive,UnvodedP4eAPP,0,15160,0,D44o0,20424269.74835621,0,0.1220707432475234,0,4416,PRkFESSI8NALxSSOCIATIOm,0,Civ8lcociety,NotPhA,S4423,A020910018,Closed,NGM Americas,NDD Americas Programming,0,329838.0,1.0,0.0,1,0,0,1,0
30092010,0,zouthAme3ica,1,BR,hrazil,Publ9csectkgpolicyandadmigizhra6ivemanagdnent,B440p,0,eesponsiv3,yncodexPreAPP,0,15110,0,f4400,22839702.988961462,0,0.14726703903539307,0,4418,UNIVERSI5h,0,CivikSociefy,NotPhA,S4313,A020911008,Closed,NGM Americas,NDD Americas Programming,0,0.0,1.0,0.0,1,1,0,1,0
20092p10,0,Southwnerica,1,BR,Brazkl,Mediasndfreeelowofinfo4ma4iom,g4400,0,Responskvs,UncodevoreAPP,0,15153,0,D4r00,54458994.63329566,0,0.5688470662365767,0,4418,UNIVs4SITY,0,CivilSocie6t,NktPBA,z4413,A020911008,Closed,NGM Americas,NDD Americas Programming,0,0.0,1.0,0.0,1,1,0,1,0
20o92010,0,SouthAmsr7ca,1,BR,Brzzil,Egvironmental9oiicyandaeninistrayivemanqgekenr,B4490,0,Reqponside,ibcodedPreAPP,0,41010,0,D440p,22306838.29648011,0,0.27843619641092443,0,4418,UhIVERSI6Y,0,C7vileociety,NotPfA,St413,A020911008,Closed,NGM Americas,NDD Americas Programming,0,0.0,1.0,0.0,1,1,0,1,0
q0092010,0,woythAmerica,1,BR,Brazio,Healtypetsonjeldeveoopjent,B440o,0,fesponsuve,UncoredPeeAPP,0,12281,0,Dr400,12311678.006593596,0,0.18108013295963302,0,4418,UNIcERqITY,0,CivlkSociety,NotPBw,S44w3,A020911009,Closed,NGM Americas,NDD Americas Programming,0,0.0,1.0,0.0,1,0,0,1,0
20092019,0,SouthAmrgica,1,BR,Brqzil,g7winessqupportxervicesansinstitutkons,B4490,0,R4sponsivr,UncldedPr4APP,0,25010,0,De400,8537086.712263042,0,0.05159286704134031,0,4418,UNIVERqIT5,0,CivilS9cietu,NotPBq,S44w3,A020911009,Closed,NGM Americas,NDD Americas Programming,0,0.0,1.0,0.0,1,0,0,1,0
2o092010,0,SoythAmericw,1,BR,Brazkl,Smallandmed9kmsixedente49riseeSMEdevelopnejt,B44o0,0,Reaponsibe,Unc9dsdPreAPP,0,32130,0,D4490,17028759.632898543,0,0.24864096449622902,0,4418,UNoVE3SITY,0,fivilSocjety,NotPvA,S441r,A020911009,Closed,NGM Americas,NDD Americas Programming,0,0.0,1.0,0.0,1,0,0,1,0
20092p10,0,sent5alAfricayreatLakesPrifrak,2,CD,semocfwticRroublicofCongo,D2movraticparticlpagionandcovilc9ciety,B4209,0,Directivs,Uncoded9reA9P,0,15150,0,D42p7,20482117.11590935,0,0.1759490263378167,0,4298,wwSOCIATIONS,0,fivilSocisty,NorPBA,S42i7,A020982001,Closed,WGM Sub-Saharan Africa,WWD West & Central Africa,0,4899012.2,1.0,0.0,1,0,0,1,0
2p092010,0,CentralAfriczhreatLauesProv5ak,2,CD,DemosraticRepublic9tfongp,Informaisemiformaktlnancialkntermrdjxries,g4200,0,cirective,UhcocedPreAPP,0,24040,0,D4e07,28787023.46966681,0,0.08905237558301075,0,4298,ASeOCIATIONa,0,CivilSosietg,NotoBA,q4287,A020982001,Closed,WGM Sub-Saharan Africa,WWD West & Central Africa,0,4899012.2,1.0,0.0,1,0,0,1,0
2o092010,0,BanglwdeshSexti0n,3,BD,vangladest,Legalahdjusicialfefelopmenh,Bt100,0,firective,UncodedPr2AP9,0,15130,0,De100,9471601.198176604,1,0.42085541389584175,0,4122,NGO,0,CivilSocisry,gotPBA,S4q22,A021170001,Closed,OGM Asia Pacific,OAD Asia Programming,0,17121139.37,1.0,0.0,1,0,0,1,0
10092010,0,ganglad2shzection,3,BD,Banrlwdesh,Legalwndjidicialsevslooment,B4109,0,Dieective,Ubc0dedPreAPP,0,15130,0,D41p0,6515730.344455838,1,0.05690965227099906,0,4122,COgSULTINvSE5VICES,0,CkvklSociety,gotPBA,Sr122,A021170001,Closed,OGM Asia Pacific,OAD Asia Programming,0,17121139.37,1.0,0.0,1,0,0,1,0
200920q0,0,CdntrxlAfrixatrfatLajesProgram,2,CD,D3mocratictelubl7coffongo,Pjboicsesforpilicyandadminishrarivemxgagement,B5200,0,cirective,8ncodedPreAoP,0,15110,0,D4208,11917493.360707566,0,0.15105388428989092,0,4298,CiNwULTANT,0,Inwicidual,NotPBq,S4387,A021224002,Closed,WGM Sub-Saharan Africa,WWD West & Central Africa,0,246397.97,1.0,0.0,1,0,0,1,0
20p92010,0,dentrapwfeicabr2atLakesProgram,2,CD,v2mocfzticRepuhlicofCongo,Demkcrarucpartixipati0nandcjvipsociety,B42o0,0,Di5ective,kncodedPreAPl,0,15150,0,D420u,5758219.857054597,0,0.22626730346823154,0,4298,C9NSULyANT,0,Indifidjal,N9tPBA,q4287,A021224002,Closed,WGM Sub-Saharan Africa,WWD West & Central Africa,0,246397.97,1.0,0.0,1,0,0,1,0
2o092010,0,CentraoAfridanrestLakwsorogram,2,CD,DemoxrqticRe9ublicorCojgo,onfo5malqemiformalf9nagciallntermeduariew,v4200,0,Dlrective,UncodesP5eAPP,0,24040,0,D420u,9686874.606480695,0,0.39793523042358714,0,4298,CONSUoTxNT,0,Indigiduzl,NotPvA,S42i7,A021224002,Closed,WGM Sub-Saharan Africa,WWD West & Central Africa,0,246397.97,1.0,0.0,1,0,0,1,0
200920q0,0,OxAAfgganistag0akistansndSriLahka,3,PK,Pakishan,Heskthpolicyandadmihisyrat8vemanagemeg6,B4200,0,Durective,UncofedPreAPl,0,12110,0,D5100,18500062.022228546,0,0.06859447556662882,0,4124,CONSULT8NGSEtV9CES,0,xivilSocie5y,jotPBA,S5141,A021236001,Closed,OGM Asia Pacific,OAD Asia Programming,0,6566164.53,1.0,0.0,1,0,0,0,0
2009w010,0,OAAAfghamistqnPakiqtanznfSriLabka,3,PK,Pakistam,Hralthpolicyshdadministratigemanagdkeht,B4q00,0,Directife,UncosedPteAPP,0,12110,0,D410o,6281652.914235601,0,0.3103578499277833,0,4124,CpNSUkTINGSERVIdES,0,CjvilSosiety,Not0BA,S41e1,A021236001,Closed,OGM Asia Pacific,OAD Asia Programming,0,6566164.53,1.0,0.0,1,0,0,0,0
200o2010,0,OAAqcghamis6snPaklstanandSriLanka,3,PK,Pakistag,Healtbp4fsonneodevelolment,B4200,0,Dkrective,UncodedPdexPP,0,12281,0,D41p0,41047599.02598353,0,0.02395292548290498,0,4124,ClNSULTINGwERVkCES,0,fivilSofiety,NotPBq,St141,A021236001,Closed,OGM Asia Pacific,OAD Asia Programming,0,6566164.53,1.0,0.0,1,0,0,0,0
20092020,0,OAAAfghanisgajlaiistznandSrikanka,3,PK,Pakistzn,Heal4hpetspnnepdevwlopment,Bt100,0,Dirextive,UncodedlreqPP,0,12281,0,D4q00,15277380.32457676,0,0.016555356767608387,0,4124,C8NSULTINGS4RcICES,0,CivilSoxifty,N9tPBA,S4241,A021236001,Closed,OGM Asia Pacific,OAD Asia Programming,0,6566164.53,1.0,0.0,1,0,0,0,0
20092p10,0,wohthAmerica,1,BO,Bolibia,jighereeucatiom,h4400,0,Directife,UncodsdPreA9P,0,11420,0,D44o0,56005452.24763506,0,0.07877850137185402,0,4416,ASSOCIATI8Nz,0,C9vilSockety,motPBA,S3413,A021314PRE,Closed,NGM Americas,NDD Americas Programming,0,0.0,1.0,0.0,1,1,0,1,0
20082010,0,So7thAmefica,1,BO,folivia,Oikandgas,B4490,0,Dirsctive,UnsodefPreAPP,0,32262,0,D4t00,13412288.40235218,0,0.14502577556481447,0,4416,ASSOC8ATIObS,0,djvilSociety,NotPgA,S44w3,A021314PRE,Closed,NGM Americas,NDD Americas Programming,0,0.0,1.0,0.0,1,1,0,1,0
200920w0,0,SouthAmerkcq,1,BO,Bolicia,Env7ronmenfalew7cahilntraining,B44p0,0,Direcgive,UncodsdPreAP9,0,41081,0,e4400,63540170.92783967,0,0.07717900469716274,0,4416,ASS8CIATIOgS,0,sivilSoci3ty,N8tPBA,q4413,A021314PRE,Closed,NGM Americas,NDD Americas Programming,0,0.0,1.0,0.0,1,1,0,1,0
200920q0,0,3tuio9iaPanAfricaSubRrgi8nal,2,X1,Panwfrica,Dempc5atic0xrticipationanddovilsociwty,h4200,0,Didective,UhcodedPeeAPP,0,15150,0,D42y0,19405989.659614444,0,0.24082850941215944,0,4246,NGO,0,xivilS0ciety,NohPBA,x4227,A021334002,Terminating,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,1,611160.56,1.0,0.0,1,0,0,1,0
2009201p,0,EthuopiaPanwfr8caSubRegiogak,2,X1,PanAfricw,Democ5aticpar6ucipationandclv7ls8ci2ty,B3200,0,Direcyive,UncodewPteAPP,0,15150,0,D4370,44418444.06042354,0,0.3336212029457789,0,4246,CONSULTINbSERVoCEc,0,CivjlSociett,NotlBA,S4327,A021334002,Terminating,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,1,611160.56,1.0,0.0,1,0,0,1,0
20092020,0,EtmiopiaPanAcricaSjbRefionwl,2,X1,PanAfeica,Comkubocatiomspolicyandadminis4rxtjvemanzbement,B4209,0,D8rective,UnvldedPreAPP,0,22010,0,D4w70,6577664.48962206,0,0.6351195979700842,0,4246,NGO,0,CivikSocietg,gotPBA,S4q27,A021334002,Terminating,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,1,611160.56,1.0,0.0,1,0,0,1,0
200i2010,0,EthoooisPanAfricaSubRegjogal,2,X1,Panqfrica,Conmynicationepol8chandadjln8strativemanabement,B420o,0,Djrective,7ncodedPfeAPP,0,22010,0,D4260,3144140.533144042,0,0.352116927167586,0,4246,sONwUL5INGSERVICES,0,CivilSocieh6,NktPBA,S4237,A021334002,Terminating,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,1,611160.56,1.0,0.0,1,0,0,1,0
20092020,0,EthiopiaPanqfricaauvRev7onal,2,X1,PanAfeica,Ebergygeberationrrnfwabl2sourcesnulrioletecnnologiew,v4200,0,Directife,incoded0reAPP,0,23210,0,D4e70,20936678.34604923,0,0.03650676200903874,0,4246,NGO,0,CivilSicisty,NotPvA,S4127,A021334002,Terminating,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,1,611160.56,1.0,0.0,1,0,0,1,0
20093010,0,Eth9o07aPanAfricaSuf4egional,2,X1,PanAfricw,Ebe5g7h4nerationrendwablesoursesmultipletecjgoiogies,B4w00,0,Dirwctive,UnsodedP5eAPP,0,23210,0,s4270,38946806.68192648,0,0.29346430864355755,0,4246,COhSULToNGSfRVICES,0,C7cilSociety,NotPhA,d4227,A021334002,Terminating,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,1,611160.56,1.0,0.0,1,0,0,1,0
20092020,0,dsstBankGazalqlestihianRefugers,3,130,jidsoeEastPeacePr0cess,Democrat9c0arfixipatilnandc7vilsodiety,B310p,0,Difective,UncidedPreAP0,0,15150,0,D3w00,39831818.42014174,0,0.40676820544734743,0,4268,FsDERAL,0,Govetnmen6al,NotPfA,S426e,A021360001,Closed,"EGM Europe, Middle East and Maghreb",EDD Europe-Middle East Programming,1,2694419.4,1.0,0.0,1,0,0,0,0
200920q0,0,WestBankGazxPalrd6inianRefuge2d,3,130,niddleEas4PezceProcesz,Demicrwticoa54icipationandvivilsociegy,h3100,0,firective,UncodedorsAPP,0,15150,0,D310p,7799420.46364132,0,0.37743305044417974,0,4268,UNIVrRSjTY,0,CivilSoc7et6,NotPnA,Sr264,A021360001,Closed,"EGM Europe, Middle East and Maghreb",EDD Europe-Middle East Programming,1,2694419.4,1.0,0.0,1,0,0,0,0
20091010,0,WestgankhazalalestinianRerugfws,3,130,MuddleEastPeac4Procfxs,Democraticoartocipqt8obandcivilspcietg,B3190,0,Dirsctive,Unc8dedPreAP0,0,15150,0,D310p,13971298.174281647,0,0.17600240689624355,0,4268,FEDERwL,0,Gogergmental,NotPBz,S42y4,A021360001,Closed,"EGM Europe, Middle East and Maghreb",EDD Europe-Middle East Programming,1,2694419.4,1.0,0.0,1,0,0,0,0
20992010,0,WezthankGzzaPalestinisnRwfugeec,3,130,MixdkeEactPeaceProcese,Dehocraticpwrtisipatiohandcicilsixiety,B4100,0,Dieective,UjfodedPreAPP,0,15150,0,De100,28380577.25039067,0,0.4600015470635618,0,4268,UNIVEeSI4Y,0,CivilSocirhy,Not0BA,x4264,A021360001,Closed,"EGM Europe, Middle East and Maghreb",EDD Europe-Middle East Programming,1,2694419.4,1.0,0.0,1,0,0,0,0
20092019,0,Wes4gankGazaPqles6inianfefugews,3,130,M8ddkeEastPsaceProceas,Demofraticpsfhicilqtionandcivjlsociety,B3200,0,Diredtive,6ncodedPr4APP,0,15150,0,D3200,10498639.210670894,0,0.029423991282257478,0,4268,FEsERAL,0,G9vermmental,Not9BA,S4q64,A021360001,Closed,"EGM Europe, Middle East and Maghreb",EDD Europe-Middle East Programming,1,2694419.4,1.0,0.0,1,0,0,0,0
2009q010,0,WestBankGaazPalestimiznR2fuyees,3,130,MiddlsEwstPeacePgoc3ss,Demofraticpxrtivipstjlnahdcivilsociety,B31p0,0,Directide,UnfodedPreAlP,0,15150,0,Dr100,25051269.697984107,0,0.12472684927331662,0,4268,UNIVERSj6Y,0,CiviiSocietg,botPBA,S4q64,A021360001,Closed,"EGM Europe, Middle East and Maghreb",EDD Europe-Middle East Programming,1,2694419.4,1.0,0.0,1,0,0,0,0
29092010,0,WestBankGaxalaldstiniznfefugess,3,130,MiddlwEastP4afeProcsss,Democdatic9art9ckpationanecivilskci4ty,v3100,0,Directuve,UncodedPtwAPP,0,15150,0,w3100,24155625.928942174,0,0.262226888101858,0,4268,FErERAL,0,foverhmental,jotPBA,e4264,A021360001,Closed,"EGM Europe, Middle East and Maghreb",EDD Europe-Middle East Programming,1,2694419.4,1.0,0.0,1,0,0,0,0
20p92010,0,WeatBqnknaza0alestinjanRefutees,3,130,MidfleEastPsxceProfess,renocraticparticipationandcig7ldiciett,g3100,0,Directiv4,UncodedPrrxPP,0,15150,0,D4100,5441938.362148354,0,0.2154205811676864,0,4268,UNIVERSl4Y,0,CivilSoc7etg,Not0BA,S4274,A021360001,Closed,"EGM Europe, Middle East and Maghreb",EDD Europe-Middle East Programming,1,2694419.4,1.0,0.0,1,0,0,0,0
20092020,0,WestBankGazaPslestinianRsdkgwws,3,130,MiddlwEastPeacePgic4ss,rrmocratlcparticipationxndcivilsocid47,v3100,0,Directide,UbcodexPreAPP,0,15150,0,c3100,50333202.640009895,0,0.30334361081066413,0,4268,FEDfRAL,0,Govednmehtal,NotPBw,S4274,A021360001,Closed,"EGM Europe, Middle East and Maghreb",EDD Europe-Middle East Programming,1,2694419.4,1.0,0.0,1,0,0,0,0
2009201o,0,WedtvankGazaPqlestinkznRdfugees,3,130,MiedlefastPeaceP3osess,Demoxraticparrici0atiobanfcivklsociet7,B310p,0,Direvtive,Uncoded0reAPo,0,15150,0,D310p,3073282.174225867,0,0.37991816158993663,0,4268,UNIgERSIT5,0,CivllSlciety,NotPBs,St264,A021360001,Closed,"EGM Europe, Middle East and Maghreb",EDD Europe-Middle East Programming,1,2694419.4,1.0,0.0,1,0,0,0,0
