assays_SASI,assays_CHEI,assays_ASI,assays_BFO,assays_AST,assays_ASSUBCFRAC,assays_VARII,assays_ASTI,assays_ASSTI,assays_ASOR,assays_ASST,assays_Descr,assays_CUB,assays_CONSC,assays_ASCETY,assays_RELT,assays_Ti,assays_TISI,assays_ASSCA,assays_DOI,assays_ASTTY,assays_CI,assays_SI
,CHEMBL627031,7662,BAO_0000218,A,,,10116.0,Liver,Rattus norvegicus,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in liver; Expressed as percent dose/organ,Intermediate,1,,N,50597,2107.0,,10130,,,1
,CHEMBL627032,7663,BAO_0000218,A,,,10116.0,Lung,Rattus norvegicus,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in lung; Expressed as percent dose/organ,Intermediate,1,,N,50597,2048.0,,10130,,,1
,CHEMBL627033,7664,BAO_0000218,A,,,10116.0,Muscle tissue,Rattus norvegicus,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in muscle; Expressed as percent dose/organ,Intermediate,1,,N,50597,2385.0,,10130,,,1
,CHEMBL627034,7665,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in skin; Expressed as percent dose/organ,Intermediate,1,,N,50597,,,10130,,,1
,CHEMBL627035,7666,BAO_0000218,A,,,10116.0,Spleen,Rattus norvegicus,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in spleen; Expressed as percent dose/organ,Intermediate,1,,N,50597,2106.0,,10130,,,1
,CHEMBL627036,7667,BAO_0000218,A,,,10116.0,Thyroid gland,Rattus norvegicus,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in thyroid; Expressed as percent dose/organ,Intermediate,1,,N,50597,2046.0,,10130,,,1
,CHEMBL875340,7668,BAO_0000218,A,,,10116.0,Blood,Rattus norvegicus,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in blood; Expressed as percent dose/organ,Intermediate,1,,N,50597,178.0,,10130,,,1
,CHEMBL627037,7669,BAO_0000218,A,,,10116.0,Heart,Rattus norvegicus,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in heart; Expressed as percent dose/organ,Intermediate,1,,N,50597,948.0,,10130,,,1
,CHEMBL627038,7670,BAO_0000218,A,,,10116.0,Kidney,Rattus norvegicus,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in kidney; Expressed as percent dose/organ,Intermediate,1,,N,50597,2113.0,,10130,,,1
,CHEMBL627039,7671,BAO_0000218,A,,,10116.0,Liver,Rattus norvegicus,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in liver; Expressed as percent dose/organ,Intermediate,1,,N,50597,2107.0,,10130,,,1
,CHEMBL627040,7672,BAO_0000218,A,,,10116.0,Muscle tissue,Rattus norvegicus,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in muscle; Expressed as percent dose/organ,Intermediate,1,,N,50597,2385.0,,10130,,,1
,CHEMBL624663,7673,BAO_0000218,A,,,10116.0,Spleen,Rattus norvegicus,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in spleen; Expressed as percent dose/organ,Intermediate,1,,N,50597,2106.0,,10130,,,1
,CHEMBL625963,7674,BAO_0000218,A,,,10116.0,Thyroid gland,Rattus norvegicus,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in thyroid; Expressed as percent dose/organ,Intermediate,1,,N,50597,2046.0,,10130,,,1
,CHEMBL876799,7675,BAO_0000218,A,,,10116.0,Brain,Rattus norvegicus,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in brain; Expressed as percent dose/organ,Intermediate,1,,N,50597,955.0,,10130,,,1
,CHEMBL626133,7676,BAO_0000218,A,,,10116.0,Lung,Rattus norvegicus,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in lung; Expressed as percent dose/organ,Intermediate,1,,N,50597,2048.0,,10130,,,1
,CHEMBL626134,7677,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in skin; Expressed as percent dose/organ,Intermediate,1,,N,50597,,,10130,,,1
,CHEMBL626135,7678,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,Intermediate,1,,N,50597,,,6295,,,1
,CHEMBL626136,7679,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,Intermediate,1,,N,50597,,,6296,,,1
,CHEMBL626137,7680,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg; Below detection limit,Intermediate,1,,N,50597,,,6296,,,1
,CHEMBL626138,7681,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,Intermediate,1,,N,50597,,,6295,,,1
,CHEMBL626139,7682,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,Intermediate,1,,N,50597,,,6296,,,1
,CHEMBL626140,7683,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,C max at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,Intermediate,1,,N,50597,,,17260,In vivo,,1
,CHEMBL626141,7684,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,C max at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,Intermediate,1,,N,50597,,,17260,In vivo,,1
,CHEMBL626142,7685,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,C24h in rat p.o. at 20 mg/kg concentration,Intermediate,1,,N,50597,,,17686,,,1
,CHEMBL627930,7686,BAO_0000218,A,,,10116.0,Muscle tissue,Rattus norvegicus,,Biodistribution in normal rat muscle in the presence of 0.005 M Gd/0.01 M lig at 2 hr,Intermediate,1,,N,50597,2385.0,,9866,In vivo,,1
,CHEMBL627931,7687,BAO_0000218,A,,,10116.0,Muscle tissue,Rattus norvegicus,,Biodistribution in normal rat muscle in the presence of 0.01 M Gd/0.05 M lig,Intermediate,1,,N,50597,2385.0,,9866,In vivo,,1
,CHEMBL627932,7688,BAO_0000218,A,,,10116.0,Muscle tissue,Rattus norvegicus,,Biodistribution in normal rat muscle in the presence of NAC Gd 0.01 M lig at 2 hr,Intermediate,1,,N,50597,2385.0,,9866,In vivo,,1
,CHEMBL627933,7689,BAO_0000218,A,,,10116.0,Spleen,Rattus norvegicus,,Biodistribution in normal rat spleen in the presence of 0.005 M Gd/0.01 M lig at 2 hr,Intermediate,1,,N,50597,2106.0,,9866,In vivo,,1
,CHEMBL627934,7690,BAO_0000218,A,,,10116.0,Spleen,Rattus norvegicus,,Biodistribution in normal rat spleen in the presence of 0.01 M Gd/0.05 M lig,Intermediate,1,,N,50597,2106.0,,9866,In vivo,,1
,CHEMBL627935,7691,BAO_0000218,A,,,10116.0,Spleen,Rattus norvegicus,,Biodistribution in normal rat spleen in the presence of NAC Gd 0.01 M lig at 2 hr,Intermediate,1,,N,50597,2106.0,,9866,In vivo,,1
,CHEMBL627936,7692,BAO_0000218,A,,,10116.0,Blood,Rattus norvegicus,,Biodistribution in rat blood in the presence of 0.001 M/0.008 M GdDTPA-AEP,Intermediate,1,,N,50597,178.0,,9866,In vivo,,1
,CHEMBL627937,7693,BAO_0000218,A,,,10116.0,Blood,Rattus norvegicus,,Biodistribution in rat blood in the presence of 0.01 M GdDTPA-BDP,Intermediate,1,,N,50597,178.0,,9866,In vivo,,1
,CHEMBL627938,7694,BAO_0000218,A,,,10116.0,Blood,Rattus norvegicus,,Biodistribution in rat blood in the presence of 0.01 M/0.01 M GdDTPA-AEP,Intermediate,1,,N,50597,178.0,,9866,In vivo,,1
,CHEMBL627939,7695,BAO_0000218,A,,,10116.0,Blood,Rattus norvegicus,,Biodistribution in rat blood in the presence of 0.05 M Gd/0.15 M lig,Intermediate,1,,N,50597,178.0,,9866,In vivo,,1
,CHEMBL627940,7696,BAO_0000218,A,,,10116.0,Blood,Rattus norvegicus,,Biodistribution in rat blood in the presence of 0.05 M GdDTPA-BDP,Intermediate,1,,N,50597,178.0,,9866,In vivo,,1
,CHEMBL627941,7697,BAO_0000218,A,,,10116.0,Blood,Rattus norvegicus,,Biodistribution in rat blood in the presence of 0.05 M/0.05 M GdDTPA-AEP,Intermediate,1,,N,50597,178.0,,9866,In vivo,,1
,CHEMBL876800,7698,BAO_0000218,A,,,10116.0,Blood,Rattus norvegicus,,Biodistribution in rat blood in the presence of 0.05 M/0.08 M GdDTPA-HPDP,Intermediate,1,,N,50597,178.0,,9866,In vivo,,1
,CHEMBL627942,7699,BAO_0000218,A,,,10116.0,Blood,Rattus norvegicus,,Biodistribution in rat blood in the presence of 0.10 M GdDTPA-BDP,Intermediate,1,,N,50597,178.0,,9866,In vivo,,1
,CHEMBL627943,7700,BAO_0000218,A,,,10116.0,Blood,Rattus norvegicus,,Biodistribution in rat blood in the presence of 0.10 M/0.11 M GdDTPA-AEP,Intermediate,1,,N,50597,178.0,,9866,In vivo,,1
,CHEMBL627944,7701,BAO_0000218,A,,,10116.0,Blood,Rattus norvegicus,,Biodistribution in rat blood in the presence of 50 Gd/kg at 15 min,Intermediate,1,,N,50597,178.0,,9866,In vivo,,1
,CHEMBL627945,7702,BAO_0000218,A,,,10116.0,Blood,Rattus norvegicus,,Biodistribution in rat blood in the presence of 50 Gd/kg at 2 hr,Intermediate,1,,N,50597,178.0,,9866,In vivo,,1
,CHEMBL628584,7703,BAO_0000218,A,,,10116.0,Blood,Rattus norvegicus,,Biodistribution in rat blood in the presence of 50 Gd/kg at 6 hr,Intermediate,1,,N,50597,178.0,,9866,In vivo,,1
,CHEMBL628585,7704,BAO_0000218,A,,,10116.0,Blood,Rattus norvegicus,,Biodistribution in rat blood in the presence of GdDTPA at 15 min,Intermediate,1,,N,50597,178.0,,9866,In vivo,,1
,CHEMBL628586,7705,BAO_0000218,A,,,10116.0,Blood,Rattus norvegicus,,Biodistribution in rat blood in the presence of GdDTPA at 1 hr,Intermediate,1,,N,50597,178.0,,9866,In vivo,,1
,CHEMBL628587,7706,BAO_0000218,A,,,10116.0,Blood,Rattus norvegicus,,Biodistribution in rat blood in the presence of GdDTPA at 30 min,Intermediate,1,,N,50597,178.0,,9866,In vivo,,1
,CHEMBL628588,7707,BAO_0000218,A,,,10116.0,Blood,Rattus norvegicus,,Biodistribution in rat blood in the presence of GdDTPA at 4 hr,Intermediate,1,,N,50597,178.0,,9866,In vivo,,1
,CHEMBL628589,7708,BAO_0000218,A,,,10116.0,Blood,Rattus norvegicus,,Biodistribution in rat blood in the presence of GdDTPA-BDP at 15 min,Intermediate,1,,N,50597,178.0,,9866,In vivo,,1
,CHEMBL625304,7709,BAO_0000218,A,,,10116.0,Blood,Rattus norvegicus,,Biodistribution in rat blood in the presence of GdDTPA-BDP at 30 min,Intermediate,1,,N,50597,178.0,,9866,In vivo,,1
,CHEMBL625305,7710,BAO_0000218,A,,,10116.0,Blood,Rattus norvegicus,,Biodistribution in rat blood in the presence of GdDTPA-BDP at 4 hr,Intermediate,1,,N,50597,178.0,,9866,In vivo,,1
,CHEMBL625306,7711,BAO_0000218,A,,,10116.0,Blood,Rattus norvegicus,,Biodistribution in rat blood in the presence of GdDTPA-BDPat 1 hr,Intermediate,1,,N,50597,178.0,,9866,In vivo,,1
,CHEMBL625307,7712,BAO_0000218,A,,,10116.0,Blood,Rattus norvegicus,,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 15 min,Intermediate,1,,N,50597,178.0,,9866,In vivo,,1
,CHEMBL625308,7713,BAO_0000218,A,,,10116.0,Blood,Rattus norvegicus,,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 30 min,Intermediate,1,,N,50597,178.0,,9866,In vivo,,1
,CHEMBL627740,7714,BAO_0000218,A,,,10116.0,Blood,Rattus norvegicus,,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 4 hr,Intermediate,1,,N,50597,178.0,,9866,In vivo,,1
,CHEMBL627741,7715,BAO_0000218,A,,,10116.0,Blood,Rattus norvegicus,,Biodistribution in rat blood in the presence of GdDTPA-HPDPat 1 hr,Intermediate,1,,N,50597,178.0,,9866,In vivo,,1
,CHEMBL627742,7716,BAO_0000218,A,,,10116.0,Blood,Rattus norvegicus,,Biodistribution in rat blood in the presence of NAC Gd/0.01 M GdDTPA-HPDP,Intermediate,1,,N,50597,178.0,,9866,In vivo,,1
,CHEMBL627743,7717,BAO_0000218,A,,,10116.0,Blood,Rattus norvegicus,,Biodistribution in rat blood in the presence of NCA Gd/0.01 M lip,Intermediate,1,,N,50597,178.0,,9866,In vivo,,1
,CHEMBL627744,7718,BAO_0000218,A,,,10116.0,Blood,Rattus norvegicus,,Biodistribution in rat blood in the presence of NCAGd/0.01 M lig,Intermediate,1,,N,50597,178.0,,9866,In vivo,,1
,CHEMBL627745,7719,BAO_0000218,A,,,10116.0,Bone,Rattus norvegicus,,Biodistribution in rat bone in the presence of 0.01 M GdDTPA-BDP,Intermediate,1,,N,50597,10000001.0,,9866,In vivo,,1
,CHEMBL627746,7720,BAO_0000218,A,,,10116.0,Bone,Rattus norvegicus,,Biodistribution in rat bone in the presence of 0.01 M/0.01 M GdDTPA-AEP,Intermediate,1,,N,50597,10000001.0,,9866,In vivo,,1
,CHEMBL627747,7721,BAO_0000218,A,,,10116.0,Bone,Rattus norvegicus,,Biodistribution in rat bone in the presence of 0.01 M/0.08 M GdDTPA-AEP,Intermediate,1,,N,50597,10000001.0,,9866,In vivo,,1
,CHEMBL876810,7722,BAO_0000218,A,,,10116.0,Bone,Rattus norvegicus,,Biodistribution in rat bone in the presence of 0.05 M Gd/0.15 M lig,Intermediate,1,,N,50597,10000001.0,,9866,In vivo,,1
,CHEMBL627748,7723,BAO_0000218,A,,,10116.0,Bone,Rattus norvegicus,,Biodistribution in rat bone in the presence of 0.05 M GdDTPA-BDP,Intermediate,1,,N,50597,10000001.0,,9866,In vivo,,1
,CHEMBL627749,7724,BAO_0000218,A,,,10116.0,Bone,Rattus norvegicus,,Biodistribution in rat bone in the presence of 0.05 M/0.05 M GdDTPA-AEP,Intermediate,1,,N,50597,10000001.0,,9866,In vivo,,1
,CHEMBL627750,7725,BAO_0000218,A,,,10116.0,Bone,Rattus norvegicus,,Biodistribution in rat bone in the presence of 0.05 M/0.08 M GdDTPA-HPDP,Intermediate,1,,N,50597,10000001.0,,9866,In vivo,,1
,CHEMBL618728,7726,BAO_0000218,A,,,10116.0,Bone,Rattus norvegicus,,Biodistribution in rat bone in the presence of 0.10 M GdDTPA-BDP,Intermediate,1,,N,50597,10000001.0,,9866,In vivo,,1
,CHEMBL618729,7727,BAO_0000218,A,,,10116.0,Bone,Rattus norvegicus,,Biodistribution in rat bone in the presence of 0.10 M/0.11 M GdDTPA-AEP,Intermediate,1,,N,50597,10000001.0,,9866,In vivo,,1
,CHEMBL618730,7728,BAO_0000218,A,,,10116.0,Bone,Rattus norvegicus,,Biodistribution in rat bone in the presence of GdDTPA at 15 min,Intermediate,1,,N,50597,10000001.0,,9866,In vivo,,1
,CHEMBL618731,7729,BAO_0000218,A,,,10116.0,Bone,Rattus norvegicus,,Biodistribution in rat bone in the presence of GdDTPA at 1 hr,Intermediate,1,,N,50597,10000001.0,,9866,In vivo,,1
,CHEMBL618732,7730,BAO_0000218,A,,,10116.0,Bone,Rattus norvegicus,,Biodistribution in rat bone in the presence of GdDTPA at 30 min,Intermediate,1,,N,50597,10000001.0,,9866,In vivo,,1
,CHEMBL618733,7731,BAO_0000218,A,,,10116.0,Bone,Rattus norvegicus,,Biodistribution in rat bone in the presence of GdDTPA at 4 hr,Intermediate,1,,N,50597,10000001.0,,9866,In vivo,,1
,CHEMBL618734,7732,BAO_0000218,A,,,10116.0,Bone,Rattus norvegicus,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 15 min,Intermediate,1,,N,50597,10000001.0,,9866,In vivo,,1
,CHEMBL618735,7733,BAO_0000218,A,,,10116.0,Bone,Rattus norvegicus,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 1 hr,Intermediate,1,,N,50597,10000001.0,,9866,In vivo,,1
,CHEMBL876602,7734,BAO_0000218,A,,,10116.0,Bone,Rattus norvegicus,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 30 min,Intermediate,1,,N,50597,10000001.0,,9866,In vivo,,1
,CHEMBL618736,7735,BAO_0000218,A,,,10116.0,Bone,Rattus norvegicus,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 4 hr,Intermediate,1,,N,50597,10000001.0,,9866,In vivo,,1
,CHEMBL618737,7736,BAO_0000218,A,,,10116.0,Bone,Rattus norvegicus,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 15 min,Intermediate,1,,N,50597,10000001.0,,9866,In vivo,,1
,CHEMBL618738,7737,BAO_0000218,A,,,10116.0,Bone,Rattus norvegicus,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 1 hr,Intermediate,1,,N,50597,10000001.0,,9866,In vivo,,1
,CHEMBL618739,7738,BAO_0000218,A,,,10116.0,Bone,Rattus norvegicus,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 30 min,Intermediate,1,,N,50597,10000001.0,,9866,In vivo,,1
,CHEMBL618740,7739,BAO_0000218,A,,,10116.0,Bone,Rattus norvegicus,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 4 hr,Intermediate,1,,N,50597,10000001.0,,9866,In vivo,,1
,CHEMBL618741,7740,BAO_0000218,A,,,10116.0,Bone,Rattus norvegicus,,Biodistribution in rat bone in the presence of NAC Gd/0.01 M GdDTPA-HPDP,Intermediate,1,,N,50597,10000001.0,,9866,In vivo,,1
,CHEMBL618742,7741,BAO_0000218,A,,,10116.0,Bone,Rattus norvegicus,,Biodistribution in rat bone in the presence of NCA Gd/0.01 M lip,Intermediate,1,,N,50597,10000001.0,,9866,In vivo,,1
,CHEMBL618743,7742,BAO_0000218,A,,,10116.0,Bone,Rattus norvegicus,,Biodistribution in rat bone in the presence of NCAGd/0.01 M lig,Intermediate,1,,N,50597,10000001.0,,9866,In vivo,,1
,CHEMBL618744,7743,BAO_0000218,A,,,10116.0,Plasma,Rattus norvegicus,,Half-life from rat plasma at a single oral dose of 25 mg/kg,Intermediate,1,,N,50597,1969.0,,17752,In vivo,,1
,CHEMBL618745,7744,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Half-life in male rat,Intermediate,1,,N,50597,,,5610,,,1
,CHEMBL620479,7745,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Half-life in rat after peroral administration at 10 mg/kg concentration,Intermediate,1,,N,50597,,,5939,In vivo,,1
,CHEMBL620480,7746,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Half-life in rat after peroral administration at 5 mg/kg concentration,Intermediate,1,,N,50597,,,5939,In vivo,,1
,CHEMBL620481,7747,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Half-life in rat at a dose of 3 mg/kg,Intermediate,1,,N,50597,,,17771,In vivo,,1
,CHEMBL620482,7748,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Half-life was evaluated in rats,Intermediate,1,,N,50597,,,1974,,,1
,CHEMBL876603,7749,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Half-life was measured in rat,Intermediate,1,,N,50597,,,4239,,,1
,CHEMBL620483,7750,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Half-life period for the compound was determined in rats at 50 mg/kg dose,Intermediate,1,,N,50597,,,6681,In vivo,,1
,CHEMBL620484,7751,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Half-life period in rats after intravenous administration at 5 mg/kg,Intermediate,1,,N,50597,,,17752,In vivo,,1
,CHEMBL620485,7752,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Half-life period in rat at 10 mg/kg,Intermediate,1,,N,50597,,,6046,In vivo,,1
,CHEMBL620486,7753,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,"Half-life period was determined in rats at 10 mg/kg, p.o. dose",Intermediate,1,,N,50597,,,6685,In vivo,,1
,CHEMBL620487,7754,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,"Half-life period was determined in rats at 20 mg/kg, i.p. dose",Intermediate,1,,N,50597,,,6685,In vivo,,1
,CHEMBL620488,7755,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,"Half-life period was determined in rats at 2 mg/kg, i.v. dose",Intermediate,1,,N,50597,,,6685,In vivo,,1
,CHEMBL620489,7756,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Half-life time in rat the dose of 2 mg/kg,Intermediate,1,,N,50597,,,4727,In vivo,,1
,CHEMBL620490,7757,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Half-life was estimated from the elimination phase of the oral [C] vs time curves in 4 rats,Intermediate,1,,N,50597,,,1088,In vivo,,1
,CHEMBL620491,7758,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,In vivo activity against Staphylococcus aureus when administered orally for 1 hr in rat at a dose of 15 mg/kg,Intermediate,1,,N,50597,,,5610,In vivo,,1
,CHEMBL876604,7759,BAO_0000218,A,,,10116.0,Plasma,Rattus norvegicus,,"In vivo half life of compound in rat plasma after a oral dose of 10 mg/kg (in water, N=4)",Intermediate,1,,N,50597,1969.0,,3032,In vivo,,1
,CHEMBL620492,7760,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Oral half life was determined,Intermediate,1,,N,50597,,,5199,In vivo,,1
,CHEMBL620493,7761,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,"Pharmacokinetic Parameter, half life period measured in Female Wistar Rats at 100 mg/kg by po administration",Intermediate,1,,N,50597,,,14941,In vivo,,1
,CHEMBL620494,7762,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Pharmacokinetic property (t1/2) in rat,Intermediate,1,,N,50597,,,4408,In vivo,,1
,CHEMBL620495,7763,BAO_0000218,A,,,10116.0,Plasma,Rattus norvegicus,,Plasma elimination half-life was determined,Intermediate,1,,N,50597,1969.0,,2552,,,1
