ASSI,ASSORGA,CUB,CHEI,CI,ASSCA,T,TII,ASSTY,VAI,Descri,ASSSUBCEFR,RELT,CONFSCO,SI,SRASSI,BAFO
7683,Rattus norvegicus,Intermediate,CHEMBL626140,,,50597,,A,,C max at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,,N,1,1,,BAO_0000218
7684,Rattus norvegicus,Intermediate,CHEMBL626141,,,50597,,A,,C max at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,,N,1,1,,BAO_0000218
7685,Rattus norvegicus,Intermediate,CHEMBL626142,,,50597,,A,,C24h in rat p.o. at 20 mg/kg concentration,,N,1,1,,BAO_0000218
7686,Rattus norvegicus,Intermediate,CHEMBL627930,,,50597,2385.0,A,,Biodistribution in normal rat muscle in the presence of 0.005 M Gd/0.01 M lig at 2 hr,,N,1,1,,BAO_0000218
7687,Rattus norvegicus,Intermediate,CHEMBL627931,,,50597,2385.0,A,,Biodistribution in normal rat muscle in the presence of 0.01 M Gd/0.05 M lig,,N,1,1,,BAO_0000218
7688,Rattus norvegicus,Intermediate,CHEMBL627932,,,50597,2385.0,A,,Biodistribution in normal rat muscle in the presence of NAC Gd 0.01 M lig at 2 hr,,N,1,1,,BAO_0000218
7689,Rattus norvegicus,Intermediate,CHEMBL627933,,,50597,2106.0,A,,Biodistribution in normal rat spleen in the presence of 0.005 M Gd/0.01 M lig at 2 hr,,N,1,1,,BAO_0000218
7690,Rattus norvegicus,Intermediate,CHEMBL627934,,,50597,2106.0,A,,Biodistribution in normal rat spleen in the presence of 0.01 M Gd/0.05 M lig,,N,1,1,,BAO_0000218
7691,Rattus norvegicus,Intermediate,CHEMBL627935,,,50597,2106.0,A,,Biodistribution in normal rat spleen in the presence of NAC Gd 0.01 M lig at 2 hr,,N,1,1,,BAO_0000218
7692,Rattus norvegicus,Intermediate,CHEMBL627936,,,50597,178.0,A,,Biodistribution in rat blood in the presence of 0.001 M/0.008 M GdDTPA-AEP,,N,1,1,,BAO_0000218
7693,Rattus norvegicus,Intermediate,CHEMBL627937,,,50597,178.0,A,,Biodistribution in rat blood in the presence of 0.01 M GdDTPA-BDP,,N,1,1,,BAO_0000218
7694,Rattus norvegicus,Intermediate,CHEMBL627938,,,50597,178.0,A,,Biodistribution in rat blood in the presence of 0.01 M/0.01 M GdDTPA-AEP,,N,1,1,,BAO_0000218
7695,Rattus norvegicus,Intermediate,CHEMBL627939,,,50597,178.0,A,,Biodistribution in rat blood in the presence of 0.05 M Gd/0.15 M lig,,N,1,1,,BAO_0000218
7696,Rattus norvegicus,Intermediate,CHEMBL627940,,,50597,178.0,A,,Biodistribution in rat blood in the presence of 0.05 M GdDTPA-BDP,,N,1,1,,BAO_0000218
7697,Rattus norvegicus,Intermediate,CHEMBL627941,,,50597,178.0,A,,Biodistribution in rat blood in the presence of 0.05 M/0.05 M GdDTPA-AEP,,N,1,1,,BAO_0000218
7698,Rattus norvegicus,Intermediate,CHEMBL876800,,,50597,178.0,A,,Biodistribution in rat blood in the presence of 0.05 M/0.08 M GdDTPA-HPDP,,N,1,1,,BAO_0000218
7699,Rattus norvegicus,Intermediate,CHEMBL627942,,,50597,178.0,A,,Biodistribution in rat blood in the presence of 0.10 M GdDTPA-BDP,,N,1,1,,BAO_0000218
7700,Rattus norvegicus,Intermediate,CHEMBL627943,,,50597,178.0,A,,Biodistribution in rat blood in the presence of 0.10 M/0.11 M GdDTPA-AEP,,N,1,1,,BAO_0000218
7701,Rattus norvegicus,Intermediate,CHEMBL627944,,,50597,178.0,A,,Biodistribution in rat blood in the presence of 50 Gd/kg at 15 min,,N,1,1,,BAO_0000218
7702,Rattus norvegicus,Intermediate,CHEMBL627945,,,50597,178.0,A,,Biodistribution in rat blood in the presence of 50 Gd/kg at 2 hr,,N,1,1,,BAO_0000218
7703,Rattus norvegicus,Intermediate,CHEMBL628584,,,50597,178.0,A,,Biodistribution in rat blood in the presence of 50 Gd/kg at 6 hr,,N,1,1,,BAO_0000218
7704,Rattus norvegicus,Intermediate,CHEMBL628585,,,50597,178.0,A,,Biodistribution in rat blood in the presence of GdDTPA at 15 min,,N,1,1,,BAO_0000218
7705,Rattus norvegicus,Intermediate,CHEMBL628586,,,50597,178.0,A,,Biodistribution in rat blood in the presence of GdDTPA at 1 hr,,N,1,1,,BAO_0000218
7706,Rattus norvegicus,Intermediate,CHEMBL628587,,,50597,178.0,A,,Biodistribution in rat blood in the presence of GdDTPA at 30 min,,N,1,1,,BAO_0000218
7707,Rattus norvegicus,Intermediate,CHEMBL628588,,,50597,178.0,A,,Biodistribution in rat blood in the presence of GdDTPA at 4 hr,,N,1,1,,BAO_0000218
7708,Rattus norvegicus,Intermediate,CHEMBL628589,,,50597,178.0,A,,Biodistribution in rat blood in the presence of GdDTPA-BDP at 15 min,,N,1,1,,BAO_0000218
7709,Rattus norvegicus,Intermediate,CHEMBL625304,,,50597,178.0,A,,Biodistribution in rat blood in the presence of GdDTPA-BDP at 30 min,,N,1,1,,BAO_0000218
7710,Rattus norvegicus,Intermediate,CHEMBL625305,,,50597,178.0,A,,Biodistribution in rat blood in the presence of GdDTPA-BDP at 4 hr,,N,1,1,,BAO_0000218
7711,Rattus norvegicus,Intermediate,CHEMBL625306,,,50597,178.0,A,,Biodistribution in rat blood in the presence of GdDTPA-BDPat 1 hr,,N,1,1,,BAO_0000218
7712,Rattus norvegicus,Intermediate,CHEMBL625307,,,50597,178.0,A,,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 15 min,,N,1,1,,BAO_0000218
7713,Rattus norvegicus,Intermediate,CHEMBL625308,,,50597,178.0,A,,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 30 min,,N,1,1,,BAO_0000218
7714,Rattus norvegicus,Intermediate,CHEMBL627740,,,50597,178.0,A,,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 4 hr,,N,1,1,,BAO_0000218
7715,Rattus norvegicus,Intermediate,CHEMBL627741,,,50597,178.0,A,,Biodistribution in rat blood in the presence of GdDTPA-HPDPat 1 hr,,N,1,1,,BAO_0000218
7716,Rattus norvegicus,Intermediate,CHEMBL627742,,,50597,178.0,A,,Biodistribution in rat blood in the presence of NAC Gd/0.01 M GdDTPA-HPDP,,N,1,1,,BAO_0000218
7717,Rattus norvegicus,Intermediate,CHEMBL627743,,,50597,178.0,A,,Biodistribution in rat blood in the presence of NCA Gd/0.01 M lip,,N,1,1,,BAO_0000218
7718,Rattus norvegicus,Intermediate,CHEMBL627744,,,50597,178.0,A,,Biodistribution in rat blood in the presence of NCAGd/0.01 M lig,,N,1,1,,BAO_0000218
7719,Rattus norvegicus,Intermediate,CHEMBL627745,,,50597,10000001.0,A,,Biodistribution in rat bone in the presence of 0.01 M GdDTPA-BDP,,N,1,1,,BAO_0000218
7720,Rattus norvegicus,Intermediate,CHEMBL627746,,,50597,10000001.0,A,,Biodistribution in rat bone in the presence of 0.01 M/0.01 M GdDTPA-AEP,,N,1,1,,BAO_0000218
7721,Rattus norvegicus,Intermediate,CHEMBL627747,,,50597,10000001.0,A,,Biodistribution in rat bone in the presence of 0.01 M/0.08 M GdDTPA-AEP,,N,1,1,,BAO_0000218
7722,Rattus norvegicus,Intermediate,CHEMBL876810,,,50597,10000001.0,A,,Biodistribution in rat bone in the presence of 0.05 M Gd/0.15 M lig,,N,1,1,,BAO_0000218
7723,Rattus norvegicus,Intermediate,CHEMBL627748,,,50597,10000001.0,A,,Biodistribution in rat bone in the presence of 0.05 M GdDTPA-BDP,,N,1,1,,BAO_0000218
7724,Rattus norvegicus,Intermediate,CHEMBL627749,,,50597,10000001.0,A,,Biodistribution in rat bone in the presence of 0.05 M/0.05 M GdDTPA-AEP,,N,1,1,,BAO_0000218
7725,Rattus norvegicus,Intermediate,CHEMBL627750,,,50597,10000001.0,A,,Biodistribution in rat bone in the presence of 0.05 M/0.08 M GdDTPA-HPDP,,N,1,1,,BAO_0000218
7726,Rattus norvegicus,Intermediate,CHEMBL618728,,,50597,10000001.0,A,,Biodistribution in rat bone in the presence of 0.10 M GdDTPA-BDP,,N,1,1,,BAO_0000218
7727,Rattus norvegicus,Intermediate,CHEMBL618729,,,50597,10000001.0,A,,Biodistribution in rat bone in the presence of 0.10 M/0.11 M GdDTPA-AEP,,N,1,1,,BAO_0000218
7728,Rattus norvegicus,Intermediate,CHEMBL618730,,,50597,10000001.0,A,,Biodistribution in rat bone in the presence of GdDTPA at 15 min,,N,1,1,,BAO_0000218
7729,Rattus norvegicus,Intermediate,CHEMBL618731,,,50597,10000001.0,A,,Biodistribution in rat bone in the presence of GdDTPA at 1 hr,,N,1,1,,BAO_0000218
7730,Rattus norvegicus,Intermediate,CHEMBL618732,,,50597,10000001.0,A,,Biodistribution in rat bone in the presence of GdDTPA at 30 min,,N,1,1,,BAO_0000218
7731,Rattus norvegicus,Intermediate,CHEMBL618733,,,50597,10000001.0,A,,Biodistribution in rat bone in the presence of GdDTPA at 4 hr,,N,1,1,,BAO_0000218
7732,Rattus norvegicus,Intermediate,CHEMBL618734,,,50597,10000001.0,A,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 15 min,,N,1,1,,BAO_0000218
7733,Rattus norvegicus,Intermediate,CHEMBL618735,,,50597,10000001.0,A,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 1 hr,,N,1,1,,BAO_0000218
7734,Rattus norvegicus,Intermediate,CHEMBL876602,,,50597,10000001.0,A,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 30 min,,N,1,1,,BAO_0000218
7735,Rattus norvegicus,Intermediate,CHEMBL618736,,,50597,10000001.0,A,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 4 hr,,N,1,1,,BAO_0000218
7736,Rattus norvegicus,Intermediate,CHEMBL618737,,,50597,10000001.0,A,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 15 min,,N,1,1,,BAO_0000218
7737,Rattus norvegicus,Intermediate,CHEMBL618738,,,50597,10000001.0,A,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 1 hr,,N,1,1,,BAO_0000218
7738,Rattus norvegicus,Intermediate,CHEMBL618739,,,50597,10000001.0,A,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 30 min,,N,1,1,,BAO_0000218
7739,Rattus norvegicus,Intermediate,CHEMBL618740,,,50597,10000001.0,A,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 4 hr,,N,1,1,,BAO_0000218
7740,Rattus norvegicus,Intermediate,CHEMBL618741,,,50597,10000001.0,A,,Biodistribution in rat bone in the presence of NAC Gd/0.01 M GdDTPA-HPDP,,N,1,1,,BAO_0000218
7741,Rattus norvegicus,Intermediate,CHEMBL618742,,,50597,10000001.0,A,,Biodistribution in rat bone in the presence of NCA Gd/0.01 M lip,,N,1,1,,BAO_0000218
7742,Rattus norvegicus,Intermediate,CHEMBL618743,,,50597,10000001.0,A,,Biodistribution in rat bone in the presence of NCAGd/0.01 M lig,,N,1,1,,BAO_0000218
7743,Rattus norvegicus,Intermediate,CHEMBL618744,,,50597,1969.0,A,,Half-life from rat plasma at a single oral dose of 25 mg/kg,,N,1,1,,BAO_0000218
7744,Rattus norvegicus,Intermediate,CHEMBL618745,,,50597,,A,,Half-life in male rat,,N,1,1,,BAO_0000218
7745,Rattus norvegicus,Intermediate,CHEMBL620479,,,50597,,A,,Half-life in rat after peroral administration at 10 mg/kg concentration,,N,1,1,,BAO_0000218
7746,Rattus norvegicus,Intermediate,CHEMBL620480,,,50597,,A,,Half-life in rat after peroral administration at 5 mg/kg concentration,,N,1,1,,BAO_0000218
7747,Rattus norvegicus,Intermediate,CHEMBL620481,,,50597,,A,,Half-life in rat at a dose of 3 mg/kg,,N,1,1,,BAO_0000218
7748,Rattus norvegicus,Intermediate,CHEMBL620482,,,50597,,A,,Half-life was evaluated in rats,,N,1,1,,BAO_0000218
7749,Rattus norvegicus,Intermediate,CHEMBL876603,,,50597,,A,,Half-life was measured in rat,,N,1,1,,BAO_0000218
7750,Rattus norvegicus,Intermediate,CHEMBL620483,,,50597,,A,,Half-life period for the compound was determined in rats at 50 mg/kg dose,,N,1,1,,BAO_0000218
7751,Rattus norvegicus,Intermediate,CHEMBL620484,,,50597,,A,,Half-life period in rats after intravenous administration at 5 mg/kg,,N,1,1,,BAO_0000218
7752,Rattus norvegicus,Intermediate,CHEMBL620485,,,50597,,A,,Half-life period in rat at 10 mg/kg,,N,1,1,,BAO_0000218
7753,Rattus norvegicus,Intermediate,CHEMBL620486,,,50597,,A,,"Half-life period was determined in rats at 10 mg/kg, p.o. dose",,N,1,1,,BAO_0000218
7754,Rattus norvegicus,Intermediate,CHEMBL620487,,,50597,,A,,"Half-life period was determined in rats at 20 mg/kg, i.p. dose",,N,1,1,,BAO_0000218
7755,Rattus norvegicus,Intermediate,CHEMBL620488,,,50597,,A,,"Half-life period was determined in rats at 2 mg/kg, i.v. dose",,N,1,1,,BAO_0000218
7756,Rattus norvegicus,Intermediate,CHEMBL620489,,,50597,,A,,Half-life time in rat the dose of 2 mg/kg,,N,1,1,,BAO_0000218
7757,Rattus norvegicus,Intermediate,CHEMBL620490,,,50597,,A,,Half-life was estimated from the elimination phase of the oral [C] vs time curves in 4 rats,,N,1,1,,BAO_0000218
7758,Rattus norvegicus,Intermediate,CHEMBL620491,,,50597,,A,,In vivo activity against Staphylococcus aureus when administered orally for 1 hr in rat at a dose of 15 mg/kg,,N,1,1,,BAO_0000218
7759,Rattus norvegicus,Intermediate,CHEMBL876604,,,50597,1969.0,A,,"In vivo half life of compound in rat plasma after a oral dose of 10 mg/kg (in water, N=4)",,N,1,1,,BAO_0000218
7760,Rattus norvegicus,Intermediate,CHEMBL620492,,,50597,,A,,Oral half life was determined,,N,1,1,,BAO_0000218
7761,Rattus norvegicus,Intermediate,CHEMBL620493,,,50597,,A,,"Pharmacokinetic Parameter, half life period measured in Female Wistar Rats at 100 mg/kg by po administration",,N,1,1,,BAO_0000218
7762,Rattus norvegicus,Intermediate,CHEMBL620494,,,50597,,A,,Pharmacokinetic property (t1/2) in rat,,N,1,1,,BAO_0000218
7763,Rattus norvegicus,Intermediate,CHEMBL620495,,,50597,1969.0,A,,Plasma elimination half-life was determined,,N,1,1,,BAO_0000218
7764,Rattus norvegicus,Intermediate,CHEMBL620496,,,50597,1969.0,A,,Plasma elimination half-life was determined in female Sprague-Dawley rats following intravenous (iv) administration of drug (1 mg/kg).,,N,1,1,,BAO_0000218
7765,Rattus norvegicus,Intermediate,CHEMBL620497,,,50597,1969.0,A,,Plasma half life was observed after intravenous administration in rat,,N,1,1,,BAO_0000218
7766,Rattus norvegicus,Intermediate,CHEMBL620498,,,50597,1969.0,A,,Plasma half-life was determined,,N,1,1,,BAO_0000218
7767,Rattus norvegicus,Intermediate,CHEMBL620499,,,50597,1969.0,A,,Plasma half-life following oral administration in Fisher rats,,N,1,1,,BAO_0000218
7768,Rattus norvegicus,Intermediate,CHEMBL620500,,,50597,1969.0,A,,Plasma half-life in rat,,N,1,1,,BAO_0000218
7769,Rattus norvegicus,Intermediate,CHEMBL873809,,,50597,1969.0,A,,Plasmatic Half-life after intravenous administration to rat,,N,1,1,,BAO_0000218
7770,Rattus norvegicus,Intermediate,CHEMBL620501,,,50597,,A,,T1/2 (half life) of compound after 2 hr iv infusion of 8.4 mg/kg in three rat,,N,1,1,,BAO_0000218
7771,Rattus norvegicus,Intermediate,CHEMBL620502,,,50597,,A,,Terminal half life after intravenous administration (1 mg/kg) in rat,,N,1,1,,BAO_0000218
7772,Rattus norvegicus,Intermediate,CHEMBL620503,,,50597,,A,,Terminal half life in Rat at a oral dose of 5 mg/kg,,N,1,1,,BAO_0000218
7773,Rattus norvegicus,Intermediate,CHEMBL620504,,,50597,,A,,Terminal phase half-life was evaluated in vivo in rat at a dose of 5 mg/kg by intra venous administration,,N,1,1,,BAO_0000218
7774,Rattus norvegicus,Intermediate,CHEMBL876605,,,50597,,A,,Tested for half life value after intravenous administration at dose of 0.2 mg/kg in rat,,N,1,1,,BAO_0000218
7775,Rattus norvegicus,Intermediate,CHEMBL620505,,,50597,,A,,Tested for half life value after oral administration at dosage of 4 mg/kg in rat,,N,1,1,,BAO_0000218
7776,Rattus norvegicus,Intermediate,CHEMBL873811,,,50597,1969.0,A,,plasma half life was observed after intravenous administration in rat,,N,1,1,,BAO_0000218
7777,Rattus norvegicus,Expert,CHEMBL624016,,,50597,,A,,Half life of compound determined in rat after iv administration at a dose of 10 mg/kg,,N,1,1,,BAO_0000218
7778,Rattus norvegicus,Intermediate,CHEMBL624017,,,50597,,A,,Half life of compound determined in rat,,N,1,1,,BAO_0000218
7779,Rattus norvegicus,Intermediate,CHEMBL624018,,,50597,,A,,Mean residence time determined in rat,,N,1,1,,BAO_0000218
7780,Rattus norvegicus,Intermediate,CHEMBL624019,,,50597,,A,,Plasma half life determined in rat,,N,1,1,,BAO_0000218
7781,Rattus norvegicus,Intermediate,CHEMBL624020,,,50597,955.0,A,,Compound was evaluated for Tmax in brain after intravenous administration in male rats,,N,1,1,,BAO_0000218
7782,Rattus norvegicus,Intermediate,CHEMBL624201,,,50597,,A,,Compound was evaluated for pharmacokinetic parameter maximum time period,,N,1,1,,BAO_0000218
7783,Rattus norvegicus,Intermediate,CHEMBL872528,,,50597,,A,,Evaluated for pharmacokinetic parameter tmax in rat at the dose 50 mg/kg,,N,1,1,,BAO_0000218
7784,Rattus norvegicus,Intermediate,CHEMBL624202,,,50597,,A,,In vivo Tmax was determined after intravenous administration of compound (9.13+/-0.85 mg/kg) in male Sprague-Dawley rat,,N,1,1,,BAO_0000218
7785,Rattus norvegicus,Intermediate,CHEMBL624203,,,50597,,A,,In vivo Tmax was determined after peroral administration of compound (158.5+/-2 mg/kg) in male Sprague-Dawley rat,,N,1,1,,BAO_0000218
7786,Rattus norvegicus,Intermediate,CHEMBL624350,,,50597,,A,,In vivo Tmax was determined after peroral administration of compound (19.01+/-0.31 mg/kg) in male Sprague-Dawley rat,,N,1,1,,BAO_0000218
7787,Rattus norvegicus,Intermediate,CHEMBL621320,,,50597,,A,,In vivo Tmax was determined after peroral administration of compound (76.4+/-2.6 mg/kg) in male Sprague-Dawley rat,,N,1,1,,BAO_0000218
7788,Rattus norvegicus,Intermediate,CHEMBL621321,,,50597,,A,,In vivo maximum time required for clearance of compound after oral (po) administration at a dose of 10 mg/kg was measured in rats,,N,1,1,,BAO_0000218
7789,Rattus norvegicus,Intermediate,CHEMBL621322,,,50597,,A,,Maximum time (Tmax) required to reach Cmax in rats,,N,1,1,,BAO_0000218
7790,Rattus norvegicus,Intermediate,CHEMBL621323,,,50597,,A,,Maximum time constant was determined after oral administration at a dose 10 mg/kg to male Sprague-Dawley rats,,N,1,1,,BAO_0000218
7791,Rattus norvegicus,Intermediate,CHEMBL621324,,,50597,,A,,Maximum time of clearance of compound in rats after peroral administration,,N,1,1,,BAO_0000218
7792,Rattus norvegicus,Intermediate,CHEMBL621325,,,50597,,A,,Maximum time at the dose of 2 mg/kg in rat,,N,1,1,,BAO_0000218
7793,Rattus norvegicus,Intermediate,CHEMBL875837,,,50597,1969.0,A,,Maximum time to achieve peak plasma concentration was determined in rat at 1 mg/kg,,N,1,1,,BAO_0000218
7794,Rattus norvegicus,Intermediate,CHEMBL621326,,,50597,1969.0,A,,Maximum time to achieve peak plasma concentration was determined in rat at 10 mg/kg,,N,1,1,,BAO_0000218
7795,Rattus norvegicus,Intermediate,CHEMBL621327,,,50597,,A,,Tmax in Guinea pig (PO dose),,N,1,1,,BAO_0000218
7796,Rattus norvegicus,Intermediate,CHEMBL621328,,,50597,,A,,"Pharmacokinetic Parameter, Tmax is the time at which maximum concentration (Cmax) is reached in Female Wistar Rats at 100 mg/kg by po administration",,N,1,1,,BAO_0000218
7797,Rattus norvegicus,Intermediate,CHEMBL621329,,,50597,,A,,Pharmacokinetic parameter (Tmax) in rat,,N,1,1,,BAO_0000218
7798,Rattus norvegicus,Intermediate,CHEMBL621330,,,50597,,A,,Pharmacokinetic parameter (Tmax) was estimated,,N,1,1,,BAO_0000218
7799,Rattus norvegicus,Intermediate,CHEMBL621331,,,50597,,A,,Pharmacokinetic property (Tmax) in rat,,N,1,1,,BAO_0000218
7800,Rattus norvegicus,Intermediate,CHEMBL621332,,,50597,,A,,Pharmacokinetic property (Tmax) was measured in rat at the dose of 0.32 mg/kg p.o.,,N,1,1,,BAO_0000218
