Fiscal year,Participatory development and good governance,Climate change adaptation (marker),CFLI (marker),Project number,Continent ID,Division ID,Organisation sub-class,Branch ID,Status,Continent name,Project Browser country ID,Organisation type,Children issues (marker),Knowledge for development (marker),Maximum CIDA contribution (project-level),Gender equality (marker),FSTC percent,ICT as a tool for development (marker),Bilateral aid (international marker),Enviromental sustainability (marker),IRTC percent,Sector percent,Sector name,Fund centre name,Regional program (marker),Section ID,PBA type,CIDA business delivery model (old),Branch name,Urban issues (marker),Organisation ID,Biodiversity (marker),Indigenous issues (marker),CountryRegion ID,Division name,Section name,Fund centre ID,Untied amount(Project-level budget),Programming process (new),Climate change mitigation (marker),Desertification (marker),Trade development (marker)
2009/2010,1,0,0,A020910001,1,D4400,FEDERAL,B4400,Closed,America,UY,Canadian Non-Profit Making,1,0,1488850.78,0,1.0,0,1,1,0.0,0.02,Family planning,*Southern Cone,1,S4413,Not PBA,Responsive,NGM Americas,0,10050,0,0,50,NDD Americas Programming,South America,4422,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A020910001,1,D4400,Unknown,B4400,Closed,America,UY,Uncoded,1,0,1488850.78,0,1.0,0,1,1,0.0,0.02,Family planning,*Southern Cone,1,S4413,Not PBA,Responsive,NGM Americas,0,Information not available,0,0,50,NDD Americas Programming,South America,4422,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A020910001,1,D4400,FEDERAL,B4400,Closed,America,UY,Canadian Non-Profit Making,1,0,1488850.78,0,1.0,0,1,1,0.0,0.8,Public sector policy and administrative management,*Southern Cone,1,S4413,Not PBA,Responsive,NGM Americas,0,10050,0,0,50,NDD Americas Programming,South America,4422,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A020910001,1,D4400,Unknown,B4400,Closed,America,UY,Uncoded,1,0,1488850.78,0,1.0,0,1,1,0.0,0.8,Public sector policy and administrative management,*Southern Cone,1,S4413,Not PBA,Responsive,NGM Americas,0,Information not available,0,0,50,NDD Americas Programming,South America,4422,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A020910001,1,D4400,FEDERAL,B4400,Closed,America,AR,Canadian Non-Profit Making,1,0,1488850.78,0,1.0,0,1,1,0.0,0.1,Primary education,*Southern Cone,1,S4413,Not PBA,Responsive,NGM Americas,0,10050,0,0,50,NDD Americas Programming,South America,4422,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A020910001,1,D4400,Unknown,B4400,Closed,America,AR,Uncoded,1,0,1488850.78,0,1.0,0,1,1,0.0,0.1,Primary education,*Southern Cone,1,S4413,Not PBA,Responsive,NGM Americas,0,Information not available,0,0,50,NDD Americas Programming,South America,4422,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A020910001,1,D4400,FEDERAL,B4400,Closed,America,AR,Canadian Non-Profit Making,1,0,1488850.78,0,1.0,0,1,1,0.0,0.08,Basic health care,*Southern Cone,1,S4413,Not PBA,Responsive,NGM Americas,0,10050,0,0,50,NDD Americas Programming,South America,4422,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A020910001,1,D4400,Unknown,B4400,Closed,America,AR,Uncoded,1,0,1488850.78,0,1.0,0,1,1,0.0,0.08,Basic health care,*Southern Cone,1,S4413,Not PBA,Responsive,NGM Americas,0,Information not available,0,0,50,NDD Americas Programming,South America,4422,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A020910001,1,D4400,FEDERAL,B4400,Closed,America,AR,Canadian Non-Profit Making,1,0,1488850.78,0,1.0,0,1,1,0.0,0.02,Family planning,*Southern Cone,1,S4413,Not PBA,Responsive,NGM Americas,0,10050,0,0,50,NDD Americas Programming,South America,4422,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A020910001,1,D4400,Unknown,B4400,Closed,America,AR,Uncoded,1,0,1488850.78,0,1.0,0,1,1,0.0,0.02,Family planning,*Southern Cone,1,S4413,Not PBA,Responsive,NGM Americas,0,Information not available,0,0,50,NDD Americas Programming,South America,4422,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A020910001,1,D4400,FEDERAL,B4400,Closed,America,AR,Canadian Non-Profit Making,1,0,1488850.78,0,1.0,0,1,1,0.0,0.8,Public sector policy and administrative management,*Southern Cone,1,S4413,Not PBA,Responsive,NGM Americas,0,10050,0,0,50,NDD Americas Programming,South America,4422,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A020910001,1,D4400,Unknown,B4400,Closed,America,AR,Uncoded,1,0,1488850.78,0,1.0,0,1,1,0.0,0.8,Public sector policy and administrative management,*Southern Cone,1,S4413,Not PBA,Responsive,NGM Americas,0,Information not available,0,0,50,NDD Americas Programming,South America,4422,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A020910001,1,D4400,FEDERAL,B4400,Closed,America,CL,Canadian Non-Profit Making,1,0,1488850.78,0,1.0,0,1,1,0.0,0.1,Primary education,*Southern Cone,1,S4413,Not PBA,Responsive,NGM Americas,0,10050,0,0,50,NDD Americas Programming,South America,4422,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A020910001,1,D4400,Unknown,B4400,Closed,America,CL,Uncoded,1,0,1488850.78,0,1.0,0,1,1,0.0,0.1,Primary education,*Southern Cone,1,S4413,Not PBA,Responsive,NGM Americas,0,Information not available,0,0,50,NDD Americas Programming,South America,4422,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A020910001,1,D4400,FEDERAL,B4400,Closed,America,CL,Canadian Non-Profit Making,1,0,1488850.78,0,1.0,0,1,1,0.0,0.08,Basic health care,*Southern Cone,1,S4413,Not PBA,Responsive,NGM Americas,0,10050,0,0,50,NDD Americas Programming,South America,4422,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A020910001,1,D4400,Unknown,B4400,Closed,America,CL,Uncoded,1,0,1488850.78,0,1.0,0,1,1,0.0,0.08,Basic health care,*Southern Cone,1,S4413,Not PBA,Responsive,NGM Americas,0,Information not available,0,0,50,NDD Americas Programming,South America,4422,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A020910001,1,D4400,FEDERAL,B4400,Closed,America,CL,Canadian Non-Profit Making,1,0,1488850.78,0,1.0,0,1,1,0.0,0.02,Family planning,*Southern Cone,1,S4413,Not PBA,Responsive,NGM Americas,0,10050,0,0,50,NDD Americas Programming,South America,4422,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A020910001,1,D4400,Unknown,B4400,Closed,America,CL,Uncoded,1,0,1488850.78,0,1.0,0,1,1,0.0,0.02,Family planning,*Southern Cone,1,S4413,Not PBA,Responsive,NGM Americas,0,Information not available,0,0,50,NDD Americas Programming,South America,4422,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A020910001,1,D4400,FEDERAL,B4400,Closed,America,CL,Canadian Non-Profit Making,1,0,1488850.78,0,1.0,0,1,1,0.0,0.8,Public sector policy and administrative management,*Southern Cone,1,S4413,Not PBA,Responsive,NGM Americas,0,10050,0,0,50,NDD Americas Programming,South America,4422,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A020910001,1,D4400,Unknown,B4400,Closed,America,CL,Uncoded,1,0,1488850.78,0,1.0,0,1,1,0.0,0.8,Public sector policy and administrative management,*Southern Cone,1,S4413,Not PBA,Responsive,NGM Americas,0,Information not available,0,0,50,NDD Americas Programming,South America,4422,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A020910001,1,D4400,FEDERAL,B4400,Closed,America,PY,Canadian Non-Profit Making,1,0,1488850.78,0,1.0,0,1,1,0.0,0.1,Primary education,*Southern Cone,1,S4413,Not PBA,Responsive,NGM Americas,0,10050,0,0,50,NDD Americas Programming,South America,4422,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A020910001,1,D4400,Unknown,B4400,Closed,America,PY,Uncoded,1,0,1488850.78,0,1.0,0,1,1,0.0,0.1,Primary education,*Southern Cone,1,S4413,Not PBA,Responsive,NGM Americas,0,Information not available,0,0,50,NDD Americas Programming,South America,4422,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A020910001,1,D4400,FEDERAL,B4400,Closed,America,PY,Canadian Non-Profit Making,1,0,1488850.78,0,1.0,0,1,1,0.0,0.08,Basic health care,*Southern Cone,1,S4413,Not PBA,Responsive,NGM Americas,0,10050,0,0,50,NDD Americas Programming,South America,4422,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A020910001,1,D4400,Unknown,B4400,Closed,America,PY,Uncoded,1,0,1488850.78,0,1.0,0,1,1,0.0,0.08,Basic health care,*Southern Cone,1,S4413,Not PBA,Responsive,NGM Americas,0,Information not available,0,0,50,NDD Americas Programming,South America,4422,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A020910001,1,D4400,FEDERAL,B4400,Closed,America,PY,Canadian Non-Profit Making,1,0,1488850.78,0,1.0,0,1,1,0.0,0.02,Family planning,*Southern Cone,1,S4413,Not PBA,Responsive,NGM Americas,0,10050,0,0,50,NDD Americas Programming,South America,4422,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A020910001,1,D4400,Unknown,B4400,Closed,America,PY,Uncoded,1,0,1488850.78,0,1.0,0,1,1,0.0,0.02,Family planning,*Southern Cone,1,S4413,Not PBA,Responsive,NGM Americas,0,Information not available,0,0,50,NDD Americas Programming,South America,4422,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A020910001,1,D4400,FEDERAL,B4400,Closed,America,PY,Canadian Non-Profit Making,1,0,1488850.78,0,1.0,0,1,1,0.0,0.8,Public sector policy and administrative management,*Southern Cone,1,S4413,Not PBA,Responsive,NGM Americas,0,10050,0,0,50,NDD Americas Programming,South America,4422,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A020910001,1,D4400,Unknown,B4400,Closed,America,PY,Uncoded,1,0,1488850.78,0,1.0,0,1,1,0.0,0.8,Public sector policy and administrative management,*Southern Cone,1,S4413,Not PBA,Responsive,NGM Americas,0,Information not available,0,0,50,NDD Americas Programming,South America,4422,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A020910017,1,D4400,COLLEGE,B4400,Closed,America,PY,Canadian Non-Profit Making,0,0,861997.0,1,1.0,1,1,0,0.0,0.25,Health policy and administrative management,*Southern Cone,1,S4413,Not PBA,Responsive,NGM Americas,0,1005645,0,0,PY,NDD Americas Programming,South America,4422,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A020910017,1,D4400,COLLEGE,B4400,Closed,America,PY,Canadian Non-Profit Making,0,0,861997.0,1,1.0,1,1,0,0.0,0.1,Medical education/training,*Southern Cone,1,S4413,Not PBA,Responsive,NGM Americas,0,1005645,0,0,PY,NDD Americas Programming,South America,4422,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A020910017,1,D4400,COLLEGE,B4400,Closed,America,PY,Canadian Non-Profit Making,0,0,861997.0,1,1.0,1,1,0,0.0,0.25,Basic health infrastructure,*Southern Cone,1,S4413,Not PBA,Responsive,NGM Americas,0,1005645,0,0,PY,NDD Americas Programming,South America,4422,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A020910017,1,D4400,COLLEGE,B4400,Closed,America,PY,Canadian Non-Profit Making,0,0,861997.0,1,1.0,1,1,0,0.0,0.4,Health personnel development,*Southern Cone,1,S4413,Not PBA,Responsive,NGM Americas,0,1005645,0,0,PY,NDD Americas Programming,South America,4422,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A020910018,1,D4400,PROFESSIONAL ASSOCIATION,B4400,Closed,America,BO,Canadian Non-Profit Making,0,0,329838.0,2,1.0,0,1,0,0.0,0.75,Legal and judicial development,Bolivia,0,S4413,Not PBA,Responsive,NGM Americas,0,1003044,0,0,BO,NDD Americas Programming,South America,4416,329838.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A020910018,1,D4400,PROFESSIONAL ASSOCIATION,B4400,Closed,America,BO,Canadian Non-Profit Making,0,0,329838.0,2,1.0,0,1,0,0.0,0.25,Human rights,Bolivia,0,S4413,Not PBA,Responsive,NGM Americas,0,1003044,0,0,BO,NDD Americas Programming,South America,4416,329838.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A020911008,1,D4400,UNIVERSITY,B4400,Closed,America,BR,Canadian Non-Profit Making,0,0,2531353.0,0,1.0,1,1,1,0.0,0.5,Public sector policy and administrative management,Brazil,0,S4413,Not PBA,Responsive,NGM Americas,0,1000510,0,0,BR,NDD Americas Programming,South America,4418,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A020911008,1,D4400,UNIVERSITY,B4400,Closed,America,BR,Canadian Non-Profit Making,0,0,2531353.0,0,1.0,1,1,1,0.0,0.1,Media and free flow of information,Brazil,0,S4413,Not PBA,Responsive,NGM Americas,0,1000510,0,0,BR,NDD Americas Programming,South America,4418,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A020911008,1,D4400,UNIVERSITY,B4400,Closed,America,BR,Canadian Non-Profit Making,0,0,2531353.0,0,1.0,1,1,1,0.0,0.4,Environmental policy and administrative management,Brazil,0,S4413,Not PBA,Responsive,NGM Americas,0,1000510,0,0,BR,NDD Americas Programming,South America,4418,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A020911009,1,D4400,UNIVERSITY,B4400,Closed,America,BR,Canadian Non-Profit Making,0,0,1713817.92,2,1.0,1,1,0,0.0,0.3,Health personnel development,Brazil,0,S4413,Not PBA,Responsive,NGM Americas,0,1000356,0,0,BR,NDD Americas Programming,South America,4418,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A020911009,1,D4400,UNIVERSITY,B4400,Closed,America,BR,Canadian Non-Profit Making,0,0,1713817.92,2,1.0,1,1,0,0.0,0.4,Business support services and institutions,Brazil,0,S4413,Not PBA,Responsive,NGM Americas,0,1000356,0,0,BR,NDD Americas Programming,South America,4418,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A020911009,1,D4400,UNIVERSITY,B4400,Closed,America,BR,Canadian Non-Profit Making,0,0,1713817.92,2,1.0,1,1,0,0.0,0.3,Small and medium-sized enterprises (SME) development,Brazil,0,S4413,Not PBA,Responsive,NGM Americas,0,1000356,0,0,BR,NDD Americas Programming,South America,4418,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A020982001,2,D4207,ASSOCIATIONS,B4200,Closed,Africa,CD,Canadian Non-Profit Making,0,0,4899012.2,2,1.0,0,1,0,0.0,0.6,Democratic participation and civil society,Democratic Republic of Congo,0,S4287,Not PBA,Directive,WGM Sub-Saharan Africa,0,1000282,0,0,CD,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,4899012.2,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A020982001,2,D4207,ASSOCIATIONS,B4200,Closed,Africa,CD,Canadian Non-Profit Making,0,0,4899012.2,2,1.0,0,1,0,0.0,0.4,Informal/semi-formal financial intermediaries,Democratic Republic of Congo,0,S4287,Not PBA,Directive,WGM Sub-Saharan Africa,0,1000282,0,0,CD,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,4899012.2,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A021170001,3,D4100,NGO,B4100,Closed,Asia,BD,Canadian Non-Profit Making,1,0,17121139.37,1,1.0,0,1,0,0.0,1.0,Legal and judicial development,Bangladesh,0,S4122,Not PBA,Directive,OGM Asia Pacific,0,1001114,0,0,BD,OAD Asia Programming,Bangladesh Section,4122,17121139.37,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A021170001,3,D4100,CONSULTING SERVICES,B4100,Closed,Asia,BD,Canadian Profit Making,1,0,17121139.37,1,1.0,0,1,0,0.0,1.0,Legal and judicial development,Bangladesh,0,S4122,Not PBA,Directive,OGM Asia Pacific,0,1009240,0,0,BD,OAD Asia Programming,Bangladesh Section,4122,17121139.37,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A021224002,2,D4207,CONSULTANT,B4200,Closed,Africa,CD,Canadian Profit Making,0,0,246397.97,1,1.0,0,1,0,0.0,0.3,Public sector policy and administrative management,Democratic Republic of Congo,0,S4287,Not PBA,Directive,WGM Sub-Saharan Africa,0,Information not available,0,0,CD,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,246397.97,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A021224002,2,D4207,CONSULTANT,B4200,Closed,Africa,CD,Canadian Profit Making,0,0,246397.97,1,1.0,0,1,0,0.0,0.3,Democratic participation and civil society,Democratic Republic of Congo,0,S4287,Not PBA,Directive,WGM Sub-Saharan Africa,0,Information not available,0,0,CD,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,246397.97,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A021224002,2,D4207,CONSULTANT,B4200,Closed,Africa,CD,Canadian Profit Making,0,0,246397.97,1,1.0,0,1,0,0.0,0.4,Informal/semi-formal financial intermediaries,Democratic Republic of Congo,0,S4287,Not PBA,Directive,WGM Sub-Saharan Africa,0,Information not available,0,0,CD,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,246397.97,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A021236001,3,D4100,CONSULTING SERVICES,B4100,Closed,Asia,PK,Canadian Profit Making,0,0,6566164.53,1,1.0,0,1,0,0.0,0.5,Health policy and administrative management,Pakistan,0,S4141,Not PBA,Directive,OGM Asia Pacific,0,1000601,0,0,PK,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,6566164.53,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A021236001,3,D4100,CONSULTING SERVICES,B4100,Closed,Asia,PK,Canadian Profit Making,0,0,6566164.53,1,1.0,0,1,0,0.0,0.5,Health policy and administrative management,Pakistan,0,S4141,Not PBA,Directive,OGM Asia Pacific,0,1004565,0,0,PK,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,6566164.53,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A021236001,3,D4100,CONSULTING SERVICES,B4100,Closed,Asia,PK,Canadian Profit Making,0,0,6566164.53,1,1.0,0,1,0,0.0,0.5,Health personnel development,Pakistan,0,S4141,Not PBA,Directive,OGM Asia Pacific,0,1000601,0,0,PK,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,6566164.53,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A021236001,3,D4100,CONSULTING SERVICES,B4100,Closed,Asia,PK,Canadian Profit Making,0,0,6566164.53,1,1.0,0,1,0,0.0,0.5,Health personnel development,Pakistan,0,S4141,Not PBA,Directive,OGM Asia Pacific,0,1004565,0,0,PK,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,6566164.53,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A021314PRE,1,D4400,ASSOCIATIONS,B4400,Closed,America,BO,Foreign Non-Profit Making,0,0,273083.86,1,1.0,0,1,1,0.0,0.4,Higher education,Bolivia,0,S4413,Not PBA,Directive,NGM Americas,0,1013670,0,0,BO,NDD Americas Programming,South America,4416,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A021314PRE,1,D4400,ASSOCIATIONS,B4400,Closed,America,BO,Foreign Non-Profit Making,0,0,273083.86,1,1.0,0,1,1,0.0,0.4,Oil and gas,Bolivia,0,S4413,Not PBA,Directive,NGM Americas,0,1013670,0,0,BO,NDD Americas Programming,South America,4416,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A021314PRE,1,D4400,ASSOCIATIONS,B4400,Closed,America,BO,Foreign Non-Profit Making,0,0,273083.86,1,1.0,0,1,1,0.0,0.2,Environmental education/training,Bolivia,0,S4413,Not PBA,Directive,NGM Americas,0,1013670,0,0,BO,NDD Americas Programming,South America,4416,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A021334002,2,D4270,NGO,B4200,Terminating,Africa,X1,Canadian Non-Profit Making,0,0,611160.56,0,1.0,0,1,0,0.0,0.1,Democratic participation and civil society,PanAfrica,1,S4227,Not PBA,Directive,WGM Sub-Saharan Africa,0,1000517,0,0,X1,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4246,611160.56,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A021334002,2,D4270,CONSULTING SERVICES,B4200,Terminating,Africa,X1,Canadian Profit Making,0,0,611160.56,0,1.0,0,1,0,0.0,0.1,Democratic participation and civil society,PanAfrica,1,S4227,Not PBA,Directive,WGM Sub-Saharan Africa,0,1000932,0,0,X1,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4246,611160.56,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A021334002,2,D4270,NGO,B4200,Terminating,Africa,X1,Canadian Non-Profit Making,0,0,611160.56,0,1.0,0,1,0,0.0,0.6,Communications policy and administrative management,PanAfrica,1,S4227,Not PBA,Directive,WGM Sub-Saharan Africa,0,1000517,0,0,X1,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4246,611160.56,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A021334002,2,D4270,CONSULTING SERVICES,B4200,Terminating,Africa,X1,Canadian Profit Making,0,0,611160.56,0,1.0,0,1,0,0.0,0.6,Communications policy and administrative management,PanAfrica,1,S4227,Not PBA,Directive,WGM Sub-Saharan Africa,0,1000932,0,0,X1,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4246,611160.56,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A021334002,2,D4270,NGO,B4200,Terminating,Africa,X1,Canadian Non-Profit Making,0,0,611160.56,0,1.0,0,1,0,0.0,0.3,"Energy generation, renewable sources - multiple technologies",PanAfrica,1,S4227,Not PBA,Directive,WGM Sub-Saharan Africa,0,1000517,0,0,X1,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4246,611160.56,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A021334002,2,D4270,CONSULTING SERVICES,B4200,Terminating,Africa,X1,Canadian Profit Making,0,0,611160.56,0,1.0,0,1,0,0.0,0.3,"Energy generation, renewable sources - multiple technologies",PanAfrica,1,S4227,Not PBA,Directive,WGM Sub-Saharan Africa,0,1000932,0,0,X1,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4246,611160.56,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A021360001,3,D3100,FEDERAL,B3100,Closed,Asia,YE,Canadian Non-Profit Making,0,0,2694419.4,0,1.0,0,1,0,0.0,1.0,Democratic participation and civil society,Middle East Peace Process,1,S4264,Not PBA,Directive,"EGM Europe, Middle East and Maghreb",0,10050,0,0,130,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,4268,2694419.4,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A021360001,3,D3100,UNIVERSITY,B3100,Closed,Asia,YE,Canadian Non-Profit Making,0,0,2694419.4,0,1.0,0,1,0,0.0,1.0,Democratic participation and civil society,Middle East Peace Process,1,S4264,Not PBA,Directive,"EGM Europe, Middle East and Maghreb",0,1009838,0,0,130,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,4268,2694419.4,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A021360001,3,D3100,FEDERAL,B3100,Closed,Asia,JO,Canadian Non-Profit Making,0,0,2694419.4,0,1.0,0,1,0,0.0,1.0,Democratic participation and civil society,Middle East Peace Process,1,S4264,Not PBA,Directive,"EGM Europe, Middle East and Maghreb",0,10050,0,0,130,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,4268,2694419.4,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A021360001,3,D3100,UNIVERSITY,B3100,Closed,Asia,JO,Canadian Non-Profit Making,0,0,2694419.4,0,1.0,0,1,0,0.0,1.0,Democratic participation and civil society,Middle East Peace Process,1,S4264,Not PBA,Directive,"EGM Europe, Middle East and Maghreb",0,1009838,0,0,130,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,4268,2694419.4,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A021360001,3,D3100,FEDERAL,B3100,Closed,Asia,LB,Canadian Non-Profit Making,0,0,2694419.4,0,1.0,0,1,0,0.0,1.0,Democratic participation and civil society,Middle East Peace Process,1,S4264,Not PBA,Directive,"EGM Europe, Middle East and Maghreb",0,10050,0,0,130,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,4268,2694419.4,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A021360001,3,D3100,UNIVERSITY,B3100,Closed,Asia,LB,Canadian Non-Profit Making,0,0,2694419.4,0,1.0,0,1,0,0.0,1.0,Democratic participation and civil society,Middle East Peace Process,1,S4264,Not PBA,Directive,"EGM Europe, Middle East and Maghreb",0,1009838,0,0,130,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,4268,2694419.4,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A021360001,3,D3100,FEDERAL,B3100,Closed,Asia,SY,Canadian Non-Profit Making,0,0,2694419.4,0,1.0,0,1,0,0.0,1.0,Democratic participation and civil society,Middle East Peace Process,1,S4264,Not PBA,Directive,"EGM Europe, Middle East and Maghreb",0,10050,0,0,130,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,4268,2694419.4,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A021360001,3,D3100,UNIVERSITY,B3100,Closed,Asia,SY,Canadian Non-Profit Making,0,0,2694419.4,0,1.0,0,1,0,0.0,1.0,Democratic participation and civil society,Middle East Peace Process,1,S4264,Not PBA,Directive,"EGM Europe, Middle East and Maghreb",0,1009838,0,0,130,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,4268,2694419.4,Uncoded: Pre-APP,0,0,0
