id,Style,ABV,Beer_Name,Brew_Factory_Name
311,Amber Ale,-,Ahnapee Little Soldier,Ahnapee Brewery
312,Irish Ale,6.10 %,23rd Street Crimson Phog Irish Ale,23rd Street Brewery
313,Amber Ale,5.30 %,Stagecoach Amber Ale,Mantorville Brewing Co
314,Amber Ale,7 %,Prohibition Sweet Biscuit Amber Ale &#40; SBA &#41;,Prohibition Brewing &#40; California &#41;
315,Saison,5.20 %,4 Pines Christmas Ale 2012,4 Pines Brewing Company
316,Amber Ale,-,Thirsty Pagan North Coast Amber Ale,Thirsty Pagan Brewing
317,American Strong Ale,12 %,Clown Shoes Rexx,Ipswich Ale Brewery
318,Fruit Beer,-,El Toro Peach Flavored Ale,El Toro Brewing Co. .
319,Amber Ale,4 %,Shades of Pale Ready to Fly,Shades of Pale Brewing Company
320,Barley Wine,9.50 %,Black Dog / Eel River EelDog Muscat Mongrel,Black Dog Brewery
321,Amber Ale,6 %,Barley Mow Lamp Lighter Amber,Barley Mow Brewing Company
322,Amber Ale,5.75 %,Flagstaff Agassiz Amber,Flagstaff Brewing Company
323,Golden Ale/Blond Ale,4.20 %,Redline 501 Golden Ale,Redline Brewhouse
324,Amber Ale,5.20 %,Fiddlehead Mellow Mike,Fiddlehead Brewing Company
325,Imperial Pils/Strong Pale Lager,8 %,Krugher & Brent Red Beer,Krugher & Brent
326,Amber Ale,5 %,North Peak Siren Amber Ale,North Peak Brewing Company
327,American Strong Ale,10.50 %,Scarlet Lane Night_s Watch,Scarlet Lane Brewing Company
328,Amber Ale,4.50 %,Donegal Atlantic Amber,Donegal Brewing Co
329,Amber Ale,5.50 %,Maui Brewing Amber Reign,Maui Brewing Company
330,Specialty Grain,6.60 %,Northbound Smokehouse Wild Rice Amber,Northbound Smokehouse Brewpub
331,Amber Ale,5.90 %,Two Brothers Bottlenectar,Two Brothers Brewing Company
332,Amber Ale,8 %,Columbia Kettle Works Kettleface,Columbia Kettle Works
333,Amber Ale,6.20 %,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery
334,Amber Ale,-,_ tramÃ ¡ k Amber Ale 12Â °,Minipivovar _ tramÃ ¡ k
335,American Strong Ale,9 %,Ethereal Rum Reckoner,Ethereal Brewing
336,Amber Ale,6.30 %,Columbia Kettle Works Bald Guy,Columbia Kettle Works
337,Specialty Grain,5 %,Drummond Gluten Free,Drummond Brewing Company / Something Brewing
338,Black IPA,4.40 %,1516 Pub & Brewery American Black Ale,1516 Pub & Brewery
339,American Strong Ale,7.40 %,Books & Brews Clifford The Big Red Ale,Books & Brews
340,Amber Ale,5.20 %,Essers Anniversary Ale,Sand Creek Brewing Company
341,Amber Ale,4.50 %,Wild Range Amber Ale,Genesee Brewing Company &#40; North American Breweries &#41;
342,Specialty Grain,9.50 %,Westfield River Big Red Barn,Westfield River Brewing Company
343,Spice/Herb/Vegetable,9.80 %,HopCat Ginger Slap,HopCat
344,Specialty Grain,7.60 %,Absolution American Revelation Bourbon Barrel RyePA,Absolution Brewing Company
345,Barley Wine,9.50 %,Boneshaker Rusty Chain English Barleywine,Boneshaker Community Brewery
346,Amber Ale,6.10 %,Lazy Boy Dumb Luck Amber Ale,Lazy Boy Brewing
347,Amber Ale,6.50 %,Castle Danger Barrel Aged Nestor Grade Amber Ale,Castle Danger Brewery
348,Amber Ale,6 %,Baranof Island Redoubt Red Ale,Baranof Island Brewing Company
349,Amber Ale,7.20 %,Cigar City Cold Brew Series - Red Ale,Cigar City Brewing
350,Amber Ale,5.50 %,Revolution Harbor Amber Ale,Genesee Brewing Company &#40; North American Breweries &#41;
351,American Strong Ale,9 %,Imperial Oak Barrel Aged Odin_s Beard,Imperial Oak Brewing
352,Amber Ale,5.50 %,Naparbier ZZ + Amber Ale,Naparbier
353,Bitter,4.50 %,Rebellion Scandale,Rebellion
354,Irish Ale,5.50 %,Crooked Fence Trainwreck Red Ale,Crooked Fence Brewing Company
355,Pilsener,6.60 %,Dragoon / Fate &#40; AZ &#41; Infringement Pils,Dragoon Brewing Company
356,Amber Ale,6.50 %,Old Market Mr. Toads Wild Red Ale,Old Market Pub and Brewery
357,Amber Ale,7.80 %,Pizza Boy Hop Test # 1 &#40; Ginger Red Ale &#41;,Pizza Boy Brewing
358,Amber Ale,6 %,Bentley Hooligan Amber Ale,Bentley Brewing Co. / Dark Horse Tavern
359,Amber Ale,5.50 %,2 Way Revolution Red,2 Way Brewing Company
360,Amber Ale,4.90 %,Tipping Point Chunky Gal Amber,Tipping Point Tavern
361,Amber Ale,5.70 %,Willimantic Fire Engine Red,Willimantic Brewing Company
362,Golden Ale/Blond Ale,4.80 %,St Peters Amarillo Ale,St Peters &#40; UK &#41;
363,Golden Ale/Blond Ale,5 %,Amber_s Bub_s Lunch Pail Ale,Hog_s Head Brewing Company
364,Amber Ale,5.80 %,Americas Reindeer Red Ale,Americas Brewpub
365,American Strong Ale,8.20 %,Roosevelt Imperial Red,Turner Alley Brewing Company
366,Amber Lager/Vienna,5.20 %,Victory Amber Lager,Old Dominion Brewing Company &#40; Coastal Brewing Co. &#41;
367,American Pale Ale,-,River Horse Burnt Sugar Ale,River Horse Brewing Company
368,Premium Bitter/ESB,5.50 %,LInox Trois de Pique,LInox MaÃ ® tres Brasseurs
369,Amber Ale,6 %,Brewsters Winter WARMer Amber Ale,Brewsters Brewing Co. - Alberta
370,Amber Ale,-,Original Joe_s Red Ale,Big Rock Brewery
371,Amber Ale,4.70 %,Coastal Pamlico Amber,Fordham Brewing Company &#40; Coastal Brewing Co. &#41;
372,Session IPA,3.50 %,14th Star Hop Tea Session IPA,14th Star Brewing Company
373,Amber Ale,4.50 %,Ranga Premium Red Ale,Southern Bay Brewing Company
374,Scotch Ale,8 %,5 Seasons Kilt Lifter Scotch Ale,5 Seasons Brewing Company
375,Belgian Ale,5.60 %,Monkish False Prophet,Monkish Brewing Co. .
376,India Pale Ale &#40; IPA &#41;,5.80 %,_ t IJ Red Rye IPA,Brouwerij _ t IJ
377,Saison,-,5 Seasons Westside Imagine Rustic Farmhouse Ale,5 Seasons Westside
378,Amber Ale,6.70 %,Sasquatch Red Electric IRA,Sasquatch Brewing Company
379,Amber Ale,6.50 %,Sycamore Salty Coconut Red Ale,Sycamore Brewing
380,Amber Ale,-,Big Ridge Red Truck Ale,Big Ridge Brewing Co. .
381,Amber Ale,-,Brewbakers Oatmeal Amber,Brewbakers Brewing Company
382,Golden Ale/Blond Ale,4.40 %,Amber Autumn Pale,Amber
383,Imperial IPA,-,1516 Tres Conejones,1516 Brewing Company
384,Amber Ale,5 %,Picaroons Afterglow Aphrodisiac Ale,Northampton Brewing Co. &#40; NB &#41;
385,Amber Ale,5.75 %,Mount Dora Dora Drawdy Drool,Mount Dora Brewing
386,Amber Ale,5 %,Moxies Big Life Amber Ale,Big Rock Brewery
387,Bitter,3.90 %,Blackwater Libertine,Salopian
388,English Pale Ale,5 %,Austmann Easter Ale,Austmann Bryggeri
389,Golden Ale/Blond Ale,5.30 %,Aksarben Antler Ale,Aksarben Brewing Company
390,Amber Ale,-,Rogues _ Harbor Route 34 Red Ale,Rogues _ Harbor Brewing
391,BiÃ ¨ re de Garde,7.40 %,Growlers Alley Way Amber,Growlers
392,Amber Ale,6.25 %,10 Barrel Double Barrel NW Red,10 Barrel Brewing &#40; AB InBev &#41;
393,Irish Ale,4 %,Arvada Flanagans Irish Red,Arvada Beer Company
394,Amber Ale,4.50 %,Flyers First Flight Amber Ale,Flyers Restaurant & Brewery
395,Amber Ale,6 %,Rivertowne Arctic Amber,Rivertowne Pour House
396,Amber Ale,5.30 %,River Rat Broad River Red Ale,River Rat Brewery
397,Amber Ale,5.20 %,Device Derby Gurl American Amber Ale,Device Brewing Company
398,Spice/Herb/Vegetable,5.40 %,Barrier Nunu Bru,Barrier Brewing Company
399,American Strong Ale,-,Fegley_s Brew Works Richter_s Revenge,Fegley_s Brew Works
400,Amber Ale,5.50 %,Bobcat Cafe Ripton Red,Bobcat Cafe and Brewery
401,India Pale Ale &#40; IPA &#41;,7 %,Sun King Bring The Hops,Sun King Brewing Company
402,Spice/Herb/Vegetable,7.80 %,Uncommon Brewers Rubidus Red Ale,Uncommon Brewers
403,Amber Ale,5 %,Cigar City White Oak Sunspear with Coffee,Cigar City Brewing
404,Irish Ale,4.75 %,Finnegans Irish Amber,Summit Brewing Company
405,Amber Ale,4.20 %,Lake Tahoe Crystal Bay Red Ale,Lake Tahoe Brewing
406,India Pale Ale &#40; IPA &#41;,8 %,Canhead Johnny Octane Red IPA,Panhead Custom Ales
407,Scottish Ale,-,Pecan Street Ten Penny Nail,Pecan Street Brewing
408,Pilsener,5 %,McMenamins Bagdad Ale,McMenamins Pubs and Breweries
409,Amber Ale,6.50 %,Barbarian Red Ale,CervecerÃa Barbarian
410,Bitter,4 %,Rockingham A1 Amber Ale,Rockingham
411,American Strong Ale,8.60 %,Laurelwood Organic Deranger Imperial Red Ale,Laurelwood Public House & Brewery
412,Amber Ale,5 %,Haines Eldred Rock Amber,Haines Brewing Co. .
413,Specialty Grain,5 %,Philadelphia Rowhouse Red,Philadelphia Brewing Company
414,Amber Ale,7 %,Eight Bridges Twisted Red,Eight Bridges Brewing
415,Amber Ale,5.50 %,House of Brews A-Frame Amber,House of Brews
416,BiÃ ¨ re de Garde,6 %,Agrarian Curiosity,Agrarian Ales
417,Imperial Porter,11 %,8 Wired Barrel Aged Smoked Imperial Porter &#40; 2011 &#41;,Renaissance Brewing
418,Amber Ale,5 %,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;
419,Amber Ale,4.50 %,Big Texan Texas Red Amber Ale,Big Texan Brewery
420,American Strong Ale,6.90 %,Liberty Yakima Scarlet,Liberty Brewing Co
421,Brown Ale,5 %,Beer Works Beantown Nut Brown Ale,Beer Works
422,Belgian Ale,6 %,Toxic Gem City Ruby,Toxic Brew Company
423,Stout,8.10 %,Big Alice No. 0104 - Red Oak & White Ash Aged Stout,Big Alice Brewing
424,American Strong Ale,9 %,Peak Organic King Crimson,Shipyard Brewing Company
425,Irish Ale,5 %,CJs Rich-Hagg Red Ale,CJs Brewing Company
426,Amber Ale,5.20 %,Beierhaascht l_AmbrÃ © e,Beierhaascht
427,Irish Ale,5.20 %,Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company
428,Amber Ale,5.50 %,300 Suns Kentucky Uncommon Whiskey Ale,300 Suns Brewing
429,Amber Ale,5.70 %,Bicycle Craft Crimson Cascade,Bicycle Craft Brewery
430,Amber Ale,3.90 %,Portneuf Valley Twisted Stick Amber Ale,Portneuf Valley Brewing Co. .
431,American Strong Ale,-,Milwaukee Ale House Double Louies Demise,Milwaukee Ale House
432,Amber Ale,4.90 %,Cambridge Valley Girl,Cambridge Brewing Company
433,Amber Ale,4.50 %,Heist American Style Red Ale,Heist Brewery
434,Amber Ale,7.10 %,Broken Goblet Amber Management,Broken Goblet Brewing
435,Premium Bitter/ESB,7.50 %,African Moon Black Buck Bitter,Porcupine Quill Micro Brewery
436,Amber Ale,5.70 %,Calfkiller Scorned Hooker,Calfkiller Brewing Company
437,Amber Ale,5 %,Seabright Amber,Seabright Brewery
438,Amber Ale,5.50 %,West Sixth Amber,West Sixth Brewing Company
439,Amber Ale,5.90 %,Bagby Hop Crop Red Ale,Bagby Beer Company
440,Amber Ale,6.60 %,Triple Crossing Demon Days,Triple Crossing Brewing Company
441,Amber Ale,-,Healthy Brew Easy Amber,Healthy Brew
442,Golden Ale/Blond Ale,5.90 %,Keystone V9,Coors Brewing Company &#40; MillerCoors &#41;
443,American Pale Ale,7.20 %,Big Boss Miss Charlotte,Big Boss Brewing Company
444,Wheat Ale,5 %,Fat Head_s Zest For Breasts,Fat Head_s Brewery & Saloon
445,Amber Ale,4.70 %,First Magnitude 450 Amber Ale,First Magnitude Brewing Company
446,Amber Ale,5.70 %,Backshore Happy Camper Amber Ale,Backshore Brewing Company
447,Fruit Beer,4.50 %,Big Bear Mountain Orange Blossom Amber Ale,Big Bear Mountain Brewery
448,Amber Ale,4.90 %,Liberal Cup State Budget Red Ale,Liberal Cup Public House and Brewery
449,Amber Ale,5.50 %,BNS Ole Prospector Red Ale,BNS Brewing & Distilling
450,Amber Ale,5.20 %,Timeless Pints A Precarious Proposal - Amber Ale,Timeless Pints Brewing Company
451,Amber Ale,5.20 %,3 Cordilleras Mulata,3 Cordilleras
452,Amber Ale,-,Callahans Red,San Diego Brewing Company
453,Amber Ale,5.90 %,Vancouver Island Mile High Mountain Ale,Vancouver Island Brewery
454,Amber Ale,5.50 %,Thomas Creek Appalachian Amber Ale,Thomas Creek Brewery
455,Amber Ale,5.80 %,Big Rock Urban Hollow Tree Pacific Northwest Red,Big Rock Urban Brewery
456,Amber Ale,6.50 %,Titletown Addlepated Ale,Titletown Brewing Company
457,Amber Ale,5.70 %,Willimantic AmBeerlicious American Ale,Willimantic Brewing Company
458,Amber Ale,5 %,Szot Amber Ale,Szot Microbrewery
459,Amber Ale,6 %,Frog Island Amber Ale,Frog Island Brewing
460,Irish Ale,5.50 %,MashCraft Java Red,MashCraft Brewing
461,Amber Ale,7.50 %,Yukon You Only Live Once Imperial Red Ale,Yukon Brewing Company
462,Amber Ale,4.80 %,Elk Grove Wrangler Red Ale,Elk Grove Brewery
463,Amber Ale,6.30 %,Northbound Smokehouse Pride Red,Northbound Smokehouse Brewpub
464,Amber Ale,4.60 %,THAT Amber Ale,THAT Brewery & Pub at Rimside
465,Amber Ale,5.50 %,Cape Cod Bourbon Barrel Red,Cape Cod Beer
466,English Pale Ale,5.50 %,L_Alchimiste Pale Ale Rousse,L_Alchimiste
467,Irish Ale,-,Coopers Cave Radeau Red Ale,Coopers Cave Ale Company
468,Amber Ale,7 %,The Beer Company Bloodshot Red,The Beer Company
469,Amber Ale,6.50 %,Aspen Bourbon Barrel Aged Conundrum Red Ale,Aspen Brewing Company
470,Oktoberfest/M Ã $ rzen,5.80 %,Baird Big Red Machine Fall Classic,Baird Brewing Co. .
471,Amber Ale,-,Les Brasseurs du Petit Sault Louis XVII,Les Brasseurs du Petit Sault
472,India Pale Ale &#40; IPA &#41;,8.75 %,Block 15 King Caspian Royalty Red,Block 15 Brewery
473,American Pale Ale,7 %,Puyallup River Fryingpan Cascadian Red Ale,Puyallup River Brewing Company
474,Amber Ale,5.60 %,Bissell Brothers Bucolia Ale,Bissell Brothers Brewing Company
475,Amber Ale,5.20 %,Hollywood Beach Red Tide Amber Ale,Hollywood Beach Brewing Company
476,Amber Ale,5.40 %,Northampton Clifford,Northampton Brewery &#40; MA &#41;
477,Amber Ale,5 %,Quidi Vidi Mummer_s Brew Amber Ale,Quidi Vidi Brewing Company
478,Amber Ale,5.50 %,Palouse Falls Crimson Pride Ale,Palouse Falls Brewing Company
479,Spice/Herb/Vegetable,6.90 %,Congregation Communion Chile Red,Congregation Ales
480,Traditional Ale,5 %,Brewhouse Alta Lake Ale,Whistler Brewhouse/High Mountain
481,Amber Ale,4.50 %,Lassen Almanor Amber Ale,Lassen Ale Works
482,Amber Ale,5 %,Sebago Runabout Red Ale,Sebago Brewing Company
483,Amber Ale,6 %,Maui Brewing Island Hopper Red,Maui Brewing Company
484,Amber Ale,5.25 %,Bare Bones Tiber River Red,Bare Bones Grill & Brewery
485,Amber Ale,5 %,Nail Beazle Brew,Nail Brewing Australia
486,American Strong Ale,9 %,8 Wired / Renaissance / NÃ ¸ gne _ - _ For Awesome Imperial Amber Ale,Renaissance Brewing
487,Imperial IPA,10 %,7venth Sun Mangrove Double IPA - Red Oak,7venth Sun Brewery
488,American Strong Ale,9 %,Pipeworks Sam vs Unicorn,Pipeworks Brewing Company
489,India Pale Ale &#40; IPA &#41;,6.10 %,Thunder Canyon Little Red Ryeding Hood IPA,Thunder Canyon Brewery
490,Amber Ale,5.50 %,Central Coast Old Mission Amber Ale,Central Coast Brewing
491,Irish Ale,-,Horsefly Tabano Red,Horsefly Brewing Company
492,American Strong Ale,8 %,Lynnwood Imperial Red,Lynnwood Grill & Brewing Concern
493,Amber Ale,5.90 %,75th Street Fountain City Amber,75th Street Brewery
494,Amber Ale,6 %,Green Room South Swell,Green Room Brewing &#40; FL &#41;
495,Amber Ale,5.70 %,Bethlehem Brew Works West End Red,Fegley_s Brew Works
496,Amber Ale,5 %,AleWerks Red Marker Ale,AleWerks Brewing Company
497,Spice/Herb/Vegetable,6.40 %,AF Brew Redneck Ale,AF Brew
498,Old Ale,8 %,Indie Alehouse Grendel_s Revenge,Indie Alehouse Brewing Co. .
499,Amber Ale,6.50 %,Left Hand Safety Round 2,Left Hand Brewing Co. .
500,Amber Ale,5.50 %,Storz Gold Crest Amber Ale,Blue Blood Brewing Company
501,Amber Ale,5.20 %,Apocalypse Brew Works Atomic Amber,Apocalypse Brew Works
502,Amber Ale,7 %,Elevation 66 Ramble Tamble Red Ale,Elevation 66 Brewing Company
503,Oktoberfest/M Ã $ rzen,5.50 %,AllgÃ $ uer Winterfestbier,AllgÃ $ uer Brauhaus &#40; Oetker Group &#41;
504,Amber Ale,5.20 %,Sierra Blanca Roswell Alien Amber Ale,Sierra Blanca Brewing Co
505,Amber Ale,5.10 %,King Street Amber,King Street Brewing Company
506,Amber Ale,4.80 %,Border Brewing Rooftop Red Ale,Border Brewing Company
507,Pale Lager,5 %,WAB Custom Blonde,Woodward Avenue Brewers
508,Amber Ale,5.50 %,Koelschip Amber Skyline Almeers Stadsbier,Bierbrouwerij Sint Servattumus
509,India Pale Ale &#40; IPA &#41;,5.90 %,Newmans Continental Drift Red Rye IPA,Celt Experience
510,Dunkel/Tmav Ã 1/2,5.30 %,612 Brew Wild Rice Dunkel,612 Brew
511,Amber Ale,-,Illinois Uptown Amber,Illinois Brewing
512,Spice/Herb/Vegetable,-,Big Island Starshine Ginger Beer,Big Island Brewhaus
513,Amber Ale,5.80 %,Hopworks Rise-Up Red Ale,Hopworks Urban Brewery
514,Amber Ale,5.90 %,Powerhouse Amperage Amber,Powerhouse Restaurant & Brewery
515,Amber Ale,-,Loowit Two-Sixteen Red Ale,Loowit Brewing Company
516,Bitter,5.20 %,Naples Beach Rojo Especial,Naples Beach Brewery
517,Amber Ale,4.98 %,Flying Goose Wildflower Honey Ale,Flying Goose Brew Pub
518,Amber Ale,6.30 %,AB BiÃ ¨ re La Margoulette AmbrÃ © e,AB BiÃ ¨ re
519,India Pale Ale &#40; IPA &#41;,6.30 %,Carlsberg Semper Ardens First Gold I.P.A.,Carlsberg Brewery
520,Amber Ale,5.70 %,Peak Organic Fall Summit Ale,Shipyard Brewing Company
521,Amber Ale,6 %,Spiteful Angry Adam Hoppy Red Ale,Spiteful Brewing
522,Sour/Wild Ale,-,Crabtree 5,Crabtree Brewing Company
523,Belgian Ale,-,Big Barn Bluff Top Belgian,Big Barn Brewery
524,Amber Ale,6.60 %,Conshohocken Hale Fire Red Ale,Conshohocken Brewing Co. .
525,American Strong Ale,7.50 %,BS Brewing College Chronic,BS Brewing
526,Amber Ale,4.50 %,Wolf_s Ridge Little Red Riding Ale,Wolf_s Ridge Brewing
527,Amber Ale,5.90 %,Vindication Premium Session Bold Ale,Vindication Brewing Co. .
528,Altbier,5 %,Alphabet City Dizzy Brewnette,Butternuts Beer and Ale
529,Amber Ale,5 %,Bowen Island Sea Spray Amber Ale,Kamloops Brewery
530,English Strong Ale,-,21st Amendment Imperial Churchyard,21st Amendment Brewery
531,Amber Ale,5.60 %,Birrificio Rurale Reset,Birrificio Rurale
532,Amber Ale,4.80 %,Appalachian Riverside Red Ale,Appalachian Brewing Company &#40; PA &#41;
533,Amber Ale,5 %,Swan Lake Amber Swan Ale,Hyouko Yashiki No Mori Brewery ( Swan Lake )
534,Amber Ale,4.80 %,BrÃ 1/4 eprint BrÃ 1/4 e Scarlet,BrÃ 1/4 eprint Brewing Company
535,Amber Ale,5.80 %,Lake Chelan Mackinaw Red Amber Ale,Lake Chelan Brewery
536,Irish Ale,5.40 %,Rock Bottom Ahwatukee Raptor Red,Rock Bottom Ahwatukee
537,American Strong Ale,8.60 %,La Cumbre Grange_s Red Card 4 ALS,La Cumbre Brewing Company
538,Amber Ale,5.50 %,Cerveza Queretaro,Cervecera Regional
539,Barley Wine,9.70 %,2 Brothers Bloody Oak,2 Brothers Brewery
540,Amber Ale,6.16 %,No Label Ridgeback Ale,No Label Brewing Co. .
541,Amber Ale,5 %,Highway 1 Amberdextrous,Highway 1 Brewing Company
542,India Pale Ale &#40; IPA &#41;,6.30 %,Copperpoint A10 Hop Hog,Copperpoint Brewing Company
543,Amber Ale,6.40 %,Waconia 255 Amber Ale,Waconia Brewing Company
544,Amber Ale,6.66 %,Acoustic Ales Mosh Pit Hoppy Red Ale,Acoustic Ales Brewing Experiment
545,Amber Ale,5 %,Pine Creek River Valley Red Ale,Big Rock Brewery
546,Irish Ale,5.40 %,Barley Browns Point Blank Red &#40; PBR &#41;,Barley Browns Brewpub
547,Bitter,4.20 %,Arundel Red Devil,Arundel
548,Amber Ale,4.60 %,Third Base Red Rocket Amber Ale,Third Base Sports Bar & Brewery
549,Amber Ale,6 %,300 Suns Rabbit Mountain Red Ale,300 Suns Brewing
550,Imperial IPA,9 %,Boneyard Chingadera IIRA,Boneyard Beer Company
551,Amber Ale,4.80 %,Jack Cody_s Smiggy Amber Ale,Jack Cody_s
552,Porter,7.20 %,Big Storm Red Hot Mama,Big Storm Brewing Company
553,Amber Ale,6 %,Lake Effect Whoopskibier,Lake Effect Brewing Company
554,Spice/Herb/Vegetable,5.90 %,Smog City Fluffy Fuzz Buzz,Smog City Brewing
555,Spice/Herb/Vegetable,7.80 %,515 Undead Red,515 Brewing Company
556,Brown Ale,5.50 %,Black Bridge Trailblazer Brown Ale,Black Bridge Brewery &#40; AZ &#41;
557,Spice/Herb/Vegetable,5 %,Amber_s Axl Rosehip,Amber_s Brewing Company
558,Amber Ale,4.70 %,Saimaan Brewer_s Special American Red Ale,Saimaan Juomatehdas
559,Amber Ale,5.40 %,Rock Bottom La Jolla Ragtop Red Ale,Rock Bottom La Jolla
560,Amber Ale,5.20 %,Kilannan New Zealand Red Ale,Kilannan Brewing Company
561,Premium Lager,-,Lakemaid Frosty Winter Lager,Stevens Point Brewery
562,American Pale Ale,5.50 %,PangPang Hornstull Honey Amber,PangPang Brewery
563,Amber Ale,5.80 %,Great Lakes Rally Drum Red Ale,Great Lakes Brewing &#40; Ohio &#41;
564,Amber Ale,5.50 %,Diamond Knot Fog Bank Fall Ale,Diamond Knot Brewery
565,Bitter,4.20 %,Downton Chimera Maltster_s Best,Downton
566,Amber Ale,5.80 %,Big Tide Anniversary Amber Ale,Big Tide Brewing
567,Oktoberfest/M Ã $ rzen,5.80 %,Nostra Domus,Domus Pub and Brewery
568,Amber Ale,-,Intuition Ale Works Longleaf Amber,Intuition Ale Works
569,American Pale Ale,4.40 %,Lux New Olde Horny Brew,Custom Brewcrafters
570,Sweet Stout,5 %,Crow Hop Sleeping Owl Stout,Crow Hop Brewery
571,Amber Ale,5.90 %,Pints Rip Saw Red,Pints Brewing Company
572,Amber Ale,6.10 %,Laurelwood Fresh Hop Free Range Red &#40; Amarillo &#41;,Laurelwood Public House & Brewery
573,American Strong Ale,10.10 %,Kaapse Brouwers Jaapie,Brouwerij de Molen
574,Amber Ale,4.90 %,R.J. Rockers Red Glare,R.J. Rockers Brewing Co. .
575,Amber Ale,5.50 %,Intracoastal Amberica,Intracoastal Brewing Company
576,Amber Ale,5.60 %,Marthas Old Dunstable Amber,Marthas Exchange Restaurant and Brewing
577,Black IPA,-,Fort Myers Incognito Black Imperial IPA,Fort Myers Brewing Company
578,Amber Ale,5 %,Brassneck Mr. Personality,Brassneck Brewery
579,Amber Ale,-,Lodi Mo kel ko Red Ale,Lodi Beer Company
580,India Pale Ale &#40; IPA &#41;,6.50 %,Prism Bitto Honey IPA,Prism Brewing Company
581,Amber Ale,2.90 %,HopDog BeerWorks Midgee,HopDog BeerWorks
582,Imperial IPA,8.30 %,Widmer Brothers TimBrrr,Widmer Brothers Brewing Company
583,Amber Ale,4.50 %,Fish Rock Red Emperor Amber Ale,Australian Independent Brewers
584,Irish Ale,6.20 %,Ancient City Matanzas River Red Ale,Ancient City Brewing
585,Amber Ale,5.50 %,Rat Hole Rotation Red Ale,Rat Hole Brewing
586,Bitter,4.50 %,Bank Top Little Red Rooster,Bank Top
587,Premium Bitter/ESB,5.90 %,Buffalo Bayou 1836,Buffalo Bayou Brewing
588,American Strong Ale,8.50 %,Logboat Jupiter_s Moons,Logboat Brewing Co. .
589,American Strong Ale,10.75 %,Big Alice No. 0040 - Biscuit & Buckwheat Honey,Big Alice Brewing
