film_id,costo_sostituzione,titolo,data_rilascio,lingua,durata,durata_noleggio,tariffa_noleggio,voto,lingua_originale_id,descrizione
905,10.99,TRAINSPOTTING STRANGERS,2006,English,132,7,4.99,PG-13,,A Fast-Paced Drama of a Pioneer And a Mad Cow who must Challenge a Madman in Ancient Japan
906,27.99,TRAMP OTHERS,2006,English,171,4,0.99,PG,,A Brilliant Display of a Composer And a Cat who must Succumb a A Shark in Ancient India
907,10.99,TRANSLATION SUMMER,2006,English,168,4,0.99,PG-13,,A Touching Reflection of a Man And a Monkey who must Pursue a Womanizer in A MySQL Convention
908,11.99,TRAP GUYS,2006,English,110,3,4.99,G,,A Unbelieveable Story of a Boy And a Mad Cow who must Challenge a Database Administrator in The Sahara Desert
909,28.99,TREASURE COMMAND,2006,English,102,3,0.99,PG-13,,A Emotional Saga of a Car And a Madman who must Discover a Pioneer in California
910,19.99,TREATMENT JEKYLL,2006,English,87,3,0.99,PG,,A Boring Story of a Teacher And a Student who must Outgun a Cat in An Abandoned Mine Shaft
912,9.99,TROJAN TOMORROW,2006,English,52,3,2.99,PG,,A Astounding Panorama of a Husband And a Sumo Wrestler who must Pursue a Boat in Ancient India
913,20.99,TROOPERS METAL,2006,English,115,3,0.99,R,,A Fanciful Drama of a Monkey And a Feminist who must Sink a Man in Berlin
914,13.99,TROUBLE DATE,2006,English,61,6,2.99,PG,,A Lacklusture Panorama of a Forensic Psychologist And a Woman who must Kill a Explorer in Ancient Japan
915,9.99,TRUMAN CRAZY,2006,English,92,7,4.99,G,,A Thrilling Epistle of a Moose And a Boy who must Meet a Database Administrator in A Monastery
916,10.99,TURN STAR,2006,English,80,3,2.99,G,,A Stunning Tale of a Man And a Monkey who must Chase a Student in New Orleans
917,24.99,TUXEDO MILE,2006,English,152,3,2.99,R,,A Boring Drama of a Man And a Forensic Psychologist who must Face a Frisbee in Ancient India
919,17.99,TYCOON GATHERING,2006,English,82,3,4.99,G,,A Emotional Display of a Husband And a A Shark who must Succumb a Madman in A Manhattan Penthouse
920,16.99,UNBREAKABLE KARATE,2006,English,62,3,0.99,G,,A Amazing Character Study of a Robot And a Student who must Chase a Robot in Australia
921,29.99,UNCUT SUICIDES,2006,English,172,7,2.99,PG-13,,A Intrepid Yarn of a Explorer And a Pastry Chef who must Pursue a Mad Cow in A U-Boat
922,22.99,UNDEFEATED DALMATIONS,2006,English,107,7,4.99,PG-13,,A Unbelieveable Display of a Crocodile And a Feminist who must Overcome a Moose in An Abandoned Amusement Park
924,15.99,UNFORGIVEN ZOOLANDER,2006,English,129,7,0.99,PG,,A Taut Epistle of a Monkey And a Sumo Wrestler who must Vanquish a A Shark in A Baloon Factory
926,11.99,UNTOUCHABLES SUNRISE,2006,English,120,5,2.99,NC-17,,A Amazing Documentary of a Woman And a Astronaut who must Outrace a Teacher in An Abandoned Fun House
927,16.99,UPRISING UPTOWN,2006,English,174,6,2.99,NC-17,,A Fanciful Reflection of a Boy And a Butler who must Pursue a Woman in Berlin
928,16.99,UPTOWN YOUNG,2006,English,84,5,2.99,PG,,A Fateful Documentary of a Dog And a Hunter who must Pursue a Teacher in An Abandoned Amusement Park
929,21.99,USUAL UNTOUCHABLES,2006,English,128,5,4.99,PG-13,,A Touching Display of a Explorer And a Lumberjack who must Fight a Forensic Psychologist in A Shark Tank
930,23.99,VACATION BOONDOCK,2006,English,145,4,2.99,R,,A Fanciful Character Study of a Secret Agent And a Mad Scientist who must Reach a Teacher in Australia
932,21.99,VALLEY PACKER,2006,English,73,3,0.99,G,,A Astounding Documentary of a Astronaut And a Boy who must Outrace a Sumo Wrestler in Berlin
933,11.99,VAMPIRE WHALE,2006,English,126,4,4.99,NC-17,,A Epic Story of a Lumberjack And a Monkey who must Confront a Pioneer in A MySQL Convention
934,20.99,VANILLA DAY,2006,English,122,7,4.99,NC-17,,A Fast-Paced Saga of a Girl And a Forensic Psychologist who must Redeem a Girl in Nigeria
936,21.99,VANISHING ROCKY,2006,English,123,3,2.99,NC-17,,A Brilliant Reflection of a Man And a Woman who must Conquer a Pioneer in A MySQL Convention
937,14.99,VARSITY TRIP,2006,English,85,7,2.99,NC-17,,A Action-Packed Character Study of a Astronaut And a Explorer who must Reach a Monkey in A MySQL Convention
938,14.99,VELVET TERMINATOR,2006,English,173,3,4.99,R,,A Lacklusture Tale of a Pastry Chef And a Technical Writer who must Confront a Crocodile in An Abandoned Amusement Park
939,17.99,VERTIGO NORTHWEST,2006,English,90,4,2.99,R,,A Unbelieveable Display of a Mad Scientist And a Mad Scientist who must Outgun a Mad Cow in Ancient Japan
940,19.99,VICTORY ACADEMY,2006,English,64,6,0.99,PG-13,,A Insightful Epistle of a Mad Scientist And a Explorer who must Challenge a Cat in The Sahara Desert
941,10.99,VIDEOTAPE ARSENIC,2006,English,145,4,4.99,NC-17,,A Lacklusture Display of a Girl And a Astronaut who must Succumb a Student in Australia
942,27.99,VIETNAM SMOOCHY,2006,English,174,7,0.99,PG-13,,A Lacklusture Display of a Butler And a Man who must Sink a Explorer in Soviet Georgia
944,29.99,VIRGIN DAISY,2006,English,179,6,4.99,PG-13,,A Awe-Inspiring Documentary of a Robot And a Mad Scientist who must Reach a Database Administrator in A Shark Tank
945,22.99,VIRGINIAN PLUTO,2006,English,164,5,0.99,R,,A Emotional Panorama of a Dentist And a Crocodile who must Meet a Boy in Berlin
947,16.99,VISION TORQUE,2006,English,59,5,0.99,PG-13,,A Thoughtful Documentary of a Dog And a Man who must Sink a Man in A Shark Tank
948,22.99,VOICE PEACH,2006,English,139,6,0.99,PG-13,,A Amazing Panorama of a Pioneer And a Student who must Overcome a Mad Scientist in A Manhattan Penthouse
949,27.99,VOLCANO TEXAS,2006,English,157,6,0.99,NC-17,,A Awe-Inspiring Yarn of a Hunter And a Feminist who must Challenge a Dentist in The Outback
950,12.99,VOLUME HOUSE,2006,English,132,7,4.99,PG,,A Boring Tale of a Dog And a Woman who must Meet a Dentist in California
953,9.99,WAIT CIDER,2006,English,112,3,0.99,PG-13,,A Intrepid Epistle of a Woman And a Forensic Psychologist who must Succumb a Astronaut in A Manhattan Penthouse
954,18.99,WAKE JAWS,2006,English,73,7,4.99,G,,A Beautiful Saga of a Feminist And a Composer who must Challenge a Moose in Berlin
956,23.99,WANDA CHAMBER,2006,English,107,7,4.99,PG-13,,A Insightful Drama of a A Shark And a Pioneer who must Find a Womanizer in The Outback
957,26.99,WAR NOTTING,2006,English,80,7,4.99,G,,A Boring Drama of a Teacher And a Sumo Wrestler who must Challenge a Secret Agent in The Canadian Rockies
958,19.99,WARDROBE PHANTOM,2006,English,178,6,2.99,G,,A Action-Packed Display of a Mad Cow And a Astronaut who must Kill a Car in Ancient India
959,10.99,WARLOCK WEREWOLF,2006,English,83,6,2.99,G,,A Astounding Yarn of a Pioneer And a Crocodile who must Defeat a A Shark in The Outback
960,15.99,WARS PLUTO,2006,English,128,5,2.99,G,,A Taut Reflection of a Teacher And a Database Administrator who must Chase a Madman in The Sahara Desert
961,22.99,WASH HEAVENLY,2006,English,161,7,4.99,R,,A Awe-Inspiring Reflection of a Cat And a Pioneer who must Escape a Hunter in Ancient China
964,17.99,WATERFRONT DELIVERANCE,2006,English,61,4,4.99,G,,A Unbelieveable Documentary of a Dentist And a Technical Writer who must Build a Womanizer in Nigeria
965,28.99,WATERSHIP FRONTIER,2006,English,112,6,0.99,G,,A Emotional Yarn of a Boat And a Crocodile who must Meet a Moose in Soviet Georgia
966,14.99,WEDDING APOLLO,2006,English,70,3,0.99,PG,,A Action-Packed Tale of a Student And a Waitress who must Conquer a Lumberjack in An Abandoned Mine Shaft
967,26.99,WEEKEND PERSONAL,2006,English,134,5,2.99,R,,A Fast-Paced Documentary of a Car And a Butler who must Find a Frisbee in A Jet Boat
969,29.99,WEST LION,2006,English,159,4,4.99,G,,A Intrepid Drama of a Butler And a Lumberjack who must Challenge a Database Administrator in A Manhattan Penthouse
970,11.99,WESTWARD SEABISCUIT,2006,English,52,7,0.99,NC-17,,A Lacklusture Tale of a Butler And a Husband who must Face a Boy in Ancient China
973,27.99,WIFE TURN,2006,English,183,3,4.99,NC-17,,A Awe-Inspiring Epistle of a Teacher And a Feminist who must Confront a Pioneer in Ancient Japan
974,24.99,WILD APOLLO,2006,English,181,4,0.99,R,,A Beautiful Story of a Monkey And a Sumo Wrestler who must Conquer a A Shark in A MySQL Convention
975,22.99,WILLOW TRACY,2006,English,137,6,2.99,R,,A Brilliant Panorama of a Boat And a Astronaut who must Challenge a Teacher in A Manhattan Penthouse
976,12.99,WIND PHANTOM,2006,English,111,6,0.99,R,,A Touching Saga of a Madman And a Forensic Psychologist who must Build a Sumo Wrestler in An Abandoned Mine Shaft
977,25.99,WINDOW SIDE,2006,English,85,3,2.99,R,,A Astounding Character Study of a Womanizer And a Hunter who must Escape a Robot in A Monastery
978,12.99,WISDOM WORKER,2006,English,98,3,0.99,R,,A Unbelieveable Saga of a Forensic Psychologist And a Student who must Face a Squirrel in The First Manned Space Station
979,10.99,WITCHES PANIC,2006,English,100,6,4.99,NC-17,,A Awe-Inspiring Drama of a Secret Agent And a Hunter who must Fight a Moose in Nigeria
980,12.99,WIZARD COLDBLOODED,2006,English,75,4,4.99,PG,,A Lacklusture Display of a Robot And a Girl who must Defeat a Sumo Wrestler in A MySQL Convention
981,13.99,WOLVES DESIRE,2006,English,55,7,0.99,NC-17,,A Fast-Paced Drama of a Squirrel And a Robot who must Succumb a Technical Writer in A Manhattan Penthouse
982,23.99,WOMEN DORADO,2006,English,126,4,0.99,R,,A Insightful Documentary of a Waitress And a Butler who must Vanquish a Composer in Australia
984,20.99,WONDERFUL DROP,2006,English,126,3,2.99,NC-17,,A Boring Panorama of a Woman And a Madman who must Overcome a Butler in A U-Boat
986,24.99,WONKA SEA,2006,English,85,6,2.99,NC-17,,A Brilliant Saga of a Boat And a Mad Scientist who must Meet a Moose in Ancient India
987,13.99,WORDS HUNTER,2006,English,116,3,2.99,PG,,A Action-Packed Reflection of a Composer And a Mad Scientist who must Face a Pioneer in A MySQL Convention
988,26.99,WORKER TARZAN,2006,English,139,7,2.99,R,,A Action-Packed Yarn of a Secret Agent And a Technical Writer who must Battle a Sumo Wrestler in The First Manned Space Station
989,22.99,WORKING MICROCOSMOS,2006,English,74,4,4.99,R,,A Stunning Epistle of a Dentist And a Dog who must Kill a Madman in Ancient China
990,13.99,WORLD LEATHERNECKS,2006,English,171,3,0.99,PG-13,,A Unbelieveable Tale of a Pioneer And a Astronaut who must Overcome a Robot in An Abandoned Amusement Park
991,26.99,WORST BANGER,2006,English,185,4,2.99,PG,,A Thrilling Drama of a Madman And a Dentist who must Conquer a Boy in The Outback
992,17.99,WRATH MILE,2006,English,176,5,0.99,NC-17,,A Intrepid Reflection of a Technical Writer And a Hunter who must Defeat a Sumo Wrestler in A Monastery
993,10.99,WRONG BEHAVIOR,2006,English,178,6,2.99,PG-13,,A Emotional Saga of a Crocodile And a Sumo Wrestler who must Discover a Mad Cow in New Orleans
994,29.99,WYOMING STORM,2006,English,100,6,4.99,PG-13,,A Awe-Inspiring Panorama of a Robot And a Boat who must Overcome a Feminist in A U-Boat
996,9.99,YOUNG LANGUAGE,2006,English,183,6,0.99,G,,A Unbelieveable Yarn of a Boat And a Database Administrator who must Meet a Boy in The First Manned Space Station
997,14.99,YOUTH KICK,2006,English,179,4,0.99,NC-17,,A Touching Drama of a Teacher And a Cat who must Challenge a Technical Writer in A U-Boat
1000,18.99,ZORRO ARK,2006,English,50,3,4.99,NC-17,,A Intrepid Panorama of a Mad Scientist And a Boy who must Redeem a Boy in A Monastery
