assay_id,bao_format,relationship_type,tid,assay_strain,confidence_score,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_tissue
185,BA80000218,N,80049,,1,16929,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),F,,,Mus musculus,10090.0,
186,BAOp0o0019,U,22226,,0,1229,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,F,,,,,
187,BAO0p90357,H,11489,,8,16587,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),B,,,,,
188,fAO000p357,H,11862,,8,16587,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),B,,,,,
189,BwO0000w57,H,11862,,8,16587,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,B,,,,,
190,hzO0000357,H,11489,,8,16587,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,B,,,,,
191,BAk000035i,H,11862,,8,16587,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,B,,,,,
192,BzO0000p19,D,12347,,9,8058,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,F,,,Bos taurus,9913.0,
193,BAO000935u,D,100120,,9,9065,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,B,,,Rattus norvegicus,10116.0,
194,BAOo00035u,D,100120,,9,8865,Inhibition of 11 beta-hydroxylase from rat adrenal gland,B,,,Rattus norvegicus,10116.0,Adrenal gland
195,BAOo0003y7,D,100120,,9,9066,Inhibition of rat adrenal 11-beta-hydroxylase,B,,,Rattus norvegicus,10116.0,
196,BAO000p257,D,100120,,9,8394,Inhibition of rat adrenal 11-beta-hydroxylase,B,,,Rattus norvegicus,10116.0,
197,vAO0009357,D,100120,,9,8394,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,B,,,Rattus norvegicus,10116.0,
198,BAO009p019,H,10328,,8,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,B,,,,,
199,BxO0900357,H,11490,,8,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,,,,,
200,BAOop00357,H,11490,,8,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,,,,,
201,BA0o000019,H,11134,,8,9295,Compound was tested for the percent of inhibition against 12-LO at 10 uM,F,,,,,
202,vAp0000019,H,12052,,8,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,,
203,BAO00o0p19,H,11134,,8,13622,Compound was tested in vitro for inhibition of 12-LO human platelet,B,,,,,
204,BAi0o00019,H,11134,,8,12079,Inhibitory concentration against human platelet 12-lipoxygenase,F,,,,,
205,BAO000p0w9,H,11134,,8,13622,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,B,,,,,
206,Bs90000019,D,11134,,9,12079,Inhibitory concentration against human platelet 12-lipoxygenase,F,,,Homo sapiens,9606.0,
207,BAO000o0q9,H,11835,,8,13500,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,B,,,,,
208,nAO00003r7,H,11601,,8,13723,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,B,,,,,
209,BA900000q9,H,11134,,8,16474,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),B,,,,,
210,vAO0090019,H,11134,,8,1630,Inhibitory activity against human platelet 12-lipoxygenase,B,,,,,
211,BwOo000019,H,11134,,8,167,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,B,,,,,
212,nAOo000019,H,11134,,8,16474,% inhibition against human platelet 12-lipoxygenase (12-HLO),B,,,,,
213,BwO00p0019,H,11134,,8,167,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,B,,,,,
214,BAO009o019,H,11134,,8,16474,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,B,,,,,
215,BAp0o00357,H,11601,,8,10091,Inhibitory activity towards porcine 12-lipoxygenase,B,,,,,
216,BAOp0p0357,H,11601,,8,11966,Tested for inhibition against porcine 12-LO,B,,,,,
217,BAl0000010,H,12052,,8,951,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,B,,,,,
218,BwO0o00019,H,12052,,8,10997,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,B,,,,,
219,BxO00p0019,H,12052,,8,10193,In vitro inhibition of rat platelet 12-lipoxygenase,B,,,,,
220,BAO000o0w9,H,12052,,8,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,,
221,BAO0009919,H,12052,,8,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,B,,,,,
222,BAO0090o19,H,12052,,8,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,B,,,,,
223,BA89000019,H,12052,,8,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,,
224,BAO00o0o19,H,12052,,8,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase,B,,,,,
225,BAO000o01o,H,12052,,8,11087,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,B,,,,,
226,BAO0000ew9,N,80007,,1,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,F,,,Homo sapiens,9606.0,
227,BAO0900229,N,80007,,1,12989,In vitro antitumor activity against 41M cell line.,F,,,Homo sapiens,9606.0,
228,BAO9000w19,N,80007,,1,16745,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,F,,,Homo sapiens,9606.0,
229,BxO0000229,N,80007,,1,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,F,,,Homo sapiens,9606.0,
230,BwO00002w9,N,80007,,1,12989,In vitro antitumor activity against 41McisR cell line.,F,,,Homo sapiens,9606.0,
231,BAO000o21i,N,80007,,1,12989,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,F,,,Homo sapiens,9606.0,
232,BAi00p0219,N,80007,,1,16745,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,F,,,Homo sapiens,9606.0,
233,Bs00000357,D,84,,9,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),B,,,Homo sapiens,9606.0,
234,BAO0090367,D,68,,9,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,,,Homo sapiens,9606.0,
235,BAO000o3r7,H,68,,8,6226,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,,,,,
236,BAOp000457,H,10201,,8,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,,,
237,nAO0000367,H,10201,,8,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,B,,,,,
238,fAO0p00357,H,10201,,8,17855,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,,,
239,BAO0p90357,H,12220,,8,10413,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,,,
240,BAl0000358,H,11303,,8,10413,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,,,Escherichia coli,562.0,
241,BAOp00035y,H,11303,,8,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,,,Escherichia coli,562.0,
242,gAO0p00357,H,11303,,8,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",B,,,Escherichia coli,562.0,
243,BAO000p3y7,H,12220,,8,10413,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,,,
244,BAl0009357,H,12220,,8,10413,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",B,,,,,
245,hAO000035y,H,11303,,8,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,,Sus scrofa,9823.0,
246,BA9000o019,H,11303,,8,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",B,,,Sus scrofa,9823.0,
247,BA90p00357,H,11303,,8,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",B,,,Sus scrofa,9823.0,
248,BA8000035y,H,11303,,8,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",B,,,Sus scrofa,9823.0,
249,BAO0p003r7,H,11303,,8,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,,Sus scrofa,9823.0,
250,BAO0o0001i,H,11303,,8,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,,,Sus scrofa,9823.0,
251,BAO0000o29,H,11303,,8,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",B,,,Sus scrofa,9823.0,
252,Bzl0000019,H,11303,,8,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",B,,,Sus scrofa,9823.0,
253,BAl00000q9,H,11303,,8,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",B,,,Sus scrofa,9823.0,
254,BAO00oo019,H,11303,,8,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",B,,,Sus scrofa,9823.0,
255,BA8000035y,H,11303,,8,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,,Sus scrofa,9823.0,
256,BAO000o010,H,11303,,8,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,,,Sus scrofa,9823.0,
257,BAOo0003y7,H,11303,,8,7323,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",B,,,,,
258,BAl00000q9,U,22226,,0,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",B,,,Sus scrofa,9823.0,
259,BxO000001i,U,22226,,0,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",B,,,Sus scrofa,9823.0,
260,BwO0000w57,H,100249,,8,13750,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,B,,,Saccharomyces cerevisiae,4932.0,
261,nAO00000w9,U,22226,,0,7662,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,,,Rattus norvegicus,10116.0,
262,BAO0p0001p,U,22226,,0,7662,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,,,Rattus norvegicus,10116.0,
263,BsO0009019,U,22226,,0,7662,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",B,,,Rattus norvegicus,10116.0,
264,BAO00000w0,H,104698,,6,12211,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,,,
265,BAO00o001i,H,104698,,6,12211,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,,,
266,hAi0000221,D,20033,,9,12211,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,F,,,Cavia porcellus,10141.0,Ileum
267,gAO00000q9,H,10623,,8,12211,Stimulatory activity of intragastric pressure was tested in the rat,F,,,,,
268,BAl000035i,H,121,,8,15453,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,B,,,,,
269,BAO00o0217,U,22226,,0,11884,Dose to reduce neuronal firing against 5-HT cells in rats (iv),F,,,Rattus norvegicus,10116.0,
270,BAO000p018,H,12688,,8,7185,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,F,,,,,
271,BAO0o0o357,D,121,,9,6876,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,B,,,Homo sapiens,9606.0,
272,BAOoo00357,D,121,,9,6876,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,B,,,Homo sapiens,9606.0,
273,fAO0000010,H,12198,,8,11863,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,F,,,,,
274,hAO000p357,H,12198,,8,11863,Inhibition constant of high-affinity 5-HT uptake,B,,,,,
275,BAO0p09019,H,12198,,8,11863,Michaelis-Menten constant was reported for high affinity transport of 5-HT,F,,,,,
276,BAOo0o0019,H,12198,,8,11863,Maximum rate was determined for high affinity transport of 5-HT,F,,,,,
277,BAO0000o29,H,104714,,4,4639,Compound was tested for agonistic activity against 5-HT uptake,F,,,,,
278,BAO000o018,H,10577,,8,15796,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,B,,,,,
279,BAO0p00r57,H,105,,8,15796,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,B,,,Bos taurus,9913.0,
280,BA800002e4,D,104744,,5,12801,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,B,,,Rattus norvegicus,10116.0,
281,BAk0000214,H,104744,,4,12801,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,B,,,,,
282,BAO0090259,H,104744,,4,12120,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,B,,,,,
283,BAOp00024i,H,104744,,4,12120,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,B,,,,,
284,BxO0000919,H,104744,,4,11963,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,B,,,,,
285,BAO00o0p19,H,51,,8,11701,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,F,,,,,
286,hwO0000221,H,51,,8,9995,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,B,,,,,Hippocampus
287,BqO0090221,H,51,,8,9995,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,B,,,,,Hippocampus
288,BqOo000221,H,51,,8,9995,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,B,,,,,Hippocampus
289,BAOp000118,H,10576,,8,16394,Antagonistic activity at postsynaptic 5-HT1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (.26-3.52),F,In vivo,,,,
290,vAO0000919,D,105570,,9,11574,Effect on forskolin stimulated adenylate cyclase activity at 5-HT1D receptor of guinea pig substantia nigra.,F,,,Cavia porcellus,10141.0,
291,BxO0090219,H,279,,8,15779,Binding affinity towards 5-HT1F (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,B,,,,,
292,fAOp000357,H,107,,8,15363,Compound was tested for the displacement of [125I]DOI from clone human 5-hydroxytryptamine 2A receptor,B,,,,,
293,gAOp000019,D,12687,,9,15363,Efficacy against 5-hydroxytryptamine 2A receptor,F,,,Rattus norvegicus,10116.0,
294,BAO0090018,H,12687,,8,15329,Intrinsic activity towards 5-HT2A receptor of rat tail artery,F,,,,,
295,BAO0p000q9,H,12687,,8,15329,Relative potency towards 5-HT2A receptor of rat tail artery,F,,,,,
296,BAO00o00w9,H,12687,,8,15329,Blocking 5-HT2A receptor-mediated contractions of rat tail artery,F,,,,,
297,BA90900019,H,12687,,8,15329,Partial agonism at 5-HT2A receptor was evaluated in presence of ketanserin (3-10 nM) in isolated rat tail artery,F,,,,,
298,BAO0000o1p,H,12687,,8,15329,Compound was tested for the intrinsic activity against 5-HT2A receptors of rat tail artery.,F,,,,,
299,BAOo0000w9,H,12687,,8,15329,Effectiveness in blocking 5-HT2A receptor-mediated contractions of rat tail artery,F,,,,,
300,BAk00o0221,D,20033,,9,273,Evaluated for the agonistic activity against 5-HT4 receptor in non-electrically stimulated guinea-pig ileum.,F,,,Cavia porcellus,10141.0,Ileum
301,BAO0o00121,D,20033,,9,273,Agonistic activity against Serotonin 5-HT4 receptor in low frequency field stimulation of guinea-pig ileum (FSGPI),F,,,Cavia porcellus,10141.0,Ileum
302,vwO0000221,D,20033,,9,273,Evaluated for the agonistic activity against Serotonin 5-HT4 receptor in non-electrically stimulated guinea-pig ileum.,F,,,Cavia porcellus,10141.0,Ileum
303,BAOo009357,H,10623,,8,12092,The binding affinity was measured on 5-hydroxytryptamine 4 receptor using [3H]- GR-113808 as radioligand.,B,,,,,
304,BAOpo00019,D,10623,,9,1317,Antagonist activity against 5-HT4 receptor mediated relaxation of rat carbachol contracted esophageal muscularis mucosae,F,,,Rattus norvegicus,10116.0,
305,BsO0000w57,H,168,,8,12409,Binding affinity against 5-hydroxytryptamine 4 receptor,B,,,,,
306,BqO000001p,U,22226,,0,11126,Relative competitive index values for binding to 25-OH-D3-1-hydroxylase of chick intestine,B,,,Gallus gallus,9031.0,
307,BAO0000o1o,U,22226,,0,11126,Inhibitory effect (10e-6 M) on the 25-OH-D3-1-hydroxylase activity,F,,,Homo sapiens,9606.0,
308,BAO00p0010,U,22226,,0,11126,25-OH-D3-1-hydroxylase activity (10e-6 M) was measured as %control,F,,,Homo sapiens,9606.0,
309,BAOoo00219,N,80156,,1,11126,Relative competitive index values for binding to 25-OH-D3-1-hydroxylase of human HL-60 cells,B,,,Homo sapiens,9606.0,
