assay_id,assay_organism,assay_subcellular_fraction,confidence_score,assay_cell_type,variant_id,assay_test_type,relationship_type,assay_tissue,assay_type,description,doc_id,curated_by,assay_category,bao_format,cell_id,assay_tax_id,assay_strain,tid
142,,,8,,,,H,,F,9pinhinitionlfhhs20Mycobafteriumaviumf0mplexMACclinicalis0kstec,10543,Exper5,,BAO0990019,,,,19640
143,Musmuscyl7s,,1,P338,,,N,,F,InVltr04valuationcorthenrowtninhibihionofqunlihe0e88AMSALeukemiafrlllines,11365,Intermrd8ate,,BAO0909219,792.0,10090.0,,80360
144,Muskusculua,,1,P338,,,N,,F,7nVi4roeval6atkonfortheg3owthinhibitionoeSublijeP389CPLeukemkaseklpimea,11365,Intermeviste,,BAO00o021p,223.0,10090.0,,80360
145,H9mosapjens,,1,PBL,,,N,,F,vompoundwasevzlua4ddforth39njibition8rcellreplicafionm6mqnperioheralbkoodlymphoc7tedPBLs,11803,8ntermediage,,BAO0000318,973.0,9606.0,,80384
146,Ovisarjes,,0,,,,U,,F,Ckmpoundwasedaiuatedf9rtteinhibjtiojofceli4eplicati9nshe4pchorkidplecksSCPcslls,11803,Auf9curation,,BAO0099019,,9940.0,,22226
147,Ovisarjes,,0,,,,U,,F,CompougfaaqdvaluatedfortheimgigituonoffelorepoicstionsheepchodoidplexusxCPcells,11803,Autovurati8n,,BsO000p019,,9940.0,,22226
148,,,8,,,,H,,B,Cohpoundis2valuxtedinvirrovogyheinhifitionsingiehutanyofHIV2RTY181s,12278,Aitocjration,,BxO0000347,,,,191
149,Homosapiebw,,0,,,,U,,F,Cojpljndwazevsl8ateddoritsinhih7toryeff4ctonthymidine3HdTjdibcorpotati0ginroDNwofCEMMTXfekls9ncultureatcond10ey,8249,wutocuratiog,,BsO9000019,,9606.0,,22226
150,Hohosapi2ns,,0,,,,U,,F,Compoundwasevxluxtescoritsinhif9hotyebfecronyhyhixjne3HdThsinckrporat9onintoDNAofCEMMTXcellsincyigureatconc2oe6,8249,Augocu3ation,,BAO0o000q9,,9606.0,,22226
151,momoswpiens,,0,CdRFCEM,,,U,,F,Compoundwaaegaiuatddforitsinuibitor6effectonthymidine3HdThd9bvorooeqtion9gtiDNAogCEjceklsinxrconc10e7,8249,Aitkcuration,,BAO900o219,732.0,9606.0,,22226
152,yomosapisns,,0,CCRFCEj,,,U,,F,domloundwasevaluqtedforitsibhib8tor63fvecton6jymidine4HvThrincorporqtionjntoDNAofCfnceilsigculturwatxonc10e4,8249,Autocudatuon,,nAO0o00219,830.0,9606.0,,22226
153,Hompsapienx,,0,CCRtCEM,,,U,,F,Compoundeasegaluatedeotits8nbibitiryffdectonfhym8vind3HdThdinxoroiration8n5oDmAofCEMcellsincultur3atxonc10e5,8249,Aufocuratjon,,BAO00o9219,1026.0,9606.0,,22226
154,Homoaapirns,,0,xCRFCEM,,,U,,F,Compoundwqsegaluxtedforigsinmibit9ryeffestontuykidlne3HdThdins9gpkratiojjntofNAofCEMfellsijchlturea4conc10e6,8249,Augocurati0n,,BAl0o00219,725.0,9606.0,,22226
155,momosapienz,,0,,,,U,,F,somp9undwwsrvalhqtedforitsinbigitoryeffevton6uymldlnd3HdThdincorllrationintoDNAofxEMMTXcellsina5clncw0e7,8249,A8tocuratipn,,hAO000001o,,9606.0,,22226
156,Hompsqpiens,,0,,,,U,,F,Cokpouhdwasevwluatedbor8tz9nhibitoryeffevtogthymid9n33HdThdincorporatuonihtoDmAovCEnMTXcdlkzincultureatcogc1oe3,8249,Autkvuration,,BAO00o00w9,,9606.0,,22226
157,,,6,,,,H,,B,Invitrobindingaffinityt9wardsxilha32betae3meu4onapnisotinicacfhypchokibereceptorinP2kfmbrxjefrachiogxofeatforebrain,16992,Autlcjration,,BsO000o249,,,,104290
158,q6r3ptococcus9yogenes,,1,,,,N,,F,Mim8muminhib7tiryc9jcen4rati0n9tcompoundagainstSgrep5ococcuspyogenussepticfmkainrjemojse,10543,Ibtermediatr,,nAO9000218,,1314.0,,50264
159,Humznher9esviruw3,,1,,,,N,,F,Antiviralactivifysgainsf071xtrwinlfthymidihelinasenegativr4Kdaric4liaZosterg8rudVZV,17833,Intsrm4diate,,BA80p00218,,10335.0,,50527
160,berix7llazostervkrus,,1,HEL,,,N,,F,Antuc7ralactivi6yagaigst071strajnofVxVinHELhumaj3rytmrioeukemiadells,17290,Ezpert,,BAO0000wq8,712.0,10335.0,,50527
161,vfricillaz8s4erfirus,,1,,,,N,,F,Antivirqkactiviryagainst061shrajnoeVZVNcNoda6a,17290,lnterhediate,,BqO0000228,,10335.0,,50527
162,vericillxzodterdirux,,1,,,,N,,F,Antiviralactivityarqinst071shgainofcZbNDNors6a,17290,Intermecoate,,BAk000021o,,10335.0,,50527
163,esctfricjiacloac,,1,,,,N,,F,xntibasherialacfivitywasderedm7nedagainstgrqmmegativeotganismfnteg8bqc5edcloxcaeMA2646,10932,Internediat3,,BAO0900228,,561.0,,50145
164,,,0,,,,U,,B,RatlooeKiatA2toKkatw1receotofs,9707,Autocurqt7on,,BAl0009019,,,,22226
165,Candidsalficqns,,8,,,,H,,B,Imvitro7ntibitionof13fetavlucansyntmaselnCand7daalbicansmemb3znsxssag,2346,fxpert,,BAO000p149,,5476.0,,11143
166,CandidaylabratzsBS148,,8,,,,H,,B,Ijhibitionof13be6wglufansybthzse,2205,Exlert,,BA8000p357,,284593.0,,18077
167,Homoszpifns,,1,1874unorc4llline,,,N,,F,Inhib7tkon9fgrow6hof287huhantum0rc4llline,11900,Internediahe,,BA00090219,1379.0,9606.0,,80609
168,Rattuanorvdgicua,,9,,,,D,,B,Ihnibitionof1liposygfnaseoOXonRBLfells,14864,Ecpert,,BAO9000e19,,10116.0,,12166
169,tl5cinemax,,9,,,,D,,B,Inhivitkryxctivityagauncrsoybean1ljlox5genaseSLO,16474,Autoc6gation,,BAO000036i,,3847.0,,100171
170,Gkycunemax,,9,,,,D,,B,Ihhib7toryactivirhagainsts0ybsanwl7pkxygehaseSLOnpeffect,16474,Aufocurati8n,,BAO0p00w57,,3847.0,,100171
171,Glycujemax,,9,,,,D,,B,ihhibitionagsinsrwoybfaj1lipoxygehwseSLO,16474,Ajtocu4ation,,BAO00002t7,,3847.0,,100171
172,Glysinemas,,9,,,,D,,B,oerc4nyknhibiriomagximctsoybean1lipixygenxseSLONIisnoinhibitiog,16474,Augocuratioj,,fAO000p357,,3847.0,,100171
173,vlucinemax,,9,,,,D,,B,Ratlopfproxkmalfodistalregionoxisationby1l9poxygenqze8aolatedfrohs9yb4anRztioofp5od8halanddidtalwqs1090,3094,Autoc8rati9n,,BA90o00357,,3847.0,,100171
174,flycknemax,,9,,,,D,,B,Rwtio8fprozimaotofistqlregionoxudayionbg2lipoaynenaweiaolayedfgomsoybean4ztioofproximalabddistalwas189,3094,Autocuratj0n,,BAO000p358,,3847.0,,100171
175,Glyvinekax,,9,,,,D,,B,Rxtilpgprlaihaltodistalrevoonoxidatiohby1lipoxygenaceisolahederoms0ybeabRatipofproxihalanddizraowas2575,3094,Auhochration,,BAi00003r7,,3847.0,,100171
176,Glycigekax,,9,,,,D,,B,Ratiokeprocimaltidistao5egoon0xidati9nbywliloxygrnaseisklatedfe8hsoybeanRatioof0roximalandf9stal1as3565,3094,zutocuratiog,,BAO0900347,,3847.0,,100171
177,Glyc8nemsx,,9,,,,D,,B,Ra6ioofproximxlhoslstalregionoxidationby1lk0oxygenaseizolatedfr9kdoufeanta5ioofprodimalabdd7stakwzs5050,3094,Autockrqtion,,BAO00po357,,3847.0,,100171
178,Gotcinemax,,9,,,,D,,B,Ratjoofproxkmaotodiatalfeglonoxidztiohbyql9ooxygenaseisolzredfromsoybeaggat8oofproxinalanddls4alwaq7624,3094,Autocursti8n,,BAO000935i,,3847.0,,100171
179,Giycinemwx,,9,,,,D,,B,Rayioof0roximaltod7stalregiphoaidatiohby1li0ocyg3naseisooaredf5omsoybeanRatioivoroxihalanddistalwae8614,3094,zutoc8ration,,BAOp00035i,,3847.0,,100171
180,Glycin4mqx,,9,,,,D,,B,Ra6iooepf0aimwlrodjstslrenionoxidafionb71lipoxygenas4lsklatedftomsoybewnRatioofpr0ximalanddistakwas89w1,3094,Autocufatioh,,BAOo00035i,,3847.0,,100171
181,Gpycinemaz,,9,,,,D,,B,Rwgio8eprocimaltodistzlrehipnoxidationb61lipixygenaseisolar3dbroms8ybfanRatooofproxjmakahddistalwas9y5,3094,xutocurztion,,BAlo000357,,3847.0,,100171
182,Giycinemac,,9,,,,D,,B,Rzfilofpfoximalt9distslr4giinoxidxtionby1lio0xygfnaseisolatecf3omsoybsajRatioofproaimapamddistalwss973,3094,Autocutatkon,,hzO0000357,,3847.0,,100171
183,Gl6cinemxx,,9,,,,D,,B,Rahjkofp4oximsltodistalrefo8noaida4ionby1lopixyrenaseisolatedfromdoybexnRatkoof9rkximalanddistqlwas992,3094,Aut0curatioj,,BAO0000wy7,,3847.0,,100171
184,M6smuscuous,,0,,,,U,,B,Evaluatedforihhigit9ryzcrivityon1oforjyltetdsh5drofolatesynthetsseLcelkstfioztesubstratefoncrmtrarionof100uj,10413,qutocuragion,,BzO0000p19,,10090.0,,22226
185,Musn6sculus,,1,C3H19T12,,,N,,F,Cellswdgeharcfstedanvwe4eassayedfi3luxife3zaeandvwlsctosidaseactivitieaTransxri0tionalactivity,16929,Interhediafe,,BAO0009e19,322.0,10090.0,,80049
186,,,0,,,,U,,F,7mvigroanticqnceractkvithsgaimstq1NCIjSCLCcelllimesinactive,1229,Intwrmwdiate,,Bxk0000019,,,,22226
187,,,8,,,,H,,B,Igvitroinhivitoryaftivityagaujsthumab11betagydroxyshero9dr4h5drogemaset7l21us8ngscintillatiog0roximigyaseaySlA,16587,Autosura5ion,,hAO00003t7,,,,11489
188,,,8,,,,H,,B,Invitroinnobito5yactibityagaimstmouse11betajydroxyst4rlisdemydr9genwsftype1us9bgscibgillationprodimu5yawsayxPA,16587,Aug9curation,,gAO0o00357,,,,11862
189,,,8,,,,H,,B,Invi5roinmibkt9ryactlvityaga7mstmiuse1wbetahydroxysteroiddehtd4ogenqserype1ueinyssin6ilkati9nproxihityzssa6SPA,16587,Autlcurati9n,,BAO90o0357,,,,11862
190,,,8,,,,H,,B,Abioith6oconvert3Hcortidoltothetr7tiumlabel4dxprtisoneintmeorewenceofhymanq1be4xhydroxyater0iddehyrgpgrnasettpe2,16587,Autocurxti8n,,BqOo000357,,,,11489
191,,,8,,,,H,,B,lmhibitoryactivityagaijsthouse12b2tagydrkxyateroicdeh5dgogensseyhp32ataconcwntrationof91mMNImdansboinhibition,16587,Autpcurat8on,,BAOo009357,,,,11862
192,Bosfaurus,,9,,,,D,,F,wvaluatedfoeinhibifiojofb8cineadrdnzlcorticapmitodmondrial11betajyvrozylaae,8058,Espert,,BAO00op019,,9913.0,,12347
193,3agtusborvegicus,,9,,,,D,,B,4ffectonae4ebql21betahydroxylaseactuvityatw9e4MNosigg9ricznteffect,9065,rxpert,,BAO0000458,,10116.0,,100120
194,Raytuxnorv4gicus,,9,,,,D,Adrenalgpsnd,B,knhibktionor11betahydroxylsqefromrqyadrejalglsnd,8865,Expegt,,BAO0090w57,,10116.0,,100120
195,Ra6tusnogv2gicus,,9,,,,D,,B,Inhibltikn8rrahadrenal11betahydrixylaee,9066,Expedt,,gAO0000e57,,10116.0,,100120
196,Ratthsnorvsg8cus,,9,,,,D,,B,Imhibirionofra5qdrenalq1betagydgoxylase,8394,Experr,,nAO0009357,,10116.0,,100120
197,3artusnorv4gicus,,9,,,,D,,B,Inhibitionobrstwfrenal11betqhyxroxylaseq519e5M,8394,Expdrt,,BAO000o367,,10116.0,,100120
198,,,8,,,,H,,B,Pfrcentjntibitionagainst11bdtabyddozyst4rokddehydrondjaze19fsisfatratkiverdhtosolat10uMwasdeterminedusinnrHcor5isone,6431,Au5ocurati8n,,BqO0000p19,,,,10328
199,,,8,,,,H,,B,oercentihjibktionagainstq1betahyeroxysteroivdwhyd5ogdjzde1odwistarratkidnsyat10uMewsdetermonedus9ng3Hcprtisol,6431,xutocurati8n,,BsO00p0357,,,,11490
200,,,8,,,,H,,B,lercebtinhig9tionagaibst11behahyerkajsteroiddehydrogrhasewofw7s4arratkidneyxt10uMwasdete5kihedusinn3Hcortixol,6431,A7tocurwtion,,BAO00p035y,,,,11490
201,,,8,,,,H,,F,vom0oundwas4estfdfortmepefcentoflnhibitilnayainst12LOat19uj,9295,Aut9c8ration,,BAO9000919,,,,11134
202,,,8,,,,H,,B,Invit5oinbinitoryactiv8gyagainwtrarolatel4t12lippxygenaseqt108M,10193,Autocurst9on,,BAi00000w9,,,,12052
203,,,8,,,,H,,B,Compk7nvwastestedincitrofo4ijhohitionobq2LOhumanplateldt,13622,Autocu5atuon,,gAi0000019,,,,11134
204,,,8,,,,H,,F,Inbibitoryconcentratipmagainsthujanplay2i3t12liposygenxs2,12079,sutocurwtion,,BAO000o919,,,,11134
205,,,8,,,,H,,B,Compoundat1o0uMwaxtestedunfitroborihjibit7lnof1wi0humanplatelet,13622,Autocugatiln,,nAO9000019,,,,11134
206,Homosapiejq,,9,,,,D,,F,Inhibitorjfoncebtratiobagainsthumag9lstelet12lipozygenqdr,12079,Autovuratiog,,BAO00009w9,,9606.0,,11134
207,,,8,,,,H,,B,T2stedforinhibotiohpfw2LO12pipoxyfenasfwsanjnhjbitotlf12xHETEbiosyntt3sisjnmouaeepidermalnpmogenates,13500,Ex9ert,,BAO900001p,,,,11835
208,,,8,,,,H,,B,Inhibi4oryactivltgagaibstv8ncersiknof1w4Carachivonicacid5o12HPEyEanrjtsreeyctuonpr0duchq2HETEnypodcineleukofytetype12liooxygenaae,13723,Exoert,,BA800p0357,,,,11601
209,,,8,,,,H,,B,Igh7bitoryxctivityavainsthumamplwtrlet12liplxygrnase1wHLk,16474,Autocurxtioj,,gAO0000010,,,,11134
210,,,8,,,,H,,B,Inhiblto4yactivitjwgainstnukan9latelet11lipoxhgenasw,1630,Autocuratikm,,hAO0000010,,,,11134
211,,,8,,,,H,,B,Inhibitoryactibityaga8ncthunsnplatelet1wlipoxygenqee2qsebapuated,167,Autocurwtkon,,BqO000p019,,,,11134
212,,,8,,,,H,,B,inhibigionaga9msthumanpla5elet22kipoxtgenassw2HLO,16474,Aut8suration,,BxO000p019,,,,11134
213,,,8,,,,H,,B,Inhibitoryactjvo5yagaubsthhjan9latrket12kipoxygenas4wasevaiuatsdat100uM,167,Autosuratiln,,vAO0000o19,,,,11134
214,,,8,,,,H,,B,percegtinhifi4ionaga8nsthumagplat2lrt12lipoxygenas311HLONIisno8ntugi6ion,16474,Aut0curqtion,,BAOoo00019,,,,11134
215,,,8,,,,H,,B,Imhinitoryact8vi6h5owardsporcine12l7poxyysnase,10091,A6tovuration,,BAO0p0035i,,,,11601
216,,,8,,,,H,,B,Testedvirimhibogoonanainstporcine12LO,11966,Auyocurat8on,,hAO00o0357,,,,11601
217,,,8,,,,H,,B,Inbjbktiohof12oi0oxygenaseqasevqluatrdinratplatelwtdstimula4ednyrhrombinuotoaconcehtrationofq0ujNEmrznxNoefgect,951,wutoxuration,,fAO00p0019,,,,12052
218,,,8,,,,H,,B,lnhibitoryastivit5atainet12lkpoxjgenxseinrqtolateletrkch0lasma,10997,Augocurztion,,BAi0o00019,,,,12052
219,,,8,,,,H,,B,Imvitroinhib9tionof4stplzteletw3lip9xygenase,10193,Ecpert,,BAOp0o0019,,,,12052
220,,,8,,,,H,,B,Ingitroinhibitoryzc6ibityagainstrayliateiet12lipoxygrbsseatw0uM,10193,Autocuratuoh,,BAO0009029,,,,12052
221,,,8,,,,H,,B,Invitgoinhifltiryactivityagainstratllayele612lipoxgg4gqseat1p0uM,10193,Au4ocurat8on,,BAO0900o19,,,,12052
222,,,8,,,,H,,B,Invjtgoimnibi4oryavtig9tyagqinstratplatelet12l9pocygensseat30uM,10193,Aut8curatlon,,fAO0000919,,,,12052
223,,,8,,,,H,,B,Igvjtf98nmibitoryact8vitysgainstrarpla5elet12lopoxygenaseay10uM,10193,Aurocurafion,,BsO0o00019,,,,12052
224,,,8,,,,H,,B,Inviffoinhihih8r6activityxgainstratplq6elet22iipoxygenase,10193,Autlcutation,,BAp0000919,,,,12052
225,,,8,,,,H,,B,Thecimp88ndwzsteatedfortheinvitroinhibitionofpla4eleg12ljpoxugenzs3ayxconcegg5at9onoe100uM,11087,Autocursti0n,,BzO00000w9,,,,12052
226,nomlsapiens,,1,41M,,,N,,F,Cygo5pxicwctivityinzpamek8dHumanovafiantumor41Mcelllineaftsr96nofdeugecposurw,15569,Intermwdiatr,,BA0000021o,640.0,9606.0,,80007
227,H8moqapiens,,1,41M,,,N,,F,knvitroanritumotxctivityqgajnst41Mxelkline,12989,Eapert,,BqO0p00219,696.0,9606.0,,80007
228,Homozapiwns,,1,41M,,,N,,F,vytotoxucltyxgainst41Mcellsincuhatwdfpd24hrigMTTqssay,16745,9ntermediatf,,BAO0090218,556.0,9606.0,,80007
229,Himosapienz,,1,41M,,,N,,F,Cytoyox8cactivi5yihapsbroofHumajovariahtumor41MvDDPceklligeabter96hofdrugdxposuee,15569,In6ermeciate,,BzO0000119,481.0,9606.0,,80007
230,Hom9eapiens,,1,41M,,,N,,F,Inditfoantitum8ractivityxgainst51ncisRxelolin3,12989,Expery,,BAl0o00219,724.0,9606.0,,80007
231,Homlsapiems,,1,41M,,,N,,F,Resistahtfactorwawsetermknwxbe5weejIs50lfcispoatibresistanthumzn6ujorxelllinestothqtor4qMcisRcelpline,12989,4xpert,,BqO000o219,673.0,9606.0,,80007
232,jomosqpiens,,1,41M,,,N,,F,c7yotoxicityagains541McisRcellwigvubayexfor24hrlnMTTzssxy,16745,Ihterm3diate,,gAO0009219,473.0,9606.0,,80007
233,H9mosap8ens,,9,,,,D,,B,Inbinitiohof5in0sinemonophpsphateddhydrogenzsey5peoIMPDgI,6210,Ex0ert,,BAl0000w57,,9606.0,,84
234,Homosa0ienw,,9,,,,D,,B,Inhibiti0nof5inosinemonopt0wpbatedehydfogegasegypeloIMPfHII,6210,Exlert,,BAO0p00257,,9606.0,,68
235,,,8,,,,H,,B,kghibitoe7acgifityagaijst7nosine5inosinek0nophow0hatedfhydrogenasetypeIIIjPDHI8,6226,Expe4t,,BAO0p00367,,,,68
236,,,8,,,,H,,B,Equiilbriumdjscoc9at9onconstanttiwarddnunan4metyylthioawrnosineptosphorylase,17855,Exp3rt,,BAO0o90357,,,,10201
237,,,8,,,,H,,B,Equilobrlumcisaociagiknclnsran4fowardshujan5meyhylthioaswnosigephosphorylasendNptdetermonew,17855,Experf,,BAO00pp357,,,,10201
238,,,8,,,,H,,B,Initiakdissociatiohc9nstahttowardshuhan5mwthylghioawenosige9mlspyorylaae,17855,Expegt,,BAO9000347,,,,10201
239,,,8,,,,H,,B,Evaluatedforibhibitoryacgivi5jon5w0ketgegylTe5rahtdrofolzheC7clohydeolaseoceilatfolatee6bstrafec9ncentra6iog8f100uM,10413,Autocyrat8on,,BqOo000357,,,,12220
240,Eschedivhiacoll,,8,,,,H,,B,Inhibitoryactivitysgqinst410meghyleneteteamydr0foiatedehyddogenasefromEschsrichiacoliahacpgc2ntratipnif01mnjTgoytws6ee,10413,Autoxiration,,BwO000035i,,562.0,,11303
241,Escher8chizc9li,,8,,,,H,,B,Ighibitorysc5ovityxgainst51phethylenehetrahydr8fola5esyclohydrolas3f4omEsfherixhiacokiataconcfntfatlon8f01mMjTNottes5es,10413,Autocurstiog,,BA0000035y,,562.0,,11303
242,Excherichiacopu,,8,,,,H,,B,Ibyibitoryzdtifityagainqt510MethykeneTehgahydrofola5eCyci0hydrolasefrojEcchedochisvoloafaconcenhdationof01mMNTNottexted,10413,A8tocurstion,,BAO0o00r57,,562.0,,11303
243,,,8,,,,H,,B,Evaluatedf0rjnhibitl35activktyon510Methylebehetrzhyfr8folsteCyclohydr8laseLfrloxtfolwtesuba6rateconcentration8f109uj,10413,Auticurwtion,,BAO0090358,,,,12220
244,,,8,,,,H,,B,3vaiuatedforinhibitoryxct9gityon52pme6hylenwtef3ahydrofolatedehgdrogenaceLc2lpatfolahsdubs5rateconc3ntrati8nof2p0uM,10413,Autockratiin,,fAO0000w57,,,,12220
245,Susdcrofa,,8,,,,H,,B,Percenyinhibitionwasjeazurrdagainw4510Mdthylene5errahydrofolatexycoohydrolaseL1210tymorgiswye4nxgk2at1oEtMinhibitoryckncehtrwtion,7587,Autosura4ion,,BsOp000357,,9823.0,,11303
246,dusscrofa,,8,,,,H,,B,Percehtinhinitj8nwasmexsuredagains4510MwthylenwTetrahydrofolateCysl8hyxrolasrwpircugeiicerfnzyme,7587,Autocurahiom,,BAO0000p1o,,9823.0,,11303
247,Susscfofa,,8,,,,H,,B,Percen6inhibitionwzameasur4daywkndty19kethyieneTetramyegorolateCyclohyfroiaseL1210tumlr5isaueenzymeat10E4Minhibit8dycogcent4ation,7587,Au4ocuratioj,,BwO000035u,,9823.0,,11303
248,Suszcrofa,,8,,,,H,,B,oerdent8nhubiti8nwqsmeasuredsgains4510Mettyk4neTetrqhydrifolateCyclihydrolas4L2210tknottidsue4nzyjeat10E5Minhibitpryxoncentratiog,7587,xutocurati0n,,BA900003t7,,9823.0,,11303
249,Susscgofa,,8,,,,H,,B,lercentinhibitionwasmwas6reeagxinct510MehhylegeTetrzhydrofolateCycloyydrolaseL1e1otumirrjssusemaymeat104uMinhifitoryconcfgtragoon,7587,Autodurati8n,,gAO9000357,,9823.0,,11303
250,S7sscrofa,,8,,,,H,,B,Percentinhiniti9hwawkeasuredanaujstt10MethyleneTe4rahydrofolateC7coohydroladeporcogelivegenxym4atw0r4Minhibitlrycpncenyratjoj,7587,A6tocuratipn,,BAO09000q9,,9823.0,,11303
251,Susscrlfa,,8,,,,H,,B,Prrcfnfinhibit9onsasmeasudecagainst510Methgl3nefe5gahyfflfolateCjcloh5drolase9orcinelicerenaymest10E5M7jh9bitoryconcentratlon,7587,Autocuda6ion,,BwO0000o19,,9823.0,,11303
252,Sussc4ofa,,8,,,,H,,B,Percentinhinltionwasmeas8fedaga9nst510Metmtl3meTet4qbgdrofolateCyslohydrolasslorxindliverenzumeqt10w6Mlmhibih9ryconcentration,7587,zutocurat7on,,fwO0000019,,9823.0,,11303
253,xusscrofa,,8,,,,H,,B,Prrcent7jhibition1asmessuredagainsttq0MethhlejeTrtrqhydrorolxteCyslohydrolazr99rcinsliverfmzymeat10E7ninhibi6oryconcehtrztion,7587,Autoc6rstion,,hAl0000019,,9823.0,,11303
254,Susscrofs,,8,,,,H,,B,Percdntinhinitiondaqmeasursdsgwinst5q0Me4uylene5eyrahydrkfolateCyclohudrolazepoefinelive3emzyme,7587,A7tocuratiom,,BAO0900p19,,9823.0,,11303
255,Sussdrofa,,8,,,,H,,B,Peecentinhivitkonwxsmfasuredagxinst5q0k2tb6ldneTetrahydfodooqteCuclohydrolaseL12q0tumkrtissueenzymeat10fyMjnhibigiryconcentrztion,7587,Autovyration,,BAi00p0357,,9823.0,,11303
256,S8sscrofa,,8,,,,H,,B,P4rcehtonhibitlonwqsmeqsjredagaindt519MefhypeheTetrahysrofllateC7clotysrolaseporcinepiverenzyn4at10E4Minhihoyofyxoncentration,7587,Autkcurstion,,BA00000029,,9823.0,,11303
257,,,8,,,,H,,B,Cokp9undwactes5edcorinvitr0ibhibit8onof51oMehmyleneTerrahydrifolqteCyclouydgokasecompetitivwagains4L520jethenhlt343ahydrofolate,7323,A7tocuratiog,,BwO0900357,,,,11303
258,Susscr9fa,,0,,,,U,,B,Pwecrntimh7bitionwasmeadutesagainsy510MettyiejeTe4rajydrofolzteReductaxeporc9n3kidnwyenzyjest10E4Minhonitoryconcrntration,7587,Autoc7ragion,,hAO0009019,,9823.0,,22226
259,Susscroea,,0,,,,U,,B,P3rcdntinhibir9onqasmeasuredagainsty10Me6hylendTetrahyerofolateReductxsspotcig3kidnwyemzynr,7587,wutocugation,,BAOo00o019,,9823.0,,22226
260,Sacchsrom6ceacwrevisiae,,8,,,,H,,B,8nhibi6ionoftDwsaturaseinvolvddinetnpsteroobioshbthesis,13750,Expett,,BAO9000257,,4932.0,,100249
261,tattusnorfevicus,,0,,,,U,,B,qbilityforteverdibleinuibihionpfWakker1575Fluoro2deox5udodine0hoslhorylase,7662,Autocurzt7on,,vAO0000029,,10116.0,,22226
262,Rahtusnorvsgkcus,,0,,,,U,,B,sblli4yforrevers9bpeinhivitionofWalkfr2565Fluoro2ddoxyuridkn29hlsphorjlqse,7662,Aytocurayion,,BAO000091i,,10116.0,,22226
263,3xttusnorveglcus,,0,,,,U,,B,7rrevwrs9gleijhibitionofWslkfr256FjD5ln0sphofylsse3xpress4dasVoV7veloc9tywitho6tinh9bitoetirhatofvelocitywithinhibitor,7662,zu5ocuration,,BAO000p010,,10116.0,,22226
264,,,6,,,,H,,F,Testrdbo35HT3eeceptorantaglnlstpotencybyavkljtytoinhivit6hersfl2xvrzdycx3diathsBezokdJarischrefleainthdrat,12211,Autocurati8m,,BAO00o001i,,,,104698
265,,,6,,,,H,,F,Compohbdwast4dt3dforits5nT3rrceptorajhaglnistpotencybyhueirabilityto9bh7bittmereflexbrad5cardoathfgexkldJa4iscjreflexinthwrat,12211,A8tpcuration,,BAO0o00o19,,,,104698
266,faviaporcellhs,,9,,,,D,Ilekm,F,Relativ4aholitytouhc5easecholone3gicallymfdiatedc8ntractiomsinksolahedik2umlfguineapjg,12211,Infermfdiate,,BAO00o0e21,,10141.0,,20033
267,,,8,,,,H,,F,Stimulatoryactivityogingrabast5icpress73ewzsyestedingh2rah,12211,Expe4t,,BAO0o0o019,,,,10623
268,,,8,,,,H,,B,D3creasdof5yTcarrierfecdptofbo7nxgadioaxtiv7t5hwinhparoxetineasaradioligand,15453,xutocugation,,BAO0900257,,,,121
269,Ratyusn9gvegicus,,0,,,,U,,F,Dksetoreducenruronalfiringwgainst5Hyc3oisintqtsiv,11884,Autpc8ration,,BAO900021o,,10116.0,,22226
270,,,8,,,,H,,F,Abtagonizticacrivityotcor5espondimgmethoxyvompouhwabaonstserotonig5jyreceptof,7185,Aitocuragion,,BAOpp00019,,,,12688
271,Hom0saliens,,9,,,,D,,B,Bindijfwrfinityat5HT4e7ptakrsitelab3ledwitg3Hparoxstkne,6876,fxpert,,BAOp0003r7,,9606.0,,121
272,momosqpiens,,9,,,,D,,B,Bindingagfinltyat5HTreuptakedit2lsveledw8tj3Hparoxetun4Norsta,6876,Expedt,,BAO00o0e57,,9606.0,,121
273,,,8,,,,H,,F,Inhib9t8onofhigharfinith5Hf6ptak4atc9ncentrariojof1uM,11863,Autofurat9on,,hAO0000018,,,,12198
274,,,8,,,,H,,B,7nhif7tionconsyantofbighaffinityrHTuptzie,11863,Ajfocuration,,BAO0p90357,,,,12198
275,,,8,,,,H,,F,MichaelisMentenclnstantaasreoo3tergorhithaffimifytrxnsporgof5uT,11863,Autocuratiim,,hAO000o019,,,,12198
276,,,8,,,,H,,F,jaxim7mratesasewt24minedforhighaffinitttrans0ortof4HT,11863,Ahtocuratjon,,BAp0o00019,,,,12198
277,,,4,,,,H,,F,Cimp9undwasteztexforanonisticac6ivigyagaindtytTuptake,4639,Autocudwtion,,BzO000o019,,,,104714
278,,,8,,,,H,,B,Imhibitionabfinotysgainst5Hg1Breceptorinratfr0ntakcortexus7ngfariobkncintasea5,15796,Exlert,,BAOo0000w9,,,,10577
279,Bodtaurus,,8,,,,H,,B,Imhib9tionaffinkttagaihst5HT1D4exeotorinbocinecaydwtenucleususinvfadiogindinfasway,15796,Expe4t,,BzO0000367,,9913.0,,105
280,Rattusn9rvegicjq,,5,,,,D,,B,Bindlngaffinitttowqrds5hydroaytryl4akkh21receptorusimg3H5HTadeadi8ligand,12801,Autoc6rstion,,BAO09002w4,,10116.0,,104744
