ASI,Des,CI,BFO,CURAB,ASSSUBCELFR,ASCT,T,RELAT,CONFSC,SRI,SASSI,CHEI,TISI,VAI
173,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,,BAO_0000357,Autocuration,,,100171,D,9,1,,CHEMBL615385,,
174,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,,BAO_0000357,Autocuration,,,100171,D,9,1,,CHEMBL615386,,
175,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,,BAO_0000357,Autocuration,,,100171,D,9,1,,CHEMBL615387,,
176,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,,BAO_0000357,Autocuration,,,100171,D,9,1,,CHEMBL615388,,
177,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,,BAO_0000357,Autocuration,,,100171,D,9,1,,CHEMBL615214,,
178,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,,BAO_0000357,Autocuration,,,100171,D,9,1,,CHEMBL827087,,
179,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,,BAO_0000357,Autocuration,,,100171,D,9,1,,CHEMBL615215,,
180,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,,BAO_0000357,Autocuration,,,100171,D,9,1,,CHEMBL615216,,
181,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,,BAO_0000357,Autocuration,,,100171,D,9,1,,CHEMBL615217,,
182,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,,BAO_0000357,Autocuration,,,100171,D,9,1,,CHEMBL615218,,
183,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,,BAO_0000357,Autocuration,,,100171,D,9,1,,CHEMBL615219,,
184,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,,BAO_0000019,Autocuration,,,22226,U,0,1,,CHEMBL615220,,
185,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),294.0,BAO_0000219,Intermediate,,C3H 10T1/2,80049,N,1,1,,CHEMBL615221,,
186,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,,BAO_0000019,Intermediate,,,22226,U,0,1,,CHEMBL615222,,
187,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,BAO_0000357,Autocuration,,,11489,H,8,1,,CHEMBL615223,,
188,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,BAO_0000357,Autocuration,,,11862,H,8,1,,CHEMBL615224,,
189,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,,BAO_0000357,Autocuration,,,11862,H,8,1,,CHEMBL615225,,
190,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,,BAO_0000357,Autocuration,,,11489,H,8,1,,CHEMBL615226,,
191,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,,BAO_0000357,Autocuration,,,11862,H,8,1,,CHEMBL615227,,
192,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,,BAO_0000019,Expert,,,12347,D,9,1,,CHEMBL615228,,
193,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,,BAO_0000357,Expert,,,100120,D,9,1,,CHEMBL615229,,
194,Inhibition of 11 beta-hydroxylase from rat adrenal gland,,BAO_0000357,Expert,,,100120,D,9,1,,CHEMBL615230,2369.0,
195,Inhibition of rat adrenal 11-beta-hydroxylase,,BAO_0000357,Expert,,,100120,D,9,1,,CHEMBL615231,,
196,Inhibition of rat adrenal 11-beta-hydroxylase,,BAO_0000357,Expert,,,100120,D,9,1,,CHEMBL884520,,
197,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,,BAO_0000357,Expert,,,100120,D,9,1,,CHEMBL615232,,
198,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,,BAO_0000019,Autocuration,,,10328,H,8,1,,CHEMBL615233,,
199,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,BAO_0000357,Autocuration,,,11490,H,8,1,,CHEMBL827088,,
200,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,BAO_0000357,Autocuration,,,11490,H,8,1,,CHEMBL615234,,
201,Compound was tested for the percent of inhibition against 12-LO at 10 uM,,BAO_0000019,Autocuration,,,11134,H,8,1,,CHEMBL615235,,
202,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,BAO_0000019,Autocuration,,,12052,H,8,1,,CHEMBL615236,,
203,Compound was tested in vitro for inhibition of 12-LO human platelet,,BAO_0000019,Autocuration,,,11134,H,8,1,,CHEMBL615237,,
204,Inhibitory concentration against human platelet 12-lipoxygenase,,BAO_0000019,Autocuration,,,11134,H,8,1,,CHEMBL615238,,
205,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,,BAO_0000019,Autocuration,,,11134,H,8,1,,CHEMBL615239,,
206,Inhibitory concentration against human platelet 12-lipoxygenase,,BAO_0000019,Autocuration,,,11134,D,9,1,,CHEMBL615240,,
207,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,,BAO_0000019,Expert,,,11835,H,8,1,,CHEMBL615241,,
208,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,,BAO_0000357,Expert,,,11601,H,8,1,,CHEMBL615242,,
209,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),,BAO_0000019,Autocuration,,,11134,H,8,1,,CHEMBL615243,,
210,Inhibitory activity against human platelet 12-lipoxygenase,,BAO_0000019,Autocuration,,,11134,H,8,1,,CHEMBL615244,,
211,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,,BAO_0000019,Autocuration,,,11134,H,8,1,,CHEMBL615245,,
212,% inhibition against human platelet 12-lipoxygenase (12-HLO),,BAO_0000019,Autocuration,,,11134,H,8,1,,CHEMBL615246,,
213,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,,BAO_0000019,Autocuration,,,11134,H,8,1,,CHEMBL615247,,
214,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,,BAO_0000019,Autocuration,,,11134,H,8,1,,CHEMBL615248,,
215,Inhibitory activity towards porcine 12-lipoxygenase,,BAO_0000357,Autocuration,,,11601,H,8,1,,CHEMBL615249,,
216,Tested for inhibition against porcine 12-LO,,BAO_0000357,Autocuration,,,11601,H,8,1,,CHEMBL615250,,
217,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,,BAO_0000019,Autocuration,,,12052,H,8,1,,CHEMBL615251,,
218,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,,BAO_0000019,Autocuration,,,12052,H,8,1,,CHEMBL615252,,
219,In vitro inhibition of rat platelet 12-lipoxygenase,,BAO_0000019,Expert,,,12052,H,8,1,,CHEMBL828340,,
220,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,BAO_0000019,Autocuration,,,12052,H,8,1,,CHEMBL615253,,
221,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,,BAO_0000019,Autocuration,,,12052,H,8,1,,CHEMBL615254,,
222,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,,BAO_0000019,Autocuration,,,12052,H,8,1,,CHEMBL615255,,
223,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,BAO_0000019,Autocuration,,,12052,H,8,1,,CHEMBL615256,,
224,In vitro inhibitory activity against rat platelet 12-lipoxygenase,,BAO_0000019,Autocuration,,,12052,H,8,1,,CHEMBL615257,,
225,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,,BAO_0000019,Autocuration,,,12052,H,8,1,,CHEMBL615258,,
226,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,621.0,BAO_0000219,Intermediate,,41M,80007,N,1,1,,CHEMBL615259,,
227,In vitro antitumor activity against 41M cell line.,621.0,BAO_0000219,Expert,,41M,80007,N,1,1,,CHEMBL615260,,
228,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,621.0,BAO_0000219,Intermediate,,41M,80007,N,1,1,,CHEMBL615261,,
229,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,621.0,BAO_0000219,Intermediate,,41M,80007,N,1,1,,CHEMBL615262,,
230,In vitro antitumor activity against 41McisR cell line.,621.0,BAO_0000219,Expert,,41M,80007,N,1,1,,CHEMBL615263,,
231,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,621.0,BAO_0000219,Expert,,41M,80007,N,1,1,,CHEMBL838393,,
232,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,621.0,BAO_0000219,Intermediate,,41M,80007,N,1,1,,CHEMBL615264,,
233,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),,BAO_0000357,Expert,,,84,D,9,1,,CHEMBL615265,,
234,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,BAO_0000357,Expert,,,68,D,9,1,,CHEMBL615266,,
235,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,BAO_0000357,Expert,,,68,H,8,1,,CHEMBL615267,,
236,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,,BAO_0000357,Expert,,,10201,H,8,1,,CHEMBL615268,,
237,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,,BAO_0000357,Expert,,,10201,H,8,1,,CHEMBL615269,,
238,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,,BAO_0000357,Expert,,,10201,H,8,1,,CHEMBL615270,,
239,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,BAO_0000357,Autocuration,,,12220,H,8,1,,CHEMBL615271,,
240,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,BAO_0000357,Autocuration,,,11303,H,8,1,,CHEMBL615272,,
241,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,BAO_0000357,Autocuration,,,11303,H,8,1,,CHEMBL615103,,
242,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",,BAO_0000357,Autocuration,,,11303,H,8,1,,CHEMBL615104,,
243,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,BAO_0000357,Autocuration,,,12220,H,8,1,,CHEMBL615105,,
244,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",,BAO_0000357,Autocuration,,,12220,H,8,1,,CHEMBL872866,,
245,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,BAO_0000357,Autocuration,,,11303,H,8,1,,CHEMBL615106,,
246,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",,BAO_0000019,Autocuration,,,11303,H,8,1,,CHEMBL615107,,
247,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",,BAO_0000357,Autocuration,,,11303,H,8,1,,CHEMBL615108,,
248,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",,BAO_0000357,Autocuration,,,11303,H,8,1,,CHEMBL615109,,
249,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,BAO_0000357,Autocuration,,,11303,H,8,1,,CHEMBL615110,,
250,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,BAO_0000019,Autocuration,,,11303,H,8,1,,CHEMBL840105,,
251,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",,BAO_0000019,Autocuration,,,11303,H,8,1,,CHEMBL615111,,
252,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",,BAO_0000019,Autocuration,,,11303,H,8,1,,CHEMBL615112,,
253,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",,BAO_0000019,Autocuration,,,11303,H,8,1,,CHEMBL615113,,
254,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",,BAO_0000019,Autocuration,,,11303,H,8,1,,CHEMBL615114,,
255,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,BAO_0000357,Autocuration,,,11303,H,8,1,,CHEMBL615115,,
256,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,BAO_0000019,Autocuration,,,11303,H,8,1,,CHEMBL615116,,
257,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",,BAO_0000357,Autocuration,,,11303,H,8,1,,CHEMBL615698,,
258,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",,BAO_0000019,Autocuration,,,22226,U,0,1,,CHEMBL615699,,
259,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",,BAO_0000019,Autocuration,,,22226,U,0,1,,CHEMBL615700,,
260,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,,BAO_0000357,Expert,,,100249,H,8,1,,CHEMBL615701,,
261,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,BAO_0000019,Autocuration,,,22226,U,0,1,,CHEMBL615702,,
262,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,BAO_0000019,Autocuration,,,22226,U,0,1,,CHEMBL615703,,
263,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",,BAO_0000019,Autocuration,,,22226,U,0,1,,CHEMBL615704,,
264,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,BAO_0000019,Autocuration,,,104698,H,6,1,,CHEMBL615705,,
265,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,BAO_0000019,Autocuration,,,104698,H,6,1,,CHEMBL615706,,
266,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,,BAO_0000221,Intermediate,,,20033,D,9,1,,CHEMBL615707,2116.0,
267,Stimulatory activity of intragastric pressure was tested in the rat,,BAO_0000019,Expert,,,10623,H,8,1,,CHEMBL615708,,
268,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,,BAO_0000357,Autocuration,,,121,H,8,1,,CHEMBL615709,,
269,Dose to reduce neuronal firing against 5-HT cells in rats (iv),,BAO_0000218,Autocuration,,,22226,U,0,1,,CHEMBL615710,,
270,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,,BAO_0000019,Autocuration,,,12688,H,8,1,,CHEMBL615711,,
271,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,,BAO_0000357,Expert,,,121,D,9,1,,CHEMBL615712,,
272,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,,BAO_0000357,Expert,,,121,D,9,1,,CHEMBL836325,,
273,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,,BAO_0000019,Autocuration,,,12198,H,8,1,,CHEMBL615713,,
274,Inhibition constant of high-affinity 5-HT uptake,,BAO_0000357,Autocuration,,,12198,H,8,1,,CHEMBL615714,,
275,Michaelis-Menten constant was reported for high affinity transport of 5-HT,,BAO_0000019,Autocuration,,,12198,H,8,1,,CHEMBL615715,,
276,Maximum rate was determined for high affinity transport of 5-HT,,BAO_0000019,Autocuration,,,12198,H,8,1,,CHEMBL615716,,
277,Compound was tested for agonistic activity against 5-HT uptake,,BAO_0000019,Autocuration,,,104714,H,4,1,,CHEMBL615717,,
278,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,,BAO_0000019,Expert,,,10577,H,8,1,,CHEMBL881818,,
279,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,,BAO_0000357,Expert,,,105,H,8,1,,CHEMBL884540,,
280,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,,BAO_0000224,Autocuration,,,104744,D,5,1,,CHEMBL615718,,
281,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,,BAO_0000224,Autocuration,,,104744,H,4,1,,CHEMBL615719,,
282,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,,BAO_0000249,Autocuration,Membranes,,104744,H,4,1,,CHEMBL615720,,
283,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,,BAO_0000249,Autocuration,Membranes,,104744,H,4,1,,CHEMBL615721,,
284,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,,BAO_0000019,Autocuration,,,104744,H,4,1,,CHEMBL615722,,
285,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,,BAO_0000019,Autocuration,,,51,H,8,1,,CHEMBL615723,,
286,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,,BAO_0000221,Autocuration,,,51,H,8,1,,CHEMBL615724,10000000.0,
287,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,,BAO_0000221,Autocuration,,,51,H,8,1,,CHEMBL615725,10000000.0,
288,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,,BAO_0000221,Autocuration,,,51,H,8,1,,CHEMBL615726,10000000.0,
289,Antagonistic activity at postsynaptic 5-HT1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (.26-3.52),,BAO_0000218,Autocuration,,,10576,H,8,1,,CHEMBL615727,,
