assays_chembl_id,assays_doc_id,assays_assay_category,assays_assay_id,assays_assay_cell_type,assays_assay_tax_id,assays_assay_test_type,assays_tid,assays_assay_strain,assays_assay_type,assays_assay_organism,assays_bao_format,assays_description,assays_cell_id,assays_src_assay_id,assays_relationship_type,assays_confidence_score,assays_curated_by,assays_assay_tissue,assays_src_id,assays_variant_id,assays_tissue_id,assays_assay_subcellular_fraction
CHEMBL627030,10130,,7661,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in kidney; Expressed as percent dose/organ,,,N,1,Intermediate,Kidney,1,,2113.0,
CHEMBL627031,10130,,7662,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in liver; Expressed as percent dose/organ,,,N,1,Intermediate,Liver,1,,2107.0,
CHEMBL627032,10130,,7663,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in lung; Expressed as percent dose/organ,,,N,1,Intermediate,Lung,1,,2048.0,
CHEMBL627033,10130,,7664,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in muscle; Expressed as percent dose/organ,,,N,1,Intermediate,Muscle tissue,1,,2385.0,
CHEMBL627034,10130,,7665,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in skin; Expressed as percent dose/organ,,,N,1,Intermediate,,1,,,
CHEMBL627035,10130,,7666,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in spleen; Expressed as percent dose/organ,,,N,1,Intermediate,Spleen,1,,2106.0,
CHEMBL627036,10130,,7667,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in thyroid; Expressed as percent dose/organ,,,N,1,Intermediate,Thyroid gland,1,,2046.0,
CHEMBL875340,10130,,7668,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in blood; Expressed as percent dose/organ,,,N,1,Intermediate,Blood,1,,178.0,
CHEMBL627037,10130,,7669,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in heart; Expressed as percent dose/organ,,,N,1,Intermediate,Heart,1,,948.0,
CHEMBL627038,10130,,7670,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in kidney; Expressed as percent dose/organ,,,N,1,Intermediate,Kidney,1,,2113.0,
CHEMBL627039,10130,,7671,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in liver; Expressed as percent dose/organ,,,N,1,Intermediate,Liver,1,,2107.0,
CHEMBL627040,10130,,7672,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in muscle; Expressed as percent dose/organ,,,N,1,Intermediate,Muscle tissue,1,,2385.0,
CHEMBL624663,10130,,7673,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in spleen; Expressed as percent dose/organ,,,N,1,Intermediate,Spleen,1,,2106.0,
CHEMBL625963,10130,,7674,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in thyroid; Expressed as percent dose/organ,,,N,1,Intermediate,Thyroid gland,1,,2046.0,
CHEMBL876799,10130,,7675,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in brain; Expressed as percent dose/organ,,,N,1,Intermediate,Brain,1,,955.0,
CHEMBL626133,10130,,7676,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in lung; Expressed as percent dose/organ,,,N,1,Intermediate,Lung,1,,2048.0,
CHEMBL626134,10130,,7677,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in skin; Expressed as percent dose/organ,,,N,1,Intermediate,,1,,,
CHEMBL626135,6295,,7678,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,,,N,1,Intermediate,,1,,,
CHEMBL626136,6296,,7679,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,,,N,1,Intermediate,,1,,,
CHEMBL626137,6296,,7680,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg; Below detection limit,,,N,1,Intermediate,,1,,,
CHEMBL626138,6295,,7681,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,,,N,1,Intermediate,,1,,,
CHEMBL626139,6296,,7682,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,,,N,1,Intermediate,,1,,,
CHEMBL626140,17260,,7683,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,C max at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,,,N,1,Intermediate,,1,,,
CHEMBL626141,17260,,7684,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,C max at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,,,N,1,Intermediate,,1,,,
CHEMBL626142,17686,,7685,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,C24h in rat p.o. at 20 mg/kg concentration,,,N,1,Intermediate,,1,,,
CHEMBL627930,9866,,7686,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in normal rat muscle in the presence of 0.005 M Gd/0.01 M lig at 2 hr,,,N,1,Intermediate,Muscle tissue,1,,2385.0,
CHEMBL627931,9866,,7687,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in normal rat muscle in the presence of 0.01 M Gd/0.05 M lig,,,N,1,Intermediate,Muscle tissue,1,,2385.0,
CHEMBL627932,9866,,7688,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in normal rat muscle in the presence of NAC Gd 0.01 M lig at 2 hr,,,N,1,Intermediate,Muscle tissue,1,,2385.0,
CHEMBL627933,9866,,7689,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in normal rat spleen in the presence of 0.005 M Gd/0.01 M lig at 2 hr,,,N,1,Intermediate,Spleen,1,,2106.0,
CHEMBL627934,9866,,7690,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in normal rat spleen in the presence of 0.01 M Gd/0.05 M lig,,,N,1,Intermediate,Spleen,1,,2106.0,
CHEMBL627935,9866,,7691,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in normal rat spleen in the presence of NAC Gd 0.01 M lig at 2 hr,,,N,1,Intermediate,Spleen,1,,2106.0,
CHEMBL627936,9866,,7692,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat blood in the presence of 0.001 M/0.008 M GdDTPA-AEP,,,N,1,Intermediate,Blood,1,,178.0,
CHEMBL627937,9866,,7693,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat blood in the presence of 0.01 M GdDTPA-BDP,,,N,1,Intermediate,Blood,1,,178.0,
CHEMBL627938,9866,,7694,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat blood in the presence of 0.01 M/0.01 M GdDTPA-AEP,,,N,1,Intermediate,Blood,1,,178.0,
CHEMBL627939,9866,,7695,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat blood in the presence of 0.05 M Gd/0.15 M lig,,,N,1,Intermediate,Blood,1,,178.0,
CHEMBL627940,9866,,7696,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat blood in the presence of 0.05 M GdDTPA-BDP,,,N,1,Intermediate,Blood,1,,178.0,
CHEMBL627941,9866,,7697,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat blood in the presence of 0.05 M/0.05 M GdDTPA-AEP,,,N,1,Intermediate,Blood,1,,178.0,
CHEMBL876800,9866,,7698,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat blood in the presence of 0.05 M/0.08 M GdDTPA-HPDP,,,N,1,Intermediate,Blood,1,,178.0,
CHEMBL627942,9866,,7699,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat blood in the presence of 0.10 M GdDTPA-BDP,,,N,1,Intermediate,Blood,1,,178.0,
CHEMBL627943,9866,,7700,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat blood in the presence of 0.10 M/0.11 M GdDTPA-AEP,,,N,1,Intermediate,Blood,1,,178.0,
CHEMBL627944,9866,,7701,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat blood in the presence of 50 Gd/kg at 15 min,,,N,1,Intermediate,Blood,1,,178.0,
CHEMBL627945,9866,,7702,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat blood in the presence of 50 Gd/kg at 2 hr,,,N,1,Intermediate,Blood,1,,178.0,
CHEMBL628584,9866,,7703,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat blood in the presence of 50 Gd/kg at 6 hr,,,N,1,Intermediate,Blood,1,,178.0,
CHEMBL628585,9866,,7704,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat blood in the presence of GdDTPA at 15 min,,,N,1,Intermediate,Blood,1,,178.0,
CHEMBL628586,9866,,7705,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat blood in the presence of GdDTPA at 1 hr,,,N,1,Intermediate,Blood,1,,178.0,
CHEMBL628587,9866,,7706,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat blood in the presence of GdDTPA at 30 min,,,N,1,Intermediate,Blood,1,,178.0,
CHEMBL628588,9866,,7707,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat blood in the presence of GdDTPA at 4 hr,,,N,1,Intermediate,Blood,1,,178.0,
CHEMBL628589,9866,,7708,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat blood in the presence of GdDTPA-BDP at 15 min,,,N,1,Intermediate,Blood,1,,178.0,
CHEMBL625304,9866,,7709,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat blood in the presence of GdDTPA-BDP at 30 min,,,N,1,Intermediate,Blood,1,,178.0,
CHEMBL625305,9866,,7710,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat blood in the presence of GdDTPA-BDP at 4 hr,,,N,1,Intermediate,Blood,1,,178.0,
CHEMBL625306,9866,,7711,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat blood in the presence of GdDTPA-BDPat 1 hr,,,N,1,Intermediate,Blood,1,,178.0,
CHEMBL625307,9866,,7712,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 15 min,,,N,1,Intermediate,Blood,1,,178.0,
CHEMBL625308,9866,,7713,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 30 min,,,N,1,Intermediate,Blood,1,,178.0,
CHEMBL627740,9866,,7714,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 4 hr,,,N,1,Intermediate,Blood,1,,178.0,
CHEMBL627741,9866,,7715,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat blood in the presence of GdDTPA-HPDPat 1 hr,,,N,1,Intermediate,Blood,1,,178.0,
CHEMBL627742,9866,,7716,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat blood in the presence of NAC Gd/0.01 M GdDTPA-HPDP,,,N,1,Intermediate,Blood,1,,178.0,
CHEMBL627743,9866,,7717,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat blood in the presence of NCA Gd/0.01 M lip,,,N,1,Intermediate,Blood,1,,178.0,
CHEMBL627744,9866,,7718,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat blood in the presence of NCAGd/0.01 M lig,,,N,1,Intermediate,Blood,1,,178.0,
CHEMBL627745,9866,,7719,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat bone in the presence of 0.01 M GdDTPA-BDP,,,N,1,Intermediate,Bone,1,,10000001.0,
CHEMBL627746,9866,,7720,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat bone in the presence of 0.01 M/0.01 M GdDTPA-AEP,,,N,1,Intermediate,Bone,1,,10000001.0,
CHEMBL627747,9866,,7721,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat bone in the presence of 0.01 M/0.08 M GdDTPA-AEP,,,N,1,Intermediate,Bone,1,,10000001.0,
CHEMBL876810,9866,,7722,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat bone in the presence of 0.05 M Gd/0.15 M lig,,,N,1,Intermediate,Bone,1,,10000001.0,
CHEMBL627748,9866,,7723,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat bone in the presence of 0.05 M GdDTPA-BDP,,,N,1,Intermediate,Bone,1,,10000001.0,
CHEMBL627749,9866,,7724,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat bone in the presence of 0.05 M/0.05 M GdDTPA-AEP,,,N,1,Intermediate,Bone,1,,10000001.0,
CHEMBL627750,9866,,7725,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat bone in the presence of 0.05 M/0.08 M GdDTPA-HPDP,,,N,1,Intermediate,Bone,1,,10000001.0,
CHEMBL618728,9866,,7726,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat bone in the presence of 0.10 M GdDTPA-BDP,,,N,1,Intermediate,Bone,1,,10000001.0,
CHEMBL618729,9866,,7727,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat bone in the presence of 0.10 M/0.11 M GdDTPA-AEP,,,N,1,Intermediate,Bone,1,,10000001.0,
CHEMBL618730,9866,,7728,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat bone in the presence of GdDTPA at 15 min,,,N,1,Intermediate,Bone,1,,10000001.0,
CHEMBL618731,9866,,7729,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat bone in the presence of GdDTPA at 1 hr,,,N,1,Intermediate,Bone,1,,10000001.0,
CHEMBL618732,9866,,7730,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat bone in the presence of GdDTPA at 30 min,,,N,1,Intermediate,Bone,1,,10000001.0,
CHEMBL618733,9866,,7731,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat bone in the presence of GdDTPA at 4 hr,,,N,1,Intermediate,Bone,1,,10000001.0,
CHEMBL618734,9866,,7732,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat bone in the presence of GdDTPA-BDP at 15 min,,,N,1,Intermediate,Bone,1,,10000001.0,
CHEMBL618735,9866,,7733,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat bone in the presence of GdDTPA-BDP at 1 hr,,,N,1,Intermediate,Bone,1,,10000001.0,
CHEMBL876602,9866,,7734,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat bone in the presence of GdDTPA-BDP at 30 min,,,N,1,Intermediate,Bone,1,,10000001.0,
CHEMBL618736,9866,,7735,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat bone in the presence of GdDTPA-BDP at 4 hr,,,N,1,Intermediate,Bone,1,,10000001.0,
CHEMBL618737,9866,,7736,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 15 min,,,N,1,Intermediate,Bone,1,,10000001.0,
CHEMBL618738,9866,,7737,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 1 hr,,,N,1,Intermediate,Bone,1,,10000001.0,
CHEMBL618739,9866,,7738,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 30 min,,,N,1,Intermediate,Bone,1,,10000001.0,
CHEMBL618740,9866,,7739,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 4 hr,,,N,1,Intermediate,Bone,1,,10000001.0,
CHEMBL618741,9866,,7740,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat bone in the presence of NAC Gd/0.01 M GdDTPA-HPDP,,,N,1,Intermediate,Bone,1,,10000001.0,
CHEMBL618742,9866,,7741,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat bone in the presence of NCA Gd/0.01 M lip,,,N,1,Intermediate,Bone,1,,10000001.0,
CHEMBL618743,9866,,7742,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Biodistribution in rat bone in the presence of NCAGd/0.01 M lig,,,N,1,Intermediate,Bone,1,,10000001.0,
CHEMBL618744,17752,,7743,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Half-life from rat plasma at a single oral dose of 25 mg/kg,,,N,1,Intermediate,Plasma,1,,1969.0,
CHEMBL618745,5610,,7744,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Half-life in male rat,,,N,1,Intermediate,,1,,,
CHEMBL620479,5939,,7745,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Half-life in rat after peroral administration at 10 mg/kg concentration,,,N,1,Intermediate,,1,,,
CHEMBL620480,5939,,7746,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Half-life in rat after peroral administration at 5 mg/kg concentration,,,N,1,Intermediate,,1,,,
CHEMBL620481,17771,,7747,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Half-life in rat at a dose of 3 mg/kg,,,N,1,Intermediate,,1,,,
CHEMBL620482,1974,,7748,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Half-life was evaluated in rats,,,N,1,Intermediate,,1,,,
CHEMBL876603,4239,,7749,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Half-life was measured in rat,,,N,1,Intermediate,,1,,,
CHEMBL620483,6681,,7750,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Half-life period for the compound was determined in rats at 50 mg/kg dose,,,N,1,Intermediate,,1,,,
CHEMBL620484,17752,,7751,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Half-life period in rats after intravenous administration at 5 mg/kg,,,N,1,Intermediate,,1,,,
CHEMBL620485,6046,,7752,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Half-life period in rat at 10 mg/kg,,,N,1,Intermediate,,1,,,
CHEMBL620486,6685,,7753,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,"Half-life period was determined in rats at 10 mg/kg, p.o. dose",,,N,1,Intermediate,,1,,,
CHEMBL620487,6685,,7754,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,"Half-life period was determined in rats at 20 mg/kg, i.p. dose",,,N,1,Intermediate,,1,,,
CHEMBL620488,6685,,7755,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,"Half-life period was determined in rats at 2 mg/kg, i.v. dose",,,N,1,Intermediate,,1,,,
CHEMBL620489,4727,,7756,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Half-life time in rat the dose of 2 mg/kg,,,N,1,Intermediate,,1,,,
CHEMBL620490,1088,,7757,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Half-life was estimated from the elimination phase of the oral [C] vs time curves in 4 rats,,,N,1,Intermediate,,1,,,
CHEMBL620491,5610,,7758,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,In vivo activity against Staphylococcus aureus when administered orally for 1 hr in rat at a dose of 15 mg/kg,,,N,1,Intermediate,,1,,,
CHEMBL876604,3032,,7759,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,"In vivo half life of compound in rat plasma after a oral dose of 10 mg/kg (in water, N=4)",,,N,1,Intermediate,Plasma,1,,1969.0,
CHEMBL620492,5199,,7760,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Oral half life was determined,,,N,1,Intermediate,,1,,,
CHEMBL620493,14941,,7761,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,"Pharmacokinetic Parameter, half life period measured in Female Wistar Rats at 100 mg/kg by po administration",,,N,1,Intermediate,,1,,,
CHEMBL620494,4408,,7762,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Pharmacokinetic property (t1/2) in rat,,,N,1,Intermediate,,1,,,
