assay_id,assay_organism,tid,assay_category,assay_tissue,src_id,assay_type,tissue_id,variant_id,cell_id,chembl_id,assay_tax_id,src_assay_id,doc_id,assay_strain,assay_cell_type,description,assay_test_type,assay_subcellular_fraction
167,Homo sapiens,80609,,,1,F,,,832.0,CHEMBL615379,9606.0,,11900,,1-87 tumor cell line,Inhibition of growth of 1-87 human tumor cell line,,
168,Rattus norvegicus,12166,,,1,B,,,,CHEMBL615380,10116.0,,14864,,,Inhibition of 1-lipoxygenase (LOX)in RBL cells,,
169,Glycine max,100171,,,1,B,,,,CHEMBL615381,3847.0,,16474,,,Inhibitory activity against soybean 1-lipoxygenase (SLO),,
170,Glycine max,100171,,,1,B,,,,CHEMBL615382,3847.0,,16474,,,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,,
171,Glycine max,100171,,,1,B,,,,CHEMBL615383,3847.0,,16474,,,% inhibition against soybean 1-lipoxygenase (SLO),,
172,Glycine max,100171,,,1,B,,,,CHEMBL615384,3847.0,,16474,,,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,,
173,Glycine max,100171,,,1,B,,,,CHEMBL615385,3847.0,,3094,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,,
174,Glycine max,100171,,,1,B,,,,CHEMBL615386,3847.0,,3094,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,,
175,Glycine max,100171,,,1,B,,,,CHEMBL615387,3847.0,,3094,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,,
176,Glycine max,100171,,,1,B,,,,CHEMBL615388,3847.0,,3094,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,,
177,Glycine max,100171,,,1,B,,,,CHEMBL615214,3847.0,,3094,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,,
178,Glycine max,100171,,,1,B,,,,CHEMBL827087,3847.0,,3094,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,,
179,Glycine max,100171,,,1,B,,,,CHEMBL615215,3847.0,,3094,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,,
180,Glycine max,100171,,,1,B,,,,CHEMBL615216,3847.0,,3094,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,,
181,Glycine max,100171,,,1,B,,,,CHEMBL615217,3847.0,,3094,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,,
182,Glycine max,100171,,,1,B,,,,CHEMBL615218,3847.0,,3094,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,,
183,Glycine max,100171,,,1,B,,,,CHEMBL615219,3847.0,,3094,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,,
184,Mus musculus,22226,,,1,B,,,,CHEMBL615220,10090.0,,10413,,,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,,
185,Mus musculus,80049,,,1,F,,,294.0,CHEMBL615221,10090.0,,16929,,C3H 10T1/2,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),,
186,,22226,,,1,F,,,,CHEMBL615222,,,1229,,,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,,
187,,11489,,,1,B,,,,CHEMBL615223,,,16587,,,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,
188,,11862,,,1,B,,,,CHEMBL615224,,,16587,,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,
189,,11862,,,1,B,,,,CHEMBL615225,,,16587,,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,,
190,,11489,,,1,B,,,,CHEMBL615226,,,16587,,,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,,
191,,11862,,,1,B,,,,CHEMBL615227,,,16587,,,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,,
192,Bos taurus,12347,,,1,F,,,,CHEMBL615228,9913.0,,8058,,,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,,
193,Rattus norvegicus,100120,,,1,B,,,,CHEMBL615229,10116.0,,9065,,,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,,
194,Rattus norvegicus,100120,,Adrenal gland,1,B,2369.0,,,CHEMBL615230,10116.0,,8865,,,Inhibition of 11 beta-hydroxylase from rat adrenal gland,,
195,Rattus norvegicus,100120,,,1,B,,,,CHEMBL615231,10116.0,,9066,,,Inhibition of rat adrenal 11-beta-hydroxylase,,
196,Rattus norvegicus,100120,,,1,B,,,,CHEMBL884520,10116.0,,8394,,,Inhibition of rat adrenal 11-beta-hydroxylase,,
197,Rattus norvegicus,100120,,,1,B,,,,CHEMBL615232,10116.0,,8394,,,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,,
198,,10328,,,1,B,,,,CHEMBL615233,,,6431,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,,
199,,11490,,,1,B,,,,CHEMBL827088,,,6431,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,
200,,11490,,,1,B,,,,CHEMBL615234,,,6431,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,
201,,11134,,,1,F,,,,CHEMBL615235,,,9295,,,Compound was tested for the percent of inhibition against 12-LO at 10 uM,,
202,,12052,,,1,B,,,,CHEMBL615236,,,10193,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,
203,,11134,,,1,B,,,,CHEMBL615237,,,13622,,,Compound was tested in vitro for inhibition of 12-LO human platelet,,
204,,11134,,,1,F,,,,CHEMBL615238,,,12079,,,Inhibitory concentration against human platelet 12-lipoxygenase,,
205,,11134,,,1,B,,,,CHEMBL615239,,,13622,,,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,,
206,Homo sapiens,11134,,,1,F,,,,CHEMBL615240,9606.0,,12079,,,Inhibitory concentration against human platelet 12-lipoxygenase,,
207,,11835,,,1,B,,,,CHEMBL615241,,,13500,,,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,,
208,,11601,,,1,B,,,,CHEMBL615242,,,13723,,,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,,
209,,11134,,,1,B,,,,CHEMBL615243,,,16474,,,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),,
210,,11134,,,1,B,,,,CHEMBL615244,,,1630,,,Inhibitory activity against human platelet 12-lipoxygenase,,
211,,11134,,,1,B,,,,CHEMBL615245,,,167,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,,
212,,11134,,,1,B,,,,CHEMBL615246,,,16474,,,% inhibition against human platelet 12-lipoxygenase (12-HLO),,
213,,11134,,,1,B,,,,CHEMBL615247,,,167,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,,
214,,11134,,,1,B,,,,CHEMBL615248,,,16474,,,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,,
215,,11601,,,1,B,,,,CHEMBL615249,,,10091,,,Inhibitory activity towards porcine 12-lipoxygenase,,
216,,11601,,,1,B,,,,CHEMBL615250,,,11966,,,Tested for inhibition against porcine 12-LO,,
217,,12052,,,1,B,,,,CHEMBL615251,,,951,,,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,,
218,,12052,,,1,B,,,,CHEMBL615252,,,10997,,,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,,
219,,12052,,,1,B,,,,CHEMBL828340,,,10193,,,In vitro inhibition of rat platelet 12-lipoxygenase,,
220,,12052,,,1,B,,,,CHEMBL615253,,,10193,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,
221,,12052,,,1,B,,,,CHEMBL615254,,,10193,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,,
222,,12052,,,1,B,,,,CHEMBL615255,,,10193,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,,
223,,12052,,,1,B,,,,CHEMBL615256,,,10193,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,
224,,12052,,,1,B,,,,CHEMBL615257,,,10193,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase,,
225,,12052,,,1,B,,,,CHEMBL615258,,,11087,,,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,,
226,Homo sapiens,80007,,,1,F,,,621.0,CHEMBL615259,9606.0,,15569,,41M,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,,
227,Homo sapiens,80007,,,1,F,,,621.0,CHEMBL615260,9606.0,,12989,,41M,In vitro antitumor activity against 41M cell line.,,
228,Homo sapiens,80007,,,1,F,,,621.0,CHEMBL615261,9606.0,,16745,,41M,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,,
229,Homo sapiens,80007,,,1,F,,,621.0,CHEMBL615262,9606.0,,15569,,41M,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,,
230,Homo sapiens,80007,,,1,F,,,621.0,CHEMBL615263,9606.0,,12989,,41M,In vitro antitumor activity against 41McisR cell line.,,
231,Homo sapiens,80007,,,1,F,,,621.0,CHEMBL838393,9606.0,,12989,,41M,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,,
232,Homo sapiens,80007,,,1,F,,,621.0,CHEMBL615264,9606.0,,16745,,41M,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,,
233,Homo sapiens,84,,,1,B,,,,CHEMBL615265,9606.0,,6210,,,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),,
234,Homo sapiens,68,,,1,B,,,,CHEMBL615266,9606.0,,6210,,,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,
235,,68,,,1,B,,,,CHEMBL615267,,,6226,,,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,
236,,10201,,,1,B,,,,CHEMBL615268,,,17855,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,,
237,,10201,,,1,B,,,,CHEMBL615269,,,17855,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,,
238,,10201,,,1,B,,,,CHEMBL615270,,,17855,,,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,,
239,,12220,,,1,B,,,,CHEMBL615271,,,10413,,,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,
240,Escherichia coli,11303,,,1,B,,,,CHEMBL615272,562.0,,10413,,,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,
241,Escherichia coli,11303,,,1,B,,,,CHEMBL615103,562.0,,10413,,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,
242,Escherichia coli,11303,,,1,B,,,,CHEMBL615104,562.0,,10413,,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",,
243,,12220,,,1,B,,,,CHEMBL615105,,,10413,,,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,
244,,12220,,,1,B,,,,CHEMBL872866,,,10413,,,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",,
245,Sus scrofa,11303,,,1,B,,,,CHEMBL615106,9823.0,,7587,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,
246,Sus scrofa,11303,,,1,B,,,,CHEMBL615107,9823.0,,7587,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",,
247,Sus scrofa,11303,,,1,B,,,,CHEMBL615108,9823.0,,7587,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",,
248,Sus scrofa,11303,,,1,B,,,,CHEMBL615109,9823.0,,7587,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",,
249,Sus scrofa,11303,,,1,B,,,,CHEMBL615110,9823.0,,7587,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,
250,Sus scrofa,11303,,,1,B,,,,CHEMBL840105,9823.0,,7587,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,
251,Sus scrofa,11303,,,1,B,,,,CHEMBL615111,9823.0,,7587,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",,
252,Sus scrofa,11303,,,1,B,,,,CHEMBL615112,9823.0,,7587,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",,
253,Sus scrofa,11303,,,1,B,,,,CHEMBL615113,9823.0,,7587,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",,
254,Sus scrofa,11303,,,1,B,,,,CHEMBL615114,9823.0,,7587,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",,
255,Sus scrofa,11303,,,1,B,,,,CHEMBL615115,9823.0,,7587,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,
256,Sus scrofa,11303,,,1,B,,,,CHEMBL615116,9823.0,,7587,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,
257,,11303,,,1,B,,,,CHEMBL615698,,,7323,,,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",,
258,Sus scrofa,22226,,,1,B,,,,CHEMBL615699,9823.0,,7587,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",,
259,Sus scrofa,22226,,,1,B,,,,CHEMBL615700,9823.0,,7587,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",,
260,Saccharomyces cerevisiae,100249,,,1,B,,,,CHEMBL615701,4932.0,,13750,,,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,,
261,Rattus norvegicus,22226,,,1,B,,,,CHEMBL615702,10116.0,,7662,,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,
262,Rattus norvegicus,22226,,,1,B,,,,CHEMBL615703,10116.0,,7662,,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,
263,Rattus norvegicus,22226,,,1,B,,,,CHEMBL615704,10116.0,,7662,,,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",,
264,,104698,,,1,F,,,,CHEMBL615705,,,12211,,,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,
265,,104698,,,1,F,,,,CHEMBL615706,,,12211,,,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,
266,Cavia porcellus,20033,,Ileum,1,F,2116.0,,,CHEMBL615707,10141.0,,12211,,,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,,
267,,10623,,,1,F,,,,CHEMBL615708,,,12211,,,Stimulatory activity of intragastric pressure was tested in the rat,,
268,,121,,,1,B,,,,CHEMBL615709,,,15453,,,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,,
269,Rattus norvegicus,22226,,,1,F,,,,CHEMBL615710,10116.0,,11884,,,Dose to reduce neuronal firing against 5-HT cells in rats (iv),,
270,,12688,,,1,F,,,,CHEMBL615711,,,7185,,,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,,
271,Homo sapiens,121,,,1,B,,,,CHEMBL615712,9606.0,,6876,,,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,,
272,Homo sapiens,121,,,1,B,,,,CHEMBL836325,9606.0,,6876,,,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,,
273,,12198,,,1,F,,,,CHEMBL615713,,,11863,,,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,,
274,,12198,,,1,B,,,,CHEMBL615714,,,11863,,,Inhibition constant of high-affinity 5-HT uptake,,
275,,12198,,,1,F,,,,CHEMBL615715,,,11863,,,Michaelis-Menten constant was reported for high affinity transport of 5-HT,,
276,,12198,,,1,F,,,,CHEMBL615716,,,11863,,,Maximum rate was determined for high affinity transport of 5-HT,,
277,,104714,,,1,F,,,,CHEMBL615717,,,4639,,,Compound was tested for agonistic activity against 5-HT uptake,,
278,,10577,,,1,B,,,,CHEMBL881818,,,15796,,,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,,
279,Bos taurus,105,,,1,B,,,,CHEMBL884540,9913.0,,15796,,,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,,
280,Rattus norvegicus,104744,,,1,B,,,,CHEMBL615718,10116.0,,12801,,,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,,
281,,104744,,,1,B,,,,CHEMBL615719,,,12801,,,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,,
282,,104744,,,1,B,,,,CHEMBL615720,,,12120,,,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,,Membranes
283,,104744,,,1,B,,,,CHEMBL615721,,,12120,,,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,,Membranes
284,,104744,,,1,B,,,,CHEMBL615722,,,11963,,,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,,
285,,51,,,1,F,,,,CHEMBL615723,,,11701,,,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,,
286,,51,,Hippocampus,1,B,10000000.0,,,CHEMBL615724,,,9995,,,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,,
287,,51,,Hippocampus,1,B,10000000.0,,,CHEMBL615725,,,9995,,,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,,
288,,51,,Hippocampus,1,B,10000000.0,,,CHEMBL615726,,,9995,,,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,,
289,,10576,,,1,F,,,,CHEMBL615727,,,16394,,,Antagonistic activity at postsynaptic 5-HT1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (.26-3.52),In vivo,
290,Cavia porcellus,105570,,,1,F,,,,CHEMBL615728,10141.0,,11574,,,Effect on forskolin stimulated adenylate cyclase activity at 5-HT1D receptor of guinea pig substantia nigra.,,
