assay_id,assay_subcellular_fraction,assay_tax_id,assay_cell_type,assay_strain,bao_format,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tissue,tid
186,,,,,BAO0p000w9,1229,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,F,,,,,22226
187,,,,,BAO009o357,16587,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),B,,,,,11489
188,,,,,BAOp0p0357,16587,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),B,,,,,11862
189,,,,,BA80000457,16587,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,B,,,,,11862
190,,,,,gAO0090357,16587,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,B,,,,,11489
191,,,,,BAO00o0367,16587,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,B,,,,,11862
192,,8858.0,,,BxO0p00019,8058,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,F,,,Bos taurus,,12347
193,,55981.0,,,BAO000045u,9065,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,B,,,Rattus norvegicus,,100120
194,,63140.0,,,vAO0000e57,8865,Inhibition of 11 beta-hydroxylase from rat adrenal gland,B,,,Rattus norvegicus,Adrenal gland,100120
195,,24441.0,,,nAO0009357,9066,Inhibition of rat adrenal 11-beta-hydroxylase,B,,,Rattus norvegicus,,100120
196,,17759.0,,,vqO0000357,8394,Inhibition of rat adrenal 11-beta-hydroxylase,B,,,Rattus norvegicus,,100120
197,,19694.0,,,vAO00o0357,8394,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,B,,,Rattus norvegicus,,100120
198,,,,,BAO0009919,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,B,,,,,10328
199,,,,,BA00p00357,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,,,,,11490
200,,,,,BAO000pr57,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,,,,,11490
201,,,,,BAO0000o29,9295,Compound was tested for the percent of inhibition against 12-LO at 10 uM,F,,,,,11134
202,,,,,BAO090001o,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,,12052
203,,,,,BAO00o0029,13622,Compound was tested in vitro for inhibition of 12-LO human platelet,B,,,,,11134
204,,,,,BAO0o00919,12079,Inhibitory concentration against human platelet 12-lipoxygenase,F,,,,,11134
205,,,,,BAk0000p19,13622,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,B,,,,,11134
206,,17783.0,,,BA00090019,12079,Inhibitory concentration against human platelet 12-lipoxygenase,F,,,Homo sapiens,,11134
207,,,,,BAO0009018,13500,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,B,,,,,11835
208,,,,,hAO0900357,13723,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,B,,,,,11601
209,,,,,vAOo000019,16474,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),B,,,,,11134
210,,,,,BAOo900019,1630,Inhibitory activity against human platelet 12-lipoxygenase,B,,,,,11134
211,,,,,vAp0000019,167,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,B,,,,,11134
212,,,,,BAk000001o,16474,% inhibition against human platelet 12-lipoxygenase (12-HLO),B,,,,,11134
213,,,,,nAO000001i,167,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,B,,,,,11134
214,,,,,BApo000019,16474,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,B,,,,,11134
215,,,,,BwO000p357,10091,Inhibitory activity towards porcine 12-lipoxygenase,B,,,,,11601
216,,,,,BAOp000e57,11966,Tested for inhibition against porcine 12-LO,B,,,,,11601
217,,,,,BAO0o0001o,951,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,B,,,,,12052
218,,,,,BAO000901o,10997,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,B,,,,,12052
219,,,,,BAO009o019,10193,In vitro inhibition of rat platelet 12-lipoxygenase,B,,,,,12052
220,,,,,BAO0090919,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,,12052
221,,,,,BAO9000010,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,B,,,,,12052
222,,,,,BAO0o00919,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,B,,,,,12052
223,,,,,BAO0o09019,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,,12052
224,,,,,vAO000001i,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase,B,,,,,12052
225,,,,,BsO000o019,11087,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,B,,,,,12052
226,,9268.0,41M,,BA90009219,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,F,,,Homo sapiens,,80007
227,,7978.0,41M,,vAO0090219,12989,In vitro antitumor activity against 41M cell line.,F,,,Homo sapiens,,80007
228,,23008.0,41M,,BzO0p00219,16745,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,F,,,Homo sapiens,,80007
229,,12043.0,41M,,BAO9p00219,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,F,,,Homo sapiens,,80007
230,,50206.0,41M,,hAO000p219,12989,In vitro antitumor activity against 41McisR cell line.,F,,,Homo sapiens,,80007
231,,38947.0,41M,,BAO000o119,12989,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,F,,,Homo sapiens,,80007
232,,41836.0,41M,,BAO0p0o219,16745,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,F,,,Homo sapiens,,80007
233,,10547.0,,,BAO0900257,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),B,,,Homo sapiens,,84
234,,74079.0,,,BxO00003t7,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,,,Homo sapiens,,68
235,,,,,BAO090035u,6226,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,,,,,68
236,,,,,BAO0p00358,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,,,10201
237,,,,,nAO0000e57,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,B,,,,,10201
238,,,,,vAO0000w57,17855,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,,,10201
239,,,,,BAOp0o0357,10413,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,,,12220
240,,20260.0,,,BAO0909357,10413,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,,,Escherichia coli,,11303
241,,28694.0,,,BAO9000e57,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,,,Escherichia coli,,11303
242,,15180.0,,,BAO00o03y7,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",B,,,Escherichia coli,,11303
243,,,,,BAO009035y,10413,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,,,12220
244,,,,,BAO000o358,10413,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",B,,,,,12220
245,,49828.0,,,BA900o0357,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,,Sus scrofa,,11303
246,,2772.0,,,BAk0090019,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",B,,,Sus scrofa,,11303
247,,4514.0,,,BAp0000257,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",B,,,Sus scrofa,,11303
248,,8020.0,,,BAi00o0357,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",B,,,Sus scrofa,,11303
249,,8223.0,,,BAO0009356,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,,Sus scrofa,,11303
250,,34173.0,,,BAOp000o19,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,,,Sus scrofa,,11303
251,,45412.0,,,BAO0p0001o,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",B,,,Sus scrofa,,11303
252,,56539.0,,,BAO00p0919,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",B,,,Sus scrofa,,11303
253,,4443.0,,,BAO000o01i,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",B,,,Sus scrofa,,11303
254,,18162.0,,,BAO0o000w9,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",B,,,Sus scrofa,,11303
255,,31257.0,,,hAO0p00357,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,,Sus scrofa,,11303
256,,17069.0,,,BAO0p00010,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,,,Sus scrofa,,11303
257,,,,,Bqi0000357,7323,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",B,,,,,11303
258,,21299.0,,,BAOp000018,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",B,,,Sus scrofa,,22226
259,,2147.0,,,BAO0000ow9,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",B,,,Sus scrofa,,22226
260,,1877.0,,,vAk0000357,13750,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,B,,,Saccharomyces cerevisiae,,100249
261,,41917.0,,,BAO0p00018,7662,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,,,Rattus norvegicus,,22226
262,,40696.0,,,BAO0099019,7662,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,,,Rattus norvegicus,,22226
263,,19673.0,,,BA90p00019,7662,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",B,,,Rattus norvegicus,,22226
264,,,,,BAOo00001p,12211,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,,,104698
265,,,,,BAOp0000w9,12211,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,,,104698
266,,50392.0,,,Bz00000221,12211,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,F,,,Cavia porcellus,Ileum,20033
267,,,,,fAO0000p19,12211,Stimulatory activity of intragastric pressure was tested in the rat,F,,,,,10623
268,,,,,BA9000o357,15453,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,B,,,,,121
269,,52662.0,,,BAOo900218,11884,Dose to reduce neuronal firing against 5-HT cells in rats (iv),F,,,Rattus norvegicus,,22226
270,,,,,hAO0000o19,7185,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,F,,,,,12688
271,,12703.0,,,BAO000or57,6876,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,B,,,Homo sapiens,,121
272,,66392.0,,,nAO0o00357,6876,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,B,,,Homo sapiens,,121
273,,,,,BAOo090019,11863,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,F,,,,,12198
274,,,,,BAO00p035y,11863,Inhibition constant of high-affinity 5-HT uptake,B,,,,,12198
275,,,,,nAO00000w9,11863,Michaelis-Menten constant was reported for high affinity transport of 5-HT,F,,,,,12198
276,,,,,BAO0000pq9,11863,Maximum rate was determined for high affinity transport of 5-HT,F,,,,,12198
277,,,,,BA0000o019,4639,Compound was tested for agonistic activity against 5-HT uptake,F,,,,,104714
278,,,,,BAO0o0p019,15796,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,B,,,,,10577
279,,71097.0,,,BsO0000358,15796,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,B,,,Bos taurus,,105
280,,26205.0,,,gAO00p0224,12801,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,B,,,Rattus norvegicus,,104744
281,,,,,BA80000223,12801,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,B,,,,,104744
282,hembranes,,,,BAO0009w49,12120,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,B,,,,,104744
283,Mejbranes,,,,BAO0009w49,12120,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,B,,,,,104744
284,,,,,BAO0990019,11963,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,B,,,,,104744
285,,,,,gzO0000019,11701,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,F,,,,,51
286,,,,,BAO0oo0221,9995,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,B,,,,Hippocampus,51
287,,,,,BAO009p221,9995,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,B,,,,Hippocampus,51
288,,,,,BA00000w21,9995,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,B,,,,Hippocampus,51
289,,,,,BAp0000q18,16394,Antagonistic activity at postsynaptic 5-HT1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (.26-3.52),F,In vivo,,,,10576
290,,12919.0,,,gAO00p0019,11574,Effect on forskolin stimulated adenylate cyclase activity at 5-HT1D receptor of guinea pig substantia nigra.,F,,,Cavia porcellus,,105570
291,,,CHO,,BAOo0p0219,15779,Binding affinity towards 5-HT1F (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,B,,,,,279
292,,,,,hAO000o357,15363,Compound was tested for the displacement of [125I]DOI from clone human 5-hydroxytryptamine 2A receptor,B,,,,,107
293,,756.0,,,BzO0000018,15363,Efficacy against 5-hydroxytryptamine 2A receptor,F,,,Rattus norvegicus,,12687
294,,,,,BAO0000p1p,15329,Intrinsic activity towards 5-HT2A receptor of rat tail artery,F,,,,,12687
295,,,,,gAO0p00019,15329,Relative potency towards 5-HT2A receptor of rat tail artery,F,,,,,12687
296,,,,,BAO0o90019,15329,Blocking 5-HT2A receptor-mediated contractions of rat tail artery,F,,,,,12687
297,,,,,BAO00o0029,15329,Partial agonism at 5-HT2A receptor was evaluated in presence of ketanserin (3-10 nM) in isolated rat tail artery,F,,,,,12687
298,,,,,BzO0p00019,15329,Compound was tested for the intrinsic activity against 5-HT2A receptors of rat tail artery.,F,,,,,12687
299,,,,,BAO00o0029,15329,Effectiveness in blocking 5-HT2A receptor-mediated contractions of rat tail artery,F,,,,,12687
300,,4737.0,,,BAO0o00w21,273,Evaluated for the agonistic activity against 5-HT4 receptor in non-electrically stimulated guinea-pig ileum.,F,,,Cavia porcellus,Ileum,20033
301,,34583.0,,,BAO0p002w1,273,Agonistic activity against Serotonin 5-HT4 receptor in low frequency field stimulation of guinea-pig ileum (FSGPI),F,,,Cavia porcellus,Ileum,20033
302,,16373.0,,,BsO0000e21,273,Evaluated for the agonistic activity against Serotonin 5-HT4 receptor in non-electrically stimulated guinea-pig ileum.,F,,,Cavia porcellus,Ileum,20033
303,,,,,BqO0000r57,12092,The binding affinity was measured on 5-hydroxytryptamine 4 receptor using [3H]- GR-113808 as radioligand.,B,,,,,10623
304,,15180.0,,,BAk00p0019,1317,Antagonist activity against 5-HT4 receptor mediated relaxation of rat carbachol contracted esophageal muscularis mucosae,F,,,Rattus norvegicus,,10623
305,,,,,BAO0p00356,12409,Binding affinity against 5-hydroxytryptamine 4 receptor,B,,,,,168
306,,4112.0,,,BAl00000w9,11126,Relative competitive index values for binding to 25-OH-D3-1-hydroxylase of chick intestine,B,,,Gallus gallus,,22226
307,,3843.0,,,BAOo0000q9,11126,Inhibitory effect (10e-6 M) on the 25-OH-D3-1-hydroxylase activity,F,,,Homo sapiens,,22226
308,,41190.0,,,BqO000001o,11126,25-OH-D3-1-hydroxylase activity (10e-6 M) was measured as %control,F,,,Homo sapiens,,22226
309,,16962.0,HL60,,Bwk0000219,11126,Relative competitive index values for binding to 25-OH-D3-1-hydroxylase of human HL-60 cells,B,,,Homo sapiens,,80156
310,,3322.0,,,BAO000091i,11126,Inhibitory effect (10e-6 M) on the 25-hydroxyvitamin D3-1-hydroxylase activity,B,,,Homo sapiens,,22226
