Fiscal year,Biodiversity (marker),Bilateral aid (international marker),Regional program (marker),PBA type,Section name,FSTC percent,Climate change mitigation (marker),Organisation type,Branch name,Organisation sub-class,CountryRegion ID,Status,Amount spent,Continent ID,Urban issues (marker),Children issues (marker),Youth issues (marker),Indigenous issues (marker),Disability issues (marker),ICT as a tool for development (marker),Knowledge for development (marker),Gender equality (marker),Organisation ID,Organisation name,Organisation class,Continent name,Project Browser country ID,CountryRegion name,CountryRegion percent,Sector ID,Sector name,Sector percent
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,ET,Operational,666000.0,2,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Africa,ET,Ethiopia,0.222,31161,Food crop production,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,ET,Operational,666000.0,2,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Africa,ET,Ethiopia,0.222,31166,Agricultural extension,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,ET,Operational,666000.0,2,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Africa,ET,Ethiopia,0.222,31182,Agricultural research,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,ET,Operational,666000.0,2,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Africa,ET,Ethiopia,0.222,31191,Agricultural services,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,ET,Operational,666000.0,2,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Africa,ET,Ethiopia,0.222,31193,Agricultural financial services,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,GN,Operational,48600.0,2,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Africa,GN,Guinea,0.0081,31110,Agricultural policy and administrative management,0.2
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,GN,Operational,48600.0,2,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Africa,GN,Guinea,0.0081,31120,Agricultural development,0.2
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,GN,Operational,24300.0,2,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Africa,GN,Guinea,0.0081,31150,Agricultural inputs,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,GN,Operational,24300.0,2,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Africa,GN,Guinea,0.0081,31161,Food crop production,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,GN,Operational,24300.0,2,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Africa,GN,Guinea,0.0081,31166,Agricultural extension,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,GN,Operational,24300.0,2,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Africa,GN,Guinea,0.0081,31182,Agricultural research,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,GN,Operational,24300.0,2,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Africa,GN,Guinea,0.0081,31191,Agricultural services,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,GN,Operational,24300.0,2,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Africa,GN,Guinea,0.0081,31193,Agricultural financial services,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,GW,Operational,24000.0,2,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Africa,GW,Guinea-Bissau,0.004,31110,Agricultural policy and administrative management,0.2
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,GW,Operational,24000.0,2,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Africa,GW,Guinea-Bissau,0.004,31120,Agricultural development,0.2
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,GW,Operational,12000.0,2,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Africa,GW,Guinea-Bissau,0.004,31150,Agricultural inputs,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,GW,Operational,12000.0,2,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Africa,GW,Guinea-Bissau,0.004,31161,Food crop production,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,GW,Operational,12000.0,2,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Africa,GW,Guinea-Bissau,0.004,31166,Agricultural extension,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,GW,Operational,12000.0,2,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Africa,GW,Guinea-Bissau,0.004,31182,Agricultural research,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,GW,Operational,12000.0,2,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Africa,GW,Guinea-Bissau,0.004,31191,Agricultural services,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,GW,Operational,12000.0,2,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Africa,GW,Guinea-Bissau,0.004,31193,Agricultural financial services,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,HN,Operational,48600.0,1,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,America,HN,Honduras,0.0081,31110,Agricultural policy and administrative management,0.2
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,HN,Operational,48600.0,1,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,America,HN,Honduras,0.0081,31120,Agricultural development,0.2
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,HN,Operational,24300.0,1,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,America,HN,Honduras,0.0081,31150,Agricultural inputs,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,HN,Operational,24300.0,1,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,America,HN,Honduras,0.0081,31161,Food crop production,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,HN,Operational,24300.0,1,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,America,HN,Honduras,0.0081,31166,Agricultural extension,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,HN,Operational,24300.0,1,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,America,HN,Honduras,0.0081,31182,Agricultural research,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,HN,Operational,24300.0,1,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,America,HN,Honduras,0.0081,31191,Agricultural services,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,HN,Operational,24300.0,1,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,America,HN,Honduras,0.0081,31193,Agricultural financial services,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,HT,Operational,72600.0,1,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,America,HT,Haiti,0.0121,31110,Agricultural policy and administrative management,0.2
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,HT,Operational,72600.0,1,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,America,HT,Haiti,0.0121,31120,Agricultural development,0.2
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,HT,Operational,36300.0,1,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,America,HT,Haiti,0.0121,31150,Agricultural inputs,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,HT,Operational,36300.0,1,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,America,HT,Haiti,0.0121,31161,Food crop production,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,HT,Operational,36300.0,1,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,America,HT,Haiti,0.0121,31166,Agricultural extension,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,HT,Operational,36300.0,1,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,America,HT,Haiti,0.0121,31182,Agricultural research,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,HT,Operational,36300.0,1,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,America,HT,Haiti,0.0121,31191,Agricultural services,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,HT,Operational,36300.0,1,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,America,HT,Haiti,0.0121,31193,Agricultural financial services,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,KE,Operational,266400.0,2,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Africa,KE,Kenya,0.0444,31110,Agricultural policy and administrative management,0.2
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,KE,Operational,266400.0,2,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Africa,KE,Kenya,0.0444,31120,Agricultural development,0.2
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,KE,Operational,133200.0,2,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Africa,KE,Kenya,0.0444,31150,Agricultural inputs,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,KE,Operational,133200.0,2,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Africa,KE,Kenya,0.0444,31161,Food crop production,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,KE,Operational,133200.0,2,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Africa,KE,Kenya,0.0444,31166,Agricultural extension,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,KE,Operational,133200.0,2,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Africa,KE,Kenya,0.0444,31182,Agricultural research,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,KE,Operational,133200.0,2,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Africa,KE,Kenya,0.0444,31191,Agricultural services,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,KE,Operational,133200.0,2,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Africa,KE,Kenya,0.0444,31193,Agricultural financial services,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,KG,Operational,48600.0,3,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Asia,KG,Kyrgyzstan,0.0081,31110,Agricultural policy and administrative management,0.2
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,KG,Operational,48600.0,3,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Asia,KG,Kyrgyzstan,0.0081,31120,Agricultural development,0.2
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,KG,Operational,24300.0,3,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Asia,KG,Kyrgyzstan,0.0081,31150,Agricultural inputs,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,KG,Operational,24300.0,3,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Asia,KG,Kyrgyzstan,0.0081,31161,Food crop production,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,KG,Operational,24300.0,3,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Asia,KG,Kyrgyzstan,0.0081,31166,Agricultural extension,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,KG,Operational,24300.0,3,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Asia,KG,Kyrgyzstan,0.0081,31182,Agricultural research,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,KG,Operational,24300.0,3,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Asia,KG,Kyrgyzstan,0.0081,31191,Agricultural services,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,KG,Operational,24300.0,3,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Asia,KG,Kyrgyzstan,0.0081,31193,Agricultural financial services,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,KH,Operational,24000.0,3,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Asia,KH,Cambodia,0.004,31110,Agricultural policy and administrative management,0.2
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,KH,Operational,24000.0,3,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Asia,KH,Cambodia,0.004,31120,Agricultural development,0.2
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,KH,Operational,12000.0,3,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Asia,KH,Cambodia,0.004,31150,Agricultural inputs,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,KH,Operational,12000.0,3,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Asia,KH,Cambodia,0.004,31161,Food crop production,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,KH,Operational,12000.0,3,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Asia,KH,Cambodia,0.004,31166,Agricultural extension,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,KH,Operational,12000.0,3,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Asia,KH,Cambodia,0.004,31182,Agricultural research,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,KH,Operational,12000.0,3,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Asia,KH,Cambodia,0.004,31191,Agricultural services,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,KH,Operational,12000.0,3,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Asia,KH,Cambodia,0.004,31193,Agricultural financial services,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,KM,Operational,4800.0,2,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Africa,KM,Comoros,0.0008,31110,Agricultural policy and administrative management,0.2
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,KM,Operational,4800.0,2,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Africa,KM,Comoros,0.0008,31120,Agricultural development,0.2
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,KM,Operational,2400.0,2,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Africa,KM,Comoros,0.0008,31150,Agricultural inputs,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,KM,Operational,2400.0,2,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Africa,KM,Comoros,0.0008,31161,Food crop production,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,KM,Operational,2400.0,2,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Africa,KM,Comoros,0.0008,31166,Agricultural extension,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,KM,Operational,2400.0,2,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Africa,KM,Comoros,0.0008,31182,Agricultural research,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,KM,Operational,2400.0,2,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Africa,KM,Comoros,0.0008,31191,Agricultural services,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,KM,Operational,2400.0,2,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Africa,KM,Comoros,0.0008,31193,Agricultural financial services,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,LA,Operational,24000.0,3,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Asia,LA,"Lao, Dem. Rep.",0.004,31110,Agricultural policy and administrative management,0.2
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,LA,Operational,24000.0,3,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Asia,LA,"Lao, Dem. Rep.",0.004,31120,Agricultural development,0.2
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,LA,Operational,12000.0,3,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Asia,LA,"Lao, Dem. Rep.",0.004,31150,Agricultural inputs,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,LA,Operational,12000.0,3,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Asia,LA,"Lao, Dem. Rep.",0.004,31161,Food crop production,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,LA,Operational,12000.0,3,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Asia,LA,"Lao, Dem. Rep.",0.004,31166,Agricultural extension,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,LA,Operational,12000.0,3,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Asia,LA,"Lao, Dem. Rep.",0.004,31182,Agricultural research,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,LA,Operational,12000.0,3,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Asia,LA,"Lao, Dem. Rep.",0.004,31191,Agricultural services,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,LA,Operational,12000.0,3,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Asia,LA,"Lao, Dem. Rep.",0.004,31193,Agricultural financial services,0.1
2009/2010,0,1,0,Not PBA,*Bretton Woods Inst Fin Prog,0.1,0,Foreign Non-Profit Making,MFM Global Issues and Development,IFI,LR,Operational,48600.0,2,0,0,0,0,0,0,0,1,1001306,World Bank,Multilateral,Africa,LR,Liberia,0.0081,31110,Agricultural policy and administrative management,0.2
