ss_d,ss_sbclllr_frctn,cnfdnc_scr,dscrptn,ss_rgnsm,ss_strn,vrnt_d,ss_tss,tss_d,cll_d,src_d,ss_tx_d,ss_tp,chmbl_d,td,ss_ctgr,rltnshp_tp,crtd_b,src_ss_d,b_frmt
7670,,1,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in kidney; Expressed as percent dose/organ,Rattus norvegicus,,,Kidney,2113.0,,1,10116.0,A,CHEMBL627038,50597,,N,Intermediate,,BAO_0000218
7671,,1,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in liver; Expressed as percent dose/organ,Rattus norvegicus,,,Liver,2107.0,,1,10116.0,A,CHEMBL627039,50597,,N,Intermediate,,BAO_0000218
7672,,1,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in muscle; Expressed as percent dose/organ,Rattus norvegicus,,,Muscle tissue,2385.0,,1,10116.0,A,CHEMBL627040,50597,,N,Intermediate,,BAO_0000218
7673,,1,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in spleen; Expressed as percent dose/organ,Rattus norvegicus,,,Spleen,2106.0,,1,10116.0,A,CHEMBL624663,50597,,N,Intermediate,,BAO_0000218
7674,,1,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in thyroid; Expressed as percent dose/organ,Rattus norvegicus,,,Thyroid gland,2046.0,,1,10116.0,A,CHEMBL625963,50597,,N,Intermediate,,BAO_0000218
7675,,1,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in brain; Expressed as percent dose/organ,Rattus norvegicus,,,Brain,955.0,,1,10116.0,A,CHEMBL876799,50597,,N,Intermediate,,BAO_0000218
7676,,1,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in lung; Expressed as percent dose/organ,Rattus norvegicus,,,Lung,2048.0,,1,10116.0,A,CHEMBL626133,50597,,N,Intermediate,,BAO_0000218
7677,,1,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in skin; Expressed as percent dose/organ,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL626134,50597,,N,Intermediate,,BAO_0000218
7678,,1,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL626135,50597,,N,Intermediate,,BAO_0000218
7679,,1,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL626136,50597,,N,Intermediate,,BAO_0000218
7680,,1,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg; Below detection limit,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL626137,50597,,N,Intermediate,,BAO_0000218
7681,,1,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL626138,50597,,N,Intermediate,,BAO_0000218
7682,,1,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL626139,50597,,N,Intermediate,,BAO_0000218
7683,,1,C max at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL626140,50597,,N,Intermediate,,BAO_0000218
7684,,1,C max at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL626141,50597,,N,Intermediate,,BAO_0000218
7685,,1,C24h in rat p.o. at 20 mg/kg concentration,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL626142,50597,,N,Intermediate,,BAO_0000218
7686,,1,Biodistribution in normal rat muscle in the presence of 0.005 M Gd/0.01 M lig at 2 hr,Rattus norvegicus,,,Muscle tissue,2385.0,,1,10116.0,A,CHEMBL627930,50597,,N,Intermediate,,BAO_0000218
7687,,1,Biodistribution in normal rat muscle in the presence of 0.01 M Gd/0.05 M lig,Rattus norvegicus,,,Muscle tissue,2385.0,,1,10116.0,A,CHEMBL627931,50597,,N,Intermediate,,BAO_0000218
7688,,1,Biodistribution in normal rat muscle in the presence of NAC Gd 0.01 M lig at 2 hr,Rattus norvegicus,,,Muscle tissue,2385.0,,1,10116.0,A,CHEMBL627932,50597,,N,Intermediate,,BAO_0000218
7689,,1,Biodistribution in normal rat spleen in the presence of 0.005 M Gd/0.01 M lig at 2 hr,Rattus norvegicus,,,Spleen,2106.0,,1,10116.0,A,CHEMBL627933,50597,,N,Intermediate,,BAO_0000218
7690,,1,Biodistribution in normal rat spleen in the presence of 0.01 M Gd/0.05 M lig,Rattus norvegicus,,,Spleen,2106.0,,1,10116.0,A,CHEMBL627934,50597,,N,Intermediate,,BAO_0000218
7691,,1,Biodistribution in normal rat spleen in the presence of NAC Gd 0.01 M lig at 2 hr,Rattus norvegicus,,,Spleen,2106.0,,1,10116.0,A,CHEMBL627935,50597,,N,Intermediate,,BAO_0000218
7692,,1,Biodistribution in rat blood in the presence of 0.001 M/0.008 M GdDTPA-AEP,Rattus norvegicus,,,Blood,178.0,,1,10116.0,A,CHEMBL627936,50597,,N,Intermediate,,BAO_0000218
7693,,1,Biodistribution in rat blood in the presence of 0.01 M GdDTPA-BDP,Rattus norvegicus,,,Blood,178.0,,1,10116.0,A,CHEMBL627937,50597,,N,Intermediate,,BAO_0000218
7694,,1,Biodistribution in rat blood in the presence of 0.01 M/0.01 M GdDTPA-AEP,Rattus norvegicus,,,Blood,178.0,,1,10116.0,A,CHEMBL627938,50597,,N,Intermediate,,BAO_0000218
7695,,1,Biodistribution in rat blood in the presence of 0.05 M Gd/0.15 M lig,Rattus norvegicus,,,Blood,178.0,,1,10116.0,A,CHEMBL627939,50597,,N,Intermediate,,BAO_0000218
7696,,1,Biodistribution in rat blood in the presence of 0.05 M GdDTPA-BDP,Rattus norvegicus,,,Blood,178.0,,1,10116.0,A,CHEMBL627940,50597,,N,Intermediate,,BAO_0000218
7697,,1,Biodistribution in rat blood in the presence of 0.05 M/0.05 M GdDTPA-AEP,Rattus norvegicus,,,Blood,178.0,,1,10116.0,A,CHEMBL627941,50597,,N,Intermediate,,BAO_0000218
7698,,1,Biodistribution in rat blood in the presence of 0.05 M/0.08 M GdDTPA-HPDP,Rattus norvegicus,,,Blood,178.0,,1,10116.0,A,CHEMBL876800,50597,,N,Intermediate,,BAO_0000218
7699,,1,Biodistribution in rat blood in the presence of 0.10 M GdDTPA-BDP,Rattus norvegicus,,,Blood,178.0,,1,10116.0,A,CHEMBL627942,50597,,N,Intermediate,,BAO_0000218
7700,,1,Biodistribution in rat blood in the presence of 0.10 M/0.11 M GdDTPA-AEP,Rattus norvegicus,,,Blood,178.0,,1,10116.0,A,CHEMBL627943,50597,,N,Intermediate,,BAO_0000218
7701,,1,Biodistribution in rat blood in the presence of 50 Gd/kg at 15 min,Rattus norvegicus,,,Blood,178.0,,1,10116.0,A,CHEMBL627944,50597,,N,Intermediate,,BAO_0000218
7702,,1,Biodistribution in rat blood in the presence of 50 Gd/kg at 2 hr,Rattus norvegicus,,,Blood,178.0,,1,10116.0,A,CHEMBL627945,50597,,N,Intermediate,,BAO_0000218
7703,,1,Biodistribution in rat blood in the presence of 50 Gd/kg at 6 hr,Rattus norvegicus,,,Blood,178.0,,1,10116.0,A,CHEMBL628584,50597,,N,Intermediate,,BAO_0000218
7704,,1,Biodistribution in rat blood in the presence of GdDTPA at 15 min,Rattus norvegicus,,,Blood,178.0,,1,10116.0,A,CHEMBL628585,50597,,N,Intermediate,,BAO_0000218
7705,,1,Biodistribution in rat blood in the presence of GdDTPA at 1 hr,Rattus norvegicus,,,Blood,178.0,,1,10116.0,A,CHEMBL628586,50597,,N,Intermediate,,BAO_0000218
7706,,1,Biodistribution in rat blood in the presence of GdDTPA at 30 min,Rattus norvegicus,,,Blood,178.0,,1,10116.0,A,CHEMBL628587,50597,,N,Intermediate,,BAO_0000218
7707,,1,Biodistribution in rat blood in the presence of GdDTPA at 4 hr,Rattus norvegicus,,,Blood,178.0,,1,10116.0,A,CHEMBL628588,50597,,N,Intermediate,,BAO_0000218
7708,,1,Biodistribution in rat blood in the presence of GdDTPA-BDP at 15 min,Rattus norvegicus,,,Blood,178.0,,1,10116.0,A,CHEMBL628589,50597,,N,Intermediate,,BAO_0000218
7709,,1,Biodistribution in rat blood in the presence of GdDTPA-BDP at 30 min,Rattus norvegicus,,,Blood,178.0,,1,10116.0,A,CHEMBL625304,50597,,N,Intermediate,,BAO_0000218
7710,,1,Biodistribution in rat blood in the presence of GdDTPA-BDP at 4 hr,Rattus norvegicus,,,Blood,178.0,,1,10116.0,A,CHEMBL625305,50597,,N,Intermediate,,BAO_0000218
7711,,1,Biodistribution in rat blood in the presence of GdDTPA-BDPat 1 hr,Rattus norvegicus,,,Blood,178.0,,1,10116.0,A,CHEMBL625306,50597,,N,Intermediate,,BAO_0000218
7712,,1,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 15 min,Rattus norvegicus,,,Blood,178.0,,1,10116.0,A,CHEMBL625307,50597,,N,Intermediate,,BAO_0000218
7713,,1,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 30 min,Rattus norvegicus,,,Blood,178.0,,1,10116.0,A,CHEMBL625308,50597,,N,Intermediate,,BAO_0000218
7714,,1,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 4 hr,Rattus norvegicus,,,Blood,178.0,,1,10116.0,A,CHEMBL627740,50597,,N,Intermediate,,BAO_0000218
7715,,1,Biodistribution in rat blood in the presence of GdDTPA-HPDPat 1 hr,Rattus norvegicus,,,Blood,178.0,,1,10116.0,A,CHEMBL627741,50597,,N,Intermediate,,BAO_0000218
7716,,1,Biodistribution in rat blood in the presence of NAC Gd/0.01 M GdDTPA-HPDP,Rattus norvegicus,,,Blood,178.0,,1,10116.0,A,CHEMBL627742,50597,,N,Intermediate,,BAO_0000218
7717,,1,Biodistribution in rat blood in the presence of NCA Gd/0.01 M lip,Rattus norvegicus,,,Blood,178.0,,1,10116.0,A,CHEMBL627743,50597,,N,Intermediate,,BAO_0000218
7718,,1,Biodistribution in rat blood in the presence of NCAGd/0.01 M lig,Rattus norvegicus,,,Blood,178.0,,1,10116.0,A,CHEMBL627744,50597,,N,Intermediate,,BAO_0000218
7719,,1,Biodistribution in rat bone in the presence of 0.01 M GdDTPA-BDP,Rattus norvegicus,,,Bone,10000001.0,,1,10116.0,A,CHEMBL627745,50597,,N,Intermediate,,BAO_0000218
7720,,1,Biodistribution in rat bone in the presence of 0.01 M/0.01 M GdDTPA-AEP,Rattus norvegicus,,,Bone,10000001.0,,1,10116.0,A,CHEMBL627746,50597,,N,Intermediate,,BAO_0000218
7721,,1,Biodistribution in rat bone in the presence of 0.01 M/0.08 M GdDTPA-AEP,Rattus norvegicus,,,Bone,10000001.0,,1,10116.0,A,CHEMBL627747,50597,,N,Intermediate,,BAO_0000218
7722,,1,Biodistribution in rat bone in the presence of 0.05 M Gd/0.15 M lig,Rattus norvegicus,,,Bone,10000001.0,,1,10116.0,A,CHEMBL876810,50597,,N,Intermediate,,BAO_0000218
7723,,1,Biodistribution in rat bone in the presence of 0.05 M GdDTPA-BDP,Rattus norvegicus,,,Bone,10000001.0,,1,10116.0,A,CHEMBL627748,50597,,N,Intermediate,,BAO_0000218
7724,,1,Biodistribution in rat bone in the presence of 0.05 M/0.05 M GdDTPA-AEP,Rattus norvegicus,,,Bone,10000001.0,,1,10116.0,A,CHEMBL627749,50597,,N,Intermediate,,BAO_0000218
7725,,1,Biodistribution in rat bone in the presence of 0.05 M/0.08 M GdDTPA-HPDP,Rattus norvegicus,,,Bone,10000001.0,,1,10116.0,A,CHEMBL627750,50597,,N,Intermediate,,BAO_0000218
7726,,1,Biodistribution in rat bone in the presence of 0.10 M GdDTPA-BDP,Rattus norvegicus,,,Bone,10000001.0,,1,10116.0,A,CHEMBL618728,50597,,N,Intermediate,,BAO_0000218
7727,,1,Biodistribution in rat bone in the presence of 0.10 M/0.11 M GdDTPA-AEP,Rattus norvegicus,,,Bone,10000001.0,,1,10116.0,A,CHEMBL618729,50597,,N,Intermediate,,BAO_0000218
7728,,1,Biodistribution in rat bone in the presence of GdDTPA at 15 min,Rattus norvegicus,,,Bone,10000001.0,,1,10116.0,A,CHEMBL618730,50597,,N,Intermediate,,BAO_0000218
7729,,1,Biodistribution in rat bone in the presence of GdDTPA at 1 hr,Rattus norvegicus,,,Bone,10000001.0,,1,10116.0,A,CHEMBL618731,50597,,N,Intermediate,,BAO_0000218
7730,,1,Biodistribution in rat bone in the presence of GdDTPA at 30 min,Rattus norvegicus,,,Bone,10000001.0,,1,10116.0,A,CHEMBL618732,50597,,N,Intermediate,,BAO_0000218
7731,,1,Biodistribution in rat bone in the presence of GdDTPA at 4 hr,Rattus norvegicus,,,Bone,10000001.0,,1,10116.0,A,CHEMBL618733,50597,,N,Intermediate,,BAO_0000218
7732,,1,Biodistribution in rat bone in the presence of GdDTPA-BDP at 15 min,Rattus norvegicus,,,Bone,10000001.0,,1,10116.0,A,CHEMBL618734,50597,,N,Intermediate,,BAO_0000218
7733,,1,Biodistribution in rat bone in the presence of GdDTPA-BDP at 1 hr,Rattus norvegicus,,,Bone,10000001.0,,1,10116.0,A,CHEMBL618735,50597,,N,Intermediate,,BAO_0000218
7734,,1,Biodistribution in rat bone in the presence of GdDTPA-BDP at 30 min,Rattus norvegicus,,,Bone,10000001.0,,1,10116.0,A,CHEMBL876602,50597,,N,Intermediate,,BAO_0000218
7735,,1,Biodistribution in rat bone in the presence of GdDTPA-BDP at 4 hr,Rattus norvegicus,,,Bone,10000001.0,,1,10116.0,A,CHEMBL618736,50597,,N,Intermediate,,BAO_0000218
7736,,1,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 15 min,Rattus norvegicus,,,Bone,10000001.0,,1,10116.0,A,CHEMBL618737,50597,,N,Intermediate,,BAO_0000218
7737,,1,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 1 hr,Rattus norvegicus,,,Bone,10000001.0,,1,10116.0,A,CHEMBL618738,50597,,N,Intermediate,,BAO_0000218
7738,,1,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 30 min,Rattus norvegicus,,,Bone,10000001.0,,1,10116.0,A,CHEMBL618739,50597,,N,Intermediate,,BAO_0000218
7739,,1,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 4 hr,Rattus norvegicus,,,Bone,10000001.0,,1,10116.0,A,CHEMBL618740,50597,,N,Intermediate,,BAO_0000218
7740,,1,Biodistribution in rat bone in the presence of NAC Gd/0.01 M GdDTPA-HPDP,Rattus norvegicus,,,Bone,10000001.0,,1,10116.0,A,CHEMBL618741,50597,,N,Intermediate,,BAO_0000218
7741,,1,Biodistribution in rat bone in the presence of NCA Gd/0.01 M lip,Rattus norvegicus,,,Bone,10000001.0,,1,10116.0,A,CHEMBL618742,50597,,N,Intermediate,,BAO_0000218
7742,,1,Biodistribution in rat bone in the presence of NCAGd/0.01 M lig,Rattus norvegicus,,,Bone,10000001.0,,1,10116.0,A,CHEMBL618743,50597,,N,Intermediate,,BAO_0000218
7743,,1,Half-life from rat plasma at a single oral dose of 25 mg/kg,Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL618744,50597,,N,Intermediate,,BAO_0000218
7744,,1,Half-life in male rat,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL618745,50597,,N,Intermediate,,BAO_0000218
7745,,1,Half-life in rat after peroral administration at 10 mg/kg concentration,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL620479,50597,,N,Intermediate,,BAO_0000218
7746,,1,Half-life in rat after peroral administration at 5 mg/kg concentration,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL620480,50597,,N,Intermediate,,BAO_0000218
7747,,1,Half-life in rat at a dose of 3 mg/kg,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL620481,50597,,N,Intermediate,,BAO_0000218
7748,,1,Half-life was evaluated in rats,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL620482,50597,,N,Intermediate,,BAO_0000218
7749,,1,Half-life was measured in rat,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL876603,50597,,N,Intermediate,,BAO_0000218
7750,,1,Half-life period for the compound was determined in rats at 50 mg/kg dose,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL620483,50597,,N,Intermediate,,BAO_0000218
7751,,1,Half-life period in rats after intravenous administration at 5 mg/kg,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL620484,50597,,N,Intermediate,,BAO_0000218
7752,,1,Half-life period in rat at 10 mg/kg,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL620485,50597,,N,Intermediate,,BAO_0000218
7753,,1,"Half-life period was determined in rats at 10 mg/kg, p.o. dose",Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL620486,50597,,N,Intermediate,,BAO_0000218
7754,,1,"Half-life period was determined in rats at 20 mg/kg, i.p. dose",Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL620487,50597,,N,Intermediate,,BAO_0000218
7755,,1,"Half-life period was determined in rats at 2 mg/kg, i.v. dose",Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL620488,50597,,N,Intermediate,,BAO_0000218
7756,,1,Half-life time in rat the dose of 2 mg/kg,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL620489,50597,,N,Intermediate,,BAO_0000218
7757,,1,Half-life was estimated from the elimination phase of the oral [C] vs time curves in 4 rats,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL620490,50597,,N,Intermediate,,BAO_0000218
7758,,1,In vivo activity against Staphylococcus aureus when administered orally for 1 hr in rat at a dose of 15 mg/kg,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL620491,50597,,N,Intermediate,,BAO_0000218
7759,,1,"In vivo half life of compound in rat plasma after a oral dose of 10 mg/kg (in water, N=4)",Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL876604,50597,,N,Intermediate,,BAO_0000218
7760,,1,Oral half life was determined,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL620492,50597,,N,Intermediate,,BAO_0000218
7761,,1,"Pharmacokinetic Parameter, half life period measured in Female Wistar Rats at 100 mg/kg by po administration",Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL620493,50597,,N,Intermediate,,BAO_0000218
7762,,1,Pharmacokinetic property (t1/2) in rat,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL620494,50597,,N,Intermediate,,BAO_0000218
7763,,1,Plasma elimination half-life was determined,Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL620495,50597,,N,Intermediate,,BAO_0000218
7764,,1,Plasma elimination half-life was determined in female Sprague-Dawley rats following intravenous (iv) administration of drug (1 mg/kg).,Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL620496,50597,,N,Intermediate,,BAO_0000218
7765,,1,Plasma half life was observed after intravenous administration in rat,Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL620497,50597,,N,Intermediate,,BAO_0000218
7766,,1,Plasma half-life was determined,Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL620498,50597,,N,Intermediate,,BAO_0000218
7767,,1,Plasma half-life following oral administration in Fisher rats,Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL620499,50597,,N,Intermediate,,BAO_0000218
7768,,1,Plasma half-life in rat,Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL620500,50597,,N,Intermediate,,BAO_0000218
7769,,1,Plasmatic Half-life after intravenous administration to rat,Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL873809,50597,,N,Intermediate,,BAO_0000218
7770,,1,T1/2 (half life) of compound after 2 hr iv infusion of 8.4 mg/kg in three rat,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL620501,50597,,N,Intermediate,,BAO_0000218
7771,,1,Terminal half life after intravenous administration (1 mg/kg) in rat,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL620502,50597,,N,Intermediate,,BAO_0000218
7772,,1,Terminal half life in Rat at a oral dose of 5 mg/kg,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL620503,50597,,N,Intermediate,,BAO_0000218
7773,,1,Terminal phase half-life was evaluated in vivo in rat at a dose of 5 mg/kg by intra venous administration,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL620504,50597,,N,Intermediate,,BAO_0000218
7774,,1,Tested for half life value after intravenous administration at dose of 0.2 mg/kg in rat,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL876605,50597,,N,Intermediate,,BAO_0000218
7775,,1,Tested for half life value after oral administration at dosage of 4 mg/kg in rat,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL620505,50597,,N,Intermediate,,BAO_0000218
7776,,1,plasma half life was observed after intravenous administration in rat,Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL873811,50597,,N,Intermediate,,BAO_0000218
7777,,1,Half life of compound determined in rat after iv administration at a dose of 10 mg/kg,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL624016,50597,,N,Expert,,BAO_0000218
7778,,1,Half life of compound determined in rat,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL624017,50597,,N,Intermediate,,BAO_0000218
7779,,1,Mean residence time determined in rat,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL624018,50597,,N,Intermediate,,BAO_0000218
7780,,1,Plasma half life determined in rat,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL624019,50597,,N,Intermediate,,BAO_0000218
