ss_d,chmbl_d,crtd_b,ss_tss,tss_d,ss_sbclllr_frctn,dc_d,cll_d,b_frmt,vrnt_d,ss_cll_tp,ss_strn,td,rltnshp_tp,cnfdnc_scr,src_d,src_ss_d
296,CHEMBL615733,Expert,,,,15329,,BAO_0000019,,,,12687,H,8,1,
297,CHEMBL615734,Expert,,,,15329,,BAO_0000019,,,,12687,H,8,1,
298,CHEMBL615735,Autocuration,,,,15329,,BAO_0000019,,,,12687,H,8,1,
299,CHEMBL615736,Expert,,,,15329,,BAO_0000019,,,,12687,H,8,1,
300,CHEMBL615737,Intermediate,Ileum,2116.0,,273,,BAO_0000221,,,,20033,D,9,1,
301,CHEMBL615738,Intermediate,Ileum,2116.0,,273,,BAO_0000221,,,,20033,D,9,1,
302,CHEMBL615739,Intermediate,Ileum,2116.0,,273,,BAO_0000221,,,,20033,D,9,1,
303,CHEMBL615278,Autocuration,,,,12092,,BAO_0000357,,,,10623,H,8,1,
304,CHEMBL615279,Expert,,,,1317,,BAO_0000019,,,,10623,D,9,1,
305,CHEMBL615280,Expert,,,,12409,,BAO_0000357,,,,168,H,8,1,
306,CHEMBL615281,Autocuration,,,,11126,,BAO_0000019,,,,22226,U,0,1,
307,CHEMBL615282,Autocuration,,,,11126,,BAO_0000019,,,,22226,U,0,1,
308,CHEMBL615283,Autocuration,,,,11126,,BAO_0000019,,,,22226,U,0,1,
309,CHEMBL615284,Autocuration,,,,11126,649.0,BAO_0000219,,HL-60,,80156,N,1,1,
310,CHEMBL615285,Autocuration,,,,11126,,BAO_0000019,,,,22226,U,0,1,
311,CHEMBL615286,Autocuration,,,,11126,,BAO_0000019,,,,22226,U,0,1,
312,CHEMBL615287,Autocuration,,,,17807,,BAO_0000219,,Oocytes,,104703,D,7,1,
313,CHEMBL615288,Intermediate,,,,16575,,BAO_0000220,,,,100256,S,2,1,
314,CHEMBL615289,Intermediate,,,,15407,,BAO_0000220,,,,100256,S,2,1,
315,CHEMBL615290,Intermediate,,,,10797,478.0,BAO_0000219,,A2780,,81034,N,1,1,
316,CHEMBL884522,Intermediate,,,,10797,478.0,BAO_0000219,,A2780,,81034,N,1,1,
317,CHEMBL615291,Autocuration,,,,3469,,BAO_0000019,,,,22226,U,0,1,
318,CHEMBL615292,Intermediate,,,,16037,,BAO_0000225,,,,22222,M,3,1,
319,CHEMBL615293,Intermediate,,,,16037,,BAO_0000225,,,,22222,M,3,1,
320,CHEMBL615294,Intermediate,,,,16037,,BAO_0000225,,,,22222,M,3,1,
321,CHEMBL615295,Intermediate,,,,16037,,BAO_0000225,,,,22222,M,3,1,
322,CHEMBL825021,Autocuration,,,,16524,,BAO_0000019,,,,22226,U,0,1,
323,CHEMBL615296,Autocuration,,,,16524,,BAO_0000019,,,,22226,U,0,1,
324,CHEMBL615297,Autocuration,,,,16524,,BAO_0000019,,,,22226,U,0,1,
325,CHEMBL615298,Autocuration,,,,16758,,BAO_0000019,,,,22226,U,0,1,
326,CHEMBL615299,Autocuration,,,,16758,,BAO_0000019,,,,22226,U,0,1,
327,CHEMBL615300,Autocuration,,,,16758,,BAO_0000019,,,,22226,U,0,1,
328,CHEMBL615301,Autocuration,,,,14360,,BAO_0000357,,,,241,H,8,1,
329,CHEMBL615302,Expert,,,,14360,,BAO_0000357,,,,241,D,9,1,
330,CHEMBL615303,Autocuration,,,,9964,,BAO_0000019,,,,22226,U,0,1,
331,CHEMBL615304,Autocuration,,,,9964,,BAO_0000019,,,,12132,H,8,1,
332,CHEMBL615305,Autocuration,,,,9964,,BAO_0000019,,,,12132,H,8,1,
333,CHEMBL615306,Autocuration,,,,9964,,BAO_0000218,,,,12132,H,8,1,
334,CHEMBL615307,Autocuration,,,,9964,,BAO_0000218,,,,12132,H,8,1,
335,CHEMBL615308,Autocuration,,,,9964,,BAO_0000218,,,,12132,H,8,1,
336,CHEMBL615309,Autocuration,,,,9964,,BAO_0000218,,,,12132,H,8,1,
337,CHEMBL615310,Autocuration,,,,9964,,BAO_0000019,,,,22226,U,0,1,
338,CHEMBL615311,Autocuration,,,,9964,,BAO_0000019,,,,12132,H,8,1,
339,CHEMBL615312,Autocuration,,,,9964,,BAO_0000019,,,,22226,U,0,1,
340,CHEMBL615313,Autocuration,,,,9964,,BAO_0000019,,,,12132,H,8,1,
341,CHEMBL615314,Autocuration,,,,9964,,BAO_0000019,,,,12132,H,8,1,
342,CHEMBL615315,Autocuration,,,,9964,,BAO_0000019,,,,12132,H,8,1,
343,CHEMBL615316,Autocuration,,,,9964,,BAO_0000218,,,,22226,U,0,1,
344,CHEMBL615317,Autocuration,,,,9964,,BAO_0000218,,,,12132,H,8,1,
345,CHEMBL615318,Autocuration,,,,9964,,BAO_0000218,,,,12132,H,8,1,
346,CHEMBL615319,Autocuration,,,,9964,,BAO_0000218,,,,22226,U,0,1,
347,CHEMBL615320,Autocuration,,,,9964,,BAO_0000019,,,,12132,H,8,1,
348,CHEMBL615321,Autocuration,,,,9964,,BAO_0000019,,,,12132,H,8,1,
349,CHEMBL615322,Autocuration,,,,3796,,BAO_0000019,,,,22226,U,0,1,
350,CHEMBL615323,Autocuration,,,,4251,,BAO_0000357,,,,19690,H,8,1,
351,CHEMBL615407,Autocuration,,,,4251,,BAO_0000357,,,,19690,H,8,1,
352,CHEMBL857267,Autocuration,,,,4251,,BAO_0000357,,,,19690,H,8,1,
353,CHEMBL615408,Autocuration,,,,4251,,BAO_0000357,,,,19690,H,8,1,
354,CHEMBL615409,Autocuration,,,,166,,BAO_0000357,,,,19690,H,8,1,
355,CHEMBL615410,Autocuration,,,,17861,,BAO_0000357,,,,19690,H,8,1,
356,CHEMBL615411,Autocuration,,,,166,,BAO_0000357,,,,19690,H,8,1,
357,CHEMBL615412,Autocuration,,,,166,,BAO_0000357,,,,19690,H,8,1,
358,CHEMBL615413,Autocuration,,,,166,,BAO_0000357,,,,19690,H,8,1,
359,CHEMBL615414,Autocuration,,,,3548,,BAO_0000019,,,,22226,U,0,1,
360,CHEMBL615415,Autocuration,Liver,2107.0,Microsomes,9877,,BAO_0000251,,,,12236,D,9,1,
361,CHEMBL615416,Autocuration,Liver,2107.0,Microsomes,9877,,BAO_0000251,,,,12236,D,9,1,
362,CHEMBL615417,Autocuration,Liver,2107.0,Microsomes,9877,,BAO_0000251,,,,12236,D,9,1,
363,CHEMBL615418,Autocuration,Liver,2107.0,Microsomes,9877,,BAO_0000251,,,,12236,D,9,1,
364,CHEMBL615419,Autocuration,Liver,2107.0,Microsomes,9877,,BAO_0000251,,,,12236,D,9,1,
365,CHEMBL615420,Autocuration,Liver,2107.0,Microsomes,9877,,BAO_0000251,,,,12236,D,9,1,
366,CHEMBL615421,Autocuration,Liver,2107.0,Microsomes,9877,,BAO_0000251,,,,12236,D,9,1,
367,CHEMBL615422,Autocuration,Liver,2107.0,Microsomes,9877,,BAO_0000251,,,,12236,D,9,1,
368,CHEMBL615423,Autocuration,Liver,2107.0,Microsomes,9877,,BAO_0000251,,,,12236,D,9,1,
369,CHEMBL872868,Autocuration,Liver,2107.0,Microsomes,9877,,BAO_0000251,,,,12236,D,9,1,
370,CHEMBL615424,Autocuration,Liver,2107.0,Microsomes,9877,,BAO_0000251,,,,12236,D,9,1,
371,CHEMBL825022,Autocuration,,,,3003,,BAO_0000224,,,,104832,H,4,1,
372,CHEMBL615425,Autocuration,,,,3003,,BAO_0000224,,,,104832,H,4,1,
373,CHEMBL615426,Autocuration,,,,3003,,BAO_0000224,,,,104832,H,4,1,
374,CHEMBL615427,Expert,,,,17185,,BAO_0000357,,,,10612,D,9,1,
375,CHEMBL615428,Intermediate,,,,6072,844.0,BAO_0000219,,3677 melanoma cell line,,80616,N,1,1,
376,CHEMBL615429,Intermediate,,,,6072,844.0,BAO_0000219,,3677 melanoma cell line,,80616,N,1,1,
377,CHEMBL615430,Intermediate,,,,5018,700.0,BAO_0000219,,MC-38,,80617,N,1,1,
378,CHEMBL615431,Intermediate,,,,2852,,BAO_0000019,,,,22226,U,0,1,
379,CHEMBL615432,Autocuration,,,,8663,798.0,BAO_0000218,,B16,,22226,U,0,1,
380,CHEMBL615433,Autocuration,,,,8663,798.0,BAO_0000218,,B16,,22226,U,0,1,
381,CHEMBL615434,Expert,,,,3245,,BAO_0000019,,,,12464,D,9,1,
382,CHEMBL615435,Intermediate,,,,3245,,BAO_0000218,,,,50085,N,1,1,
383,CHEMBL615436,Intermediate,,,,3877,,BAO_0000218,,,,50679,N,1,1,
384,CHEMBL615437,Intermediate,,,,3877,,BAO_0000218,,,,50679,N,1,1,
385,CHEMBL615438,Expert,,,,5861,,BAO_0000019,,,,12464,D,9,1,
386,CHEMBL615439,Expert,,,,5861,,BAO_0000019,,,,12464,D,9,1,
387,CHEMBL615440,Expert,,,,5861,,BAO_0000019,,,,12464,D,9,1,
388,CHEMBL615441,Expert,,,,5861,,BAO_0000019,,,,12464,D,9,1,
389,CHEMBL615641,Intermediate,,,,13748,,BAO_0000218,,,,50665,N,1,1,
390,CHEMBL872065,Intermediate,,,,13748,,BAO_0000218,,,,50665,N,1,1,
391,CHEMBL825023,Intermediate,,,,13748,,BAO_0000218,,,,50665,N,1,1,
392,CHEMBL615642,Intermediate,,,,13748,,BAO_0000218,,,,50665,N,1,1,
393,CHEMBL615643,Expert,,,,13748,,BAO_0000357,,,,12464,H,8,1,
394,CHEMBL615644,Autocuration,,,,17699,,BAO_0000019,,,,22226,U,0,1,
395,CHEMBL615645,Intermediate,,,,7145,833.0,BAO_0000218,,3EM 37,,80619,N,1,1,
396,CHEMBL615646,Intermediate,,,,7145,833.0,BAO_0000218,,3EM 37,,80619,N,1,1,
397,CHEMBL615647,Intermediate,,,,7145,833.0,BAO_0000218,,3EM 37,,80619,N,1,1,
398,CHEMBL615648,Intermediate,,,,7145,833.0,BAO_0000218,,3EM 37,,80619,N,1,1,
399,CHEMBL615649,Intermediate,,,,7145,833.0,BAO_0000218,,3EM 37,,80619,N,1,1,
400,CHEMBL615650,Intermediate,,,,7145,833.0,BAO_0000218,,3EM 37,,80619,N,1,1,
401,CHEMBL615651,Intermediate,,,,5325,847.0,BAO_0000218,,3LL cell line,,80620,N,1,1,
402,CHEMBL615652,Intermediate,,,,5325,847.0,BAO_0000218,,3LL cell line,,80620,N,1,1,
403,CHEMBL615653,Expert,,,,5325,847.0,BAO_0000218,,3LL cell line,,80620,N,1,1,
404,CHEMBL615654,Intermediate,,,,16169,847.0,BAO_0000219,,3LL cell line,,80620,N,1,1,
405,CHEMBL615655,Intermediate,,,,16169,847.0,BAO_0000219,,3LL cell line,,80620,N,1,1,
406,CHEMBL825024,Intermediate,,,,16169,847.0,BAO_0000219,,3LL cell line,,80620,N,1,1,
407,CHEMBL615656,Intermediate,,,,16169,847.0,BAO_0000219,,3LL cell line,,80620,N,1,1,
408,CHEMBL615657,Intermediate,,,,16169,847.0,BAO_0000219,,3LL cell line,,80620,N,1,1,
409,CHEMBL615658,Intermediate,,,,16169,847.0,BAO_0000219,,3LL cell line,,80620,N,1,1,
410,CHEMBL615659,Intermediate,,,,16169,847.0,BAO_0000219,,3LL cell line,,80620,N,1,1,
411,CHEMBL615660,Intermediate,,,,16169,847.0,BAO_0000219,,3LL cell line,,80620,N,1,1,
412,CHEMBL615661,Intermediate,,,,16169,847.0,BAO_0000219,,3LL cell line,,80620,N,1,1,
413,CHEMBL615662,Intermediate,,,,16169,847.0,BAO_0000219,,3LL cell line,,80620,N,1,1,
414,CHEMBL615663,Intermediate,,,,16169,847.0,BAO_0000219,,3LL cell line,,80620,N,1,1,
415,CHEMBL615664,Intermediate,,,,16169,847.0,BAO_0000219,,3LL cell line,,80620,N,1,1,
416,CHEMBL615665,Intermediate,,,,16169,847.0,BAO_0000219,,3LL cell line,,80620,N,1,1,
417,CHEMBL615666,Intermediate,,,,16169,847.0,BAO_0000219,,3LL cell line,,80620,N,1,1,
418,CHEMBL615667,Intermediate,,,,16169,847.0,BAO_0000219,,3LL cell line,,80620,N,1,1,
419,CHEMBL615668,Intermediate,,,,16169,847.0,BAO_0000219,,3LL cell line,,80620,N,1,1,
420,CHEMBL615669,Intermediate,,,,16169,847.0,BAO_0000219,,3LL cell line,,80620,N,1,1,
421,CHEMBL615670,Intermediate,,,,16169,847.0,BAO_0000219,,3LL cell line,,80620,N,1,1,
422,CHEMBL836739,Intermediate,,,,16169,847.0,BAO_0000219,,3LL cell line,,80620,N,1,1,
423,CHEMBL615671,Intermediate,,,,16169,847.0,BAO_0000219,,3LL cell line,,80620,N,1,1,
424,CHEMBL615672,Intermediate,,,,16169,847.0,BAO_0000219,,3LL cell line,,80620,N,1,1,
425,CHEMBL615791,Intermediate,,,,16169,847.0,BAO_0000219,,3LL cell line,,80620,N,1,1,
426,CHEMBL615792,Intermediate,,,,16169,847.0,BAO_0000219,,3LL cell line,,80620,N,1,1,
427,CHEMBL615793,Intermediate,,,,16169,847.0,BAO_0000219,,3LL cell line,,80620,N,1,1,
428,CHEMBL615794,Intermediate,,,,16169,847.0,BAO_0000219,,3LL cell line,,80620,N,1,1,
429,CHEMBL615795,Intermediate,,,,16169,847.0,BAO_0000219,,3LL cell line,,80620,N,1,1,
430,CHEMBL615590,Intermediate,,,,15547,971.0,BAO_0000219,,3LLD122,,80621,N,1,1,
431,CHEMBL615591,Autocuration,,,,8663,,BAO_0000218,,,,22226,U,0,1,
432,CHEMBL615592,Autocuration,,,,8663,,BAO_0000218,,,,22226,U,0,1,
433,CHEMBL615593,Autocuration,,,,8663,,BAO_0000218,,,,22226,U,0,1,
434,CHEMBL615594,Autocuration,,,,8663,,BAO_0000218,,,,22226,U,0,1,
435,CHEMBL615595,Intermediate,,,,4504,723.0,BAO_0000219,,NIH3T3,,80951,N,1,1,
436,CHEMBL615596,Intermediate,,,,4504,723.0,BAO_0000219,,NIH3T3,,80951,N,1,1,
437,CHEMBL615597,Expert,,,,12695,723.0,BAO_0000219,,NIH3T3,,11169,H,8,1,
438,CHEMBL615598,Intermediate,,,,12695,723.0,BAO_0000219,,NIH3T3,,80951,N,1,1,
439,CHEMBL615599,Intermediate,,,,12695,723.0,BAO_0000219,,NIH3T3,,80951,N,1,1,
440,CHEMBL615600,Expert,,,,17642,723.0,BAO_0000219,,NIH3T3,,80951,N,1,1,
441,CHEMBL615601,Expert,,,,17642,723.0,BAO_0000219,,NIH3T3,,80951,N,1,1,
442,CHEMBL615602,Expert,,,,12340,723.0,BAO_0000219,,NIH3T3,,80951,N,1,1,
443,CHEMBL615603,Expert,,,,12340,723.0,BAO_0000219,,NIH3T3,,80951,N,1,1,
444,CHEMBL615604,Intermediate,,,,12716,723.0,BAO_0000219,,NIH3T3,,80951,N,1,1,
445,CHEMBL615605,Intermediate,,,,6277,723.0,BAO_0000219,,NIH3T3,,80951,N,1,1,
446,CHEMBL615606,Intermediate,,,,6277,723.0,BAO_0000219,,NIH3T3,,80951,N,1,1,
447,CHEMBL884526,Expert,,,,6277,723.0,BAO_0000219,,NIH3T3,,80951,N,1,1,
448,CHEMBL615607,Expert,,,,6277,723.0,BAO_0000219,,NIH3T3,,80951,N,1,1,
449,CHEMBL615608,Intermediate,,,,6277,723.0,BAO_0000219,,NIH3T3,,80951,N,1,1,
450,CHEMBL615609,Expert,,,,6277,723.0,BAO_0000219,,NIH3T3,,80951,N,1,1,
451,CHEMBL615682,Expert,,,,6277,723.0,BAO_0000219,,NIH3T3,,80951,N,1,1,
452,CHEMBL615683,Intermediate,,,,6277,723.0,BAO_0000219,,NIH3T3,,80951,N,1,1,
453,CHEMBL615684,Expert,,,,17780,723.0,BAO_0000218,,NIH3T3,,80951,N,1,1,
454,CHEMBL615685,Autocuration,,,,12751,,BAO_0000219,,,,104860,D,7,1,
455,CHEMBL615686,Expert,,,,12380,723.0,BAO_0000219,,NIH3T3,,80951,N,1,1,
456,CHEMBL615687,Intermediate,,,,14892,723.0,BAO_0000219,,NIH3T3,,80951,N,1,1,
457,CHEMBL884523,Intermediate,,,,12695,723.0,BAO_0000219,,NIH3T3,,80951,N,1,1,
458,CHEMBL615688,Expert,,,,12695,,BAO_0000019,,,,11169,H,8,1,
459,CHEMBL615689,Intermediate,,,,12695,723.0,BAO_0000219,,NIH3T3,,80951,N,1,1,
460,CHEMBL615690,Intermediate,,,,12695,723.0,BAO_0000219,,NIH3T3,,80951,N,1,1,
461,CHEMBL615691,Expert,,,,12695,,BAO_0000019,,,,11169,H,8,1,
462,CHEMBL615692,Expert,,,,12695,,BAO_0000019,,,,11169,H,8,1,
463,CHEMBL615693,Intermediate,,,,6277,723.0,BAO_0000219,,NIH3T3,,80951,N,1,1,
464,CHEMBL615324,Expert,,,,6277,723.0,BAO_0000219,,NIH3T3,,80951,N,1,1,
465,CHEMBL615325,Expert,,,,4959,723.0,BAO_0000219,,NIH3T3,,9,D,9,1,
466,CHEMBL615490,Expert,,,,4959,723.0,BAO_0000219,,NIH3T3,,9,D,9,1,
467,CHEMBL615491,Expert,,,,4959,723.0,BAO_0000219,,NIH3T3,,188,D,9,1,
468,CHEMBL615492,Expert,,,,4959,723.0,BAO_0000219,,NIH3T3,,188,D,9,1,
469,CHEMBL615493,Intermediate,,,,12082,723.0,BAO_0000219,,NIH3T3,,80951,N,1,1,
470,CHEMBL615494,Intermediate,,,,12082,723.0,BAO_0000219,,NIH3T3,,80951,N,1,1,
471,CHEMBL615495,Intermediate,,,,12082,723.0,BAO_0000219,,NIH3T3,,80951,N,1,1,
472,CHEMBL615496,Intermediate,,,,12082,723.0,BAO_0000219,,NIH3T3,,80951,N,1,1,
473,CHEMBL615497,Intermediate,,,,2643,723.0,BAO_0000219,,NIH3T3,,80951,N,1,1,
474,CHEMBL615498,Expert,,,,11926,723.0,BAO_0000219,,NIH3T3,,80951,N,1,1,
475,CHEMBL615499,Intermediate,,,,15204,723.0,BAO_0000219,,NIH3T3,,80951,N,1,1,
476,CHEMBL835522,Expert,,,,15992,723.0,BAO_0000219,,NIH3T3,,80951,N,1,1,
477,CHEMBL615500,Intermediate,,,,16279,723.0,BAO_0000219,,NIH3T3,,80951,N,1,1,
478,CHEMBL615501,Intermediate,,,,16279,723.0,BAO_0000219,,NIH3T3,,80951,N,1,1,
479,CHEMBL615502,Intermediate,,,,16279,723.0,BAO_0000219,,NIH3T3,,80951,N,1,1,
480,CHEMBL615503,Intermediate,,,,16279,723.0,BAO_0000219,,NIH3T3,,80951,N,1,1,
481,CHEMBL615504,Intermediate,,,,16279,723.0,BAO_0000219,,NIH3T3,,80951,N,1,1,
482,CHEMBL615505,Intermediate,,,,16279,723.0,BAO_0000219,,NIH3T3,,80951,N,1,1,
483,CHEMBL615506,Expert,,,,12831,723.0,BAO_0000219,,NIH3T3,,80951,N,1,1,
484,CHEMBL615507,Intermediate,,,,13497,723.0,BAO_0000219,,NIH3T3,,80951,N,1,1,
485,CHEMBL615508,Intermediate,,,,13715,620.0,BAO_0000218,,3T3-L1,,80006,N,1,1,
486,CHEMBL615509,Intermediate,,,,13618,620.0,BAO_0000219,,3T3-L1,,80006,N,1,1,
487,CHEMBL615510,Intermediate,,,,11902,620.0,BAO_0000219,,3T3-L1,,80006,N,1,1,
488,CHEMBL615511,Intermediate,,,,11902,620.0,BAO_0000219,,3T3-L1,,80006,N,1,1,
489,CHEMBL615512,Intermediate,,,,11902,620.0,BAO_0000219,,3T3-L1,,80006,N,1,1,
490,CHEMBL615513,Intermediate,,,,14840,620.0,BAO_0000218,,3T3-L1,,80006,N,1,1,
491,CHEMBL615514,Intermediate,,,,14840,620.0,BAO_0000218,,3T3-L1,,80006,N,1,1,
492,CHEMBL615515,Intermediate,,,,13715,620.0,BAO_0000219,,3T3-L1,,80006,N,1,1,
493,CHEMBL615516,Intermediate,,,,13715,620.0,BAO_0000219,,3T3-L1,,80006,N,1,1,
494,CHEMBL615517,Intermediate,,,,13715,620.0,BAO_0000219,,3T3-L1,,80006,N,1,1,
495,CHEMBL615518,Intermediate,,,,13715,620.0,BAO_0000219,,3T3-L1,,80006,N,1,1,
496,CHEMBL615519,Intermediate,,,,13715,620.0,BAO_0000219,,3T3-L1,,80006,N,1,1,
497,CHEMBL615520,Intermediate,,,,13715,620.0,BAO_0000218,,3T3-L1,,80006,N,1,1,
498,CHEMBL615521,Intermediate,,,,13715,620.0,BAO_0000218,,3T3-L1,,80006,N,1,1,
499,CHEMBL615522,Intermediate,,,,13715,620.0,BAO_0000218,,3T3-L1,,80006,N,1,1,
500,CHEMBL615523,Intermediate,,,,13715,620.0,BAO_0000218,,3T3-L1,,80006,N,1,1,
501,CHEMBL615524,Expert,,,,13715,620.0,BAO_0000218,,3T3-L1,,80006,N,1,1,
502,CHEMBL615525,Expert,,,,13715,620.0,BAO_0000218,,3T3-L1,,80006,N,1,1,
503,CHEMBL615526,Intermediate,,,,13715,620.0,BAO_0000218,,3T3-L1,,80006,N,1,1,
504,CHEMBL615527,Intermediate,,,,13715,620.0,BAO_0000218,,3T3-L1,,80006,N,1,1,
505,CHEMBL615528,Intermediate,,,,13715,620.0,BAO_0000218,,3T3-L1,,80006,N,1,1,
506,CHEMBL615529,Expert,,,,13715,620.0,BAO_0000218,,3T3-L1,,80006,N,1,1,
507,CHEMBL615530,Expert,,,,13715,620.0,BAO_0000218,,3T3-L1,,80006,N,1,1,
508,CHEMBL615531,Expert,,,,13715,620.0,BAO_0000218,,3T3-L1,,80006,N,1,1,
509,CHEMBL615532,Intermediate,,,,13715,620.0,BAO_0000219,,3T3-L1,,80006,N,1,1,
510,CHEMBL615533,Intermediate,,,,13715,620.0,BAO_0000219,,3T3-L1,,80006,N,1,1,
511,CHEMBL615534,Intermediate,,,,13715,620.0,BAO_0000219,,3T3-L1,,80006,N,1,1,
512,CHEMBL615535,Intermediate,,,,13715,620.0,BAO_0000218,,3T3-L1,,80006,N,1,1,
513,CHEMBL615536,Intermediate,,,,13715,620.0,BAO_0000218,,3T3-L1,,80006,N,1,1,
514,CHEMBL615537,Intermediate,,,,13715,620.0,BAO_0000218,,3T3-L1,,80006,N,1,1,
515,CHEMBL615538,Intermediate,,,,13715,620.0,BAO_0000218,,3T3-L1,,80006,N,1,1,
516,CHEMBL836166,Intermediate,,,,13715,620.0,BAO_0000218,,3T3-L1,,80006,N,1,1,
517,CHEMBL615539,Expert,,,,6411,620.0,BAO_0000219,,3T3-L1,,11214,H,8,1,
518,CHEMBL615540,Intermediate,,,,6411,620.0,BAO_0000219,,3T3-L1,,80006,N,1,1,
519,CHEMBL615541,Expert,,,,6411,620.0,BAO_0000219,,3T3-L1,,11214,H,8,1,
520,CHEMBL615542,Expert,,,,3966,620.0,BAO_0000219,,3T3-L1,,80006,N,1,1,
521,CHEMBL615543,Intermediate,,,,3966,620.0,BAO_0000219,,3T3-L1,,80006,N,1,1,
522,CHEMBL615544,Expert,,,,15556,620.0,BAO_0000219,,3T3-L1,,80006,N,1,1,
523,CHEMBL615545,Expert,,,,5845,620.0,BAO_0000219,,3T3-L1,,80006,N,1,1,
524,CHEMBL615546,Expert,,,,14422,620.0,BAO_0000219,,3T3-L1,,80006,N,1,1,
525,CHEMBL615547,Expert,,,,5845,620.0,BAO_0000219,,3T3-L1,,80006,N,1,1,
526,CHEMBL615548,Expert,,,,14508,620.0,BAO_0000219,,3T3-L1,,80006,N,1,1,
527,CHEMBL615549,Expert,,,,14508,620.0,BAO_0000219,,3T3-L1,,80006,N,1,1,
528,CHEMBL615550,Expert,,,,14508,620.0,BAO_0000219,,3T3-L1,,80006,N,1,1,
529,CHEMBL615551,Intermediate,,,,6349,1118.0,BAO_0000219,,3Y1 cell line,,80622,N,1,1,
530,CHEMBL615552,Expert,,,,15899,1118.0,BAO_0000219,,3Y1 cell line,,80622,N,1,1,
531,CHEMBL615553,Expert,,,,15899,1118.0,BAO_0000219,,3Y1 cell line,,80622,N,1,1,
532,CHEMBL615554,Expert,,,,15899,1118.0,BAO_0000219,,3Y1 cell line,,80622,N,1,1,
533,CHEMBL615555,Intermediate,,,,15899,1118.0,BAO_0000219,,3Y1 cell line,,80622,N,1,1,
534,CHEMBL615556,Expert,,,,17038,1118.0,BAO_0000219,,3Y1 cell line,,80622,N,1,1,
535,CHEMBL615557,Autocuration,,,,12421,,BAO_0000019,,,,22226,U,0,1,
536,CHEMBL615558,Autocuration,,,,12947,,BAO_0000019,,,,22226,U,0,1,
537,CHEMBL872066,Autocuration,,,,12947,,BAO_0000019,,,,22226,U,0,1,
538,CHEMBL615559,Expert,,,,4896,,BAO_0000019,,,,11607,D,9,1,
539,CHEMBL615560,Autocuration,,,,6148,,BAO_0000019,,,,11607,H,8,1,
540,CHEMBL615561,Autocuration,,,,16432,,BAO_0000019,,,,11607,H,8,1,
541,CHEMBL857062,Expert,,,,4978,,BAO_0000019,,,,11607,H,8,1,
542,CHEMBL615562,Expert,,,,4978,,BAO_0000019,,,,11607,H,8,1,
543,CHEMBL615563,Autocuration,,,,3723,,BAO_0000019,,,,11607,H,8,1,
544,CHEMBL615564,Autocuration,,,,3518,,BAO_0000357,,,,11607,H,8,1,
545,CHEMBL615565,Autocuration,,,,4164,,BAO_0000019,,,,11607,H,8,1,
546,CHEMBL615566,Autocuration,,,,3518,,BAO_0000019,,,,11607,H,8,1,
547,CHEMBL615567,Expert,,,,4164,,BAO_0000019,,,,11607,D,9,1,
548,CHEMBL615568,Autocuration,,,,3518,,BAO_0000019,,,,11607,H,8,1,
549,CHEMBL615569,Autocuration,,,,3518,,BAO_0000357,,,,11607,H,8,1,
550,CHEMBL615570,Autocuration,,,,4978,,BAO_0000019,,,,11607,H,8,1,
551,CHEMBL615571,Autocuration,,,,4978,,BAO_0000019,,,,11607,H,8,1,
552,CHEMBL615572,Autocuration,,,,6455,,BAO_0000224,,,,104733,H,4,1,
553,CHEMBL615573,Autocuration,,,,2222,,BAO_0000019,,,,22226,U,0,1,
554,CHEMBL615574,Autocuration,,,,13020,,BAO_0000019,,,,22226,U,0,1,
555,CHEMBL615575,Autocuration,,,,13021,,BAO_0000019,,,,22226,U,0,1,
556,CHEMBL615576,Autocuration,,,,14532,,BAO_0000357,,,,10619,H,8,1,
557,CHEMBL615577,Autocuration,,,,14118,,BAO_0000357,,,,10619,H,8,1,
558,CHEMBL615578,Autocuration,Hippocampus,10000000.0,,11884,,BAO_0000221,,,,51,H,8,1,
559,CHEMBL615579,Expert,,,,13969,,BAO_0000357,,,,51,H,8,1,
560,CHEMBL615580,Expert,,,,13392,,BAO_0000357,,,,51,H,8,1,
561,CHEMBL615581,Expert,,,,14430,,BAO_0000019,,,,51,H,8,1,
562,CHEMBL615582,Autocuration,Hippocampus,10000000.0,,12248,,BAO_0000221,,,,51,H,8,1,
563,CHEMBL615583,Autocuration,Hippocampus,10000000.0,,12249,,BAO_0000221,,,,51,H,8,1,
564,CHEMBL615584,Autocuration,Hippocampus,10000000.0,,9995,,BAO_0000221,,,,51,H,8,1,
565,CHEMBL833691,Autocuration,Hippocampus,10000000.0,,9995,,BAO_0000221,,,,51,H,8,1,
566,CHEMBL615585,Autocuration,Hippocampus,10000000.0,,9995,,BAO_0000221,,,,51,H,8,1,
567,CHEMBL615586,Autocuration,Hippocampus,10000000.0,,9995,,BAO_0000221,,,,51,H,8,1,
568,CHEMBL884524,Autocuration,Hippocampus,10000000.0,,9995,,BAO_0000221,,,,51,H,8,1,
569,CHEMBL615587,Autocuration,Hippocampus,10000000.0,,12249,,BAO_0000221,,,,51,H,8,1,
570,CHEMBL615588,Autocuration,Hippocampus,10000000.0,,11799,,BAO_0000221,,,,51,H,8,1,
571,CHEMBL615589,Expert,,,Membranes,14331,,BAO_0000249,,,,10576,D,9,1,
572,CHEMBL615442,Expert,Hippocampus,10000000.0,,11884,,BAO_0000221,,,,51,H,8,1,
