ASI,SI,ASSTY,CONFSCO,ASSCETY,SRASSI,ASTET,T,Descr,TII,ASSORG,ASSSTR,CEI,ASCATE,ASSTAI,RELATY,CURB,CHI,BFO,VARII
147,1,F,0,,,,22226,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells.,,Ovis aries,,,,9940.0,U,Autocuration,CHEMBL615370,BAO_0000019,
148,1,B,8,,,,191,Compound is evaluated in vitro for the inhibition single mutant of HIV-1 RT (Y181C),,,,,,,H,Autocuration,CHEMBL615673,BAO_0000357,
149,1,F,0,,,,22226,Compound was evaluated for its inhibitory effect on thymidine [3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-5,,Homo sapiens,,,,9606.0,U,Autocuration,CHEMBL615674,BAO_0000019,
150,1,F,0,,,,22226,Compound was evaluated for its inhibitory effect on thymidine [3H]-dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-6,,Homo sapiens,,,,9606.0,U,Autocuration,CHEMBL615675,BAO_0000019,
151,1,F,0,CCRF-CEM,,,22226,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in at conc. 10e-7,,Homo sapiens,,635.0,,9606.0,U,Autocuration,CHEMBL615676,BAO_0000219,
152,1,F,0,CCRF-CEM,,,22226,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM cells in culture at conc. 10e-4,,Homo sapiens,,635.0,,9606.0,U,Autocuration,CHEMBL615677,BAO_0000219,
153,1,F,0,CCRF-CEM,,,22226,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-5,,Homo sapiens,,635.0,,9606.0,U,Autocuration,CHEMBL615678,BAO_0000219,
154,1,F,0,CCRF-CEM,,,22226,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-6,,Homo sapiens,,635.0,,9606.0,U,Autocuration,CHEMBL615679,BAO_0000219,
155,1,F,0,,,,22226,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM/MTX cells in at conc. 10e-7.,,Homo sapiens,,,,9606.0,U,Autocuration,CHEMBL615680,BAO_0000019,
156,1,F,0,,,,22226,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-4,,Homo sapiens,,,,9606.0,U,Autocuration,CHEMBL615681,BAO_0000019,
157,1,B,6,,,,104290,In vitro binding affinity towards (alpha-4)2(beta-2)3 neuronal nicotinic acetylcholine receptor in P2 membrane fractions of rat forebrain,,,,,,,H,Autocuration,CHEMBL857972,BAO_0000249,
158,1,F,1,,,,50264,Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse,,Streptococcus pyogenes,,,,1314.0,N,Intermediate,CHEMBL857899,BAO_0000218,
159,1,F,1,,,,50527,Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV),,Human herpesvirus 3,,,,10335.0,N,Intermediate,CHEMBL615371,BAO_0000218,
160,1,F,1,HEL,,,50527,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,,vericilla zoster virus,,468.0,,10335.0,N,Expert,CHEMBL615372,BAO_0000218,
161,1,F,1,,,,50527,Antiviral activity against 07/1 strain of VZV; ND: No data,,vericilla zoster virus,,,,10335.0,N,Intermediate,CHEMBL615373,BAO_0000218,
162,1,F,1,,,,50527,Antiviral activity against 07/1 strain of VZV; ND=No data,,vericilla zoster virus,,,,10335.0,N,Intermediate,CHEMBL615374,BAO_0000218,
163,1,F,1,,,,50145,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",,escherichia cloac,,,,561.0,N,Intermediate,CHEMBL615375,BAO_0000218,
164,1,B,0,,,,22226,Ratio of Ki at A2 to Ki at A1 receptors,,,,,,,U,Autocuration,CHEMBL615376,BAO_0000019,
165,1,B,8,,,,11143,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",,Candida albicans,,,,5476.0,H,Expert,CHEMBL615377,BAO_0000249,
166,1,B,8,,,,18077,"Inhibition of 1,3-beta-glucan synthase",,Candida glabrata CBS 138,,,,284593.0,H,Expert,CHEMBL615378,BAO_0000357,
167,1,F,1,1-87 tumor cell line,,,80609,Inhibition of growth of 1-87 human tumor cell line,,Homo sapiens,,832.0,,9606.0,N,Intermediate,CHEMBL615379,BAO_0000219,
168,1,B,9,,,,12166,Inhibition of 1-lipoxygenase (LOX)in RBL cells,,Rattus norvegicus,,,,10116.0,D,Expert,CHEMBL615380,BAO_0000219,
169,1,B,9,,,,100171,Inhibitory activity against soybean 1-lipoxygenase (SLO),,Glycine max,,,,3847.0,D,Autocuration,CHEMBL615381,BAO_0000357,
170,1,B,9,,,,100171,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,,Glycine max,,,,3847.0,D,Autocuration,CHEMBL615382,BAO_0000357,
171,1,B,9,,,,100171,% inhibition against soybean 1-lipoxygenase (SLO),,Glycine max,,,,3847.0,D,Autocuration,CHEMBL615383,BAO_0000357,
172,1,B,9,,,,100171,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,,Glycine max,,,,3847.0,D,Autocuration,CHEMBL615384,BAO_0000357,
173,1,B,9,,,,100171,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,,Glycine max,,,,3847.0,D,Autocuration,CHEMBL615385,BAO_0000357,
174,1,B,9,,,,100171,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,,Glycine max,,,,3847.0,D,Autocuration,CHEMBL615386,BAO_0000357,
175,1,B,9,,,,100171,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,,Glycine max,,,,3847.0,D,Autocuration,CHEMBL615387,BAO_0000357,
176,1,B,9,,,,100171,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,,Glycine max,,,,3847.0,D,Autocuration,CHEMBL615388,BAO_0000357,
177,1,B,9,,,,100171,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,,Glycine max,,,,3847.0,D,Autocuration,CHEMBL615214,BAO_0000357,
178,1,B,9,,,,100171,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,,Glycine max,,,,3847.0,D,Autocuration,CHEMBL827087,BAO_0000357,
179,1,B,9,,,,100171,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,,Glycine max,,,,3847.0,D,Autocuration,CHEMBL615215,BAO_0000357,
180,1,B,9,,,,100171,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,,Glycine max,,,,3847.0,D,Autocuration,CHEMBL615216,BAO_0000357,
181,1,B,9,,,,100171,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,,Glycine max,,,,3847.0,D,Autocuration,CHEMBL615217,BAO_0000357,
182,1,B,9,,,,100171,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,,Glycine max,,,,3847.0,D,Autocuration,CHEMBL615218,BAO_0000357,
183,1,B,9,,,,100171,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,,Glycine max,,,,3847.0,D,Autocuration,CHEMBL615219,BAO_0000357,
184,1,B,0,,,,22226,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,,Mus musculus,,,,10090.0,U,Autocuration,CHEMBL615220,BAO_0000019,
185,1,F,1,C3H 10T1/2,,,80049,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),,Mus musculus,,294.0,,10090.0,N,Intermediate,CHEMBL615221,BAO_0000219,
186,1,F,0,,,,22226,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,,,,,,,U,Intermediate,CHEMBL615222,BAO_0000019,
187,1,B,8,,,,11489,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,,,,,,H,Autocuration,CHEMBL615223,BAO_0000357,
188,1,B,8,,,,11862,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,,,,,,H,Autocuration,CHEMBL615224,BAO_0000357,
189,1,B,8,,,,11862,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,,,,,,,H,Autocuration,CHEMBL615225,BAO_0000357,
190,1,B,8,,,,11489,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,,,,,,,H,Autocuration,CHEMBL615226,BAO_0000357,
191,1,B,8,,,,11862,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,,,,,,,H,Autocuration,CHEMBL615227,BAO_0000357,
192,1,F,9,,,,12347,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,,Bos taurus,,,,9913.0,D,Expert,CHEMBL615228,BAO_0000019,
193,1,B,9,,,,100120,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,,Rattus norvegicus,,,,10116.0,D,Expert,CHEMBL615229,BAO_0000357,
194,1,B,9,,,,100120,Inhibition of 11 beta-hydroxylase from rat adrenal gland,2369.0,Rattus norvegicus,,,,10116.0,D,Expert,CHEMBL615230,BAO_0000357,
195,1,B,9,,,,100120,Inhibition of rat adrenal 11-beta-hydroxylase,,Rattus norvegicus,,,,10116.0,D,Expert,CHEMBL615231,BAO_0000357,
196,1,B,9,,,,100120,Inhibition of rat adrenal 11-beta-hydroxylase,,Rattus norvegicus,,,,10116.0,D,Expert,CHEMBL884520,BAO_0000357,
197,1,B,9,,,,100120,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,,Rattus norvegicus,,,,10116.0,D,Expert,CHEMBL615232,BAO_0000357,
198,1,B,8,,,,10328,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,,,,,,,H,Autocuration,CHEMBL615233,BAO_0000019,
199,1,B,8,,,,11490,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,,,,,,H,Autocuration,CHEMBL827088,BAO_0000357,
200,1,B,8,,,,11490,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,,,,,,H,Autocuration,CHEMBL615234,BAO_0000357,
201,1,F,8,,,,11134,Compound was tested for the percent of inhibition against 12-LO at 10 uM,,,,,,,H,Autocuration,CHEMBL615235,BAO_0000019,
202,1,B,8,,,,12052,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,,,,,H,Autocuration,CHEMBL615236,BAO_0000019,
203,1,B,8,,,,11134,Compound was tested in vitro for inhibition of 12-LO human platelet,,,,,,,H,Autocuration,CHEMBL615237,BAO_0000019,
204,1,F,8,,,,11134,Inhibitory concentration against human platelet 12-lipoxygenase,,,,,,,H,Autocuration,CHEMBL615238,BAO_0000019,
205,1,B,8,,,,11134,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,,,,,,,H,Autocuration,CHEMBL615239,BAO_0000019,
206,1,F,9,,,,11134,Inhibitory concentration against human platelet 12-lipoxygenase,,Homo sapiens,,,,9606.0,D,Autocuration,CHEMBL615240,BAO_0000019,
207,1,B,8,,,,11835,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,,,,,,,H,Expert,CHEMBL615241,BAO_0000019,
208,1,B,8,,,,11601,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,,,,,,,H,Expert,CHEMBL615242,BAO_0000357,
209,1,B,8,,,,11134,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),,,,,,,H,Autocuration,CHEMBL615243,BAO_0000019,
210,1,B,8,,,,11134,Inhibitory activity against human platelet 12-lipoxygenase,,,,,,,H,Autocuration,CHEMBL615244,BAO_0000019,
211,1,B,8,,,,11134,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,,,,,,,H,Autocuration,CHEMBL615245,BAO_0000019,
212,1,B,8,,,,11134,% inhibition against human platelet 12-lipoxygenase (12-HLO),,,,,,,H,Autocuration,CHEMBL615246,BAO_0000019,
213,1,B,8,,,,11134,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,,,,,,,H,Autocuration,CHEMBL615247,BAO_0000019,
214,1,B,8,,,,11134,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,,,,,,,H,Autocuration,CHEMBL615248,BAO_0000019,
215,1,B,8,,,,11601,Inhibitory activity towards porcine 12-lipoxygenase,,,,,,,H,Autocuration,CHEMBL615249,BAO_0000357,
216,1,B,8,,,,11601,Tested for inhibition against porcine 12-LO,,,,,,,H,Autocuration,CHEMBL615250,BAO_0000357,
217,1,B,8,,,,12052,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,,,,,,,H,Autocuration,CHEMBL615251,BAO_0000019,
218,1,B,8,,,,12052,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,,,,,,,H,Autocuration,CHEMBL615252,BAO_0000019,
219,1,B,8,,,,12052,In vitro inhibition of rat platelet 12-lipoxygenase,,,,,,,H,Expert,CHEMBL828340,BAO_0000019,
220,1,B,8,,,,12052,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,,,,,H,Autocuration,CHEMBL615253,BAO_0000019,
221,1,B,8,,,,12052,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,,,,,,,H,Autocuration,CHEMBL615254,BAO_0000019,
222,1,B,8,,,,12052,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,,,,,,,H,Autocuration,CHEMBL615255,BAO_0000019,
223,1,B,8,,,,12052,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,,,,,H,Autocuration,CHEMBL615256,BAO_0000019,
224,1,B,8,,,,12052,In vitro inhibitory activity against rat platelet 12-lipoxygenase,,,,,,,H,Autocuration,CHEMBL615257,BAO_0000019,
225,1,B,8,,,,12052,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,,,,,,,H,Autocuration,CHEMBL615258,BAO_0000019,
226,1,F,1,41M,,,80007,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,,Homo sapiens,,621.0,,9606.0,N,Intermediate,CHEMBL615259,BAO_0000219,
227,1,F,1,41M,,,80007,In vitro antitumor activity against 41M cell line.,,Homo sapiens,,621.0,,9606.0,N,Expert,CHEMBL615260,BAO_0000219,
228,1,F,1,41M,,,80007,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,,Homo sapiens,,621.0,,9606.0,N,Intermediate,CHEMBL615261,BAO_0000219,
229,1,F,1,41M,,,80007,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,,Homo sapiens,,621.0,,9606.0,N,Intermediate,CHEMBL615262,BAO_0000219,
230,1,F,1,41M,,,80007,In vitro antitumor activity against 41McisR cell line.,,Homo sapiens,,621.0,,9606.0,N,Expert,CHEMBL615263,BAO_0000219,
231,1,F,1,41M,,,80007,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,,Homo sapiens,,621.0,,9606.0,N,Expert,CHEMBL838393,BAO_0000219,
232,1,F,1,41M,,,80007,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,,Homo sapiens,,621.0,,9606.0,N,Intermediate,CHEMBL615264,BAO_0000219,
233,1,B,9,,,,84,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),,Homo sapiens,,,,9606.0,D,Expert,CHEMBL615265,BAO_0000357,
234,1,B,9,,,,68,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,Homo sapiens,,,,9606.0,D,Expert,CHEMBL615266,BAO_0000357,
235,1,B,8,,,,68,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,,,,,,H,Expert,CHEMBL615267,BAO_0000357,
236,1,B,8,,,,10201,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,,,,,,,H,Expert,CHEMBL615268,BAO_0000357,
237,1,B,8,,,,10201,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,,,,,,,H,Expert,CHEMBL615269,BAO_0000357,
238,1,B,8,,,,10201,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,,,,,,,H,Expert,CHEMBL615270,BAO_0000357,
239,1,B,8,,,,12220,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,,,,,,H,Autocuration,CHEMBL615271,BAO_0000357,
240,1,B,8,,,,11303,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,Escherichia coli,,,,562.0,H,Autocuration,CHEMBL615272,BAO_0000357,
241,1,B,8,,,,11303,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,Escherichia coli,,,,562.0,H,Autocuration,CHEMBL615103,BAO_0000357,
242,1,B,8,,,,11303,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",,Escherichia coli,,,,562.0,H,Autocuration,CHEMBL615104,BAO_0000357,
243,1,B,8,,,,12220,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,,,,,,H,Autocuration,CHEMBL615105,BAO_0000357,
244,1,B,8,,,,12220,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",,,,,,,H,Autocuration,CHEMBL872866,BAO_0000357,
245,1,B,8,,,,11303,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,Sus scrofa,,,,9823.0,H,Autocuration,CHEMBL615106,BAO_0000357,
246,1,B,8,,,,11303,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",,Sus scrofa,,,,9823.0,H,Autocuration,CHEMBL615107,BAO_0000019,
247,1,B,8,,,,11303,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",,Sus scrofa,,,,9823.0,H,Autocuration,CHEMBL615108,BAO_0000357,
248,1,B,8,,,,11303,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",,Sus scrofa,,,,9823.0,H,Autocuration,CHEMBL615109,BAO_0000357,
249,1,B,8,,,,11303,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,Sus scrofa,,,,9823.0,H,Autocuration,CHEMBL615110,BAO_0000357,
250,1,B,8,,,,11303,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,Sus scrofa,,,,9823.0,H,Autocuration,CHEMBL840105,BAO_0000019,
251,1,B,8,,,,11303,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",,Sus scrofa,,,,9823.0,H,Autocuration,CHEMBL615111,BAO_0000019,
252,1,B,8,,,,11303,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",,Sus scrofa,,,,9823.0,H,Autocuration,CHEMBL615112,BAO_0000019,
253,1,B,8,,,,11303,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",,Sus scrofa,,,,9823.0,H,Autocuration,CHEMBL615113,BAO_0000019,
254,1,B,8,,,,11303,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",,Sus scrofa,,,,9823.0,H,Autocuration,CHEMBL615114,BAO_0000019,
255,1,B,8,,,,11303,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,Sus scrofa,,,,9823.0,H,Autocuration,CHEMBL615115,BAO_0000357,
256,1,B,8,,,,11303,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,Sus scrofa,,,,9823.0,H,Autocuration,CHEMBL615116,BAO_0000019,
257,1,B,8,,,,11303,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",,,,,,,H,Autocuration,CHEMBL615698,BAO_0000357,
