assay_id,chembl_id,confidence_score,doc_id,curated_by,assay_category,description,assay_type,assay_test_type,assay_organism,assay_tax_id,assay_strain,assay_tissue,assay_cell_type
176,CHEMBL615388,9,3094,Autocuration,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,B,,Glycine max,3847.0,,,
177,CHEMBL615214,9,3094,Autocuration,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,B,,Glycine max,3847.0,,,
178,CHEMBL827087,9,3094,Autocuration,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,B,,Glycine max,3847.0,,,
179,CHEMBL615215,9,3094,Autocuration,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,B,,Glycine max,3847.0,,,
180,CHEMBL615216,9,3094,Autocuration,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,B,,Glycine max,3847.0,,,
181,CHEMBL615217,9,3094,Autocuration,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,B,,Glycine max,3847.0,,,
182,CHEMBL615218,9,3094,Autocuration,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,B,,Glycine max,3847.0,,,
183,CHEMBL615219,9,3094,Autocuration,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,B,,Glycine max,3847.0,,,
184,CHEMBL615220,0,10413,Autocuration,,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,B,,Mus musculus,10090.0,,,
185,CHEMBL615221,1,16929,Intermediate,,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),F,,Mus musculus,10090.0,,,C3H 10T1/2
186,CHEMBL615222,0,1229,Intermediate,,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,F,,,,,,
187,CHEMBL615223,8,16587,Autocuration,,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),B,,,,,,
188,CHEMBL615224,8,16587,Autocuration,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),B,,,,,,
189,CHEMBL615225,8,16587,Autocuration,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,B,,,,,,
190,CHEMBL615226,8,16587,Autocuration,,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,B,,,,,,
191,CHEMBL615227,8,16587,Autocuration,,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,B,,,,,,
192,CHEMBL615228,9,8058,Expert,,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,F,,Bos taurus,9913.0,,,
193,CHEMBL615229,9,9065,Expert,,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,B,,Rattus norvegicus,10116.0,,,
194,CHEMBL615230,9,8865,Expert,,Inhibition of 11 beta-hydroxylase from rat adrenal gland,B,,Rattus norvegicus,10116.0,,Adrenal gland,
195,CHEMBL615231,9,9066,Expert,,Inhibition of rat adrenal 11-beta-hydroxylase,B,,Rattus norvegicus,10116.0,,,
196,CHEMBL884520,9,8394,Expert,,Inhibition of rat adrenal 11-beta-hydroxylase,B,,Rattus norvegicus,10116.0,,,
197,CHEMBL615232,9,8394,Expert,,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,B,,Rattus norvegicus,10116.0,,,
198,CHEMBL615233,8,6431,Autocuration,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,B,,,,,,
199,CHEMBL827088,8,6431,Autocuration,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,,,,,,
200,CHEMBL615234,8,6431,Autocuration,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,,,,,,
201,CHEMBL615235,8,9295,Autocuration,,Compound was tested for the percent of inhibition against 12-LO at 10 uM,F,,,,,,
202,CHEMBL615236,8,10193,Autocuration,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,,,
203,CHEMBL615237,8,13622,Autocuration,,Compound was tested in vitro for inhibition of 12-LO human platelet,B,,,,,,
204,CHEMBL615238,8,12079,Autocuration,,Inhibitory concentration against human platelet 12-lipoxygenase,F,,,,,,
205,CHEMBL615239,8,13622,Autocuration,,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,B,,,,,,
206,CHEMBL615240,9,12079,Autocuration,,Inhibitory concentration against human platelet 12-lipoxygenase,F,,Homo sapiens,9606.0,,,
207,CHEMBL615241,8,13500,Expert,,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,B,,,,,,
208,CHEMBL615242,8,13723,Expert,,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,B,,,,,,
209,CHEMBL615243,8,16474,Autocuration,,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),B,,,,,,
210,CHEMBL615244,8,1630,Autocuration,,Inhibitory activity against human platelet 12-lipoxygenase,B,,,,,,
211,CHEMBL615245,8,167,Autocuration,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,B,,,,,,
212,CHEMBL615246,8,16474,Autocuration,,% inhibition against human platelet 12-lipoxygenase (12-HLO),B,,,,,,
213,CHEMBL615247,8,167,Autocuration,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,B,,,,,,
214,CHEMBL615248,8,16474,Autocuration,,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,B,,,,,,
215,CHEMBL615249,8,10091,Autocuration,,Inhibitory activity towards porcine 12-lipoxygenase,B,,,,,,
216,CHEMBL615250,8,11966,Autocuration,,Tested for inhibition against porcine 12-LO,B,,,,,,
217,CHEMBL615251,8,951,Autocuration,,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,B,,,,,,
218,CHEMBL615252,8,10997,Autocuration,,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,B,,,,,,
219,CHEMBL828340,8,10193,Expert,,In vitro inhibition of rat platelet 12-lipoxygenase,B,,,,,,
220,CHEMBL615253,8,10193,Autocuration,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,,,
221,CHEMBL615254,8,10193,Autocuration,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,B,,,,,,
222,CHEMBL615255,8,10193,Autocuration,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,B,,,,,,
223,CHEMBL615256,8,10193,Autocuration,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,,,
224,CHEMBL615257,8,10193,Autocuration,,In vitro inhibitory activity against rat platelet 12-lipoxygenase,B,,,,,,
225,CHEMBL615258,8,11087,Autocuration,,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,B,,,,,,
226,CHEMBL615259,1,15569,Intermediate,,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,F,,Homo sapiens,9606.0,,,41M
227,CHEMBL615260,1,12989,Expert,,In vitro antitumor activity against 41M cell line.,F,,Homo sapiens,9606.0,,,41M
228,CHEMBL615261,1,16745,Intermediate,,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,F,,Homo sapiens,9606.0,,,41M
229,CHEMBL615262,1,15569,Intermediate,,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,F,,Homo sapiens,9606.0,,,41M
230,CHEMBL615263,1,12989,Expert,,In vitro antitumor activity against 41McisR cell line.,F,,Homo sapiens,9606.0,,,41M
231,CHEMBL838393,1,12989,Expert,,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,F,,Homo sapiens,9606.0,,,41M
232,CHEMBL615264,1,16745,Intermediate,,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,F,,Homo sapiens,9606.0,,,41M
233,CHEMBL615265,9,6210,Expert,,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),B,,Homo sapiens,9606.0,,,
234,CHEMBL615266,9,6210,Expert,,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,,Homo sapiens,9606.0,,,
235,CHEMBL615267,8,6226,Expert,,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,,,,,,
236,CHEMBL615268,8,17855,Expert,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,,,,
237,CHEMBL615269,8,17855,Expert,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,B,,,,,,
238,CHEMBL615270,8,17855,Expert,,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,,,,
239,CHEMBL615271,8,10413,Autocuration,,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,,,,
240,CHEMBL615272,8,10413,Autocuration,,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,,Escherichia coli,562.0,,,
241,CHEMBL615103,8,10413,Autocuration,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,,Escherichia coli,562.0,,,
242,CHEMBL615104,8,10413,Autocuration,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",B,,Escherichia coli,562.0,,,
243,CHEMBL615105,8,10413,Autocuration,,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,,,,
244,CHEMBL872866,8,10413,Autocuration,,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",B,,,,,,
245,CHEMBL615106,8,7587,Autocuration,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,Sus scrofa,9823.0,,,
246,CHEMBL615107,8,7587,Autocuration,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",B,,Sus scrofa,9823.0,,,
247,CHEMBL615108,8,7587,Autocuration,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",B,,Sus scrofa,9823.0,,,
248,CHEMBL615109,8,7587,Autocuration,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",B,,Sus scrofa,9823.0,,,
249,CHEMBL615110,8,7587,Autocuration,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,Sus scrofa,9823.0,,,
250,CHEMBL840105,8,7587,Autocuration,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,,Sus scrofa,9823.0,,,
251,CHEMBL615111,8,7587,Autocuration,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",B,,Sus scrofa,9823.0,,,
252,CHEMBL615112,8,7587,Autocuration,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",B,,Sus scrofa,9823.0,,,
253,CHEMBL615113,8,7587,Autocuration,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",B,,Sus scrofa,9823.0,,,
254,CHEMBL615114,8,7587,Autocuration,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",B,,Sus scrofa,9823.0,,,
255,CHEMBL615115,8,7587,Autocuration,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,Sus scrofa,9823.0,,,
256,CHEMBL615116,8,7587,Autocuration,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,,Sus scrofa,9823.0,,,
257,CHEMBL615698,8,7323,Autocuration,,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",B,,,,,,
258,CHEMBL615699,0,7587,Autocuration,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",B,,Sus scrofa,9823.0,,,
259,CHEMBL615700,0,7587,Autocuration,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",B,,Sus scrofa,9823.0,,,
260,CHEMBL615701,8,13750,Expert,,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,B,,Saccharomyces cerevisiae,4932.0,,,
261,CHEMBL615702,0,7662,Autocuration,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,,Rattus norvegicus,10116.0,,,
262,CHEMBL615703,0,7662,Autocuration,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,,Rattus norvegicus,10116.0,,,
263,CHEMBL615704,0,7662,Autocuration,,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",B,,Rattus norvegicus,10116.0,,,
264,CHEMBL615705,6,12211,Autocuration,,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,,,,
265,CHEMBL615706,6,12211,Autocuration,,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,,,,
266,CHEMBL615707,9,12211,Intermediate,,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,F,,Cavia porcellus,10141.0,,Ileum,
267,CHEMBL615708,8,12211,Expert,,Stimulatory activity of intragastric pressure was tested in the rat,F,,,,,,
268,CHEMBL615709,8,15453,Autocuration,,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,B,,,,,,
269,CHEMBL615710,0,11884,Autocuration,,Dose to reduce neuronal firing against 5-HT cells in rats (iv),F,,Rattus norvegicus,10116.0,,,
270,CHEMBL615711,8,7185,Autocuration,,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,F,,,,,,
271,CHEMBL615712,9,6876,Expert,,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,B,,Homo sapiens,9606.0,,,
272,CHEMBL836325,9,6876,Expert,,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,B,,Homo sapiens,9606.0,,,
273,CHEMBL615713,8,11863,Autocuration,,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,F,,,,,,
274,CHEMBL615714,8,11863,Autocuration,,Inhibition constant of high-affinity 5-HT uptake,B,,,,,,
275,CHEMBL615715,8,11863,Autocuration,,Michaelis-Menten constant was reported for high affinity transport of 5-HT,F,,,,,,
276,CHEMBL615716,8,11863,Autocuration,,Maximum rate was determined for high affinity transport of 5-HT,F,,,,,,
277,CHEMBL615717,4,4639,Autocuration,,Compound was tested for agonistic activity against 5-HT uptake,F,,,,,,
278,CHEMBL881818,8,15796,Expert,,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,B,,,,,,
279,CHEMBL884540,8,15796,Expert,,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,B,,Bos taurus,9913.0,,,
280,CHEMBL615718,5,12801,Autocuration,,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,B,,Rattus norvegicus,10116.0,,,
281,CHEMBL615719,4,12801,Autocuration,,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,B,,,,,,
282,CHEMBL615720,4,12120,Autocuration,,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,B,,,,,,
283,CHEMBL615721,4,12120,Autocuration,,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,B,,,,,,
284,CHEMBL615722,4,11963,Autocuration,,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,B,,,,,,
285,CHEMBL615723,8,11701,Autocuration,,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,F,,,,,,
286,CHEMBL615724,8,9995,Autocuration,,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,B,,,,,Hippocampus,
287,CHEMBL615725,8,9995,Autocuration,,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,B,,,,,Hippocampus,
288,CHEMBL615726,8,9995,Autocuration,,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,B,,,,,Hippocampus,
289,CHEMBL615727,8,16394,Autocuration,,Antagonistic activity at postsynaptic 5-HT1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (.26-3.52),F,In vivo,,,,,
290,CHEMBL615728,9,11574,Intermediate,,Effect on forskolin stimulated adenylate cyclase activity at 5-HT1D receptor of guinea pig substantia nigra.,F,,Cavia porcellus,10141.0,,,
291,CHEMBL857971,8,15779,Autocuration,,Binding affinity towards 5-HT1F (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,B,,,,,,CHO
292,CHEMBL615729,8,15363,Autocuration,,Compound was tested for the displacement of [125I]DOI from clone human 5-hydroxytryptamine 2A receptor,B,,,,,,
