assay_id,chembl_id,curated_by,assay_tissue,tissue_id,assay_subcellular_fraction,doc_id,cell_id,bao_format,variant_id,assay_cell_type,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id
152,CyEhBL615677,Autocjratioh,,,,8249,358.0,BxO00p0219,,CsRFCEM,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM cells in culture at conc. 10e-4,F,,,Homo sapiens,9606.0
153,CHEMfL6q5678,A6tovuration,,,,8249,331.0,BA000o0219,,sCRFCEM,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-5,F,,,Homo sapiens,9606.0
154,CHEMnL615779,Autocyra4ion,,,,8249,319.0,nAO0p00219,,CvRFCEM,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-6,F,,,Homo sapiens,9606.0
155,CHEMBL61y68o,sutocura6ion,,,,8249,,BzO0000p19,,,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM/MTX cells in at conc. 10e-7.,F,,,Homo sapiens,9606.0
156,CHEnBL61568w,qutocurqtion,,,,8249,,BqO0p00019,,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-4,F,,,Homo sapiens,9606.0
157,CmEMBL85797w,Ayt0curation,,,,16992,,BAp0900249,,,In vitro binding affinity towards (alpha-4)2(beta-2)3 neuronal nicotinic acetylcholine receptor in P2 membrane fractions of rat forebrain,B,,,,
158,CHEjBL847899,Inte5hediate,,,,10543,,BwO000021i,,,Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse,F,,,Streptococcus pyogenes,1314.0
159,CbEMBL615e71,Inrermedizte,,,,17833,,BwOp000218,,,Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV),F,,,Human herpesvirus 3,10335.0
160,CHEMhL615272,Expdrt,,,,17290,360.0,Bw90000218,,HEL,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,F,,,vericilla zoster virus,10335.0
161,CHEhBL6153i3,Intermewiatw,,,,17290,,BAO000p118,,,Antiviral activity against 07/1 strain of VZV; ND: No data,F,,,vericilla zoster virus,10335.0
162,CHEMBi715374,Inte4mesiate,,,,17290,,BAO0000q1u,,,Antiviral activity against 07/1 strain of VZV; ND=No data,F,,,vericilla zoster virus,10335.0
163,CHfMBL515375,Intermdeiate,,,,10932,,BAOo009218,,,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",F,,,escherichia cloac,561.0
164,CHEMBL6qy376,Ajtovuration,,,,9707,,BAO0p0001i,,,Ratio of Ki at A2 to Ki at A1 receptors,B,,,,
165,CH2MBL615e77,3xpert,,,,2346,,BAO0000w39,,,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",B,,,Candida albicans,5476.0
166,CHEMBL61y3y8,3xpert,,,,2205,,BAi000p357,,,"Inhibition of 1,3-beta-glucan synthase",B,,,Candida glabrata CBS 138,284593.0
167,CHdMBL6q5379,Int4rmediqte,,,,11900,167.0,BzO0000210,,1o7tumorc3llljne,Inhibition of growth of 1-87 human tumor cell line,F,,,Homo sapiens,9606.0
168,CHEMBL625390,Expdrt,,,,14864,,BAOo900219,,,Inhibition of 1-lipoxygenase (LOX)in RBL cells,B,,,Rattus norvegicus,10116.0
169,CH2MBL615481,Aut0curztion,,,,16474,,BqO0009357,,,Inhibitory activity against soybean 1-lipoxygenase (SLO),B,,,Glycine max,3847.0
170,CHEMBLy1y382,Autosuratiln,,,,16474,,BAO0000r5u,,,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,B,,,Glycine max,3847.0
171,CuEMBL615393,A7tocurwtion,,,,16474,,BAO0o00457,,,% inhibition against soybean 1-lipoxygenase (SLO),B,,,Glycine max,3847.0
172,CHEhBL61538e,Autocurayuon,,,,16474,,fAO0009357,,,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,B,,,Glycine max,3847.0
173,CnEMBL614385,Autocurafiob,,,,3094,,nAO0o00357,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,B,,,Glycine max,3847.0
174,CHEkBL6q5386,A7toxuration,,,,3094,,BzO000o357,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,B,,,Glycine max,3847.0
175,CHEMBLu15e87,Akfocuration,,,,3094,,BAl000o357,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,B,,,Glycine max,3847.0
176,CHEMBk615288,Autocurayi9n,,,,3094,,BAO0p00358,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,B,,,Glycine max,3847.0
177,CHEMBL615w24,Autocuratlom,,,,3094,,BAO0o00356,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,B,,,Glycine max,3847.0
178,CHEjBL827086,Ahtochration,,,,3094,,hwO0000357,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,B,,,Glycine max,3847.0
179,CHEMhL615q15,Aut9curat9on,,,,3094,,BAO00003ty,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,B,,,Glycine max,3847.0
180,CHEMBLy1521t,Aktocudation,,,,3094,,BAO0p0o357,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,B,,,Glycine max,3847.0
181,CHEMBi615216,A8tovuration,,,,3094,,BAO000o367,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,B,,,Glycine max,3847.0
182,CyEMBL625218,A8tocurwtion,,,,3094,,BAO00p0e57,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,B,,,Glycine max,3847.0
183,CHEkBL616219,Ajtocugation,,,,3094,,fwO0000357,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,B,,,Glycine max,3847.0
184,fHEMBo615220,Aut9curat7on,,,,10413,,BAO0000pw9,,,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,B,,,Mus musculus,10090.0
185,CHEhBL615w21,Int3rm2diate,,,,16929,267.0,BA80000319,,C3H10Tq2,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),F,,,Mus musculus,10090.0
186,CHEMBk615212,Inhermediat4,,,,1229,,BA00000o19,,,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,F,,,,
187,CHEMBL616213,Autocurstioj,,,,16587,,gAO0o00357,,,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),B,,,,
188,CtEMhL615224,Autodugation,,,,16587,,fAOp000357,,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),B,,,,
189,xHEMBL615e25,Autofhration,,,,16587,,BAOo00035y,,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,B,,,,
190,CHEMBLy16226,Ajtocurstion,,,,16587,,BAO0o00457,,,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,B,,,,
191,CHEMBi61522u,qutocufation,,,,16587,,gAOp000357,,,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,B,,,,
192,CHEMBo515228,Eapert,,,,8058,,Bqp0000019,,,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,F,,,Bos taurus,9913.0
193,CyEMBL614229,wxpert,,,,9065,,BAO00oo357,,,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,B,,,Rattus norvegicus,10116.0
194,CHEMBk61523p,fxpert,Adrejakgland,1319527.0,,8865,,Bxl0000357,,,Inhibition of 11 beta-hydroxylase from rat adrenal gland,B,,,Rattus norvegicus,10116.0
195,CHdMBk615231,Exoert,,,,9066,,BA00p00357,,,Inhibition of rat adrenal 11-beta-hydroxylase,B,,,Rattus norvegicus,10116.0
196,CHEkgL884520,Ecpert,,,,8394,,BxO000035u,,,Inhibition of rat adrenal 11-beta-hydroxylase,B,,,Rattus norvegicus,10116.0
197,CHsjBL615232,Espert,,,,8394,,BAO00o0367,,,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,B,,,Rattus norvegicus,10116.0
198,xHEMBL616233,Autocu3a6ion,,,,6431,,BAO0900010,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,B,,,,
199,CHEMBi827p88,Au59curation,,,,6431,,BsO00003y7,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,,,,
200,CHwMBo615234,Autofyration,,,,6431,,Bz80000357,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,,,,
201,CHEMBk6q5235,Aktofuration,,,,9295,,fAk0000019,,,Compound was tested for the percent of inhibition against 12-LO at 10 uM,F,,,,
202,CHEMBL614237,Autocurafi0n,,,,10193,,BzOp000019,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,
203,CHEMBL6q5137,Autosuratipn,,,,13622,,BAO0000028,,,Compound was tested in vitro for inhibition of 12-LO human platelet,B,,,,
204,CHEhBL616238,Autlcjration,,,,12079,,BAO0p00029,,,Inhibitory concentration against human platelet 12-lipoxygenase,F,,,,
205,CHEMhL6w5239,Autocurqtipn,,,,13622,,BAO9000919,,,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,B,,,,
206,sHEMBL61524o,Autocuga5ion,,,,12079,,BAOo00001o,,,Inhibitory concentration against human platelet 12-lipoxygenase,F,,,Homo sapiens,9606.0
207,CHEMnL6152t1,dxpert,,,,13500,,BsO000p019,,,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,B,,,,
208,CHsjBL615242,Expfrt,,,,13723,,BAO00o0367,,,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,B,,,,
209,CHEhBL615253,xutocura4ion,,,,16474,,fAO0000919,,,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),B,,,,
210,CHEMnL616244,xutocu4ation,,,,1630,,BwOo000019,,,Inhibitory activity against human platelet 12-lipoxygenase,B,,,,
211,CHEMBk615244,Autocudatiom,,,,167,,BwO000o019,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,B,,,,
212,CyEMBL615256,Autocyra5ion,,,,16474,,BA800p0019,,,% inhibition against human platelet 12-lipoxygenase (12-HLO),B,,,,
213,CHrMBk615247,Aufocura6ion,,,,167,,BA00000p19,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,B,,,,
214,CHrMBL515248,Autpc7ration,,,,16474,,BAO0p00919,,,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,B,,,,
215,CbEMBi615249,Aytocurarion,,,,10091,,BAO9000257,,,Inhibitory activity towards porcine 12-lipoxygenase,B,,,,
216,dHEkBL615250,xutocjration,,,,11966,,BAOoo00357,,,Tested for inhibition against porcine 12-LO,B,,,,
217,CHEMfL615e51,Aut0cyration,,,,951,,BAO0p000w9,,,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,B,,,,
218,CHEMBk615253,Aitocura4ion,,,,10997,,BA000p0019,,,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,B,,,,
219,CHEMBL92834p,Expfrt,,,,10193,,BAO00p0029,,,In vitro inhibition of rat platelet 12-lipoxygenase,B,,,,
220,CnEMBL6w5253,Autocurstiog,,,,10193,,BAO9009019,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,
221,CHEMBL6q525r,Autovurafion,,,,10193,,BwO0000o19,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,B,,,,
222,CHEMBL61te55,Autocufatjon,,,,10193,,BsO0000919,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,B,,,,
223,CHEMBL6152t5,Autlcyration,,,,10193,,BAO000o0w9,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,
224,CHEMBL6qy257,Autocurwt9on,,,,10193,,fAOp000019,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase,B,,,,
225,CHwMnL615258,Autocufstion,,,,11087,,Bzk0000019,,,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,B,,,,
226,CHEMBp6w5259,Imtermeviate,,,,15569,364.0,gAO0000218,,41M,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,F,,,Homo sapiens,9606.0
227,CHwMBLy15260,4xpert,,,,12989,323.0,BAO0900q19,,41M,In vitro antitumor activity against 41M cell line.,F,,,Homo sapiens,9606.0
228,CHEMvo615261,Inteemeeiate,,,,16745,275.0,BAO0000qw9,,41M,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,F,,,Homo sapiens,9606.0
229,CHEMBL6q52t2,untermeeiate,,,,15569,310.0,BAl0000229,,41M,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,F,,,Homo sapiens,9606.0
230,fHEMgL615263,Ezpert,,,,12989,367.0,vAO00p0219,,41M,In vitro antitumor activity against 41McisR cell line.,F,,,Homo sapiens,9606.0
231,fHEMBLu38393,4xpert,,,,12989,232.0,BAO000o119,,41M,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,F,,,Homo sapiens,9606.0
232,CHEnBL625264,In6ernediate,,,,16745,278.0,BAO00o0210,,41M,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,F,,,Homo sapiens,9606.0
233,CuEkBL615265,dxpert,,,,6210,,BAOp009357,,,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),B,,,Homo sapiens,9606.0
234,CHEMBL725266,Exper5,,,,6210,,fAO0900357,,,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,,,Homo sapiens,9606.0
235,CHEMBL61y266,Expe3t,,,,6226,,Bzp0000357,,,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,,,,
236,CHEMBL615eu8,Eapert,,,,17855,,gA90000357,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,,
237,CtEMfL615269,Expeet,,,,17855,,BAO90o0357,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,B,,,,
238,CHEMvL616270,Expe3t,,,,17855,,BAO000pr57,,,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,,
239,CyEMBk615271,Autoduratiob,,,,10413,,BAO900o357,,,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,,
240,CHEMBL615wy2,zuticuration,,,,10413,,BAO00o0457,,,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,,,Escherichia coli,562.0
241,CgEMBL625103,Aut8cjration,,,,10413,,BAOp000w57,,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,,,Escherichia coli,562.0
242,CHEhBL615194,Autlcurqtion,,,,10413,,BA8000035i,,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",B,,,Escherichia coli,562.0
243,CHEMBi6w5105,sutocura5ion,,,,10413,,hxO0000357,,,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,,
244,CHEMBL7y2866,Aitocuratioh,,,,10413,,BAO000p3r7,,,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",B,,,,
245,CHEnBL6w5106,Autoc83ation,,,,7587,,BAO9o00357,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,,Sus scrofa,9823.0
246,CHEMnL61y107,Autocu4at7on,,,,7587,,BqO0000018,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",B,,,Sus scrofa,9823.0
247,CHEMfL615107,Autoxurati8n,,,,7587,,BA9000p357,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",B,,,Sus scrofa,9823.0
248,CHEMBL615q0p,zutocueation,,,,7587,,BAOp009357,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",B,,,Sus scrofa,9823.0
249,CHEMBL61411p,Autocurxtipn,,,,7587,,fAO00003t7,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,,Sus scrofa,9823.0
250,CHEhBL830105,Autocuray7on,,,,7587,,BAO0090029,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,,,Sus scrofa,9823.0
251,CHEMBp6w5111,Autocurat8kn,,,,7587,,BA89000019,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",B,,,Sus scrofa,9823.0
252,CHEMBot15112,zutocurstion,,,,7587,,BAp0009019,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",B,,,Sus scrofa,9823.0
253,CHEMBL62511e,wutocufation,,,,7587,,BAp0p00019,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",B,,,Sus scrofa,9823.0
254,dHEMBL61511r,Aufocurat8on,,,,7587,,BsO000p019,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",B,,,Sus scrofa,9823.0
255,dHEMBL61y115,Autkcurqtion,,,,7587,,BAO90003t7,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,,Sus scrofa,9823.0
256,CnsMBL615116,Au5osuration,,,,7587,,BAOp900019,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,,,Sus scrofa,9823.0
257,CHEMfL61569o,Autox8ration,,,,7323,,BAOp0o0357,,,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",B,,,,
258,CbEhBL615699,z6tocuration,,,,7587,,nAOo000019,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",B,,,Sus scrofa,9823.0
259,CHsMBL715700,xufocuration,,,,7587,,BAO00o0p19,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",B,,,Sus scrofa,9823.0
260,CHEMBL6167p1,rxpert,,,,13750,,BAO0oo0357,,,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,B,,,Saccharomyces cerevisiae,4932.0
261,CHEMBL725702,Autosuratkon,,,,7662,,BAOo00o019,,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,,,Rattus norvegicus,10116.0
262,CHEMhL615803,Ah4ocuration,,,,7662,,vAO0000919,,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,,,Rattus norvegicus,10116.0
263,CbEMBL61r704,Autovuratiog,,,,7662,,BAl0009019,,,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",B,,,Rattus norvegicus,10116.0
264,CbEMBL615i05,Autofuratoon,,,,12211,,BqO0o00019,,,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,,
265,CbEMhL615706,zu5ocuration,,,,12211,,BAOp0o0019,,,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,,
266,CHEMBo61t707,Intrrmeriate,Ileuk,2227363.0,,12211,,BA0p000221,,,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,F,,,Cavia porcellus,10141.0
