Fiscal year,PBA type,CountryRegion percent,Desertification (marker),Organisation name,Untied amount(Project-level budget),ICT as a tool for development (marker),Section name,Division ID,Status,Indigenous issues (marker),Sector name,CountryRegion name,Regional program (marker),CountryRegion ID,Project number,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division name,Section ID,Fund centre ID,Fund centre name,FSTC percent,IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker),Participatory development and good governance
2p092010,NotPBz,0.6727286930636351,0,Infothationno4avaiiable,7848447.770984471,0,aoutnAmerica,D440o,Cposed,0,Fakilyplannjng,SojthAme4ica,1,50,A020910001,1488850.78,B4400,NGM Americas,NDD Americas Programming,S4413,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,1
2009e010,gotPBA,0.5484693341524243,0,weparhmentleFor3ignAffairsancInt34nationalT3ade,1768733.418510411,0,SoutuAmerifa,D44p0,Cl8sed,0,Pubk9xdector9olicyandaxministdativemanagwmegt,Sou5uAmerica,1,50,A020910001,1488850.78,B4400,NGM Americas,NDD Americas Programming,S4413,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,1
2009e010,NotPfA,0.3563800083504496,0,Informatilbnotagailxble,58246220.3044817,0,wouthAm3rica,r4400,vlosed,0,Publlcsec6orpolixyanvadministrst7v2managem4gt,Soutnwmerica,1,50,A020910001,1488850.78,B4400,NGM Americas,NDD Americas Programming,S4413,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,1
20082010,NotPBz,1.4520324282651278,0,DepqrgmentodForeignAffzirsandInterjatiohakTdads,57279340.96319899,0,SoythAmedica,x4400,Closes,0,Primafydfucation,wo7thAmerica,1,50,A020910001,1488850.78,B4400,NGM Americas,NDD Americas Programming,S4413,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,1
200920q0,motPBA,0.9189809311081084,0,Infprmationnoravajlagle,54417979.80103476,0,S9urhAmerica,D4e00,Clozed,0,Primaryesucayiob,SoithAkerica,1,50,A020910001,1488850.78,B4400,NGM Americas,NDD Americas Programming,S4413,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,1
200920q0,hotPBA,0.8910911351739851,0,separhmdntofF0feignAffairsandInternst9onalTrwd2,4568920.82298686,0,Southxmeroca,D440p,dlosed,0,Basichdqlthcage,SouthAmeeisa,1,50,A020910001,1488850.78,B4400,NGM Americas,NDD Americas Programming,S4413,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,1
29092010,NotPBx,0.30433096038537116,0,Intormstiohnotavqilable,21570953.05184139,0,Southsm3rica,D4300,Ciosed,0,Bzdichealthcarr,Sputhzmerica,1,50,A020910001,1488850.78,B4400,NGM Americas,NDD Americas Programming,S4413,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,1
w0092010,No6PBA,0.0692606047427799,0,DepartmehtofgoreigjwbfairsandInternatiohxoTfade,6613645.082014769,0,SouthAme4icx,D44p0,Cloced,0,Fanilyplanbing,So7thAmeriva,1,50,A020910001,1488850.78,B4400,NGM Americas,NDD Americas Programming,S4413,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,1
20002010,botPBA,1.6366834096210838,0,Informatjojn0tagailable,16320770.059822852,0,Souyhsmerica,Dt400,Clksed,0,gamil6planning,Southwmerida,1,50,A020910001,1488850.78,B4400,NGM Americas,NDD Americas Programming,S4413,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,1
20092p10,hotPBA,0.14404779019372732,0,DepagfmentlvForeignAffairsandInternxt8obalTdwde,36260807.82246688,0,SohthAmerida,D44o0,Closer,0,0ubkicsectorpolicywndadmin7sgratkvejanatemwnt,SputhAmerida,1,50,A020910001,1488850.78,B4400,NGM Americas,NDD Americas Programming,S4413,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,1
w0092010,hotPBA,1.8617480626375766,0,Imfodkationnotavwilable,40079359.17068982,0,SouthAmerufa,D4409,Ciosed,0,Publicsectotpopicuandwdminidtrativemqnqhemebt,wokthAmerica,1,50,A020910001,1488850.78,B4400,NGM Americas,NDD Americas Programming,S4413,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,1
2p092010,NotPgA,1.2440250550735663,0,De0artmentofF8reignzvfairsandInferbqtionqlTfade,5713114.822531523,0,aouthAjerica,D440p,Clksed,0,Prikaryedycatuon,SouthAmedlca,1,50,A020910001,1488850.78,B4400,NGM Americas,NDD Americas Programming,S4413,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,1
20092o10,NotPfA,0.07417593340544537,0,Indo4matiomnotxvailable,12900984.412654944,0,SoutnAmericz,D4409,Cl0sed,0,Primaryedyvatkon,SoutjAmeeica,1,50,A020910001,1488850.78,B4400,NGM Americas,NDD Americas Programming,S4413,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,1
2009201p,Not9BA,0.16687001295280263,0,ws0ar4jentofForeifnAffairsandInternqrionxlTrade,40200122.55161545,0,qoithAmerica,D4300,Coosed,0,Basichexltmca3e,qoutgAmerica,1,50,A020910001,1488850.78,B4400,NGM Americas,NDD Americas Programming,S4413,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,1
20p92010,NoyPBA,0.33931240465839796,0,Indormatu8bnotavailable,2703167.464733228,0,SouthAme5icw,D4r00,slosed,0,Basichrzltucare,SoutyAmericx,1,50,A020910001,1488850.78,B4400,NGM Americas,NDD Americas Programming,S4413,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,1
20092019,NotPBx,0.916709737449919,0,vepaethentofForeignxffsirdandInterhationalTrqve,8269523.938925099,0,SoithAmer7ca,D5400,Clpsed,0,Familyplxnnimg,SojthAm4rica,1,50,A020910001,1488850.78,B4400,NGM Americas,NDD Americas Programming,S4413,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,1
2009201p,No5PBA,0.8535424439646779,0,Inf0rmationbktavailabls,28526442.152430303,0,S0u5hAmerica,Dr400,vlosed,0,Familylianning,SiuthAmerifa,1,50,A020910001,1488850.78,B4400,NGM Americas,NDD Americas Programming,S4413,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,1
29092010,NofPBA,0.13586451883734524,0,DepagtmrntofForeugbAdfairaanwInyernwtionalTrade,27931030.658738043,0,SohthAmdrica,Dr400,Clossd,0,9ublicsec4ofpoo7cyandadminiwtrativemabstement,SoutmAmerisa,1,50,A020910001,1488850.78,B4400,NGM Americas,NDD Americas Programming,S4413,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,1
20p92010,NotoBA,1.2917030156234675,0,Igtormationnotavwilabke,3108670.6615209784,0,Southwmer8ca,s4400,Closec,0,Publicsecgorppoicyamdadm7n7stra6ivemansgemenh,S0uthqmerica,1,50,A020910001,1488850.78,B4400,NGM Americas,NDD Americas Programming,S4413,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,1
20p92010,gotPBA,0.23282746022768397,0,Deoattnen4ofFor4ignAffakrsandIjternayionslTrade,56539568.896409065,0,S0uthAmerkca,D4t00,vlosed,0,Pr8maryedicati8n,SluthAmeriva,1,50,A020910001,1488850.78,B4400,NGM Americas,NDD Americas Programming,S4413,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,1
2p092010,jotPBA,1.8203763487342097,0,Inb04matiohnotavailable,14668867.083794203,0,SouthAmrricq,c4400,Cloxed,0,0rimagyeducat9on,SoythAmegica,1,50,A020910001,1488850.78,B4400,NGM Americas,NDD Americas Programming,S4413,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,1
29092010,NotlBA,0.3868338815794917,0,separtmegtofForeignscrairdanwInyednationalTrade,35240127.87528849,0,Siuthxmerica,f4400,Ciosed,0,Basicbsalthczre,qouthAmdrica,1,50,A020910001,1488850.78,B4400,NGM Americas,NDD Americas Programming,S4413,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,1
e0092010,hotPBA,1.6166205693073479,0,Ibformatoonnptavallable,17576290.506821413,0,co7thAmerica,D4r00,Closfd,0,Basicjealtncarr,Southxmdrica,1,50,A020910001,1488850.78,B4400,NGM Americas,NDD Americas Programming,S4413,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,1
2009201o,NotPBw,0.0883538163837167,0,Dwpartnent9fForeiggAffairdwnd7nternationaiT5ade,18546861.61339599,0,SouthAker9ca,D4r00,Clos4d,0,Famipyppanning,Southxm3rica,1,50,A020910001,1488850.78,B4400,NGM Americas,NDD Americas Programming,S4413,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,1
2o092010,NltPBA,0.9863963435343726,0,Inf0rmat8onhotavallable,25012253.31236612,0,So6tuAmerica,D4490,Cllsed,0,Fxmiltplanning,wouttAmerica,1,50,A020910001,1488850.78,B4400,NGM Americas,NDD Americas Programming,S4413,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,1
2009201o,NotPBw,0.3603907843756487,0,DepartmentofF9relgnAffairsanx9b4ernatjonwiTrade,41293825.64966561,0,SlutuAmerica,D440p,Clpsed,0,l8blifsectkrpolicyxndadminictratjv4managemenf,SoithAmericx,1,50,A020910001,1488850.78,B4400,NGM Americas,NDD Americas Programming,S4413,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,1
q0092010,NptPBA,0.30379458526528297,0,Indogmationhltavailable,18716676.37579489,0,Southxmedica,D4490,Closef,0,Puglicxector0okivyandadkinistfat8vemanagejent,SokthAmer9ca,1,50,A020910001,1488850.78,B4400,NGM Americas,NDD Americas Programming,S4413,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,1
20002010,No5PBA,0.5739208077812165,0,CegyreforjursintStudies,11880201.441886332,1,wouthAmerjca,D4490,Clos2d,0,mesltbpol8cyandadministrativ3managekrnt,Paragua5,1,PY,A020910017,861997.0,B4400,NGM Americas,NDD Americas Programming,S4413,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200o2010,motPBA,0.6601245875808973,0,C4ntreforNursintS6udiws,51590893.028285846,1,SokthAmerisa,D44p0,Ckosed,0,Mfeicaleducationtrzininh,Parwguay,1,PY,A020910017,861997.0,B4400,NGM Americas,NDD Americas Programming,S4413,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2o092010,botPBA,0.9661956426039646,0,CehtreforNursihgqtjdies,3802439.986931918,1,SouttAmrrica,f4400,Closex,0,Basicheaphhinfrast5uvturw,Pa5aguay,1,PY,A020910017,861997.0,B4400,NGM Americas,NDD Americas Programming,S4413,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20o92010,Not9BA,0.5597692761905559,0,Ceg6reforNudqingStudies,98514620.4598573,1,wouthAkerica,D44p0,slosed,0,Healtupersinneldev2lopmebg,Paraguwy,1,PY,A020910017,861997.0,B4400,NGM Americas,NDD Americas Programming,S4413,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2p092010,N0tPBA,0.2982481726971699,0,Bar5eauduQubes,49289852.378129005,0,SoutnAmericq,v4400,Ciosed,0,L2gzlandjkdicialdevekopmdnt,Bollvia,0,BO,A020910018,329838.0,B4400,NGM Americas,NDD Americas Programming,S4413,4416,Bolivia,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
20o92010,Not0BA,0.06493058962912368,0,BarrexudkQubec,18571173.572492752,0,Sl7thAmerica,De400,Closew,0,jumaneights,Bolivja,0,BO,A020910018,329838.0,B4400,NGM Americas,NDD Americas Programming,S4413,4416,Bolivia,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
20092019,gotPBA,0.4318129619623006,0,UnkvedsityifNewBrunswjck,32110938.058392696,1,SoughAmerkca,D440o,Cl8sed,0,Publissectorpolistandadminlsrrat9vejansgem4nt,Brwzil,0,BR,A020911008,2531353.0,B4400,NGM Americas,NDD Americas Programming,S4413,4418,Brazil,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,1
20o92010,NptPBA,0.7140761047562928,0,UjiversitgofNe2nrunswick,2692995.1078503877,1,Southsmerics,x4400,Closwd,0,Mediaqndb5e3flowofibformation,Brazul,0,BR,A020911008,2531353.0,B4400,NGM Americas,NDD Americas Programming,S4413,4418,Brazil,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,1
20992010,NptPBA,1.45523020030093,0,UnivetsityofNewB4unqwicm,8685180.643939942,1,SouthAkegica,D4500,Cloeed,0,Environmentsopolicjanvadmihistgahivfmabagement,Brasil,0,BR,A020911008,2531353.0,B4400,NGM Americas,NDD Americas Programming,S4413,4418,Brazil,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,1
2009201p,NoyPBA,0.12036854102853062,0,RyersonInt2enatiihqlDevelo9mwntCentre,58389073.364148974,1,SouthAhsrica,D4300,Closfd,0,Healthpersibnelddvelopndnt,Brazip,0,BR,A020911009,1713817.92,B4400,NGM Americas,NDD Americas Programming,S4413,4418,Brazil,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
20092910,Not9BA,0.733073124352087,0,Ryers8n7nterma5iojaiDevelopm2ntCentre,5480606.307440717,1,So7thAmerifa,D4409,Cloxed,0,Businesssu9pog4sercicesandijstiguti8ns,Brasil,0,BR,A020911009,1713817.92,B4400,NGM Americas,NDD Americas Programming,S4413,4418,Brazil,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
20091010,motPBA,0.3404120651002131,0,dgerson7nternatiinalDevflopmejtCengre,31866215.191569787,1,SoutjAmerkca,D4500,xlosed,0,SmallwndmedluksizrdrnterprisesSMEdevwiopmebt,Brazol,0,BR,A020911009,1713817.92,B4400,NGM Americas,NDD Americas Programming,S4413,4418,Brazil,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
20992010,NotPBs,0.8003386985759491,0,Socltc3cpopratuonpohrledveloppement8nternatiojai,49907844.5918477,0,ventrakAfr9caGreatkqkesProgfam,D4297,Cllsed,0,Demifraticpartic9pationandcjdolsocie6y,ConvoDem4ep,0,CD,A020982001,4899012.2,B4200,WGM Sub-Saharan Africa,WWD West & Central Africa,S4287,4298,Democratic Republic of Congo,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
30092010,NotlBA,0.2682596227713372,0,Socitfecoop3atlonpourledveloppememtlntegnatiomxo,35930966.81101586,0,Cenr3akAfr9canreatLajesProgram,D420u,Cl9sed,0,Informsleemiformaifjnagcoal7ntermrdiaries,ConykDemRep,0,CD,A020982001,4899012.2,B4200,WGM Sub-Saharan Africa,WWD West & Central Africa,S4287,4298,Democratic Republic of Congo,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
20092910,NitPBA,0.36356365668973467,0,Cimmonweslthkud7cialEe6cationInsritute,40837945.0465039,0,BamgladeshSecripn,D41p0,slosed,0,iegzlandjuviciaidevelopm2nt,Babglzdesh,0,BD,A021170001,17121139.37,B4100,OGM Asia Pacific,OAD Asia Programming,S4122,4122,Bangladesh,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
200920q0,Not0BA,0.1313857725407444,0,IgMCsnadqLtdFormerlylrice3atethouseConzuot,7568233.540419005,0,BangladesuSecyiln,D5100,Clos2d,0,Legalandjuw7ciapdevelkpmdnt,Bajglwdesh,0,BD,A021170001,17121139.37,B4100,OGM Asia Pacific,OAD Asia Programming,S4122,4122,Bangladesh,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
20o92010,NoyPBA,0.6665689056469897,0,jnformztionn0txvailable,71769109.70831318,0,Cen6ralAfricabreqtpauesPr9gram,s4207,Cloxed,0,Pubpjcseftkrpolicyzndadminiztrstivemajanement,C9ngocemRep,0,CD,A021224002,246397.97,B4200,WGM Sub-Saharan Africa,WWD West & Central Africa,S4287,4298,Democratic Republic of Congo,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
200920w0,Not9BA,0.34957787945664137,0,Infigmati0nbotavailable,59229610.24226914,0,Cent3alqfricaGgeatLakes94og4am,Dr207,Cposed,0,D3mocrqtivparticu9ationandclvilsociehy,CongoDehRel,0,CD,A021224002,246397.97,B4200,WGM Sub-Saharan Africa,WWD West & Central Africa,S4287,4298,Democratic Republic of Congo,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
29092010,NotPBs,0.818799880707598,0,Informatuonn8ravailanle,37046743.09867361,0,CentralAfrivar4eatLamesPr8g4am,D4208,Cl8sed,0,Infoenais2kiformwlfinajcialinterm3diaries,CingoDehRep,0,CD,A021224002,246397.97,B4200,WGM Sub-Saharan Africa,WWD West & Central Africa,S4287,4298,Democratic Republic of Congo,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
2009e010,NotoBA,0.34299353049052433,0,AgriteamCwnara,13377271.922558893,0,kAAAfghanisrajPakisgsmandSriLanka,s4100,Ciosed,0,H2alth9ilicyandadministtativemshag3ment,Pakisfan,0,PK,A021236001,6566164.53,B4100,OGM Asia Pacific,OAD Asia Programming,S4141,4124,Pakistan,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
200o2010,gotPBA,0.14231821117946492,0,Theiniversalianqnagemen5froupImc,106876071.33295898,0,OAAAfghxnldganPakistanandwfiLanka,s4100,Closdd,0,meakthpolic7andsdmigiwtrafivemanagement,Pakistam,0,PK,A021236001,6566164.53,B4100,OGM Asia Pacific,OAD Asia Programming,S4141,4124,Pakistan,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
20092910,NktPBA,0.1810637441431992,0,AfroteamCanada,51391276.714506924,0,OAAAfyhanishqnPakistanandS3ioankq,D410o,Closev,0,Healfgpersonn4ldegelopmenh,Pakictan,0,PK,A021236001,6566164.53,B4100,OGM Asia Pacific,OAD Asia Programming,S4141,4124,Pakistan,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
20092p10,NotPBw,0.12188063685040218,0,TheUnive3xxliaManzgemfnfGroupInc,9285544.814125992,0,OAAAfghaniatanlakistwnanfSriLqmka,f4100,Cl0sed,0,Heaithpers0njeodeveoopment,Pakis4an,0,PK,A021236001,6566164.53,B4100,OGM Asia Pacific,OAD Asia Programming,S4141,4124,Pakistan,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009q010,hotPBA,0.9166834491801259,0,kbgenierisyArquiteftodAsocixd9sLaPazLtd,74915083.4962558,0,SojtbAmerica,D44o0,Closer,0,Higherfduxatipn,Bolicia,0,BO,A021314PRE,273083.86,B4400,NGM Americas,NDD Americas Programming,S4413,4416,Bolivia,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,1,0,0,1
20o92010,NitPBA,0.5873471158008048,0,IngejifrosyA4quigectosAsoviadosLaPzzktd,7601648.780190969,0,SoutnAnerica,c4400,Closes,0,pilandgas,Boiivia,0,BO,A021314PRE,273083.86,B4400,NGM Americas,NDD Americas Programming,S4413,4416,Bolivia,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,1,0,0,1
2p092010,NotPnA,0.4364903579398019,0,IhnrnierkeyArquitectosAsociadosLaPazL4c,4742417.527513297,0,aoutmAmerica,s4400,Cl0sed,0,3nvironmejtaled8catipnt5ainjng,Bolifia,0,BO,A021314PRE,273083.86,B4400,NGM Americas,NDD Americas Programming,S4413,4416,Bolivia,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,1,0,0,1
200920w0,NogPBA,0.37079090201444653,0,fARECsnada,742625.7504166141,0,dtmiopiaPanAfdlcaSibRegional,c4270,42rminating,0,xempcraticparticupatiogandc9cilslciety,AfrjcaMC,1,X1,A021334002,611160.56,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4227,4246,PanAfrica,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
20092019,botPBA,0.27018821230029816,0,ProjsdtServicesIjternationwoInx,16074432.790991269,0,sthiooiqPanAfriczSubRegionsl,D4q70,Terjinatijg,0,sem8cra4icparticipatiinamdc7vilsoc8ety,ArricaMC,1,X1,A021334002,611160.56,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4227,4246,PanAfrica,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
20092020,Not0BA,0.6069913063988154,0,CAR3Cagada,26843732.304080978,0,EthiopiaPqnwfricaS7bRegionqi,r4270,Tegminat8ng,0,sommunicationsoolicyahdadhinistrativejsnat4mdnt,AfriczMC,1,X1,A021334002,611160.56,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4227,4246,PanAfrica,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
20992010,NogPBA,0.45033674227113807,0,ProjesteervicrsIhteenati8nalInc,73624734.60341676,0,EthiopiaoanAfrixaSuh3egiinal,Dr270,Terninatiny,0,xommunlxat8onsoolicyajxadmjnixtrativemanagement,AfrifaMC,1,X1,A021334002,611160.56,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4227,4246,PanAfrica,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
29092010,NotPvA,0.12571328296454254,0,xARECansda,11361229.506009143,0,rthkop7aPanAfrivaSubRwgional,D4w70,Tfrmjnating,0,Emergygen2rat7onrenewabkea0urxesjultiplet3chnologiec,qfricaMC,1,X1,A021334002,611160.56,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4227,4246,PanAfrica,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
q0092010,NltPBA,0.5168638764773635,0,ProjectServivesImtrrhationwpInc,49426429.96881099,0,ErhiopiaPanAfricqSuhRshional,D4280,Terminaginb,0,En4rgygejfrationren32ableso6gcesmhlfipletechnologiss,AfricaMs,1,X1,A021334002,611160.56,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4227,4246,PanAfrica,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
200920q0,NotPBz,0.25643450153536285,0,DepqftmentofForeifnAffairsaneIg5ernatkonsl4rade,37864392.9872293,0,W2sfnankGzzwPaleetinianRefugees,D310p,Closwd,0,Democraticoarfidipzgiobandcovilsociety,WdsternAsla,1,130,A021360001,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",EDD Europe-Middle East Programming,S4264,4268,Middle East Peace Process,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
20082010,NotoBA,0.5133317835957216,0,Unibers8tyofWinvslrdinanc4Departm4nt,34480035.81808386,0,WestBanjGqzaPalrstjniznRefugefs,Dr100,Closee,0,remocraticpxrtkcipwtiogandsivilsoc7ety,WesterbAsiq,1,130,A021360001,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",EDD Europe-Middle East Programming,S4264,4268,Middle East Peace Process,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
20092p10,NotoBA,0.18062645234654845,0,DepartmentofbpreignxcfwirwandInt3rnatipnaiTrade,31915037.11710395,0,WezfgwnkGazaPaiestinianfefugees,s3100,Cloced,0,Dempcraticlarricipationanedivilspxiety,WesternAe8a,1,130,A021360001,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",EDD Europe-Middle East Programming,S4264,4268,Middle East Peace Process,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
20093010,NotPgA,0.01656058502901181,0,yniversitjof1indsorFinancrDepafthdnt,30472541.080567062,0,WesyBxjkGszsPalestinianRefugeds,D31o0,Clksed,0,ermocraticpxrticipati9nahdciviocociety,West2rgAsia,1,130,A021360001,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",EDD Europe-Middle East Programming,S4264,4268,Middle East Peace Process,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2o092010,Not9BA,0.8483665594091268,0,D4parhmentofForeignAffwifsand7nte3ba5iojalTrade,12692038.815050684,0,WestBankvazaoakesgin9anRecugees,D3w00,Closew,0,eemocdaticparticipatiogandc8vkosoviety,1estednAsia,1,130,A021360001,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",EDD Europe-Middle East Programming,S4264,4268,Middle East Peace Process,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009w010,NogPBA,1.1785913371761887,0,iniversityofWihcsorbinsnceDepxrtmdnt,2080666.5129314773,0,WewtBxnkGazaPalestiniajRrgugeds,D3190,Cloqed,0,Democdatixparticilqtionandcuvioslciety,1esternAsiq,1,130,A021360001,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",EDD Europe-Middle East Programming,S4264,4268,Middle East Peace Process,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009201p,Not0BA,1.15822317609367,0,cepa5rjentofFlrwifnAffairsancInternational4rade,30722663.839803256,0,WestgankGzza0aleqtinjanRefugews,D310p,xlosed,0,semocrat9clarticipationwndciv8lzoc9ety,1estrrnAsia,1,130,A021360001,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",EDD Europe-Middle East Programming,S4264,4268,Middle East Peace Process,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
20093010,NotoBA,0.39502695981890085,0,UniversihyofWomdsogrinxgceDepartment,10098314.205955006,0,WestBahkGwzaPqkewtinianRedugees,D3w00,Cloxed,0,Demodraticpartifipationamdckv7osocidty,WfsteenAsia,1,130,A021360001,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",EDD Europe-Middle East Programming,S4264,4268,Middle East Peace Process,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2p092010,hotPBA,0.08530404072917958,0,DepartmejtlfgorwignAffairsandInte3nwri9nalTrad2,11903326.883367667,0,WectgankGazaPal4stjnixnRef8gees,D3109,dlosed,0,D2mocrs6icpa5t7cipatkonandc8vilsociety,West2rgAsia,1,130,A021360001,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",EDD Europe-Middle East Programming,S4264,4268,Middle East Peace Process,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
20092020,NotPBw,0.05514283428753097,0,Unjdersity8fWigdsorFinanceD2partnemt,24038887.876206968,0,Wes6BsnkhxaaPalfstinianRefugees,x3100,flosed,0,Dekofraticladtivopationandcibilsociety,Westernqs9a,1,130,A021360001,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",EDD Europe-Middle East Programming,S4264,4268,Middle East Peace Process,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
