assays_assay_id,assays_assay_organism,assays_tid,assays_tissue_id,assays_assay_category,assays_src_id,assays_assay_test_type,assays_src_assay_id,assays_curated_by,assays_doc_id,assays_description,assays_assay_subcellular_fraction,assays_relationship_type,assays_assay_cell_type,assays_assay_type,assays_assay_strain,assays_chembl_id,assays_cell_id,assays_bao_format,assays_variant_id
7673,Rattus norvegicus,50597,2106.0,,1,,,Intermediate,10130,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in spleen; Expressed as percent dose/organ,,N,,A,,CHEMBL624663,,BAO_0000218,
7674,Rattus norvegicus,50597,2046.0,,1,,,Intermediate,10130,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in thyroid; Expressed as percent dose/organ,,N,,A,,CHEMBL625963,,BAO_0000218,
7675,Rattus norvegicus,50597,955.0,,1,,,Intermediate,10130,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in brain; Expressed as percent dose/organ,,N,,A,,CHEMBL876799,,BAO_0000218,
7676,Rattus norvegicus,50597,2048.0,,1,,,Intermediate,10130,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in lung; Expressed as percent dose/organ,,N,,A,,CHEMBL626133,,BAO_0000218,
7677,Rattus norvegicus,50597,,,1,,,Intermediate,10130,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in skin; Expressed as percent dose/organ,,N,,A,,CHEMBL626134,,BAO_0000218,
7678,Rattus norvegicus,50597,,,1,,,Intermediate,6295,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,,N,,A,,CHEMBL626135,,BAO_0000218,
7679,Rattus norvegicus,50597,,,1,,,Intermediate,6296,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,,N,,A,,CHEMBL626136,,BAO_0000218,
7680,Rattus norvegicus,50597,,,1,,,Intermediate,6296,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg; Below detection limit,,N,,A,,CHEMBL626137,,BAO_0000218,
7681,Rattus norvegicus,50597,,,1,,,Intermediate,6295,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,,N,,A,,CHEMBL626138,,BAO_0000218,
7682,Rattus norvegicus,50597,,,1,,,Intermediate,6296,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,,N,,A,,CHEMBL626139,,BAO_0000218,
7683,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,17260,C max at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,,N,,A,,CHEMBL626140,,BAO_0000218,
7684,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,17260,C max at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,,N,,A,,CHEMBL626141,,BAO_0000218,
7685,Rattus norvegicus,50597,,,1,,,Intermediate,17686,C24h in rat p.o. at 20 mg/kg concentration,,N,,A,,CHEMBL626142,,BAO_0000218,
7686,Rattus norvegicus,50597,2385.0,,1,In vivo,,Intermediate,9866,Biodistribution in normal rat muscle in the presence of 0.005 M Gd/0.01 M lig at 2 hr,,N,,A,,CHEMBL627930,,BAO_0000218,
7687,Rattus norvegicus,50597,2385.0,,1,In vivo,,Intermediate,9866,Biodistribution in normal rat muscle in the presence of 0.01 M Gd/0.05 M lig,,N,,A,,CHEMBL627931,,BAO_0000218,
7688,Rattus norvegicus,50597,2385.0,,1,In vivo,,Intermediate,9866,Biodistribution in normal rat muscle in the presence of NAC Gd 0.01 M lig at 2 hr,,N,,A,,CHEMBL627932,,BAO_0000218,
7689,Rattus norvegicus,50597,2106.0,,1,In vivo,,Intermediate,9866,Biodistribution in normal rat spleen in the presence of 0.005 M Gd/0.01 M lig at 2 hr,,N,,A,,CHEMBL627933,,BAO_0000218,
7690,Rattus norvegicus,50597,2106.0,,1,In vivo,,Intermediate,9866,Biodistribution in normal rat spleen in the presence of 0.01 M Gd/0.05 M lig,,N,,A,,CHEMBL627934,,BAO_0000218,
7691,Rattus norvegicus,50597,2106.0,,1,In vivo,,Intermediate,9866,Biodistribution in normal rat spleen in the presence of NAC Gd 0.01 M lig at 2 hr,,N,,A,,CHEMBL627935,,BAO_0000218,
7692,Rattus norvegicus,50597,178.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat blood in the presence of 0.001 M/0.008 M GdDTPA-AEP,,N,,A,,CHEMBL627936,,BAO_0000218,
7693,Rattus norvegicus,50597,178.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat blood in the presence of 0.01 M GdDTPA-BDP,,N,,A,,CHEMBL627937,,BAO_0000218,
7694,Rattus norvegicus,50597,178.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat blood in the presence of 0.01 M/0.01 M GdDTPA-AEP,,N,,A,,CHEMBL627938,,BAO_0000218,
7695,Rattus norvegicus,50597,178.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat blood in the presence of 0.05 M Gd/0.15 M lig,,N,,A,,CHEMBL627939,,BAO_0000218,
7696,Rattus norvegicus,50597,178.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat blood in the presence of 0.05 M GdDTPA-BDP,,N,,A,,CHEMBL627940,,BAO_0000218,
7697,Rattus norvegicus,50597,178.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat blood in the presence of 0.05 M/0.05 M GdDTPA-AEP,,N,,A,,CHEMBL627941,,BAO_0000218,
7698,Rattus norvegicus,50597,178.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat blood in the presence of 0.05 M/0.08 M GdDTPA-HPDP,,N,,A,,CHEMBL876800,,BAO_0000218,
7699,Rattus norvegicus,50597,178.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat blood in the presence of 0.10 M GdDTPA-BDP,,N,,A,,CHEMBL627942,,BAO_0000218,
7700,Rattus norvegicus,50597,178.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat blood in the presence of 0.10 M/0.11 M GdDTPA-AEP,,N,,A,,CHEMBL627943,,BAO_0000218,
7701,Rattus norvegicus,50597,178.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat blood in the presence of 50 Gd/kg at 15 min,,N,,A,,CHEMBL627944,,BAO_0000218,
7702,Rattus norvegicus,50597,178.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat blood in the presence of 50 Gd/kg at 2 hr,,N,,A,,CHEMBL627945,,BAO_0000218,
7703,Rattus norvegicus,50597,178.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat blood in the presence of 50 Gd/kg at 6 hr,,N,,A,,CHEMBL628584,,BAO_0000218,
7704,Rattus norvegicus,50597,178.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat blood in the presence of GdDTPA at 15 min,,N,,A,,CHEMBL628585,,BAO_0000218,
7705,Rattus norvegicus,50597,178.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat blood in the presence of GdDTPA at 1 hr,,N,,A,,CHEMBL628586,,BAO_0000218,
7706,Rattus norvegicus,50597,178.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat blood in the presence of GdDTPA at 30 min,,N,,A,,CHEMBL628587,,BAO_0000218,
7707,Rattus norvegicus,50597,178.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat blood in the presence of GdDTPA at 4 hr,,N,,A,,CHEMBL628588,,BAO_0000218,
7708,Rattus norvegicus,50597,178.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat blood in the presence of GdDTPA-BDP at 15 min,,N,,A,,CHEMBL628589,,BAO_0000218,
7709,Rattus norvegicus,50597,178.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat blood in the presence of GdDTPA-BDP at 30 min,,N,,A,,CHEMBL625304,,BAO_0000218,
7710,Rattus norvegicus,50597,178.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat blood in the presence of GdDTPA-BDP at 4 hr,,N,,A,,CHEMBL625305,,BAO_0000218,
7711,Rattus norvegicus,50597,178.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat blood in the presence of GdDTPA-BDPat 1 hr,,N,,A,,CHEMBL625306,,BAO_0000218,
7712,Rattus norvegicus,50597,178.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 15 min,,N,,A,,CHEMBL625307,,BAO_0000218,
7713,Rattus norvegicus,50597,178.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 30 min,,N,,A,,CHEMBL625308,,BAO_0000218,
7714,Rattus norvegicus,50597,178.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 4 hr,,N,,A,,CHEMBL627740,,BAO_0000218,
7715,Rattus norvegicus,50597,178.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat blood in the presence of GdDTPA-HPDPat 1 hr,,N,,A,,CHEMBL627741,,BAO_0000218,
7716,Rattus norvegicus,50597,178.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat blood in the presence of NAC Gd/0.01 M GdDTPA-HPDP,,N,,A,,CHEMBL627742,,BAO_0000218,
7717,Rattus norvegicus,50597,178.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat blood in the presence of NCA Gd/0.01 M lip,,N,,A,,CHEMBL627743,,BAO_0000218,
7718,Rattus norvegicus,50597,178.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat blood in the presence of NCAGd/0.01 M lig,,N,,A,,CHEMBL627744,,BAO_0000218,
7719,Rattus norvegicus,50597,10000001.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat bone in the presence of 0.01 M GdDTPA-BDP,,N,,A,,CHEMBL627745,,BAO_0000218,
7720,Rattus norvegicus,50597,10000001.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat bone in the presence of 0.01 M/0.01 M GdDTPA-AEP,,N,,A,,CHEMBL627746,,BAO_0000218,
7721,Rattus norvegicus,50597,10000001.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat bone in the presence of 0.01 M/0.08 M GdDTPA-AEP,,N,,A,,CHEMBL627747,,BAO_0000218,
7722,Rattus norvegicus,50597,10000001.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat bone in the presence of 0.05 M Gd/0.15 M lig,,N,,A,,CHEMBL876810,,BAO_0000218,
7723,Rattus norvegicus,50597,10000001.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat bone in the presence of 0.05 M GdDTPA-BDP,,N,,A,,CHEMBL627748,,BAO_0000218,
7724,Rattus norvegicus,50597,10000001.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat bone in the presence of 0.05 M/0.05 M GdDTPA-AEP,,N,,A,,CHEMBL627749,,BAO_0000218,
7725,Rattus norvegicus,50597,10000001.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat bone in the presence of 0.05 M/0.08 M GdDTPA-HPDP,,N,,A,,CHEMBL627750,,BAO_0000218,
7726,Rattus norvegicus,50597,10000001.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat bone in the presence of 0.10 M GdDTPA-BDP,,N,,A,,CHEMBL618728,,BAO_0000218,
7727,Rattus norvegicus,50597,10000001.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat bone in the presence of 0.10 M/0.11 M GdDTPA-AEP,,N,,A,,CHEMBL618729,,BAO_0000218,
7728,Rattus norvegicus,50597,10000001.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat bone in the presence of GdDTPA at 15 min,,N,,A,,CHEMBL618730,,BAO_0000218,
7729,Rattus norvegicus,50597,10000001.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat bone in the presence of GdDTPA at 1 hr,,N,,A,,CHEMBL618731,,BAO_0000218,
7730,Rattus norvegicus,50597,10000001.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat bone in the presence of GdDTPA at 30 min,,N,,A,,CHEMBL618732,,BAO_0000218,
7731,Rattus norvegicus,50597,10000001.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat bone in the presence of GdDTPA at 4 hr,,N,,A,,CHEMBL618733,,BAO_0000218,
7732,Rattus norvegicus,50597,10000001.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat bone in the presence of GdDTPA-BDP at 15 min,,N,,A,,CHEMBL618734,,BAO_0000218,
7733,Rattus norvegicus,50597,10000001.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat bone in the presence of GdDTPA-BDP at 1 hr,,N,,A,,CHEMBL618735,,BAO_0000218,
7734,Rattus norvegicus,50597,10000001.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat bone in the presence of GdDTPA-BDP at 30 min,,N,,A,,CHEMBL876602,,BAO_0000218,
7735,Rattus norvegicus,50597,10000001.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat bone in the presence of GdDTPA-BDP at 4 hr,,N,,A,,CHEMBL618736,,BAO_0000218,
7736,Rattus norvegicus,50597,10000001.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 15 min,,N,,A,,CHEMBL618737,,BAO_0000218,
7737,Rattus norvegicus,50597,10000001.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 1 hr,,N,,A,,CHEMBL618738,,BAO_0000218,
7738,Rattus norvegicus,50597,10000001.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 30 min,,N,,A,,CHEMBL618739,,BAO_0000218,
7739,Rattus norvegicus,50597,10000001.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 4 hr,,N,,A,,CHEMBL618740,,BAO_0000218,
7740,Rattus norvegicus,50597,10000001.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat bone in the presence of NAC Gd/0.01 M GdDTPA-HPDP,,N,,A,,CHEMBL618741,,BAO_0000218,
7741,Rattus norvegicus,50597,10000001.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat bone in the presence of NCA Gd/0.01 M lip,,N,,A,,CHEMBL618742,,BAO_0000218,
7742,Rattus norvegicus,50597,10000001.0,,1,In vivo,,Intermediate,9866,Biodistribution in rat bone in the presence of NCAGd/0.01 M lig,,N,,A,,CHEMBL618743,,BAO_0000218,
7743,Rattus norvegicus,50597,1969.0,,1,In vivo,,Intermediate,17752,Half-life from rat plasma at a single oral dose of 25 mg/kg,,N,,A,,CHEMBL618744,,BAO_0000218,
7744,Rattus norvegicus,50597,,,1,,,Intermediate,5610,Half-life in male rat,,N,,A,,CHEMBL618745,,BAO_0000218,
7745,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,5939,Half-life in rat after peroral administration at 10 mg/kg concentration,,N,,A,,CHEMBL620479,,BAO_0000218,
7746,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,5939,Half-life in rat after peroral administration at 5 mg/kg concentration,,N,,A,,CHEMBL620480,,BAO_0000218,
7747,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,17771,Half-life in rat at a dose of 3 mg/kg,,N,,A,,CHEMBL620481,,BAO_0000218,
7748,Rattus norvegicus,50597,,,1,,,Intermediate,1974,Half-life was evaluated in rats,,N,,A,,CHEMBL620482,,BAO_0000218,
7749,Rattus norvegicus,50597,,,1,,,Intermediate,4239,Half-life was measured in rat,,N,,A,,CHEMBL876603,,BAO_0000218,
7750,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,6681,Half-life period for the compound was determined in rats at 50 mg/kg dose,,N,,A,,CHEMBL620483,,BAO_0000218,
7751,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,17752,Half-life period in rats after intravenous administration at 5 mg/kg,,N,,A,,CHEMBL620484,,BAO_0000218,
7752,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,6046,Half-life period in rat at 10 mg/kg,,N,,A,,CHEMBL620485,,BAO_0000218,
7753,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,6685,"Half-life period was determined in rats at 10 mg/kg, p.o. dose",,N,,A,,CHEMBL620486,,BAO_0000218,
7754,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,6685,"Half-life period was determined in rats at 20 mg/kg, i.p. dose",,N,,A,,CHEMBL620487,,BAO_0000218,
7755,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,6685,"Half-life period was determined in rats at 2 mg/kg, i.v. dose",,N,,A,,CHEMBL620488,,BAO_0000218,
7756,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,4727,Half-life time in rat the dose of 2 mg/kg,,N,,A,,CHEMBL620489,,BAO_0000218,
7757,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,1088,Half-life was estimated from the elimination phase of the oral [C] vs time curves in 4 rats,,N,,A,,CHEMBL620490,,BAO_0000218,
7758,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,5610,In vivo activity against Staphylococcus aureus when administered orally for 1 hr in rat at a dose of 15 mg/kg,,N,,A,,CHEMBL620491,,BAO_0000218,
7759,Rattus norvegicus,50597,1969.0,,1,In vivo,,Intermediate,3032,"In vivo half life of compound in rat plasma after a oral dose of 10 mg/kg (in water, N=4)",,N,,A,,CHEMBL876604,,BAO_0000218,
7760,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,5199,Oral half life was determined,,N,,A,,CHEMBL620492,,BAO_0000218,
7761,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,14941,"Pharmacokinetic Parameter, half life period measured in Female Wistar Rats at 100 mg/kg by po administration",,N,,A,,CHEMBL620493,,BAO_0000218,
7762,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,4408,Pharmacokinetic property (t1/2) in rat,,N,,A,,CHEMBL620494,,BAO_0000218,
7763,Rattus norvegicus,50597,1969.0,,1,,,Intermediate,2552,Plasma elimination half-life was determined,,N,,A,,CHEMBL620495,,BAO_0000218,
7764,Rattus norvegicus,50597,1969.0,,1,In vivo,,Intermediate,5199,Plasma elimination half-life was determined in female Sprague-Dawley rats following intravenous (iv) administration of drug (1 mg/kg).,,N,,A,,CHEMBL620496,,BAO_0000218,
7765,Rattus norvegicus,50597,1969.0,,1,In vivo,,Intermediate,15662,Plasma half life was observed after intravenous administration in rat,,N,,A,,CHEMBL620497,,BAO_0000218,
7766,Rattus norvegicus,50597,1969.0,,1,,,Intermediate,1465,Plasma half-life was determined,,N,,A,,CHEMBL620498,,BAO_0000218,
7767,Rattus norvegicus,50597,1969.0,,1,In vivo,,Intermediate,1446,Plasma half-life following oral administration in Fisher rats,,N,,A,,CHEMBL620499,,BAO_0000218,
7768,Rattus norvegicus,50597,1969.0,,1,,,Intermediate,6824,Plasma half-life in rat,,N,,A,,CHEMBL620500,,BAO_0000218,
7769,Rattus norvegicus,50597,1969.0,,1,In vivo,,Intermediate,17533,Plasmatic Half-life after intravenous administration to rat,,N,,A,,CHEMBL873809,,BAO_0000218,
7770,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,5979,T1/2 (half life) of compound after 2 hr iv infusion of 8.4 mg/kg in three rat,,N,,A,,CHEMBL620501,,BAO_0000218,
7771,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,4689,Terminal half life after intravenous administration (1 mg/kg) in rat,,N,,A,,CHEMBL620502,,BAO_0000218,
7772,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,4689,Terminal half life in Rat at a oral dose of 5 mg/kg,,N,,A,,CHEMBL620503,,BAO_0000218,
7773,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,2463,Terminal phase half-life was evaluated in vivo in rat at a dose of 5 mg/kg by intra venous administration,,N,,A,,CHEMBL620504,,BAO_0000218,
7774,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,4883,Tested for half life value after intravenous administration at dose of 0.2 mg/kg in rat,,N,,A,,CHEMBL876605,,BAO_0000218,
7775,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,4883,Tested for half life value after oral administration at dosage of 4 mg/kg in rat,,N,,A,,CHEMBL620505,,BAO_0000218,
7776,Rattus norvegicus,50597,1969.0,,1,In vivo,,Intermediate,15662,plasma half life was observed after intravenous administration in rat,,N,,A,,CHEMBL873811,,BAO_0000218,
7777,Rattus norvegicus,50597,,,1,In vivo,,Expert,3598,Half life of compound determined in rat after iv administration at a dose of 10 mg/kg,,N,,A,,CHEMBL624016,,BAO_0000218,
7778,Rattus norvegicus,50597,,,1,,,Intermediate,4576,Half life of compound determined in rat,,N,,A,,CHEMBL624017,,BAO_0000218,
7779,Rattus norvegicus,50597,,,1,,,Intermediate,4576,Mean residence time determined in rat,,N,,A,,CHEMBL624018,,BAO_0000218,
7780,Rattus norvegicus,50597,,,1,,,Intermediate,4576,Plasma half life determined in rat,,N,,A,,CHEMBL624019,,BAO_0000218,
7781,Rattus norvegicus,50597,955.0,,1,In vivo,,Intermediate,4910,Compound was evaluated for Tmax in brain after intravenous administration in male rats,,N,,A,,CHEMBL624020,,BAO_0000218,
7782,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,4891,Compound was evaluated for pharmacokinetic parameter maximum time period,,N,,A,,CHEMBL624201,,BAO_0000218,
