Fiscal year,Maximum CIDA contribution (project-level),Disability issues (marker),CountryRegion ID,Youth issues (marker),Gender equality (marker),Trade development (marker),Bilateral aid (international marker),FSTC percent,Status,Enviromental sustainability (marker),Organisation type,Sector ID,Knowledge for development (marker),Biodiversity (marker),Project number,Branch ID,Branch name,Division ID,Division name,Section ID,Section name,Regional program (marker),Fund centre ID,Fund centre name,Untied amount(Project-level budget),IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),PBA type,Climate change adaptation (marker),Climate change mitigation (marker)
2009/2010,1488850.78,0,50,0,0,0,1,1.0,Closed,1,Uncoded,11220,0,0,A020910001,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1488850.78,0,50,0,0,0,1,1.0,Closed,1,Canadian Non-Profit Making,12220,0,0,A020910001,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1488850.78,0,50,0,0,0,1,1.0,Closed,1,Uncoded,12220,0,0,A020910001,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1488850.78,0,50,0,0,0,1,1.0,Closed,1,Canadian Non-Profit Making,13030,0,0,A020910001,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1488850.78,0,50,0,0,0,1,1.0,Closed,1,Uncoded,13030,0,0,A020910001,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1488850.78,0,50,0,0,0,1,1.0,Closed,1,Canadian Non-Profit Making,15110,0,0,A020910001,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1488850.78,0,50,0,0,0,1,1.0,Closed,1,Uncoded,15110,0,0,A020910001,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,861997.0,0,PY,0,1,0,1,1.0,Closed,0,Canadian Non-Profit Making,12110,0,0,A020910017,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,861997.0,0,PY,0,1,0,1,1.0,Closed,0,Canadian Non-Profit Making,12181,0,0,A020910017,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,861997.0,0,PY,0,1,0,1,1.0,Closed,0,Canadian Non-Profit Making,12230,0,0,A020910017,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,861997.0,0,PY,0,1,0,1,1.0,Closed,0,Canadian Non-Profit Making,12281,0,0,A020910017,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,329838.0,0,BO,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,15130,0,0,A020910018,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,4416,Bolivia,329838.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,329838.0,0,BO,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,15160,0,0,A020910018,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,4416,Bolivia,329838.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2531353.0,0,BR,0,0,0,1,1.0,Closed,1,Canadian Non-Profit Making,15110,0,0,A020911008,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,4418,Brazil,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2531353.0,0,BR,0,0,0,1,1.0,Closed,1,Canadian Non-Profit Making,15153,0,0,A020911008,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,4418,Brazil,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2531353.0,0,BR,0,0,0,1,1.0,Closed,1,Canadian Non-Profit Making,41010,0,0,A020911008,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,4418,Brazil,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1713817.92,0,BR,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,12281,0,0,A020911009,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,4418,Brazil,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1713817.92,0,BR,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,25010,0,0,A020911009,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,4418,Brazil,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1713817.92,0,BR,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,32130,0,0,A020911009,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,4418,Brazil,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,4899012.2,0,CD,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,15150,0,0,A020982001,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,4899012.2,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,4899012.2,0,CD,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,24040,0,0,A020982001,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,4899012.2,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,17121139.37,0,BD,1,1,0,1,1.0,Closed,0,Canadian Non-Profit Making,15130,0,0,A021170001,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4122,Bangladesh Section,0,4122,Bangladesh,17121139.37,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,17121139.37,0,BD,1,1,0,1,1.0,Closed,0,Canadian Profit Making,15130,0,0,A021170001,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4122,Bangladesh Section,0,4122,Bangladesh,17121139.37,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,246397.97,0,CD,0,1,0,1,1.0,Closed,0,Canadian Profit Making,15110,0,0,A021224002,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,246397.97,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,246397.97,0,CD,0,1,0,1,1.0,Closed,0,Canadian Profit Making,15150,0,0,A021224002,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,246397.97,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,246397.97,0,CD,0,1,0,1,1.0,Closed,0,Canadian Profit Making,24040,0,0,A021224002,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,246397.97,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,6566164.53,0,PK,0,1,0,1,1.0,Closed,0,Canadian Profit Making,12110,0,0,A021236001,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,Pakistan,6566164.53,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,6566164.53,0,PK,0,1,0,1,1.0,Closed,0,Canadian Profit Making,12110,0,0,A021236001,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,Pakistan,6566164.53,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,6566164.53,0,PK,0,1,0,1,1.0,Closed,0,Canadian Profit Making,12281,0,0,A021236001,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,Pakistan,6566164.53,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,6566164.53,0,PK,0,1,0,1,1.0,Closed,0,Canadian Profit Making,12281,0,0,A021236001,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,Pakistan,6566164.53,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,273083.86,0,BO,0,1,0,1,1.0,Closed,1,Foreign Non-Profit Making,11420,0,0,A021314PRE,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,4416,Bolivia,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,273083.86,0,BO,0,1,0,1,1.0,Closed,1,Foreign Non-Profit Making,32262,0,0,A021314PRE,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,4416,Bolivia,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,273083.86,0,BO,0,1,0,1,1.0,Closed,1,Foreign Non-Profit Making,41081,0,0,A021314PRE,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,4416,Bolivia,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,611160.56,0,X1,0,0,0,1,1.0,Terminating,0,Canadian Non-Profit Making,15150,0,0,A021334002,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,611160.56,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,611160.56,0,X1,0,0,0,1,1.0,Terminating,0,Canadian Profit Making,15150,0,0,A021334002,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,611160.56,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,611160.56,0,X1,0,0,0,1,1.0,Terminating,0,Canadian Non-Profit Making,22010,0,0,A021334002,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,611160.56,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,611160.56,0,X1,0,0,0,1,1.0,Terminating,0,Canadian Profit Making,22010,0,0,A021334002,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,611160.56,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,611160.56,0,X1,0,0,0,1,1.0,Terminating,0,Canadian Non-Profit Making,23210,0,0,A021334002,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,611160.56,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,611160.56,0,X1,0,0,0,1,1.0,Terminating,0,Canadian Profit Making,23210,0,0,A021334002,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,611160.56,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2694419.4,0,130,0,0,0,1,1.0,Closed,0,Canadian Non-Profit Making,15150,0,0,A021360001,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2694419.4,0,130,0,0,0,1,1.0,Closed,0,Canadian Non-Profit Making,15150,0,0,A021360001,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2694419.4,0,130,0,0,0,1,1.0,Closed,0,Canadian Non-Profit Making,15150,0,0,A021360001,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2694419.4,0,130,0,0,0,1,1.0,Closed,0,Canadian Non-Profit Making,15150,0,0,A021360001,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2694419.4,0,130,0,0,0,1,1.0,Closed,0,Canadian Non-Profit Making,15150,0,0,A021360001,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2694419.4,0,130,0,0,0,1,1.0,Closed,0,Canadian Non-Profit Making,15150,0,0,A021360001,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2694419.4,0,130,0,0,0,1,1.0,Closed,0,Canadian Non-Profit Making,15150,0,0,A021360001,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2694419.4,0,130,0,0,0,1,1.0,Closed,0,Canadian Non-Profit Making,15150,0,0,A021360001,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2694419.4,0,130,0,0,0,1,1.0,Closed,0,Canadian Non-Profit Making,15150,0,0,A021360001,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2694419.4,0,130,0,0,0,1,1.0,Closed,0,Canadian Non-Profit Making,15150,0,0,A021360001,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,8846131.41,0,CD,0,0,0,1,1.0,Closed,0,Canadian Profit Making,12220,0,0,A021363001,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,8846131.41,0,CD,0,0,0,1,1.0,Closed,0,Canadian Profit Making,12220,0,0,A021363001,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,8846131.41,0,CD,0,0,0,1,1.0,Closed,0,Canadian Profit Making,12230,0,0,A021363001,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,8846131.41,0,CD,0,0,0,1,1.0,Closed,0,Canadian Profit Making,12230,0,0,A021363001,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,8846131.41,0,CD,0,0,0,1,1.0,Closed,0,Canadian Profit Making,12250,0,0,A021363001,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,8846131.41,0,CD,0,0,0,1,1.0,Closed,0,Canadian Profit Making,12250,0,0,A021363001,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,8846131.41,0,CD,0,0,0,1,1.0,Closed,0,Canadian Profit Making,12281,0,0,A021363001,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,8846131.41,0,CD,0,0,0,1,1.0,Closed,0,Canadian Profit Making,12281,0,0,A021363001,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,8846131.41,0,CD,0,0,0,1,1.0,Closed,0,Canadian Profit Making,14031,0,0,A021363001,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,8846131.41,0,CD,0,0,0,1,1.0,Closed,0,Canadian Profit Making,14031,0,0,A021363001,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,8846131.41,0,CD,0,0,0,1,1.0,Closed,0,Canadian Profit Making,14032,0,0,A021363001,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,8846131.41,0,CD,0,0,0,1,1.0,Closed,0,Canadian Profit Making,14032,0,0,A021363001,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,320562.14,0,CD,0,1,0,1,1.0,Closed,0,Canadian Profit Making,12220,0,0,A021367002,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,320562.14,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,320562.14,0,CD,0,1,0,1,1.0,Closed,0,Canadian Profit Making,12220,0,0,A021367002,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,320562.14,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,320562.14,0,CD,0,1,0,1,1.0,Closed,0,Canadian Profit Making,12240,0,0,A021367002,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,320562.14,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,320562.14,0,CD,0,1,0,1,1.0,Closed,0,Canadian Profit Making,12240,0,0,A021367002,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,320562.14,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,320562.14,0,CD,0,1,0,1,1.0,Closed,0,Canadian Profit Making,16010,0,0,A021367002,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,320562.14,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,320562.14,0,CD,0,1,0,1,1.0,Closed,0,Canadian Profit Making,16010,0,0,A021367002,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,320562.14,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,320562.14,0,CD,0,1,0,1,1.0,Closed,0,Canadian Profit Making,43010,0,0,A021367002,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,320562.14,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,320562.14,0,CD,0,1,0,1,1.0,Closed,0,Canadian Profit Making,43010,0,0,A021367002,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,320562.14,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1735857.03,0,960,0,3,0,1,1.0,Closed,0,Canadian Non-Profit Making,15110,0,0,A021397004,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,1735857.03,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1735857.03,0,960,0,3,0,1,1.0,Closed,0,Canadian Non-Profit Making,15150,0,0,A021397004,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,1735857.03,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1735857.03,0,960,0,3,0,1,1.0,Closed,0,Canadian Non-Profit Making,15110,0,0,A021397004,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,1735857.03,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1735857.03,0,960,0,3,0,1,1.0,Closed,0,Canadian Non-Profit Making,15150,0,0,A021397004,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,1735857.03,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1735857.03,0,960,0,3,0,1,1.0,Closed,0,Canadian Non-Profit Making,15110,0,0,A021397004,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,1735857.03,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1735857.03,0,960,0,3,0,1,1.0,Closed,0,Canadian Non-Profit Making,15150,0,0,A021397004,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,1735857.03,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1735857.03,0,960,0,3,0,1,1.0,Closed,0,Canadian Non-Profit Making,15110,0,0,A021397004,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,1735857.03,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1735857.03,0,960,0,3,0,1,1.0,Closed,0,Canadian Non-Profit Making,15150,0,0,A021397004,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,1735857.03,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1735857.03,0,960,0,3,0,1,1.0,Closed,0,Canadian Non-Profit Making,15110,0,0,A021397004,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,1735857.03,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1735857.03,0,960,0,3,0,1,1.0,Closed,0,Canadian Non-Profit Making,15150,0,0,A021397004,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,1735857.03,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1735857.03,0,960,0,3,0,1,1.0,Closed,0,Canadian Non-Profit Making,15110,0,0,A021397004,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,1735857.03,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1735857.03,0,960,0,3,0,1,1.0,Closed,0,Canadian Non-Profit Making,15150,0,0,A021397004,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,1735857.03,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1735857.03,0,960,0,3,0,1,1.0,Closed,0,Canadian Non-Profit Making,15110,0,0,A021397004,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,1735857.03,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1735857.03,0,960,0,3,0,1,1.0,Closed,0,Canadian Non-Profit Making,15150,0,0,A021397004,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,1735857.03,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1735857.03,0,960,0,3,0,1,1.0,Closed,0,Canadian Non-Profit Making,15110,0,0,A021397004,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,1735857.03,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1735857.03,0,960,0,3,0,1,1.0,Closed,0,Canadian Non-Profit Making,15150,0,0,A021397004,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,1735857.03,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1299879.62,0,GY,0,3,0,1,1.0,Closed,0,Canadian Non-Profit Making,15110,0,0,A021397005,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
