assay_id,assay_organism,assay_category,tissue_id,assay_tax_id,assay_test_type,assay_strain,src_id,src_assay_id,doc_id,relationship_type,tid,assay_cell_type,confidence_score,assay_tissue,assay_type,description,assay_subcellular_fraction,curated_by
172,Glycine max,,,3847.0,,,1,,16474,D,100171,,9,,B,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,,Autocuration
173,Glycine max,,,3847.0,,,1,,3094,D,100171,,9,,B,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,,Autocuration
174,Glycine max,,,3847.0,,,1,,3094,D,100171,,9,,B,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,,Autocuration
175,Glycine max,,,3847.0,,,1,,3094,D,100171,,9,,B,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,,Autocuration
176,Glycine max,,,3847.0,,,1,,3094,D,100171,,9,,B,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,,Autocuration
177,Glycine max,,,3847.0,,,1,,3094,D,100171,,9,,B,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,,Autocuration
178,Glycine max,,,3847.0,,,1,,3094,D,100171,,9,,B,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,,Autocuration
179,Glycine max,,,3847.0,,,1,,3094,D,100171,,9,,B,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,,Autocuration
180,Glycine max,,,3847.0,,,1,,3094,D,100171,,9,,B,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,,Autocuration
181,Glycine max,,,3847.0,,,1,,3094,D,100171,,9,,B,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,,Autocuration
182,Glycine max,,,3847.0,,,1,,3094,D,100171,,9,,B,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,,Autocuration
183,Glycine max,,,3847.0,,,1,,3094,D,100171,,9,,B,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,,Autocuration
184,Mus musculus,,,10090.0,,,1,,10413,U,22226,,0,,B,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,,Autocuration
185,Mus musculus,,,10090.0,,,1,,16929,N,80049,C3H 10T1/2,1,,F,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),,Intermediate
186,,,,,,,1,,1229,U,22226,,0,,F,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,,Intermediate
187,,,,,,,1,,16587,H,11489,,8,,B,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,Autocuration
188,,,,,,,1,,16587,H,11862,,8,,B,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,Autocuration
189,,,,,,,1,,16587,H,11862,,8,,B,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,,Autocuration
190,,,,,,,1,,16587,H,11489,,8,,B,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,,Autocuration
191,,,,,,,1,,16587,H,11862,,8,,B,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,,Autocuration
192,Bos taurus,,,9913.0,,,1,,8058,D,12347,,9,,F,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,,Expert
193,Rattus norvegicus,,,10116.0,,,1,,9065,D,100120,,9,,B,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,,Expert
194,Rattus norvegicus,,2369.0,10116.0,,,1,,8865,D,100120,,9,Adrenal gland,B,Inhibition of 11 beta-hydroxylase from rat adrenal gland,,Expert
195,Rattus norvegicus,,,10116.0,,,1,,9066,D,100120,,9,,B,Inhibition of rat adrenal 11-beta-hydroxylase,,Expert
196,Rattus norvegicus,,,10116.0,,,1,,8394,D,100120,,9,,B,Inhibition of rat adrenal 11-beta-hydroxylase,,Expert
197,Rattus norvegicus,,,10116.0,,,1,,8394,D,100120,,9,,B,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,,Expert
198,,,,,,,1,,6431,H,10328,,8,,B,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,,Autocuration
199,,,,,,,1,,6431,H,11490,,8,,B,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,Autocuration
200,,,,,,,1,,6431,H,11490,,8,,B,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,Autocuration
201,,,,,,,1,,9295,H,11134,,8,,F,Compound was tested for the percent of inhibition against 12-LO at 10 uM,,Autocuration
202,,,,,,,1,,10193,H,12052,,8,,B,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,Autocuration
203,,,,,,,1,,13622,H,11134,,8,,B,Compound was tested in vitro for inhibition of 12-LO human platelet,,Autocuration
204,,,,,,,1,,12079,H,11134,,8,,F,Inhibitory concentration against human platelet 12-lipoxygenase,,Autocuration
205,,,,,,,1,,13622,H,11134,,8,,B,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,,Autocuration
206,Homo sapiens,,,9606.0,,,1,,12079,D,11134,,9,,F,Inhibitory concentration against human platelet 12-lipoxygenase,,Autocuration
207,,,,,,,1,,13500,H,11835,,8,,B,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,,Expert
208,,,,,,,1,,13723,H,11601,,8,,B,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,,Expert
209,,,,,,,1,,16474,H,11134,,8,,B,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),,Autocuration
210,,,,,,,1,,1630,H,11134,,8,,B,Inhibitory activity against human platelet 12-lipoxygenase,,Autocuration
211,,,,,,,1,,167,H,11134,,8,,B,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,,Autocuration
212,,,,,,,1,,16474,H,11134,,8,,B,% inhibition against human platelet 12-lipoxygenase (12-HLO),,Autocuration
213,,,,,,,1,,167,H,11134,,8,,B,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,,Autocuration
214,,,,,,,1,,16474,H,11134,,8,,B,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,,Autocuration
215,,,,,,,1,,10091,H,11601,,8,,B,Inhibitory activity towards porcine 12-lipoxygenase,,Autocuration
216,,,,,,,1,,11966,H,11601,,8,,B,Tested for inhibition against porcine 12-LO,,Autocuration
217,,,,,,,1,,951,H,12052,,8,,B,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,,Autocuration
218,,,,,,,1,,10997,H,12052,,8,,B,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,,Autocuration
219,,,,,,,1,,10193,H,12052,,8,,B,In vitro inhibition of rat platelet 12-lipoxygenase,,Expert
220,,,,,,,1,,10193,H,12052,,8,,B,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,Autocuration
221,,,,,,,1,,10193,H,12052,,8,,B,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,,Autocuration
222,,,,,,,1,,10193,H,12052,,8,,B,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,,Autocuration
223,,,,,,,1,,10193,H,12052,,8,,B,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,Autocuration
224,,,,,,,1,,10193,H,12052,,8,,B,In vitro inhibitory activity against rat platelet 12-lipoxygenase,,Autocuration
225,,,,,,,1,,11087,H,12052,,8,,B,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,,Autocuration
226,Homo sapiens,,,9606.0,,,1,,15569,N,80007,41M,1,,F,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,,Intermediate
227,Homo sapiens,,,9606.0,,,1,,12989,N,80007,41M,1,,F,In vitro antitumor activity against 41M cell line.,,Expert
228,Homo sapiens,,,9606.0,,,1,,16745,N,80007,41M,1,,F,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,,Intermediate
229,Homo sapiens,,,9606.0,,,1,,15569,N,80007,41M,1,,F,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,,Intermediate
230,Homo sapiens,,,9606.0,,,1,,12989,N,80007,41M,1,,F,In vitro antitumor activity against 41McisR cell line.,,Expert
231,Homo sapiens,,,9606.0,,,1,,12989,N,80007,41M,1,,F,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,,Expert
232,Homo sapiens,,,9606.0,,,1,,16745,N,80007,41M,1,,F,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,,Intermediate
233,Homo sapiens,,,9606.0,,,1,,6210,D,84,,9,,B,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),,Expert
234,Homo sapiens,,,9606.0,,,1,,6210,D,68,,9,,B,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,Expert
235,,,,,,,1,,6226,H,68,,8,,B,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,Expert
236,,,,,,,1,,17855,H,10201,,8,,B,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,,Expert
237,,,,,,,1,,17855,H,10201,,8,,B,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,,Expert
238,,,,,,,1,,17855,H,10201,,8,,B,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,,Expert
239,,,,,,,1,,10413,H,12220,,8,,B,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,Autocuration
240,Escherichia coli,,,562.0,,,1,,10413,H,11303,,8,,B,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,Autocuration
241,Escherichia coli,,,562.0,,,1,,10413,H,11303,,8,,B,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,Autocuration
242,Escherichia coli,,,562.0,,,1,,10413,H,11303,,8,,B,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",,Autocuration
243,,,,,,,1,,10413,H,12220,,8,,B,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,Autocuration
244,,,,,,,1,,10413,H,12220,,8,,B,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",,Autocuration
245,Sus scrofa,,,9823.0,,,1,,7587,H,11303,,8,,B,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,Autocuration
246,Sus scrofa,,,9823.0,,,1,,7587,H,11303,,8,,B,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",,Autocuration
247,Sus scrofa,,,9823.0,,,1,,7587,H,11303,,8,,B,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",,Autocuration
248,Sus scrofa,,,9823.0,,,1,,7587,H,11303,,8,,B,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",,Autocuration
249,Sus scrofa,,,9823.0,,,1,,7587,H,11303,,8,,B,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,Autocuration
250,Sus scrofa,,,9823.0,,,1,,7587,H,11303,,8,,B,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,Autocuration
251,Sus scrofa,,,9823.0,,,1,,7587,H,11303,,8,,B,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",,Autocuration
252,Sus scrofa,,,9823.0,,,1,,7587,H,11303,,8,,B,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",,Autocuration
253,Sus scrofa,,,9823.0,,,1,,7587,H,11303,,8,,B,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",,Autocuration
254,Sus scrofa,,,9823.0,,,1,,7587,H,11303,,8,,B,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",,Autocuration
255,Sus scrofa,,,9823.0,,,1,,7587,H,11303,,8,,B,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,Autocuration
256,Sus scrofa,,,9823.0,,,1,,7587,H,11303,,8,,B,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,Autocuration
257,,,,,,,1,,7323,H,11303,,8,,B,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",,Autocuration
258,Sus scrofa,,,9823.0,,,1,,7587,U,22226,,0,,B,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",,Autocuration
259,Sus scrofa,,,9823.0,,,1,,7587,U,22226,,0,,B,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",,Autocuration
260,Saccharomyces cerevisiae,,,4932.0,,,1,,13750,H,100249,,8,,B,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,,Expert
261,Rattus norvegicus,,,10116.0,,,1,,7662,U,22226,,0,,B,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,Autocuration
262,Rattus norvegicus,,,10116.0,,,1,,7662,U,22226,,0,,B,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,Autocuration
263,Rattus norvegicus,,,10116.0,,,1,,7662,U,22226,,0,,B,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",,Autocuration
264,,,,,,,1,,12211,H,104698,,6,,F,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,Autocuration
265,,,,,,,1,,12211,H,104698,,6,,F,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,Autocuration
266,Cavia porcellus,,2116.0,10141.0,,,1,,12211,D,20033,,9,Ileum,F,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,,Intermediate
267,,,,,,,1,,12211,H,10623,,8,,F,Stimulatory activity of intragastric pressure was tested in the rat,,Expert
268,,,,,,,1,,15453,H,121,,8,,B,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,,Autocuration
269,Rattus norvegicus,,,10116.0,,,1,,11884,U,22226,,0,,F,Dose to reduce neuronal firing against 5-HT cells in rats (iv),,Autocuration
270,,,,,,,1,,7185,H,12688,,8,,F,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,,Autocuration
271,Homo sapiens,,,9606.0,,,1,,6876,D,121,,9,,B,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,,Expert
272,Homo sapiens,,,9606.0,,,1,,6876,D,121,,9,,B,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,,Expert
273,,,,,,,1,,11863,H,12198,,8,,F,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,,Autocuration
274,,,,,,,1,,11863,H,12198,,8,,B,Inhibition constant of high-affinity 5-HT uptake,,Autocuration
275,,,,,,,1,,11863,H,12198,,8,,F,Michaelis-Menten constant was reported for high affinity transport of 5-HT,,Autocuration
276,,,,,,,1,,11863,H,12198,,8,,F,Maximum rate was determined for high affinity transport of 5-HT,,Autocuration
277,,,,,,,1,,4639,H,104714,,4,,F,Compound was tested for agonistic activity against 5-HT uptake,,Autocuration
278,,,,,,,1,,15796,H,10577,,8,,B,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,,Expert
279,Bos taurus,,,9913.0,,,1,,15796,H,105,,8,,B,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,,Expert
280,Rattus norvegicus,,,10116.0,,,1,,12801,D,104744,,5,,B,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,,Autocuration
281,,,,,,,1,,12801,H,104744,,4,,B,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,,Autocuration
282,,,,,,,1,,12120,H,104744,,4,,B,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,Membranes,Autocuration
283,,,,,,,1,,12120,H,104744,,4,,B,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,Membranes,Autocuration
284,,,,,,,1,,11963,H,104744,,4,,B,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,,Autocuration
285,,,,,,,1,,11701,H,51,,8,,F,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,,Autocuration
286,,,10000000.0,,,,1,,9995,H,51,,8,Hippocampus,B,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,,Autocuration
287,,,10000000.0,,,,1,,9995,H,51,,8,Hippocampus,B,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,,Autocuration
288,,,10000000.0,,,,1,,9995,H,51,,8,Hippocampus,B,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,,Autocuration
289,,,,,In vivo,,1,,16394,H,10576,,8,,F,Antagonistic activity at postsynaptic 5-HT1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (.26-3.52),,Autocuration
290,Cavia porcellus,,,10141.0,,,1,,11574,D,105570,,9,,F,Effect on forskolin stimulated adenylate cyclase activity at 5-HT1D receptor of guinea pig substantia nigra.,,Intermediate
