assays_description,assays_assay_id,assays_assay_category,assays_chembl_id,assays_tid,assays_bao_format,assays_assay_cell_type,assays_cell_id,assays_assay_test_type,assays_src_id,assays_assay_strain,assays_tissue_id,assays_assay_organism,assays_variant_id,assays_assay_tax_id,assays_confidence_score,assays_curated_by,assays_relationship_type,assays_assay_type,assays_assay_tissue,assays_doc_id,assays_assay_subcellular_fraction,assays_src_assay_id
In vivo biodistribution in rats after an intravenous injection at 2 min was determined in kidney; Expressed as percent dose/organ,7661,,CHEMBL627030,50597,BAO_0000218,,,,1,,2113.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Kidney,10130,,
In vivo biodistribution in rats after an intravenous injection at 2 min was determined in liver; Expressed as percent dose/organ,7662,,CHEMBL627031,50597,BAO_0000218,,,,1,,2107.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Liver,10130,,
In vivo biodistribution in rats after an intravenous injection at 2 min was determined in lung; Expressed as percent dose/organ,7663,,CHEMBL627032,50597,BAO_0000218,,,,1,,2048.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Lung,10130,,
In vivo biodistribution in rats after an intravenous injection at 2 min was determined in muscle; Expressed as percent dose/organ,7664,,CHEMBL627033,50597,BAO_0000218,,,,1,,2385.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Muscle tissue,10130,,
In vivo biodistribution in rats after an intravenous injection at 2 min was determined in skin; Expressed as percent dose/organ,7665,,CHEMBL627034,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,10130,,
In vivo biodistribution in rats after an intravenous injection at 2 min was determined in spleen; Expressed as percent dose/organ,7666,,CHEMBL627035,50597,BAO_0000218,,,,1,,2106.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Spleen,10130,,
In vivo biodistribution in rats after an intravenous injection at 2 min was determined in thyroid; Expressed as percent dose/organ,7667,,CHEMBL627036,50597,BAO_0000218,,,,1,,2046.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Thyroid gland,10130,,
In vivo biodistribution in rats after an intravenous injection at 60 min was determined in blood; Expressed as percent dose/organ,7668,,CHEMBL875340,50597,BAO_0000218,,,,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,10130,,
In vivo biodistribution in rats after an intravenous injection at 60 min was determined in heart; Expressed as percent dose/organ,7669,,CHEMBL627037,50597,BAO_0000218,,,,1,,948.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Heart,10130,,
In vivo biodistribution in rats after an intravenous injection at 60 min was determined in kidney; Expressed as percent dose/organ,7670,,CHEMBL627038,50597,BAO_0000218,,,,1,,2113.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Kidney,10130,,
In vivo biodistribution in rats after an intravenous injection at 60 min was determined in liver; Expressed as percent dose/organ,7671,,CHEMBL627039,50597,BAO_0000218,,,,1,,2107.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Liver,10130,,
In vivo biodistribution in rats after an intravenous injection at 60 min was determined in muscle; Expressed as percent dose/organ,7672,,CHEMBL627040,50597,BAO_0000218,,,,1,,2385.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Muscle tissue,10130,,
In vivo biodistribution in rats after an intravenous injection at 60 min was determined in spleen; Expressed as percent dose/organ,7673,,CHEMBL624663,50597,BAO_0000218,,,,1,,2106.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Spleen,10130,,
In vivo biodistribution in rats after an intravenous injection at 60 min was determined in thyroid; Expressed as percent dose/organ,7674,,CHEMBL625963,50597,BAO_0000218,,,,1,,2046.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Thyroid gland,10130,,
In vivo biodistribution in rats after an intravenous injection at 60 min was determined in brain; Expressed as percent dose/organ,7675,,CHEMBL876799,50597,BAO_0000218,,,,1,,955.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Brain,10130,,
In vivo biodistribution in rats after an intravenous injection at 60 min was determined in lung; Expressed as percent dose/organ,7676,,CHEMBL626133,50597,BAO_0000218,,,,1,,2048.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Lung,10130,,
In vivo biodistribution in rats after an intravenous injection at 60 min was determined in skin; Expressed as percent dose/organ,7677,,CHEMBL626134,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,10130,,
In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,7678,,CHEMBL626135,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6295,,
In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,7679,,CHEMBL626136,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6296,,
In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg; Below detection limit,7680,,CHEMBL626137,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6296,,
In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,7681,,CHEMBL626138,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6295,,
In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,7682,,CHEMBL626139,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6296,,
C max at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,7683,,CHEMBL626140,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,17260,,
C max at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,7684,,CHEMBL626141,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,17260,,
C24h in rat p.o. at 20 mg/kg concentration,7685,,CHEMBL626142,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,17686,,
Biodistribution in normal rat muscle in the presence of 0.005 M Gd/0.01 M lig at 2 hr,7686,,CHEMBL627930,50597,BAO_0000218,,,In vivo,1,,2385.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Muscle tissue,9866,,
Biodistribution in normal rat muscle in the presence of 0.01 M Gd/0.05 M lig,7687,,CHEMBL627931,50597,BAO_0000218,,,In vivo,1,,2385.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Muscle tissue,9866,,
Biodistribution in normal rat muscle in the presence of NAC Gd 0.01 M lig at 2 hr,7688,,CHEMBL627932,50597,BAO_0000218,,,In vivo,1,,2385.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Muscle tissue,9866,,
Biodistribution in normal rat spleen in the presence of 0.005 M Gd/0.01 M lig at 2 hr,7689,,CHEMBL627933,50597,BAO_0000218,,,In vivo,1,,2106.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Spleen,9866,,
Biodistribution in normal rat spleen in the presence of 0.01 M Gd/0.05 M lig,7690,,CHEMBL627934,50597,BAO_0000218,,,In vivo,1,,2106.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Spleen,9866,,
Biodistribution in normal rat spleen in the presence of NAC Gd 0.01 M lig at 2 hr,7691,,CHEMBL627935,50597,BAO_0000218,,,In vivo,1,,2106.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Spleen,9866,,
Biodistribution in rat blood in the presence of 0.001 M/0.008 M GdDTPA-AEP,7692,,CHEMBL627936,50597,BAO_0000218,,,In vivo,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,9866,,
Biodistribution in rat blood in the presence of 0.01 M GdDTPA-BDP,7693,,CHEMBL627937,50597,BAO_0000218,,,In vivo,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,9866,,
Biodistribution in rat blood in the presence of 0.01 M/0.01 M GdDTPA-AEP,7694,,CHEMBL627938,50597,BAO_0000218,,,In vivo,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,9866,,
Biodistribution in rat blood in the presence of 0.05 M Gd/0.15 M lig,7695,,CHEMBL627939,50597,BAO_0000218,,,In vivo,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,9866,,
Biodistribution in rat blood in the presence of 0.05 M GdDTPA-BDP,7696,,CHEMBL627940,50597,BAO_0000218,,,In vivo,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,9866,,
Biodistribution in rat blood in the presence of 0.05 M/0.05 M GdDTPA-AEP,7697,,CHEMBL627941,50597,BAO_0000218,,,In vivo,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,9866,,
Biodistribution in rat blood in the presence of 0.05 M/0.08 M GdDTPA-HPDP,7698,,CHEMBL876800,50597,BAO_0000218,,,In vivo,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,9866,,
Biodistribution in rat blood in the presence of 0.10 M GdDTPA-BDP,7699,,CHEMBL627942,50597,BAO_0000218,,,In vivo,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,9866,,
Biodistribution in rat blood in the presence of 0.10 M/0.11 M GdDTPA-AEP,7700,,CHEMBL627943,50597,BAO_0000218,,,In vivo,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,9866,,
Biodistribution in rat blood in the presence of 50 Gd/kg at 15 min,7701,,CHEMBL627944,50597,BAO_0000218,,,In vivo,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,9866,,
Biodistribution in rat blood in the presence of 50 Gd/kg at 2 hr,7702,,CHEMBL627945,50597,BAO_0000218,,,In vivo,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,9866,,
Biodistribution in rat blood in the presence of 50 Gd/kg at 6 hr,7703,,CHEMBL628584,50597,BAO_0000218,,,In vivo,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,9866,,
Biodistribution in rat blood in the presence of GdDTPA at 15 min,7704,,CHEMBL628585,50597,BAO_0000218,,,In vivo,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,9866,,
Biodistribution in rat blood in the presence of GdDTPA at 1 hr,7705,,CHEMBL628586,50597,BAO_0000218,,,In vivo,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,9866,,
Biodistribution in rat blood in the presence of GdDTPA at 30 min,7706,,CHEMBL628587,50597,BAO_0000218,,,In vivo,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,9866,,
Biodistribution in rat blood in the presence of GdDTPA at 4 hr,7707,,CHEMBL628588,50597,BAO_0000218,,,In vivo,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,9866,,
Biodistribution in rat blood in the presence of GdDTPA-BDP at 15 min,7708,,CHEMBL628589,50597,BAO_0000218,,,In vivo,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,9866,,
Biodistribution in rat blood in the presence of GdDTPA-BDP at 30 min,7709,,CHEMBL625304,50597,BAO_0000218,,,In vivo,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,9866,,
Biodistribution in rat blood in the presence of GdDTPA-BDP at 4 hr,7710,,CHEMBL625305,50597,BAO_0000218,,,In vivo,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,9866,,
Biodistribution in rat blood in the presence of GdDTPA-BDPat 1 hr,7711,,CHEMBL625306,50597,BAO_0000218,,,In vivo,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,9866,,
Biodistribution in rat blood in the presence of GdDTPA-HPDP at 15 min,7712,,CHEMBL625307,50597,BAO_0000218,,,In vivo,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,9866,,
Biodistribution in rat blood in the presence of GdDTPA-HPDP at 30 min,7713,,CHEMBL625308,50597,BAO_0000218,,,In vivo,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,9866,,
Biodistribution in rat blood in the presence of GdDTPA-HPDP at 4 hr,7714,,CHEMBL627740,50597,BAO_0000218,,,In vivo,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,9866,,
Biodistribution in rat blood in the presence of GdDTPA-HPDPat 1 hr,7715,,CHEMBL627741,50597,BAO_0000218,,,In vivo,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,9866,,
Biodistribution in rat blood in the presence of NAC Gd/0.01 M GdDTPA-HPDP,7716,,CHEMBL627742,50597,BAO_0000218,,,In vivo,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,9866,,
Biodistribution in rat blood in the presence of NCA Gd/0.01 M lip,7717,,CHEMBL627743,50597,BAO_0000218,,,In vivo,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,9866,,
Biodistribution in rat blood in the presence of NCAGd/0.01 M lig,7718,,CHEMBL627744,50597,BAO_0000218,,,In vivo,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,9866,,
Biodistribution in rat bone in the presence of 0.01 M GdDTPA-BDP,7719,,CHEMBL627745,50597,BAO_0000218,,,In vivo,1,,10000001.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Bone,9866,,
Biodistribution in rat bone in the presence of 0.01 M/0.01 M GdDTPA-AEP,7720,,CHEMBL627746,50597,BAO_0000218,,,In vivo,1,,10000001.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Bone,9866,,
Biodistribution in rat bone in the presence of 0.01 M/0.08 M GdDTPA-AEP,7721,,CHEMBL627747,50597,BAO_0000218,,,In vivo,1,,10000001.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Bone,9866,,
Biodistribution in rat bone in the presence of 0.05 M Gd/0.15 M lig,7722,,CHEMBL876810,50597,BAO_0000218,,,In vivo,1,,10000001.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Bone,9866,,
Biodistribution in rat bone in the presence of 0.05 M GdDTPA-BDP,7723,,CHEMBL627748,50597,BAO_0000218,,,In vivo,1,,10000001.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Bone,9866,,
Biodistribution in rat bone in the presence of 0.05 M/0.05 M GdDTPA-AEP,7724,,CHEMBL627749,50597,BAO_0000218,,,In vivo,1,,10000001.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Bone,9866,,
Biodistribution in rat bone in the presence of 0.05 M/0.08 M GdDTPA-HPDP,7725,,CHEMBL627750,50597,BAO_0000218,,,In vivo,1,,10000001.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Bone,9866,,
Biodistribution in rat bone in the presence of 0.10 M GdDTPA-BDP,7726,,CHEMBL618728,50597,BAO_0000218,,,In vivo,1,,10000001.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Bone,9866,,
Biodistribution in rat bone in the presence of 0.10 M/0.11 M GdDTPA-AEP,7727,,CHEMBL618729,50597,BAO_0000218,,,In vivo,1,,10000001.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Bone,9866,,
Biodistribution in rat bone in the presence of GdDTPA at 15 min,7728,,CHEMBL618730,50597,BAO_0000218,,,In vivo,1,,10000001.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Bone,9866,,
Biodistribution in rat bone in the presence of GdDTPA at 1 hr,7729,,CHEMBL618731,50597,BAO_0000218,,,In vivo,1,,10000001.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Bone,9866,,
Biodistribution in rat bone in the presence of GdDTPA at 30 min,7730,,CHEMBL618732,50597,BAO_0000218,,,In vivo,1,,10000001.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Bone,9866,,
Biodistribution in rat bone in the presence of GdDTPA at 4 hr,7731,,CHEMBL618733,50597,BAO_0000218,,,In vivo,1,,10000001.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Bone,9866,,
Biodistribution in rat bone in the presence of GdDTPA-BDP at 15 min,7732,,CHEMBL618734,50597,BAO_0000218,,,In vivo,1,,10000001.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Bone,9866,,
Biodistribution in rat bone in the presence of GdDTPA-BDP at 1 hr,7733,,CHEMBL618735,50597,BAO_0000218,,,In vivo,1,,10000001.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Bone,9866,,
Biodistribution in rat bone in the presence of GdDTPA-BDP at 30 min,7734,,CHEMBL876602,50597,BAO_0000218,,,In vivo,1,,10000001.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Bone,9866,,
Biodistribution in rat bone in the presence of GdDTPA-BDP at 4 hr,7735,,CHEMBL618736,50597,BAO_0000218,,,In vivo,1,,10000001.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Bone,9866,,
Biodistribution in rat bone in the presence of GdDTPA-HPDP at 15 min,7736,,CHEMBL618737,50597,BAO_0000218,,,In vivo,1,,10000001.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Bone,9866,,
Biodistribution in rat bone in the presence of GdDTPA-HPDP at 1 hr,7737,,CHEMBL618738,50597,BAO_0000218,,,In vivo,1,,10000001.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Bone,9866,,
Biodistribution in rat bone in the presence of GdDTPA-HPDP at 30 min,7738,,CHEMBL618739,50597,BAO_0000218,,,In vivo,1,,10000001.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Bone,9866,,
Biodistribution in rat bone in the presence of GdDTPA-HPDP at 4 hr,7739,,CHEMBL618740,50597,BAO_0000218,,,In vivo,1,,10000001.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Bone,9866,,
Biodistribution in rat bone in the presence of NAC Gd/0.01 M GdDTPA-HPDP,7740,,CHEMBL618741,50597,BAO_0000218,,,In vivo,1,,10000001.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Bone,9866,,
Biodistribution in rat bone in the presence of NCA Gd/0.01 M lip,7741,,CHEMBL618742,50597,BAO_0000218,,,In vivo,1,,10000001.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Bone,9866,,
Biodistribution in rat bone in the presence of NCAGd/0.01 M lig,7742,,CHEMBL618743,50597,BAO_0000218,,,In vivo,1,,10000001.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Bone,9866,,
Half-life from rat plasma at a single oral dose of 25 mg/kg,7743,,CHEMBL618744,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,17752,,
Half-life in male rat,7744,,CHEMBL618745,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,5610,,
Half-life in rat after peroral administration at 10 mg/kg concentration,7745,,CHEMBL620479,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,5939,,
Half-life in rat after peroral administration at 5 mg/kg concentration,7746,,CHEMBL620480,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,5939,,
Half-life in rat at a dose of 3 mg/kg,7747,,CHEMBL620481,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,17771,,
Half-life was evaluated in rats,7748,,CHEMBL620482,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,1974,,
Half-life was measured in rat,7749,,CHEMBL876603,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,4239,,
Half-life period for the compound was determined in rats at 50 mg/kg dose,7750,,CHEMBL620483,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6681,,
Half-life period in rats after intravenous administration at 5 mg/kg,7751,,CHEMBL620484,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,17752,,
Half-life period in rat at 10 mg/kg,7752,,CHEMBL620485,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6046,,
"Half-life period was determined in rats at 10 mg/kg, p.o. dose",7753,,CHEMBL620486,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6685,,
"Half-life period was determined in rats at 20 mg/kg, i.p. dose",7754,,CHEMBL620487,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6685,,
"Half-life period was determined in rats at 2 mg/kg, i.v. dose",7755,,CHEMBL620488,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6685,,
Half-life time in rat the dose of 2 mg/kg,7756,,CHEMBL620489,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,4727,,
Half-life was estimated from the elimination phase of the oral [C] vs time curves in 4 rats,7757,,CHEMBL620490,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,1088,,
In vivo activity against Staphylococcus aureus when administered orally for 1 hr in rat at a dose of 15 mg/kg,7758,,CHEMBL620491,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,5610,,
"In vivo half life of compound in rat plasma after a oral dose of 10 mg/kg (in water, N=4)",7759,,CHEMBL876604,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,3032,,
Oral half life was determined,7760,,CHEMBL620492,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,5199,,
"Pharmacokinetic Parameter, half life period measured in Female Wistar Rats at 100 mg/kg by po administration",7761,,CHEMBL620493,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,14941,,
Pharmacokinetic property (t1/2) in rat,7762,,CHEMBL620494,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,4408,,
