assay_type,assay_organism,assay_tax_id,variant_id,assay_cell_type,src_id,curated_by,assay_subcellular_fraction,doc_id,assay_strain,relationship_type,assay_id,confidence_score,cell_id,assay_category,tid,assay_tissue,tissue_id,assay_test_type,bao_format,chembl_id,src_assay_id,description
F,Rattus norvegicus,10116.0,,,1,Autocuration,,11140,,U,138,0,,,22226,Heart,948.0,,BAO_0000218,CHEMBL615361,,Change in heart rate was expressed in percent at at a dose 0.002 mg/kg iv in anesthetized rat
F,,,,,1,Autocuration,,10543,,H,139,8,,,19640,,,,BAO_0000019,CHEMBL615362,,90% inhibition of the 20 Mycobacterium avium complex (MAC) clinical isolates
F,,,,,1,Expert,,10543,,H,140,8,,,19640,,,,BAO_0000019,CHEMBL615363,,Minimum inhibitory concentration of compound against 20 Mycobacterium avium complex (MAC) clinical isolates
B,,,,,1,Autocuration,,10543,,H,141,8,,,19640,,,,BAO_0000357,CHEMBL615364,,Minimum inhibitory concentration of compound against 20 Mycobacterium avium complex (MAC) clinical isolates
F,,,,,1,Expert,,10543,,H,142,8,,,19640,,,,BAO_0000019,CHEMBL615365,,90% inhibition of the 20 Mycobacterium avium complex (MAC) clinical isolates
F,Mus musculus,10090.0,,P338,1,Intermediate,,11365,,N,143,1,524.0,,80360,,,,BAO_0000219,CHEMBL615366,,In Vitro evaluation for the growth inhibition of Subline (P388/AMSA) Leukemia cell lines
F,Mus musculus,10090.0,,P338,1,Intermediate,,11365,,N,144,1,524.0,,80360,,,,BAO_0000219,CHEMBL615367,,In Vitro evaluation for the growth inhibition of Subline (P388/CP) Leukemia cell lines
F,Homo sapiens,9606.0,,PBL,1,Intermediate,,11803,,N,145,1,554.0,,80384,,,,BAO_0000219,CHEMBL615368,,Compound was evaluated for the inhibition of cell replication human peripheral blood lymphocytes (PBL's).
F,Ovis aries,9940.0,,,1,Autocuration,,11803,,U,146,0,,,22226,,,,BAO_0000019,CHEMBL615369,,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells
F,Ovis aries,9940.0,,,1,Autocuration,,11803,,U,147,0,,,22226,,,,BAO_0000019,CHEMBL615370,,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells.
B,,,,,1,Autocuration,,12278,,H,148,8,,,191,,,,BAO_0000357,CHEMBL615673,,Compound is evaluated in vitro for the inhibition single mutant of HIV-1 RT (Y181C)
F,Homo sapiens,9606.0,,,1,Autocuration,,8249,,U,149,0,,,22226,,,,BAO_0000019,CHEMBL615674,,Compound was evaluated for its inhibitory effect on thymidine [3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-5
F,Homo sapiens,9606.0,,,1,Autocuration,,8249,,U,150,0,,,22226,,,,BAO_0000019,CHEMBL615675,,Compound was evaluated for its inhibitory effect on thymidine [3H]-dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-6
F,Homo sapiens,9606.0,,CCRF-CEM,1,Autocuration,,8249,,U,151,0,635.0,,22226,,,,BAO_0000219,CHEMBL615676,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in at conc. 10e-7
F,Homo sapiens,9606.0,,CCRF-CEM,1,Autocuration,,8249,,U,152,0,635.0,,22226,,,,BAO_0000219,CHEMBL615677,,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM cells in culture at conc. 10e-4
F,Homo sapiens,9606.0,,CCRF-CEM,1,Autocuration,,8249,,U,153,0,635.0,,22226,,,,BAO_0000219,CHEMBL615678,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-5
F,Homo sapiens,9606.0,,CCRF-CEM,1,Autocuration,,8249,,U,154,0,635.0,,22226,,,,BAO_0000219,CHEMBL615679,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-6
F,Homo sapiens,9606.0,,,1,Autocuration,,8249,,U,155,0,,,22226,,,,BAO_0000019,CHEMBL615680,,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM/MTX cells in at conc. 10e-7.
F,Homo sapiens,9606.0,,,1,Autocuration,,8249,,U,156,0,,,22226,,,,BAO_0000019,CHEMBL615681,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-4
B,,,,,1,Autocuration,,16992,,H,157,6,,,104290,,,,BAO_0000249,CHEMBL857972,,In vitro binding affinity towards (alpha-4)2(beta-2)3 neuronal nicotinic acetylcholine receptor in P2 membrane fractions of rat forebrain
F,Streptococcus pyogenes,1314.0,,,1,Intermediate,,10543,,N,158,1,,,50264,,,,BAO_0000218,CHEMBL857899,,Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse
F,Human herpesvirus 3,10335.0,,,1,Intermediate,,17833,,N,159,1,,,50527,,,,BAO_0000218,CHEMBL615371,,Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV)
F,vericilla zoster virus,10335.0,,HEL,1,Expert,,17290,,N,160,1,468.0,,50527,,,,BAO_0000218,CHEMBL615372,,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.
F,vericilla zoster virus,10335.0,,,1,Intermediate,,17290,,N,161,1,,,50527,,,,BAO_0000218,CHEMBL615373,,Antiviral activity against 07/1 strain of VZV; ND: No data
F,vericilla zoster virus,10335.0,,,1,Intermediate,,17290,,N,162,1,,,50527,,,,BAO_0000218,CHEMBL615374,,Antiviral activity against 07/1 strain of VZV; ND=No data
F,escherichia cloac,561.0,,,1,Intermediate,,10932,,N,163,1,,,50145,,,,BAO_0000218,CHEMBL615375,,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)"
B,,,,,1,Autocuration,,9707,,U,164,0,,,22226,,,,BAO_0000019,CHEMBL615376,,Ratio of Ki at A2 to Ki at A1 receptors
B,Candida albicans,5476.0,,,1,Expert,,2346,,H,165,8,,,11143,,,,BAO_0000249,CHEMBL615377,,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay."
B,Candida glabrata CBS 138,284593.0,,,1,Expert,,2205,,H,166,8,,,18077,,,,BAO_0000357,CHEMBL615378,,"Inhibition of 1,3-beta-glucan synthase"
F,Homo sapiens,9606.0,,1-87 tumor cell line,1,Intermediate,,11900,,N,167,1,832.0,,80609,,,,BAO_0000219,CHEMBL615379,,Inhibition of growth of 1-87 human tumor cell line
B,Rattus norvegicus,10116.0,,,1,Expert,,14864,,D,168,9,,,12166,,,,BAO_0000219,CHEMBL615380,,Inhibition of 1-lipoxygenase (LOX)in RBL cells
B,Glycine max,3847.0,,,1,Autocuration,,16474,,D,169,9,,,100171,,,,BAO_0000357,CHEMBL615381,,Inhibitory activity against soybean 1-lipoxygenase (SLO)
B,Glycine max,3847.0,,,1,Autocuration,,16474,,D,170,9,,,100171,,,,BAO_0000357,CHEMBL615382,,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect
B,Glycine max,3847.0,,,1,Autocuration,,16474,,D,171,9,,,100171,,,,BAO_0000357,CHEMBL615383,,% inhibition against soybean 1-lipoxygenase (SLO)
B,Glycine max,3847.0,,,1,Autocuration,,16474,,D,172,9,,,100171,,,,BAO_0000357,CHEMBL615384,,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition
B,Glycine max,3847.0,,,1,Autocuration,,3094,,D,173,9,,,100171,,,,BAO_0000357,CHEMBL615385,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90
B,Glycine max,3847.0,,,1,Autocuration,,3094,,D,174,9,,,100171,,,,BAO_0000357,CHEMBL615386,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99
B,Glycine max,3847.0,,,1,Autocuration,,3094,,D,175,9,,,100171,,,,BAO_0000357,CHEMBL615387,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75
B,Glycine max,3847.0,,,1,Autocuration,,3094,,D,176,9,,,100171,,,,BAO_0000357,CHEMBL615388,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65
B,Glycine max,3847.0,,,1,Autocuration,,3094,,D,177,9,,,100171,,,,BAO_0000357,CHEMBL615214,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50
B,Glycine max,3847.0,,,1,Autocuration,,3094,,D,178,9,,,100171,,,,BAO_0000357,CHEMBL827087,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24
B,Glycine max,3847.0,,,1,Autocuration,,3094,,D,179,9,,,100171,,,,BAO_0000357,CHEMBL615215,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13
B,Glycine max,3847.0,,,1,Autocuration,,3094,,D,180,9,,,100171,,,,BAO_0000357,CHEMBL615216,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11
B,Glycine max,3847.0,,,1,Autocuration,,3094,,D,181,9,,,100171,,,,BAO_0000357,CHEMBL615217,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5
B,Glycine max,3847.0,,,1,Autocuration,,3094,,D,182,9,,,100171,,,,BAO_0000357,CHEMBL615218,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3
B,Glycine max,3847.0,,,1,Autocuration,,3094,,D,183,9,,,100171,,,,BAO_0000357,CHEMBL615219,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1
B,Mus musculus,10090.0,,,1,Autocuration,,10413,,U,184,0,,,22226,,,,BAO_0000019,CHEMBL615220,,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM
F,Mus musculus,10090.0,,C3H 10T1/2,1,Intermediate,,16929,,N,185,1,294.0,,80049,,,,BAO_0000219,CHEMBL615221,,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity)
F,,,,,1,Intermediate,,1229,,U,186,0,,,22226,,,,BAO_0000019,CHEMBL615222,,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive
B,,,,,1,Autocuration,,16587,,H,187,8,,,11489,,,,BAO_0000357,CHEMBL615223,,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA)
B,,,,,1,Autocuration,,16587,,H,188,8,,,11862,,,,BAO_0000357,CHEMBL615224,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA)
B,,,,,1,Autocuration,,16587,,H,189,8,,,11862,,,,BAO_0000357,CHEMBL615225,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).
B,,,,,1,Autocuration,,16587,,H,190,8,,,11489,,,,BAO_0000357,CHEMBL615226,,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2
B,,,,,1,Autocuration,,16587,,H,191,8,,,11862,,,,BAO_0000357,CHEMBL615227,,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition
F,Bos taurus,9913.0,,,1,Expert,,8058,,D,192,9,,,12347,,,,BAO_0000019,CHEMBL615228,,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase
B,Rattus norvegicus,10116.0,,,1,Expert,,9065,,D,193,9,,,100120,,,,BAO_0000357,CHEMBL615229,,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect
B,Rattus norvegicus,10116.0,,,1,Expert,,8865,,D,194,9,,,100120,Adrenal gland,2369.0,,BAO_0000357,CHEMBL615230,,Inhibition of 11 beta-hydroxylase from rat adrenal gland
B,Rattus norvegicus,10116.0,,,1,Expert,,9066,,D,195,9,,,100120,,,,BAO_0000357,CHEMBL615231,,Inhibition of rat adrenal 11-beta-hydroxylase
B,Rattus norvegicus,10116.0,,,1,Expert,,8394,,D,196,9,,,100120,,,,BAO_0000357,CHEMBL884520,,Inhibition of rat adrenal 11-beta-hydroxylase
B,Rattus norvegicus,10116.0,,,1,Expert,,8394,,D,197,9,,,100120,,,,BAO_0000357,CHEMBL615232,,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M
B,,,,,1,Autocuration,,6431,,H,198,8,,,10328,,,,BAO_0000019,CHEMBL615233,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone
B,,,,,1,Autocuration,,6431,,H,199,8,,,11490,,,,BAO_0000357,CHEMBL827088,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol
B,,,,,1,Autocuration,,6431,,H,200,8,,,11490,,,,BAO_0000357,CHEMBL615234,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol
F,,,,,1,Autocuration,,9295,,H,201,8,,,11134,,,,BAO_0000019,CHEMBL615235,,Compound was tested for the percent of inhibition against 12-LO at 10 uM
B,,,,,1,Autocuration,,10193,,H,202,8,,,12052,,,,BAO_0000019,CHEMBL615236,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM
B,,,,,1,Autocuration,,13622,,H,203,8,,,11134,,,,BAO_0000019,CHEMBL615237,,Compound was tested in vitro for inhibition of 12-LO human platelet
F,,,,,1,Autocuration,,12079,,H,204,8,,,11134,,,,BAO_0000019,CHEMBL615238,,Inhibitory concentration against human platelet 12-lipoxygenase
B,,,,,1,Autocuration,,13622,,H,205,8,,,11134,,,,BAO_0000019,CHEMBL615239,,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet
F,Homo sapiens,9606.0,,,1,Autocuration,,12079,,D,206,9,,,11134,,,,BAO_0000019,CHEMBL615240,,Inhibitory concentration against human platelet 12-lipoxygenase
B,,,,,1,Expert,,13500,,H,207,8,,,11835,,,,BAO_0000019,CHEMBL615241,,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates
B,,,,,1,Expert,,13723,,H,208,8,,,11601,,,,BAO_0000357,CHEMBL615242,,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase
B,,,,,1,Autocuration,,16474,,H,209,8,,,11134,,,,BAO_0000019,CHEMBL615243,,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO)
B,,,,,1,Autocuration,,1630,,H,210,8,,,11134,,,,BAO_0000019,CHEMBL615244,,Inhibitory activity against human platelet 12-lipoxygenase
B,,,,,1,Autocuration,,167,,H,211,8,,,11134,,,,BAO_0000019,CHEMBL615245,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated
B,,,,,1,Autocuration,,16474,,H,212,8,,,11134,,,,BAO_0000019,CHEMBL615246,,% inhibition against human platelet 12-lipoxygenase (12-HLO)
B,,,,,1,Autocuration,,167,,H,213,8,,,11134,,,,BAO_0000019,CHEMBL615247,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM
B,,,,,1,Autocuration,,16474,,H,214,8,,,11134,,,,BAO_0000019,CHEMBL615248,,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition
B,,,,,1,Autocuration,,10091,,H,215,8,,,11601,,,,BAO_0000357,CHEMBL615249,,Inhibitory activity towards porcine 12-lipoxygenase
B,,,,,1,Autocuration,,11966,,H,216,8,,,11601,,,,BAO_0000357,CHEMBL615250,,Tested for inhibition against porcine 12-LO
B,,,,,1,Autocuration,,951,,H,217,8,,,12052,,,,BAO_0000019,CHEMBL615251,,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect
B,,,,,1,Autocuration,,10997,,H,218,8,,,12052,,,,BAO_0000019,CHEMBL615252,,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma
B,,,,,1,Expert,,10193,,H,219,8,,,12052,,,,BAO_0000019,CHEMBL828340,,In vitro inhibition of rat platelet 12-lipoxygenase
B,,,,,1,Autocuration,,10193,,H,220,8,,,12052,,,,BAO_0000019,CHEMBL615253,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM
B,,,,,1,Autocuration,,10193,,H,221,8,,,12052,,,,BAO_0000019,CHEMBL615254,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM
B,,,,,1,Autocuration,,10193,,H,222,8,,,12052,,,,BAO_0000019,CHEMBL615255,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM
B,,,,,1,Autocuration,,10193,,H,223,8,,,12052,,,,BAO_0000019,CHEMBL615256,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM
B,,,,,1,Autocuration,,10193,,H,224,8,,,12052,,,,BAO_0000019,CHEMBL615257,,In vitro inhibitory activity against rat platelet 12-lipoxygenase
B,,,,,1,Autocuration,,11087,,H,225,8,,,12052,,,,BAO_0000019,CHEMBL615258,,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM
F,Homo sapiens,9606.0,,41M,1,Intermediate,,15569,,N,226,1,621.0,,80007,,,,BAO_0000219,CHEMBL615259,,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure
F,Homo sapiens,9606.0,,41M,1,Expert,,12989,,N,227,1,621.0,,80007,,,,BAO_0000219,CHEMBL615260,,In vitro antitumor activity against 41M cell line.
F,Homo sapiens,9606.0,,41M,1,Intermediate,,16745,,N,228,1,621.0,,80007,,,,BAO_0000219,CHEMBL615261,,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.
F,Homo sapiens,9606.0,,41M,1,Intermediate,,15569,,N,229,1,621.0,,80007,,,,BAO_0000219,CHEMBL615262,,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure
F,Homo sapiens,9606.0,,41M,1,Expert,,12989,,N,230,1,621.0,,80007,,,,BAO_0000219,CHEMBL615263,,In vitro antitumor activity against 41McisR cell line.
F,Homo sapiens,9606.0,,41M,1,Expert,,12989,,N,231,1,621.0,,80007,,,,BAO_0000219,CHEMBL838393,,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line
F,Homo sapiens,9606.0,,41M,1,Intermediate,,16745,,N,232,1,621.0,,80007,,,,BAO_0000219,CHEMBL615264,,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay
B,Homo sapiens,9606.0,,,1,Expert,,6210,,D,233,9,,,84,,,,BAO_0000357,CHEMBL615265,,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I)
B,Homo sapiens,9606.0,,,1,Expert,,6210,,D,234,9,,,68,,,,BAO_0000357,CHEMBL615266,,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II)
B,,,,,1,Expert,,6226,,H,235,8,,,68,,,,BAO_0000357,CHEMBL615267,,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II)
B,,,,,1,Expert,,17855,,H,236,8,,,10201,,,,BAO_0000357,CHEMBL615268,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase
B,,,,,1,Expert,,17855,,H,237,8,,,10201,,,,BAO_0000357,CHEMBL615269,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined
B,,,,,1,Expert,,17855,,H,238,8,,,10201,,,,BAO_0000357,CHEMBL615270,,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase
B,,,,,1,Autocuration,,10413,,H,239,8,,,12220,,,,BAO_0000357,CHEMBL615271,,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM"
B,Escherichia coli,562.0,,,1,Autocuration,,10413,,H,240,8,,,11303,,,,BAO_0000357,CHEMBL615272,,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested"
B,Escherichia coli,562.0,,,1,Autocuration,,10413,,H,241,8,,,11303,,,,BAO_0000357,CHEMBL615103,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested"
B,Escherichia coli,562.0,,,1,Autocuration,,10413,,H,242,8,,,11303,,,,BAO_0000357,CHEMBL615104,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested"
B,,,,,1,Autocuration,,10413,,H,243,8,,,12220,,,,BAO_0000357,CHEMBL615105,,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM"
B,,,,,1,Autocuration,,10413,,H,244,8,,,12220,,,,BAO_0000357,CHEMBL872866,,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM"
B,Sus scrofa,9823.0,,,1,Autocuration,,7587,,H,245,8,,,11303,,,,BAO_0000357,CHEMBL615106,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration"
B,Sus scrofa,9823.0,,,1,Autocuration,,7587,,H,246,8,,,11303,,,,BAO_0000019,CHEMBL615107,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme."
B,Sus scrofa,9823.0,,,1,Autocuration,,7587,,H,247,8,,,11303,,,,BAO_0000357,CHEMBL615108,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration"
B,Sus scrofa,9823.0,,,1,Autocuration,,7587,,H,248,8,,,11303,,,,BAO_0000357,CHEMBL615109,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration"
