Fiscal year,Youth issues (marker),Organisation name,PBA type,Gender equality (marker),Children issues (marker),FSTC percent,CountryRegion name,Knowledge for development (marker),Fund centre name,Branch name,Sector percent,Project Browser country ID,Enviromental sustainability (marker),ICT as a tool for development (marker),Project number,Status,Maximum CIDA contribution (project-level),Branch ID,Division ID,Division name,Section ID,Section name,Regional program (marker),Fund centre ID,Untied amount(Project-level budget),IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),Climate change adaptation (marker),Climate change mitigation (marker)
2009/2010,0,Information not available,Not PBA,0,1,1.0,South America,0,*Southern Cone,NGM Americas,0.02,CL,1,0,A020910001,Closed,1488850.78,B4400,D4400,NDD Americas Programming,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Department of Foreign Affairs and International Trade,Not PBA,0,1,1.0,South America,0,*Southern Cone,NGM Americas,0.8,CL,1,0,A020910001,Closed,1488850.78,B4400,D4400,NDD Americas Programming,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Information not available,Not PBA,0,1,1.0,South America,0,*Southern Cone,NGM Americas,0.8,CL,1,0,A020910001,Closed,1488850.78,B4400,D4400,NDD Americas Programming,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Department of Foreign Affairs and International Trade,Not PBA,0,1,1.0,South America,0,*Southern Cone,NGM Americas,0.1,PY,1,0,A020910001,Closed,1488850.78,B4400,D4400,NDD Americas Programming,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Information not available,Not PBA,0,1,1.0,South America,0,*Southern Cone,NGM Americas,0.1,PY,1,0,A020910001,Closed,1488850.78,B4400,D4400,NDD Americas Programming,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Department of Foreign Affairs and International Trade,Not PBA,0,1,1.0,South America,0,*Southern Cone,NGM Americas,0.08,PY,1,0,A020910001,Closed,1488850.78,B4400,D4400,NDD Americas Programming,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Information not available,Not PBA,0,1,1.0,South America,0,*Southern Cone,NGM Americas,0.08,PY,1,0,A020910001,Closed,1488850.78,B4400,D4400,NDD Americas Programming,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Department of Foreign Affairs and International Trade,Not PBA,0,1,1.0,South America,0,*Southern Cone,NGM Americas,0.02,PY,1,0,A020910001,Closed,1488850.78,B4400,D4400,NDD Americas Programming,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Information not available,Not PBA,0,1,1.0,South America,0,*Southern Cone,NGM Americas,0.02,PY,1,0,A020910001,Closed,1488850.78,B4400,D4400,NDD Americas Programming,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Department of Foreign Affairs and International Trade,Not PBA,0,1,1.0,South America,0,*Southern Cone,NGM Americas,0.8,PY,1,0,A020910001,Closed,1488850.78,B4400,D4400,NDD Americas Programming,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Information not available,Not PBA,0,1,1.0,South America,0,*Southern Cone,NGM Americas,0.8,PY,1,0,A020910001,Closed,1488850.78,B4400,D4400,NDD Americas Programming,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Centre for Nursing Studies,Not PBA,1,0,1.0,Paraguay,0,*Southern Cone,NGM Americas,0.25,PY,0,1,A020910017,Closed,861997.0,B4400,D4400,NDD Americas Programming,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Centre for Nursing Studies,Not PBA,1,0,1.0,Paraguay,0,*Southern Cone,NGM Americas,0.1,PY,0,1,A020910017,Closed,861997.0,B4400,D4400,NDD Americas Programming,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Centre for Nursing Studies,Not PBA,1,0,1.0,Paraguay,0,*Southern Cone,NGM Americas,0.25,PY,0,1,A020910017,Closed,861997.0,B4400,D4400,NDD Americas Programming,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Centre for Nursing Studies,Not PBA,1,0,1.0,Paraguay,0,*Southern Cone,NGM Americas,0.4,PY,0,1,A020910017,Closed,861997.0,B4400,D4400,NDD Americas Programming,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Barreau du Qu�bec,Not PBA,2,0,1.0,Bolivia,0,Bolivia,NGM Americas,0.75,BO,0,0,A020910018,Closed,329838.0,B4400,D4400,NDD Americas Programming,S4413,South America,0,4416,329838.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Barreau du Qu�bec,Not PBA,2,0,1.0,Bolivia,0,Bolivia,NGM Americas,0.25,BO,0,0,A020910018,Closed,329838.0,B4400,D4400,NDD Americas Programming,S4413,South America,0,4416,329838.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,University of New Brunswick,Not PBA,0,0,1.0,Brazil,0,Brazil,NGM Americas,0.5,BR,1,1,A020911008,Closed,2531353.0,B4400,D4400,NDD Americas Programming,S4413,South America,0,4418,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,University of New Brunswick,Not PBA,0,0,1.0,Brazil,0,Brazil,NGM Americas,0.1,BR,1,1,A020911008,Closed,2531353.0,B4400,D4400,NDD Americas Programming,S4413,South America,0,4418,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,University of New Brunswick,Not PBA,0,0,1.0,Brazil,0,Brazil,NGM Americas,0.4,BR,1,1,A020911008,Closed,2531353.0,B4400,D4400,NDD Americas Programming,S4413,South America,0,4418,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Ryerson International Development Centre,Not PBA,2,0,1.0,Brazil,0,Brazil,NGM Americas,0.3,BR,0,1,A020911009,Closed,1713817.92,B4400,D4400,NDD Americas Programming,S4413,South America,0,4418,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Ryerson International Development Centre,Not PBA,2,0,1.0,Brazil,0,Brazil,NGM Americas,0.4,BR,0,1,A020911009,Closed,1713817.92,B4400,D4400,NDD Americas Programming,S4413,South America,0,4418,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Ryerson International Development Centre,Not PBA,2,0,1.0,Brazil,0,Brazil,NGM Americas,0.3,BR,0,1,A020911009,Closed,1713817.92,B4400,D4400,NDD Americas Programming,S4413,South America,0,4418,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Soci�t� de coop�ration pour le d�veloppement international,Not PBA,2,0,1.0,"Congo, Dem Rep.",0,Democratic Republic of Congo,WGM Sub-Saharan Africa,0.6,CD,0,0,A020982001,Closed,4899012.2,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,4899012.2,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Soci�t� de coop�ration pour le d�veloppement international,Not PBA,2,0,1.0,"Congo, Dem Rep.",0,Democratic Republic of Congo,WGM Sub-Saharan Africa,0.4,CD,0,0,A020982001,Closed,4899012.2,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,4899012.2,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,1,Commonwealth Judicial Education Institute,Not PBA,1,1,1.0,Bangladesh,0,Bangladesh,OGM Asia Pacific,1.0,BD,0,0,A021170001,Closed,17121139.37,B4100,D4100,OAD Asia Programming,S4122,Bangladesh Section,0,4122,17121139.37,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,1,IBM Canada Ltd. (Formerly Pricewaterhouse Consult.),Not PBA,1,1,1.0,Bangladesh,0,Bangladesh,OGM Asia Pacific,1.0,BD,0,0,A021170001,Closed,17121139.37,B4100,D4100,OAD Asia Programming,S4122,Bangladesh Section,0,4122,17121139.37,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Information not available,Not PBA,1,0,1.0,"Congo, Dem Rep.",0,Democratic Republic of Congo,WGM Sub-Saharan Africa,0.3,CD,0,0,A021224002,Closed,246397.97,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,246397.97,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Information not available,Not PBA,1,0,1.0,"Congo, Dem Rep.",0,Democratic Republic of Congo,WGM Sub-Saharan Africa,0.3,CD,0,0,A021224002,Closed,246397.97,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,246397.97,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Information not available,Not PBA,1,0,1.0,"Congo, Dem Rep.",0,Democratic Republic of Congo,WGM Sub-Saharan Africa,0.4,CD,0,0,A021224002,Closed,246397.97,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,246397.97,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Agriteam Canada,Not PBA,1,0,1.0,Pakistan,0,Pakistan,OGM Asia Pacific,0.5,PK,0,0,A021236001,Closed,6566164.53,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,6566164.53,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,The Universalia Management Group Inc.,Not PBA,1,0,1.0,Pakistan,0,Pakistan,OGM Asia Pacific,0.5,PK,0,0,A021236001,Closed,6566164.53,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,6566164.53,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Agriteam Canada,Not PBA,1,0,1.0,Pakistan,0,Pakistan,OGM Asia Pacific,0.5,PK,0,0,A021236001,Closed,6566164.53,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,6566164.53,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,The Universalia Management Group Inc.,Not PBA,1,0,1.0,Pakistan,0,Pakistan,OGM Asia Pacific,0.5,PK,0,0,A021236001,Closed,6566164.53,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,6566164.53,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Ingenieros y Arquitectos Asociados La Paz Ltd.,Not PBA,1,0,1.0,Bolivia,0,Bolivia,NGM Americas,0.4,BO,1,0,A021314PRE,Closed,273083.86,B4400,D4400,NDD Americas Programming,S4413,South America,0,4416,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Ingenieros y Arquitectos Asociados La Paz Ltd.,Not PBA,1,0,1.0,Bolivia,0,Bolivia,NGM Americas,0.4,BO,1,0,A021314PRE,Closed,273083.86,B4400,D4400,NDD Americas Programming,S4413,South America,0,4416,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Ingenieros y Arquitectos Asociados La Paz Ltd.,Not PBA,1,0,1.0,Bolivia,0,Bolivia,NGM Americas,0.2,BO,1,0,A021314PRE,Closed,273083.86,B4400,D4400,NDD Americas Programming,S4413,South America,0,4416,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,CARE Canada,Not PBA,0,0,1.0,Africa MC,0,PanAfrica,WGM Sub-Saharan Africa,0.1,X1,0,0,A021334002,Terminating,611160.56,B4200,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,611160.56,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Project Services International Inc.,Not PBA,0,0,1.0,Africa MC,0,PanAfrica,WGM Sub-Saharan Africa,0.1,X1,0,0,A021334002,Terminating,611160.56,B4200,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,611160.56,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,CARE Canada,Not PBA,0,0,1.0,Africa MC,0,PanAfrica,WGM Sub-Saharan Africa,0.6,X1,0,0,A021334002,Terminating,611160.56,B4200,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,611160.56,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Project Services International Inc.,Not PBA,0,0,1.0,Africa MC,0,PanAfrica,WGM Sub-Saharan Africa,0.6,X1,0,0,A021334002,Terminating,611160.56,B4200,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,611160.56,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,CARE Canada,Not PBA,0,0,1.0,Africa MC,0,PanAfrica,WGM Sub-Saharan Africa,0.3,X1,0,0,A021334002,Terminating,611160.56,B4200,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,611160.56,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Project Services International Inc.,Not PBA,0,0,1.0,Africa MC,0,PanAfrica,WGM Sub-Saharan Africa,0.3,X1,0,0,A021334002,Terminating,611160.56,B4200,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,611160.56,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Department of Foreign Affairs and International Trade,Not PBA,0,0,1.0,Western Asia,0,Middle East Peace Process,"EGM Europe, Middle East and Maghreb",1.0,YE,0,0,A021360001,Closed,2694419.4,B3100,D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,University of Windsor Finance Department,Not PBA,0,0,1.0,Western Asia,0,Middle East Peace Process,"EGM Europe, Middle East and Maghreb",1.0,YE,0,0,A021360001,Closed,2694419.4,B3100,D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Department of Foreign Affairs and International Trade,Not PBA,0,0,1.0,Western Asia,0,Middle East Peace Process,"EGM Europe, Middle East and Maghreb",1.0,JO,0,0,A021360001,Closed,2694419.4,B3100,D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,University of Windsor Finance Department,Not PBA,0,0,1.0,Western Asia,0,Middle East Peace Process,"EGM Europe, Middle East and Maghreb",1.0,JO,0,0,A021360001,Closed,2694419.4,B3100,D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Department of Foreign Affairs and International Trade,Not PBA,0,0,1.0,Western Asia,0,Middle East Peace Process,"EGM Europe, Middle East and Maghreb",1.0,LB,0,0,A021360001,Closed,2694419.4,B3100,D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,University of Windsor Finance Department,Not PBA,0,0,1.0,Western Asia,0,Middle East Peace Process,"EGM Europe, Middle East and Maghreb",1.0,LB,0,0,A021360001,Closed,2694419.4,B3100,D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Department of Foreign Affairs and International Trade,Not PBA,0,0,1.0,Western Asia,0,Middle East Peace Process,"EGM Europe, Middle East and Maghreb",1.0,SY,0,0,A021360001,Closed,2694419.4,B3100,D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,University of Windsor Finance Department,Not PBA,0,0,1.0,Western Asia,0,Middle East Peace Process,"EGM Europe, Middle East and Maghreb",1.0,SY,0,0,A021360001,Closed,2694419.4,B3100,D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Department of Foreign Affairs and International Trade,Not PBA,0,0,1.0,Western Asia,0,Middle East Peace Process,"EGM Europe, Middle East and Maghreb",1.0,PS,0,0,A021360001,Closed,2694419.4,B3100,D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,University of Windsor Finance Department,Not PBA,0,0,1.0,Western Asia,0,Middle East Peace Process,"EGM Europe, Middle East and Maghreb",1.0,PS,0,0,A021360001,Closed,2694419.4,B3100,D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,C�RAC Inc.,Not PBA,0,0,1.0,"Congo, Dem Rep.",0,Democratic Republic of Congo,WGM Sub-Saharan Africa,0.4,CD,0,0,A021363001,Closed,8846131.41,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Groupe Consultation CCISD et MIR,Not PBA,0,0,1.0,"Congo, Dem Rep.",0,Democratic Republic of Congo,WGM Sub-Saharan Africa,0.4,CD,0,0,A021363001,Closed,8846131.41,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,C�RAC Inc.,Not PBA,0,0,1.0,"Congo, Dem Rep.",0,Democratic Republic of Congo,WGM Sub-Saharan Africa,0.1,CD,0,0,A021363001,Closed,8846131.41,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Groupe Consultation CCISD et MIR,Not PBA,0,0,1.0,"Congo, Dem Rep.",0,Democratic Republic of Congo,WGM Sub-Saharan Africa,0.1,CD,0,0,A021363001,Closed,8846131.41,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,C�RAC Inc.,Not PBA,0,0,1.0,"Congo, Dem Rep.",0,Democratic Republic of Congo,WGM Sub-Saharan Africa,0.2,CD,0,0,A021363001,Closed,8846131.41,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Groupe Consultation CCISD et MIR,Not PBA,0,0,1.0,"Congo, Dem Rep.",0,Democratic Republic of Congo,WGM Sub-Saharan Africa,0.2,CD,0,0,A021363001,Closed,8846131.41,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,C�RAC Inc.,Not PBA,0,0,1.0,"Congo, Dem Rep.",0,Democratic Republic of Congo,WGM Sub-Saharan Africa,0.1,CD,0,0,A021363001,Closed,8846131.41,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Groupe Consultation CCISD et MIR,Not PBA,0,0,1.0,"Congo, Dem Rep.",0,Democratic Republic of Congo,WGM Sub-Saharan Africa,0.1,CD,0,0,A021363001,Closed,8846131.41,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,C�RAC Inc.,Not PBA,0,0,1.0,"Congo, Dem Rep.",0,Democratic Republic of Congo,WGM Sub-Saharan Africa,0.1,CD,0,0,A021363001,Closed,8846131.41,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Groupe Consultation CCISD et MIR,Not PBA,0,0,1.0,"Congo, Dem Rep.",0,Democratic Republic of Congo,WGM Sub-Saharan Africa,0.1,CD,0,0,A021363001,Closed,8846131.41,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,C�RAC Inc.,Not PBA,0,0,1.0,"Congo, Dem Rep.",0,Democratic Republic of Congo,WGM Sub-Saharan Africa,0.1,CD,0,0,A021363001,Closed,8846131.41,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Groupe Consultation CCISD et MIR,Not PBA,0,0,1.0,"Congo, Dem Rep.",0,Democratic Republic of Congo,WGM Sub-Saharan Africa,0.1,CD,0,0,A021363001,Closed,8846131.41,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,GESTION DE PROJET LB INC.,Not PBA,1,0,1.0,"Congo, Dem Rep.",0,Democratic Republic of Congo,WGM Sub-Saharan Africa,0.4,CD,0,0,A021367002,Closed,320562.14,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,320562.14,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Information not available,Not PBA,1,0,1.0,"Congo, Dem Rep.",0,Democratic Republic of Congo,WGM Sub-Saharan Africa,0.4,CD,0,0,A021367002,Closed,320562.14,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,320562.14,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,GESTION DE PROJET LB INC.,Not PBA,1,0,1.0,"Congo, Dem Rep.",0,Democratic Republic of Congo,WGM Sub-Saharan Africa,0.2,CD,0,0,A021367002,Closed,320562.14,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,320562.14,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Information not available,Not PBA,1,0,1.0,"Congo, Dem Rep.",0,Democratic Republic of Congo,WGM Sub-Saharan Africa,0.2,CD,0,0,A021367002,Closed,320562.14,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,320562.14,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,GESTION DE PROJET LB INC.,Not PBA,1,0,1.0,"Congo, Dem Rep.",0,Democratic Republic of Congo,WGM Sub-Saharan Africa,0.2,CD,0,0,A021367002,Closed,320562.14,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,320562.14,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Information not available,Not PBA,1,0,1.0,"Congo, Dem Rep.",0,Democratic Republic of Congo,WGM Sub-Saharan Africa,0.2,CD,0,0,A021367002,Closed,320562.14,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,320562.14,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,GESTION DE PROJET LB INC.,Not PBA,1,0,1.0,"Congo, Dem Rep.",0,Democratic Republic of Congo,WGM Sub-Saharan Africa,0.2,CD,0,0,A021367002,Closed,320562.14,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,320562.14,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Information not available,Not PBA,1,0,1.0,"Congo, Dem Rep.",0,Democratic Republic of Congo,WGM Sub-Saharan Africa,0.2,CD,0,0,A021367002,Closed,320562.14,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,320562.14,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Department of Foreign Affairs and International Trade,Not PBA,3,0,1.0,Leeward and Windward Islands Region,0,Caribbean Region,NGM Americas,0.5,AG,0,1,A021397004,Closed,1735857.03,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,1735857.03,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Department of Foreign Affairs and International Trade,Not PBA,3,0,1.0,Leeward and Windward Islands Region,0,Caribbean Region,NGM Americas,0.5,AG,0,1,A021397004,Closed,1735857.03,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,1735857.03,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Department of Foreign Affairs and International Trade,Not PBA,3,0,1.0,Leeward and Windward Islands Region,0,Caribbean Region,NGM Americas,0.5,AI,0,1,A021397004,Closed,1735857.03,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,1735857.03,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
