ss_d,ss_rgnsm,src_d,tss_d,dc_d,b_frmt,src_ss_d,dscrptn,ss_sbclllr_frctn,ss_tp,ss_strn,rltnshp_tp,cnfdnc_scr,crtd_b,chmbl_d,cll_d,vrnt_d
7683,Rattus norvegicus,1,,17260,BAO_0000218,,C max at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,,A,,N,1,Intermediate,CHEMBL626140,,
7684,Rattus norvegicus,1,,17260,BAO_0000218,,C max at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,,A,,N,1,Intermediate,CHEMBL626141,,
7685,Rattus norvegicus,1,,17686,BAO_0000218,,C24h in rat p.o. at 20 mg/kg concentration,,A,,N,1,Intermediate,CHEMBL626142,,
7686,Rattus norvegicus,1,2385.0,9866,BAO_0000218,,Biodistribution in normal rat muscle in the presence of 0.005 M Gd/0.01 M lig at 2 hr,,A,,N,1,Intermediate,CHEMBL627930,,
7687,Rattus norvegicus,1,2385.0,9866,BAO_0000218,,Biodistribution in normal rat muscle in the presence of 0.01 M Gd/0.05 M lig,,A,,N,1,Intermediate,CHEMBL627931,,
7688,Rattus norvegicus,1,2385.0,9866,BAO_0000218,,Biodistribution in normal rat muscle in the presence of NAC Gd 0.01 M lig at 2 hr,,A,,N,1,Intermediate,CHEMBL627932,,
7689,Rattus norvegicus,1,2106.0,9866,BAO_0000218,,Biodistribution in normal rat spleen in the presence of 0.005 M Gd/0.01 M lig at 2 hr,,A,,N,1,Intermediate,CHEMBL627933,,
7690,Rattus norvegicus,1,2106.0,9866,BAO_0000218,,Biodistribution in normal rat spleen in the presence of 0.01 M Gd/0.05 M lig,,A,,N,1,Intermediate,CHEMBL627934,,
7691,Rattus norvegicus,1,2106.0,9866,BAO_0000218,,Biodistribution in normal rat spleen in the presence of NAC Gd 0.01 M lig at 2 hr,,A,,N,1,Intermediate,CHEMBL627935,,
7692,Rattus norvegicus,1,178.0,9866,BAO_0000218,,Biodistribution in rat blood in the presence of 0.001 M/0.008 M GdDTPA-AEP,,A,,N,1,Intermediate,CHEMBL627936,,
7693,Rattus norvegicus,1,178.0,9866,BAO_0000218,,Biodistribution in rat blood in the presence of 0.01 M GdDTPA-BDP,,A,,N,1,Intermediate,CHEMBL627937,,
7694,Rattus norvegicus,1,178.0,9866,BAO_0000218,,Biodistribution in rat blood in the presence of 0.01 M/0.01 M GdDTPA-AEP,,A,,N,1,Intermediate,CHEMBL627938,,
7695,Rattus norvegicus,1,178.0,9866,BAO_0000218,,Biodistribution in rat blood in the presence of 0.05 M Gd/0.15 M lig,,A,,N,1,Intermediate,CHEMBL627939,,
7696,Rattus norvegicus,1,178.0,9866,BAO_0000218,,Biodistribution in rat blood in the presence of 0.05 M GdDTPA-BDP,,A,,N,1,Intermediate,CHEMBL627940,,
7697,Rattus norvegicus,1,178.0,9866,BAO_0000218,,Biodistribution in rat blood in the presence of 0.05 M/0.05 M GdDTPA-AEP,,A,,N,1,Intermediate,CHEMBL627941,,
7698,Rattus norvegicus,1,178.0,9866,BAO_0000218,,Biodistribution in rat blood in the presence of 0.05 M/0.08 M GdDTPA-HPDP,,A,,N,1,Intermediate,CHEMBL876800,,
7699,Rattus norvegicus,1,178.0,9866,BAO_0000218,,Biodistribution in rat blood in the presence of 0.10 M GdDTPA-BDP,,A,,N,1,Intermediate,CHEMBL627942,,
7700,Rattus norvegicus,1,178.0,9866,BAO_0000218,,Biodistribution in rat blood in the presence of 0.10 M/0.11 M GdDTPA-AEP,,A,,N,1,Intermediate,CHEMBL627943,,
7701,Rattus norvegicus,1,178.0,9866,BAO_0000218,,Biodistribution in rat blood in the presence of 50 Gd/kg at 15 min,,A,,N,1,Intermediate,CHEMBL627944,,
7702,Rattus norvegicus,1,178.0,9866,BAO_0000218,,Biodistribution in rat blood in the presence of 50 Gd/kg at 2 hr,,A,,N,1,Intermediate,CHEMBL627945,,
7703,Rattus norvegicus,1,178.0,9866,BAO_0000218,,Biodistribution in rat blood in the presence of 50 Gd/kg at 6 hr,,A,,N,1,Intermediate,CHEMBL628584,,
7704,Rattus norvegicus,1,178.0,9866,BAO_0000218,,Biodistribution in rat blood in the presence of GdDTPA at 15 min,,A,,N,1,Intermediate,CHEMBL628585,,
7705,Rattus norvegicus,1,178.0,9866,BAO_0000218,,Biodistribution in rat blood in the presence of GdDTPA at 1 hr,,A,,N,1,Intermediate,CHEMBL628586,,
7706,Rattus norvegicus,1,178.0,9866,BAO_0000218,,Biodistribution in rat blood in the presence of GdDTPA at 30 min,,A,,N,1,Intermediate,CHEMBL628587,,
7707,Rattus norvegicus,1,178.0,9866,BAO_0000218,,Biodistribution in rat blood in the presence of GdDTPA at 4 hr,,A,,N,1,Intermediate,CHEMBL628588,,
7708,Rattus norvegicus,1,178.0,9866,BAO_0000218,,Biodistribution in rat blood in the presence of GdDTPA-BDP at 15 min,,A,,N,1,Intermediate,CHEMBL628589,,
7709,Rattus norvegicus,1,178.0,9866,BAO_0000218,,Biodistribution in rat blood in the presence of GdDTPA-BDP at 30 min,,A,,N,1,Intermediate,CHEMBL625304,,
7710,Rattus norvegicus,1,178.0,9866,BAO_0000218,,Biodistribution in rat blood in the presence of GdDTPA-BDP at 4 hr,,A,,N,1,Intermediate,CHEMBL625305,,
7711,Rattus norvegicus,1,178.0,9866,BAO_0000218,,Biodistribution in rat blood in the presence of GdDTPA-BDPat 1 hr,,A,,N,1,Intermediate,CHEMBL625306,,
7712,Rattus norvegicus,1,178.0,9866,BAO_0000218,,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 15 min,,A,,N,1,Intermediate,CHEMBL625307,,
7713,Rattus norvegicus,1,178.0,9866,BAO_0000218,,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 30 min,,A,,N,1,Intermediate,CHEMBL625308,,
7714,Rattus norvegicus,1,178.0,9866,BAO_0000218,,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 4 hr,,A,,N,1,Intermediate,CHEMBL627740,,
7715,Rattus norvegicus,1,178.0,9866,BAO_0000218,,Biodistribution in rat blood in the presence of GdDTPA-HPDPat 1 hr,,A,,N,1,Intermediate,CHEMBL627741,,
7716,Rattus norvegicus,1,178.0,9866,BAO_0000218,,Biodistribution in rat blood in the presence of NAC Gd/0.01 M GdDTPA-HPDP,,A,,N,1,Intermediate,CHEMBL627742,,
7717,Rattus norvegicus,1,178.0,9866,BAO_0000218,,Biodistribution in rat blood in the presence of NCA Gd/0.01 M lip,,A,,N,1,Intermediate,CHEMBL627743,,
7718,Rattus norvegicus,1,178.0,9866,BAO_0000218,,Biodistribution in rat blood in the presence of NCAGd/0.01 M lig,,A,,N,1,Intermediate,CHEMBL627744,,
7719,Rattus norvegicus,1,10000001.0,9866,BAO_0000218,,Biodistribution in rat bone in the presence of 0.01 M GdDTPA-BDP,,A,,N,1,Intermediate,CHEMBL627745,,
7720,Rattus norvegicus,1,10000001.0,9866,BAO_0000218,,Biodistribution in rat bone in the presence of 0.01 M/0.01 M GdDTPA-AEP,,A,,N,1,Intermediate,CHEMBL627746,,
7721,Rattus norvegicus,1,10000001.0,9866,BAO_0000218,,Biodistribution in rat bone in the presence of 0.01 M/0.08 M GdDTPA-AEP,,A,,N,1,Intermediate,CHEMBL627747,,
7722,Rattus norvegicus,1,10000001.0,9866,BAO_0000218,,Biodistribution in rat bone in the presence of 0.05 M Gd/0.15 M lig,,A,,N,1,Intermediate,CHEMBL876810,,
7723,Rattus norvegicus,1,10000001.0,9866,BAO_0000218,,Biodistribution in rat bone in the presence of 0.05 M GdDTPA-BDP,,A,,N,1,Intermediate,CHEMBL627748,,
7724,Rattus norvegicus,1,10000001.0,9866,BAO_0000218,,Biodistribution in rat bone in the presence of 0.05 M/0.05 M GdDTPA-AEP,,A,,N,1,Intermediate,CHEMBL627749,,
7725,Rattus norvegicus,1,10000001.0,9866,BAO_0000218,,Biodistribution in rat bone in the presence of 0.05 M/0.08 M GdDTPA-HPDP,,A,,N,1,Intermediate,CHEMBL627750,,
7726,Rattus norvegicus,1,10000001.0,9866,BAO_0000218,,Biodistribution in rat bone in the presence of 0.10 M GdDTPA-BDP,,A,,N,1,Intermediate,CHEMBL618728,,
7727,Rattus norvegicus,1,10000001.0,9866,BAO_0000218,,Biodistribution in rat bone in the presence of 0.10 M/0.11 M GdDTPA-AEP,,A,,N,1,Intermediate,CHEMBL618729,,
7728,Rattus norvegicus,1,10000001.0,9866,BAO_0000218,,Biodistribution in rat bone in the presence of GdDTPA at 15 min,,A,,N,1,Intermediate,CHEMBL618730,,
7729,Rattus norvegicus,1,10000001.0,9866,BAO_0000218,,Biodistribution in rat bone in the presence of GdDTPA at 1 hr,,A,,N,1,Intermediate,CHEMBL618731,,
7730,Rattus norvegicus,1,10000001.0,9866,BAO_0000218,,Biodistribution in rat bone in the presence of GdDTPA at 30 min,,A,,N,1,Intermediate,CHEMBL618732,,
7731,Rattus norvegicus,1,10000001.0,9866,BAO_0000218,,Biodistribution in rat bone in the presence of GdDTPA at 4 hr,,A,,N,1,Intermediate,CHEMBL618733,,
7732,Rattus norvegicus,1,10000001.0,9866,BAO_0000218,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 15 min,,A,,N,1,Intermediate,CHEMBL618734,,
7733,Rattus norvegicus,1,10000001.0,9866,BAO_0000218,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 1 hr,,A,,N,1,Intermediate,CHEMBL618735,,
7734,Rattus norvegicus,1,10000001.0,9866,BAO_0000218,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 30 min,,A,,N,1,Intermediate,CHEMBL876602,,
7735,Rattus norvegicus,1,10000001.0,9866,BAO_0000218,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 4 hr,,A,,N,1,Intermediate,CHEMBL618736,,
7736,Rattus norvegicus,1,10000001.0,9866,BAO_0000218,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 15 min,,A,,N,1,Intermediate,CHEMBL618737,,
7737,Rattus norvegicus,1,10000001.0,9866,BAO_0000218,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 1 hr,,A,,N,1,Intermediate,CHEMBL618738,,
7738,Rattus norvegicus,1,10000001.0,9866,BAO_0000218,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 30 min,,A,,N,1,Intermediate,CHEMBL618739,,
7739,Rattus norvegicus,1,10000001.0,9866,BAO_0000218,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 4 hr,,A,,N,1,Intermediate,CHEMBL618740,,
7740,Rattus norvegicus,1,10000001.0,9866,BAO_0000218,,Biodistribution in rat bone in the presence of NAC Gd/0.01 M GdDTPA-HPDP,,A,,N,1,Intermediate,CHEMBL618741,,
7741,Rattus norvegicus,1,10000001.0,9866,BAO_0000218,,Biodistribution in rat bone in the presence of NCA Gd/0.01 M lip,,A,,N,1,Intermediate,CHEMBL618742,,
7742,Rattus norvegicus,1,10000001.0,9866,BAO_0000218,,Biodistribution in rat bone in the presence of NCAGd/0.01 M lig,,A,,N,1,Intermediate,CHEMBL618743,,
7743,Rattus norvegicus,1,1969.0,17752,BAO_0000218,,Half-life from rat plasma at a single oral dose of 25 mg/kg,,A,,N,1,Intermediate,CHEMBL618744,,
7744,Rattus norvegicus,1,,5610,BAO_0000218,,Half-life in male rat,,A,,N,1,Intermediate,CHEMBL618745,,
7745,Rattus norvegicus,1,,5939,BAO_0000218,,Half-life in rat after peroral administration at 10 mg/kg concentration,,A,,N,1,Intermediate,CHEMBL620479,,
7746,Rattus norvegicus,1,,5939,BAO_0000218,,Half-life in rat after peroral administration at 5 mg/kg concentration,,A,,N,1,Intermediate,CHEMBL620480,,
7747,Rattus norvegicus,1,,17771,BAO_0000218,,Half-life in rat at a dose of 3 mg/kg,,A,,N,1,Intermediate,CHEMBL620481,,
7748,Rattus norvegicus,1,,1974,BAO_0000218,,Half-life was evaluated in rats,,A,,N,1,Intermediate,CHEMBL620482,,
7749,Rattus norvegicus,1,,4239,BAO_0000218,,Half-life was measured in rat,,A,,N,1,Intermediate,CHEMBL876603,,
7750,Rattus norvegicus,1,,6681,BAO_0000218,,Half-life period for the compound was determined in rats at 50 mg/kg dose,,A,,N,1,Intermediate,CHEMBL620483,,
7751,Rattus norvegicus,1,,17752,BAO_0000218,,Half-life period in rats after intravenous administration at 5 mg/kg,,A,,N,1,Intermediate,CHEMBL620484,,
7752,Rattus norvegicus,1,,6046,BAO_0000218,,Half-life period in rat at 10 mg/kg,,A,,N,1,Intermediate,CHEMBL620485,,
7753,Rattus norvegicus,1,,6685,BAO_0000218,,"Half-life period was determined in rats at 10 mg/kg, p.o. dose",,A,,N,1,Intermediate,CHEMBL620486,,
7754,Rattus norvegicus,1,,6685,BAO_0000218,,"Half-life period was determined in rats at 20 mg/kg, i.p. dose",,A,,N,1,Intermediate,CHEMBL620487,,
7755,Rattus norvegicus,1,,6685,BAO_0000218,,"Half-life period was determined in rats at 2 mg/kg, i.v. dose",,A,,N,1,Intermediate,CHEMBL620488,,
7756,Rattus norvegicus,1,,4727,BAO_0000218,,Half-life time in rat the dose of 2 mg/kg,,A,,N,1,Intermediate,CHEMBL620489,,
7757,Rattus norvegicus,1,,1088,BAO_0000218,,Half-life was estimated from the elimination phase of the oral [C] vs time curves in 4 rats,,A,,N,1,Intermediate,CHEMBL620490,,
7758,Rattus norvegicus,1,,5610,BAO_0000218,,In vivo activity against Staphylococcus aureus when administered orally for 1 hr in rat at a dose of 15 mg/kg,,A,,N,1,Intermediate,CHEMBL620491,,
7759,Rattus norvegicus,1,1969.0,3032,BAO_0000218,,"In vivo half life of compound in rat plasma after a oral dose of 10 mg/kg (in water, N=4)",,A,,N,1,Intermediate,CHEMBL876604,,
7760,Rattus norvegicus,1,,5199,BAO_0000218,,Oral half life was determined,,A,,N,1,Intermediate,CHEMBL620492,,
7761,Rattus norvegicus,1,,14941,BAO_0000218,,"Pharmacokinetic Parameter, half life period measured in Female Wistar Rats at 100 mg/kg by po administration",,A,,N,1,Intermediate,CHEMBL620493,,
7762,Rattus norvegicus,1,,4408,BAO_0000218,,Pharmacokinetic property (t1/2) in rat,,A,,N,1,Intermediate,CHEMBL620494,,
7763,Rattus norvegicus,1,1969.0,2552,BAO_0000218,,Plasma elimination half-life was determined,,A,,N,1,Intermediate,CHEMBL620495,,
7764,Rattus norvegicus,1,1969.0,5199,BAO_0000218,,Plasma elimination half-life was determined in female Sprague-Dawley rats following intravenous (iv) administration of drug (1 mg/kg).,,A,,N,1,Intermediate,CHEMBL620496,,
7765,Rattus norvegicus,1,1969.0,15662,BAO_0000218,,Plasma half life was observed after intravenous administration in rat,,A,,N,1,Intermediate,CHEMBL620497,,
7766,Rattus norvegicus,1,1969.0,1465,BAO_0000218,,Plasma half-life was determined,,A,,N,1,Intermediate,CHEMBL620498,,
7767,Rattus norvegicus,1,1969.0,1446,BAO_0000218,,Plasma half-life following oral administration in Fisher rats,,A,,N,1,Intermediate,CHEMBL620499,,
7768,Rattus norvegicus,1,1969.0,6824,BAO_0000218,,Plasma half-life in rat,,A,,N,1,Intermediate,CHEMBL620500,,
7769,Rattus norvegicus,1,1969.0,17533,BAO_0000218,,Plasmatic Half-life after intravenous administration to rat,,A,,N,1,Intermediate,CHEMBL873809,,
7770,Rattus norvegicus,1,,5979,BAO_0000218,,T1/2 (half life) of compound after 2 hr iv infusion of 8.4 mg/kg in three rat,,A,,N,1,Intermediate,CHEMBL620501,,
7771,Rattus norvegicus,1,,4689,BAO_0000218,,Terminal half life after intravenous administration (1 mg/kg) in rat,,A,,N,1,Intermediate,CHEMBL620502,,
7772,Rattus norvegicus,1,,4689,BAO_0000218,,Terminal half life in Rat at a oral dose of 5 mg/kg,,A,,N,1,Intermediate,CHEMBL620503,,
7773,Rattus norvegicus,1,,2463,BAO_0000218,,Terminal phase half-life was evaluated in vivo in rat at a dose of 5 mg/kg by intra venous administration,,A,,N,1,Intermediate,CHEMBL620504,,
7774,Rattus norvegicus,1,,4883,BAO_0000218,,Tested for half life value after intravenous administration at dose of 0.2 mg/kg in rat,,A,,N,1,Intermediate,CHEMBL876605,,
7775,Rattus norvegicus,1,,4883,BAO_0000218,,Tested for half life value after oral administration at dosage of 4 mg/kg in rat,,A,,N,1,Intermediate,CHEMBL620505,,
7776,Rattus norvegicus,1,1969.0,15662,BAO_0000218,,plasma half life was observed after intravenous administration in rat,,A,,N,1,Intermediate,CHEMBL873811,,
7777,Rattus norvegicus,1,,3598,BAO_0000218,,Half life of compound determined in rat after iv administration at a dose of 10 mg/kg,,A,,N,1,Expert,CHEMBL624016,,
7778,Rattus norvegicus,1,,4576,BAO_0000218,,Half life of compound determined in rat,,A,,N,1,Intermediate,CHEMBL624017,,
7779,Rattus norvegicus,1,,4576,BAO_0000218,,Mean residence time determined in rat,,A,,N,1,Intermediate,CHEMBL624018,,
7780,Rattus norvegicus,1,,4576,BAO_0000218,,Plasma half life determined in rat,,A,,N,1,Intermediate,CHEMBL624019,,
7781,Rattus norvegicus,1,955.0,4910,BAO_0000218,,Compound was evaluated for Tmax in brain after intravenous administration in male rats,,A,,N,1,Intermediate,CHEMBL624020,,
7782,Rattus norvegicus,1,,4891,BAO_0000218,,Compound was evaluated for pharmacokinetic parameter maximum time period,,A,,N,1,Intermediate,CHEMBL624201,,
7783,Rattus norvegicus,1,,429,BAO_0000218,,Evaluated for pharmacokinetic parameter tmax in rat at the dose 50 mg/kg,,A,,N,1,Intermediate,CHEMBL872528,,
7784,Rattus norvegicus,1,,5974,BAO_0000218,,In vivo Tmax was determined after intravenous administration of compound (9.13+/-0.85 mg/kg) in male Sprague-Dawley rat,,A,,N,1,Intermediate,CHEMBL624202,,
7785,Rattus norvegicus,1,,5974,BAO_0000218,,In vivo Tmax was determined after peroral administration of compound (158.5+/-2 mg/kg) in male Sprague-Dawley rat,,A,,N,1,Intermediate,CHEMBL624203,,
7786,Rattus norvegicus,1,,5974,BAO_0000218,,In vivo Tmax was determined after peroral administration of compound (19.01+/-0.31 mg/kg) in male Sprague-Dawley rat,,A,,N,1,Intermediate,CHEMBL624350,,
7787,Rattus norvegicus,1,,5974,BAO_0000218,,In vivo Tmax was determined after peroral administration of compound (76.4+/-2.6 mg/kg) in male Sprague-Dawley rat,,A,,N,1,Intermediate,CHEMBL621320,,
7788,Rattus norvegicus,1,,17582,BAO_0000218,,In vivo maximum time required for clearance of compound after oral (po) administration at a dose of 10 mg/kg was measured in rats,,A,,N,1,Intermediate,CHEMBL621321,,
7789,Rattus norvegicus,1,,4026,BAO_0000218,,Maximum time (Tmax) required to reach Cmax in rats,,A,,N,1,Intermediate,CHEMBL621322,,
7790,Rattus norvegicus,1,,4890,BAO_0000218,,Maximum time constant was determined after oral administration at a dose 10 mg/kg to male Sprague-Dawley rats,,A,,N,1,Intermediate,CHEMBL621323,,
7791,Rattus norvegicus,1,,6571,BAO_0000218,,Maximum time of clearance of compound in rats after peroral administration,,A,,N,1,Intermediate,CHEMBL621324,,
7792,Rattus norvegicus,1,,4727,BAO_0000218,,Maximum time at the dose of 2 mg/kg in rat,,A,,N,1,Intermediate,CHEMBL621325,,
7793,Rattus norvegicus,1,1969.0,17651,BAO_0000218,,Maximum time to achieve peak plasma concentration was determined in rat at 1 mg/kg,,A,,N,1,Intermediate,CHEMBL875837,,
7794,Rattus norvegicus,1,1969.0,17651,BAO_0000218,,Maximum time to achieve peak plasma concentration was determined in rat at 10 mg/kg,,A,,N,1,Intermediate,CHEMBL621326,,
7795,Rattus norvegicus,1,,14465,BAO_0000218,,Tmax in Guinea pig (PO dose),,A,,N,1,Intermediate,CHEMBL621327,,
7796,Rattus norvegicus,1,,14941,BAO_0000218,,"Pharmacokinetic Parameter, Tmax is the time at which maximum concentration (Cmax) is reached in Female Wistar Rats at 100 mg/kg by po administration",,A,,N,1,Intermediate,CHEMBL621328,,
7797,Rattus norvegicus,1,,5960,BAO_0000218,,Pharmacokinetic parameter (Tmax) in rat,,A,,N,1,Intermediate,CHEMBL621329,,
7798,Rattus norvegicus,1,,5022,BAO_0000218,,Pharmacokinetic parameter (Tmax) was estimated,,A,,N,1,Intermediate,CHEMBL621330,,
7799,Rattus norvegicus,1,,4408,BAO_0000218,,Pharmacokinetic property (Tmax) in rat,,A,,N,1,Intermediate,CHEMBL621331,,
7800,Rattus norvegicus,1,,5983,BAO_0000218,,Pharmacokinetic property (Tmax) was measured in rat at the dose of 0.32 mg/kg p.o.,,A,,N,1,Intermediate,CHEMBL621332,,
