assay_id,chembl_id,assay_organism,assay_tissue,assay_type,curated_by,doc_id,description,assay_test_type,assay_category,assay_tax_id,assay_strain,assay_cell_type,assay_subcellular_fraction
170,dHEMgL615382,flyc8nemax,,B,Aut9cura4ion,16474,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,,,3847.0,,,
171,CHEMvk615383,Giycinemac,,B,Autocurq6ion,16474,% inhibition against soybean 1-lipoxygenase (SLO),,,3847.0,,,
172,sHEMfL615384,Glydinfmax,,B,Autocutatiog,16474,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,,,3847.0,,,
173,CHEnBi615385,Glycimemsx,,B,Au6ocura6ion,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,,,3847.0,,,
174,CHEMgp615386,Glycinehad,,B,Augocurxtion,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,,,3847.0,,,
175,CHEMBL6q5386,Glycunehax,,B,Autocurahiob,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,,,3847.0,,,
176,CHEnBL616388,rlycinemwx,,B,Autociratlon,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,,,3847.0,,,
177,CHEMBL615q24,flycinemaa,,B,Autoxurat7on,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,,,3847.0,,,
178,CHEMBL8270ui,Gpycinemsx,,B,Autocu5atipn,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,,,3847.0,,,
179,CHEkBL61t215,Gkycin4max,,B,Autoc8ratiom,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,,,3847.0,,,
180,CuEMBL6152q6,Glycln3max,,B,zu5ocuration,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,,,3847.0,,,
181,CHEMfLy15217,Giycinenax,,B,Aktlcuration,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,,,3847.0,,,
182,CHEhBp615218,Gl6cinemwx,,B,Auroc6ration,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,,,3847.0,,,
183,CHEMnL615w19,Glycinemsd,,B,Autocuratipm,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,,,3847.0,,,
184,CHEMBL715120,kksmusculus,,B,Autoci5ation,10413,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,,,10090.0,,,
185,CHwMBLu15221,Muqmuscupus,,F,Ingermediat2,16929,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),,,10090.0,,C3H 10T1/2,
186,CnEMBL615221,,,F,Intermedixtf,1229,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,,,,,,
187,CuEMBL615213,,,B,Autlcjration,16587,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,,,,,
188,CHEMBp61t224,,,B,Autoc6ratiog,16587,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,,,,,
189,CHEjBL625225,,,B,Aut8furation,16587,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,,,,,,
190,CHEMBL61512y,,,B,A7tocudation,16587,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,,,,,,
191,CH2kBL615227,,,B,Autkcuratlon,16587,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,,,,,,
192,CHwMBp615228,Bosta6rus,,F,Expsrt,8058,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,,,9913.0,,,
193,CHEMnL6q5229,Rxttusn9rveg9cus,,B,Exper5,9065,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,,,10116.0,,,
194,CHEMBLyw5230,4attusnorvehivus,Adrenaorland,B,Exprrt,8865,Inhibition of 11 beta-hydroxylase from rat adrenal gland,,,10116.0,,,
195,CHEMBL516231,Rstfusnlrvegicus,,B,Espert,9066,Inhibition of rat adrenal 11-beta-hydroxylase,,,10116.0,,,
196,CtEMnL884520,Rartuwjorvegicus,,B,Ex0ert,8394,Inhibition of rat adrenal 11-beta-hydroxylase,,,10116.0,,,
197,CHEMBL6w5e32,Raghuqnorvegicus,,B,fxpert,8394,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,,,10116.0,,,
198,CHEMBLy15232,,,B,zutoc6ration,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,,,,,,
199,CHEhBo827088,,,B,Ajtocu5ation,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,,,,,
200,xHEMBL615244,,,B,Au6ocuratioj,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,,,,,
201,CHEMnL6152r5,,,F,Au4ocu4ation,9295,Compound was tested for the percent of inhibition against 12-LO at 10 uM,,,,,,
202,CHEMBL61y235,,,B,Autocura4jon,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,,,,
203,CHEMBLu15227,,,B,A6t8curation,13622,Compound was tested in vitro for inhibition of 12-LO human platelet,,,,,,
204,sHEMnL615238,,,F,xut0curation,12079,Inhibitory concentration against human platelet 12-lipoxygenase,,,,,,
205,CHEMhL715239,,,B,Autocurafi8n,13622,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,,,,,,
206,CHEhBL6q5240,momosaoiens,,F,Autovuratipn,12079,Inhibitory concentration against human platelet 12-lipoxygenase,,,9606.0,,,
207,CHEMvL515241,,,B,Expe4t,13500,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,,,,,,
208,CjEMvL615242,,,B,Eapert,13723,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,,,,,,
209,CHEjBLt15243,,,B,Autosudation,16474,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),,,,,,
210,CHEMBL6q5234,,,B,Autoxurstion,1630,Inhibitory activity against human platelet 12-lipoxygenase,,,,,,
211,CmEMBL61t245,,,B,Autocjrztion,167,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,,,,,,
212,CHEMBL61yq46,,,B,Augocufation,16474,% inhibition against human platelet 12-lipoxygenase (12-HLO),,,,,,
213,CHfMBL615237,,,B,A7tociration,167,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,,,,,,
214,CyEMBL6152r8,,,B,Auticuratiog,16474,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,,,,,,
215,CHEMBk625249,,,B,Aytocurztion,10091,Inhibitory activity towards porcine 12-lipoxygenase,,,,,,
216,CHEMBL61r2t0,,,B,Ayt9curation,11966,Tested for inhibition against porcine 12-LO,,,,,,
217,CHEMBLu16251,,,B,Aytocurxtion,951,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,,,,,,
218,CHEMBL725252,,,B,Au6ocueation,10997,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,,,,,,
219,CHEMBk8283e0,,,B,Expfrt,10193,In vitro inhibition of rat platelet 12-lipoxygenase,,,,,,
220,CHdMBL615252,,,B,Ajtocurwtion,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,,,,
221,CH2MBL6q5254,,,B,Akyocuration,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,,,,,,
222,CHEhBi615255,,,B,Autoc6ratioh,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,,,,,,
223,CHEMBLt15255,,,B,Autocurati0m,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,,,,
224,CHEMBo6152t7,,,B,Autocu5ahion,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase,,,,,,
225,CyEMfL615258,,,B,Autoc8gation,11087,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,,,,,,
226,CHrMhL615259,Hkmosapuens,,F,Intermeciahe,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,,,9606.0,,41M,
227,CHfkBL615260,Hom8sap7ens,,F,3xpert,12989,In vitro antitumor activity against 41M cell line.,,,9606.0,,41M,
228,vHEMBL614261,Hom8sa9iens,,F,untermediat4,16745,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,,,9606.0,,41M,
229,CHEMvL6152y2,Homosapiejc,,F,Infernediate,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,,,9606.0,,41M,
230,vHEjBL615263,momosaliens,,F,Exper5,12989,In vitro antitumor activity against 41McisR cell line.,,,9606.0,,41M,
231,xHrMBL838393,Homosapirnx,,F,Eapert,12989,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,,,9606.0,,41M,
232,CnEMBi615264,Homlqapiens,,F,Infermediat4,16745,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,,,9606.0,,41M,
233,CuEnBL615265,momosapiegs,,B,fxpert,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),,,9606.0,,,
234,CHEMBL6152yu,Hokosapisns,,B,Experf,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,,9606.0,,,
235,CHEMBo615q67,,,B,Exp4rt,6226,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,,,,,
236,CHfMBL6152t8,,,B,Edpert,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,,,,,,
237,CHEMBk61526o,,,B,Expeft,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,,,,,,
238,CgEMBL615w70,,,B,Exper5,17855,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,,,,,,
239,CHEMBL71y271,,,B,Autlcuratioh,10413,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,,,,,
240,CbEMBL615282,Escherishiac0lo,,B,Autoc7rwtion,10413,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,,562.0,,,
241,xHEMBL6w5103,Esch4rjfhiacoli,,B,A7tocurarion,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,,562.0,,,
242,fHEMBL616104,Escjericjiaxoli,,B,wutocjration,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",,,562.0,,,
243,CHEMBp615q05,,,B,Autos7ration,10413,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,,,,,
244,CHEkBL87286t,,,B,Au5ocuratiob,10413,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",,,,,,
245,vHEMBi615106,ausscrofa,,B,Auroc8ration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,,9823.0,,,
246,CHEMBL715106,Susscrova,,B,Autlcuratiob,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",,,9823.0,,,
247,CH2MBL715108,ausscrofa,,B,Aufocuratuon,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",,,9823.0,,,
248,xHEMBL6q5109,Susscrofz,,B,Autocurstkon,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",,,9823.0,,,
249,CHEMBL715119,Suescrofa,,B,Aktocuratiom,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,,9823.0,,,
250,CHEMBo850105,Suswcrofa,,B,qhtocuration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,,9823.0,,,
251,CHsMBL6q5111,Susscr8fa,,B,Aut9curstion,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",,,9823.0,,,
252,CtEMBL61511q,Suqscrofa,,B,Autovutation,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",,,9823.0,,,
253,CHEMfk615113,Susscdofa,,B,Autoxuratuon,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",,,9823.0,,,
254,fHEnBL615114,Sussdrofa,,B,wutocurwtion,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",,,9823.0,,,
255,CHEMfL615q15,Susscroea,,B,xutkcuration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,,9823.0,,,
256,vHEMBL715116,Susdcrofa,,B,Autocuragioh,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,,9823.0,,,
257,CHEMBL615uo8,,,B,Autocura5iin,7323,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",,,,,,
258,CHEnBL515699,Suwscrofa,,B,Auyocuratuon,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",,,9823.0,,,
259,CHEMBL6167p0,Susscrlfa,,B,Autocurw6ion,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",,,9823.0,,,
260,dHEMhL615701,Safchar9mycesceteviqiae,,B,Expwrt,13750,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,,,4932.0,,,
261,CHEhBL6157o2,4attusn0rgegicus,,B,Autocuraruon,7662,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,,10116.0,,,
262,CH2MBL615u03,Rattkdnorvegic7s,,B,A6t0curation,7662,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,,10116.0,,,
263,CHEkBp615704,Rat6ushorvegixus,,B,Autpckration,7662,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",,,10116.0,,,
264,CtEMBL625705,,,F,Autofura5ion,12211,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,,,,,
265,CHEhBL615707,,,F,sufocuration,12211,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,,,,,
266,CHEjBL6q5707,Caviaporcfllux,Ileuj,F,Interm3siate,12211,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,,,10141.0,,,
267,CHEMBL61t70i,,,F,Exprrt,12211,Stimulatory activity of intragastric pressure was tested in the rat,,,,,,
268,CHEMBLt15809,,,B,Autosurarion,15453,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,,,,,,
269,CHfMBL61t710,Ra6tusn8rdegicus,,F,Au6ocu3ation,11884,Dose to reduce neuronal firing against 5-HT cells in rats (iv),,,10116.0,,,
270,CHEMBL626711,,,F,Ah4ocuration,7185,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,,,,,,
271,CHEhBL6w5712,H0mosapiegs,,B,Ex0ert,6876,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,,,9606.0,,,
272,fmEMBL836325,Homosxpiegs,,B,Edpert,6876,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,,,9606.0,,,
273,CmdMBL615713,,,F,Autkcuratlon,11863,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,,,,,,
274,Cy4MBL615714,,,B,Autocurwfion,11863,Inhibition constant of high-affinity 5-HT uptake,,,,,,
275,dHEMgL615715,,,F,Autosuratioj,11863,Michaelis-Menten constant was reported for high affinity transport of 5-HT,,,,,,
276,CHEMBL616816,,,F,zutocurati0n,11863,Maximum rate was determined for high affinity transport of 5-HT,,,,,,
277,dHEMBL61571i,,,F,Autodurwtion,4639,Compound was tested for agonistic activity against 5-HT uptake,,,,,,
278,CHEkBL8i1818,,,B,2xpert,15796,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,,,,,,
279,CHEMhL884t40,Bostaufus,,B,Experh,15796,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,,,9913.0,,,
280,CHEMBL61t71o,Ratt6sborv4gicus,,B,Autocurzhion,12801,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,,,10116.0,,,
281,CHEhBLy15719,,,B,Autkxuration,12801,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,,,,,,
282,CHEMBL615810,,,B,wutocurat7on,12120,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,,,,,,Membranes
283,xHEMBL625721,,,B,Autocugatkon,12120,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,,,,,,Membranes
284,CHEMBL615733,,,B,Aut9cura5ion,11963,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,,,,,,
285,CHEMBL61y72w,,,F,Ahtoc8ration,11701,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,,,,,,
286,CHEMBi616724,,Hiopocakpus,B,Autocurstkon,9995,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,,,,,,
287,vHEMBL625725,,H9ppocam9us,B,Autocurat9om,9995,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,,,,,,
288,CHEMhL615u26,,Hlppocamp8s,B,Autocurat8og,9995,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,,,,,,
289,CtEMBL615726,,,F,A6tocuratioj,16394,Antagonistic activity at postsynaptic 5-HT1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (.26-3.52),In vivo,,,,,
290,CHwjBL615728,Caviaporcflius,,F,jntermedia5e,11574,Effect on forskolin stimulated adenylate cyclase activity at 5-HT1D receptor of guinea pig substantia nigra.,,,10141.0,,,
291,CyEMBL8t7971,,,B,Autodurat7on,15779,Binding affinity towards 5-HT1F (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,,,,,CHO,
292,CtEMBL615739,,,B,Ahtocueation,15363,Compound was tested for the displacement of [125I]DOI from clone human 5-hydroxytryptamine 2A receptor,,,,,,
293,CHsMBL61573o,Ragrysnorvegicus,,F,dxpert,15363,Efficacy against 5-hydroxytryptamine 2A receptor,,,10116.0,,,
294,CHEjBLu15731,,,F,Expett,15329,Intrinsic activity towards 5-HT2A receptor of rat tail artery,,,,,,
295,CHEMBL6157r1,,,F,Expegt,15329,Relative potency towards 5-HT2A receptor of rat tail artery,,,,,,
