assays_ss_d,assays_src_d,assays_ss_cll_tp,assays_cnfdnc_scr,assays_ss_rgnsm,assays_ss_tst_tp,assays_ss_ctgr,assays_ss_tx_d,assays_tss_d,assays_cll_d,assays_dscrptn,assays_ss_tss,assays_vrnt_d,assays_src_ss_d,assays_ss_sbclllr_frctn,assays_b_frmt,assays_td,assays_rltnshp_tp,assays_crtd_b,assays_chmbl_d
7669,1,,1,Rattus norvegicus,,,10116.0,948.0,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in heart; Expressed as percent dose/organ,Heart,,,,BAO_0000218,50597,N,Intermediate,CHEMBL627037
7670,1,,1,Rattus norvegicus,,,10116.0,2113.0,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in kidney; Expressed as percent dose/organ,Kidney,,,,BAO_0000218,50597,N,Intermediate,CHEMBL627038
7671,1,,1,Rattus norvegicus,,,10116.0,2107.0,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in liver; Expressed as percent dose/organ,Liver,,,,BAO_0000218,50597,N,Intermediate,CHEMBL627039
7672,1,,1,Rattus norvegicus,,,10116.0,2385.0,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in muscle; Expressed as percent dose/organ,Muscle tissue,,,,BAO_0000218,50597,N,Intermediate,CHEMBL627040
7673,1,,1,Rattus norvegicus,,,10116.0,2106.0,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in spleen; Expressed as percent dose/organ,Spleen,,,,BAO_0000218,50597,N,Intermediate,CHEMBL624663
7674,1,,1,Rattus norvegicus,,,10116.0,2046.0,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in thyroid; Expressed as percent dose/organ,Thyroid gland,,,,BAO_0000218,50597,N,Intermediate,CHEMBL625963
7675,1,,1,Rattus norvegicus,,,10116.0,955.0,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in brain; Expressed as percent dose/organ,Brain,,,,BAO_0000218,50597,N,Intermediate,CHEMBL876799
7676,1,,1,Rattus norvegicus,,,10116.0,2048.0,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in lung; Expressed as percent dose/organ,Lung,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626133
7677,1,,1,Rattus norvegicus,,,10116.0,,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in skin; Expressed as percent dose/organ,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626134
7678,1,,1,Rattus norvegicus,,,10116.0,,,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626135
7679,1,,1,Rattus norvegicus,,,10116.0,,,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626136
7680,1,,1,Rattus norvegicus,,,10116.0,,,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg; Below detection limit,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626137
7681,1,,1,Rattus norvegicus,,,10116.0,,,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626138
7682,1,,1,Rattus norvegicus,,,10116.0,,,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626139
7683,1,,1,Rattus norvegicus,In vivo,,10116.0,,,C max at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626140
7684,1,,1,Rattus norvegicus,In vivo,,10116.0,,,C max at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626141
7685,1,,1,Rattus norvegicus,,,10116.0,,,C24h in rat p.o. at 20 mg/kg concentration,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626142
7686,1,,1,Rattus norvegicus,In vivo,,10116.0,2385.0,,Biodistribution in normal rat muscle in the presence of 0.005 M Gd/0.01 M lig at 2 hr,Muscle tissue,,,,BAO_0000218,50597,N,Intermediate,CHEMBL627930
7687,1,,1,Rattus norvegicus,In vivo,,10116.0,2385.0,,Biodistribution in normal rat muscle in the presence of 0.01 M Gd/0.05 M lig,Muscle tissue,,,,BAO_0000218,50597,N,Intermediate,CHEMBL627931
7688,1,,1,Rattus norvegicus,In vivo,,10116.0,2385.0,,Biodistribution in normal rat muscle in the presence of NAC Gd 0.01 M lig at 2 hr,Muscle tissue,,,,BAO_0000218,50597,N,Intermediate,CHEMBL627932
7689,1,,1,Rattus norvegicus,In vivo,,10116.0,2106.0,,Biodistribution in normal rat spleen in the presence of 0.005 M Gd/0.01 M lig at 2 hr,Spleen,,,,BAO_0000218,50597,N,Intermediate,CHEMBL627933
7690,1,,1,Rattus norvegicus,In vivo,,10116.0,2106.0,,Biodistribution in normal rat spleen in the presence of 0.01 M Gd/0.05 M lig,Spleen,,,,BAO_0000218,50597,N,Intermediate,CHEMBL627934
7691,1,,1,Rattus norvegicus,In vivo,,10116.0,2106.0,,Biodistribution in normal rat spleen in the presence of NAC Gd 0.01 M lig at 2 hr,Spleen,,,,BAO_0000218,50597,N,Intermediate,CHEMBL627935
7692,1,,1,Rattus norvegicus,In vivo,,10116.0,178.0,,Biodistribution in rat blood in the presence of 0.001 M/0.008 M GdDTPA-AEP,Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL627936
7693,1,,1,Rattus norvegicus,In vivo,,10116.0,178.0,,Biodistribution in rat blood in the presence of 0.01 M GdDTPA-BDP,Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL627937
7694,1,,1,Rattus norvegicus,In vivo,,10116.0,178.0,,Biodistribution in rat blood in the presence of 0.01 M/0.01 M GdDTPA-AEP,Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL627938
7695,1,,1,Rattus norvegicus,In vivo,,10116.0,178.0,,Biodistribution in rat blood in the presence of 0.05 M Gd/0.15 M lig,Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL627939
7696,1,,1,Rattus norvegicus,In vivo,,10116.0,178.0,,Biodistribution in rat blood in the presence of 0.05 M GdDTPA-BDP,Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL627940
7697,1,,1,Rattus norvegicus,In vivo,,10116.0,178.0,,Biodistribution in rat blood in the presence of 0.05 M/0.05 M GdDTPA-AEP,Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL627941
7698,1,,1,Rattus norvegicus,In vivo,,10116.0,178.0,,Biodistribution in rat blood in the presence of 0.05 M/0.08 M GdDTPA-HPDP,Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL876800
7699,1,,1,Rattus norvegicus,In vivo,,10116.0,178.0,,Biodistribution in rat blood in the presence of 0.10 M GdDTPA-BDP,Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL627942
7700,1,,1,Rattus norvegicus,In vivo,,10116.0,178.0,,Biodistribution in rat blood in the presence of 0.10 M/0.11 M GdDTPA-AEP,Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL627943
7701,1,,1,Rattus norvegicus,In vivo,,10116.0,178.0,,Biodistribution in rat blood in the presence of 50 Gd/kg at 15 min,Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL627944
7702,1,,1,Rattus norvegicus,In vivo,,10116.0,178.0,,Biodistribution in rat blood in the presence of 50 Gd/kg at 2 hr,Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL627945
7703,1,,1,Rattus norvegicus,In vivo,,10116.0,178.0,,Biodistribution in rat blood in the presence of 50 Gd/kg at 6 hr,Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL628584
7704,1,,1,Rattus norvegicus,In vivo,,10116.0,178.0,,Biodistribution in rat blood in the presence of GdDTPA at 15 min,Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL628585
7705,1,,1,Rattus norvegicus,In vivo,,10116.0,178.0,,Biodistribution in rat blood in the presence of GdDTPA at 1 hr,Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL628586
7706,1,,1,Rattus norvegicus,In vivo,,10116.0,178.0,,Biodistribution in rat blood in the presence of GdDTPA at 30 min,Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL628587
7707,1,,1,Rattus norvegicus,In vivo,,10116.0,178.0,,Biodistribution in rat blood in the presence of GdDTPA at 4 hr,Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL628588
7708,1,,1,Rattus norvegicus,In vivo,,10116.0,178.0,,Biodistribution in rat blood in the presence of GdDTPA-BDP at 15 min,Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL628589
7709,1,,1,Rattus norvegicus,In vivo,,10116.0,178.0,,Biodistribution in rat blood in the presence of GdDTPA-BDP at 30 min,Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL625304
7710,1,,1,Rattus norvegicus,In vivo,,10116.0,178.0,,Biodistribution in rat blood in the presence of GdDTPA-BDP at 4 hr,Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL625305
7711,1,,1,Rattus norvegicus,In vivo,,10116.0,178.0,,Biodistribution in rat blood in the presence of GdDTPA-BDPat 1 hr,Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL625306
7712,1,,1,Rattus norvegicus,In vivo,,10116.0,178.0,,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 15 min,Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL625307
7713,1,,1,Rattus norvegicus,In vivo,,10116.0,178.0,,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 30 min,Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL625308
7714,1,,1,Rattus norvegicus,In vivo,,10116.0,178.0,,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 4 hr,Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL627740
7715,1,,1,Rattus norvegicus,In vivo,,10116.0,178.0,,Biodistribution in rat blood in the presence of GdDTPA-HPDPat 1 hr,Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL627741
7716,1,,1,Rattus norvegicus,In vivo,,10116.0,178.0,,Biodistribution in rat blood in the presence of NAC Gd/0.01 M GdDTPA-HPDP,Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL627742
7717,1,,1,Rattus norvegicus,In vivo,,10116.0,178.0,,Biodistribution in rat blood in the presence of NCA Gd/0.01 M lip,Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL627743
7718,1,,1,Rattus norvegicus,In vivo,,10116.0,178.0,,Biodistribution in rat blood in the presence of NCAGd/0.01 M lig,Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL627744
7719,1,,1,Rattus norvegicus,In vivo,,10116.0,10000001.0,,Biodistribution in rat bone in the presence of 0.01 M GdDTPA-BDP,Bone,,,,BAO_0000218,50597,N,Intermediate,CHEMBL627745
7720,1,,1,Rattus norvegicus,In vivo,,10116.0,10000001.0,,Biodistribution in rat bone in the presence of 0.01 M/0.01 M GdDTPA-AEP,Bone,,,,BAO_0000218,50597,N,Intermediate,CHEMBL627746
7721,1,,1,Rattus norvegicus,In vivo,,10116.0,10000001.0,,Biodistribution in rat bone in the presence of 0.01 M/0.08 M GdDTPA-AEP,Bone,,,,BAO_0000218,50597,N,Intermediate,CHEMBL627747
7722,1,,1,Rattus norvegicus,In vivo,,10116.0,10000001.0,,Biodistribution in rat bone in the presence of 0.05 M Gd/0.15 M lig,Bone,,,,BAO_0000218,50597,N,Intermediate,CHEMBL876810
7723,1,,1,Rattus norvegicus,In vivo,,10116.0,10000001.0,,Biodistribution in rat bone in the presence of 0.05 M GdDTPA-BDP,Bone,,,,BAO_0000218,50597,N,Intermediate,CHEMBL627748
7724,1,,1,Rattus norvegicus,In vivo,,10116.0,10000001.0,,Biodistribution in rat bone in the presence of 0.05 M/0.05 M GdDTPA-AEP,Bone,,,,BAO_0000218,50597,N,Intermediate,CHEMBL627749
7725,1,,1,Rattus norvegicus,In vivo,,10116.0,10000001.0,,Biodistribution in rat bone in the presence of 0.05 M/0.08 M GdDTPA-HPDP,Bone,,,,BAO_0000218,50597,N,Intermediate,CHEMBL627750
7726,1,,1,Rattus norvegicus,In vivo,,10116.0,10000001.0,,Biodistribution in rat bone in the presence of 0.10 M GdDTPA-BDP,Bone,,,,BAO_0000218,50597,N,Intermediate,CHEMBL618728
7727,1,,1,Rattus norvegicus,In vivo,,10116.0,10000001.0,,Biodistribution in rat bone in the presence of 0.10 M/0.11 M GdDTPA-AEP,Bone,,,,BAO_0000218,50597,N,Intermediate,CHEMBL618729
7728,1,,1,Rattus norvegicus,In vivo,,10116.0,10000001.0,,Biodistribution in rat bone in the presence of GdDTPA at 15 min,Bone,,,,BAO_0000218,50597,N,Intermediate,CHEMBL618730
7729,1,,1,Rattus norvegicus,In vivo,,10116.0,10000001.0,,Biodistribution in rat bone in the presence of GdDTPA at 1 hr,Bone,,,,BAO_0000218,50597,N,Intermediate,CHEMBL618731
7730,1,,1,Rattus norvegicus,In vivo,,10116.0,10000001.0,,Biodistribution in rat bone in the presence of GdDTPA at 30 min,Bone,,,,BAO_0000218,50597,N,Intermediate,CHEMBL618732
7731,1,,1,Rattus norvegicus,In vivo,,10116.0,10000001.0,,Biodistribution in rat bone in the presence of GdDTPA at 4 hr,Bone,,,,BAO_0000218,50597,N,Intermediate,CHEMBL618733
7732,1,,1,Rattus norvegicus,In vivo,,10116.0,10000001.0,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 15 min,Bone,,,,BAO_0000218,50597,N,Intermediate,CHEMBL618734
7733,1,,1,Rattus norvegicus,In vivo,,10116.0,10000001.0,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 1 hr,Bone,,,,BAO_0000218,50597,N,Intermediate,CHEMBL618735
7734,1,,1,Rattus norvegicus,In vivo,,10116.0,10000001.0,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 30 min,Bone,,,,BAO_0000218,50597,N,Intermediate,CHEMBL876602
7735,1,,1,Rattus norvegicus,In vivo,,10116.0,10000001.0,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 4 hr,Bone,,,,BAO_0000218,50597,N,Intermediate,CHEMBL618736
7736,1,,1,Rattus norvegicus,In vivo,,10116.0,10000001.0,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 15 min,Bone,,,,BAO_0000218,50597,N,Intermediate,CHEMBL618737
7737,1,,1,Rattus norvegicus,In vivo,,10116.0,10000001.0,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 1 hr,Bone,,,,BAO_0000218,50597,N,Intermediate,CHEMBL618738
7738,1,,1,Rattus norvegicus,In vivo,,10116.0,10000001.0,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 30 min,Bone,,,,BAO_0000218,50597,N,Intermediate,CHEMBL618739
7739,1,,1,Rattus norvegicus,In vivo,,10116.0,10000001.0,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 4 hr,Bone,,,,BAO_0000218,50597,N,Intermediate,CHEMBL618740
7740,1,,1,Rattus norvegicus,In vivo,,10116.0,10000001.0,,Biodistribution in rat bone in the presence of NAC Gd/0.01 M GdDTPA-HPDP,Bone,,,,BAO_0000218,50597,N,Intermediate,CHEMBL618741
7741,1,,1,Rattus norvegicus,In vivo,,10116.0,10000001.0,,Biodistribution in rat bone in the presence of NCA Gd/0.01 M lip,Bone,,,,BAO_0000218,50597,N,Intermediate,CHEMBL618742
7742,1,,1,Rattus norvegicus,In vivo,,10116.0,10000001.0,,Biodistribution in rat bone in the presence of NCAGd/0.01 M lig,Bone,,,,BAO_0000218,50597,N,Intermediate,CHEMBL618743
7743,1,,1,Rattus norvegicus,In vivo,,10116.0,1969.0,,Half-life from rat plasma at a single oral dose of 25 mg/kg,Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL618744
7744,1,,1,Rattus norvegicus,,,10116.0,,,Half-life in male rat,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL618745
7745,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Half-life in rat after peroral administration at 10 mg/kg concentration,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL620479
7746,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Half-life in rat after peroral administration at 5 mg/kg concentration,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL620480
7747,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Half-life in rat at a dose of 3 mg/kg,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL620481
7748,1,,1,Rattus norvegicus,,,10116.0,,,Half-life was evaluated in rats,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL620482
7749,1,,1,Rattus norvegicus,,,10116.0,,,Half-life was measured in rat,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL876603
7750,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Half-life period for the compound was determined in rats at 50 mg/kg dose,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL620483
7751,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Half-life period in rats after intravenous administration at 5 mg/kg,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL620484
7752,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Half-life period in rat at 10 mg/kg,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL620485
7753,1,,1,Rattus norvegicus,In vivo,,10116.0,,,"Half-life period was determined in rats at 10 mg/kg, p.o. dose",,,,,BAO_0000218,50597,N,Intermediate,CHEMBL620486
7754,1,,1,Rattus norvegicus,In vivo,,10116.0,,,"Half-life period was determined in rats at 20 mg/kg, i.p. dose",,,,,BAO_0000218,50597,N,Intermediate,CHEMBL620487
7755,1,,1,Rattus norvegicus,In vivo,,10116.0,,,"Half-life period was determined in rats at 2 mg/kg, i.v. dose",,,,,BAO_0000218,50597,N,Intermediate,CHEMBL620488
7756,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Half-life time in rat the dose of 2 mg/kg,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL620489
7757,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Half-life was estimated from the elimination phase of the oral [C] vs time curves in 4 rats,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL620490
7758,1,,1,Rattus norvegicus,In vivo,,10116.0,,,In vivo activity against Staphylococcus aureus when administered orally for 1 hr in rat at a dose of 15 mg/kg,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL620491
7759,1,,1,Rattus norvegicus,In vivo,,10116.0,1969.0,,"In vivo half life of compound in rat plasma after a oral dose of 10 mg/kg (in water, N=4)",Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL876604
7760,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Oral half life was determined,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL620492
7761,1,,1,Rattus norvegicus,In vivo,,10116.0,,,"Pharmacokinetic Parameter, half life period measured in Female Wistar Rats at 100 mg/kg by po administration",,,,,BAO_0000218,50597,N,Intermediate,CHEMBL620493
7762,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Pharmacokinetic property (t1/2) in rat,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL620494
7763,1,,1,Rattus norvegicus,,,10116.0,1969.0,,Plasma elimination half-life was determined,Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL620495
7764,1,,1,Rattus norvegicus,In vivo,,10116.0,1969.0,,Plasma elimination half-life was determined in female Sprague-Dawley rats following intravenous (iv) administration of drug (1 mg/kg).,Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL620496
7765,1,,1,Rattus norvegicus,In vivo,,10116.0,1969.0,,Plasma half life was observed after intravenous administration in rat,Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL620497
7766,1,,1,Rattus norvegicus,,,10116.0,1969.0,,Plasma half-life was determined,Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL620498
7767,1,,1,Rattus norvegicus,In vivo,,10116.0,1969.0,,Plasma half-life following oral administration in Fisher rats,Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL620499
7768,1,,1,Rattus norvegicus,,,10116.0,1969.0,,Plasma half-life in rat,Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL620500
7769,1,,1,Rattus norvegicus,In vivo,,10116.0,1969.0,,Plasmatic Half-life after intravenous administration to rat,Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL873809
7770,1,,1,Rattus norvegicus,In vivo,,10116.0,,,T1/2 (half life) of compound after 2 hr iv infusion of 8.4 mg/kg in three rat,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL620501
7771,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Terminal half life after intravenous administration (1 mg/kg) in rat,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL620502
7772,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Terminal half life in Rat at a oral dose of 5 mg/kg,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL620503
7773,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Terminal phase half-life was evaluated in vivo in rat at a dose of 5 mg/kg by intra venous administration,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL620504
7774,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Tested for half life value after intravenous administration at dose of 0.2 mg/kg in rat,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL876605
7775,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Tested for half life value after oral administration at dosage of 4 mg/kg in rat,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL620505
