ss_d,ss_sbclllr_frctn,tss_d,ss_tx_d,crtd_b,ss_rgnsm,dc_d,chmbl_d,td,ss_strn,cll_d,ss_tss,dscrptn,vrnt_d,ss_tp,src_d,rltnshp_tp,cnfdnc_scr,src_ss_d,b_frmt
145,,,9606.0,Intermediate,Homo sapiens,11803,CHEMBL615368,80384,,554.0,,Compound was evaluated for the inhibition of cell replication human peripheral blood lymphocytes (PBL's).,,F,1,N,1,,BAO_0000219
146,,,9940.0,Autocuration,Ovis aries,11803,CHEMBL615369,22226,,,,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells,,F,1,U,0,,BAO_0000019
147,,,9940.0,Autocuration,Ovis aries,11803,CHEMBL615370,22226,,,,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells.,,F,1,U,0,,BAO_0000019
148,,,,Autocuration,,12278,CHEMBL615673,191,,,,Compound is evaluated in vitro for the inhibition single mutant of HIV-1 RT (Y181C),,B,1,H,8,,BAO_0000357
149,,,9606.0,Autocuration,Homo sapiens,8249,CHEMBL615674,22226,,,,Compound was evaluated for its inhibitory effect on thymidine [3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-5,,F,1,U,0,,BAO_0000019
150,,,9606.0,Autocuration,Homo sapiens,8249,CHEMBL615675,22226,,,,Compound was evaluated for its inhibitory effect on thymidine [3H]-dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-6,,F,1,U,0,,BAO_0000019
151,,,9606.0,Autocuration,Homo sapiens,8249,CHEMBL615676,22226,,635.0,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in at conc. 10e-7,,F,1,U,0,,BAO_0000219
152,,,9606.0,Autocuration,Homo sapiens,8249,CHEMBL615677,22226,,635.0,,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM cells in culture at conc. 10e-4,,F,1,U,0,,BAO_0000219
153,,,9606.0,Autocuration,Homo sapiens,8249,CHEMBL615678,22226,,635.0,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-5,,F,1,U,0,,BAO_0000219
154,,,9606.0,Autocuration,Homo sapiens,8249,CHEMBL615679,22226,,635.0,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-6,,F,1,U,0,,BAO_0000219
155,,,9606.0,Autocuration,Homo sapiens,8249,CHEMBL615680,22226,,,,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM/MTX cells in at conc. 10e-7.,,F,1,U,0,,BAO_0000019
156,,,9606.0,Autocuration,Homo sapiens,8249,CHEMBL615681,22226,,,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-4,,F,1,U,0,,BAO_0000019
157,,,,Autocuration,,16992,CHEMBL857972,104290,,,,In vitro binding affinity towards (alpha-4)2(beta-2)3 neuronal nicotinic acetylcholine receptor in P2 membrane fractions of rat forebrain,,B,1,H,6,,BAO_0000249
158,,,1314.0,Intermediate,Streptococcus pyogenes,10543,CHEMBL857899,50264,,,,Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse,,F,1,N,1,,BAO_0000218
159,,,10335.0,Intermediate,Human herpesvirus 3,17833,CHEMBL615371,50527,,,,Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV),,F,1,N,1,,BAO_0000218
160,,,10335.0,Expert,vericilla zoster virus,17290,CHEMBL615372,50527,,468.0,,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,,F,1,N,1,,BAO_0000218
161,,,10335.0,Intermediate,vericilla zoster virus,17290,CHEMBL615373,50527,,,,Antiviral activity against 07/1 strain of VZV; ND: No data,,F,1,N,1,,BAO_0000218
162,,,10335.0,Intermediate,vericilla zoster virus,17290,CHEMBL615374,50527,,,,Antiviral activity against 07/1 strain of VZV; ND=No data,,F,1,N,1,,BAO_0000218
163,,,561.0,Intermediate,escherichia cloac,10932,CHEMBL615375,50145,,,,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",,F,1,N,1,,BAO_0000218
164,,,,Autocuration,,9707,CHEMBL615376,22226,,,,Ratio of Ki at A2 to Ki at A1 receptors,,B,1,U,0,,BAO_0000019
165,,,5476.0,Expert,Candida albicans,2346,CHEMBL615377,11143,,,,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",,B,1,H,8,,BAO_0000249
166,,,284593.0,Expert,Candida glabrata CBS 138,2205,CHEMBL615378,18077,,,,"Inhibition of 1,3-beta-glucan synthase",,B,1,H,8,,BAO_0000357
167,,,9606.0,Intermediate,Homo sapiens,11900,CHEMBL615379,80609,,832.0,,Inhibition of growth of 1-87 human tumor cell line,,F,1,N,1,,BAO_0000219
168,,,10116.0,Expert,Rattus norvegicus,14864,CHEMBL615380,12166,,,,Inhibition of 1-lipoxygenase (LOX)in RBL cells,,B,1,D,9,,BAO_0000219
169,,,3847.0,Autocuration,Glycine max,16474,CHEMBL615381,100171,,,,Inhibitory activity against soybean 1-lipoxygenase (SLO),,B,1,D,9,,BAO_0000357
170,,,3847.0,Autocuration,Glycine max,16474,CHEMBL615382,100171,,,,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,,B,1,D,9,,BAO_0000357
171,,,3847.0,Autocuration,Glycine max,16474,CHEMBL615383,100171,,,,% inhibition against soybean 1-lipoxygenase (SLO),,B,1,D,9,,BAO_0000357
172,,,3847.0,Autocuration,Glycine max,16474,CHEMBL615384,100171,,,,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,,B,1,D,9,,BAO_0000357
173,,,3847.0,Autocuration,Glycine max,3094,CHEMBL615385,100171,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,,B,1,D,9,,BAO_0000357
174,,,3847.0,Autocuration,Glycine max,3094,CHEMBL615386,100171,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,,B,1,D,9,,BAO_0000357
175,,,3847.0,Autocuration,Glycine max,3094,CHEMBL615387,100171,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,,B,1,D,9,,BAO_0000357
176,,,3847.0,Autocuration,Glycine max,3094,CHEMBL615388,100171,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,,B,1,D,9,,BAO_0000357
177,,,3847.0,Autocuration,Glycine max,3094,CHEMBL615214,100171,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,,B,1,D,9,,BAO_0000357
178,,,3847.0,Autocuration,Glycine max,3094,CHEMBL827087,100171,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,,B,1,D,9,,BAO_0000357
179,,,3847.0,Autocuration,Glycine max,3094,CHEMBL615215,100171,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,,B,1,D,9,,BAO_0000357
180,,,3847.0,Autocuration,Glycine max,3094,CHEMBL615216,100171,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,,B,1,D,9,,BAO_0000357
181,,,3847.0,Autocuration,Glycine max,3094,CHEMBL615217,100171,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,,B,1,D,9,,BAO_0000357
182,,,3847.0,Autocuration,Glycine max,3094,CHEMBL615218,100171,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,,B,1,D,9,,BAO_0000357
183,,,3847.0,Autocuration,Glycine max,3094,CHEMBL615219,100171,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,,B,1,D,9,,BAO_0000357
184,,,10090.0,Autocuration,Mus musculus,10413,CHEMBL615220,22226,,,,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,,B,1,U,0,,BAO_0000019
185,,,10090.0,Intermediate,Mus musculus,16929,CHEMBL615221,80049,,294.0,,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),,F,1,N,1,,BAO_0000219
186,,,,Intermediate,,1229,CHEMBL615222,22226,,,,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,,F,1,U,0,,BAO_0000019
187,,,,Autocuration,,16587,CHEMBL615223,11489,,,,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,B,1,H,8,,BAO_0000357
188,,,,Autocuration,,16587,CHEMBL615224,11862,,,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,B,1,H,8,,BAO_0000357
189,,,,Autocuration,,16587,CHEMBL615225,11862,,,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,,B,1,H,8,,BAO_0000357
190,,,,Autocuration,,16587,CHEMBL615226,11489,,,,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,,B,1,H,8,,BAO_0000357
191,,,,Autocuration,,16587,CHEMBL615227,11862,,,,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,,B,1,H,8,,BAO_0000357
192,,,9913.0,Expert,Bos taurus,8058,CHEMBL615228,12347,,,,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,,F,1,D,9,,BAO_0000019
193,,,10116.0,Expert,Rattus norvegicus,9065,CHEMBL615229,100120,,,,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,,B,1,D,9,,BAO_0000357
194,,2369.0,10116.0,Expert,Rattus norvegicus,8865,CHEMBL615230,100120,,,Adrenal gland,Inhibition of 11 beta-hydroxylase from rat adrenal gland,,B,1,D,9,,BAO_0000357
195,,,10116.0,Expert,Rattus norvegicus,9066,CHEMBL615231,100120,,,,Inhibition of rat adrenal 11-beta-hydroxylase,,B,1,D,9,,BAO_0000357
196,,,10116.0,Expert,Rattus norvegicus,8394,CHEMBL884520,100120,,,,Inhibition of rat adrenal 11-beta-hydroxylase,,B,1,D,9,,BAO_0000357
197,,,10116.0,Expert,Rattus norvegicus,8394,CHEMBL615232,100120,,,,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,,B,1,D,9,,BAO_0000357
198,,,,Autocuration,,6431,CHEMBL615233,10328,,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,,B,1,H,8,,BAO_0000019
199,,,,Autocuration,,6431,CHEMBL827088,11490,,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,B,1,H,8,,BAO_0000357
200,,,,Autocuration,,6431,CHEMBL615234,11490,,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,B,1,H,8,,BAO_0000357
201,,,,Autocuration,,9295,CHEMBL615235,11134,,,,Compound was tested for the percent of inhibition against 12-LO at 10 uM,,F,1,H,8,,BAO_0000019
202,,,,Autocuration,,10193,CHEMBL615236,12052,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,B,1,H,8,,BAO_0000019
203,,,,Autocuration,,13622,CHEMBL615237,11134,,,,Compound was tested in vitro for inhibition of 12-LO human platelet,,B,1,H,8,,BAO_0000019
204,,,,Autocuration,,12079,CHEMBL615238,11134,,,,Inhibitory concentration against human platelet 12-lipoxygenase,,F,1,H,8,,BAO_0000019
205,,,,Autocuration,,13622,CHEMBL615239,11134,,,,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,,B,1,H,8,,BAO_0000019
206,,,9606.0,Autocuration,Homo sapiens,12079,CHEMBL615240,11134,,,,Inhibitory concentration against human platelet 12-lipoxygenase,,F,1,D,9,,BAO_0000019
207,,,,Expert,,13500,CHEMBL615241,11835,,,,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,,B,1,H,8,,BAO_0000019
208,,,,Expert,,13723,CHEMBL615242,11601,,,,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,,B,1,H,8,,BAO_0000357
209,,,,Autocuration,,16474,CHEMBL615243,11134,,,,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),,B,1,H,8,,BAO_0000019
210,,,,Autocuration,,1630,CHEMBL615244,11134,,,,Inhibitory activity against human platelet 12-lipoxygenase,,B,1,H,8,,BAO_0000019
211,,,,Autocuration,,167,CHEMBL615245,11134,,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,,B,1,H,8,,BAO_0000019
212,,,,Autocuration,,16474,CHEMBL615246,11134,,,,% inhibition against human platelet 12-lipoxygenase (12-HLO),,B,1,H,8,,BAO_0000019
213,,,,Autocuration,,167,CHEMBL615247,11134,,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,,B,1,H,8,,BAO_0000019
214,,,,Autocuration,,16474,CHEMBL615248,11134,,,,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,,B,1,H,8,,BAO_0000019
215,,,,Autocuration,,10091,CHEMBL615249,11601,,,,Inhibitory activity towards porcine 12-lipoxygenase,,B,1,H,8,,BAO_0000357
216,,,,Autocuration,,11966,CHEMBL615250,11601,,,,Tested for inhibition against porcine 12-LO,,B,1,H,8,,BAO_0000357
217,,,,Autocuration,,951,CHEMBL615251,12052,,,,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,,B,1,H,8,,BAO_0000019
218,,,,Autocuration,,10997,CHEMBL615252,12052,,,,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,,B,1,H,8,,BAO_0000019
219,,,,Expert,,10193,CHEMBL828340,12052,,,,In vitro inhibition of rat platelet 12-lipoxygenase,,B,1,H,8,,BAO_0000019
220,,,,Autocuration,,10193,CHEMBL615253,12052,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,B,1,H,8,,BAO_0000019
221,,,,Autocuration,,10193,CHEMBL615254,12052,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,,B,1,H,8,,BAO_0000019
222,,,,Autocuration,,10193,CHEMBL615255,12052,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,,B,1,H,8,,BAO_0000019
223,,,,Autocuration,,10193,CHEMBL615256,12052,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,B,1,H,8,,BAO_0000019
224,,,,Autocuration,,10193,CHEMBL615257,12052,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase,,B,1,H,8,,BAO_0000019
225,,,,Autocuration,,11087,CHEMBL615258,12052,,,,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,,B,1,H,8,,BAO_0000019
226,,,9606.0,Intermediate,Homo sapiens,15569,CHEMBL615259,80007,,621.0,,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,,F,1,N,1,,BAO_0000219
227,,,9606.0,Expert,Homo sapiens,12989,CHEMBL615260,80007,,621.0,,In vitro antitumor activity against 41M cell line.,,F,1,N,1,,BAO_0000219
228,,,9606.0,Intermediate,Homo sapiens,16745,CHEMBL615261,80007,,621.0,,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,,F,1,N,1,,BAO_0000219
229,,,9606.0,Intermediate,Homo sapiens,15569,CHEMBL615262,80007,,621.0,,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,,F,1,N,1,,BAO_0000219
230,,,9606.0,Expert,Homo sapiens,12989,CHEMBL615263,80007,,621.0,,In vitro antitumor activity against 41McisR cell line.,,F,1,N,1,,BAO_0000219
231,,,9606.0,Expert,Homo sapiens,12989,CHEMBL838393,80007,,621.0,,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,,F,1,N,1,,BAO_0000219
232,,,9606.0,Intermediate,Homo sapiens,16745,CHEMBL615264,80007,,621.0,,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,,F,1,N,1,,BAO_0000219
233,,,9606.0,Expert,Homo sapiens,6210,CHEMBL615265,84,,,,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),,B,1,D,9,,BAO_0000357
234,,,9606.0,Expert,Homo sapiens,6210,CHEMBL615266,68,,,,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,B,1,D,9,,BAO_0000357
235,,,,Expert,,6226,CHEMBL615267,68,,,,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,B,1,H,8,,BAO_0000357
236,,,,Expert,,17855,CHEMBL615268,10201,,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,,B,1,H,8,,BAO_0000357
237,,,,Expert,,17855,CHEMBL615269,10201,,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,,B,1,H,8,,BAO_0000357
238,,,,Expert,,17855,CHEMBL615270,10201,,,,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,,B,1,H,8,,BAO_0000357
239,,,,Autocuration,,10413,CHEMBL615271,12220,,,,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,B,1,H,8,,BAO_0000357
240,,,562.0,Autocuration,Escherichia coli,10413,CHEMBL615272,11303,,,,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,B,1,H,8,,BAO_0000357
241,,,562.0,Autocuration,Escherichia coli,10413,CHEMBL615103,11303,,,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,B,1,H,8,,BAO_0000357
242,,,562.0,Autocuration,Escherichia coli,10413,CHEMBL615104,11303,,,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",,B,1,H,8,,BAO_0000357
243,,,,Autocuration,,10413,CHEMBL615105,12220,,,,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,B,1,H,8,,BAO_0000357
244,,,,Autocuration,,10413,CHEMBL872866,12220,,,,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",,B,1,H,8,,BAO_0000357
245,,,9823.0,Autocuration,Sus scrofa,7587,CHEMBL615106,11303,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,B,1,H,8,,BAO_0000357
246,,,9823.0,Autocuration,Sus scrofa,7587,CHEMBL615107,11303,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",,B,1,H,8,,BAO_0000019
247,,,9823.0,Autocuration,Sus scrofa,7587,CHEMBL615108,11303,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",,B,1,H,8,,BAO_0000357
248,,,9823.0,Autocuration,Sus scrofa,7587,CHEMBL615109,11303,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",,B,1,H,8,,BAO_0000357
249,,,9823.0,Autocuration,Sus scrofa,7587,CHEMBL615110,11303,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,B,1,H,8,,BAO_0000357
250,,,9823.0,Autocuration,Sus scrofa,7587,CHEMBL840105,11303,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,B,1,H,8,,BAO_0000019
251,,,9823.0,Autocuration,Sus scrofa,7587,CHEMBL615111,11303,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",,B,1,H,8,,BAO_0000019
252,,,9823.0,Autocuration,Sus scrofa,7587,CHEMBL615112,11303,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",,B,1,H,8,,BAO_0000019
253,,,9823.0,Autocuration,Sus scrofa,7587,CHEMBL615113,11303,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",,B,1,H,8,,BAO_0000019
