Fiscal year,Organisation class,Organisation type,Trade development (marker),Biodiversity (marker),Continent ID,Fund centre ID,Organisation sub-class,Knowledge for development (marker),Bilateral aid (international marker),Indigenous issues (marker),Amount spent,ICT as a tool for development (marker),Section name,Continent name,Organisation ID,Climate change mitigation (marker),Children issues (marker),CountryRegion percent,Sector percent,Maximum CIDA contribution (project-level),IRTC percent,Climate change adaptation (marker),CountryRegion name,Urban issues (marker),Project number,Status,Branch ID,Branch name,Division ID,Division name,Section ID,Regional program (marker),Fund centre name,Untied amount(Project-level budget),FSTC percent,CFLI (marker),CIDA business delivery model (old)
2009/2010,Unknown,Uncoded,0,0,1,4422,Unknown,0,1,0,576.024,0,South America,America,Information not available,0,1,0.3,0.8,1488850.78,0.0,0,South America,0,A020910001,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,*Southern Cone,0.0,1.0,0,Responsive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,1,4422,FEDERAL,0,1,0,193.389,0,South America,America,10050,0,1,0.3,0.1,1488850.78,0.0,0,South America,0,A020910001,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,*Southern Cone,0.0,1.0,0,Responsive
2009/2010,Unknown,Uncoded,0,0,1,4422,Unknown,0,1,0,72.003,0,South America,America,Information not available,0,1,0.3,0.1,1488850.78,0.0,0,South America,0,A020910001,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,*Southern Cone,0.0,1.0,0,Responsive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,1,4422,FEDERAL,0,1,0,154.7112,0,South America,America,10050,0,1,0.3,0.08,1488850.78,0.0,0,South America,0,A020910001,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,*Southern Cone,0.0,1.0,0,Responsive
2009/2010,Unknown,Uncoded,0,0,1,4422,Unknown,0,1,0,57.6024,0,South America,America,Information not available,0,1,0.3,0.08,1488850.78,0.0,0,South America,0,A020910001,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,*Southern Cone,0.0,1.0,0,Responsive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,1,4422,FEDERAL,0,1,0,38.6778,0,South America,America,10050,0,1,0.3,0.02,1488850.78,0.0,0,South America,0,A020910001,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,*Southern Cone,0.0,1.0,0,Responsive
2009/2010,Unknown,Uncoded,0,0,1,4422,Unknown,0,1,0,14.4006,0,South America,America,Information not available,0,1,0.3,0.02,1488850.78,0.0,0,South America,0,A020910001,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,*Southern Cone,0.0,1.0,0,Responsive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,1,4422,FEDERAL,0,1,0,1547.112,0,South America,America,10050,0,1,0.3,0.8,1488850.78,0.0,0,South America,0,A020910001,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,*Southern Cone,0.0,1.0,0,Responsive
2009/2010,Unknown,Uncoded,0,0,1,4422,Unknown,0,1,0,576.024,0,South America,America,Information not available,0,1,0.3,0.8,1488850.78,0.0,0,South America,0,A020910001,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,*Southern Cone,0.0,1.0,0,Responsive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,1,4422,FEDERAL,0,1,0,193.389,0,South America,America,10050,0,1,0.3,0.1,1488850.78,0.0,0,South America,0,A020910001,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,*Southern Cone,0.0,1.0,0,Responsive
2009/2010,Unknown,Uncoded,0,0,1,4422,Unknown,0,1,0,72.003,0,South America,America,Information not available,0,1,0.3,0.1,1488850.78,0.0,0,South America,0,A020910001,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,*Southern Cone,0.0,1.0,0,Responsive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,1,4422,FEDERAL,0,1,0,154.7112,0,South America,America,10050,0,1,0.3,0.08,1488850.78,0.0,0,South America,0,A020910001,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,*Southern Cone,0.0,1.0,0,Responsive
2009/2010,Unknown,Uncoded,0,0,1,4422,Unknown,0,1,0,57.6024,0,South America,America,Information not available,0,1,0.3,0.08,1488850.78,0.0,0,South America,0,A020910001,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,*Southern Cone,0.0,1.0,0,Responsive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,1,4422,FEDERAL,0,1,0,38.6778,0,South America,America,10050,0,1,0.3,0.02,1488850.78,0.0,0,South America,0,A020910001,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,*Southern Cone,0.0,1.0,0,Responsive
2009/2010,Unknown,Uncoded,0,0,1,4422,Unknown,0,1,0,14.4006,0,South America,America,Information not available,0,1,0.3,0.02,1488850.78,0.0,0,South America,0,A020910001,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,*Southern Cone,0.0,1.0,0,Responsive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,1,4422,FEDERAL,0,1,0,1547.112,0,South America,America,10050,0,1,0.3,0.8,1488850.78,0.0,0,South America,0,A020910001,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,*Southern Cone,0.0,1.0,0,Responsive
2009/2010,Unknown,Uncoded,0,0,1,4422,Unknown,0,1,0,576.024,0,South America,America,Information not available,0,1,0.3,0.8,1488850.78,0.0,0,South America,0,A020910001,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,*Southern Cone,0.0,1.0,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,1,4422,COLLEGE,0,1,0,73790.0,1,South America,America,1005645,0,0,1.0,0.25,861997.0,0.0,0,Paraguay,0,A020910017,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,*Southern Cone,0.0,1.0,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,1,4422,COLLEGE,0,1,0,29516.0,1,South America,America,1005645,0,0,1.0,0.1,861997.0,0.0,0,Paraguay,0,A020910017,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,*Southern Cone,0.0,1.0,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,1,4422,COLLEGE,0,1,0,73790.0,1,South America,America,1005645,0,0,1.0,0.25,861997.0,0.0,0,Paraguay,0,A020910017,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,*Southern Cone,0.0,1.0,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,1,4422,COLLEGE,0,1,0,118064.0,1,South America,America,1005645,0,0,1.0,0.4,861997.0,0.0,0,Paraguay,0,A020910017,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,*Southern Cone,0.0,1.0,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,1,4416,PROFESSIONAL ASSOCIATION,0,1,0,95109.75,0,South America,America,1003044,0,0,1.0,0.75,329838.0,0.0,0,Bolivia,0,A020910018,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Bolivia,329838.0,1.0,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,1,4416,PROFESSIONAL ASSOCIATION,0,1,0,31703.25,0,South America,America,1003044,0,0,1.0,0.25,329838.0,0.0,0,Bolivia,0,A020910018,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Bolivia,329838.0,1.0,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,1,4418,UNIVERSITY,0,1,0,114314.0,1,South America,America,1000510,0,0,1.0,0.5,2531353.0,0.0,0,Brazil,0,A020911008,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Brazil,0.0,1.0,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,1,4418,UNIVERSITY,0,1,0,22862.8,1,South America,America,1000510,0,0,1.0,0.1,2531353.0,0.0,0,Brazil,0,A020911008,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Brazil,0.0,1.0,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,1,4418,UNIVERSITY,0,1,0,91451.2,1,South America,America,1000510,0,0,1.0,0.4,2531353.0,0.0,0,Brazil,0,A020911008,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Brazil,0.0,1.0,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,1,4418,UNIVERSITY,0,1,0,34455.201,1,South America,America,1000356,0,0,1.0,0.3,1713817.92,0.0,0,Brazil,0,A020911009,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Brazil,0.0,1.0,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,1,4418,UNIVERSITY,0,1,0,45940.268,1,South America,America,1000356,0,0,1.0,0.4,1713817.92,0.0,0,Brazil,0,A020911009,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Brazil,0.0,1.0,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,1,4418,UNIVERSITY,0,1,0,34455.201,1,South America,America,1000356,0,0,1.0,0.3,1713817.92,0.0,0,Brazil,0,A020911009,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Brazil,0.0,1.0,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,2,4298,ASSOCIATIONS,0,1,0,189293.25600000002,0,Central Africa & Great Lakes Program,Africa,1000282,0,0,1.0,0.6,4899012.2,0.0,0,"Congo, Dem Rep.",0,A020982001,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,Democratic Republic of Congo,4899012.2,1.0,0,Directive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,2,4298,ASSOCIATIONS,0,1,0,126195.504,0,Central Africa & Great Lakes Program,Africa,1000282,0,0,1.0,0.4,4899012.2,0.0,0,"Congo, Dem Rep.",0,A020982001,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,Democratic Republic of Congo,4899012.2,1.0,0,Directive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,3,4122,NGO,0,1,0,1295.0,0,Bangladesh Section,Asia,1001114,0,1,1.0,1.0,17121139.37,0.0,0,Bangladesh,0,A021170001,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4122,0,Bangladesh,17121139.37,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,3,4122,CONSULTING SERVICES,0,1,0,815612.94,0,Bangladesh Section,Asia,1009240,0,1,1.0,1.0,17121139.37,0.0,0,Bangladesh,0,A021170001,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4122,0,Bangladesh,17121139.37,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,2,4298,CONSULTANT,0,1,0,2197.7129999999997,0,Central Africa & Great Lakes Program,Africa,Information not available,0,0,1.0,0.3,246397.97,0.0,0,"Congo, Dem Rep.",0,A021224002,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,Democratic Republic of Congo,246397.97,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,2,4298,CONSULTANT,0,1,0,2197.7129999999997,0,Central Africa & Great Lakes Program,Africa,Information not available,0,0,1.0,0.3,246397.97,0.0,0,"Congo, Dem Rep.",0,A021224002,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,Democratic Republic of Congo,246397.97,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,2,4298,CONSULTANT,0,1,0,2930.284,0,Central Africa & Great Lakes Program,Africa,Information not available,0,0,1.0,0.4,246397.97,0.0,0,"Congo, Dem Rep.",0,A021224002,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,Democratic Republic of Congo,246397.97,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,3,4124,CONSULTING SERVICES,0,1,0,701241.285,0,"OAA Afghanistan, Pakistan and Sri Lanka",Asia,1000601,0,0,1.0,0.5,6566164.53,0.0,0,Pakistan,0,A021236001,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,0,Pakistan,6566164.53,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,3,4124,CONSULTING SERVICES,0,1,0,13194.325,0,"OAA Afghanistan, Pakistan and Sri Lanka",Asia,1004565,0,0,1.0,0.5,6566164.53,0.0,0,Pakistan,0,A021236001,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,0,Pakistan,6566164.53,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,3,4124,CONSULTING SERVICES,0,1,0,701241.285,0,"OAA Afghanistan, Pakistan and Sri Lanka",Asia,1000601,0,0,1.0,0.5,6566164.53,0.0,0,Pakistan,0,A021236001,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,0,Pakistan,6566164.53,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,3,4124,CONSULTING SERVICES,0,1,0,13194.325,0,"OAA Afghanistan, Pakistan and Sri Lanka",Asia,1004565,0,0,1.0,0.5,6566164.53,0.0,0,Pakistan,0,A021236001,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,0,Pakistan,6566164.53,1.0,0,Directive
2009/2010,Civil Society,Foreign Non-Profit Making,0,0,1,4416,ASSOCIATIONS,0,1,0,13714.68,0,South America,America,1013670,0,0,1.0,0.4,273083.86,0.0,0,Bolivia,0,A021314PRE,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Bolivia,0.0,1.0,0,Directive
2009/2010,Civil Society,Foreign Non-Profit Making,0,0,1,4416,ASSOCIATIONS,0,1,0,13714.68,0,South America,America,1013670,0,0,1.0,0.4,273083.86,0.0,0,Bolivia,0,A021314PRE,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Bolivia,0.0,1.0,0,Directive
2009/2010,Civil Society,Foreign Non-Profit Making,0,0,1,4416,ASSOCIATIONS,0,1,0,6857.34,0,South America,America,1013670,0,0,1.0,0.2,273083.86,0.0,0,Bolivia,0,A021314PRE,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Bolivia,0.0,1.0,0,Directive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,2,4246,NGO,0,1,0,4329.733,0,"Ethiopia, PanAfrica, SubRegional",Africa,1000517,0,0,1.0,0.1,611160.56,0.0,0,Africa MC,0,A021334002,Terminating,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,611160.56,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,2,4246,CONSULTING SERVICES,0,1,0,2565.288,0,"Ethiopia, PanAfrica, SubRegional",Africa,1000932,0,0,1.0,0.1,611160.56,0.0,0,Africa MC,0,A021334002,Terminating,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,611160.56,1.0,0,Directive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,2,4246,NGO,0,1,0,25978.397999999997,0,"Ethiopia, PanAfrica, SubRegional",Africa,1000517,0,0,1.0,0.6,611160.56,0.0,0,Africa MC,0,A021334002,Terminating,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,611160.56,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,2,4246,CONSULTING SERVICES,0,1,0,15391.728000000001,0,"Ethiopia, PanAfrica, SubRegional",Africa,1000932,0,0,1.0,0.6,611160.56,0.0,0,Africa MC,0,A021334002,Terminating,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,611160.56,1.0,0,Directive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,2,4246,NGO,0,1,0,12989.198999999999,0,"Ethiopia, PanAfrica, SubRegional",Africa,1000517,0,0,1.0,0.3,611160.56,0.0,0,Africa MC,0,A021334002,Terminating,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,611160.56,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,2,4246,CONSULTING SERVICES,0,1,0,7695.8640000000005,0,"Ethiopia, PanAfrica, SubRegional",Africa,1000932,0,0,1.0,0.3,611160.56,0.0,0,Africa MC,0,A021334002,Terminating,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,611160.56,1.0,0,Directive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,3,4268,FEDERAL,0,1,0,3966.9448,0,West Bank Gaza & Palestinian Refugees,Asia,10050,0,0,0.02,1.0,2694419.4,0.0,0,Western Asia,0,A021360001,Closed,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,1,Middle East Peace Process,2694419.4,1.0,0,Directive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,3,4268,UNIVERSITY,0,1,0,370.56699999999995,0,West Bank Gaza & Palestinian Refugees,Asia,1009838,0,0,0.02,1.0,2694419.4,0.0,0,Western Asia,0,A021360001,Closed,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,1,Middle East Peace Process,2694419.4,1.0,0,Directive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,3,4268,FEDERAL,0,1,0,11900.8344,0,West Bank Gaza & Palestinian Refugees,Asia,10050,0,0,0.06,1.0,2694419.4,0.0,0,Western Asia,0,A021360001,Closed,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,1,Middle East Peace Process,2694419.4,1.0,0,Directive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,3,4268,UNIVERSITY,0,1,0,1111.701,0,West Bank Gaza & Palestinian Refugees,Asia,1009838,0,0,0.06,1.0,2694419.4,0.0,0,Western Asia,0,A021360001,Closed,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,1,Middle East Peace Process,2694419.4,1.0,0,Directive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,3,4268,FEDERAL,0,1,0,11900.8344,0,West Bank Gaza & Palestinian Refugees,Asia,10050,0,0,0.06,1.0,2694419.4,0.0,0,Western Asia,0,A021360001,Closed,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,1,Middle East Peace Process,2694419.4,1.0,0,Directive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,3,4268,UNIVERSITY,0,1,0,1111.701,0,West Bank Gaza & Palestinian Refugees,Asia,1009838,0,0,0.06,1.0,2694419.4,0.0,0,Western Asia,0,A021360001,Closed,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,1,Middle East Peace Process,2694419.4,1.0,0,Directive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,3,4268,FEDERAL,0,1,0,11900.8344,0,West Bank Gaza & Palestinian Refugees,Asia,10050,0,0,0.06,1.0,2694419.4,0.0,0,Western Asia,0,A021360001,Closed,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,1,Middle East Peace Process,2694419.4,1.0,0,Directive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,3,4268,UNIVERSITY,0,1,0,1111.701,0,West Bank Gaza & Palestinian Refugees,Asia,1009838,0,0,0.06,1.0,2694419.4,0.0,0,Western Asia,0,A021360001,Closed,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,1,Middle East Peace Process,2694419.4,1.0,0,Directive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,3,4268,FEDERAL,0,1,0,158677.792,0,West Bank Gaza & Palestinian Refugees,Asia,10050,0,0,0.8,1.0,2694419.4,0.0,0,Western Asia,0,A021360001,Closed,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,1,Middle East Peace Process,2694419.4,1.0,0,Directive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,3,4268,UNIVERSITY,0,1,0,14822.68,0,West Bank Gaza & Palestinian Refugees,Asia,1009838,0,0,0.8,1.0,2694419.4,0.0,0,Western Asia,0,A021360001,Closed,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,1,Middle East Peace Process,2694419.4,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,2,4298,CONSULTING SERVICES,0,1,0,13252.456,0,Central Africa & Great Lakes Program,Africa,1000647,0,0,1.0,0.4,8846131.41,0.0,0,"Congo, Dem Rep.",0,A021363001,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,Democratic Republic of Congo,8846131.41,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,2,4298,CONSULTING SERVICES,0,1,0,491765.76399999997,0,Central Africa & Great Lakes Program,Africa,1009319,0,0,1.0,0.4,8846131.41,0.0,0,"Congo, Dem Rep.",0,A021363001,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,Democratic Republic of Congo,8846131.41,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,2,4298,CONSULTING SERVICES,0,1,0,3313.114,0,Central Africa & Great Lakes Program,Africa,1000647,0,0,1.0,0.1,8846131.41,0.0,0,"Congo, Dem Rep.",0,A021363001,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,Democratic Republic of Congo,8846131.41,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,2,4298,CONSULTING SERVICES,0,1,0,122941.44099999999,0,Central Africa & Great Lakes Program,Africa,1009319,0,0,1.0,0.1,8846131.41,0.0,0,"Congo, Dem Rep.",0,A021363001,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,Democratic Republic of Congo,8846131.41,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,2,4298,CONSULTING SERVICES,0,1,0,6626.228,0,Central Africa & Great Lakes Program,Africa,1000647,0,0,1.0,0.2,8846131.41,0.0,0,"Congo, Dem Rep.",0,A021363001,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,Democratic Republic of Congo,8846131.41,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,2,4298,CONSULTING SERVICES,0,1,0,245882.88199999998,0,Central Africa & Great Lakes Program,Africa,1009319,0,0,1.0,0.2,8846131.41,0.0,0,"Congo, Dem Rep.",0,A021363001,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,Democratic Republic of Congo,8846131.41,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,2,4298,CONSULTING SERVICES,0,1,0,3313.114,0,Central Africa & Great Lakes Program,Africa,1000647,0,0,1.0,0.1,8846131.41,0.0,0,"Congo, Dem Rep.",0,A021363001,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,Democratic Republic of Congo,8846131.41,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,2,4298,CONSULTING SERVICES,0,1,0,122941.44099999999,0,Central Africa & Great Lakes Program,Africa,1009319,0,0,1.0,0.1,8846131.41,0.0,0,"Congo, Dem Rep.",0,A021363001,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,Democratic Republic of Congo,8846131.41,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,2,4298,CONSULTING SERVICES,0,1,0,3313.114,0,Central Africa & Great Lakes Program,Africa,1000647,0,0,1.0,0.1,8846131.41,0.0,0,"Congo, Dem Rep.",0,A021363001,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,Democratic Republic of Congo,8846131.41,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,2,4298,CONSULTING SERVICES,0,1,0,122941.44099999999,0,Central Africa & Great Lakes Program,Africa,1009319,0,0,1.0,0.1,8846131.41,0.0,0,"Congo, Dem Rep.",0,A021363001,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,Democratic Republic of Congo,8846131.41,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,2,4298,CONSULTING SERVICES,0,1,0,3313.114,0,Central Africa & Great Lakes Program,Africa,1000647,0,0,1.0,0.1,8846131.41,0.0,0,"Congo, Dem Rep.",0,A021363001,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,Democratic Republic of Congo,8846131.41,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,2,4298,CONSULTING SERVICES,0,1,0,122941.44099999999,0,Central Africa & Great Lakes Program,Africa,1009319,0,0,1.0,0.1,8846131.41,0.0,0,"Congo, Dem Rep.",0,A021363001,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,Democratic Republic of Congo,8846131.41,1.0,0,Directive
