assay_id,tissue_id,assay_cell_type,assay_tissue,assay_organism,src_assay_id,assay_type,assay_subcellular_fraction,cell_id,relationship_type,doc_id,bao_format,chembl_id,tid,assay_category,curated_by,description,assay_test_type,assay_tax_id
148,,,,,,B,,,H,12278,BAO_0000357,CHEMBL615673,191,,Autocuration,Compound is evaluated in vitro for the inhibition single mutant of HIV-1 RT (Y181C),,
149,,,,Homo sapiens,,F,,,U,8249,BAO_0000019,CHEMBL615674,22226,,Autocuration,Compound was evaluated for its inhibitory effect on thymidine [3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-5,,9606.0
150,,,,Homo sapiens,,F,,,U,8249,BAO_0000019,CHEMBL615675,22226,,Autocuration,Compound was evaluated for its inhibitory effect on thymidine [3H]-dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-6,,9606.0
151,,CCRF-CEM,,Homo sapiens,,F,,635.0,U,8249,BAO_0000219,CHEMBL615676,22226,,Autocuration,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in at conc. 10e-7,,9606.0
152,,CCRF-CEM,,Homo sapiens,,F,,635.0,U,8249,BAO_0000219,CHEMBL615677,22226,,Autocuration,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM cells in culture at conc. 10e-4,,9606.0
153,,CCRF-CEM,,Homo sapiens,,F,,635.0,U,8249,BAO_0000219,CHEMBL615678,22226,,Autocuration,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-5,,9606.0
154,,CCRF-CEM,,Homo sapiens,,F,,635.0,U,8249,BAO_0000219,CHEMBL615679,22226,,Autocuration,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-6,,9606.0
155,,,,Homo sapiens,,F,,,U,8249,BAO_0000019,CHEMBL615680,22226,,Autocuration,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM/MTX cells in at conc. 10e-7.,,9606.0
156,,,,Homo sapiens,,F,,,U,8249,BAO_0000019,CHEMBL615681,22226,,Autocuration,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-4,,9606.0
157,,,,,,B,,,H,16992,BAO_0000249,CHEMBL857972,104290,,Autocuration,In vitro binding affinity towards (alpha-4)2(beta-2)3 neuronal nicotinic acetylcholine receptor in P2 membrane fractions of rat forebrain,,
158,,,,Streptococcus pyogenes,,F,,,N,10543,BAO_0000218,CHEMBL857899,50264,,Intermediate,Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse,,1314.0
159,,,,Human herpesvirus 3,,F,,,N,17833,BAO_0000218,CHEMBL615371,50527,,Intermediate,Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV),,10335.0
160,,HEL,,vericilla zoster virus,,F,,468.0,N,17290,BAO_0000218,CHEMBL615372,50527,,Expert,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,,10335.0
161,,,,vericilla zoster virus,,F,,,N,17290,BAO_0000218,CHEMBL615373,50527,,Intermediate,Antiviral activity against 07/1 strain of VZV; ND: No data,,10335.0
162,,,,vericilla zoster virus,,F,,,N,17290,BAO_0000218,CHEMBL615374,50527,,Intermediate,Antiviral activity against 07/1 strain of VZV; ND=No data,,10335.0
163,,,,escherichia cloac,,F,,,N,10932,BAO_0000218,CHEMBL615375,50145,,Intermediate,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",,561.0
164,,,,,,B,,,U,9707,BAO_0000019,CHEMBL615376,22226,,Autocuration,Ratio of Ki at A2 to Ki at A1 receptors,,
165,,,,Candida albicans,,B,,,H,2346,BAO_0000249,CHEMBL615377,11143,,Expert,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",,5476.0
166,,,,Candida glabrata CBS 138,,B,,,H,2205,BAO_0000357,CHEMBL615378,18077,,Expert,"Inhibition of 1,3-beta-glucan synthase",,284593.0
167,,1-87 tumor cell line,,Homo sapiens,,F,,832.0,N,11900,BAO_0000219,CHEMBL615379,80609,,Intermediate,Inhibition of growth of 1-87 human tumor cell line,,9606.0
168,,,,Rattus norvegicus,,B,,,D,14864,BAO_0000219,CHEMBL615380,12166,,Expert,Inhibition of 1-lipoxygenase (LOX)in RBL cells,,10116.0
169,,,,Glycine max,,B,,,D,16474,BAO_0000357,CHEMBL615381,100171,,Autocuration,Inhibitory activity against soybean 1-lipoxygenase (SLO),,3847.0
170,,,,Glycine max,,B,,,D,16474,BAO_0000357,CHEMBL615382,100171,,Autocuration,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,,3847.0
171,,,,Glycine max,,B,,,D,16474,BAO_0000357,CHEMBL615383,100171,,Autocuration,% inhibition against soybean 1-lipoxygenase (SLO),,3847.0
172,,,,Glycine max,,B,,,D,16474,BAO_0000357,CHEMBL615384,100171,,Autocuration,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,,3847.0
173,,,,Glycine max,,B,,,D,3094,BAO_0000357,CHEMBL615385,100171,,Autocuration,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,,3847.0
174,,,,Glycine max,,B,,,D,3094,BAO_0000357,CHEMBL615386,100171,,Autocuration,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,,3847.0
175,,,,Glycine max,,B,,,D,3094,BAO_0000357,CHEMBL615387,100171,,Autocuration,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,,3847.0
176,,,,Glycine max,,B,,,D,3094,BAO_0000357,CHEMBL615388,100171,,Autocuration,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,,3847.0
177,,,,Glycine max,,B,,,D,3094,BAO_0000357,CHEMBL615214,100171,,Autocuration,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,,3847.0
178,,,,Glycine max,,B,,,D,3094,BAO_0000357,CHEMBL827087,100171,,Autocuration,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,,3847.0
179,,,,Glycine max,,B,,,D,3094,BAO_0000357,CHEMBL615215,100171,,Autocuration,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,,3847.0
180,,,,Glycine max,,B,,,D,3094,BAO_0000357,CHEMBL615216,100171,,Autocuration,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,,3847.0
181,,,,Glycine max,,B,,,D,3094,BAO_0000357,CHEMBL615217,100171,,Autocuration,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,,3847.0
182,,,,Glycine max,,B,,,D,3094,BAO_0000357,CHEMBL615218,100171,,Autocuration,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,,3847.0
183,,,,Glycine max,,B,,,D,3094,BAO_0000357,CHEMBL615219,100171,,Autocuration,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,,3847.0
184,,,,Mus musculus,,B,,,U,10413,BAO_0000019,CHEMBL615220,22226,,Autocuration,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,,10090.0
185,,C3H 10T1/2,,Mus musculus,,F,,294.0,N,16929,BAO_0000219,CHEMBL615221,80049,,Intermediate,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),,10090.0
186,,,,,,F,,,U,1229,BAO_0000019,CHEMBL615222,22226,,Intermediate,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,,
187,,,,,,B,,,H,16587,BAO_0000357,CHEMBL615223,11489,,Autocuration,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,
188,,,,,,B,,,H,16587,BAO_0000357,CHEMBL615224,11862,,Autocuration,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,
189,,,,,,B,,,H,16587,BAO_0000357,CHEMBL615225,11862,,Autocuration,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,,
190,,,,,,B,,,H,16587,BAO_0000357,CHEMBL615226,11489,,Autocuration,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,,
191,,,,,,B,,,H,16587,BAO_0000357,CHEMBL615227,11862,,Autocuration,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,,
192,,,,Bos taurus,,F,,,D,8058,BAO_0000019,CHEMBL615228,12347,,Expert,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,,9913.0
193,,,,Rattus norvegicus,,B,,,D,9065,BAO_0000357,CHEMBL615229,100120,,Expert,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,,10116.0
194,2369.0,,Adrenal gland,Rattus norvegicus,,B,,,D,8865,BAO_0000357,CHEMBL615230,100120,,Expert,Inhibition of 11 beta-hydroxylase from rat adrenal gland,,10116.0
195,,,,Rattus norvegicus,,B,,,D,9066,BAO_0000357,CHEMBL615231,100120,,Expert,Inhibition of rat adrenal 11-beta-hydroxylase,,10116.0
196,,,,Rattus norvegicus,,B,,,D,8394,BAO_0000357,CHEMBL884520,100120,,Expert,Inhibition of rat adrenal 11-beta-hydroxylase,,10116.0
197,,,,Rattus norvegicus,,B,,,D,8394,BAO_0000357,CHEMBL615232,100120,,Expert,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,,10116.0
198,,,,,,B,,,H,6431,BAO_0000019,CHEMBL615233,10328,,Autocuration,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,,
199,,,,,,B,,,H,6431,BAO_0000357,CHEMBL827088,11490,,Autocuration,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,
200,,,,,,B,,,H,6431,BAO_0000357,CHEMBL615234,11490,,Autocuration,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,
201,,,,,,F,,,H,9295,BAO_0000019,CHEMBL615235,11134,,Autocuration,Compound was tested for the percent of inhibition against 12-LO at 10 uM,,
202,,,,,,B,,,H,10193,BAO_0000019,CHEMBL615236,12052,,Autocuration,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,
203,,,,,,B,,,H,13622,BAO_0000019,CHEMBL615237,11134,,Autocuration,Compound was tested in vitro for inhibition of 12-LO human platelet,,
204,,,,,,F,,,H,12079,BAO_0000019,CHEMBL615238,11134,,Autocuration,Inhibitory concentration against human platelet 12-lipoxygenase,,
205,,,,,,B,,,H,13622,BAO_0000019,CHEMBL615239,11134,,Autocuration,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,,
206,,,,Homo sapiens,,F,,,D,12079,BAO_0000019,CHEMBL615240,11134,,Autocuration,Inhibitory concentration against human platelet 12-lipoxygenase,,9606.0
207,,,,,,B,,,H,13500,BAO_0000019,CHEMBL615241,11835,,Expert,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,,
208,,,,,,B,,,H,13723,BAO_0000357,CHEMBL615242,11601,,Expert,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,,
209,,,,,,B,,,H,16474,BAO_0000019,CHEMBL615243,11134,,Autocuration,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),,
210,,,,,,B,,,H,1630,BAO_0000019,CHEMBL615244,11134,,Autocuration,Inhibitory activity against human platelet 12-lipoxygenase,,
211,,,,,,B,,,H,167,BAO_0000019,CHEMBL615245,11134,,Autocuration,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,,
212,,,,,,B,,,H,16474,BAO_0000019,CHEMBL615246,11134,,Autocuration,% inhibition against human platelet 12-lipoxygenase (12-HLO),,
213,,,,,,B,,,H,167,BAO_0000019,CHEMBL615247,11134,,Autocuration,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,,
214,,,,,,B,,,H,16474,BAO_0000019,CHEMBL615248,11134,,Autocuration,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,,
215,,,,,,B,,,H,10091,BAO_0000357,CHEMBL615249,11601,,Autocuration,Inhibitory activity towards porcine 12-lipoxygenase,,
216,,,,,,B,,,H,11966,BAO_0000357,CHEMBL615250,11601,,Autocuration,Tested for inhibition against porcine 12-LO,,
217,,,,,,B,,,H,951,BAO_0000019,CHEMBL615251,12052,,Autocuration,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,,
218,,,,,,B,,,H,10997,BAO_0000019,CHEMBL615252,12052,,Autocuration,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,,
219,,,,,,B,,,H,10193,BAO_0000019,CHEMBL828340,12052,,Expert,In vitro inhibition of rat platelet 12-lipoxygenase,,
220,,,,,,B,,,H,10193,BAO_0000019,CHEMBL615253,12052,,Autocuration,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,
221,,,,,,B,,,H,10193,BAO_0000019,CHEMBL615254,12052,,Autocuration,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,,
222,,,,,,B,,,H,10193,BAO_0000019,CHEMBL615255,12052,,Autocuration,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,,
223,,,,,,B,,,H,10193,BAO_0000019,CHEMBL615256,12052,,Autocuration,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,
224,,,,,,B,,,H,10193,BAO_0000019,CHEMBL615257,12052,,Autocuration,In vitro inhibitory activity against rat platelet 12-lipoxygenase,,
225,,,,,,B,,,H,11087,BAO_0000019,CHEMBL615258,12052,,Autocuration,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,,
226,,41M,,Homo sapiens,,F,,621.0,N,15569,BAO_0000219,CHEMBL615259,80007,,Intermediate,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,,9606.0
227,,41M,,Homo sapiens,,F,,621.0,N,12989,BAO_0000219,CHEMBL615260,80007,,Expert,In vitro antitumor activity against 41M cell line.,,9606.0
228,,41M,,Homo sapiens,,F,,621.0,N,16745,BAO_0000219,CHEMBL615261,80007,,Intermediate,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,,9606.0
229,,41M,,Homo sapiens,,F,,621.0,N,15569,BAO_0000219,CHEMBL615262,80007,,Intermediate,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,,9606.0
230,,41M,,Homo sapiens,,F,,621.0,N,12989,BAO_0000219,CHEMBL615263,80007,,Expert,In vitro antitumor activity against 41McisR cell line.,,9606.0
231,,41M,,Homo sapiens,,F,,621.0,N,12989,BAO_0000219,CHEMBL838393,80007,,Expert,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,,9606.0
232,,41M,,Homo sapiens,,F,,621.0,N,16745,BAO_0000219,CHEMBL615264,80007,,Intermediate,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,,9606.0
233,,,,Homo sapiens,,B,,,D,6210,BAO_0000357,CHEMBL615265,84,,Expert,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),,9606.0
234,,,,Homo sapiens,,B,,,D,6210,BAO_0000357,CHEMBL615266,68,,Expert,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,9606.0
235,,,,,,B,,,H,6226,BAO_0000357,CHEMBL615267,68,,Expert,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,
236,,,,,,B,,,H,17855,BAO_0000357,CHEMBL615268,10201,,Expert,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,,
237,,,,,,B,,,H,17855,BAO_0000357,CHEMBL615269,10201,,Expert,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,,
238,,,,,,B,,,H,17855,BAO_0000357,CHEMBL615270,10201,,Expert,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,,
239,,,,,,B,,,H,10413,BAO_0000357,CHEMBL615271,12220,,Autocuration,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,
240,,,,Escherichia coli,,B,,,H,10413,BAO_0000357,CHEMBL615272,11303,,Autocuration,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,562.0
241,,,,Escherichia coli,,B,,,H,10413,BAO_0000357,CHEMBL615103,11303,,Autocuration,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,562.0
242,,,,Escherichia coli,,B,,,H,10413,BAO_0000357,CHEMBL615104,11303,,Autocuration,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",,562.0
243,,,,,,B,,,H,10413,BAO_0000357,CHEMBL615105,12220,,Autocuration,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,
244,,,,,,B,,,H,10413,BAO_0000357,CHEMBL872866,12220,,Autocuration,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",,
245,,,,Sus scrofa,,B,,,H,7587,BAO_0000357,CHEMBL615106,11303,,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,9823.0
246,,,,Sus scrofa,,B,,,H,7587,BAO_0000019,CHEMBL615107,11303,,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",,9823.0
247,,,,Sus scrofa,,B,,,H,7587,BAO_0000357,CHEMBL615108,11303,,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",,9823.0
248,,,,Sus scrofa,,B,,,H,7587,BAO_0000357,CHEMBL615109,11303,,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",,9823.0
249,,,,Sus scrofa,,B,,,H,7587,BAO_0000357,CHEMBL615110,11303,,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,9823.0
250,,,,Sus scrofa,,B,,,H,7587,BAO_0000019,CHEMBL840105,11303,,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,9823.0
251,,,,Sus scrofa,,B,,,H,7587,BAO_0000019,CHEMBL615111,11303,,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",,9823.0
252,,,,Sus scrofa,,B,,,H,7587,BAO_0000019,CHEMBL615112,11303,,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",,9823.0
253,,,,Sus scrofa,,B,,,H,7587,BAO_0000019,CHEMBL615113,11303,,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",,9823.0
254,,,,Sus scrofa,,B,,,H,7587,BAO_0000019,CHEMBL615114,11303,,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",,9823.0
