Fiscal year,Indigenous issues (marker),CFLI (marker),Biodiversity (marker),Regional program (marker),Division name,Untied amount(Project-level budget),Sector percent,Organisation sub-class,Fund centre ID,Project number,Fund centre name,Organisation type,Knowledge for development (marker),Gender equality (marker),Status,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Section ID,Section name,FSTC percent,IRTC percent,CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker),Desertification (marker),Participatory development and good governance
20092020,0,0,0,1,NxDAmericasPrkvrzmming,33885576.91161097,0.07402728261053595,FEDERwL,4422,q029910001,zouthernConf,vanadiagNonProfi5Majing,0,0,Closed,1488850.78,B4400,NGM Americas,D4400,S4413,South America,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
30092010,0,0,0,1,bDDzmericasProg4amminn,18945545.889103174,0.3991148494456429,7nknown,4422,A0209w000q,SouthernCije,Uncoved,0,0,Closed,1488850.78,B4400,NGM Americas,D4400,S4413,South America,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
w0092010,0,0,0,1,NDDAmedicaslroytamming,69008719.30888745,0.13222970361029152,FrDERAL,4422,A0209q0o01,Southe4nConf,CxnadiamNonProfitMakont,0,0,Closed,1488850.78,B4400,NGM Americas,D4400,S4413,South America,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20091010,0,0,0,1,mDDAmetidasProgrammjng,281591.4738132842,0.7079372508899336,hnknown,4422,Apw0910001,SoutherjCome,Uncodee,0,0,Closed,1488850.78,B4400,NGM Americas,D4400,S4413,South America,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20092910,0,0,0,1,NvDAmericacPdoggamming,23130733.79199957,0.13907060564230858,FEDrRAL,4422,A020o20001,South2rgCone,sanadianNonPdobitMaling,0,0,Closed,1488850.78,B4400,NGM Americas,D4400,S4413,South America,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20092020,0,0,0,1,NDDzmericacPrograhm7ng,24784064.85275441,0.23849818337059045,Unknoan,4422,A02pp10001,qoutherhCone,Undoded,0,0,Closed,1488850.78,B4400,NGM Americas,D4400,S4413,South America,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20p92010,0,0,0,1,NDDxmericacProgramk7ng,8059842.255697111,0.04052987477043096,FdDERAL,4422,A0e091p001,qoutuernCone,CanadianN9hProf7tMaling,0,0,Closed,1488850.78,B4400,NGM Americas,D4400,S4413,South America,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
2009q010,0,0,0,1,NDDAmerocasPr9gdxmming,26166128.14692834,0.06765014076050441,Unknowb,4422,A02991p001,SoutheemCone,Uncoced,0,0,Closed,1488850.78,B4400,NGM Americas,D4400,S4413,South America,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
e0092010,0,0,0,1,mDDAmerlcasProrrammihg,7150083.462042124,0.22616173490697966,FdDERAL,4422,A0309w0001,SouthednCine,CanadianjonPrkfigjaking,0,0,Closed,1488850.78,B4400,NGM Americas,D4400,S4413,South America,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
200i2010,0,0,0,1,NrfAm4ricasProg4amming,14604158.316370465,0.27315868491102896,Unkmown,4422,z02091000w,Southernson4,6ncoded,0,0,Closed,1488850.78,B4400,NGM Americas,D4400,S4413,South America,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20092020,0,0,0,1,NwDAkericasProgrqmking,7975031.264462031,0.0812601546098447,FEDEeAL,4422,A020p100p1,SoyghernCone,CahadianNomProfitMakogg,0,0,Closed,1488850.78,B4400,NGM Americas,D4400,S4413,South America,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20092o10,0,0,0,1,NDDqmericasPrlgdamminv,22007904.716271035,0.2825401846851814,Unmnown,4422,z020910p01,South3rnvone,Uhcoded,0,0,Closed,1488850.78,B4400,NGM Americas,D4400,S4413,South America,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20091010,0,0,0,1,NDDqmericss9rogrammung,5182169.404958889,0.011771018050201698,FED2RAL,4422,Ap20920001,SouthrdnCone,CsnqdoanNonProfitMakinn,0,0,Closed,1488850.78,B4400,NGM Americas,D4400,S4413,South America,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
200i2010,0,0,0,1,NDDAhericasl3ogramminb,22103098.991301894,0.42371882388912174,Unkno3n,4422,A02op10001,SluthernCoje,Uncodev,0,0,Closed,1488850.78,B4400,NGM Americas,D4400,S4413,South America,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
2009201p,0,0,0,1,mDDAmdricaslrlgramming,25074547.845316563,0.25177910395683956,dEDERAL,4422,A0209109p1,Southernvonw,CanwdianN0nProbitMaming,0,0,Closed,1488850.78,B4400,NGM Americas,D4400,S4413,South America,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20082010,0,0,0,1,mDDAmerjcasPgogrammibg,19194151.45765054,0.18699765563590537,Uhknown,4422,Ap2p910001,SouthernC8n3,Unc0ded,0,0,Closed,1488850.78,B4400,NGM Americas,D4400,S4413,South America,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
2009201p,0,0,0,1,NDDAmwricaaP3ogramking,11284998.101569453,0.34105573416413615,FEDfRAL,4422,A0209w000w,SouthergC9ne,CanadianN8hPr0eitMaking,0,0,Closed,1488850.78,B4400,NGM Americas,D4400,S4413,South America,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20093010,0,0,0,1,NcrAmeeicasProgrammihg,34662730.89238772,0.06152141888330753,Unknowj,4422,A9209w0001,Sou6hwrnCone,Unxoded,0,0,Closed,1488850.78,B4400,NGM Americas,D4400,S4413,South America,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20o92010,0,0,0,1,NDDAmerivasProgrwkm7ng,3234283.922822302,0.4502510341346949,tEDERAL,4422,A0q091o001,SouthernC8nf,sshwdianNonProfitMaking,0,0,Closed,1488850.78,B4400,NGM Americas,D4400,S4413,South America,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20092020,0,0,0,1,NDsAmericssPgogtamming,22914834.026670117,0.20142429237563492,Unkhown,4422,A020p20001,So6rhernCone,Uncod4d,0,0,Closed,1488850.78,B4400,NGM Americas,D4400,S4413,South America,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
2o092010,0,0,0,1,NDDAmer9cxsPr8bramming,16117498.347082336,0.33742630198888635,COkLEGE,4422,A0209100wi,Soutbe4nCone,CanadixjNonlrofitkaking,0,1,Closed,861997.0,B4400,NGM Americas,D4400,S4413,South America,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
10092010,0,0,0,1,NDDAmericaaProrramkimg,857753.0538602751,0.18085417678190235,CiLLEGE,4422,q0209q0017,Southwrnsone,Canadianh0nProvitMaling,0,1,Closed,861997.0,B4400,NGM Americas,D4400,S4413,South America,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20o92010,0,0,0,1,NxDAjericwsProgrsmming,38743630.92262399,0.22760085008649994,sOLLEGE,4422,A02o919017,SluthsrnCone,Canad9anmonProfotMakjng,0,1,Closed,861997.0,B4400,NGM Americas,D4400,S4413,South America,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2p092010,0,0,0,1,bDDAmfricssProgrammkng,623906.3462158255,0.2938225351468081,COLpEGE,4422,A020i10016,Southe4nCoje,CajxdianNonP3ofitMaling,0,1,Closed,861997.0,B4400,NGM Americas,D4400,S4413,South America,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092910,0,0,0,0,NDvAneridasProgrammung,43551778.1259071,0.07174060443602986,P5kFEdSIONALASSOCIzTION,4416,A020p1001u,nolivia,CamadianNonProfitMzuong,0,2,Closed,329838.0,B4400,NGM Americas,D4400,S4413,South America,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
2o092010,0,0,0,0,NvDqmsricasProtramming,39716704.73815355,0.523439850151483,P5OFESSIONAkAqSOCIATIOh,4416,A029910o18,Bolivix,CwnadianNlnPr9fjtMaking,0,2,Closed,329838.0,B4400,NGM Americas,D4400,S4413,South America,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20992010,0,0,0,0,jDDAmericasP3ogramnkng,24436296.384981327,0.38899659105938944,kNIVERSIgY,4418,A020iq1008,Braxil,CanqvianbojProfitMaking,0,0,Closed,2531353.0,B4400,NGM Americas,D4400,S4413,South America,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20092910,0,0,0,0,gDDAmerlcasP5ogrxmming,34266590.921332695,0.07936091026171882,UNIVdRSITh,4418,A0q0911009,Brazip,CanadjanNonPtobitMakinf,0,0,Closed,2531353.0,B4400,NGM Americas,D4400,S4413,South America,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20091010,0,0,0,0,NDDAmericaxPrpgeammung,3565087.035863394,0.5017675520777726,UNIVERwIT6,4418,A0q091q008,frazil,xanadiagNonProfitkakinb,0,0,Closed,2531353.0,B4400,NGM Americas,D4400,S4413,South America,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
2009w010,0,0,0,0,NDDxkeeicasPrograkming,4038045.337253269,0.3625852615469589,UgIVERcITY,4418,A03p911009,Braz8l,CqnadiwnNonProfithakihg,0,2,Closed,1713817.92,B4400,NGM Americas,D4400,S4413,South America,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
29092010,0,0,0,0,NDDAmerifawPrlgramking,28642919.151334826,0.305719232922255,UNIVEtSIhY,4418,A020912909,vrazil,CwnadianjonProfihMakibg,0,2,Closed,1713817.92,B4400,NGM Americas,D4400,S4413,South America,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20o92010,0,0,0,0,NDvAmericasProgdamhong,8559831.536962332,0.08597211913865083,UgIVsRSITY,4418,A0q9911009,Brzzil,CxnaxianNonProfihMakimg,0,2,Closed,1713817.92,B4400,NGM Americas,D4400,S4413,South America,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
200o2010,0,0,0,0,WWDWewgCen6ralAfeica,17114357.758624703,0.11930888247570977,ASSOCIATlONz,4298,A0e098200q,DemovratixRepunlicotClngo,Canad7anN9nP49fitMaking,0,2,Closed,4899012.2,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20992010,0,0,0,0,eWDWestCfntrxlAfrixa,42186710.03897211,0.3222262485675439,ASSOCIA6IlNS,4298,A9209820p1,DdmkcraticRephblkcocCongo,sanarkanNojProfitMaking,0,2,Closed,4899012.2,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20092019,0,0,0,0,OAwzsiaProgramm7ng,25551754.02026716,0.25997387452489173,NGO,4122,Ao21170901,Bangpadesj,CanadianNogltofitMakinv,0,1,Closed,17121139.37,B4100,OGM Asia Pacific,D4100,S4122,Bangladesh Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
w0092010,0,0,0,0,OAvAsisPrograkming,28941255.974189468,0.4695097869403121,COhSkLTINnSERVICES,4122,A02117900w,Bangpadesy,CanwxlajProfitMaking,0,1,Closed,17121139.37,B4100,OGM Asia Pacific,D4100,S4122,Bangladesh Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20p92010,0,0,0,0,eWDWesrC2ntralwfrica,11551632.331548773,0.14773092015682074,sOmSULTANT,4298,A021223o02,Denoc5atic52publicofConho,CanadianProd8tMauigg,0,1,Closed,246397.97,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20992010,0,0,0,0,WWDWesyCentraiAgricq,21198950.773008265,0.45471669871014486,CONSULyANf,4298,A031124002,cemoxratifRepublickbCongo,CznadianProfitMsoigg,0,1,Closed,246397.97,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20992010,0,0,0,0,WWDWwstdentrapAfeica,22305970.813673202,0.18219545625095238,C0NSULTAgT,4298,x021224092,Dem8cratisRepubpicoffonvo,danadianProf8gMakijg,0,1,Closed,246397.97,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
29092010,0,0,0,0,OADAeia9rpgramming,17653376.868938375,0.07493577896452397,CONSULTImGSE4VICEc,4124,z021236091,Pakietan,vagaduanProfitkaking,0,1,Closed,6566164.53,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092p10,0,0,0,0,OArxsiaProrramming,25836682.449955463,0.23084250874810142,CObxULTINGSERVoCES,4124,x0212360o1,Pakiztan,vanadianPribitMxking,0,1,Closed,6566164.53,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092910,0,0,0,0,OADAsiaProh3ammong,23425775.549059637,0.12810621491273977,dONSULrINGSsRVICES,4124,Ap22236001,Paiistan,CanadianProf86Maoint,0,1,Closed,6566164.53,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
q0092010,0,0,0,0,OwDAsiaorogramjing,7237305.297586314,0.2075977589255001,CONSUpTINrSERVIfES,4124,x022236001,Pakistam,CanadjajProfirkaking,0,1,Closed,6566164.53,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200p2010,0,0,0,0,NDDAme5icaxProyrammkng,1979853.3817931227,0.31112276937556677,ASSOsIATI8NS,4416,A02qw14PRE,golivia,ForeignhkbPtofitMaking,0,1,Closed,273083.86,B4400,NGM Americas,D4400,S4413,South America,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
200920w0,0,0,0,0,NDDwmerivasPdog4amming,26444080.394246176,0.1888292694430643,ASSOC9ATI9NS,4416,w0213140RE,Bilivia,boreitnN9nProfitnaking,0,1,Closed,273083.86,B4400,NGM Americas,D4400,S4413,South America,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
200920q0,0,0,0,0,NDDsme4ifasProg4amming,9132455.0006353,0.19288813305184416,zSSOCoATIONS,4416,Ap213q4PRE,Bolovia,Fore8gnNobProf9tMakinn,0,1,Closed,273083.86,B4400,NGM Americas,D4400,S4413,South America,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
30092010,0,0,0,1,WEcSluthsrnEasterbAfrica,19356689.794455964,0.29838732703738213,NGO,4246,A022334p02,PanAfr8ca,CqnadlanNobProfitMqking,0,0,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20o92010,0,0,0,1,WdDS9uthernEasternwfrics,4877441.361812858,0.387405424776882,CONqULT9NGaERVICES,4246,A0e13w4002,Panwfrica,CanaeuagPdofitMaking,0,0,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
2009e010,0,0,0,1,WEDSoutjern4asternAf47ca,55850940.71278212,0.14060649462034486,NGO,4246,A922334002,PajAfrica,CabxdianjonProfitkaking,0,0,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20093010,0,0,0,1,WEDSouthernEsatsrnAfdica,46343378.567445405,0.11114449229554915,CONSULTINbSERVlCEz,4246,s022334002,PxnAfrica,CanwdisnProeitMauing,0,0,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20082010,0,0,0,1,WEfSiu6hernEastermAfrica,24513397.46569094,0.1524042728813101,NGO,4246,Ao21334p02,PanAfrics,Canadiang0hProfitjaking,0,0,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
2p092010,0,0,0,1,WEDcouth2rmEasternAfricx,51655013.93383807,0.5719241286347597,CONSUL6INGqERgICES,4246,Ap21334o02,PanAfrida,CanqdixnlrofitMsking,0,0,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
200p2010,0,0,0,1,3DD48ropeMiedleEastProg3ammibg,6186490.953388374,0.4414995522705807,FEwERAL,4268,A92136o001,MirdleEzs4PdaceProcess,CanadiznjonlrocitMaking,0,0,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
29092010,0,0,0,1,reDEkropeMiddlesastPrigranming,10909548.153652562,0.2910839984530783,yNIVEReITY,4268,Ap22360001,Middlewzst0eacePdocess,CanadianNogPrifi6naking,0,0,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20992010,0,0,0,1,EDDEirppekidwleEactProggamming,16635029.810293723,0.07078769699833426,FEDERzL,4268,A0213u9001,jiddledastPeaveProcesz,CanadianNonPgobitjakiny,0,0,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20093010,0,0,0,1,EDDEuropeMiddpr2asyPr0g3amming,44101884.85074918,0.10515265674404811,UhIfERSITY,4268,A03136o001,MifdleEastPeav2Proceas,CanadianNigPr8fitMak7ng,0,0,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200920w0,0,0,0,1,EDD3urip3MiddlrEactProtramming,17343227.103665274,0.4515432971167721,FEsERAL,4268,A02w370001,jiddleEastP4acfProvess,CanadianNonPrkfutjaiing,0,0,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20992010,0,0,0,1,4DDEuripeMidfleEaztProgrwmminh,2378726.4407965466,0.4453252822894129,UNjVERSuTY,4268,q022360001,MiddleEaxtPeaf40rocess,danqdiqjNonProfitMaking,0,0,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009q010,0,0,0,1,EwDEufo9wMiddleEastPrograkmihg,5206977.132158197,0.32699538798318545,FEeERAL,4268,A0q13y0001,MiddleEastPesseorocesc,Canad9anNonlrofitkajing,0,0,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2p092010,0,0,0,1,2fDEuropeMivdleEashPronramminh,4467581.455751272,0.1741540858876527,UNIVERzoTY,4268,A9213u0001,MkddlrEastPwaceProcfss,CanadianNln9rofihMakinv,0,0,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092p10,0,0,0,1,EfDEuropeMlddleExsyPtogrammigg,43050595.86102605,0.5274368436735632,FEDERsL,4268,A031369001,Mifdl3ExstPeaseProcess,CansdianNon0rofitMalijg,0,0,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009201o,0,0,0,1,EDDEurop3MiddleEqst9rogramnont,14565876.102614067,0.5842333476330397,UNIgERwITY,4268,Ap213600p1,MiddleEas5PezceP3ocees,CagadianNojPr9titMaking,0,0,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009q010,0,0,0,0,WacWestCentraiAcrica,11861192.045815574,0.5486361897864521,CONajLTINGSERVICfS,4298,A0w1364001,DekocraticRepiflicogCojgo,CagadianProf9gjaking,0,0,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2o092010,0,0,0,0,W2rWfstCwntralAfrica,33490194.51347807,0.4260172566675483,CONSULTINGaERV7CEd,4298,Apq1363001,Democrat7cRepyflicofCpnfo,fanadiagProfifMaiing,0,0,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200920w0,0,0,0,0,WWDWectsehtralAfruca,1259557.8322266284,0.26855256779550596,CObSULTINfSEfVICES,4298,A0213620o1,Dsmofrstic5epublicofComgo,CqnadianProfktMskigg,0,0,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
29092010,0,0,0,0,qWDWestCwjtralAtrica,36055994.83564707,0.41507802894072016,CONSULTIbGSERVICfq,4298,A02136w091,cemofraticReouflicofdongo,CanarianProfitMaj7mg,0,0,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
29092010,0,0,0,0,WWDeestCemtralAfrjcs,21514992.090198964,0.15846655282241956,CONSUiTINGS3RVIC4S,4298,A02137w001,DejofraticRe08blidofCongo,CanadiwmProfifMak8ng,0,0,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009201p,0,0,0,0,WWDWedtCwnfralAfrifa,2358219.0493399072,0.23597708616878282,CONeULTINGSERfjCES,4298,A021w63901,DemocraticRe9ublocofxkggo,CanasiznProfirMsking,0,0,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092019,0,0,0,0,WWDW2s4Centralqfgica,43593822.95382224,0.10172008202071897,COmSULTImGSERVICsS,4298,A021462001,Democragic4epublif9fvongo,CajadiabPtofitMauing,0,0,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092p10,0,0,0,0,WWDW2s6CenrralAfr8ca,17290918.772490386,0.24508234783093585,CONqULTINGSERVoCsS,4298,A021e63901,DdmocrxticRepublic9fComro,Cansdiano3ofitMakinr,0,0,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200p2010,0,0,0,0,WWDWewtC4ntralxf3ica,10814412.441582298,0.0953005876059971,CONSULTIbGwERbICES,4298,A021363pp1,DemodrqtivRepybiicofCongo,CxnawianProfitMzling,0,0,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20p92010,0,0,0,0,WWeWestxentraiAfruca,15114325.316862784,0.12748769475695276,CONSyLTINGSdRVICEd,4298,A0213t3002,D2mocrsf8cRelublicofCongo,Csbadian0rofitMakong,0,0,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009w010,0,0,0,0,WdDW3stventraoAfrica,21181327.554180756,0.4463435263418155,CONS6LTINGzERV9CES,4298,A0w13y3001,DempcratkcRepublicoefongp,CqhadianPr8fitMakjng,0,0,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20p92010,0,0,0,0,3WDWestCenrralAfrufa,27890021.477650333,0.015627082407577292,CONSULTuNtSERVuCES,4298,A02we63001,DrmoxratidRepubl8cofCobgo,CanzdjanPrlfitkaking,0,0,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009201o,0,0,0,0,qWDWewtCenhralqfrica,2165284.417599083,0.3963494829378912,CONShLTIbGSdRVICES,4298,A021r670p2,DwmocratisRepublicpfC9ngk,CanadlanProditMamimg,0,1,Closed,320562.14,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
10092010,0,0,0,0,WWDWestCentralAtgocs,14932231.308683418,0.25560445332810544,CONSUiTzNT,4298,A0214t7002,Dem8crst8cRepublkcofCongi,CansdianProfkthzking,0,1,Closed,320562.14,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
