cell_id,bao_format,assay_subcellular_fraction,assay_test_type,doc_id,variant_id,tissue_id,assay_strain,assay_cell_type,confidence_score,assay_id,assay_category,description,curated_by,assay_organism,src_id,assay_tax_id,src_assay_id,assay_tissue,tid,assay_type,relationship_type,chembl_id
,BAO_0000218,,,10130,,2048.0,,,1,7663,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in lung; Expressed as percent dose/organ,Intermediate,Rattus norvegicus,1,10116.0,,Lung,50597,A,N,CHEMBL627032
,BAO_0000218,,,10130,,2385.0,,,1,7664,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in muscle; Expressed as percent dose/organ,Intermediate,Rattus norvegicus,1,10116.0,,Muscle tissue,50597,A,N,CHEMBL627033
,BAO_0000218,,,10130,,,,,1,7665,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in skin; Expressed as percent dose/organ,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL627034
,BAO_0000218,,,10130,,2106.0,,,1,7666,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in spleen; Expressed as percent dose/organ,Intermediate,Rattus norvegicus,1,10116.0,,Spleen,50597,A,N,CHEMBL627035
,BAO_0000218,,,10130,,2046.0,,,1,7667,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in thyroid; Expressed as percent dose/organ,Intermediate,Rattus norvegicus,1,10116.0,,Thyroid gland,50597,A,N,CHEMBL627036
,BAO_0000218,,,10130,,178.0,,,1,7668,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in blood; Expressed as percent dose/organ,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL875340
,BAO_0000218,,,10130,,948.0,,,1,7669,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in heart; Expressed as percent dose/organ,Intermediate,Rattus norvegicus,1,10116.0,,Heart,50597,A,N,CHEMBL627037
,BAO_0000218,,,10130,,2113.0,,,1,7670,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in kidney; Expressed as percent dose/organ,Intermediate,Rattus norvegicus,1,10116.0,,Kidney,50597,A,N,CHEMBL627038
,BAO_0000218,,,10130,,2107.0,,,1,7671,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in liver; Expressed as percent dose/organ,Intermediate,Rattus norvegicus,1,10116.0,,Liver,50597,A,N,CHEMBL627039
,BAO_0000218,,,10130,,2385.0,,,1,7672,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in muscle; Expressed as percent dose/organ,Intermediate,Rattus norvegicus,1,10116.0,,Muscle tissue,50597,A,N,CHEMBL627040
,BAO_0000218,,,10130,,2106.0,,,1,7673,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in spleen; Expressed as percent dose/organ,Intermediate,Rattus norvegicus,1,10116.0,,Spleen,50597,A,N,CHEMBL624663
,BAO_0000218,,,10130,,2046.0,,,1,7674,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in thyroid; Expressed as percent dose/organ,Intermediate,Rattus norvegicus,1,10116.0,,Thyroid gland,50597,A,N,CHEMBL625963
,BAO_0000218,,,10130,,955.0,,,1,7675,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in brain; Expressed as percent dose/organ,Intermediate,Rattus norvegicus,1,10116.0,,Brain,50597,A,N,CHEMBL876799
,BAO_0000218,,,10130,,2048.0,,,1,7676,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in lung; Expressed as percent dose/organ,Intermediate,Rattus norvegicus,1,10116.0,,Lung,50597,A,N,CHEMBL626133
,BAO_0000218,,,10130,,,,,1,7677,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in skin; Expressed as percent dose/organ,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL626134
,BAO_0000218,,,6295,,,,,1,7678,,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL626135
,BAO_0000218,,,6296,,,,,1,7679,,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL626136
,BAO_0000218,,,6296,,,,,1,7680,,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg; Below detection limit,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL626137
,BAO_0000218,,,6295,,,,,1,7681,,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL626138
,BAO_0000218,,,6296,,,,,1,7682,,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL626139
,BAO_0000218,,In vivo,17260,,,,,1,7683,,C max at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL626140
,BAO_0000218,,In vivo,17260,,,,,1,7684,,C max at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL626141
,BAO_0000218,,,17686,,,,,1,7685,,C24h in rat p.o. at 20 mg/kg concentration,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL626142
,BAO_0000218,,In vivo,9866,,2385.0,,,1,7686,,Biodistribution in normal rat muscle in the presence of 0.005 M Gd/0.01 M lig at 2 hr,Intermediate,Rattus norvegicus,1,10116.0,,Muscle tissue,50597,A,N,CHEMBL627930
,BAO_0000218,,In vivo,9866,,2385.0,,,1,7687,,Biodistribution in normal rat muscle in the presence of 0.01 M Gd/0.05 M lig,Intermediate,Rattus norvegicus,1,10116.0,,Muscle tissue,50597,A,N,CHEMBL627931
,BAO_0000218,,In vivo,9866,,2385.0,,,1,7688,,Biodistribution in normal rat muscle in the presence of NAC Gd 0.01 M lig at 2 hr,Intermediate,Rattus norvegicus,1,10116.0,,Muscle tissue,50597,A,N,CHEMBL627932
,BAO_0000218,,In vivo,9866,,2106.0,,,1,7689,,Biodistribution in normal rat spleen in the presence of 0.005 M Gd/0.01 M lig at 2 hr,Intermediate,Rattus norvegicus,1,10116.0,,Spleen,50597,A,N,CHEMBL627933
,BAO_0000218,,In vivo,9866,,2106.0,,,1,7690,,Biodistribution in normal rat spleen in the presence of 0.01 M Gd/0.05 M lig,Intermediate,Rattus norvegicus,1,10116.0,,Spleen,50597,A,N,CHEMBL627934
,BAO_0000218,,In vivo,9866,,2106.0,,,1,7691,,Biodistribution in normal rat spleen in the presence of NAC Gd 0.01 M lig at 2 hr,Intermediate,Rattus norvegicus,1,10116.0,,Spleen,50597,A,N,CHEMBL627935
,BAO_0000218,,In vivo,9866,,178.0,,,1,7692,,Biodistribution in rat blood in the presence of 0.001 M/0.008 M GdDTPA-AEP,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL627936
,BAO_0000218,,In vivo,9866,,178.0,,,1,7693,,Biodistribution in rat blood in the presence of 0.01 M GdDTPA-BDP,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL627937
,BAO_0000218,,In vivo,9866,,178.0,,,1,7694,,Biodistribution in rat blood in the presence of 0.01 M/0.01 M GdDTPA-AEP,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL627938
,BAO_0000218,,In vivo,9866,,178.0,,,1,7695,,Biodistribution in rat blood in the presence of 0.05 M Gd/0.15 M lig,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL627939
,BAO_0000218,,In vivo,9866,,178.0,,,1,7696,,Biodistribution in rat blood in the presence of 0.05 M GdDTPA-BDP,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL627940
,BAO_0000218,,In vivo,9866,,178.0,,,1,7697,,Biodistribution in rat blood in the presence of 0.05 M/0.05 M GdDTPA-AEP,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL627941
,BAO_0000218,,In vivo,9866,,178.0,,,1,7698,,Biodistribution in rat blood in the presence of 0.05 M/0.08 M GdDTPA-HPDP,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL876800
,BAO_0000218,,In vivo,9866,,178.0,,,1,7699,,Biodistribution in rat blood in the presence of 0.10 M GdDTPA-BDP,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL627942
,BAO_0000218,,In vivo,9866,,178.0,,,1,7700,,Biodistribution in rat blood in the presence of 0.10 M/0.11 M GdDTPA-AEP,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL627943
,BAO_0000218,,In vivo,9866,,178.0,,,1,7701,,Biodistribution in rat blood in the presence of 50 Gd/kg at 15 min,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL627944
,BAO_0000218,,In vivo,9866,,178.0,,,1,7702,,Biodistribution in rat blood in the presence of 50 Gd/kg at 2 hr,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL627945
,BAO_0000218,,In vivo,9866,,178.0,,,1,7703,,Biodistribution in rat blood in the presence of 50 Gd/kg at 6 hr,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL628584
,BAO_0000218,,In vivo,9866,,178.0,,,1,7704,,Biodistribution in rat blood in the presence of GdDTPA at 15 min,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL628585
,BAO_0000218,,In vivo,9866,,178.0,,,1,7705,,Biodistribution in rat blood in the presence of GdDTPA at 1 hr,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL628586
,BAO_0000218,,In vivo,9866,,178.0,,,1,7706,,Biodistribution in rat blood in the presence of GdDTPA at 30 min,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL628587
,BAO_0000218,,In vivo,9866,,178.0,,,1,7707,,Biodistribution in rat blood in the presence of GdDTPA at 4 hr,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL628588
,BAO_0000218,,In vivo,9866,,178.0,,,1,7708,,Biodistribution in rat blood in the presence of GdDTPA-BDP at 15 min,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL628589
,BAO_0000218,,In vivo,9866,,178.0,,,1,7709,,Biodistribution in rat blood in the presence of GdDTPA-BDP at 30 min,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL625304
,BAO_0000218,,In vivo,9866,,178.0,,,1,7710,,Biodistribution in rat blood in the presence of GdDTPA-BDP at 4 hr,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL625305
,BAO_0000218,,In vivo,9866,,178.0,,,1,7711,,Biodistribution in rat blood in the presence of GdDTPA-BDPat 1 hr,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL625306
,BAO_0000218,,In vivo,9866,,178.0,,,1,7712,,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 15 min,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL625307
,BAO_0000218,,In vivo,9866,,178.0,,,1,7713,,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 30 min,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL625308
,BAO_0000218,,In vivo,9866,,178.0,,,1,7714,,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 4 hr,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL627740
,BAO_0000218,,In vivo,9866,,178.0,,,1,7715,,Biodistribution in rat blood in the presence of GdDTPA-HPDPat 1 hr,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL627741
,BAO_0000218,,In vivo,9866,,178.0,,,1,7716,,Biodistribution in rat blood in the presence of NAC Gd/0.01 M GdDTPA-HPDP,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL627742
,BAO_0000218,,In vivo,9866,,178.0,,,1,7717,,Biodistribution in rat blood in the presence of NCA Gd/0.01 M lip,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL627743
,BAO_0000218,,In vivo,9866,,178.0,,,1,7718,,Biodistribution in rat blood in the presence of NCAGd/0.01 M lig,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL627744
,BAO_0000218,,In vivo,9866,,10000001.0,,,1,7719,,Biodistribution in rat bone in the presence of 0.01 M GdDTPA-BDP,Intermediate,Rattus norvegicus,1,10116.0,,Bone,50597,A,N,CHEMBL627745
,BAO_0000218,,In vivo,9866,,10000001.0,,,1,7720,,Biodistribution in rat bone in the presence of 0.01 M/0.01 M GdDTPA-AEP,Intermediate,Rattus norvegicus,1,10116.0,,Bone,50597,A,N,CHEMBL627746
,BAO_0000218,,In vivo,9866,,10000001.0,,,1,7721,,Biodistribution in rat bone in the presence of 0.01 M/0.08 M GdDTPA-AEP,Intermediate,Rattus norvegicus,1,10116.0,,Bone,50597,A,N,CHEMBL627747
,BAO_0000218,,In vivo,9866,,10000001.0,,,1,7722,,Biodistribution in rat bone in the presence of 0.05 M Gd/0.15 M lig,Intermediate,Rattus norvegicus,1,10116.0,,Bone,50597,A,N,CHEMBL876810
,BAO_0000218,,In vivo,9866,,10000001.0,,,1,7723,,Biodistribution in rat bone in the presence of 0.05 M GdDTPA-BDP,Intermediate,Rattus norvegicus,1,10116.0,,Bone,50597,A,N,CHEMBL627748
,BAO_0000218,,In vivo,9866,,10000001.0,,,1,7724,,Biodistribution in rat bone in the presence of 0.05 M/0.05 M GdDTPA-AEP,Intermediate,Rattus norvegicus,1,10116.0,,Bone,50597,A,N,CHEMBL627749
,BAO_0000218,,In vivo,9866,,10000001.0,,,1,7725,,Biodistribution in rat bone in the presence of 0.05 M/0.08 M GdDTPA-HPDP,Intermediate,Rattus norvegicus,1,10116.0,,Bone,50597,A,N,CHEMBL627750
,BAO_0000218,,In vivo,9866,,10000001.0,,,1,7726,,Biodistribution in rat bone in the presence of 0.10 M GdDTPA-BDP,Intermediate,Rattus norvegicus,1,10116.0,,Bone,50597,A,N,CHEMBL618728
,BAO_0000218,,In vivo,9866,,10000001.0,,,1,7727,,Biodistribution in rat bone in the presence of 0.10 M/0.11 M GdDTPA-AEP,Intermediate,Rattus norvegicus,1,10116.0,,Bone,50597,A,N,CHEMBL618729
,BAO_0000218,,In vivo,9866,,10000001.0,,,1,7728,,Biodistribution in rat bone in the presence of GdDTPA at 15 min,Intermediate,Rattus norvegicus,1,10116.0,,Bone,50597,A,N,CHEMBL618730
,BAO_0000218,,In vivo,9866,,10000001.0,,,1,7729,,Biodistribution in rat bone in the presence of GdDTPA at 1 hr,Intermediate,Rattus norvegicus,1,10116.0,,Bone,50597,A,N,CHEMBL618731
,BAO_0000218,,In vivo,9866,,10000001.0,,,1,7730,,Biodistribution in rat bone in the presence of GdDTPA at 30 min,Intermediate,Rattus norvegicus,1,10116.0,,Bone,50597,A,N,CHEMBL618732
,BAO_0000218,,In vivo,9866,,10000001.0,,,1,7731,,Biodistribution in rat bone in the presence of GdDTPA at 4 hr,Intermediate,Rattus norvegicus,1,10116.0,,Bone,50597,A,N,CHEMBL618733
,BAO_0000218,,In vivo,9866,,10000001.0,,,1,7732,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 15 min,Intermediate,Rattus norvegicus,1,10116.0,,Bone,50597,A,N,CHEMBL618734
,BAO_0000218,,In vivo,9866,,10000001.0,,,1,7733,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 1 hr,Intermediate,Rattus norvegicus,1,10116.0,,Bone,50597,A,N,CHEMBL618735
,BAO_0000218,,In vivo,9866,,10000001.0,,,1,7734,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 30 min,Intermediate,Rattus norvegicus,1,10116.0,,Bone,50597,A,N,CHEMBL876602
,BAO_0000218,,In vivo,9866,,10000001.0,,,1,7735,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 4 hr,Intermediate,Rattus norvegicus,1,10116.0,,Bone,50597,A,N,CHEMBL618736
,BAO_0000218,,In vivo,9866,,10000001.0,,,1,7736,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 15 min,Intermediate,Rattus norvegicus,1,10116.0,,Bone,50597,A,N,CHEMBL618737
,BAO_0000218,,In vivo,9866,,10000001.0,,,1,7737,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 1 hr,Intermediate,Rattus norvegicus,1,10116.0,,Bone,50597,A,N,CHEMBL618738
,BAO_0000218,,In vivo,9866,,10000001.0,,,1,7738,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 30 min,Intermediate,Rattus norvegicus,1,10116.0,,Bone,50597,A,N,CHEMBL618739
,BAO_0000218,,In vivo,9866,,10000001.0,,,1,7739,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 4 hr,Intermediate,Rattus norvegicus,1,10116.0,,Bone,50597,A,N,CHEMBL618740
,BAO_0000218,,In vivo,9866,,10000001.0,,,1,7740,,Biodistribution in rat bone in the presence of NAC Gd/0.01 M GdDTPA-HPDP,Intermediate,Rattus norvegicus,1,10116.0,,Bone,50597,A,N,CHEMBL618741
,BAO_0000218,,In vivo,9866,,10000001.0,,,1,7741,,Biodistribution in rat bone in the presence of NCA Gd/0.01 M lip,Intermediate,Rattus norvegicus,1,10116.0,,Bone,50597,A,N,CHEMBL618742
,BAO_0000218,,In vivo,9866,,10000001.0,,,1,7742,,Biodistribution in rat bone in the presence of NCAGd/0.01 M lig,Intermediate,Rattus norvegicus,1,10116.0,,Bone,50597,A,N,CHEMBL618743
,BAO_0000218,,In vivo,17752,,1969.0,,,1,7743,,Half-life from rat plasma at a single oral dose of 25 mg/kg,Intermediate,Rattus norvegicus,1,10116.0,,Plasma,50597,A,N,CHEMBL618744
,BAO_0000218,,,5610,,,,,1,7744,,Half-life in male rat,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL618745
,BAO_0000218,,In vivo,5939,,,,,1,7745,,Half-life in rat after peroral administration at 10 mg/kg concentration,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL620479
,BAO_0000218,,In vivo,5939,,,,,1,7746,,Half-life in rat after peroral administration at 5 mg/kg concentration,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL620480
,BAO_0000218,,In vivo,17771,,,,,1,7747,,Half-life in rat at a dose of 3 mg/kg,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL620481
,BAO_0000218,,,1974,,,,,1,7748,,Half-life was evaluated in rats,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL620482
,BAO_0000218,,,4239,,,,,1,7749,,Half-life was measured in rat,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL876603
,BAO_0000218,,In vivo,6681,,,,,1,7750,,Half-life period for the compound was determined in rats at 50 mg/kg dose,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL620483
,BAO_0000218,,In vivo,17752,,,,,1,7751,,Half-life period in rats after intravenous administration at 5 mg/kg,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL620484
,BAO_0000218,,In vivo,6046,,,,,1,7752,,Half-life period in rat at 10 mg/kg,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL620485
,BAO_0000218,,In vivo,6685,,,,,1,7753,,"Half-life period was determined in rats at 10 mg/kg, p.o. dose",Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL620486
,BAO_0000218,,In vivo,6685,,,,,1,7754,,"Half-life period was determined in rats at 20 mg/kg, i.p. dose",Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL620487
,BAO_0000218,,In vivo,6685,,,,,1,7755,,"Half-life period was determined in rats at 2 mg/kg, i.v. dose",Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL620488
,BAO_0000218,,In vivo,4727,,,,,1,7756,,Half-life time in rat the dose of 2 mg/kg,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL620489
,BAO_0000218,,In vivo,1088,,,,,1,7757,,Half-life was estimated from the elimination phase of the oral [C] vs time curves in 4 rats,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL620490
,BAO_0000218,,In vivo,5610,,,,,1,7758,,In vivo activity against Staphylococcus aureus when administered orally for 1 hr in rat at a dose of 15 mg/kg,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL620491
,BAO_0000218,,In vivo,3032,,1969.0,,,1,7759,,"In vivo half life of compound in rat plasma after a oral dose of 10 mg/kg (in water, N=4)",Intermediate,Rattus norvegicus,1,10116.0,,Plasma,50597,A,N,CHEMBL876604
,BAO_0000218,,In vivo,5199,,,,,1,7760,,Oral half life was determined,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL620492
,BAO_0000218,,In vivo,14941,,,,,1,7761,,"Pharmacokinetic Parameter, half life period measured in Female Wistar Rats at 100 mg/kg by po administration",Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL620493
,BAO_0000218,,In vivo,4408,,,,,1,7762,,Pharmacokinetic property (t1/2) in rat,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL620494
,BAO_0000218,,,2552,,1969.0,,,1,7763,,Plasma elimination half-life was determined,Intermediate,Rattus norvegicus,1,10116.0,,Plasma,50597,A,N,CHEMBL620495
