assay_id,assay_test_type,tissue_id,tid,assay_tax_id,curated_by,src_id,assay_tissue,assay_type,cell_id,description,assay_subcellular_fraction,assay_category,bao_format,relationship_type,assay_strain,doc_id,assay_organism,assay_cell_type
158,,,50264,1314.0,Intermediate,1,,F,,Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse,,,BAO_0000218,N,,10543,Streptococcus pyogenes,
159,,,50527,10335.0,Intermediate,1,,F,,Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV),,,BAO_0000218,N,,17833,Human herpesvirus 3,
160,,,50527,10335.0,Expert,1,,F,468.0,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,,,BAO_0000218,N,,17290,vericilla zoster virus,HEL
161,,,50527,10335.0,Intermediate,1,,F,,Antiviral activity against 07/1 strain of VZV; ND: No data,,,BAO_0000218,N,,17290,vericilla zoster virus,
162,,,50527,10335.0,Intermediate,1,,F,,Antiviral activity against 07/1 strain of VZV; ND=No data,,,BAO_0000218,N,,17290,vericilla zoster virus,
163,,,50145,561.0,Intermediate,1,,F,,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",,,BAO_0000218,N,,10932,escherichia cloac,
164,,,22226,,Autocuration,1,,B,,Ratio of Ki at A2 to Ki at A1 receptors,,,BAO_0000019,U,,9707,,
165,,,11143,5476.0,Expert,1,,B,,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",,,BAO_0000249,H,,2346,Candida albicans,
166,,,18077,284593.0,Expert,1,,B,,"Inhibition of 1,3-beta-glucan synthase",,,BAO_0000357,H,,2205,Candida glabrata CBS 138,
167,,,80609,9606.0,Intermediate,1,,F,832.0,Inhibition of growth of 1-87 human tumor cell line,,,BAO_0000219,N,,11900,Homo sapiens,1-87 tumor cell line
168,,,12166,10116.0,Expert,1,,B,,Inhibition of 1-lipoxygenase (LOX)in RBL cells,,,BAO_0000219,D,,14864,Rattus norvegicus,
169,,,100171,3847.0,Autocuration,1,,B,,Inhibitory activity against soybean 1-lipoxygenase (SLO),,,BAO_0000357,D,,16474,Glycine max,
170,,,100171,3847.0,Autocuration,1,,B,,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,,,BAO_0000357,D,,16474,Glycine max,
171,,,100171,3847.0,Autocuration,1,,B,,% inhibition against soybean 1-lipoxygenase (SLO),,,BAO_0000357,D,,16474,Glycine max,
172,,,100171,3847.0,Autocuration,1,,B,,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,,,BAO_0000357,D,,16474,Glycine max,
173,,,100171,3847.0,Autocuration,1,,B,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,,,BAO_0000357,D,,3094,Glycine max,
174,,,100171,3847.0,Autocuration,1,,B,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,,,BAO_0000357,D,,3094,Glycine max,
175,,,100171,3847.0,Autocuration,1,,B,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,,,BAO_0000357,D,,3094,Glycine max,
176,,,100171,3847.0,Autocuration,1,,B,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,,,BAO_0000357,D,,3094,Glycine max,
177,,,100171,3847.0,Autocuration,1,,B,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,,,BAO_0000357,D,,3094,Glycine max,
178,,,100171,3847.0,Autocuration,1,,B,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,,,BAO_0000357,D,,3094,Glycine max,
179,,,100171,3847.0,Autocuration,1,,B,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,,,BAO_0000357,D,,3094,Glycine max,
180,,,100171,3847.0,Autocuration,1,,B,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,,,BAO_0000357,D,,3094,Glycine max,
181,,,100171,3847.0,Autocuration,1,,B,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,,,BAO_0000357,D,,3094,Glycine max,
182,,,100171,3847.0,Autocuration,1,,B,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,,,BAO_0000357,D,,3094,Glycine max,
183,,,100171,3847.0,Autocuration,1,,B,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,,,BAO_0000357,D,,3094,Glycine max,
184,,,22226,10090.0,Autocuration,1,,B,,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,,,BAO_0000019,U,,10413,Mus musculus,
185,,,80049,10090.0,Intermediate,1,,F,294.0,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),,,BAO_0000219,N,,16929,Mus musculus,C3H 10T1/2
186,,,22226,,Intermediate,1,,F,,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,,,BAO_0000019,U,,1229,,
187,,,11489,,Autocuration,1,,B,,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,,BAO_0000357,H,,16587,,
188,,,11862,,Autocuration,1,,B,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,,BAO_0000357,H,,16587,,
189,,,11862,,Autocuration,1,,B,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,,,BAO_0000357,H,,16587,,
190,,,11489,,Autocuration,1,,B,,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,,,BAO_0000357,H,,16587,,
191,,,11862,,Autocuration,1,,B,,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,,,BAO_0000357,H,,16587,,
192,,,12347,9913.0,Expert,1,,F,,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,,,BAO_0000019,D,,8058,Bos taurus,
193,,,100120,10116.0,Expert,1,,B,,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,,,BAO_0000357,D,,9065,Rattus norvegicus,
194,,2369.0,100120,10116.0,Expert,1,Adrenal gland,B,,Inhibition of 11 beta-hydroxylase from rat adrenal gland,,,BAO_0000357,D,,8865,Rattus norvegicus,
195,,,100120,10116.0,Expert,1,,B,,Inhibition of rat adrenal 11-beta-hydroxylase,,,BAO_0000357,D,,9066,Rattus norvegicus,
196,,,100120,10116.0,Expert,1,,B,,Inhibition of rat adrenal 11-beta-hydroxylase,,,BAO_0000357,D,,8394,Rattus norvegicus,
197,,,100120,10116.0,Expert,1,,B,,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,,,BAO_0000357,D,,8394,Rattus norvegicus,
198,,,10328,,Autocuration,1,,B,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,,,BAO_0000019,H,,6431,,
199,,,11490,,Autocuration,1,,B,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,,BAO_0000357,H,,6431,,
200,,,11490,,Autocuration,1,,B,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,,BAO_0000357,H,,6431,,
201,,,11134,,Autocuration,1,,F,,Compound was tested for the percent of inhibition against 12-LO at 10 uM,,,BAO_0000019,H,,9295,,
202,,,12052,,Autocuration,1,,B,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,BAO_0000019,H,,10193,,
203,,,11134,,Autocuration,1,,B,,Compound was tested in vitro for inhibition of 12-LO human platelet,,,BAO_0000019,H,,13622,,
204,,,11134,,Autocuration,1,,F,,Inhibitory concentration against human platelet 12-lipoxygenase,,,BAO_0000019,H,,12079,,
205,,,11134,,Autocuration,1,,B,,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,,,BAO_0000019,H,,13622,,
206,,,11134,9606.0,Autocuration,1,,F,,Inhibitory concentration against human platelet 12-lipoxygenase,,,BAO_0000019,D,,12079,Homo sapiens,
207,,,11835,,Expert,1,,B,,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,,,BAO_0000019,H,,13500,,
208,,,11601,,Expert,1,,B,,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,,,BAO_0000357,H,,13723,,
209,,,11134,,Autocuration,1,,B,,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),,,BAO_0000019,H,,16474,,
210,,,11134,,Autocuration,1,,B,,Inhibitory activity against human platelet 12-lipoxygenase,,,BAO_0000019,H,,1630,,
211,,,11134,,Autocuration,1,,B,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,,,BAO_0000019,H,,167,,
212,,,11134,,Autocuration,1,,B,,% inhibition against human platelet 12-lipoxygenase (12-HLO),,,BAO_0000019,H,,16474,,
213,,,11134,,Autocuration,1,,B,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,,,BAO_0000019,H,,167,,
214,,,11134,,Autocuration,1,,B,,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,,,BAO_0000019,H,,16474,,
215,,,11601,,Autocuration,1,,B,,Inhibitory activity towards porcine 12-lipoxygenase,,,BAO_0000357,H,,10091,,
216,,,11601,,Autocuration,1,,B,,Tested for inhibition against porcine 12-LO,,,BAO_0000357,H,,11966,,
217,,,12052,,Autocuration,1,,B,,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,,,BAO_0000019,H,,951,,
218,,,12052,,Autocuration,1,,B,,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,,,BAO_0000019,H,,10997,,
219,,,12052,,Expert,1,,B,,In vitro inhibition of rat platelet 12-lipoxygenase,,,BAO_0000019,H,,10193,,
220,,,12052,,Autocuration,1,,B,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,BAO_0000019,H,,10193,,
221,,,12052,,Autocuration,1,,B,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,,,BAO_0000019,H,,10193,,
222,,,12052,,Autocuration,1,,B,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,,,BAO_0000019,H,,10193,,
223,,,12052,,Autocuration,1,,B,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,BAO_0000019,H,,10193,,
224,,,12052,,Autocuration,1,,B,,In vitro inhibitory activity against rat platelet 12-lipoxygenase,,,BAO_0000019,H,,10193,,
225,,,12052,,Autocuration,1,,B,,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,,,BAO_0000019,H,,11087,,
226,,,80007,9606.0,Intermediate,1,,F,621.0,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,,,BAO_0000219,N,,15569,Homo sapiens,41M
227,,,80007,9606.0,Expert,1,,F,621.0,In vitro antitumor activity against 41M cell line.,,,BAO_0000219,N,,12989,Homo sapiens,41M
228,,,80007,9606.0,Intermediate,1,,F,621.0,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,,,BAO_0000219,N,,16745,Homo sapiens,41M
229,,,80007,9606.0,Intermediate,1,,F,621.0,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,,,BAO_0000219,N,,15569,Homo sapiens,41M
230,,,80007,9606.0,Expert,1,,F,621.0,In vitro antitumor activity against 41McisR cell line.,,,BAO_0000219,N,,12989,Homo sapiens,41M
231,,,80007,9606.0,Expert,1,,F,621.0,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,,,BAO_0000219,N,,12989,Homo sapiens,41M
232,,,80007,9606.0,Intermediate,1,,F,621.0,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,,,BAO_0000219,N,,16745,Homo sapiens,41M
233,,,84,9606.0,Expert,1,,B,,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),,,BAO_0000357,D,,6210,Homo sapiens,
234,,,68,9606.0,Expert,1,,B,,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,,BAO_0000357,D,,6210,Homo sapiens,
235,,,68,,Expert,1,,B,,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,,BAO_0000357,H,,6226,,
236,,,10201,,Expert,1,,B,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,,,BAO_0000357,H,,17855,,
237,,,10201,,Expert,1,,B,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,,,BAO_0000357,H,,17855,,
238,,,10201,,Expert,1,,B,,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,,,BAO_0000357,H,,17855,,
239,,,12220,,Autocuration,1,,B,,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,,BAO_0000357,H,,10413,,
240,,,11303,562.0,Autocuration,1,,B,,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,,BAO_0000357,H,,10413,Escherichia coli,
241,,,11303,562.0,Autocuration,1,,B,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,,BAO_0000357,H,,10413,Escherichia coli,
242,,,11303,562.0,Autocuration,1,,B,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",,,BAO_0000357,H,,10413,Escherichia coli,
243,,,12220,,Autocuration,1,,B,,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,,BAO_0000357,H,,10413,,
244,,,12220,,Autocuration,1,,B,,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",,,BAO_0000357,H,,10413,,
245,,,11303,9823.0,Autocuration,1,,B,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,,BAO_0000357,H,,7587,Sus scrofa,
246,,,11303,9823.0,Autocuration,1,,B,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",,,BAO_0000019,H,,7587,Sus scrofa,
247,,,11303,9823.0,Autocuration,1,,B,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",,,BAO_0000357,H,,7587,Sus scrofa,
248,,,11303,9823.0,Autocuration,1,,B,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",,,BAO_0000357,H,,7587,Sus scrofa,
249,,,11303,9823.0,Autocuration,1,,B,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,,BAO_0000357,H,,7587,Sus scrofa,
250,,,11303,9823.0,Autocuration,1,,B,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,,BAO_0000019,H,,7587,Sus scrofa,
251,,,11303,9823.0,Autocuration,1,,B,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",,,BAO_0000019,H,,7587,Sus scrofa,
252,,,11303,9823.0,Autocuration,1,,B,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",,,BAO_0000019,H,,7587,Sus scrofa,
253,,,11303,9823.0,Autocuration,1,,B,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",,,BAO_0000019,H,,7587,Sus scrofa,
254,,,11303,9823.0,Autocuration,1,,B,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",,,BAO_0000019,H,,7587,Sus scrofa,
255,,,11303,9823.0,Autocuration,1,,B,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,,BAO_0000357,H,,7587,Sus scrofa,
256,,,11303,9823.0,Autocuration,1,,B,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,,BAO_0000019,H,,7587,Sus scrofa,
257,,,11303,,Autocuration,1,,B,,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",,,BAO_0000357,H,,7323,,
258,,,22226,9823.0,Autocuration,1,,B,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",,,BAO_0000019,U,,7587,Sus scrofa,
259,,,22226,9823.0,Autocuration,1,,B,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",,,BAO_0000019,U,,7587,Sus scrofa,
260,,,100249,4932.0,Expert,1,,B,,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,,,BAO_0000357,H,,13750,Saccharomyces cerevisiae,
261,,,22226,10116.0,Autocuration,1,,B,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,,BAO_0000019,U,,7662,Rattus norvegicus,
262,,,22226,10116.0,Autocuration,1,,B,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,,BAO_0000019,U,,7662,Rattus norvegicus,
263,,,22226,10116.0,Autocuration,1,,B,,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",,,BAO_0000019,U,,7662,Rattus norvegicus,
264,,,104698,,Autocuration,1,,F,,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,,BAO_0000019,H,,12211,,
265,,,104698,,Autocuration,1,,F,,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,,BAO_0000019,H,,12211,,
266,,2116.0,20033,10141.0,Intermediate,1,Ileum,F,,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,,,BAO_0000221,D,,12211,Cavia porcellus,
267,,,10623,,Expert,1,,F,,Stimulatory activity of intragastric pressure was tested in the rat,,,BAO_0000019,H,,12211,,
268,,,121,,Autocuration,1,,B,,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,,,BAO_0000357,H,,15453,,
269,,,22226,10116.0,Autocuration,1,,F,,Dose to reduce neuronal firing against 5-HT cells in rats (iv),,,BAO_0000218,U,,11884,Rattus norvegicus,
270,,,12688,,Autocuration,1,,F,,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,,,BAO_0000019,H,,7185,,
