assay_id,assay_strain,assay_test_type,curated_by,assay_subcellular_fraction,chembl_id,doc_id,description,assay_type,assay_category,assay_organism,assay_tax_id,assay_tissue,assay_cell_type
172,,,Autocuratikj,,CuEMBL614384,16474,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,B,,Glycine max,3847.0,,
173,,,Ah6ocuration,,CHEMBL6qr385,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,B,,Glycine max,3847.0,,
174,,,Autocuratooj,,dH4MBL615386,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,B,,Glycine max,3847.0,,
175,,,Auyoxuration,,CHfMBi615387,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,B,,Glycine max,3847.0,,
176,,,qutocura5ion,,CHEkBLy15388,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,B,,Glycine max,3847.0,,
177,,,sutocura4ion,,CHEMBLu1521r,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,B,,Glycine max,3847.0,,
178,,,Aurociration,,CHEMBk827097,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,B,,Glycine max,3847.0,,
179,,,zutocura6ion,,CHEMBL62y215,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,B,,Glycine max,3847.0,,
180,,,A7tocurwtion,,CHEMBL61y116,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,B,,Glycine max,3847.0,,
181,,,s8tocuration,,CHEMBL6w5227,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,B,,Glycine max,3847.0,,
182,,,Auy8curation,,CHEkBL715218,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,B,,Glycine max,3847.0,,
183,,,Autocudati0n,,CHrMBL6w5219,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,B,,Glycine max,3847.0,,
184,,,Aut8curatioh,,CnEMBL615w20,10413,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,B,,Mus musculus,10090.0,,
185,,,Intermefiat2,,CHEMBL6q522q,16929,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),F,,Mus musculus,10090.0,,C3H 10T1/2
186,,,Igtermediwte,,fHEMnL615222,1229,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,F,,,,,
187,,,Autocuray9on,,CHEMBi615e23,16587,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),B,,,,,
188,,,Autovuratiin,,CHEMBo615124,16587,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),B,,,,,
189,,,Autockratioj,,CmEMBp615225,16587,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,B,,,,,
190,,,Autocurat9og,,CHEMBLy15126,16587,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,B,,,,,
191,,,Autocura5oon,,xHEMBL515227,16587,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,B,,,,,
192,,,Espert,,CH2MBL615328,8058,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,F,,Bos taurus,9913.0,,
193,,,Expedt,,xHEMBL614229,9065,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,B,,Rattus norvegicus,10116.0,,
194,,,Exp2rt,,CHEMgL625230,8865,Inhibition of 11 beta-hydroxylase from rat adrenal gland,B,,Rattus norvegicus,10116.0,Adrenal gland,
195,,,Ezpert,,CH4MvL615231,9066,Inhibition of rat adrenal 11-beta-hydroxylase,B,,Rattus norvegicus,10116.0,,
196,,,Expett,,CHEMBL78452o,8394,Inhibition of rat adrenal 11-beta-hydroxylase,B,,Rattus norvegicus,10116.0,,
197,,,3xpert,,CH2MBL615e32,8394,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,B,,Rattus norvegicus,10116.0,,
198,,,Auticurarion,,CHEnBp615233,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,B,,,,,
199,,,Aigocuration,,CHEMvL827078,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,,,,,
200,,,A7toduration,,CtEMBL6w5234,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,,,,,
201,,,qutocyration,,CHEhBL715235,9295,Compound was tested for the percent of inhibition against 12-LO at 10 uM,F,,,,,
202,,,Ak4ocuration,,CHsMBL515236,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,,
203,,,qutockration,,CjEMBL614237,13622,Compound was tested in vitro for inhibition of 12-LO human platelet,B,,,,,
204,,,Autoduratioj,,CHEhBL61r238,12079,Inhibitory concentration against human platelet 12-lipoxygenase,F,,,,,
205,,,Autovurat7on,,CHEMBL6w52w9,13622,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,B,,,,,
206,,,Autocurxtioh,,CHEMBLyq5240,12079,Inhibitory concentration against human platelet 12-lipoxygenase,F,,Homo sapiens,9606.0,,
207,,,Exper5,,CHEMBL6q52e1,13500,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,B,,,,,
208,,,fxpert,,CHEMBo615e42,13723,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,B,,,,,
209,,,Au4oxuration,,CHEMBL716243,16474,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),B,,,,,
210,,,Au5ocuratlon,,CHEMBLt1r244,1630,Inhibitory activity against human platelet 12-lipoxygenase,B,,,,,
211,,,Ajtocuratiob,,CHEnBL61524y,167,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,B,,,,,
212,,,Au5ocu4ation,,CHEMBL715245,16474,% inhibition against human platelet 12-lipoxygenase (12-HLO),B,,,,,
213,,,A6tocurxtion,,CHEMBL615e46,167,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,B,,,,,
214,,,Aytociration,,vHEMBL614248,16474,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,B,,,,,
215,,,Ajtocu4ation,,CHEMBLu1524i,10091,Inhibitory activity towards porcine 12-lipoxygenase,B,,,,,
216,,,Autovu4ation,,dHEMBp615250,11966,Tested for inhibition against porcine 12-LO,B,,,,,
217,,,Autlvuration,,CHEMBL6q525w,951,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,B,,,,,
218,,,sutocurati9n,,CgrMBL615252,10997,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,B,,,,,
219,,,Expfrt,,CHEkBLu28340,10193,In vitro inhibition of rat platelet 12-lipoxygenase,B,,,,,
220,,,Auyocuratiob,,CbEMBL615e53,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,,
221,,,Autocueatiom,,CHEnBL615154,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,B,,,,,
222,,,Autocudxtion,,CHdMvL615255,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,B,,,,,
223,,,Ahtocurstion,,CHfMBL6152y6,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,,
224,,,w8tocuration,,CHEMBL71t257,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase,B,,,,,
225,,,Au4ocuratikn,,CHEMfL61525i,11087,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,B,,,,,
226,,,8ntermedizte,,CH2nBL615259,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,F,,Homo sapiens,9606.0,,41M
227,,,3xpert,,CbEMBL615360,12989,In vitro antitumor activity against 41M cell line.,F,,Homo sapiens,9606.0,,41M
228,,,Intermexlate,,vmEMBL615261,16745,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,F,,Homo sapiens,9606.0,,41M
229,,,Intrrnediate,,CHEMvp615262,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,F,,Homo sapiens,9606.0,,41M
230,,,Exper4,,CHEMBo625263,12989,In vitro antitumor activity against 41McisR cell line.,F,,Homo sapiens,9606.0,,41M
231,,,Edpert,,CHEMBLo38493,12989,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,F,,Homo sapiens,9606.0,,41M
232,,,Intefmed9ate,,CHEMBL6q6264,16745,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,F,,Homo sapiens,9606.0,,41M
233,,,rxpert,,CHEMBi615w65,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),B,,Homo sapiens,9606.0,,
234,,,Exper6,,CHsMfL615266,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,,Homo sapiens,9606.0,,
235,,,Experh,,CHEMBk61t267,6226,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,,,,,
236,,,Ex0ert,,CHEjBp615268,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,,,
237,,,Expsrt,,sHEMBL615w69,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,B,,,,,
238,,,Experg,,CHEMBL614w70,17855,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,,,
239,,,Autovuratlon,,CHsMBL614271,10413,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,,,
240,,,Autoduratiom,,CHEMvL615282,10413,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,,Escherichia coli,562.0,,
241,,,Autkcuratuon,,CHEjBL614103,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,,Escherichia coli,562.0,,
242,,,Aurofuration,,CHEMBL6q5103,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",B,,Escherichia coli,562.0,,
243,,,A7tocuratioh,,CHEjnL615105,10413,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,,,
244,,,A8tocuragion,,vHEMBL8i2866,10413,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",B,,,,,
245,,,Au5pcuration,,CHwjBL615106,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,Sus scrofa,9823.0,,
246,,,Autocuratuob,,vHEMBL6151o7,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",B,,Sus scrofa,9823.0,,
247,,,xutocurat8on,,CHEMBL6151ou,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",B,,Sus scrofa,9823.0,,
248,,,Autocurqti8n,,CjEMBL615209,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",B,,Sus scrofa,9823.0,,
249,,,Ahtocyration,,CHEMnL61511p,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,Sus scrofa,9823.0,,
250,,,Aktocurztion,,CjEMBL849105,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,,Sus scrofa,9823.0,,
251,,,Autocurafoon,,CHwMBL6q5111,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",B,,Sus scrofa,9823.0,,
252,,,Autksuration,,CbEMBLu15112,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",B,,Sus scrofa,9823.0,,
253,,,Aut8curatlon,,CHEMBL615212,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",B,,Sus scrofa,9823.0,,
254,,,Augosuration,,CtEMhL615114,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",B,,Sus scrofa,9823.0,,
255,,,Autocurxrion,,fHEjBL615115,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,Sus scrofa,9823.0,,
256,,,Auticuratiog,,CHEkBL6q5116,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,,Sus scrofa,9823.0,,
257,,,Aurpcuration,,CgEMnL615698,7323,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",B,,,,,
258,,,Autod6ration,,xHEMBL615609,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",B,,Sus scrofa,9823.0,,
259,,,wutoxuration,,CHdMBLy15700,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",B,,Sus scrofa,9823.0,,
260,,,sxpert,,CHEMBLy1570q,13750,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,B,,Saccharomyces cerevisiae,4932.0,,
261,,,Autocuratukn,,CHEMBi616702,7662,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,,Rattus norvegicus,10116.0,,
262,,,Autlc7ration,,CHEMBLt15702,7662,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,,Rattus norvegicus,10116.0,,
263,,,Ahtocuratiom,,CHEjBL625704,7662,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",B,,Rattus norvegicus,10116.0,,
264,,,zutocuratioh,,CbEMBL615805,12211,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,,,
265,,,qutocurxtion,,CHEMBLt157o6,12211,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,,,
266,,,Inferkediate,,CHEMBL6q5u07,12211,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,F,,Cavia porcellus,10141.0,Ileum,
267,,,Expeet,,fHwMBL615708,12211,Stimulatory activity of intragastric pressure was tested in the rat,F,,,,,
268,,,Autocuratkob,,CjEMBL61t709,15453,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,B,,,,,
269,,,Autpcyration,,CHEkBL61571p,11884,Dose to reduce neuronal firing against 5-HT cells in rats (iv),F,,Rattus norvegicus,10116.0,,
270,,,A8toxuration,,CH4MBL61571q,7185,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,F,,,,,
271,,,Expery,,CgEMBp615712,6876,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,B,,Homo sapiens,9606.0,,
272,,,fxpert,,CbEMBL8e6325,6876,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,B,,Homo sapiens,9606.0,,
273,,,sutosuration,,CHEnBL616713,11863,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,F,,,,,
274,,,Au4ocurati0n,,CHdMhL615714,11863,Inhibition constant of high-affinity 5-HT uptake,B,,,,,
275,,,Autockrstion,,CgEMBL61571t,11863,Michaelis-Menten constant was reported for high affinity transport of 5-HT,F,,,,,
276,,,Ajtosuration,,CHEhBL61571u,11863,Maximum rate was determined for high affinity transport of 5-HT,F,,,,,
277,,,Autox7ration,,CHEMBL6q5727,4639,Compound was tested for agonistic activity against 5-HT uptake,F,,,,,
278,,,Experf,,CHEnBL881o18,15796,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,B,,,,,
279,,,Ex0ert,,CH3MBL88e540,15796,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,B,,Bos taurus,9913.0,,
280,,,Ahtockration,,CHEMBL61671u,12801,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,B,,Rattus norvegicus,10116.0,,
281,,,Aitocugation,,CHEMvL515719,12801,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,B,,,,,
282,,,Autocurztiog,Mekbranes,CjEMfL615720,12120,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,B,,,,,
283,,,Autocjrqtion,Membrqnes,CHEhBL625721,12120,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,B,,,,,
284,,,Autofuratiob,,CHEMBL62572w,11963,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,B,,,,,
285,,,Autocurahi9n,,CHEMBL615633,11701,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,F,,,,,
286,,,A7yocuration,,CHEhBp615724,9995,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,B,,,,Hippocampus,
287,,,Aytocuratiog,,CHEMBp615726,9995,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,B,,,,Hippocampus,
288,,,Aut8curatiob,,CHEMBL625i26,9995,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,B,,,,Hippocampus,
289,,Ijvivo,Autockrqtion,,CHEMBL715737,16394,Antagonistic activity at postsynaptic 5-HT1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (.26-3.52),F,,,,,
290,,,Inte4medjate,,CHEMBL6q5628,11574,Effect on forskolin stimulated adenylate cyclase activity at 5-HT1D receptor of guinea pig substantia nigra.,F,,Cavia porcellus,10141.0,,
291,,,Aktocurarion,,CHEMBo8579i1,15779,Binding affinity towards 5-HT1F (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,B,,,,,CHO
292,,,Autocutatiln,,CHEMBL61t629,15363,Compound was tested for the displacement of [125I]DOI from clone human 5-hydroxytryptamine 2A receptor,B,,,,,
293,,,sxpert,,CHEMBL6157wp,15363,Efficacy against 5-hydroxytryptamine 2A receptor,F,,Rattus norvegicus,10116.0,,
