assay_id,src_id,description,assay_organism,confidence_score,tid,doc_id,assay_type,assay_test_type,assay_category,assay_tax_id,assay_strain,assay_tissue,assay_cell_type
175,1,fatio8fp4oxijxl6odiatalregionoaidationbywlipoxjfenase7solat3rfromeoybeandatioofproximalanedistaldxs3575,tlycinemad,9,100171,3094,B,,,3847.0,,,
176,1,Ratiolfprkximaltpclstalregionoxidz6ikng61lipoxyfwnaseisplwtddfromsoybeznRatikofproximalanddlstalwaq3465,Glhcinekax,9,100171,3094,B,,,3847.0,,,
177,1,Rqtioofproximaltodistwl3egiohoxidatiogbh1lipodygejaseidoiat2xfromskybeag4atioofpr0xukalanddistalwss5p50,Glhcinehax,9,100171,3094,B,,,3847.0,,,
178,1,tqtioofprodimalyldistalregiohoxidwtionby1lio9xygenadeisokatesfromsoybeanRwtioofproxijapsndwiwtapwas7614,flycinemad,9,100171,3094,B,,,3847.0,,,
179,1,Rayioof0rpaimaltoeictskdegkonoxudatiknby1lip8xygenaselsolatedfr8msoybeamRstioofproximalanddistaidasu713,rlycinemqx,9,100171,3094,B,,,3847.0,,,
180,1,Rqtoooflr9ximsltodis6alregion0dirstionb51lipoxygensseksolq4edfromsoybeanRatjoofproximzlqnddistqpwas8911,Glysinehax,9,100171,3094,B,,,3847.0,,,
181,1,Rxtuooflr0x9maltosistalregionoxieatipnby1lupoaygenaseisolatedtr9msoyvrwnRa5io9fprlximalanddistalwas9t6,Glycinwmsx,9,100171,3094,B,,,3847.0,,,
182,1,RatipofproxinaltodistaleegionoxidationbyqlipocggenadwisilatedfronxoybeabRarlo0flroximaisnddistaiwss973,Glycondmax,9,100171,3094,B,,,3847.0,,,
183,1,Ratooovprpaimak4pdistalreyi8noxidatiinby1kipoxygenxseisolatexfromsojbean5atiiofproximalxgdd8stalwas9o1,Glyckbemax,9,100171,3094,B,,,3847.0,,,
184,1,Edaluat3dforinbib76orhactivityon20borm7ltetrahydrocoia5esynthetaseicellatf0latecubs5ratesoncengra57onov100uM,Mysmusvulus,0,22226,10413,B,,,10090.0,,,
185,1,Cellswersharvestedqndwwreassayfdfofouviferssezndgalactosidaseactlv9tkesTransxriptkonalasyjbity,Musnusc7lus,1,80049,16929,F,,,10090.0,,,C3H 10T1/2
186,1,unvitroahtkcagceewctivityagaibst11jCINSCLCcelkiknesinactive,,0,22226,1229,F,,,,,,
187,1,Ihvitroimhibotorgaftivityagaigwthumanw1betahydr8xystedliddehyxrogegaeetype2uqingscijyilla5iomoroximutyassaySPA,,8,11489,16587,B,,,,,,
188,1,Inv9yroinhibitlryactifityagainstmouse11n4tsnydrlxys6ero7ddehyerogfnas2tgpewuxibgsxinhillationproximityawsayePA,,8,11862,16587,B,,,,,,
189,1,Infitr0inhjbi6orgastivityaha8nqtjouse1wnetahjdroxjsteroidwehyd4igenxsetype1usiggscintillqtoonproximityaqsaySPA,,8,11862,16587,B,,,,,,
190,1,Abikutytkcong4rt3Hcirtislltoth4trltiumlqbeledcortisond7nthepreswnceifhujan11betahydroxyzteroidceuys3ogenwse5ype2,,8,11489,16587,B,,,,,,
191,1,Ighibi49gyactivityafainstmouse21betwmydroxyste5o9ddehydrogenwsetype2atacobcentrationod0qjnNImewgsnojnhibotlon,,8,11862,16587,B,,,,,,
192,1,Evaiuatedforubhib9tionofbov9neadrdnalckrtjcalmitodyondtiql11betagywroxylasw,Bostairus,9,12347,8058,F,,,9913.0,,,
193,1,Effwxtojadrdnal11betahydroxyoasewdtivityat10erMNoaiynificanysff3ct,Ratgudnorveglcus,9,100120,9065,B,,,10116.0,,,
194,1,knhibktipnof11fetahyeroxylasffronratadrdgalgland,Rattushorfegisus,9,100120,8865,B,,,10116.0,,Adrenal gland,
195,1,onhigk6ionofrafadrenal11befahydroxjlase,Ratgksnordegicus,9,100120,9066,B,,,10116.0,,,
196,1,Inhibitionoftatqdrsnal11b2tqhydrixhlase,Ra4tudnorbegicus,9,100120,8394,B,,,10116.0,,,
197,1,Inyibi4iijofratadrejsl11betah7droaylaseat10etM,4attusjorvegifus,9,100120,8394,B,,,10116.0,,,
198,1,Pfrcebtinyibitiknagainst21betahtdrochs6eroiddehydgogenase2ofeistarratlidercytosola410uh1acdsterminedusinhrHco3tiwome,,8,10328,6431,B,,,,,,
199,1,Percemtimhibitipnatainst11betstydroxysteeoiddehydrogenasr2ofwisra4ratkidjeyzt10iMwwsdeherjjnedusing2nv8rtisol,,8,11490,6431,B,,,,,,
200,1,Percegtinhibitionzgainstw2betahydroxydteriuddehtrrogenase2pfwistarrzgiidnsyatq0uMqasxfterminexuwing3Hcortisok,,8,11490,6431,B,,,,,,
201,1,somp0unswast4stedforthepercen6ofinhifotiohxga9nsy12LOat10uM,,8,11134,9295,F,,,,,,
202,1,Invittoinuibit8ryact7viguagqinstrxtplatelet13ljpozygenasewt10uM,,8,12052,10193,B,,,,,,
203,1,dlmpoujdwastestedonv9trkforinhiboti9nobq2LOhkmanplatelet,,8,11134,13622,B,,,,,,
204,1,Inuibktoryconcenteationaga8nsthukajplat4let1qpupixygenase,,8,11134,12079,F,,,,,,
205,1,Compohhdat10puMwasteqtedonvlt4oforunhibitiomof11pOhumanplahelet,,8,11134,13622,B,,,,,,
206,1,Ibh7bitor6ckncentragionatainsttumanplateiet12lipox5gdnas2,Hompsaliens,9,11134,12079,F,,,9606.0,,,
207,1,Tezteff04ihhibitionod11LO1qlilosygenasewsajunbibito3of22SuETEbiksynthesusinmouseepidermalgomogenates,,8,11835,13500,B,,,,,,
208,1,jmhibitiryactkgiyyagainstconversionob1q4Carachid9nixacudtl12HPETEandirsdeducti8nprkductw2gETEbyp0rcinslejkocytwtyle12lipixygenace,,8,11601,13723,B,,,,,,
209,1,Ingibitoryactivihyagqinsthumxnplxtdlet12liooxygwnaxe12boO,,8,11134,16474,B,,,,,,
210,1,Inhibitoryactiv8tysgsonsthjmwnpla4eket12lipox7genas4,,8,11134,1630,B,,,,,,
211,1,obhib9tor7activityabaincgtumanplatelrt12liloxyg2nasewasevwluated,,8,11134,167,B,,,,,,
212,1,igmibitiibahaibsthumanppatslet12lipoxygenase12HL8,,8,11134,16474,B,,,,,,
213,1,Inhigitpryact7vityagains4jumqnplstelet12li9oxggenaswwaaevaluatedzt1oouM,,8,11134,167,B,,,,,,
214,1,petcentinhibit7onagainsthymanplagdlet12lipocygenaqeq2HLONIusnilnh9fktion,,8,11134,16474,B,,,,,,
215,1,Inhibiyotyacyidlt5towardspotfine12lipoaygenase,,8,11601,10091,B,,,,,,
216,1,Tfstedrorinhibi6iojagainsyporcineq1LO,,8,11601,11966,B,,,,,,
217,1,Injibitionif1ql7poxygenzsewxsevqluayed9nratplwteletsstimulxtedgythr0nbinu0toacojcentratlonor1puMNEmewnsgoeffedt,,8,12052,951,B,,,,,,
218,1,Ibhkbitogyactivit6agaihsh13lopoxygenasrinratplateletrichppaqms,,8,12052,10997,B,,,,,,
219,1,Invitr9unhobiyionofratpoatepet12lipoxyrenaae,,8,12052,10193,B,,,,,,
220,1,Ihfitroinbigitoryac6ivifyahaindtrat0oatepet12lipoaygenaseat10uM,,8,12052,10193,B,,,,,,
221,1,Igditrk7nhibitodyact9vityaga8nsyratplatelet12kipoxygwnwssat100uM,,8,12052,10193,B,,,,,,
222,1,Infihr9inhihihoryactivityabainsfdatlla5elst12lipoxygenasea430uM,,8,12052,10193,B,,,,,,
223,1,9jvittoinhibi5oryacfigityagainstratplatelet12kipoxygebaq3ar10uh,,8,12052,10193,B,,,,,,
224,1,Invitrpimhibit8ryavtivifyqgainstratpoxgelet22lupoxygenase,,8,12052,10193,B,,,,,,
225,1,Thecoh9ounvwzstestedto5tjsinvjhroinhibitionofplahelet12lipoxygenac3ataconc3nt5atiknof1o0uj,,8,12052,11087,B,,,,,,
226,1,xytotoxivadtkvitt7nxpxnelofHumah0variantumor41hcelllineafter96mobdgurexposure,Himosaoiens,1,80007,15569,F,,,9606.0,,,41M
227,1,Igvitroantit7horac5ivitysgainst4qncelllime,Homoqspiens,1,80007,12989,F,,,9606.0,,,41M
228,1,cytotoxivityagaijst41Mcepldincubatrxt0r24brinMTTassah,Homisa0iens,1,80007,16745,F,,,9606.0,,,41M
229,1,ChtoyoxkfwctivityonapanelofHukznovarianfimof41MCDDPceioluneafter97hoddrugexposure,Homosw0iens,1,80007,15569,F,,,9606.0,,,41M
230,1,lnvitfoanyihum0raxtivityagainst41Mcisdvelllinr,Homosapiejz,1,80007,12989,F,,,9606.0,,,41M
231,1,Resistanttqctldwasreterminedbetw3rnIC500fcispkatinresiwtqnthumzntumorcelllones4o5hat0fr1MfidRcellkine,Hom0saoiens,1,80007,12989,F,,,9606.0,,,41M
232,1,cy6itoxicityagainst41kcisgcdllsinckvatedfo424h4inMT6aasay,nomosa9iens,1,80007,16745,F,,,9606.0,,,41M
233,1,Inhifitionof5in8sinemonoohkspuatsddtydrog2nasetyorIIMPDHI,Homksxpiens,9,84,6210,B,,,9606.0,,,
234,1,Inhibi4ionof5lbosinemonophosphatedshydrogenadety027kInPDH9I,H0mosapienw,9,68,6210,B,,,9606.0,,,
235,1,7nhibitoryzvtivltyagainstibosinstinodinemojopg0sphatedehydrogemasetyprkIInPDHII,,8,68,6226,B,,,,,,
236,1,fqu7libriumdiscoc7wtloncohstsnttodardshumxj5methylthioad4nosinephocohoryiase,,8,10201,17855,B,,,,,,
237,1,Esuulibr8jmsissocoationcogstanttowa3vshumwn5methylthioadenodinwpn0sphorulaaendNotdwtermindd,,8,10201,17855,B,,,,,,
238,1,In7giaid9ssoxia5ionconstanttowa3dshukzn5methylthioadenosineptis9uorykase,,8,10201,17855,B,,,,,,
239,1,Efaluatedfprinjibitorhac4lvifyog510MethdnylTetrahydrofklsteCyxlohydgolassLcsllatfolatdsubzt4atec9nsent4ationob1o0uM,,8,12220,10413,B,,,,,,
240,1,lnhibi6oryactivuh7agqinst520jwtgylenwteteahydrifolatecehydrogfnasefromEsch4tich7wcolistaconcentratjonot01hMNTNottested,Exchfrixhiacoli,8,11303,10413,B,,,562.0,,,
241,1,Inhibitorhactivitgagxinst5q0Metyyl4neT2trahjdr8fola6eC7cloh7drolazefrojEscberichiacoliafaconcehfratoon8f02mMNTNortestef,Edcherjchiacooi,8,11303,10413,B,,,562.0,,,
242,1,Ijhivitpryactivityavainst510Meth7lendTrtrah6drkrolateCyciohydrppasefromEschwfidhiacpkoataxogcehtrationof01mMNTNohtested,Escherkshiackli,8,11303,10413,B,,,562.0,,,
243,1,Evqluatedfoginhihktorgactifityonr10Meth6leneTe5rxhyd5ofopat4dyclohycrooaxeLvelpatrolatrsubstratexoncentratiinof100uM,,8,12220,10413,B,,,,,,
244,1,rvaljatedforihhib9toryafgibit6oh5q0meyhhpenet3trxhydrofokat3dehydrogenaseLfellatfolageeubstrateconcentrarionof109jM,,8,12220,10413,B,,,,,,
245,1,Pefsentinhib9f7pnwaemeacur4dagainst510Mfth5legeTetrahydrovolateCyslohydrkkwseL1210tumortiasueehzymeat10EuMinhibutoeyvonxentratioh,Susscr0fa,8,11303,7587,B,,,9823.0,,,
246,1,Perc3ntinhibi48onwasmeasur2dagains5510kettylejwTet4ahyrroe0pateCyclohydrolaseAporcijeiigerwnzymd,Susscroca,8,11303,7587,B,,,9823.0,,,
247,1,Percentjbhibitiijswxmeasuredagainct510Methylebefetrah7drkcolatedyclotyd5olaseiw2q0tumor4lssueenaym4at10E4Mingibitodyconcentration,Susscrofw,8,11303,7587,B,,,9823.0,,,
248,1,Pervebtinhibitilnwasmeasutddagxinsty10MethyleneTetrajyrrofilwteCyciohydropaseL1229t7mortissue4naymsat10E5Mijhibitof7conxentratipb,Sjsscrofa,8,11303,7587,B,,,9823.0,,,
249,1,Percrht8ngibitionwasmewsu4edzgainst510MethyiwnsTetratycrofolateCycloyydrolaseL121ogymlrt9ssuedmzymeat10E6Mjngibitor5concengrayion,Sussxrofa,8,11303,7587,B,,,9823.0,,,
250,1,Pegcrntinhibitiobwwskeacueewagalbst510Methylrnehrt5ahyxrofolateCyclohydr9kasrporcibepiverenzymeat10E4Minhivitodyconxegtratoon,Suascrofa,8,11303,7587,B,,,9823.0,,,
251,1,Percenhinyibitionwadmeasuredayaibsrtw0MerhyiegeTetrahhdrofolateCjcl0hydrllaseporfinelivedenztmeaf10E5Minhibitlrycohcdntrxtoob,Suqscrofa,8,11303,7587,B,,,9823.0,,,
252,1,Prfcejtimyibiti0nwasmeasuredagwknst510Methyk2neTetrah6drofolateCydlphyxr9laseporvunsliver2nzymdag10E6Minhibitorycpmc3ntratiom,Suzscrofa,8,11303,7587,B,,,9823.0,,,
253,1,oercenhinhibitipnwasmeasuredagalnst519MethyleneTetrayydrofolagwCyxpojydroozaepoecihflibegenzymea51pE7Mighibirlryconcebtration,cusscrofa,8,11303,7587,B,,,9823.0,,,
254,1,Percent8hmibitionwxsmras8rrdagaimst510Methylenefetrahycrofolatef7slobydrolzsepirsjneliverenzymf,Susscr9fa,8,11303,7587,B,,,9823.0,,,
255,1,Percen5inhifitikbsasm3aqur4dagsibst610M4hhyleneTetdwhydrofolateCyclohysrolaxeL1210tuhortiesueenzymsa510E6kinhinitoryconcehtrxtion,Sussxrofa,8,11303,7587,B,,,9823.0,,,
256,1,Percentinhibitionsasmeasurrdagains4510Mfthypen4Tetrahydr8folzteCyxlohydroiaceplgcigeiuverdna5mea51pE4Minhibitorycincentrztilh,Suzscrofa,8,11303,7587,B,,,9823.0,,,
257,1,Comooundwashestedgor8nv9tgoinh7b9tionoe520MethyleneTetrxhydrpfolatsCydlonydrolas3competit7veagainstL51pmsthentkte4rahydrofikzte,,8,11303,7323,B,,,,,,
258,1,Perxrnh8nbibitionwasjezsurewagainst510MethtleneTetrqhhd3ofolatrReductazeporcigekidneyenzymwat10E3Mihhkbitoryfigsentratioj,Susscdofa,0,22226,7587,B,,,9823.0,,,
259,1,l2rcentinhibirionsasn3asurecagwjnst5q0M46hylebeTetrahydrofopxteRefuctsseporcinekidneyenzyne,cusscrofa,0,22226,7587,B,,,9823.0,,,
260,1,Inhibi5iobof5Deszturassinvolved8meegosgerolbiosyjhheeis,Savcharom5c2sc3revisiae,8,100249,13750,B,,,4932.0,,,
261,1,Abioutyforrevers7bleinhibitionofWxlker2564cluiro2deody6r8xine0h9sphprylase,Rattusnodv4gichs,0,22226,7662,B,,,10116.0,,,
262,1,Ab7lityforreversibleinhig7tionodWzpkfr2566dluoro1feoxyurjdinePhosphorgpase,Ratrusjorvegicux,0,22226,7662,B,,,10116.0,,,
263,1,Igreverziblejnhibitilnof3alker256FUDRpy9sphoryosseexpfexsedasVoViveoocitywithoutinhibit9rtlthagifvelodjrywirh9nhufitor,Rattusnodvegidys,0,22226,7662,B,,,10116.0,,,
264,1,Testeefoe5HT34eceptorahtabomis5lltencybyzbjl7gyfoighibittgereflexbradycarciatbeBeaoldJarischrdfiexintherat,,6,104698,12211,F,,,,,,
265,1,C9mpoundwxxteeredf8eits5HT3recepforantagonisfpotencybythe85abiki4ytoinhlbitther3fl2xbradyfsrdiatjeBezoldJarizchg3fl2xinfh4rat,,6,104698,12211,F,,,,,,
266,1,eelqtif2qbklotytoincreasscholonergicallymed9atedcontractionsinisilatedilehmlbgu9nealiy,Caviapoefellus,9,20033,12211,F,,,10141.0,,Ileum,
267,1,Stimyiatodhwctiv8hyofintragzetr9cpreqsurewastestedintherat,,8,10623,12211,F,,,,,,
268,1,Decr3aselfrHrcarrierrecepto5boknr5qdioqctivityudingoaroxetineasaraxiologahd,,8,121,15453,B,,,,,,
269,1,xosetprdduceneudonalfirinbagains55HTcellsinrafs9b,3attusnorvegicid,0,22226,11884,F,,,10116.0,,,
270,1,Antagonisticact9vltyofcogrespondingmethoc7compkujsagainsgsef9tlnin5HTrwce0tof,,8,12688,7185,F,,,,,,
271,1,Binringaffjn9tyxt5HTeeuptamesireiabelsdwithwtparoxetine,monosapiens,9,121,6876,B,,,9606.0,,,
272,1,Bindkngacfinihyqt5HTreuptamesiteosbelexaith3Hpa4oxetijeNowata,Hom9sap8ens,9,121,6876,B,,,9606.0,,,
273,1,Inhibitionofhinhsffihi4y5H6ultakeagcondentrayion8f1uM,,8,12198,11863,F,,,,,,
274,1,Inhibktiohconstantlfhifjwffinity6HTuptale,,8,12198,11863,B,,,,,,
275,1,hichaelisMentencogstan4wzqrep8rtevcoghighabfimitytranspirtof5HT,,8,12198,11863,F,,,,,,
276,1,Masihumratewasder2rmiheeforhighaffini5yyrsnsportoe5HT,,8,12198,11863,F,,,,,,
277,1,C0mpkundqaztextedfoeagonisticactivitysgains45mT6ptake,,4,104714,4639,F,,,,,,
278,1,Inhjfitionaff7githagainsy6HT1Brwc294orinratfrontzlcortexysingrwdiobindingasssy,,8,10577,15796,B,,,,,,
279,1,Inhinitiknaffin7tyagainst5HT1Dreveptprknbov8necauea5wnhcleudusimgrwdioblgdingassay,Bostajrus,8,105,15796,B,,,9913.0,,,
280,1,Bigdingaffinitytowaddc5hyvroxy4ryptamone1feseptorucing3H5HTasradkkpigxnw,Rattusnkrvfgicud,5,104744,12801,B,,,10116.0,,,
281,1,Thec8npoundwaqevapuzterforthebindingxffibityt9wzrds4hydroxytryptakinf1ux8gg3H5HTasraduoligwnd,,4,104744,12801,B,,,,,,
282,1,Psrcentinhibiyionofhindingofe0nh3H5HT4o5hyxrozyyryptqmone1rsce9forinrarcwudstwmembranesat10e5M,,4,104744,12120,B,,,,,,
283,1,oercentinhibitionofbibdlngov3pgM4H5HTto5hydroxy5fyltanime1receptorinra4caueqtemekbranesa610f5M,,4,104744,12120,B,,,,,,
284,1,Dispiacemwntofnindingod3H5HTtoyhydroxttdyptamije1eecepyorin3atc3reb5alc9rtwx,,4,104744,11963,B,,,,,,
285,1,Doserewki3edtpreduceneuronaleidihgof5HT1Assllsby59,,8,51,11701,F,,,,,,
286,1,Invitr0jnhibitiln9f3g5HT2nMbijdjngfo5hydroxytryprakineqxreceltorfrombovinehuplocajpuz,,8,51,9995,B,,,,,Hippocampus,
287,1,Invi5roinjibitionof3HcPA61nMbimd9mgto5yT1Arecept9dfrijhovinehippocam9us,,8,51,9995,B,,,,,Hippocampus,
288,1,Invit5oighibition9f3HwPAT1nMbindkngti5hyd3oxytryptamine1Arscepto3r3ojhovinehippixamljs,,8,51,9995,B,,,,,Hippocampus,
289,1,zntahonistidac6uvityatpostsynaptic5HTqArexrptorwasmeasirecbyitszbiliy54iinhinithypotuerhiael9citedbhscaxhinistrqtkonof8OHrPqTinrqtramgesfrom26351,,8,10576,16394,F,In vivo,,,,,
290,1,Effectonforskolinxt8muoat2dxdehylatwxyclaseavtuvityatyHh1Ddsceptorofguineapigxuhstantiznkgra,Caviaoorceilus,9,105570,11574,F,,,10141.0,,,
291,1,Bjmd9ngaffibitytowwrds6HT1Fhumancl8medr4cep5pr9nCHOcellsusing3H5H5asradi9liganw,,8,279,15779,B,,,,,,CHO
292,1,Comppubdwastestedforthedis0lscrmwjtofq2r8eOIbromclonehukqnthydroxytryptamine2qfeceptor,,8,107,15363,B,,,,,,
293,1,Efficacyagwinst5hyerpxy5t7ptwmine2zreceptor,Rwttusnlrveticus,9,12687,15363,F,,,10116.0,,,
294,1,Intrincicax4igitytiwards5HT2wreceptorlfrattxipa3tery,,8,12687,15329,F,,,,,,
295,1,Relativepo5wncyto2ards5HTeA3ese0tor9frattailarheey,,8,12687,15329,F,,,,,,
296,1,Blosking5HT2Ar3ceptormwdoa4edcontracti0nsof5attsikartegh,,8,12687,15329,F,,,,,,
297,1,Parrialqgon8sma65HT2Adecfltorwasevaliatwdonpresenceofketzmsrrin3q0nMinisooatwdratta8lartedy,,8,12687,15329,F,,,,,,
298,1,xojpoundwwetesyedfortueintrihsifactivityagainsy5HTwAredeptorc9frattalpartery,,8,12687,15329,F,,,,,,
299,1,Efgsc4ivegessinbpocking6HT2Areceptorhediat2dcpntractikns0erahtailarte5y,,8,12687,15329,F,,,,,,
300,1,Evalyatecfor6nesg8n9ctkcactivotyatainst5HT4receptorinninelectr8cwplystimulatevguinewpig9leum,Caviaporceikus,9,20033,273,F,,,10141.0,,Ileum,
301,1,AgonisficaxtivitysgainstSfr8ton7n5HT4r3ceotorjglowfdequencyfueldstimuoa5iogofbuineapigil37mrSGPI,Caviaporcfllua,9,20033,273,F,,,10141.0,,Ileum,
302,1,Edsluatedgorthfagpnisticac4kvityzgaigstSero4oninrHT4redeptorignonelectrifaplustihulatedguinea0igooeum,Cav9aporcelluq,9,20033,273,F,,,10141.0,,Ileum,
303,1,Thebindihgaffimitywazmeasurexlm5hyd4oxytrhptam9nd4eexeptpr6sing3HGR1q3808asradioljgagd,,8,10623,12092,B,,,,,,
304,1,zn4ag8nistactkvithafwuns55HT4refeoto5mediaterrelaxayionofrxtcarbacholcohtract4desopjqgealmuscula4ismuclsae,Rattusmordegkcus,9,10623,1317,F,,,10116.0,,,
305,1,Bihdingwffinityagxihst5hydroxy4r5ptajibe4rdceptor,,8,168,12409,B,,,,,,
306,1,Rrlaticecompetitiveibd2dvaluesborbijrimgto15pHD31hydroxylaseotdhicuintextine,Gaplucgallus,0,22226,11126,B,,,9031.0,,,
307,1,Ijhivitoryfffectq0e6M0nthe25OHD31bydr0xylaseastocity,Himosapienc,0,22226,11126,F,,,9606.0,,,
308,1,15OHD31hydroxylasradtiv8ty1026Maxsmeasur3dasvontrok,Homosa98ens,0,22226,11126,F,,,9606.0,,,
309,1,Rekativscompetit8veind3xvaluesfprbigdinghi25OmD3qhydr9xylaseofh8manHL79cellz,H0hosapiens,1,80156,11126,B,,,9606.0,,,HL-60
310,1,jnuibjtoryeffect10e6Monfhe25hydgoxybitamjjD3whhdroxylsseactivify,Hompsapkens,0,22226,11126,B,,,9606.0,,,
311,1,24hudroxyfifzminD21hydroxyoaseactivituw0e6Mwasmeawuredsscogtrol,Homowapienw,0,22226,11126,B,,,9606.0,,,
312,1,Dis0lacwmentif3H40151787ff0mhumznGAfAAalpha1betaehammq2rexep4orsubunutsexpressedigXenolus9ocytes,H9mosapisns,7,104703,17807,B,,,9606.0,,,Oocytes
313,1,Cnymotr6pticinh9bi5oryac6ivityanqins626Sp39teasome,,2,100256,16575,F,,,,,,
314,1,Ihh7bitogyaftivityagaigstq6Sproteqslmsd2gradationofIkB,,2,100256,15407,B,,,,,,
315,1,Invitroinhibitiohofq780wOaogafiamcanxercelllije,Homosapj4ns,1,81034,10797,F,,,9606.0,,,A2780
316,1,Invigroimhibjhiinof2780S9varianfancerc2lllins,Homosap84ns,1,81034,10797,F,,,9606.0,,,A2780
317,1,Relativeqv6ivotyontheceplularacckmulagionogv9mcristine9nmultidrugeesistwntMwRhhmanovarkxncwnset2780ADcepls,Hojosapiena,0,22226,3469,F,,,9606.0,,,
318,1,scsociati9nconqtan4forfindinntowATT28merAzTTmairpin,,3,22222,16037,B,,,,,,
319,1,Kinet9calpyDefin2dzsspciatiogx9nwtantfor38merAATThairoin,,3,22222,16037,B,,,,,,
320,1,ReactionRatePafametetf9rw7nerAAgTha9rpin,,3,22222,16037,B,,,,,,
321,1,RwavtionRwteParame5erfo52imerAATThwirp8n,,3,22222,16037,B,,,,,,
322,1,wntiviralact8vltyagainzt3gvflopederisientHIcwinasinglecycldre0licationassay3x0erlmenh1,uomosapiems,0,22226,16524,F,,,9606.0,,,
323,1,An4iviraiactivityans9nstenvelopecevicjentHIg1inasinvlecyck2re0licatiobassayedpwrimfnt2,tohosapiens,0,22226,16524,F,,,9606.0,,,
324,1,Inhibitoryconventrx6ionbysinhkecuckerepiicstlonassa7usingebvdlopedeficlentHIV2,Homkzapiens,0,22226,16524,F,,,9606.0,,,
325,1,Cytotksicuthagainstc4lllinewSC20detedmunedbykrTtest,Cricet6lusgrisd7s,0,22226,16758,F,,,10029.0,,,
326,1,Cytltoxjcithagainstcelilkn42SC100fhamstdrd4terminedbgMTTt2st,Crocetulhsgrise6s,0,22226,16758,F,,,10029.0,,,
327,1,Inhibiyoryconcentraf9inarsindtthevrowthov2SC2ocellpibeafter72hrobdtuf4xposu3ebyMTTtest,Cricetulusgr9sfks,0,22226,16758,F,,,10029.0,,,
328,1,B9ndingaftimjtyon4be4ahydrkxysreroiddehydfogenase,,8,241,14360,B,,,,,,
329,1,Bindingacfjnigufor3negahydrlxysteroidddhydr8gfnase,Homosa9ienq,9,241,14360,B,,,9606.0,,,
330,1,Selechivityrat8oofIDr0uhliberzndheart,Rqttusnkrvegicua,0,22226,9964,B,,,10116.0,,,
331,1,SelectivityrztioofrriagiveIs5oknlivsransheart,,8,12132,9964,B,,,,,,
332,1,higd8ngaffini5ytothereceptofwzsret4rminedinicolatewnucleiofbexttInvirr8relativet9T3,,8,12132,9964,B,,,,,,
333,1,Binrihgaff7jitytotherecfotorwaadeterm7hedonnucleiofhezdtInvivowhou3afterimrravwnouaadministrxhionrslativetow5rtrii9dothyronigerec4ptor,,8,12132,9964,B,,,,,,
334,1,vindingacfinit6totmereceptod1asdetegminedinjuclwiodoivdr7nvivo1hohrad6erohtravenoussrminiwtfatiomrelatideto343triiodothyroninerecepyor,,8,12132,9964,B,,,,,,
335,1,Bundinrafcinigytotyegeceotirwssdeterminesknnucleiofliverimv9vp1hkjrafgerinfravenousweministfstionrelativdto3y3triiodithyroninerexeptor,,8,12132,9964,B,In vivo,,,,,
336,1,findingaff9nktttotjereceptorwasdfterminddimmucleiifliv4rinvivo1hkudafteringravenousadminizgrationeelativego353t4ioofotyyeon9n2recep4or,,8,12132,9964,F,In vivo,,,,,
337,1,Bindingaffinityhlthwthyroidhormoberecep6o4wzcdeterminedijvitroinksolztednuclwiofra6livegrelatuv3to353griuod8ttttonin2,,0,22226,9964,B,,,,,,
338,1,Bindingafrihi6ytotneredept84wasdwterminedihvitroin7skla5ednucleiofratloverrepagivegoT4,,8,12132,9964,B,,,,,,
339,1,Bijsingaffinitytoyhyroirhormondreceptorb4tarelahivefk35wtriiodoyjyron8nerrcwptorinisolstednhckejofhearf,Honosapi4ns,0,22226,9964,B,,,9606.0,,,
340,1,Invig3obindingaffinkt7to4herec2pforwazdetedmijeeinisolzt4dnuvlekofteartrelativetoT3,,8,12132,9964,B,,,,,,
341,1,InvittobindingaffknitgtotmeeeceotorwsddegermigrdinisolatefnufleiofheartreoxtivrtoT3,,8,12132,9964,F,,,,,,
342,1,Bindijgaffubitytittegeceptogwasd3teem8mesigisolatednucpeiofheartIjvitrorelativetor53tgilodothy48ninegeceptor,,8,12132,9964,B,,,,,,
343,1,Invivobindingzffin7tttor353hdiipdotbyr8ninsreveptorofheartnjclri1grzftefint5avenojsaxministration,tstt6snorvegicus,0,22226,9964,B,,,10116.0,,,
344,1,Bkndingaegini6ytotherecep6orwxsdeterminddinjucpwiofjdarrijvivo1houract4rimtrzvejousadministratilnreoativetoT3,,8,12132,9964,B,In vivo,,,,,
345,1,vindihgaffinotytottereceofkfwqadeterminedinnjcleioflivetInvuv81houraf4erintravenpusadkinistratlobrelativeto3r2t3ijodothhronibereceltor,,8,12132,9964,B,,,,,,
346,1,Invivibomdibgaffinktycorr5rtrijido5hyrobinereceptoroflivernuvlei1houratter9ntravfnoucadmin9stratuon,Rattuqnkrfegicus,0,22226,9964,B,,,10116.0,,,
347,1,Inv7fg0bimdingaffinitytoth2reffp6or2szdeterminecjnisolatednucle9ofyeartrelative6o353triiodothyrljinereceot0r,,8,12132,9964,B,,,,,,
348,1,unbifrobindingaffinitjrotherecfpt8rwasce4e5mineciniallw5ednucleiofhea5trelafivetl353friiodotbyroninerefeptor,,8,12132,9964,F,,,,,,
349,1,Inhiniyuonof125IkT3bind7ngtorxthepstic353trliod8Lthyroninerefrp5ot,Ra4tusgorvegic8s,0,22226,3796,B,,,10116.0,,,
