assay_id,assay_tissue,curated_by,description,src_id,variant_id,doc_id,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_cell_type
194,Adrenal gland,Expert,Inhibition of 11 beta-hydroxylase from rat adrenal gland,1,,8865,B,,,Rattus norvegicus,10116.0,,
195,,Expert,Inhibition of rat adrenal 11-beta-hydroxylase,1,,9066,B,,,Rattus norvegicus,10116.0,,
196,,Expert,Inhibition of rat adrenal 11-beta-hydroxylase,1,,8394,B,,,Rattus norvegicus,10116.0,,
197,,Expert,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,1,,8394,B,,,Rattus norvegicus,10116.0,,
198,,Autocuration,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,1,,6431,B,,,,,,
199,,Autocuration,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,1,,6431,B,,,,,,
200,,Autocuration,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,1,,6431,B,,,,,,
201,,Autocuration,Compound was tested for the percent of inhibition against 12-LO at 10 uM,1,,9295,F,,,,,,
202,,Autocuration,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,1,,10193,B,,,,,,
203,,Autocuration,Compound was tested in vitro for inhibition of 12-LO human platelet,1,,13622,B,,,,,,
204,,Autocuration,Inhibitory concentration against human platelet 12-lipoxygenase,1,,12079,F,,,,,,
205,,Autocuration,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,1,,13622,B,,,,,,
206,,Autocuration,Inhibitory concentration against human platelet 12-lipoxygenase,1,,12079,F,,,Homo sapiens,9606.0,,
207,,Expert,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,1,,13500,B,,,,,,
208,,Expert,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,1,,13723,B,,,,,,
209,,Autocuration,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),1,,16474,B,,,,,,
210,,Autocuration,Inhibitory activity against human platelet 12-lipoxygenase,1,,1630,B,,,,,,
211,,Autocuration,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,1,,167,B,,,,,,
212,,Autocuration,% inhibition against human platelet 12-lipoxygenase (12-HLO),1,,16474,B,,,,,,
213,,Autocuration,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,1,,167,B,,,,,,
214,,Autocuration,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,1,,16474,B,,,,,,
215,,Autocuration,Inhibitory activity towards porcine 12-lipoxygenase,1,,10091,B,,,,,,
216,,Autocuration,Tested for inhibition against porcine 12-LO,1,,11966,B,,,,,,
217,,Autocuration,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,1,,951,B,,,,,,
218,,Autocuration,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,1,,10997,B,,,,,,
219,,Expert,In vitro inhibition of rat platelet 12-lipoxygenase,1,,10193,B,,,,,,
220,,Autocuration,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,1,,10193,B,,,,,,
221,,Autocuration,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,1,,10193,B,,,,,,
222,,Autocuration,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,1,,10193,B,,,,,,
223,,Autocuration,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,1,,10193,B,,,,,,
224,,Autocuration,In vitro inhibitory activity against rat platelet 12-lipoxygenase,1,,10193,B,,,,,,
225,,Autocuration,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,1,,11087,B,,,,,,
226,,Intermediate,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,1,,15569,F,,,Homo sapiens,9606.0,,41M
227,,Expert,In vitro antitumor activity against 41M cell line.,1,,12989,F,,,Homo sapiens,9606.0,,41M
228,,Intermediate,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,1,,16745,F,,,Homo sapiens,9606.0,,41M
229,,Intermediate,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,1,,15569,F,,,Homo sapiens,9606.0,,41M
230,,Expert,In vitro antitumor activity against 41McisR cell line.,1,,12989,F,,,Homo sapiens,9606.0,,41M
231,,Expert,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,1,,12989,F,,,Homo sapiens,9606.0,,41M
232,,Intermediate,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,1,,16745,F,,,Homo sapiens,9606.0,,41M
233,,Expert,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),1,,6210,B,,,Homo sapiens,9606.0,,
234,,Expert,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),1,,6210,B,,,Homo sapiens,9606.0,,
235,,Expert,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),1,,6226,B,,,,,,
236,,Expert,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,1,,17855,B,,,,,,
237,,Expert,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,1,,17855,B,,,,,,
238,,Expert,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,1,,17855,B,,,,,,
239,,Autocuration,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",1,,10413,B,,,,,,
240,,Autocuration,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",1,,10413,B,,,Escherichia coli,562.0,,
241,,Autocuration,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",1,,10413,B,,,Escherichia coli,562.0,,
242,,Autocuration,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",1,,10413,B,,,Escherichia coli,562.0,,
243,,Autocuration,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",1,,10413,B,,,,,,
244,,Autocuration,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",1,,10413,B,,,,,,
245,,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",1,,7587,B,,,Sus scrofa,9823.0,,
246,,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",1,,7587,B,,,Sus scrofa,9823.0,,
247,,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",1,,7587,B,,,Sus scrofa,9823.0,,
248,,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",1,,7587,B,,,Sus scrofa,9823.0,,
249,,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",1,,7587,B,,,Sus scrofa,9823.0,,
250,,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",1,,7587,B,,,Sus scrofa,9823.0,,
251,,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",1,,7587,B,,,Sus scrofa,9823.0,,
252,,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",1,,7587,B,,,Sus scrofa,9823.0,,
253,,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",1,,7587,B,,,Sus scrofa,9823.0,,
254,,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",1,,7587,B,,,Sus scrofa,9823.0,,
255,,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",1,,7587,B,,,Sus scrofa,9823.0,,
256,,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",1,,7587,B,,,Sus scrofa,9823.0,,
257,,Autocuration,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",1,,7323,B,,,,,,
258,,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",1,,7587,B,,,Sus scrofa,9823.0,,
259,,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",1,,7587,B,,,Sus scrofa,9823.0,,
260,,Expert,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,1,,13750,B,,,Saccharomyces cerevisiae,4932.0,,
261,,Autocuration,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,1,,7662,B,,,Rattus norvegicus,10116.0,,
262,,Autocuration,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,1,,7662,B,,,Rattus norvegicus,10116.0,,
263,,Autocuration,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",1,,7662,B,,,Rattus norvegicus,10116.0,,
264,,Autocuration,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",1,,12211,F,,,,,,
265,,Autocuration,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",1,,12211,F,,,,,,
266,Ileum,Intermediate,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,1,,12211,F,,,Cavia porcellus,10141.0,,
267,,Expert,Stimulatory activity of intragastric pressure was tested in the rat,1,,12211,F,,,,,,
268,,Autocuration,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,1,,15453,B,,,,,,
269,,Autocuration,Dose to reduce neuronal firing against 5-HT cells in rats (iv),1,,11884,F,,,Rattus norvegicus,10116.0,,
270,,Autocuration,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,1,,7185,F,,,,,,
271,,Expert,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,1,,6876,B,,,Homo sapiens,9606.0,,
272,,Expert,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,1,,6876,B,,,Homo sapiens,9606.0,,
273,,Autocuration,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,1,,11863,F,,,,,,
274,,Autocuration,Inhibition constant of high-affinity 5-HT uptake,1,,11863,B,,,,,,
275,,Autocuration,Michaelis-Menten constant was reported for high affinity transport of 5-HT,1,,11863,F,,,,,,
276,,Autocuration,Maximum rate was determined for high affinity transport of 5-HT,1,,11863,F,,,,,,
277,,Autocuration,Compound was tested for agonistic activity against 5-HT uptake,1,,4639,F,,,,,,
278,,Expert,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,1,,15796,B,,,,,,
279,,Expert,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,1,,15796,B,,,Bos taurus,9913.0,,
280,,Autocuration,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,1,,12801,B,,,Rattus norvegicus,10116.0,,
281,,Autocuration,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,1,,12801,B,,,,,,
282,,Autocuration,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,1,,12120,B,,,,,,
283,,Autocuration,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,1,,12120,B,,,,,,
284,,Autocuration,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,1,,11963,B,,,,,,
285,,Autocuration,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,1,,11701,F,,,,,,
286,Hippocampus,Autocuration,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,1,,9995,B,,,,,,
287,Hippocampus,Autocuration,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,1,,9995,B,,,,,,
288,Hippocampus,Autocuration,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,1,,9995,B,,,,,,
289,,Autocuration,Antagonistic activity at postsynaptic 5-HT1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (.26-3.52),1,,16394,F,In vivo,,,,,
290,,Intermediate,Effect on forskolin stimulated adenylate cyclase activity at 5-HT1D receptor of guinea pig substantia nigra.,1,,11574,F,,,Cavia porcellus,10141.0,,
291,,Autocuration,Binding affinity towards 5-HT1F (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,1,,15779,B,,,,,,CHO
292,,Autocuration,Compound was tested for the displacement of [125I]DOI from clone human 5-hydroxytryptamine 2A receptor,1,,15363,B,,,,,,
293,,Expert,Efficacy against 5-hydroxytryptamine 2A receptor,1,,15363,F,,,Rattus norvegicus,10116.0,,
294,,Expert,Intrinsic activity towards 5-HT2A receptor of rat tail artery,1,,15329,F,,,,,,
295,,Expert,Relative potency towards 5-HT2A receptor of rat tail artery,1,,15329,F,,,,,,
296,,Expert,Blocking 5-HT2A receptor-mediated contractions of rat tail artery,1,,15329,F,,,,,,
297,,Expert,Partial agonism at 5-HT2A receptor was evaluated in presence of ketanserin (3-10 nM) in isolated rat tail artery,1,,15329,F,,,,,,
298,,Autocuration,Compound was tested for the intrinsic activity against 5-HT2A receptors of rat tail artery.,1,,15329,F,,,,,,
299,,Expert,Effectiveness in blocking 5-HT2A receptor-mediated contractions of rat tail artery,1,,15329,F,,,,,,
300,Ileum,Intermediate,Evaluated for the agonistic activity against 5-HT4 receptor in non-electrically stimulated guinea-pig ileum.,1,,273,F,,,Cavia porcellus,10141.0,,
301,Ileum,Intermediate,Agonistic activity against Serotonin 5-HT4 receptor in low frequency field stimulation of guinea-pig ileum (FSGPI),1,,273,F,,,Cavia porcellus,10141.0,,
302,Ileum,Intermediate,Evaluated for the agonistic activity against Serotonin 5-HT4 receptor in non-electrically stimulated guinea-pig ileum.,1,,273,F,,,Cavia porcellus,10141.0,,
303,,Autocuration,The binding affinity was measured on 5-hydroxytryptamine 4 receptor using [3H]- GR-113808 as radioligand.,1,,12092,B,,,,,,
304,,Expert,Antagonist activity against 5-HT4 receptor mediated relaxation of rat carbachol contracted esophageal muscularis mucosae,1,,1317,F,,,Rattus norvegicus,10116.0,,
305,,Expert,Binding affinity against 5-hydroxytryptamine 4 receptor,1,,12409,B,,,,,,
306,,Autocuration,Relative competitive index values for binding to 25-OH-D3-1-hydroxylase of chick intestine,1,,11126,B,,,Gallus gallus,9031.0,,
307,,Autocuration,Inhibitory effect (10e-6 M) on the 25-OH-D3-1-hydroxylase activity,1,,11126,F,,,Homo sapiens,9606.0,,
308,,Autocuration,25-OH-D3-1-hydroxylase activity (10e-6 M) was measured as %control,1,,11126,F,,,Homo sapiens,9606.0,,
309,,Autocuration,Relative competitive index values for binding to 25-OH-D3-1-hydroxylase of human HL-60 cells,1,,11126,B,,,Homo sapiens,9606.0,,HL-60
310,,Autocuration,Inhibitory effect (10e-6 M) on the 25-hydroxyvitamin D3-1-hydroxylase activity,1,,11126,B,,,Homo sapiens,9606.0,,
311,,Autocuration,25-hydroxyvitamin D3-1-hydroxylase activity (10e-6 M) was measured as %control,1,,11126,B,,,Homo sapiens,9606.0,,
312,,Autocuration,Displacement of [3H]-Ro- 15-1788 from human GABA-A alpha-1-beta-3-gamma-2 receptor subunits expressed in Xenopus oocytes,1,,17807,B,,,Homo sapiens,9606.0,,Oocytes
313,,Intermediate,Chymotryptic inhibitory activity against 26S proteasome,1,,16575,F,,,,,,
314,,Intermediate,Inhibitory activity against 26S proteasome degradation of IkB,1,,15407,B,,,,,,
315,,Intermediate,In vitro inhibition of 2780/DOX ovarian cancer cell line,1,,10797,F,,,Homo sapiens,9606.0,,A2780
316,,Intermediate,In vitro inhibition of 2780/S ovarian cancer cell line,1,,10797,F,,,Homo sapiens,9606.0,,A2780
317,,Autocuration,Relative activity on the cellular accumulation of vincristine in multidrug-resistant (MDR) human ovarian cancer 2780AD cells,1,,3469,F,,,Homo sapiens,9606.0,,
318,,Intermediate,Association constant for binding to AATT 28-mer AATT hairpin,1,,16037,B,,,,,,
319,,Intermediate,Kinetically Defined Association Constant for 28-mer AATT hairpin.,1,,16037,B,,,,,,
320,,Intermediate,Reaction Rate Parameter for 28-mer AATT hairpin,1,,16037,B,,,,,,
