ASI,ASSTY,ASTTY,ASSTI,ASSTR,Ti,CURB,Des,SRASSI,CHEI,ASCATE,CONSC,SI,CI,BFOR,TII,VARII
7691,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in normal rat spleen in the presence of NAC Gd 0.01 M lig at 2 hr,,CHEMBL627935,,1,1,,BAO_0000218,2106.0,
7692,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat blood in the presence of 0.001 M/0.008 M GdDTPA-AEP,,CHEMBL627936,,1,1,,BAO_0000218,178.0,
7693,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat blood in the presence of 0.01 M GdDTPA-BDP,,CHEMBL627937,,1,1,,BAO_0000218,178.0,
7694,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat blood in the presence of 0.01 M/0.01 M GdDTPA-AEP,,CHEMBL627938,,1,1,,BAO_0000218,178.0,
7695,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat blood in the presence of 0.05 M Gd/0.15 M lig,,CHEMBL627939,,1,1,,BAO_0000218,178.0,
7696,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat blood in the presence of 0.05 M GdDTPA-BDP,,CHEMBL627940,,1,1,,BAO_0000218,178.0,
7697,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat blood in the presence of 0.05 M/0.05 M GdDTPA-AEP,,CHEMBL627941,,1,1,,BAO_0000218,178.0,
7698,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat blood in the presence of 0.05 M/0.08 M GdDTPA-HPDP,,CHEMBL876800,,1,1,,BAO_0000218,178.0,
7699,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat blood in the presence of 0.10 M GdDTPA-BDP,,CHEMBL627942,,1,1,,BAO_0000218,178.0,
7700,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat blood in the presence of 0.10 M/0.11 M GdDTPA-AEP,,CHEMBL627943,,1,1,,BAO_0000218,178.0,
7701,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat blood in the presence of 50 Gd/kg at 15 min,,CHEMBL627944,,1,1,,BAO_0000218,178.0,
7702,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat blood in the presence of 50 Gd/kg at 2 hr,,CHEMBL627945,,1,1,,BAO_0000218,178.0,
7703,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat blood in the presence of 50 Gd/kg at 6 hr,,CHEMBL628584,,1,1,,BAO_0000218,178.0,
7704,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat blood in the presence of GdDTPA at 15 min,,CHEMBL628585,,1,1,,BAO_0000218,178.0,
7705,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat blood in the presence of GdDTPA at 1 hr,,CHEMBL628586,,1,1,,BAO_0000218,178.0,
7706,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat blood in the presence of GdDTPA at 30 min,,CHEMBL628587,,1,1,,BAO_0000218,178.0,
7707,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat blood in the presence of GdDTPA at 4 hr,,CHEMBL628588,,1,1,,BAO_0000218,178.0,
7708,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat blood in the presence of GdDTPA-BDP at 15 min,,CHEMBL628589,,1,1,,BAO_0000218,178.0,
7709,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat blood in the presence of GdDTPA-BDP at 30 min,,CHEMBL625304,,1,1,,BAO_0000218,178.0,
7710,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat blood in the presence of GdDTPA-BDP at 4 hr,,CHEMBL625305,,1,1,,BAO_0000218,178.0,
7711,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat blood in the presence of GdDTPA-BDPat 1 hr,,CHEMBL625306,,1,1,,BAO_0000218,178.0,
7712,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 15 min,,CHEMBL625307,,1,1,,BAO_0000218,178.0,
7713,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 30 min,,CHEMBL625308,,1,1,,BAO_0000218,178.0,
7714,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 4 hr,,CHEMBL627740,,1,1,,BAO_0000218,178.0,
7715,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat blood in the presence of GdDTPA-HPDPat 1 hr,,CHEMBL627741,,1,1,,BAO_0000218,178.0,
7716,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat blood in the presence of NAC Gd/0.01 M GdDTPA-HPDP,,CHEMBL627742,,1,1,,BAO_0000218,178.0,
7717,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat blood in the presence of NCA Gd/0.01 M lip,,CHEMBL627743,,1,1,,BAO_0000218,178.0,
7718,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat blood in the presence of NCAGd/0.01 M lig,,CHEMBL627744,,1,1,,BAO_0000218,178.0,
7719,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat bone in the presence of 0.01 M GdDTPA-BDP,,CHEMBL627745,,1,1,,BAO_0000218,10000001.0,
7720,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat bone in the presence of 0.01 M/0.01 M GdDTPA-AEP,,CHEMBL627746,,1,1,,BAO_0000218,10000001.0,
7721,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat bone in the presence of 0.01 M/0.08 M GdDTPA-AEP,,CHEMBL627747,,1,1,,BAO_0000218,10000001.0,
7722,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat bone in the presence of 0.05 M Gd/0.15 M lig,,CHEMBL876810,,1,1,,BAO_0000218,10000001.0,
7723,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat bone in the presence of 0.05 M GdDTPA-BDP,,CHEMBL627748,,1,1,,BAO_0000218,10000001.0,
7724,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat bone in the presence of 0.05 M/0.05 M GdDTPA-AEP,,CHEMBL627749,,1,1,,BAO_0000218,10000001.0,
7725,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat bone in the presence of 0.05 M/0.08 M GdDTPA-HPDP,,CHEMBL627750,,1,1,,BAO_0000218,10000001.0,
7726,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat bone in the presence of 0.10 M GdDTPA-BDP,,CHEMBL618728,,1,1,,BAO_0000218,10000001.0,
7727,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat bone in the presence of 0.10 M/0.11 M GdDTPA-AEP,,CHEMBL618729,,1,1,,BAO_0000218,10000001.0,
7728,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat bone in the presence of GdDTPA at 15 min,,CHEMBL618730,,1,1,,BAO_0000218,10000001.0,
7729,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat bone in the presence of GdDTPA at 1 hr,,CHEMBL618731,,1,1,,BAO_0000218,10000001.0,
7730,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat bone in the presence of GdDTPA at 30 min,,CHEMBL618732,,1,1,,BAO_0000218,10000001.0,
7731,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat bone in the presence of GdDTPA at 4 hr,,CHEMBL618733,,1,1,,BAO_0000218,10000001.0,
7732,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat bone in the presence of GdDTPA-BDP at 15 min,,CHEMBL618734,,1,1,,BAO_0000218,10000001.0,
7733,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat bone in the presence of GdDTPA-BDP at 1 hr,,CHEMBL618735,,1,1,,BAO_0000218,10000001.0,
7734,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat bone in the presence of GdDTPA-BDP at 30 min,,CHEMBL876602,,1,1,,BAO_0000218,10000001.0,
7735,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat bone in the presence of GdDTPA-BDP at 4 hr,,CHEMBL618736,,1,1,,BAO_0000218,10000001.0,
7736,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 15 min,,CHEMBL618737,,1,1,,BAO_0000218,10000001.0,
7737,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 1 hr,,CHEMBL618738,,1,1,,BAO_0000218,10000001.0,
7738,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 30 min,,CHEMBL618739,,1,1,,BAO_0000218,10000001.0,
7739,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 4 hr,,CHEMBL618740,,1,1,,BAO_0000218,10000001.0,
7740,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat bone in the presence of NAC Gd/0.01 M GdDTPA-HPDP,,CHEMBL618741,,1,1,,BAO_0000218,10000001.0,
7741,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat bone in the presence of NCA Gd/0.01 M lip,,CHEMBL618742,,1,1,,BAO_0000218,10000001.0,
7742,A,In vivo,10116.0,,50597,Intermediate,Biodistribution in rat bone in the presence of NCAGd/0.01 M lig,,CHEMBL618743,,1,1,,BAO_0000218,10000001.0,
7743,A,In vivo,10116.0,,50597,Intermediate,Half-life from rat plasma at a single oral dose of 25 mg/kg,,CHEMBL618744,,1,1,,BAO_0000218,1969.0,
7744,A,,10116.0,,50597,Intermediate,Half-life in male rat,,CHEMBL618745,,1,1,,BAO_0000218,,
7745,A,In vivo,10116.0,,50597,Intermediate,Half-life in rat after peroral administration at 10 mg/kg concentration,,CHEMBL620479,,1,1,,BAO_0000218,,
7746,A,In vivo,10116.0,,50597,Intermediate,Half-life in rat after peroral administration at 5 mg/kg concentration,,CHEMBL620480,,1,1,,BAO_0000218,,
7747,A,In vivo,10116.0,,50597,Intermediate,Half-life in rat at a dose of 3 mg/kg,,CHEMBL620481,,1,1,,BAO_0000218,,
7748,A,,10116.0,,50597,Intermediate,Half-life was evaluated in rats,,CHEMBL620482,,1,1,,BAO_0000218,,
7749,A,,10116.0,,50597,Intermediate,Half-life was measured in rat,,CHEMBL876603,,1,1,,BAO_0000218,,
7750,A,In vivo,10116.0,,50597,Intermediate,Half-life period for the compound was determined in rats at 50 mg/kg dose,,CHEMBL620483,,1,1,,BAO_0000218,,
7751,A,In vivo,10116.0,,50597,Intermediate,Half-life period in rats after intravenous administration at 5 mg/kg,,CHEMBL620484,,1,1,,BAO_0000218,,
7752,A,In vivo,10116.0,,50597,Intermediate,Half-life period in rat at 10 mg/kg,,CHEMBL620485,,1,1,,BAO_0000218,,
7753,A,In vivo,10116.0,,50597,Intermediate,"Half-life period was determined in rats at 10 mg/kg, p.o. dose",,CHEMBL620486,,1,1,,BAO_0000218,,
7754,A,In vivo,10116.0,,50597,Intermediate,"Half-life period was determined in rats at 20 mg/kg, i.p. dose",,CHEMBL620487,,1,1,,BAO_0000218,,
7755,A,In vivo,10116.0,,50597,Intermediate,"Half-life period was determined in rats at 2 mg/kg, i.v. dose",,CHEMBL620488,,1,1,,BAO_0000218,,
7756,A,In vivo,10116.0,,50597,Intermediate,Half-life time in rat the dose of 2 mg/kg,,CHEMBL620489,,1,1,,BAO_0000218,,
7757,A,In vivo,10116.0,,50597,Intermediate,Half-life was estimated from the elimination phase of the oral [C] vs time curves in 4 rats,,CHEMBL620490,,1,1,,BAO_0000218,,
7758,A,In vivo,10116.0,,50597,Intermediate,In vivo activity against Staphylococcus aureus when administered orally for 1 hr in rat at a dose of 15 mg/kg,,CHEMBL620491,,1,1,,BAO_0000218,,
7759,A,In vivo,10116.0,,50597,Intermediate,"In vivo half life of compound in rat plasma after a oral dose of 10 mg/kg (in water, N=4)",,CHEMBL876604,,1,1,,BAO_0000218,1969.0,
7760,A,In vivo,10116.0,,50597,Intermediate,Oral half life was determined,,CHEMBL620492,,1,1,,BAO_0000218,,
7761,A,In vivo,10116.0,,50597,Intermediate,"Pharmacokinetic Parameter, half life period measured in Female Wistar Rats at 100 mg/kg by po administration",,CHEMBL620493,,1,1,,BAO_0000218,,
7762,A,In vivo,10116.0,,50597,Intermediate,Pharmacokinetic property (t1/2) in rat,,CHEMBL620494,,1,1,,BAO_0000218,,
7763,A,,10116.0,,50597,Intermediate,Plasma elimination half-life was determined,,CHEMBL620495,,1,1,,BAO_0000218,1969.0,
7764,A,In vivo,10116.0,,50597,Intermediate,Plasma elimination half-life was determined in female Sprague-Dawley rats following intravenous (iv) administration of drug (1 mg/kg).,,CHEMBL620496,,1,1,,BAO_0000218,1969.0,
7765,A,In vivo,10116.0,,50597,Intermediate,Plasma half life was observed after intravenous administration in rat,,CHEMBL620497,,1,1,,BAO_0000218,1969.0,
7766,A,,10116.0,,50597,Intermediate,Plasma half-life was determined,,CHEMBL620498,,1,1,,BAO_0000218,1969.0,
7767,A,In vivo,10116.0,,50597,Intermediate,Plasma half-life following oral administration in Fisher rats,,CHEMBL620499,,1,1,,BAO_0000218,1969.0,
7768,A,,10116.0,,50597,Intermediate,Plasma half-life in rat,,CHEMBL620500,,1,1,,BAO_0000218,1969.0,
7769,A,In vivo,10116.0,,50597,Intermediate,Plasmatic Half-life after intravenous administration to rat,,CHEMBL873809,,1,1,,BAO_0000218,1969.0,
7770,A,In vivo,10116.0,,50597,Intermediate,T1/2 (half life) of compound after 2 hr iv infusion of 8.4 mg/kg in three rat,,CHEMBL620501,,1,1,,BAO_0000218,,
7771,A,In vivo,10116.0,,50597,Intermediate,Terminal half life after intravenous administration (1 mg/kg) in rat,,CHEMBL620502,,1,1,,BAO_0000218,,
7772,A,In vivo,10116.0,,50597,Intermediate,Terminal half life in Rat at a oral dose of 5 mg/kg,,CHEMBL620503,,1,1,,BAO_0000218,,
7773,A,In vivo,10116.0,,50597,Intermediate,Terminal phase half-life was evaluated in vivo in rat at a dose of 5 mg/kg by intra venous administration,,CHEMBL620504,,1,1,,BAO_0000218,,
7774,A,In vivo,10116.0,,50597,Intermediate,Tested for half life value after intravenous administration at dose of 0.2 mg/kg in rat,,CHEMBL876605,,1,1,,BAO_0000218,,
7775,A,In vivo,10116.0,,50597,Intermediate,Tested for half life value after oral administration at dosage of 4 mg/kg in rat,,CHEMBL620505,,1,1,,BAO_0000218,,
7776,A,In vivo,10116.0,,50597,Intermediate,plasma half life was observed after intravenous administration in rat,,CHEMBL873811,,1,1,,BAO_0000218,1969.0,
7777,A,In vivo,10116.0,,50597,Expert,Half life of compound determined in rat after iv administration at a dose of 10 mg/kg,,CHEMBL624016,,1,1,,BAO_0000218,,
7778,A,,10116.0,,50597,Intermediate,Half life of compound determined in rat,,CHEMBL624017,,1,1,,BAO_0000218,,
7779,A,,10116.0,,50597,Intermediate,Mean residence time determined in rat,,CHEMBL624018,,1,1,,BAO_0000218,,
7780,A,,10116.0,,50597,Intermediate,Plasma half life determined in rat,,CHEMBL624019,,1,1,,BAO_0000218,,
7781,A,In vivo,10116.0,,50597,Intermediate,Compound was evaluated for Tmax in brain after intravenous administration in male rats,,CHEMBL624020,,1,1,,BAO_0000218,955.0,
7782,A,In vivo,10116.0,,50597,Intermediate,Compound was evaluated for pharmacokinetic parameter maximum time period,,CHEMBL624201,,1,1,,BAO_0000218,,
7783,A,In vivo,10116.0,,50597,Intermediate,Evaluated for pharmacokinetic parameter tmax in rat at the dose 50 mg/kg,,CHEMBL872528,,1,1,,BAO_0000218,,
7784,A,In vivo,10116.0,,50597,Intermediate,In vivo Tmax was determined after intravenous administration of compound (9.13+/-0.85 mg/kg) in male Sprague-Dawley rat,,CHEMBL624202,,1,1,,BAO_0000218,,
7785,A,In vivo,10116.0,,50597,Intermediate,In vivo Tmax was determined after peroral administration of compound (158.5+/-2 mg/kg) in male Sprague-Dawley rat,,CHEMBL624203,,1,1,,BAO_0000218,,
7786,A,In vivo,10116.0,,50597,Intermediate,In vivo Tmax was determined after peroral administration of compound (19.01+/-0.31 mg/kg) in male Sprague-Dawley rat,,CHEMBL624350,,1,1,,BAO_0000218,,
7787,A,In vivo,10116.0,,50597,Intermediate,In vivo Tmax was determined after peroral administration of compound (76.4+/-2.6 mg/kg) in male Sprague-Dawley rat,,CHEMBL621320,,1,1,,BAO_0000218,,
7788,A,In vivo,10116.0,,50597,Intermediate,In vivo maximum time required for clearance of compound after oral (po) administration at a dose of 10 mg/kg was measured in rats,,CHEMBL621321,,1,1,,BAO_0000218,,
7789,A,,10116.0,,50597,Intermediate,Maximum time (Tmax) required to reach Cmax in rats,,CHEMBL621322,,1,1,,BAO_0000218,,
7790,A,In vivo,10116.0,,50597,Intermediate,Maximum time constant was determined after oral administration at a dose 10 mg/kg to male Sprague-Dawley rats,,CHEMBL621323,,1,1,,BAO_0000218,,
7791,A,In vivo,10116.0,,50597,Intermediate,Maximum time of clearance of compound in rats after peroral administration,,CHEMBL621324,,1,1,,BAO_0000218,,
7792,A,,10116.0,,50597,Intermediate,Maximum time at the dose of 2 mg/kg in rat,,CHEMBL621325,,1,1,,BAO_0000218,,
7793,A,In vivo,10116.0,,50597,Intermediate,Maximum time to achieve peak plasma concentration was determined in rat at 1 mg/kg,,CHEMBL875837,,1,1,,BAO_0000218,1969.0,
7794,A,In vivo,10116.0,,50597,Intermediate,Maximum time to achieve peak plasma concentration was determined in rat at 10 mg/kg,,CHEMBL621326,,1,1,,BAO_0000218,1969.0,
7795,A,In vivo,10116.0,,50597,Intermediate,Tmax in Guinea pig (PO dose),,CHEMBL621327,,1,1,,BAO_0000218,,
7796,A,In vivo,10116.0,,50597,Intermediate,"Pharmacokinetic Parameter, Tmax is the time at which maximum concentration (Cmax) is reached in Female Wistar Rats at 100 mg/kg by po administration",,CHEMBL621328,,1,1,,BAO_0000218,,
7797,A,In vivo,10116.0,,50597,Intermediate,Pharmacokinetic parameter (Tmax) in rat,,CHEMBL621329,,1,1,,BAO_0000218,,
7798,A,In vivo,10116.0,,50597,Intermediate,Pharmacokinetic parameter (Tmax) was estimated,,CHEMBL621330,,1,1,,BAO_0000218,,
7799,A,In vivo,10116.0,,50597,Intermediate,Pharmacokinetic property (Tmax) in rat,,CHEMBL621331,,1,1,,BAO_0000218,,
7800,A,In vivo,10116.0,,50597,Intermediate,Pharmacokinetic property (Tmax) was measured in rat at the dose of 0.32 mg/kg p.o.,,CHEMBL621332,,1,1,,BAO_0000218,,
7801,A,In vivo,10116.0,,50597,Intermediate,T max in Rat at a oral dose of 5 mg/kg,,CHEMBL621333,,1,1,,BAO_0000218,,
7802,A,In vivo,10116.0,,50597,Intermediate,T max was determined at 10 mg/kg po dose in rats,,CHEMBL621334,,1,1,,BAO_0000218,,
7803,A,,10090.0,,50594,Intermediate,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (run time 7 hr),,CHEMBL621335,,1,1,,BAO_0000218,,
7804,A,,9615.0,,50588,Intermediate,Area under curve was evaluated after intravenous injection of 1 mg/kg of compound in dogs,,CHEMBL621336,,1,1,,BAO_0000218,,
7805,A,,10116.0,,50597,Intermediate,Area under curve was evaluated after intravenous injection of 1 mg/kg of compound in rats,,CHEMBL621337,,1,1,,BAO_0000218,,
7806,A,,9615.0,,50588,Intermediate,Area under curve was measured after i.v. administration into Beagle dog.,,CHEMBL621338,,1,1,,BAO_0000218,,
7807,A,,9615.0,,50588,Intermediate,Area under curve was measured after iv administration into Beagle dog,,CHEMBL875838,,1,1,,BAO_0000218,,
7808,A,,9615.0,,50588,Intermediate,Area under curve was measured after po administration into Beagle dog,,CHEMBL621339,,1,1,,BAO_0000218,,
7809,A,,9615.0,,50588,Intermediate,Area under curve was measured after po administration into Beagle dog.,,CHEMBL621340,,1,1,,BAO_0000218,,
7810,A,,,,22224,Autocuration,Area under curve was measured at peroral dose of 3 mg/kg,,CHEMBL621341,,0,1,,BAO_0000218,,
7811,A,,,,22224,Autocuration,Area under curve was measured by using concentration Vs time,,CHEMBL621342,,0,1,,BAO_0000019,,
7812,A,,,,22224,Autocuration,Area under curve was measured by using concentration Vs time; not tested,,CHEMBL621343,,0,1,,BAO_0000019,,
