ss_d,ss_rgnsm,b_frmt,tss_d,vrnt_d,cnfdnc_scr,ss_tss,chmbl_d,ss_ctgr,crtd_b,ss_tst_tp,dc_d,src_ss_d,rltnshp_tp,td,src_d,ss_strn,ss_cll_tp,ss_sbclllr_frctn,cll_d
7742,Rattus norvegicus,BAO_0000218,10000001.0,,1,Bone,CHEMBL618743,,Intermediate,In vivo,9866,,N,50597,1,,,,
7743,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL618744,,Intermediate,In vivo,17752,,N,50597,1,,,,
7744,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL618745,,Intermediate,,5610,,N,50597,1,,,,
7745,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620479,,Intermediate,In vivo,5939,,N,50597,1,,,,
7746,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620480,,Intermediate,In vivo,5939,,N,50597,1,,,,
7747,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620481,,Intermediate,In vivo,17771,,N,50597,1,,,,
7748,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620482,,Intermediate,,1974,,N,50597,1,,,,
7749,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL876603,,Intermediate,,4239,,N,50597,1,,,,
7750,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620483,,Intermediate,In vivo,6681,,N,50597,1,,,,
7751,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620484,,Intermediate,In vivo,17752,,N,50597,1,,,,
7752,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620485,,Intermediate,In vivo,6046,,N,50597,1,,,,
7753,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620486,,Intermediate,In vivo,6685,,N,50597,1,,,,
7754,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620487,,Intermediate,In vivo,6685,,N,50597,1,,,,
7755,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620488,,Intermediate,In vivo,6685,,N,50597,1,,,,
7756,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620489,,Intermediate,In vivo,4727,,N,50597,1,,,,
7757,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620490,,Intermediate,In vivo,1088,,N,50597,1,,,,
7758,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620491,,Intermediate,In vivo,5610,,N,50597,1,,,,
7759,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL876604,,Intermediate,In vivo,3032,,N,50597,1,,,,
7760,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620492,,Intermediate,In vivo,5199,,N,50597,1,,,,
7761,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620493,,Intermediate,In vivo,14941,,N,50597,1,,,,
7762,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620494,,Intermediate,In vivo,4408,,N,50597,1,,,,
7763,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL620495,,Intermediate,,2552,,N,50597,1,,,,
7764,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL620496,,Intermediate,In vivo,5199,,N,50597,1,,,,
7765,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL620497,,Intermediate,In vivo,15662,,N,50597,1,,,,
7766,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL620498,,Intermediate,,1465,,N,50597,1,,,,
7767,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL620499,,Intermediate,In vivo,1446,,N,50597,1,,,,
7768,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL620500,,Intermediate,,6824,,N,50597,1,,,,
7769,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL873809,,Intermediate,In vivo,17533,,N,50597,1,,,,
7770,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620501,,Intermediate,In vivo,5979,,N,50597,1,,,,
7771,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620502,,Intermediate,In vivo,4689,,N,50597,1,,,,
7772,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620503,,Intermediate,In vivo,4689,,N,50597,1,,,,
7773,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620504,,Intermediate,In vivo,2463,,N,50597,1,,,,
7774,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL876605,,Intermediate,In vivo,4883,,N,50597,1,,,,
7775,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620505,,Intermediate,In vivo,4883,,N,50597,1,,,,
7776,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL873811,,Intermediate,In vivo,15662,,N,50597,1,,,,
7777,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL624016,,Expert,In vivo,3598,,N,50597,1,,,,
7778,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL624017,,Intermediate,,4576,,N,50597,1,,,,
7779,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL624018,,Intermediate,,4576,,N,50597,1,,,,
7780,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL624019,,Intermediate,,4576,,N,50597,1,,,,
7781,Rattus norvegicus,BAO_0000218,955.0,,1,Brain,CHEMBL624020,,Intermediate,In vivo,4910,,N,50597,1,,,,
7782,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL624201,,Intermediate,In vivo,4891,,N,50597,1,,,,
7783,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL872528,,Intermediate,In vivo,429,,N,50597,1,,,,
7784,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL624202,,Intermediate,In vivo,5974,,N,50597,1,,,,
7785,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL624203,,Intermediate,In vivo,5974,,N,50597,1,,,,
7786,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL624350,,Intermediate,In vivo,5974,,N,50597,1,,,,
7787,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL621320,,Intermediate,In vivo,5974,,N,50597,1,,,,
7788,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL621321,,Intermediate,In vivo,17582,,N,50597,1,,,,
7789,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL621322,,Intermediate,,4026,,N,50597,1,,,,
7790,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL621323,,Intermediate,In vivo,4890,,N,50597,1,,,,
7791,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL621324,,Intermediate,In vivo,6571,,N,50597,1,,,,
7792,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL621325,,Intermediate,,4727,,N,50597,1,,,,
7793,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL875837,,Intermediate,In vivo,17651,,N,50597,1,,,,
7794,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL621326,,Intermediate,In vivo,17651,,N,50597,1,,,,
7795,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL621327,,Intermediate,In vivo,14465,,N,50597,1,,,,
7796,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL621328,,Intermediate,In vivo,14941,,N,50597,1,,,,
7797,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL621329,,Intermediate,In vivo,5960,,N,50597,1,,,,
7798,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL621330,,Intermediate,In vivo,5022,,N,50597,1,,,,
7799,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL621331,,Intermediate,In vivo,4408,,N,50597,1,,,,
7800,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL621332,,Intermediate,In vivo,5983,,N,50597,1,,,,
7801,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL621333,,Intermediate,In vivo,4689,,N,50597,1,,,,
7802,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL621334,,Intermediate,In vivo,2792,,N,50597,1,,,,
7803,Mus musculus,BAO_0000218,,,1,,CHEMBL621335,,Intermediate,,15011,,N,50594,1,,,,
7804,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL621336,,Intermediate,,14180,,N,50588,1,,,,
7805,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL621337,,Intermediate,,14180,,N,50597,1,,,,
7806,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL621338,,Intermediate,,14599,,N,50588,1,,,,
7807,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL875838,,Intermediate,,14599,,N,50588,1,,,,
7808,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL621339,,Intermediate,,14599,,N,50588,1,,,,
7809,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL621340,,Intermediate,,14599,,N,50588,1,,,,
7810,,BAO_0000218,,,0,,CHEMBL621341,,Autocuration,,15675,,U,22224,1,,,,
7811,,BAO_0000019,,,0,,CHEMBL621342,,Autocuration,,12706,,U,22224,1,,,,
7812,,BAO_0000019,,,0,,CHEMBL621343,,Autocuration,,12706,,U,22224,1,,,,
7813,Mus musculus,BAO_0000218,,,1,,CHEMBL621344,,Intermediate,,9750,,N,50594,1,,,,
7814,Mus musculus,BAO_0000218,,,1,,CHEMBL621345,,Intermediate,,9750,,N,50594,1,,,,
7815,,BAO_0000019,,,0,,CHEMBL621346,,Autocuration,,14691,,U,22224,1,,,,
7816,,BAO_0000218,,,0,,CHEMBL621347,,Autocuration,,14691,,U,22224,1,,,,
7817,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL621348,,Intermediate,,14691,,N,50588,1,,,,
7818,,BAO_0000019,178.0,,0,Blood,CHEMBL621349,,Autocuration,,2939,,U,22224,1,,,,
7819,,BAO_0000019,178.0,,0,Blood,CHEMBL621350,,Autocuration,,2939,,U,22224,1,,,,
7820,,BAO_0000019,178.0,,0,Blood,CHEMBL875839,,Autocuration,,2939,,U,22224,1,,,,
7821,,BAO_0000019,178.0,,0,Blood,CHEMBL620211,,Autocuration,,2939,,U,22224,1,,,,
7822,,BAO_0000019,178.0,,0,Blood,CHEMBL620212,,Autocuration,,2939,,U,22224,1,,,,
7823,,BAO_0000019,178.0,,0,Blood,CHEMBL620213,,Autocuration,,2939,,U,22224,1,,,,
7824,Macaca mulatta,BAO_0000218,1969.0,,1,Plasma,CHEMBL620214,,Intermediate,,9552,,N,50797,1,,,,
7825,Macaca mulatta,BAO_0000218,1969.0,,1,Plasma,CHEMBL620215,,Intermediate,,9552,,N,50797,1,,,,
7826,Macaca mulatta,BAO_0000218,1969.0,,1,Plasma,CHEMBL620216,,Intermediate,,9552,,N,50797,1,,,,
7827,Canis lupus familiaris,BAO_0000218,1969.0,,1,Plasma,CHEMBL620888,,Intermediate,,9552,,N,50588,1,,,,
7828,Canis lupus familiaris,BAO_0000218,1969.0,,1,Plasma,CHEMBL620889,,Intermediate,,9552,,N,50588,1,,,,
7829,,BAO_0000019,1969.0,,0,Plasma,CHEMBL620890,,Autocuration,,9552,,U,22224,1,,,,
7830,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL620891,,Intermediate,,11911,,N,50597,1,,,,
7831,,BAO_0000019,,,0,,CHEMBL620892,,Autocuration,,16618,,U,22224,1,,,,
7832,Mus musculus,BAO_0000218,,,1,,CHEMBL621079,,Intermediate,,14387,,N,50594,1,,,,
7833,Mus musculus,BAO_0000218,,,1,,CHEMBL621080,,Intermediate,,14387,,N,50594,1,,,,
7834,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL621081,,Intermediate,,12836,,N,50588,1,,,,
7835,Cricetinae,BAO_0000218,,,1,,CHEMBL621082,,Intermediate,,12836,,N,100712,1,,,,
7836,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL621083,,Intermediate,,12836,,N,50597,1,,,,
7837,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL621084,,Intermediate,,14339,,N,50588,1,,,,
7838,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL621085,,Intermediate,,14339,,N,50588,1,,,,
7839,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL621086,,Intermediate,,14339,,N,50588,1,,,,
7840,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL621087,,Intermediate,,10524,,N,50588,1,,,,
7841,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL622607,,Intermediate,,9994,,N,50588,1,,,,
7842,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL622608,,Intermediate,,11325,,N,50588,1,,,,
7843,,BAO_0000019,,,0,,CHEMBL624481,,Autocuration,,12536,,U,22224,1,,,,
7844,,BAO_0000019,,,0,,CHEMBL624482,,Autocuration,,12536,,U,22224,1,,,,
7845,,BAO_0000019,,,0,,CHEMBL624483,,Autocuration,,12536,,U,22224,1,,,,
7846,,BAO_0000019,,,0,,CHEMBL624484,,Autocuration,,12536,,U,22224,1,,,,
7847,,BAO_0000019,,,0,,CHEMBL624485,,Autocuration,,12536,,U,22224,1,,,,
7848,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL624486,,Intermediate,,15556,,N,50597,1,,,,
7849,,BAO_0000019,,,0,,CHEMBL624487,,Autocuration,,2809,,U,22224,1,,,,
7850,,BAO_0000019,,,0,,CHEMBL624488,,Autocuration,,9511,,U,22224,1,,,,
7851,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL624489,,Intermediate,,12818,,N,50597,1,,,,
7852,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL625184,,Intermediate,,12818,,N,50597,1,,,,
7853,,BAO_0000019,,,0,,CHEMBL625185,,Autocuration,,15118,,U,22224,1,,,,
7854,,BAO_0000019,,,0,,CHEMBL875954,,Autocuration,,15118,,U,22224,1,,,,
7855,,BAO_0000019,,,0,,CHEMBL625186,,Autocuration,,15118,,U,22224,1,,,,
7856,,BAO_0000019,,,0,,CHEMBL625187,,Autocuration,,15118,,U,22224,1,,,,
7857,,BAO_0000019,,,0,,CHEMBL625188,,Autocuration,,2632,,U,22224,1,,,,
7858,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL625189,,Intermediate,,14346,,N,50588,1,,,,
7859,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL625190,,Intermediate,,14346,,N,50588,1,,,,
7860,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL621733,,Intermediate,,14346,,N,50597,1,,,,
7861,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL621734,,Intermediate,,14346,,N,50597,1,,,,
7862,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL621735,,Intermediate,,11149,,N,50597,1,,,,
7863,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL621736,,Intermediate,,17796,,N,50597,1,,,,
7864,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL621737,,Intermediate,,5247,,N,50597,1,,,,
7865,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL621738,,Intermediate,,4727,,N,50597,1,,,,
7866,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL622806,,Intermediate,In vivo,5654,,N,50597,1,,,,
7867,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL623519,,Intermediate,In vivo,5654,,N,50597,1,,,,
7868,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL623520,,Intermediate,In vivo,17260,,N,50597,1,,,,
7869,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL623521,,Intermediate,In vivo,17065,,N,50597,1,,,,
7870,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL623522,,Intermediate,In vivo,17671,,N,50597,1,,,,
7871,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL623523,,Intermediate,In vivo,6672,,N,50597,1,,,,
7872,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL623690,,Intermediate,In vivo,6673,,N,50597,1,,,,
7873,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL623691,,Intermediate,In vivo,5978,,N,50597,1,,,,
7874,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL623692,,Intermediate,In vivo,5978,,N,50597,1,,,,
7875,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL623693,,Intermediate,In vivo,5978,,N,50597,1,,,,
7876,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL623694,,Intermediate,In vivo,5978,,N,50597,1,,,,
7877,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL623695,,Intermediate,In vivo,4413,,N,50597,1,,,,
7878,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL623696,,Intermediate,In vivo,2661,,N,50597,1,,,,
7879,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL623697,,Intermediate,In vivo,2661,,N,50597,1,,,,
7880,Macaca mulatta,BAO_0000218,1969.0,,0,Plasma,CHEMBL623698,,Intermediate,In vivo,5005,,U,22224,1,,,,
7881,Rattus norvegicus,BAO_0000218,1969.0,,0,Plasma,CHEMBL623699,,Intermediate,In vivo,5005,,U,22224,1,,,,
7882,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL623700,,Intermediate,In vivo,15765,,N,50597,1,,,,
7883,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL623701,,Intermediate,In vivo,3747,,N,50597,1,,,,
7884,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL623702,,Intermediate,In vivo,16366,,N,50597,1,,,,
7885,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL623703,,Intermediate,In vivo,4199,,N,50597,1,,,,
7886,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL623704,,Intermediate,In vivo,17267,,N,50597,1,,,,
7887,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL623705,,Intermediate,In vivo,6535,,N,50597,1,,,,
7888,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL623706,,Intermediate,In vivo,6535,,N,50597,1,,,,
7889,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL623707,,Intermediate,In vivo,5041,,N,50597,1,,,,
7890,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL623708,,Intermediate,In vivo,5960,,N,50597,1,,,,
7891,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL623709,,Intermediate,In vivo,5937,,N,50597,1,,,,
7892,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL623710,,Intermediate,In vivo,5871,,N,50597,1,,,,
7893,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL623711,,Intermediate,In vivo,5874,,N,50597,1,,,,
7894,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL623712,,Intermediate,In vivo,6504,,N,50597,1,,,,
7895,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL623713,,Intermediate,In vivo,6803,,N,50597,1,,,,
7896,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL623714,,Intermediate,In vivo,5041,,N,50597,1,,,,
7897,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL623715,,Intermediate,In vivo,5041,,N,50597,1,,,,
7898,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL623716,,Intermediate,In vivo,1916,,N,50597,1,,,,
7899,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL622980,,Intermediate,In vivo,5199,,N,50597,1,,,,
7900,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL622981,,Intermediate,In vivo,16367,,N,50597,1,,,,
7901,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL622982,,Intermediate,In vivo,6362,,N,50597,1,,,,
7902,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL622983,,Intermediate,In vivo,15662,,N,50597,1,,,,
7903,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL622984,,Intermediate,In vivo,6215,,N,50597,1,,,,
7904,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL622985,,Intermediate,In vivo,1466,,N,50597,1,,,,
7905,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL623631,,Intermediate,In vivo,15662,,N,50597,1,,,,
7906,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL623632,,Intermediate,In vivo,4723,,N,50597,1,,,,
7907,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL623633,,Intermediate,In vivo,2792,,N,50597,1,,,,
7908,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL623634,,Intermediate,In vivo,2792,,N,50597,1,,,,
7909,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL623635,,Intermediate,In vivo,5213,,N,50597,1,,,,
7910,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL621195,,Intermediate,In vivo,4687,,N,50597,1,,,,
7911,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL621196,,Intermediate,In vivo,3371,,N,50597,1,,,,
7912,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL875287,,Intermediate,In vivo,4690,,N,50597,1,,,,
7913,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL621197,,Intermediate,In vivo,5702,,N,50597,1,,,,
7914,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL621198,,Intermediate,In vivo,740,,N,50597,1,,,,
7915,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL621199,,Intermediate,In vivo,4853,,N,50597,1,,,,
7916,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL621200,,Intermediate,In vivo,5789,,N,50597,1,,,,
7917,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL621201,,Intermediate,In vivo,4527,,N,50597,1,,,,
7918,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL621202,,Intermediate,In vivo,4527,,N,50597,1,,,,
7919,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL621203,,Intermediate,In vivo,6518,,N,50597,1,,,,
7920,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL621204,,Intermediate,In vivo,6518,,N,50597,1,,,,
7921,Rattus norvegicus,BAO_0000218,948.0,,1,Heart,CHEMBL621205,,Intermediate,In vivo,9866,,N,50597,1,,,,
7922,Rattus norvegicus,BAO_0000218,948.0,,1,Heart,CHEMBL621206,,Intermediate,In vivo,9866,,N,50597,1,,,,
7923,Rattus norvegicus,BAO_0000218,948.0,,1,Heart,CHEMBL621207,,Intermediate,In vivo,9866,,N,50597,1,,,,
7924,Rattus norvegicus,BAO_0000218,948.0,,1,Heart,CHEMBL621208,,Intermediate,In vivo,9866,,N,50597,1,,,,
7925,Rattus norvegicus,BAO_0000218,948.0,,1,Heart,CHEMBL621209,,Intermediate,In vivo,9866,,N,50597,1,,,,
7926,Rattus norvegicus,BAO_0000218,948.0,,1,Heart,CHEMBL876484,,Intermediate,In vivo,9866,,N,50597,1,,,,
7927,Rattus norvegicus,BAO_0000218,948.0,,1,Heart,CHEMBL621210,,Intermediate,In vivo,9866,,N,50597,1,,,,
7928,Rattus norvegicus,BAO_0000218,948.0,,1,Heart,CHEMBL621211,,Intermediate,In vivo,9866,,N,50597,1,,,,
7929,Rattus norvegicus,BAO_0000218,948.0,,1,Heart,CHEMBL621212,,Intermediate,In vivo,9866,,N,50597,1,,,,
7930,Rattus norvegicus,BAO_0000218,948.0,,1,Heart,CHEMBL621213,,Intermediate,In vivo,9866,,N,50597,1,,,,
7931,Rattus norvegicus,BAO_0000218,948.0,,1,Heart,CHEMBL621214,,Intermediate,In vivo,9866,,N,50597,1,,,,
7932,Rattus norvegicus,BAO_0000218,948.0,,1,Heart,CHEMBL621215,,Intermediate,In vivo,9866,,N,50597,1,,,,
7933,Rattus norvegicus,BAO_0000218,948.0,,1,Heart,CHEMBL621216,,Intermediate,In vivo,9866,,N,50597,1,,,,
7934,Rattus norvegicus,BAO_0000218,948.0,,1,Heart,CHEMBL621217,,Intermediate,In vivo,9866,,N,50597,1,,,,
7935,Rattus norvegicus,BAO_0000218,948.0,,1,Heart,CHEMBL621218,,Intermediate,In vivo,9866,,N,50597,1,,,,
7936,Rattus norvegicus,BAO_0000218,948.0,,1,Heart,CHEMBL621219,,Intermediate,In vivo,9866,,N,50597,1,,,,
7937,Rattus norvegicus,BAO_0000218,948.0,,1,Heart,CHEMBL621220,,Intermediate,In vivo,9866,,N,50597,1,,,,
7938,Rattus norvegicus,BAO_0000218,948.0,,1,Heart,CHEMBL621221,,Intermediate,In vivo,9866,,N,50597,1,,,,
7939,Rattus norvegicus,BAO_0000218,948.0,,1,Heart,CHEMBL621222,,Intermediate,In vivo,9866,,N,50597,1,,,,
7940,Rattus norvegicus,BAO_0000218,948.0,,1,Heart,CHEMBL621223,,Intermediate,In vivo,9866,,N,50597,1,,,,
7941,Rattus norvegicus,BAO_0000218,948.0,,1,Heart,CHEMBL876485,,Intermediate,In vivo,9866,,N,50597,1,,,,
7942,Rattus norvegicus,BAO_0000218,948.0,,1,Heart,CHEMBL621224,,Intermediate,In vivo,9866,,N,50597,1,,,,
7943,Rattus norvegicus,BAO_0000218,948.0,,1,Heart,CHEMBL621225,,Intermediate,In vivo,9866,,N,50597,1,,,,
7944,Rattus norvegicus,BAO_0000218,948.0,,1,Heart,CHEMBL621226,,Intermediate,In vivo,9866,,N,50597,1,,,,
7945,Rattus norvegicus,BAO_0000218,2113.0,,1,Kidney,CHEMBL621227,,Intermediate,In vivo,9866,,N,50597,1,,,,
7946,Rattus norvegicus,BAO_0000218,2113.0,,1,Kidney,CHEMBL621228,,Intermediate,In vivo,9866,,N,50597,1,,,,
7947,Rattus norvegicus,BAO_0000218,2113.0,,1,Kidney,CHEMBL621229,,Intermediate,In vivo,9866,,N,50597,1,,,,
7948,Rattus norvegicus,BAO_0000218,2113.0,,1,Kidney,CHEMBL621230,,Intermediate,In vivo,9866,,N,50597,1,,,,
7949,Rattus norvegicus,BAO_0000218,2113.0,,1,Kidney,CHEMBL621231,,Intermediate,In vivo,9866,,N,50597,1,,,,
7950,Rattus norvegicus,BAO_0000218,2113.0,,1,Kidney,CHEMBL621232,,Intermediate,In vivo,9866,,N,50597,1,,,,
7951,Rattus norvegicus,BAO_0000218,2113.0,,1,Kidney,CHEMBL621233,,Intermediate,In vivo,9866,,N,50597,1,,,,
7952,Rattus norvegicus,BAO_0000218,2113.0,,1,Kidney,CHEMBL621234,,Intermediate,In vivo,9866,,N,50597,1,,,,
7953,Rattus norvegicus,BAO_0000218,2113.0,,1,Kidney,CHEMBL621235,,Intermediate,In vivo,9866,,N,50597,1,,,,
7954,Rattus norvegicus,BAO_0000218,2113.0,,1,Kidney,CHEMBL621236,,Intermediate,In vivo,9866,,N,50597,1,,,,
7955,Rattus norvegicus,BAO_0000218,2113.0,,1,Kidney,CHEMBL621237,,Intermediate,In vivo,9866,,N,50597,1,,,,
7956,Rattus norvegicus,BAO_0000218,2113.0,,1,Kidney,CHEMBL876486,,Intermediate,In vivo,9866,,N,50597,1,,,,
7957,Rattus norvegicus,BAO_0000218,160.0,,1,Intestine,CHEMBL622436,,Intermediate,In vivo,9866,,N,50597,1,,,,
7958,Rattus norvegicus,BAO_0000218,160.0,,1,Intestine,CHEMBL622437,,Intermediate,In vivo,9866,,N,50597,1,,,,
7959,Rattus norvegicus,BAO_0000218,160.0,,1,Intestine,CHEMBL622438,,Intermediate,In vivo,9866,,N,50597,1,,,,
7960,Rattus norvegicus,BAO_0000218,2107.0,,1,Liver,CHEMBL622439,,Intermediate,In vivo,9866,,N,50597,1,,,,
7961,Rattus norvegicus,BAO_0000218,2107.0,,1,Liver,CHEMBL622440,,Intermediate,In vivo,9866,,N,50597,1,,,,
7962,Rattus norvegicus,BAO_0000218,2107.0,,1,Liver,CHEMBL622441,,Intermediate,In vivo,9866,,N,50597,1,,,,
7963,Rattus norvegicus,BAO_0000218,2107.0,,1,Liver,CHEMBL622442,,Intermediate,In vivo,9866,,N,50597,1,,,,
