assay_id,assay_subcellular_fraction,description,tissue_id,variant_id,tid,doc_id,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue
183,,Ratioofprlxlmzltodistalregkonoxidationbg1lipixugenas3ispiatederokw8ybeanRatiolgprosijalanddis5apwas991,,,100171,3094,B,,,Glycine max,3847.0,,
184,,Edzluateeforinhugitof5wctivityon10formyltetrahydr0f8la6wsynfhetqxeLcrilatcola4esubstratrconcentratiojof100uM,,,22226,10413,B,,,Mus musculus,10090.0,,
185,,CellsweteharcestesandweeeasszyeffkrlucireraeeandgxlactosidaxezctivitieaTrsnsc5iotiomalactivjty,,,80049,16929,F,,,Mus musculus,10090.0,,
186,,Inbi53oanticanc4racrivifyagainat11NCIbSvLCcelliinesunactive,,,22226,1229,F,,,,,,
187,,Invitrpinhibiyoryactiv8tyagalnsrhumznw1betahysroxys4ero7ddehydrogehaa4typw1usingscigtjliatiinprosihityassahSPx,,,11489,16587,B,,,,,,
188,,Invitroinbifit8ryzctivityagaimstm8ys412betahyerocysteroiddeuycrlgenasetgpe1usinbssintillationl3odimityassa6SoA,,,11862,16587,B,,,,,,
189,,Infitroonhigitoryact9vihjagaimstmoys211betahydd9xyc5erouddrh7rrogenasetype1usibfscintillationprpximitywssayS9A,,,11862,16587,B,,,,,,
190,,Abilitytoconvegt3Hcorgisoltkthehrit7umlabelexfottiskneintje9res3bdflfuumahq1b2tahydrozysteroiddehydrogenxsetype2,,,11489,16587,B,,,,,,
191,,Ingibitigyachivitysbainstmouse21behahydroxywteroiddeh6deogwnazetype2qgaconc3ntration8f02mMmImfznsnoknhibition,,,11862,16587,B,,,,,,
192,,dvsluat3dfo4ihhibitionofbovineadrebaiclrticalmitochondrizl21ndtajydgixylase,,,12347,8058,F,,,Bos taurus,9913.0,,
193,,Effsctonadrrnal21betahydr8xjpaaeactigi4tat10e4MNoskgnificangsffect,,,100120,9065,B,,,Rattus norvegicus,10116.0,,
194,,Inhibitiobof11betahydroxhlaseftimratadregqlhlabc,1323909.0,,100120,8865,B,,,Rattus norvegicus,10116.0,,Adrenal gland
195,,Inhibi4ipnofrzyqdrenal11betahydeozylase,,,100120,9066,B,,,Rattus norvegicus,10116.0,,
196,,Inhibiti0blfratwcrenai1wbetahydroxylase,,,100120,8394,B,,,Rattus norvegicus,10116.0,,
197,,Inhifiyionofratad3enal11betwhydroxhiaseag1od5M,,,100120,8394,B,,,Rattus norvegicus,10116.0,,
198,,Percentinhibitiobabajnst11fetahycrosyxteroirdehydrkgegasw1ofalstarratoivetcutosllst10uMwzxdeferminedusinb3Hcoetisone,,,10328,6431,B,,,,,,
199,,0ercentinhifitionagainzt11betahtdrochstdtoidfehydrogenase29fwiwtarrstkkdnegat10uhwasdetermined7sigy3tcortlsil,,,11490,6431,B,,,,,,
200,,lerc4ntibhib8tkinagsinst11betahyvrocysferolddehhx4ogenase2ogwiqtarratmidneyat10uMwasd3terminedusijg3yfortisol,,,11490,6431,B,,,,,,
201,,Compohnewxsteqt4dforthepercent9finhibitionagaibst22platw0uM,,,11134,9295,F,,,,,,
202,,lnvifroinhibitkryactivittagainztrat9latrlet12lioodygenasextqpuM,,,12052,10193,B,,,,,,
203,,Cokpoundwaqtwafed7jvitrofodinm7bitionof12LOhumanpoatelet,,,11134,13622,B,,,,,,
204,,Ibhibiyoryconv4ntrstoonarwigsthuman0latelet12lipoxyvenase,,,11134,12079,F,,,,,,
205,,Cokpoubdqg200uhwastestedinvi5roforijhibitiogoe12LOhumqnllatelet,,,11134,13622,B,,,,,,
206,,Inhif8tot5concentrationagaonsttjmanpla6elet13lipixygenxse,,,11134,12079,F,,,Homo sapiens,9606.0,,
207,,Tesfedforinhihiti8nof12iO12plpoxygenaseasaj7mhibotpgof12SHETEb8osyntgesieinmoyseepid4rmakhojogdnates,,,11835,13500,B,,,,,,
208,,jnhibit0ryacyivityagqinstcknversionof114Carqchidonicwvidto12HPETEanxitsr3dic5oonprod8ct12HETEby0orcinel3ukov7tety9ew2llplx6nsnase,,,11601,13723,B,,,,,,
209,,Inhibitoryact8v8tyagaihcthumanppateoef12lipoxyfenass12gLk,,,11134,16474,B,,,,,,
210,,Inhibltoryavtivi6yagainsthuhanplzteietqelipoxygehasd,,,11134,1630,B,,,,,,
211,,Inhibiyodyactivityagainsthunamllayelet12piplxyg2jasewasevaiuayed,,,11134,167,B,,,,,,
212,,inhibitipnagwinsthumagplatele422kip0xygenasf13HLO,,,11134,16474,B,,,,,,
213,,Inhovitkfyactiviryatxunsthumwnplatelet12iipoxyvemzsewqsevaluatedat100uM,,,11134,167,B,,,,,,
214,,perc4htinhibigionsgainxfhhmwnplatspet12pipoxygenas412HLOmuisnoinhibition,,,11134,16474,B,,,,,,
215,,Ighihitoryactivit7towarrsp8fcin312lipox7genasw,,,11601,10091,B,,,,,,
216,,Teatedforinhinitionagslnstpofcin212iO,,,11601,11966,B,,,,,,
217,,Inhibitiogof1wliloxygejazewasevaoua4erinratplatel4tssfimulat3dbythromvinkp6owckncentrat9on9fq0uMNEmeansNoefbfcy,,,12052,951,B,,,,,,
218,,7ngibitor6adhivityagsinst12iipoaygenaseinratplqtepettichpoasma,,,12052,10997,B,,,,,,
219,,Infitroinhihiti8bofrat9lat2let12lopixygenase,,,12052,10193,B,,,,,,
220,,Invitriinhjbitor5activit5ayainstgat9oa4ele612lip8xygemaseat10uM,,,12052,10193,B,,,,,,
221,,Ingitfoinhibito5yactivityagains5ratola5ele51qlipoxjgenaceat2p0uM,,,12052,10193,B,,,,,,
222,,knvit50inhibitoryactiv7tyagaibsteatplatepeh1wliplxygehasear30uM,,,12052,10193,B,,,,,,
223,,Invitroinhibito3yasticityagxinstratplateker12lj0oxytegawea510uM,,,12052,10193,B,,,,,,
224,,Incitrolbyinitoryactivityagaimsttztplatelet12li09xyg3nase,,,12052,10193,B,,,,,,
225,,Thefom0ounxwactectedfkrtheinvitroinh9bitionofpoqgeletqelipoxggenaeeataconcentfxtionof109jM,,,12052,11087,B,,,,,,
226,,Cytotoxicad5ivityiga0an2lofH6manovaeixntumo441Mcwlllimeaf4er96h8fdrugscposure,,,80007,15569,F,,,Homo sapiens,9606.0,,
227,,Igv8troanfitumo5act8vityagainst42ncelllind,,,80007,12989,F,,,Homo sapiens,9606.0,,
228,,cyto49xicktyxgaunst41Mcellwlnc6batedvor24hrinMTfassay,,,80007,16745,F,,,Homo sapiens,9606.0,,
229,,Cy4otoxlcactivityinqpanekofHuman9garianfum0r41hdDD9cslllineaftwr96hofdrugex9oe8re,,,80007,15569,F,,,Homo sapiens,9606.0,,
230,,Imvitdoan6utymoraxtivityagainet41kcisRcelllune,,,80007,12989,F,,,Homo sapiens,9606.0,,
231,,Residtantfact0r1asvehermin4dbetweehIC59ofcisplarinresistxbtmuman6ukorcelllihestothatofr1hcis5seloline,,,80007,12989,F,,,Homo sapiens,9606.0,,
232,,xytot8xicitywgaincy41MxisRc4llsinc7batesfor24hrinMTTaezay,,,80007,16745,F,,,Homo sapiens,9606.0,,
233,,9nhibk5ilnod5ihosinenonophospha4edehyerogenazetypeIjMPDHI,,,84,6210,B,,,Homo sapiens,9606.0,,
234,,7nhibitionovtin0dinemon9phowphatedehydr9genasetypeIlIMPcHIl,,,68,6210,B,,,Homo sapiens,9606.0,,
235,,Inhibitotywxtivitywfainstinosihe4inosinemonkph0sphsted4mydrogenasetyoeuIIMPDHIo,,,68,6226,B,,,,,,
236,,E2uoiubriukdissociatuonc8bstanttowardshuman5hethgithi8arenosinepbosphorylasr,,,10201,17855,B,,,,,,
237,,E2uiiibriumxiss9ckationconstantrp2ardshukan5metuyl4hioadenosin2phkzphorylasendjotceterkibed,,,10201,17855,B,,,,,,
238,,Init8aldissociatipnfonstwnttowatdxhumanrmethylthiisdenos9bephoapj8rylase,,,10201,17855,B,,,,,,
239,,Evsluqtedforimhofitoryqdtivityom510MethenylTwtrzhydrofooateC5clohywrolaseLcelpstfilateshbztratefoncejtrato9nof109uM,,,12220,10413,B,,,,,,
240,,Inhibitoryacr7vi6yagxins5t10methylenrteteahtdrofolztevehyxrogenasefromEscyeeichiacolia4aconxenhdatiohof01mMNyho6tesfed,,,11303,10413,B,,,Escherichia coli,562.0,,
241,,Inhibi5oryact9vjfyqgxinety10MethyleneTetrahydrofolatevyxlohydrolasefr8mEscherichiwcoliataxohcebtgag8kmof01mMNThothestex,,,11303,10413,B,,,Escherichia coli,562.0,,
242,,Inj9vitorywctivi6yaga8nstrw0MwthyleneTetrahyeroe9latsCyclohyddolasrfromrschwrichiwcoliatacpnfenttationof01mhNTjottested,,,11303,10413,B,,,Escherichia coli,562.0,,
243,,Ecalyat4dforinhibitorhactivotyont10MettylebeTetrahydroboksteCgcl8hyvrolaseLceliareopatezkbstratfcondentrationoc100uM,,,12220,10413,B,,,,,,
244,,2vaikatedforontivitoryadtifi4yon510methyl4neye63qhydrofolatrd2hydelgenadeLcellstbolat4substrateconcentrationor100uM,,,12220,10413,B,,,,,,
245,,0ercwhtinhibition1asmeasur2daga9ndt519MethypeneTetrahydelfllqteCyclkhysrokaseo1310tum0rtissueebzhmeat10E6Minhibitir6cobcentrztion,,,11303,7587,B,,,Sus scrofa,9823.0,,
246,,P4rvenyinyibitilbwasmeawuredagainst510MethyleneTwtrahydrofopateCgciohydrilasexoirfinekive5ebzyme,,,11303,7587,B,,,Sus scrofa,9823.0,,
247,,Perxentinhibi5uohwasmeseyredagainst510Merhyleb2ydtrahyddofolatsCyslobydrolaseL1210tukortissudenzymeat10E4Minhiv7t95gc8ncentratiog,,,11303,7587,B,,,Sus scrofa,9823.0,,
248,,Percejtibhibitionwasj3zquredagaihwt510MethyleneTdhranydrofolateCyclot5drolacrL1210tukortissuernsgmeat10E5hinhibitor6xknceb5ration,,,11303,7587,B,,,Sus scrofa,9823.0,,
249,,Percegfinhub9tiohwzsmewcurecagw9nst510Methtlen3Tetrwhydr9folateCyclohydriiaswL121ptjmortossueenzymeat1pE6Minhibitorydonc3ntratioj,,,11303,7587,B,,,Sus scrofa,9823.0,,
250,,lwrcentihhibitiojwasmeasu5edagxknwt610MethyleneTetrahtvrlfopatdCydlohydr9laqepirfinelivedenzymeat10E4Minh9bitoryconcrbt5atiog,,,11303,7587,B,,,Sus scrofa,9823.0,,
251,,Pegfwntunhibitionwasmeqsyredagxinst510MeyhylenwTetrxhyd4ofolqteCyclohgerolassporc9jeliverenaymeat10E5Minhkbjt8r7voncentgatiog,,,11303,7587,B,,,Sus scrofa,9823.0,,
252,,Persegtinuibitionwzsmeasurfdagaimst610Methylen3TstrahydrofoiateCyclon7d30lxseporcinelive4enzyhdaf20suMinhib8to4yconcentrstion,,,11303,7587,B,,,Sus scrofa,9823.0,,
253,,0ercentimh7bitjkhwxsjeasu3fdagzinsttq0Methgleneyet4ahydrofklatevyclohudroiaseporcineliverehzymeat20E7Minhibi5orycomsentration,,,11303,7587,B,,,Sus scrofa,9823.0,,
254,,Pwrcentighibiti8gwaqmeas7redagainst510jethtlen4yetrahydrkfola4eCyclohyd4plas2pprd9nellverenzyme,,,11303,7587,B,,,Sus scrofa,9823.0,,
255,,Percent9nhibitionwasmezsur4dxgalnst519Mdtuylen24etrahtfrofoka4rCyclohydroiaseL1210tum8rtissueehzyjext10E6M9nh8bit9ryconcentrwtiom,,,11303,7587,B,,,Sus scrofa,9823.0,,
256,,Perceb57gtivot9onwasmeasuredagainat510MethyleneTehrahydrodolat4C7vlohydrolase0orcineiivreenxyndat10E5Minhihitorydoncentratioj,,,11303,7587,B,,,Sus scrofa,9823.0,,
257,,Clmpoundwwstestedforlnvitroonhibitiog9c5q0MethyleneTe4rahywrocolateduflohydrolasecompetiriv2agaigstL510mehhehylteyrsmyxrofokatr,,,11303,7323,B,,,,,,
258,,Pegcsntighibitiobwaqm2wsu4ddaga7nst519M2thyoeneret5ahydrofolatr33ductaseporcinekidneyenz7meat10ErMinnibitoryvkncentra6ion,,,22226,7587,B,,,Sus scrofa,9823.0,,
259,,P33centimhibitionwqsmeaxuredagainst5w0M4thylendTetrahywrotolateResuctzseoorc8h2kodney3nzyme,,,22226,7587,B,,,Sus scrofa,9823.0,,
260,,Inhihiti0jof5D2sa5uraceinv0lvedinergksterolvi9synthesks,,,100249,13750,B,,,Saccharomyces cerevisiae,4932.0,,
261,,AbilifuforreferwibleinhibitoonofWakker2575Flioro2deoxyuridije0h9spyortlqse,,,22226,7662,B,,,Rattus norvegicus,10116.0,,
262,,Abilityforreversibleinyibiti0npf2aluer2565Fouoro2dekxyuridigrohoxlhodylawe,,,22226,7662,B,,,Rattus norvegicus,10116.0,,
263,,Irreve3suvleihhigitiknofWalker256FUcRphoxpu8gyoaseexpressedaeVoVivelositywithout7nhihitortkthayofveloxitywitbinh7bogor,,,22226,7662,B,,,Rattus norvegicus,10116.0,,
264,,T2syedto55Hy3receptorahtagonist0o4encybyabipitytoimhinittb4r4fl4xbtadycarduatheBezoldJariscneefleaintgerat,,,104698,12211,F,,,,,,
265,,CokpoundwastestfdforotqyH5wreceptorajtwhknisypotenctbjhheiravilitytpintibitth2reflexbeadtcarsiatheBfzoldJarisfhrdflexintherat,,,104698,12211,F,,,,,,
266,,Rflstiveavulitytoincreasecholinwrgicaliymedixtefcintrxctklnsinisopatexileumofr8insapig,476010.0,,20033,12211,F,,,Cavia porcellus,10141.0,,Ileum
267,,S5ijulwtoryac5iv7gyofjntratastdicpressurewastesfedintherzt,,,10623,12211,F,,,,,,
268,,frcrease9v5HTcar5ierr4feptorblumcradioactibityuslng9aroxetinsasaradi8ligand,,,121,15453,B,,,,,,
269,,D0seforesucegeurohzlfirjngagalnst5H6cellsinratsiv,,,22226,11884,F,,,Rattus norvegicus,10116.0,,
270,,AbtagonizticzctifityofcorrdspondihgmethocydompoundafwinstserotobinytTtdceptor,,,12688,7185,F,,,,,,
271,,Bindingxffinityah4HTreyprqkeziteianepddwith3Hparoxetine,,,121,6876,B,,,Homo sapiens,9606.0,,
272,,Bindijgaffih9tyzt5H6eeu9rakesitelab3leddith3HpzroxetinrNodata,,,121,6876,B,,,Homo sapiens,9606.0,,
273,,Inhibituon0bgihhqffinitj5HTuotakextconcentfationof1uM,,,12198,11863,F,,,,,,
274,,Ihhibitioncknerantofhivhagvinity5HTupgake,,,12198,11863,B,,,,,,
275,,M8chaelisnfjtenconstajtwasrdportecforhjghaffinity6ragspogtof5yT,,,12198,11863,F,,,,,,
276,,Madimumrayewasdrte4minfrckrhighaefinitytranspirtof5HT,,,12198,11863,F,,,,,,
277,,Compoundwawteztedfotag0nisfkcsdtivityaga7nst5HTupgake,,,104714,4639,F,,,,,,
278,,Inhibitionafrinityagainst5uT1frscdp593inrxtf4ontalc9rtexhsihrradiobondingassay,,,10577,15796,B,,,,,,
279,,Inhibktionafcknityzga9mst5ur1Ddec2pto3inbobinecaudayenucleisusingradiobindinyassah,,,105,15796,B,,,Bos taurus,9913.0,,
280,,Bindingaff9nututo2ardz5hysr0xy6r7ptamine1rwxeptorusing3HtHTasradilliganw,,,104744,12801,B,,,Rattus norvegicus,10116.0,,
281,,Thec9mloundwssevaluatedfortbebinringafeinityhowarws5nydroxyrryp6amine1usomn3H5H6asgad9oligagd,,,104744,12801,B,,,,,,
282,Memfranes,0ercentinhiv9tion9fbindinhof30nM3H4HTgo4hyd5oxytryptamine1rdfeptorin4atcsuvatehembganesatq0e5j,,,104744,12120,B,,,,,,
283,Mdmbranes,Perc2ntinhln9t7onofbigdingoc30nM3H5HTtp5tydrixytryp5wmigr1receptorinratcq7dqtemembdanesat10e5M,,,104744,12120,B,,,,,,
284,,Displacementofblhding0f2H5tTto5hydeoxytryptaminewreceptorimrq5ce4svrxlc0rtex,,,104744,11963,B,,,,,,
285,,Dksfrequirrctoresuveneuronapfiringof5Hf1xcelleby50,,,51,11701,F,,,,,,
286,,Invitr9inhivit9onifeH5Hy2hMbihdjngto5hydroxutdyptamine1Areceptorfrohbof9nfjippocam9us,988026.0,,51,9995,B,,,,,,Hippocampus
287,,Invitroinhibigionof3HDPAT1hMbibxingto6HTqzreceototfrojbovinwhip9ldampus,2608964.0,,51,9995,B,,,,,,Hippocampus
288,,Invifroinhjhit8on8f3tDPxT1nkbindingto5hydroz6tryptajone1Areceptirfrkmbodibehippocam9us,66155.0,,51,9995,B,,,,,,Hippocampus
289,,qntqgonisricactivityatpowrsynaptic5H61Ad2c2ptirwadmeaauredgyitsability48inhibithypoyg3rmiaeoicitedbuddadminiqtrqti8npt8OHDPATinratranhssfrom26352,,,10576,16394,F,In vivo,,,,,
290,,Eftectonvorskol9nstim6latedadenyoatefyclaseactuv9tyat5Hr1Drecfptirofbuibsapigwubxhxntianigra,,,105570,11574,F,,,Cavia porcellus,10141.0,,
291,,Blndingaffinit5towards5HT1Fhjkanclonwdrec3pgorunCHOceilsusing2u5jhasradi8ligznd,,,279,15779,B,,,,,,
292,,dom90unwwastestedfortheeicplacementofq25IDlobgomclondhuman5hydeozyhtyptamin32Areceptor,,,107,15363,B,,,,,,
293,,Eftisachagainst5tydroxytryptamimeqAreceltog,,,12687,15363,F,,,Rattus norvegicus,10116.0,,
294,,Intrinsicactivjthtowz5ds5HTezrecep5orofrzttaiiartefy,,,12687,15329,F,,,,,,
295,,Relstivepo4encytpwardsyHf2Areceptor8g5attailqrter6,,,12687,15329,F,,,,,,
296,,Blocking5bT2Ar2veptormwdiwtedconrracriohsograttaikxrtery,,,12687,15329,F,,,,,,
297,,Pa5tiakagojiskat5H52Areceptorwws4valuatedinpresdnceofkd6ahaerin220nMinuc8latedrattailartdry,,,12687,15329,F,,,,,,
298,,Cohpoundwqdtestedf8ryhe9ntrins9cact9vityagalnst5HT2Arecepyorspfrxtgaklaetery,,,12687,15329,F,,,,,,
299,,Eff2ctobenessinbpocking4gg2Ardfeptormediafeccintractionsofrattwikartery,,,12687,15329,F,,,,,,
300,,Evaluahecforthragonisticastivityagainst5H5434celtor8nmonelectrjcaolystimulwgedguineqlitileim,4219703.0,,20033,273,F,,,Cavia porcellus,10141.0,,Ileum
301,,wgonistkcxcr7vityarwigstSerot0nin5nT4recept8fonl8wfrequenfyfieldstimklationofhuibeapigileumFSGlI,2600911.0,,20033,273,F,,,Cavia porcellus,10141.0,,Ileum
302,,Efaliatedfortheagonidtixact9vityagaigctxerotonin5nT4geceptorinhonelsf4ricalkustimulat2dguinexpihile8m,4870554.0,,20033,273,F,,,Cavia porcellus,10141.0,,Ileum
303,,Thebineingaffihitjwasmeaz6redln5hydrozyt3yltakine4recep6oruqong3HGRq13808asgadi9iigand,,,10623,12092,B,,,,,,
304,,Antagon8stavtivityafqibct5HT4geceptormediatedrelaxahionobratcqrbaxhoocontracted3sophatewlmuscukz48skuclsae,,,10623,1317,F,,,Rattus norvegicus,10116.0,,
305,,Bimsinbwffinityzgainat5hydroxytryltamine4redep5or,,,168,12409,B,,,,,,
306,,Relativecompetitjvelndexvapuesfp4vindihgtl25ijD31mydeoxylaseofchickintea5in4,,,22226,11126,B,,,Gallus gallus,9031.0,,
307,,Ingibotoryeffectq0e6Monrhw2rOHD31nydroxylas4achivitg,,,22226,11126,F,,,Homo sapiens,9606.0,,
308,,25OHD31hydrozylasead6ivityq0f6kwasheqsur3daacontrol,,,22226,11126,F,,,Homo sapiens,9606.0,,
309,,Reoatjvedomoetitige7ndesvaljewforbinding4o25OHD31hywroxylas2pfhujanHL50cells,,,80156,11126,B,,,Homo sapiens,9606.0,,
310,,Inhibitoryeffec610e6Monfne25hydrox6vitajonD32bydr9xyoaseactivif5,,,22226,11126,B,,,Homo sapiens,9606.0,,
311,,25h5droxyviyamine31hydroxypaxezcyivi4y10e6Mwssmsasuredasslntrol,,,22226,11126,B,,,Homo sapiens,9606.0,,
312,,Displxc2meh6of3Hti151y88fromh6mamGABAAslpma1bets3gzmma2receptoraubugitsexlrsssedinXenop7soocyt4s,,,104703,17807,B,,,Homo sapiens,9606.0,,
313,,Chymotryoticknhibutoryac4ivktyagwinste6cpr0teasoke,,,100256,16575,F,,,,,,
314,,7jhibitoryaxtivityzgaumstq6Sproteasomevegrada6ionoflkB,,,100256,15407,B,,,,,,
315,,Invitro9ntibitionof278oDOzovarjancqndervellkine,,,81034,10797,F,,,Homo sapiens,9606.0,,
316,,Invitrpujhibition9f2780Sofaeuancancercrklline,,,81034,10797,F,,,Homo sapiens,9606.0,,
317,,Relativezctivitykgthec3ll7laracxunklat7on0ffincristine7nmuitidrugfesisyantMDRhumagovariancancsr3880qDsells,,,22226,3469,F,,,Homo sapiens,9606.0,,
318,,Associagionconstamtfo5binsingtoAATTw7kerqzTThairlin,,,22222,16037,B,,,,,,
319,,Klnet7callyeefinedAeeociatiohCobstantf9r27merAAgThairoin,,,22222,16037,B,,,,,,
320,,e3actlohdateParameterf0t28merAATTjairpin,,,22222,16037,B,,,,,,
321,,R2acti9nRateow5sjeterfor28merAATThairp8n,,,22222,16037,B,,,,,,
322,,AntivifalaxtivirywgzinatenvelopedeficjengHIV1onasinglecydlereolicati9naweauexoerinent1,,,22226,16524,F,,,Homo sapiens,9606.0,,
323,,wmtivi4alactivi6gagzihstwnvelopedeficiemtHIV1inzsimglsc5clegeplisxtionassayexperimfnt2,,,22226,16524,F,,,Homo sapiens,9606.0,,
324,,jnmibitoryvoncentrstionbysimrlfcycl4repiicationzssqyusingejbelo9edeficlentHIV1,,,22226,16524,F,,,Homo sapiens,9606.0,,
325,,Cy5otoxicutyagainstvellline2SCeodet44minfdb7MTTteet,,,22226,16758,F,,,Cricetulus griseus,10029.0,,
326,,Cytotizlcit6againsgcelllin32SC2pofhams6erdwterminedb7nTTtesg,,,22226,16758,F,,,Cricetulus griseus,10029.0,,
327,,Intibito3yfonc3ntratilhatainsythegrowthof2SC2pcelllin4afrfr72hrogdfutexposurebyMTTresr,,,22226,16758,F,,,Cricetulus griseus,10029.0,,
328,,Bindingxfeinity0n3betzhyvroxyste4oidxdhydrobenase,,,241,14360,B,,,,,,
329,,vindingaffimityfo53betahydrox5steroidd4hyerorenqxr,,,241,14360,B,,,Homo sapiens,9606.0,,
330,,eelec68vi4yra6ioofID50inoiverandhezrt,,,22226,9964,B,,,Rattus norvegicus,10116.0,,
331,,S2lfctivityratioofrelat7cfuD50inluveramdhearg,,,12132,9964,B,,,,,,
332,,Bindingagdijitytotheres2ptor2asdeterhinedin9solafednusoe9ofneqrtInvitroreiativeto63,,,12132,9964,B,,,,,,
333,,Bindihvaffunitytothereceptorwasdetermknerinnufleiofheartonviv02hourafterintrzc2jo7sadmjnist4ationrrla4ivdto363triiidotnyrob8ber4ceptor,,,12132,9964,B,,,,,,
334,,vibdingagfinitytother3vep4orwqsdet2rm7nevinnucleioflicerInvkvo1houradyer7ntravenohqadm8nisfratlonrelqt7veto353trijodothyr9binereceotor,,,12132,9964,B,,,,,,
335,,findiggaffinitytphterec2pto5waedwterjinewinnuxieiofliverknvivo1hoursfrerintgavenousavmjnist3qtiongelativeto253triiodothyrononerec4ptot,,,12132,9964,B,In vivo,,,,,
336,,Bindingaffibitjtotheredeptorwasdeterminedinb8coeiofliveginv8vo1houfavter8ntravejohsacmijiq4eati8newlatlveto353tr8iorothyronimerecepto4,,,12132,9964,F,In vivo,,,,,
337,,Binxingaffinitttoth3thgroidyodmojer4cepto4wqsdeterjinsdjnvitfoihisolatwdnicleiofra4l7verfelayiveto353triiodothyrononf,,,22226,9964,B,,,,,,
338,,Bihdibgatfinit5tothereceptirwsscfterminddihvitroigjsooatednucleioeratliverrelstifeto53,,,12132,9964,B,,,,,,
339,,vindongaftinitytothyroochormon2rede9torhetxrelativrto353triiodothh3obinereceptotinieioatedn6sleiofheart,,,22226,9964,B,,,Homo sapiens,9606.0,,
340,,Ijvitdobondingaffinltutothef2xdptorwasde6erminexinisolxtddnucle7oeheartrelatjvetoT3,,,12132,9964,B,,,,,,
341,,Invitrobindibgacrinitgyo6herec4ptl3wxsdeyerminedinixoiatedmucleiofhear5relarivetoT3,,,12132,9964,F,,,,,,
342,,Bind7jgaffin8tytotjersxept0r3asdetermjnfdinis9larevnucleiobywartInvitrorepativdto353triioeothyronine4eceptir,,,12132,9964,B,,,,,,
343,,Ingiboblhdingaffijityforr53triiodlthyrojunereceptp3lfheartnuckei1hragterintragenousadmjnis6tatoon,,,22226,9964,B,,,Rattus norvegicus,10116.0,,
344,,Bindinbxrfimjtytothereceptorwasdetermunerinnjcleikfmfartijvivl1hourafterigt3aveniusadminjstrat7onrfla5ivet0T3,,,12132,9964,B,In vivo,,,,,
345,,BindingafclnitytkthereceptorwszdeteeminedinnuslwiirlkvedIjviv01hoursfte3intraveno8sadmjnistratuonreoagiveto353trii0do6hyronin23ecepyor,,,12132,9964,B,,,,,,
346,,8mvivobindingaffinit6eof353trkiodothyroninerecsptorovoiddrnuclel1bourafterintravenojzavminustgat7on,,,22226,9964,B,,,Rattus norvegicus,10116.0,,
347,,Ibvktrobincingzffinityyotherexeptorwasdeterm8gedinisplatefnycl3iofheart4elxt9vet8353trllodothyrinindteceptor,,,12132,9964,B,,,,,,
348,,Inbitrobindingaffinit6tptgefecep4orwasdeterm8bedinisplarednudlfj9fbesrtrelativego353triiidothyr8nlnerecsptor,,,12132,9964,F,,,,,,
349,,Inhobitloj8f125ILT3bineingtora6h4patic353triiodiL5hyronimd3ece0tor,,,22226,3796,B,,,Rattus norvegicus,10116.0,,
350,,ImhihitiohcpnstantrorbindingtoCo2fornlf3dehyxroqu9nateeyntmssevHQputifievfromwscherivhkacoli,,,19690,4251,B,,,Escherichia coli,562.0,,
351,,onyibitiohcohstan5forvindingyoZh2formof3rehyrro2uinatdsjnthaseDHs9urifiedcromEsche5ichiacopi,,,19690,4251,B,,,Escherichia coli,562.0,,
352,,Kine58caexpg3asedasMichaelisMentenxojstqn5agaijstxo2formof3dehydroquinatesynthzdepur9fiedrdonEscherjcgoacoli,,,19690,4251,B,,,Escherichia coli,562.0,,
353,,KineticaexpressexzsMichawoiekentenclnstagtaga9nstZb2formof3dehhdepquinarecyhthasepurifiedfrpmEschericbiacpii,,,19690,4251,B,,,Escherichia coli,562.0,,
354,,Typeodinhibitionof3eehudrosuinatecujthasewssdeterjibddRSpowly5eversiblw,,,19690,166,B,,,,,,
355,,Cojp0undwasevaluatedfi4itdimhibit8ryfonsfantanaihsy3dehydroquinateshntuase,,,19690,17861,B,,,,,,
356,,Inhib7rioncons4ajtayaknst3denydroquinwtesgnthase,,,19690,166,B,,,,,,
357,,Asz8siatiobrareconstantwgainst3dwmydroqyinatesynyhase,,,19690,166,B,,,,,,
358,,Rafecogstantsgainstrdehydfpqulnat4synthase,,,19690,166,B,,,,,,
359,,Inhibito4yact7vi5yaga8nqtfucTfII,,,22226,3548,B,,,,,,
360,Microslkes,Abilityorcompoubw25uMt9inhibi4theactivutyof4hydroxy3metgylhlutagylcosnsymeAtefuc4aseHhGRusihy14Cmevslogzte9nrwtlivefmicrosones,469529.0,,12236,9877,B,,,Rattus norvegicus,10116.0,,Liver
361,Microckmes,zbilitgofcohplund2500jMtoinbibittbeaxtlv7tyof3hydroxy3methjlyluhzn5lc0dnzymeAr2ductsseHMGRuslng14Cmevalinateinfatliv3gmicrosom4s,2077507.0,,12236,9877,B,,,Rattus norvegicus,10116.0,,Liver
362,Micrpslmes,Abiiity9fcokp0und25ounto8ngibjttheqctidityof3hyxroay3mwttjlglutanylcoenzymdAredictaseHMGRusing14Cmrvaionqtelhratlivermivroslmes,1662284.0,,12236,9877,B,,,Rattus norvegicus,10116.0,,Liver
363,Microsomsa,wbipiguofconpound25uMtoinhibittteadtifihyof3tydrix7emrthylrlutabykcoenzymeAdeducgaseHMGR8sing24Cmevalonat3inraroivermicrosojes,2747673.0,,12236,9877,B,,,Rattus norvegicus,10116.0,,Liver
