Fiscal year,Organisation name,Division name,Amount spent,Desertification (marker),Programming process (new),Division ID,Project Browser country ID,Regional program (marker),PBA type,Untied amount(Project-level budget),Participatory development and good governance,FSTC percent,Gender equality (marker),Sector percent,ICT as a tool for development (marker),Branch name,Organisation sub-class,CountryRegion name,Section name,CIDA business delivery model (old),Continent ID,Section ID,Organisation type,Status,Project number,Maximum CIDA contribution (project-level),Branch ID,Fund centre ID,Fund centre name,IRTC percent,CFLI (marker),Bilateral aid (international marker),Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker),Trade development (marker),Biodiversity (marker)
2009/2010,Department of Foreign Affairs and International Trade,NDD Americas Programming,515.7040000000001,0,Uncoded: Pre-APP,D4400,UY,1,Not PBA,0.0,1,1.0,0,0.8,0,NGM Americas,FEDERAL,South America,South America,Responsive,1,S4413,Canadian Non-Profit Making,Closed,A020910001,1488850.78,B4400,4422,*Southern Cone,0.0,0,1,1,0,0,0,0
2009/2010,Information not available,NDD Americas Programming,192.00799999999998,0,Uncoded: Pre-APP,D4400,UY,1,Not PBA,0.0,1,1.0,0,0.8,0,NGM Americas,Unknown,South America,South America,Responsive,1,S4413,Uncoded,Closed,A020910001,1488850.78,B4400,4422,*Southern Cone,0.0,0,1,1,0,0,0,0
2009/2010,Department of Foreign Affairs and International Trade,NDD Americas Programming,193.389,0,Uncoded: Pre-APP,D4400,AR,1,Not PBA,0.0,1,1.0,0,0.1,0,NGM Americas,FEDERAL,South America,South America,Responsive,1,S4413,Canadian Non-Profit Making,Closed,A020910001,1488850.78,B4400,4422,*Southern Cone,0.0,0,1,1,0,0,0,0
2009/2010,Information not available,NDD Americas Programming,72.003,0,Uncoded: Pre-APP,D4400,AR,1,Not PBA,0.0,1,1.0,0,0.1,0,NGM Americas,Unknown,South America,South America,Responsive,1,S4413,Uncoded,Closed,A020910001,1488850.78,B4400,4422,*Southern Cone,0.0,0,1,1,0,0,0,0
2009/2010,Department of Foreign Affairs and International Trade,NDD Americas Programming,154.7112,0,Uncoded: Pre-APP,D4400,AR,1,Not PBA,0.0,1,1.0,0,0.08,0,NGM Americas,FEDERAL,South America,South America,Responsive,1,S4413,Canadian Non-Profit Making,Closed,A020910001,1488850.78,B4400,4422,*Southern Cone,0.0,0,1,1,0,0,0,0
2009/2010,Information not available,NDD Americas Programming,57.6024,0,Uncoded: Pre-APP,D4400,AR,1,Not PBA,0.0,1,1.0,0,0.08,0,NGM Americas,Unknown,South America,South America,Responsive,1,S4413,Uncoded,Closed,A020910001,1488850.78,B4400,4422,*Southern Cone,0.0,0,1,1,0,0,0,0
2009/2010,Department of Foreign Affairs and International Trade,NDD Americas Programming,38.6778,0,Uncoded: Pre-APP,D4400,AR,1,Not PBA,0.0,1,1.0,0,0.02,0,NGM Americas,FEDERAL,South America,South America,Responsive,1,S4413,Canadian Non-Profit Making,Closed,A020910001,1488850.78,B4400,4422,*Southern Cone,0.0,0,1,1,0,0,0,0
2009/2010,Information not available,NDD Americas Programming,14.4006,0,Uncoded: Pre-APP,D4400,AR,1,Not PBA,0.0,1,1.0,0,0.02,0,NGM Americas,Unknown,South America,South America,Responsive,1,S4413,Uncoded,Closed,A020910001,1488850.78,B4400,4422,*Southern Cone,0.0,0,1,1,0,0,0,0
2009/2010,Department of Foreign Affairs and International Trade,NDD Americas Programming,1547.112,0,Uncoded: Pre-APP,D4400,AR,1,Not PBA,0.0,1,1.0,0,0.8,0,NGM Americas,FEDERAL,South America,South America,Responsive,1,S4413,Canadian Non-Profit Making,Closed,A020910001,1488850.78,B4400,4422,*Southern Cone,0.0,0,1,1,0,0,0,0
2009/2010,Information not available,NDD Americas Programming,576.024,0,Uncoded: Pre-APP,D4400,AR,1,Not PBA,0.0,1,1.0,0,0.8,0,NGM Americas,Unknown,South America,South America,Responsive,1,S4413,Uncoded,Closed,A020910001,1488850.78,B4400,4422,*Southern Cone,0.0,0,1,1,0,0,0,0
2009/2010,Department of Foreign Affairs and International Trade,NDD Americas Programming,193.389,0,Uncoded: Pre-APP,D4400,CL,1,Not PBA,0.0,1,1.0,0,0.1,0,NGM Americas,FEDERAL,South America,South America,Responsive,1,S4413,Canadian Non-Profit Making,Closed,A020910001,1488850.78,B4400,4422,*Southern Cone,0.0,0,1,1,0,0,0,0
2009/2010,Information not available,NDD Americas Programming,72.003,0,Uncoded: Pre-APP,D4400,CL,1,Not PBA,0.0,1,1.0,0,0.1,0,NGM Americas,Unknown,South America,South America,Responsive,1,S4413,Uncoded,Closed,A020910001,1488850.78,B4400,4422,*Southern Cone,0.0,0,1,1,0,0,0,0
2009/2010,Department of Foreign Affairs and International Trade,NDD Americas Programming,154.7112,0,Uncoded: Pre-APP,D4400,CL,1,Not PBA,0.0,1,1.0,0,0.08,0,NGM Americas,FEDERAL,South America,South America,Responsive,1,S4413,Canadian Non-Profit Making,Closed,A020910001,1488850.78,B4400,4422,*Southern Cone,0.0,0,1,1,0,0,0,0
2009/2010,Information not available,NDD Americas Programming,57.6024,0,Uncoded: Pre-APP,D4400,CL,1,Not PBA,0.0,1,1.0,0,0.08,0,NGM Americas,Unknown,South America,South America,Responsive,1,S4413,Uncoded,Closed,A020910001,1488850.78,B4400,4422,*Southern Cone,0.0,0,1,1,0,0,0,0
2009/2010,Department of Foreign Affairs and International Trade,NDD Americas Programming,38.6778,0,Uncoded: Pre-APP,D4400,CL,1,Not PBA,0.0,1,1.0,0,0.02,0,NGM Americas,FEDERAL,South America,South America,Responsive,1,S4413,Canadian Non-Profit Making,Closed,A020910001,1488850.78,B4400,4422,*Southern Cone,0.0,0,1,1,0,0,0,0
2009/2010,Information not available,NDD Americas Programming,14.4006,0,Uncoded: Pre-APP,D4400,CL,1,Not PBA,0.0,1,1.0,0,0.02,0,NGM Americas,Unknown,South America,South America,Responsive,1,S4413,Uncoded,Closed,A020910001,1488850.78,B4400,4422,*Southern Cone,0.0,0,1,1,0,0,0,0
2009/2010,Department of Foreign Affairs and International Trade,NDD Americas Programming,1547.112,0,Uncoded: Pre-APP,D4400,CL,1,Not PBA,0.0,1,1.0,0,0.8,0,NGM Americas,FEDERAL,South America,South America,Responsive,1,S4413,Canadian Non-Profit Making,Closed,A020910001,1488850.78,B4400,4422,*Southern Cone,0.0,0,1,1,0,0,0,0
2009/2010,Information not available,NDD Americas Programming,576.024,0,Uncoded: Pre-APP,D4400,CL,1,Not PBA,0.0,1,1.0,0,0.8,0,NGM Americas,Unknown,South America,South America,Responsive,1,S4413,Uncoded,Closed,A020910001,1488850.78,B4400,4422,*Southern Cone,0.0,0,1,1,0,0,0,0
2009/2010,Department of Foreign Affairs and International Trade,NDD Americas Programming,193.389,0,Uncoded: Pre-APP,D4400,PY,1,Not PBA,0.0,1,1.0,0,0.1,0,NGM Americas,FEDERAL,South America,South America,Responsive,1,S4413,Canadian Non-Profit Making,Closed,A020910001,1488850.78,B4400,4422,*Southern Cone,0.0,0,1,1,0,0,0,0
2009/2010,Information not available,NDD Americas Programming,72.003,0,Uncoded: Pre-APP,D4400,PY,1,Not PBA,0.0,1,1.0,0,0.1,0,NGM Americas,Unknown,South America,South America,Responsive,1,S4413,Uncoded,Closed,A020910001,1488850.78,B4400,4422,*Southern Cone,0.0,0,1,1,0,0,0,0
2009/2010,Department of Foreign Affairs and International Trade,NDD Americas Programming,154.7112,0,Uncoded: Pre-APP,D4400,PY,1,Not PBA,0.0,1,1.0,0,0.08,0,NGM Americas,FEDERAL,South America,South America,Responsive,1,S4413,Canadian Non-Profit Making,Closed,A020910001,1488850.78,B4400,4422,*Southern Cone,0.0,0,1,1,0,0,0,0
2009/2010,Information not available,NDD Americas Programming,57.6024,0,Uncoded: Pre-APP,D4400,PY,1,Not PBA,0.0,1,1.0,0,0.08,0,NGM Americas,Unknown,South America,South America,Responsive,1,S4413,Uncoded,Closed,A020910001,1488850.78,B4400,4422,*Southern Cone,0.0,0,1,1,0,0,0,0
2009/2010,Department of Foreign Affairs and International Trade,NDD Americas Programming,38.6778,0,Uncoded: Pre-APP,D4400,PY,1,Not PBA,0.0,1,1.0,0,0.02,0,NGM Americas,FEDERAL,South America,South America,Responsive,1,S4413,Canadian Non-Profit Making,Closed,A020910001,1488850.78,B4400,4422,*Southern Cone,0.0,0,1,1,0,0,0,0
2009/2010,Information not available,NDD Americas Programming,14.4006,0,Uncoded: Pre-APP,D4400,PY,1,Not PBA,0.0,1,1.0,0,0.02,0,NGM Americas,Unknown,South America,South America,Responsive,1,S4413,Uncoded,Closed,A020910001,1488850.78,B4400,4422,*Southern Cone,0.0,0,1,1,0,0,0,0
2009/2010,Department of Foreign Affairs and International Trade,NDD Americas Programming,1547.112,0,Uncoded: Pre-APP,D4400,PY,1,Not PBA,0.0,1,1.0,0,0.8,0,NGM Americas,FEDERAL,South America,South America,Responsive,1,S4413,Canadian Non-Profit Making,Closed,A020910001,1488850.78,B4400,4422,*Southern Cone,0.0,0,1,1,0,0,0,0
2009/2010,Information not available,NDD Americas Programming,576.024,0,Uncoded: Pre-APP,D4400,PY,1,Not PBA,0.0,1,1.0,0,0.8,0,NGM Americas,Unknown,South America,South America,Responsive,1,S4413,Uncoded,Closed,A020910001,1488850.78,B4400,4422,*Southern Cone,0.0,0,1,1,0,0,0,0
2009/2010,Centre for Nursing Studies,NDD Americas Programming,73790.0,0,Uncoded: Pre-APP,D4400,PY,1,Not PBA,0.0,0,1.0,1,0.25,1,NGM Americas,COLLEGE,Paraguay,South America,Responsive,1,S4413,Canadian Non-Profit Making,Closed,A020910017,861997.0,B4400,4422,*Southern Cone,0.0,0,1,0,0,0,0,0
2009/2010,Centre for Nursing Studies,NDD Americas Programming,29516.0,0,Uncoded: Pre-APP,D4400,PY,1,Not PBA,0.0,0,1.0,1,0.1,1,NGM Americas,COLLEGE,Paraguay,South America,Responsive,1,S4413,Canadian Non-Profit Making,Closed,A020910017,861997.0,B4400,4422,*Southern Cone,0.0,0,1,0,0,0,0,0
2009/2010,Centre for Nursing Studies,NDD Americas Programming,73790.0,0,Uncoded: Pre-APP,D4400,PY,1,Not PBA,0.0,0,1.0,1,0.25,1,NGM Americas,COLLEGE,Paraguay,South America,Responsive,1,S4413,Canadian Non-Profit Making,Closed,A020910017,861997.0,B4400,4422,*Southern Cone,0.0,0,1,0,0,0,0,0
2009/2010,Centre for Nursing Studies,NDD Americas Programming,118064.0,0,Uncoded: Pre-APP,D4400,PY,1,Not PBA,0.0,0,1.0,1,0.4,1,NGM Americas,COLLEGE,Paraguay,South America,Responsive,1,S4413,Canadian Non-Profit Making,Closed,A020910017,861997.0,B4400,4422,*Southern Cone,0.0,0,1,0,0,0,0,0
2009/2010,Barreau du Qu�bec,NDD Americas Programming,95109.75,0,Uncoded: Pre-APP,D4400,BO,0,Not PBA,329838.0,1,1.0,2,0.75,0,NGM Americas,PROFESSIONAL ASSOCIATION,Bolivia,South America,Responsive,1,S4413,Canadian Non-Profit Making,Closed,A020910018,329838.0,B4400,4416,Bolivia,0.0,0,1,0,0,0,0,0
2009/2010,Barreau du Qu�bec,NDD Americas Programming,31703.25,0,Uncoded: Pre-APP,D4400,BO,0,Not PBA,329838.0,1,1.0,2,0.25,0,NGM Americas,PROFESSIONAL ASSOCIATION,Bolivia,South America,Responsive,1,S4413,Canadian Non-Profit Making,Closed,A020910018,329838.0,B4400,4416,Bolivia,0.0,0,1,0,0,0,0,0
2009/2010,University of New Brunswick,NDD Americas Programming,114314.0,0,Uncoded: Pre-APP,D4400,BR,0,Not PBA,0.0,1,1.0,0,0.5,1,NGM Americas,UNIVERSITY,Brazil,South America,Responsive,1,S4413,Canadian Non-Profit Making,Closed,A020911008,2531353.0,B4400,4418,Brazil,0.0,0,1,1,0,0,0,0
2009/2010,University of New Brunswick,NDD Americas Programming,22862.8,0,Uncoded: Pre-APP,D4400,BR,0,Not PBA,0.0,1,1.0,0,0.1,1,NGM Americas,UNIVERSITY,Brazil,South America,Responsive,1,S4413,Canadian Non-Profit Making,Closed,A020911008,2531353.0,B4400,4418,Brazil,0.0,0,1,1,0,0,0,0
2009/2010,University of New Brunswick,NDD Americas Programming,91451.2,0,Uncoded: Pre-APP,D4400,BR,0,Not PBA,0.0,1,1.0,0,0.4,1,NGM Americas,UNIVERSITY,Brazil,South America,Responsive,1,S4413,Canadian Non-Profit Making,Closed,A020911008,2531353.0,B4400,4418,Brazil,0.0,0,1,1,0,0,0,0
2009/2010,Ryerson International Development Centre,NDD Americas Programming,34455.201,0,Uncoded: Pre-APP,D4400,BR,0,Not PBA,0.0,1,1.0,2,0.3,1,NGM Americas,UNIVERSITY,Brazil,South America,Responsive,1,S4413,Canadian Non-Profit Making,Closed,A020911009,1713817.92,B4400,4418,Brazil,0.0,0,1,0,0,0,0,0
2009/2010,Ryerson International Development Centre,NDD Americas Programming,45940.268,0,Uncoded: Pre-APP,D4400,BR,0,Not PBA,0.0,1,1.0,2,0.4,1,NGM Americas,UNIVERSITY,Brazil,South America,Responsive,1,S4413,Canadian Non-Profit Making,Closed,A020911009,1713817.92,B4400,4418,Brazil,0.0,0,1,0,0,0,0,0
2009/2010,Ryerson International Development Centre,NDD Americas Programming,34455.201,0,Uncoded: Pre-APP,D4400,BR,0,Not PBA,0.0,1,1.0,2,0.3,1,NGM Americas,UNIVERSITY,Brazil,South America,Responsive,1,S4413,Canadian Non-Profit Making,Closed,A020911009,1713817.92,B4400,4418,Brazil,0.0,0,1,0,0,0,0,0
2009/2010,Soci�t� de coop�ration pour le d�veloppement international,WWD West & Central Africa,189293.25600000002,0,Uncoded: Pre-APP,D4207,CD,0,Not PBA,4899012.2,1,1.0,2,0.6,0,WGM Sub-Saharan Africa,ASSOCIATIONS,"Congo, Dem Rep.",Central Africa & Great Lakes Program,Directive,2,S4287,Canadian Non-Profit Making,Closed,A020982001,4899012.2,B4200,4298,Democratic Republic of Congo,0.0,0,1,0,0,0,0,0
2009/2010,Soci�t� de coop�ration pour le d�veloppement international,WWD West & Central Africa,126195.504,0,Uncoded: Pre-APP,D4207,CD,0,Not PBA,4899012.2,1,1.0,2,0.4,0,WGM Sub-Saharan Africa,ASSOCIATIONS,"Congo, Dem Rep.",Central Africa & Great Lakes Program,Directive,2,S4287,Canadian Non-Profit Making,Closed,A020982001,4899012.2,B4200,4298,Democratic Republic of Congo,0.0,0,1,0,0,0,0,0
2009/2010,Commonwealth Judicial Education Institute,OAD Asia Programming,1295.0,0,Uncoded: Pre-APP,D4100,BD,0,Not PBA,17121139.37,1,1.0,1,1.0,0,OGM Asia Pacific,NGO,Bangladesh,Bangladesh Section,Directive,3,S4122,Canadian Non-Profit Making,Closed,A021170001,17121139.37,B4100,4122,Bangladesh,0.0,0,1,0,0,0,0,0
2009/2010,IBM Canada Ltd. (Formerly Pricewaterhouse Consult.),OAD Asia Programming,815612.94,0,Uncoded: Pre-APP,D4100,BD,0,Not PBA,17121139.37,1,1.0,1,1.0,0,OGM Asia Pacific,CONSULTING SERVICES,Bangladesh,Bangladesh Section,Directive,3,S4122,Canadian Profit Making,Closed,A021170001,17121139.37,B4100,4122,Bangladesh,0.0,0,1,0,0,0,0,0
2009/2010,Information not available,WWD West & Central Africa,2197.7129999999997,0,Uncoded: Pre-APP,D4207,CD,0,Not PBA,246397.97,1,1.0,1,0.3,0,WGM Sub-Saharan Africa,CONSULTANT,"Congo, Dem Rep.",Central Africa & Great Lakes Program,Directive,2,S4287,Canadian Profit Making,Closed,A021224002,246397.97,B4200,4298,Democratic Republic of Congo,0.0,0,1,0,0,0,0,0
2009/2010,Information not available,WWD West & Central Africa,2197.7129999999997,0,Uncoded: Pre-APP,D4207,CD,0,Not PBA,246397.97,1,1.0,1,0.3,0,WGM Sub-Saharan Africa,CONSULTANT,"Congo, Dem Rep.",Central Africa & Great Lakes Program,Directive,2,S4287,Canadian Profit Making,Closed,A021224002,246397.97,B4200,4298,Democratic Republic of Congo,0.0,0,1,0,0,0,0,0
2009/2010,Information not available,WWD West & Central Africa,2930.284,0,Uncoded: Pre-APP,D4207,CD,0,Not PBA,246397.97,1,1.0,1,0.4,0,WGM Sub-Saharan Africa,CONSULTANT,"Congo, Dem Rep.",Central Africa & Great Lakes Program,Directive,2,S4287,Canadian Profit Making,Closed,A021224002,246397.97,B4200,4298,Democratic Republic of Congo,0.0,0,1,0,0,0,0,0
2009/2010,Agriteam Canada,OAD Asia Programming,701241.285,0,Uncoded: Pre-APP,D4100,PK,0,Not PBA,6566164.53,0,1.0,1,0.5,0,OGM Asia Pacific,CONSULTING SERVICES,Pakistan,"OAA Afghanistan, Pakistan and Sri Lanka",Directive,3,S4141,Canadian Profit Making,Closed,A021236001,6566164.53,B4100,4124,Pakistan,0.0,0,1,0,0,0,0,0
2009/2010,The Universalia Management Group Inc.,OAD Asia Programming,13194.325,0,Uncoded: Pre-APP,D4100,PK,0,Not PBA,6566164.53,0,1.0,1,0.5,0,OGM Asia Pacific,CONSULTING SERVICES,Pakistan,"OAA Afghanistan, Pakistan and Sri Lanka",Directive,3,S4141,Canadian Profit Making,Closed,A021236001,6566164.53,B4100,4124,Pakistan,0.0,0,1,0,0,0,0,0
2009/2010,Agriteam Canada,OAD Asia Programming,701241.285,0,Uncoded: Pre-APP,D4100,PK,0,Not PBA,6566164.53,0,1.0,1,0.5,0,OGM Asia Pacific,CONSULTING SERVICES,Pakistan,"OAA Afghanistan, Pakistan and Sri Lanka",Directive,3,S4141,Canadian Profit Making,Closed,A021236001,6566164.53,B4100,4124,Pakistan,0.0,0,1,0,0,0,0,0
2009/2010,The Universalia Management Group Inc.,OAD Asia Programming,13194.325,0,Uncoded: Pre-APP,D4100,PK,0,Not PBA,6566164.53,0,1.0,1,0.5,0,OGM Asia Pacific,CONSULTING SERVICES,Pakistan,"OAA Afghanistan, Pakistan and Sri Lanka",Directive,3,S4141,Canadian Profit Making,Closed,A021236001,6566164.53,B4100,4124,Pakistan,0.0,0,1,0,0,0,0,0
2009/2010,Ingenieros y Arquitectos Asociados La Paz Ltd.,NDD Americas Programming,13714.68,0,Uncoded: Pre-APP,D4400,BO,0,Not PBA,0.0,1,1.0,1,0.4,0,NGM Americas,ASSOCIATIONS,Bolivia,South America,Directive,1,S4413,Foreign Non-Profit Making,Closed,A021314PRE,273083.86,B4400,4416,Bolivia,0.0,0,1,1,0,0,0,0
2009/2010,Ingenieros y Arquitectos Asociados La Paz Ltd.,NDD Americas Programming,13714.68,0,Uncoded: Pre-APP,D4400,BO,0,Not PBA,0.0,1,1.0,1,0.4,0,NGM Americas,ASSOCIATIONS,Bolivia,South America,Directive,1,S4413,Foreign Non-Profit Making,Closed,A021314PRE,273083.86,B4400,4416,Bolivia,0.0,0,1,1,0,0,0,0
2009/2010,Ingenieros y Arquitectos Asociados La Paz Ltd.,NDD Americas Programming,6857.34,0,Uncoded: Pre-APP,D4400,BO,0,Not PBA,0.0,1,1.0,1,0.2,0,NGM Americas,ASSOCIATIONS,Bolivia,South America,Directive,1,S4413,Foreign Non-Profit Making,Closed,A021314PRE,273083.86,B4400,4416,Bolivia,0.0,0,1,1,0,0,0,0
2009/2010,CARE Canada,WED Southern & Eastern Africa,4329.733,0,Uncoded: Pre-APP,D4270,X1,1,Not PBA,611160.56,1,1.0,0,0.1,0,WGM Sub-Saharan Africa,NGO,Africa MC,"Ethiopia, PanAfrica, SubRegional",Directive,2,S4227,Canadian Non-Profit Making,Terminating,A021334002,611160.56,B4200,4246,PanAfrica,0.0,0,1,0,0,0,0,0
2009/2010,Project Services International Inc.,WED Southern & Eastern Africa,2565.288,0,Uncoded: Pre-APP,D4270,X1,1,Not PBA,611160.56,1,1.0,0,0.1,0,WGM Sub-Saharan Africa,CONSULTING SERVICES,Africa MC,"Ethiopia, PanAfrica, SubRegional",Directive,2,S4227,Canadian Profit Making,Terminating,A021334002,611160.56,B4200,4246,PanAfrica,0.0,0,1,0,0,0,0,0
2009/2010,CARE Canada,WED Southern & Eastern Africa,25978.397999999997,0,Uncoded: Pre-APP,D4270,X1,1,Not PBA,611160.56,1,1.0,0,0.6,0,WGM Sub-Saharan Africa,NGO,Africa MC,"Ethiopia, PanAfrica, SubRegional",Directive,2,S4227,Canadian Non-Profit Making,Terminating,A021334002,611160.56,B4200,4246,PanAfrica,0.0,0,1,0,0,0,0,0
2009/2010,Project Services International Inc.,WED Southern & Eastern Africa,15391.728000000001,0,Uncoded: Pre-APP,D4270,X1,1,Not PBA,611160.56,1,1.0,0,0.6,0,WGM Sub-Saharan Africa,CONSULTING SERVICES,Africa MC,"Ethiopia, PanAfrica, SubRegional",Directive,2,S4227,Canadian Profit Making,Terminating,A021334002,611160.56,B4200,4246,PanAfrica,0.0,0,1,0,0,0,0,0
2009/2010,CARE Canada,WED Southern & Eastern Africa,12989.198999999999,0,Uncoded: Pre-APP,D4270,X1,1,Not PBA,611160.56,1,1.0,0,0.3,0,WGM Sub-Saharan Africa,NGO,Africa MC,"Ethiopia, PanAfrica, SubRegional",Directive,2,S4227,Canadian Non-Profit Making,Terminating,A021334002,611160.56,B4200,4246,PanAfrica,0.0,0,1,0,0,0,0,0
2009/2010,Project Services International Inc.,WED Southern & Eastern Africa,7695.8640000000005,0,Uncoded: Pre-APP,D4270,X1,1,Not PBA,611160.56,1,1.0,0,0.3,0,WGM Sub-Saharan Africa,CONSULTING SERVICES,Africa MC,"Ethiopia, PanAfrica, SubRegional",Directive,2,S4227,Canadian Profit Making,Terminating,A021334002,611160.56,B4200,4246,PanAfrica,0.0,0,1,0,0,0,0,0
2009/2010,Department of Foreign Affairs and International Trade,EDD Europe-Middle East Programming,3966.9448,0,Uncoded: Pre-APP,D3100,YE,1,Not PBA,2694419.4,0,1.0,0,1.0,0,"EGM Europe, Middle East and Maghreb",FEDERAL,Western Asia,West Bank Gaza & Palestinian Refugees,Directive,3,S4264,Canadian Non-Profit Making,Closed,A021360001,2694419.4,B3100,4268,Middle East Peace Process,0.0,0,1,0,0,0,0,0
2009/2010,University of Windsor Finance Department,EDD Europe-Middle East Programming,370.56699999999995,0,Uncoded: Pre-APP,D3100,YE,1,Not PBA,2694419.4,0,1.0,0,1.0,0,"EGM Europe, Middle East and Maghreb",UNIVERSITY,Western Asia,West Bank Gaza & Palestinian Refugees,Directive,3,S4264,Canadian Non-Profit Making,Closed,A021360001,2694419.4,B3100,4268,Middle East Peace Process,0.0,0,1,0,0,0,0,0
2009/2010,Department of Foreign Affairs and International Trade,EDD Europe-Middle East Programming,11900.8344,0,Uncoded: Pre-APP,D3100,JO,1,Not PBA,2694419.4,0,1.0,0,1.0,0,"EGM Europe, Middle East and Maghreb",FEDERAL,Western Asia,West Bank Gaza & Palestinian Refugees,Directive,3,S4264,Canadian Non-Profit Making,Closed,A021360001,2694419.4,B3100,4268,Middle East Peace Process,0.0,0,1,0,0,0,0,0
2009/2010,University of Windsor Finance Department,EDD Europe-Middle East Programming,1111.701,0,Uncoded: Pre-APP,D3100,JO,1,Not PBA,2694419.4,0,1.0,0,1.0,0,"EGM Europe, Middle East and Maghreb",UNIVERSITY,Western Asia,West Bank Gaza & Palestinian Refugees,Directive,3,S4264,Canadian Non-Profit Making,Closed,A021360001,2694419.4,B3100,4268,Middle East Peace Process,0.0,0,1,0,0,0,0,0
2009/2010,Department of Foreign Affairs and International Trade,EDD Europe-Middle East Programming,11900.8344,0,Uncoded: Pre-APP,D3100,LB,1,Not PBA,2694419.4,0,1.0,0,1.0,0,"EGM Europe, Middle East and Maghreb",FEDERAL,Western Asia,West Bank Gaza & Palestinian Refugees,Directive,3,S4264,Canadian Non-Profit Making,Closed,A021360001,2694419.4,B3100,4268,Middle East Peace Process,0.0,0,1,0,0,0,0,0
2009/2010,University of Windsor Finance Department,EDD Europe-Middle East Programming,1111.701,0,Uncoded: Pre-APP,D3100,LB,1,Not PBA,2694419.4,0,1.0,0,1.0,0,"EGM Europe, Middle East and Maghreb",UNIVERSITY,Western Asia,West Bank Gaza & Palestinian Refugees,Directive,3,S4264,Canadian Non-Profit Making,Closed,A021360001,2694419.4,B3100,4268,Middle East Peace Process,0.0,0,1,0,0,0,0,0
2009/2010,Department of Foreign Affairs and International Trade,EDD Europe-Middle East Programming,11900.8344,0,Uncoded: Pre-APP,D3100,SY,1,Not PBA,2694419.4,0,1.0,0,1.0,0,"EGM Europe, Middle East and Maghreb",FEDERAL,Western Asia,West Bank Gaza & Palestinian Refugees,Directive,3,S4264,Canadian Non-Profit Making,Closed,A021360001,2694419.4,B3100,4268,Middle East Peace Process,0.0,0,1,0,0,0,0,0
2009/2010,University of Windsor Finance Department,EDD Europe-Middle East Programming,1111.701,0,Uncoded: Pre-APP,D3100,SY,1,Not PBA,2694419.4,0,1.0,0,1.0,0,"EGM Europe, Middle East and Maghreb",UNIVERSITY,Western Asia,West Bank Gaza & Palestinian Refugees,Directive,3,S4264,Canadian Non-Profit Making,Closed,A021360001,2694419.4,B3100,4268,Middle East Peace Process,0.0,0,1,0,0,0,0,0
2009/2010,Department of Foreign Affairs and International Trade,EDD Europe-Middle East Programming,158677.792,0,Uncoded: Pre-APP,D3100,PS,1,Not PBA,2694419.4,0,1.0,0,1.0,0,"EGM Europe, Middle East and Maghreb",FEDERAL,Western Asia,West Bank Gaza & Palestinian Refugees,Directive,3,S4264,Canadian Non-Profit Making,Closed,A021360001,2694419.4,B3100,4268,Middle East Peace Process,0.0,0,1,0,0,0,0,0
2009/2010,University of Windsor Finance Department,EDD Europe-Middle East Programming,14822.68,0,Uncoded: Pre-APP,D3100,PS,1,Not PBA,2694419.4,0,1.0,0,1.0,0,"EGM Europe, Middle East and Maghreb",UNIVERSITY,Western Asia,West Bank Gaza & Palestinian Refugees,Directive,3,S4264,Canadian Non-Profit Making,Closed,A021360001,2694419.4,B3100,4268,Middle East Peace Process,0.0,0,1,0,0,0,0,0
