Fiscal year,CIDA business delivery model (old),CountryRegion ID,Biodiversity (marker),Organisation name,Division ID,Programming process (new),Division name,Continent ID,Section ID,Project number,Trade development (marker),Branch name,Continent name,CountryRegion percent,Status,Maximum CIDA contribution (project-level),Branch ID,Section name,Regional program (marker),Fund centre ID,Fund centre name,Untied amount(Project-level budget),FSTC percent,IRTC percent,CFLI (marker),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker),Desertification (marker),Participatory development and good governance
2009/2010,Responsive,50,0,Department of Foreign Affairs and International Trade,D4400,Uncoded: Pre-APP,NDD Americas Programming,1,S4413,A020910001,0,NGM Americas,America,0.3,Closed,1488850.78,B4400,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Responsive,50,0,Information not available,D4400,Uncoded: Pre-APP,NDD Americas Programming,1,S4413,A020910001,0,NGM Americas,America,0.3,Closed,1488850.78,B4400,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Responsive,50,0,Department of Foreign Affairs and International Trade,D4400,Uncoded: Pre-APP,NDD Americas Programming,1,S4413,A020910001,0,NGM Americas,America,0.3,Closed,1488850.78,B4400,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Responsive,50,0,Information not available,D4400,Uncoded: Pre-APP,NDD Americas Programming,1,S4413,A020910001,0,NGM Americas,America,0.3,Closed,1488850.78,B4400,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Responsive,50,0,Department of Foreign Affairs and International Trade,D4400,Uncoded: Pre-APP,NDD Americas Programming,1,S4413,A020910001,0,NGM Americas,America,0.3,Closed,1488850.78,B4400,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Responsive,50,0,Information not available,D4400,Uncoded: Pre-APP,NDD Americas Programming,1,S4413,A020910001,0,NGM Americas,America,0.3,Closed,1488850.78,B4400,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Responsive,50,0,Department of Foreign Affairs and International Trade,D4400,Uncoded: Pre-APP,NDD Americas Programming,1,S4413,A020910001,0,NGM Americas,America,0.3,Closed,1488850.78,B4400,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Responsive,50,0,Information not available,D4400,Uncoded: Pre-APP,NDD Americas Programming,1,S4413,A020910001,0,NGM Americas,America,0.3,Closed,1488850.78,B4400,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Responsive,50,0,Department of Foreign Affairs and International Trade,D4400,Uncoded: Pre-APP,NDD Americas Programming,1,S4413,A020910001,0,NGM Americas,America,0.3,Closed,1488850.78,B4400,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Responsive,50,0,Information not available,D4400,Uncoded: Pre-APP,NDD Americas Programming,1,S4413,A020910001,0,NGM Americas,America,0.3,Closed,1488850.78,B4400,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Responsive,PY,0,Centre for Nursing Studies,D4400,Uncoded: Pre-APP,NDD Americas Programming,1,S4413,A020910017,0,NGM Americas,America,1.0,Closed,861997.0,B4400,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,PY,0,Centre for Nursing Studies,D4400,Uncoded: Pre-APP,NDD Americas Programming,1,S4413,A020910017,0,NGM Americas,America,1.0,Closed,861997.0,B4400,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,PY,0,Centre for Nursing Studies,D4400,Uncoded: Pre-APP,NDD Americas Programming,1,S4413,A020910017,0,NGM Americas,America,1.0,Closed,861997.0,B4400,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,PY,0,Centre for Nursing Studies,D4400,Uncoded: Pre-APP,NDD Americas Programming,1,S4413,A020910017,0,NGM Americas,America,1.0,Closed,861997.0,B4400,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,BO,0,Barreau du Qu�bec,D4400,Uncoded: Pre-APP,NDD Americas Programming,1,S4413,A020910018,0,NGM Americas,America,1.0,Closed,329838.0,B4400,South America,0,4416,Bolivia,329838.0,1.0,0.0,0,1,Not PBA,0,0,0,0,1
2009/2010,Responsive,BO,0,Barreau du Qu�bec,D4400,Uncoded: Pre-APP,NDD Americas Programming,1,S4413,A020910018,0,NGM Americas,America,1.0,Closed,329838.0,B4400,South America,0,4416,Bolivia,329838.0,1.0,0.0,0,1,Not PBA,0,0,0,0,1
2009/2010,Responsive,BR,0,University of New Brunswick,D4400,Uncoded: Pre-APP,NDD Americas Programming,1,S4413,A020911008,0,NGM Americas,America,1.0,Closed,2531353.0,B4400,South America,0,4418,Brazil,0.0,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Responsive,BR,0,University of New Brunswick,D4400,Uncoded: Pre-APP,NDD Americas Programming,1,S4413,A020911008,0,NGM Americas,America,1.0,Closed,2531353.0,B4400,South America,0,4418,Brazil,0.0,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Responsive,BR,0,University of New Brunswick,D4400,Uncoded: Pre-APP,NDD Americas Programming,1,S4413,A020911008,0,NGM Americas,America,1.0,Closed,2531353.0,B4400,South America,0,4418,Brazil,0.0,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Responsive,BR,0,Ryerson International Development Centre,D4400,Uncoded: Pre-APP,NDD Americas Programming,1,S4413,A020911009,0,NGM Americas,America,1.0,Closed,1713817.92,B4400,South America,0,4418,Brazil,0.0,1.0,0.0,0,1,Not PBA,0,0,0,0,1
2009/2010,Responsive,BR,0,Ryerson International Development Centre,D4400,Uncoded: Pre-APP,NDD Americas Programming,1,S4413,A020911009,0,NGM Americas,America,1.0,Closed,1713817.92,B4400,South America,0,4418,Brazil,0.0,1.0,0.0,0,1,Not PBA,0,0,0,0,1
2009/2010,Responsive,BR,0,Ryerson International Development Centre,D4400,Uncoded: Pre-APP,NDD Americas Programming,1,S4413,A020911009,0,NGM Americas,America,1.0,Closed,1713817.92,B4400,South America,0,4418,Brazil,0.0,1.0,0.0,0,1,Not PBA,0,0,0,0,1
2009/2010,Directive,CD,0,Soci�t� de coop�ration pour le d�veloppement international,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4287,A020982001,0,WGM Sub-Saharan Africa,Africa,1.0,Closed,4899012.2,B4200,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,4899012.2,1.0,0.0,0,1,Not PBA,0,0,0,0,1
2009/2010,Directive,CD,0,Soci�t� de coop�ration pour le d�veloppement international,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4287,A020982001,0,WGM Sub-Saharan Africa,Africa,1.0,Closed,4899012.2,B4200,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,4899012.2,1.0,0.0,0,1,Not PBA,0,0,0,0,1
2009/2010,Directive,BD,0,Commonwealth Judicial Education Institute,D4100,Uncoded: Pre-APP,OAD Asia Programming,3,S4122,A021170001,0,OGM Asia Pacific,Asia,1.0,Closed,17121139.37,B4100,Bangladesh Section,0,4122,Bangladesh,17121139.37,1.0,0.0,0,1,Not PBA,0,0,0,0,1
2009/2010,Directive,BD,0,IBM Canada Ltd. (Formerly Pricewaterhouse Consult.),D4100,Uncoded: Pre-APP,OAD Asia Programming,3,S4122,A021170001,0,OGM Asia Pacific,Asia,1.0,Closed,17121139.37,B4100,Bangladesh Section,0,4122,Bangladesh,17121139.37,1.0,0.0,0,1,Not PBA,0,0,0,0,1
2009/2010,Directive,CD,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4287,A021224002,0,WGM Sub-Saharan Africa,Africa,1.0,Closed,246397.97,B4200,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,246397.97,1.0,0.0,0,1,Not PBA,0,0,0,0,1
2009/2010,Directive,CD,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4287,A021224002,0,WGM Sub-Saharan Africa,Africa,1.0,Closed,246397.97,B4200,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,246397.97,1.0,0.0,0,1,Not PBA,0,0,0,0,1
2009/2010,Directive,CD,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4287,A021224002,0,WGM Sub-Saharan Africa,Africa,1.0,Closed,246397.97,B4200,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,246397.97,1.0,0.0,0,1,Not PBA,0,0,0,0,1
2009/2010,Directive,PK,0,Agriteam Canada,D4100,Uncoded: Pre-APP,OAD Asia Programming,3,S4141,A021236001,0,OGM Asia Pacific,Asia,1.0,Closed,6566164.53,B4100,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,Pakistan,6566164.53,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,PK,0,The Universalia Management Group Inc.,D4100,Uncoded: Pre-APP,OAD Asia Programming,3,S4141,A021236001,0,OGM Asia Pacific,Asia,1.0,Closed,6566164.53,B4100,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,Pakistan,6566164.53,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,PK,0,Agriteam Canada,D4100,Uncoded: Pre-APP,OAD Asia Programming,3,S4141,A021236001,0,OGM Asia Pacific,Asia,1.0,Closed,6566164.53,B4100,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,Pakistan,6566164.53,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,PK,0,The Universalia Management Group Inc.,D4100,Uncoded: Pre-APP,OAD Asia Programming,3,S4141,A021236001,0,OGM Asia Pacific,Asia,1.0,Closed,6566164.53,B4100,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,Pakistan,6566164.53,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,BO,0,Ingenieros y Arquitectos Asociados La Paz Ltd.,D4400,Uncoded: Pre-APP,NDD Americas Programming,1,S4413,A021314PRE,0,NGM Americas,America,1.0,Closed,273083.86,B4400,South America,0,4416,Bolivia,0.0,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Directive,BO,0,Ingenieros y Arquitectos Asociados La Paz Ltd.,D4400,Uncoded: Pre-APP,NDD Americas Programming,1,S4413,A021314PRE,0,NGM Americas,America,1.0,Closed,273083.86,B4400,South America,0,4416,Bolivia,0.0,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Directive,BO,0,Ingenieros y Arquitectos Asociados La Paz Ltd.,D4400,Uncoded: Pre-APP,NDD Americas Programming,1,S4413,A021314PRE,0,NGM Americas,America,1.0,Closed,273083.86,B4400,South America,0,4416,Bolivia,0.0,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Directive,X1,0,CARE Canada,D4270,Uncoded: Pre-APP,WED Southern & Eastern Africa,2,S4227,A021334002,0,WGM Sub-Saharan Africa,Africa,1.0,Terminating,611160.56,B4200,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,611160.56,1.0,0.0,0,1,Not PBA,0,0,0,0,1
2009/2010,Directive,X1,0,Project Services International Inc.,D4270,Uncoded: Pre-APP,WED Southern & Eastern Africa,2,S4227,A021334002,0,WGM Sub-Saharan Africa,Africa,1.0,Terminating,611160.56,B4200,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,611160.56,1.0,0.0,0,1,Not PBA,0,0,0,0,1
2009/2010,Directive,X1,0,CARE Canada,D4270,Uncoded: Pre-APP,WED Southern & Eastern Africa,2,S4227,A021334002,0,WGM Sub-Saharan Africa,Africa,1.0,Terminating,611160.56,B4200,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,611160.56,1.0,0.0,0,1,Not PBA,0,0,0,0,1
2009/2010,Directive,X1,0,Project Services International Inc.,D4270,Uncoded: Pre-APP,WED Southern & Eastern Africa,2,S4227,A021334002,0,WGM Sub-Saharan Africa,Africa,1.0,Terminating,611160.56,B4200,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,611160.56,1.0,0.0,0,1,Not PBA,0,0,0,0,1
2009/2010,Directive,X1,0,CARE Canada,D4270,Uncoded: Pre-APP,WED Southern & Eastern Africa,2,S4227,A021334002,0,WGM Sub-Saharan Africa,Africa,1.0,Terminating,611160.56,B4200,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,611160.56,1.0,0.0,0,1,Not PBA,0,0,0,0,1
2009/2010,Directive,X1,0,Project Services International Inc.,D4270,Uncoded: Pre-APP,WED Southern & Eastern Africa,2,S4227,A021334002,0,WGM Sub-Saharan Africa,Africa,1.0,Terminating,611160.56,B4200,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,611160.56,1.0,0.0,0,1,Not PBA,0,0,0,0,1
2009/2010,Directive,130,0,Department of Foreign Affairs and International Trade,D3100,Uncoded: Pre-APP,EDD Europe-Middle East Programming,3,S4264,A021360001,0,"EGM Europe, Middle East and Maghreb",Asia,0.02,Closed,2694419.4,B3100,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,130,0,University of Windsor Finance Department,D3100,Uncoded: Pre-APP,EDD Europe-Middle East Programming,3,S4264,A021360001,0,"EGM Europe, Middle East and Maghreb",Asia,0.02,Closed,2694419.4,B3100,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,130,0,Department of Foreign Affairs and International Trade,D3100,Uncoded: Pre-APP,EDD Europe-Middle East Programming,3,S4264,A021360001,0,"EGM Europe, Middle East and Maghreb",Asia,0.06,Closed,2694419.4,B3100,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,130,0,University of Windsor Finance Department,D3100,Uncoded: Pre-APP,EDD Europe-Middle East Programming,3,S4264,A021360001,0,"EGM Europe, Middle East and Maghreb",Asia,0.06,Closed,2694419.4,B3100,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,130,0,Department of Foreign Affairs and International Trade,D3100,Uncoded: Pre-APP,EDD Europe-Middle East Programming,3,S4264,A021360001,0,"EGM Europe, Middle East and Maghreb",Asia,0.06,Closed,2694419.4,B3100,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,130,0,University of Windsor Finance Department,D3100,Uncoded: Pre-APP,EDD Europe-Middle East Programming,3,S4264,A021360001,0,"EGM Europe, Middle East and Maghreb",Asia,0.06,Closed,2694419.4,B3100,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,130,0,Department of Foreign Affairs and International Trade,D3100,Uncoded: Pre-APP,EDD Europe-Middle East Programming,3,S4264,A021360001,0,"EGM Europe, Middle East and Maghreb",Asia,0.06,Closed,2694419.4,B3100,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,130,0,University of Windsor Finance Department,D3100,Uncoded: Pre-APP,EDD Europe-Middle East Programming,3,S4264,A021360001,0,"EGM Europe, Middle East and Maghreb",Asia,0.06,Closed,2694419.4,B3100,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,130,0,Department of Foreign Affairs and International Trade,D3100,Uncoded: Pre-APP,EDD Europe-Middle East Programming,3,S4264,A021360001,0,"EGM Europe, Middle East and Maghreb",Asia,0.8,Closed,2694419.4,B3100,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,130,0,University of Windsor Finance Department,D3100,Uncoded: Pre-APP,EDD Europe-Middle East Programming,3,S4264,A021360001,0,"EGM Europe, Middle East and Maghreb",Asia,0.8,Closed,2694419.4,B3100,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,CD,0,C�RAC Inc.,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4287,A021363001,0,WGM Sub-Saharan Africa,Africa,1.0,Closed,8846131.41,B4200,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,CD,0,Groupe Consultation CCISD et MIR,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4287,A021363001,0,WGM Sub-Saharan Africa,Africa,1.0,Closed,8846131.41,B4200,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,CD,0,C�RAC Inc.,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4287,A021363001,0,WGM Sub-Saharan Africa,Africa,1.0,Closed,8846131.41,B4200,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,CD,0,Groupe Consultation CCISD et MIR,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4287,A021363001,0,WGM Sub-Saharan Africa,Africa,1.0,Closed,8846131.41,B4200,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,CD,0,C�RAC Inc.,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4287,A021363001,0,WGM Sub-Saharan Africa,Africa,1.0,Closed,8846131.41,B4200,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,CD,0,Groupe Consultation CCISD et MIR,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4287,A021363001,0,WGM Sub-Saharan Africa,Africa,1.0,Closed,8846131.41,B4200,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,CD,0,C�RAC Inc.,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4287,A021363001,0,WGM Sub-Saharan Africa,Africa,1.0,Closed,8846131.41,B4200,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,CD,0,Groupe Consultation CCISD et MIR,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4287,A021363001,0,WGM Sub-Saharan Africa,Africa,1.0,Closed,8846131.41,B4200,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,CD,0,C�RAC Inc.,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4287,A021363001,0,WGM Sub-Saharan Africa,Africa,1.0,Closed,8846131.41,B4200,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,CD,0,Groupe Consultation CCISD et MIR,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4287,A021363001,0,WGM Sub-Saharan Africa,Africa,1.0,Closed,8846131.41,B4200,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,CD,0,C�RAC Inc.,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4287,A021363001,0,WGM Sub-Saharan Africa,Africa,1.0,Closed,8846131.41,B4200,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,CD,0,Groupe Consultation CCISD et MIR,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4287,A021363001,0,WGM Sub-Saharan Africa,Africa,1.0,Closed,8846131.41,B4200,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,CD,0,GESTION DE PROJET LB INC.,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4287,A021367002,0,WGM Sub-Saharan Africa,Africa,1.0,Closed,320562.14,B4200,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,320562.14,1.0,0.0,0,1,Not PBA,0,0,0,0,1
2009/2010,Directive,CD,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4287,A021367002,0,WGM Sub-Saharan Africa,Africa,1.0,Closed,320562.14,B4200,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,320562.14,1.0,0.0,0,1,Not PBA,0,0,0,0,1
2009/2010,Directive,CD,0,GESTION DE PROJET LB INC.,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4287,A021367002,0,WGM Sub-Saharan Africa,Africa,1.0,Closed,320562.14,B4200,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,320562.14,1.0,0.0,0,1,Not PBA,0,0,0,0,1
2009/2010,Directive,CD,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4287,A021367002,0,WGM Sub-Saharan Africa,Africa,1.0,Closed,320562.14,B4200,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,320562.14,1.0,0.0,0,1,Not PBA,0,0,0,0,1
2009/2010,Directive,CD,0,GESTION DE PROJET LB INC.,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4287,A021367002,0,WGM Sub-Saharan Africa,Africa,1.0,Closed,320562.14,B4200,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,320562.14,1.0,0.0,0,1,Not PBA,0,0,0,0,1
2009/2010,Directive,CD,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4287,A021367002,0,WGM Sub-Saharan Africa,Africa,1.0,Closed,320562.14,B4200,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,320562.14,1.0,0.0,0,1,Not PBA,0,0,0,0,1
2009/2010,Directive,CD,0,GESTION DE PROJET LB INC.,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4287,A021367002,0,WGM Sub-Saharan Africa,Africa,1.0,Closed,320562.14,B4200,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,320562.14,1.0,0.0,0,1,Not PBA,0,0,0,0,1
2009/2010,Directive,CD,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4287,A021367002,0,WGM Sub-Saharan Africa,Africa,1.0,Closed,320562.14,B4200,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,320562.14,1.0,0.0,0,1,Not PBA,0,0,0,0,1
2009/2010,Directive,960,0,Department of Foreign Affairs and International Trade,D4400,Uncoded: Pre-APP,NDD Americas Programming,1,S4429,A021397004,0,NGM Americas,America,0.125,Closed,1735857.03,B4400,Caricom - Adm,1,4434,Caribbean Region,1735857.03,1.0,0.0,0,1,Not PBA,0,0,0,0,1
2009/2010,Directive,960,0,Department of Foreign Affairs and International Trade,D4400,Uncoded: Pre-APP,NDD Americas Programming,1,S4429,A021397004,0,NGM Americas,America,0.125,Closed,1735857.03,B4400,Caricom - Adm,1,4434,Caribbean Region,1735857.03,1.0,0.0,0,1,Not PBA,0,0,0,0,1
2009/2010,Directive,960,0,Department of Foreign Affairs and International Trade,D4400,Uncoded: Pre-APP,NDD Americas Programming,1,S4429,A021397004,0,NGM Americas,America,0.125,Closed,1735857.03,B4400,Caricom - Adm,1,4434,Caribbean Region,1735857.03,1.0,0.0,0,1,Not PBA,0,0,0,0,1
2009/2010,Directive,960,0,Department of Foreign Affairs and International Trade,D4400,Uncoded: Pre-APP,NDD Americas Programming,1,S4429,A021397004,0,NGM Americas,America,0.125,Closed,1735857.03,B4400,Caricom - Adm,1,4434,Caribbean Region,1735857.03,1.0,0.0,0,1,Not PBA,0,0,0,0,1
2009/2010,Directive,960,0,Department of Foreign Affairs and International Trade,D4400,Uncoded: Pre-APP,NDD Americas Programming,1,S4429,A021397004,0,NGM Americas,America,0.125,Closed,1735857.03,B4400,Caricom - Adm,1,4434,Caribbean Region,1735857.03,1.0,0.0,0,1,Not PBA,0,0,0,0,1
2009/2010,Directive,960,0,Department of Foreign Affairs and International Trade,D4400,Uncoded: Pre-APP,NDD Americas Programming,1,S4429,A021397004,0,NGM Americas,America,0.125,Closed,1735857.03,B4400,Caricom - Adm,1,4434,Caribbean Region,1735857.03,1.0,0.0,0,1,Not PBA,0,0,0,0,1
