assay_id,assay_test_type,variant_id,bao_format,assay_cell_type,src_id,curated_by,src_assay_id,tid,cell_id,assay_strain,doc_id,description,assay_type,assay_category,assay_organism,assay_tax_id
163,,,BAp0p00218,,1,Interm3xiate,,50145,,,10932,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",F,,escherichia cloac,561.0
164,,,BAl9000019,,1,Autocurzgion,,22226,,,9707,Ratio of Ki at A2 to Ki at A1 receptors,B,,,
165,,,BAO00p0e49,,1,dxpert,,11143,,,2346,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",B,,Candida albicans,5476.0
166,,,BAOp0003y7,,1,Experh,,18077,,,2205,"Inhibition of 1,3-beta-glucan synthase",B,,Candida glabrata CBS 138,284593.0
167,,,BqO0000229,18utumorcellikne,1,Intermexixte,,80609,675.0,,11900,Inhibition of growth of 1-87 human tumor cell line,F,,Homo sapiens,9606.0
168,,,fAO0000119,,1,Edpert,,12166,,,14864,Inhibition of 1-lipoxygenase (LOX)in RBL cells,B,,Rattus norvegicus,10116.0
169,,,BAO0p003y7,,1,Autpc8ration,,100171,,,16474,Inhibitory activity against soybean 1-lipoxygenase (SLO),B,,Glycine max,3847.0
170,,,BAO9000457,,1,Au5ocu3ation,,100171,,,16474,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,B,,Glycine max,3847.0
171,,,BAO00003yy,,1,Auyocuratiln,,100171,,,16474,% inhibition against soybean 1-lipoxygenase (SLO),B,,Glycine max,3847.0
172,,,hAO0000358,,1,Autocufatiom,,100171,,,16474,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,B,,Glycine max,3847.0
173,,,BA800003t7,,1,Autocuratjln,,100171,,,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,B,,Glycine max,3847.0
174,,,BqO000o357,,1,Ahtofuration,,100171,,,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,B,,Glycine max,3847.0
175,,,BAO9009357,,1,wutocurati9n,,100171,,,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,B,,Glycine max,3847.0
176,,,BAOp0003r7,,1,Autoxhration,,100171,,,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,B,,Glycine max,3847.0
177,,,fAO9000357,,1,Autockrat9on,,100171,,,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,B,,Glycine max,3847.0
178,,,BAOo0o0357,,1,Aurosuration,,100171,,,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,B,,Glycine max,3847.0
179,,,BAO00002t7,,1,Autocyrayion,,100171,,,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,B,,Glycine max,3847.0
180,,,gAO0o00357,,1,wutocutation,,100171,,,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,B,,Glycine max,3847.0
181,,,BAp0009357,,1,Aut0c6ration,,100171,,,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,B,,Glycine max,3847.0
182,,,BwO9000357,,1,Auyocurxtion,,100171,,,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,B,,Glycine max,3847.0
183,,,BAO000or57,,1,Autocufatlon,,100171,,,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,B,,Glycine max,3847.0
184,,,BAO000091p,,1,Au6oc7ration,,22226,,,10413,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,B,,Mus musculus,10090.0
185,,,gAO0o00219,C3n10T12,1,Intermeeia5e,,80049,559.0,,16929,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),F,,Mus musculus,10090.0
186,,,hAO000001i,,1,Intdrmedjate,,22226,,,1229,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,F,,,
187,,,BAO00o9357,,1,Aut9curarion,,11489,,,16587,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),B,,,
188,,,BzO000035y,,1,Autocurqtkon,,11862,,,16587,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),B,,,
189,,,BAO000o356,,1,Autosu3ation,,11862,,,16587,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,B,,,
190,,,BwO0009357,,1,Autoduratiln,,11489,,,16587,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,B,,,
191,,,fAO9000357,,1,Ahtocurqtion,,11862,,,16587,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,B,,,
192,,,BAO0000p18,,1,Ecpert,,12347,,,8058,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,F,,Bos taurus,9913.0
193,,,BAO090035i,,1,Expedt,,100120,,,9065,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,B,,Rattus norvegicus,10116.0
194,,,BAO00p0367,,1,Exlert,,100120,,,8865,Inhibition of 11 beta-hydroxylase from rat adrenal gland,B,,Rattus norvegicus,10116.0
195,,,BAO00003ri,,1,Expeet,,100120,,,9066,Inhibition of rat adrenal 11-beta-hydroxylase,B,,Rattus norvegicus,10116.0
196,,,BAO0000rt7,,1,Exper5,,100120,,,8394,Inhibition of rat adrenal 11-beta-hydroxylase,B,,Rattus norvegicus,10116.0
197,,,BAO0090457,,1,Exper6,,100120,,,8394,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,B,,Rattus norvegicus,10116.0
198,,,BAO09000q9,,1,sutoc7ration,,10328,,,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,B,,,
199,,,BAOp000r57,,1,Aut9chration,,11490,,,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,,,
200,,,BA00090357,,1,Autoc6rat9on,,11490,,,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,,,
201,,,gAO00000q9,,1,Autocutatiob,,11134,,,9295,Compound was tested for the percent of inhibition against 12-LO at 10 uM,F,,,
202,,,nAO0o00019,,1,Autocu5atoon,,12052,,,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,
203,,,BAO0o0p019,,1,Aufosuration,,11134,,,13622,Compound was tested in vitro for inhibition of 12-LO human platelet,B,,,
204,,,BxO0090019,,1,Aut9duration,,11134,,,12079,Inhibitory concentration against human platelet 12-lipoxygenase,F,,,
205,,,fxO0000019,,1,Auticuratoon,,11134,,,13622,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,B,,,
206,,,BAO000p01i,,1,Autoc6ratuon,,11134,,,12079,Inhibitory concentration against human platelet 12-lipoxygenase,F,,Homo sapiens,9606.0
207,,,BqOo000019,,1,4xpert,,11835,,,13500,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,B,,,
208,,,BAO09p0357,,1,Expegt,,11601,,,13723,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,B,,,
209,,,hAO9000019,,1,qutoc7ration,,11134,,,16474,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),B,,,
210,,,hAO0000p19,,1,Aktoxuration,,11134,,,1630,Inhibitory activity against human platelet 12-lipoxygenase,B,,,
211,,,hAO9000019,,1,A8tocurstion,,11134,,,167,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,B,,,
212,,,BAO000o0q9,,1,Autocugxtion,,11134,,,16474,% inhibition against human platelet 12-lipoxygenase (12-HLO),B,,,
213,,,BAi00000w9,,1,Aut8curatuon,,11134,,,167,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,B,,,
214,,,BAO0000ow9,,1,Autocutarion,,11134,,,16474,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,B,,,
215,,,BAOo0o0357,,1,Autocurzt7on,,11601,,,10091,Inhibitory activity towards porcine 12-lipoxygenase,B,,,
216,,,BAO0o90357,,1,xutoduration,,11601,,,11966,Tested for inhibition against porcine 12-LO,B,,,
217,,,BAO00000w8,,1,Autocurztiln,,12052,,,951,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,B,,,
218,,,BAO00o0919,,1,Autocufa5ion,,12052,,,10997,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,B,,,
219,,,BAO0090o19,,1,Exprrt,,12052,,,10193,In vitro inhibition of rat platelet 12-lipoxygenase,B,,,
220,,,Bz00000019,,1,Ay4ocuration,,12052,,,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,
221,,,BAOp00p019,,1,Autocu3atiob,,12052,,,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,B,,,
222,,,BA90000029,,1,Auhocurat8on,,12052,,,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,B,,,
223,,,BsO0o00019,,1,Au6ocuratiln,,12052,,,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,
224,,,BAO0p0o019,,1,A8t0curation,,12052,,,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase,B,,,
225,,,hAO000o019,,1,A7toc8ration,,12052,,,11087,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,B,,,
226,,,BAk0000210,41M,1,Int2dmediate,,80007,449.0,,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,F,,Homo sapiens,9606.0
227,,,BxO00p0219,41M,1,Ex0ert,,80007,663.0,,12989,In vitro antitumor activity against 41M cell line.,F,,Homo sapiens,9606.0
228,,,BAO0090218,41M,1,8nterjediate,,80007,932.0,,16745,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,F,,Homo sapiens,9606.0
229,,,BqO00p0219,41M,1,Igtermediats,,80007,471.0,,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,F,,Homo sapiens,9606.0
230,,,fAOp000219,41M,1,Ecpert,,80007,711.0,,12989,In vitro antitumor activity against 41McisR cell line.,F,,Homo sapiens,9606.0
231,,,BwO0090219,41M,1,sxpert,,80007,950.0,,12989,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,F,,Homo sapiens,9606.0
232,,,BAO0o00119,41M,1,Ihtermediatd,,80007,792.0,,16745,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,F,,Homo sapiens,9606.0
233,,,BAO000025y,,1,Ecpert,,84,,,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),B,,Homo sapiens,9606.0
234,,,BAO0000wt7,,1,Expsrt,,68,,,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,,Homo sapiens,9606.0
235,,,nAO000035y,,1,Expedt,,68,,,6226,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,,,
236,,,BsO00003y7,,1,Espert,,10201,,,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,
237,,,BAO00093t7,,1,4xpert,,10201,,,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,B,,,
238,,,BAi9000357,,1,Exprrt,,10201,,,17855,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,
239,,,BAO00p0r57,,1,Auhocuratiom,,12220,,,10413,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,
240,,,BAO0000366,,1,Autodurztion,,11303,,,10413,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,,Escherichia coli,562.0
241,,,BsOo000357,,1,Autlcuratiob,,11303,,,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,,Escherichia coli,562.0
242,,,BAO0p0p357,,1,Autpcurati0n,,11303,,,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",B,,Escherichia coli,562.0
243,,,BA90p00357,,1,wurocuration,,12220,,,10413,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,
244,,,BAO9000358,,1,Autoc73ation,,12220,,,10413,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",B,,,
245,,,BAO00po357,,1,A8tocuratiln,,11303,,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,Sus scrofa,9823.0
246,,,BA900o0019,,1,sutocurxtion,,11303,,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",B,,Sus scrofa,9823.0
247,,,BAO0p0035u,,1,Autocu5a6ion,,11303,,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",B,,Sus scrofa,9823.0
248,,,BAO9o00357,,1,Auf0curation,,11303,,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",B,,Sus scrofa,9823.0
249,,,BAOo00035i,,1,xutocuratioh,,11303,,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,Sus scrofa,9823.0
250,,,BAO0000028,,1,Autoc6rztion,,11303,,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,,Sus scrofa,9823.0
251,,,Bs00000019,,1,Aufocurat8on,,11303,,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",B,,Sus scrofa,9823.0
252,,,BAOo009019,,1,Aktocuratiin,,11303,,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",B,,Sus scrofa,9823.0
253,,,vAO0900019,,1,Aug8curation,,11303,,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",B,,Sus scrofa,9823.0
254,,,BAO0p0001i,,1,Aut8curati0n,,11303,,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",B,,Sus scrofa,9823.0
255,,,BAO0000447,,1,wutocuratipn,,11303,,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,Sus scrofa,9823.0
256,,,BA80000o19,,1,Autoc7ratkon,,11303,,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,,Sus scrofa,9823.0
257,,,fA80000357,,1,Auhochration,,11303,,,7323,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",B,,,
258,,,BwOp000019,,1,Aitocurwtion,,22226,,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",B,,Sus scrofa,9823.0
259,,,BwO0p00019,,1,Autocudati9n,,22226,,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",B,,Sus scrofa,9823.0
260,,,BzO0900357,,1,Exoert,,100249,,,13750,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,B,,Saccharomyces cerevisiae,4932.0
261,,,gqO0000019,,1,Autocurahi0n,,22226,,,7662,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,,Rattus norvegicus,10116.0
262,,,BzO0900019,,1,Augocurayion,,22226,,,7662,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,,Rattus norvegicus,10116.0
263,,,BAOp0000w9,,1,Autoxuratiob,,22226,,,7662,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",B,,Rattus norvegicus,10116.0
264,,,BAO0990019,,1,Autocu4ati9n,,104698,,,12211,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,
265,,,gAO0000018,,1,Autocuratiph,,104698,,,12211,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,
266,,,BAOo900221,,1,Int4tmediate,,20033,,,12211,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,F,,Cavia porcellus,10141.0
267,,,BAO00000wo,,1,2xpert,,10623,,,12211,Stimulatory activity of intragastric pressure was tested in the rat,F,,,
268,,,BAO0000r5u,,1,Aitocurztion,,121,,,15453,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,B,,,
269,,,BxO0009218,,1,Autocudati0n,,22226,,,11884,Dose to reduce neuronal firing against 5-HT cells in rats (iv),F,,Rattus norvegicus,10116.0
270,,,BAOp000p19,,1,Autoxuratioh,,12688,,,7185,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,F,,,
271,,,BAOo009357,,1,Ezpert,,121,,,6876,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,B,,Homo sapiens,9606.0
272,,,BA80000358,,1,rxpert,,121,,,6876,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,B,,Homo sapiens,9606.0
273,,,BwO0000p19,,1,Au6ocugation,,12198,,,11863,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,F,,,
274,,,BAO0009367,,1,Aut8curztion,,12198,,,11863,Inhibition constant of high-affinity 5-HT uptake,B,,,
275,,,BA80p00019,,1,Augocuratipn,,12198,,,11863,Michaelis-Menten constant was reported for high affinity transport of 5-HT,F,,,
276,,,BAk0p00019,,1,Augocuratuon,,12198,,,11863,Maximum rate was determined for high affinity transport of 5-HT,F,,,
277,,,BAp00000w9,,1,Autocufafion,,104714,,,4639,Compound was tested for agonistic activity against 5-HT uptake,F,,,
278,,,BAO0po0019,,1,Expe5t,,10577,,,15796,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,B,,,
279,,,BAOp00035i,,1,Expdrt,,105,,,15796,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,B,,Bos taurus,9913.0
280,,,BAl0009224,,1,Auhocurztion,,104744,,,12801,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,B,,Rattus norvegicus,10116.0
