Fiscal year,Section ID,CountryRegion name,Organisation name,Knowledge for development (marker),Trade development (marker),Organisation class,CountryRegion percent,Youth issues (marker),Continent ID,Bilateral aid (international marker),CFLI (marker),Branch name,Regional program (marker),Urban issues (marker),PBA type,Desertification (marker),Maximum CIDA contribution (project-level),Children issues (marker),Division ID,Continent name,Status,Project number,CIDA business delivery model (old),Division name,Project Browser country ID,Branch ID,Sector percent,Participatory development and good governance,Organisation type,Disability issues (marker),Gender equality (marker),Section name,Biodiversity (marker),Programming process (new),Fund centre ID,Fund centre name,Untied amount(Project-level budget),FSTC percent,IRTC percent,Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker)
2009/2010,S4413,South America,Information not available,0,0,Unknown,0.1,0,1,1,0,NGM Americas,1,0,Not PBA,0,1488850.78,1,D4400,America,Closed,A020910001,Responsive,NDD Americas Programming,UY,B4400,0.08,1,Uncoded,0,0,South America,0,Uncoded: Pre-APP,4422,*Southern Cone,0.0,1.0,0.0,1,0,0
2009/2010,S4413,South America,Department of Foreign Affairs and International Trade,0,0,Governmental,0.1,0,1,1,0,NGM Americas,1,0,Not PBA,0,1488850.78,1,D4400,America,Closed,A020910001,Responsive,NDD Americas Programming,UY,B4400,0.02,1,Canadian Non-Profit Making,0,0,South America,0,Uncoded: Pre-APP,4422,*Southern Cone,0.0,1.0,0.0,1,0,0
2009/2010,S4413,South America,Information not available,0,0,Unknown,0.1,0,1,1,0,NGM Americas,1,0,Not PBA,0,1488850.78,1,D4400,America,Closed,A020910001,Responsive,NDD Americas Programming,UY,B4400,0.02,1,Uncoded,0,0,South America,0,Uncoded: Pre-APP,4422,*Southern Cone,0.0,1.0,0.0,1,0,0
2009/2010,S4413,South America,Department of Foreign Affairs and International Trade,0,0,Governmental,0.1,0,1,1,0,NGM Americas,1,0,Not PBA,0,1488850.78,1,D4400,America,Closed,A020910001,Responsive,NDD Americas Programming,UY,B4400,0.8,1,Canadian Non-Profit Making,0,0,South America,0,Uncoded: Pre-APP,4422,*Southern Cone,0.0,1.0,0.0,1,0,0
2009/2010,S4413,South America,Information not available,0,0,Unknown,0.1,0,1,1,0,NGM Americas,1,0,Not PBA,0,1488850.78,1,D4400,America,Closed,A020910001,Responsive,NDD Americas Programming,UY,B4400,0.8,1,Uncoded,0,0,South America,0,Uncoded: Pre-APP,4422,*Southern Cone,0.0,1.0,0.0,1,0,0
2009/2010,S4413,South America,Department of Foreign Affairs and International Trade,0,0,Governmental,0.3,0,1,1,0,NGM Americas,1,0,Not PBA,0,1488850.78,1,D4400,America,Closed,A020910001,Responsive,NDD Americas Programming,AR,B4400,0.1,1,Canadian Non-Profit Making,0,0,South America,0,Uncoded: Pre-APP,4422,*Southern Cone,0.0,1.0,0.0,1,0,0
2009/2010,S4413,South America,Information not available,0,0,Unknown,0.3,0,1,1,0,NGM Americas,1,0,Not PBA,0,1488850.78,1,D4400,America,Closed,A020910001,Responsive,NDD Americas Programming,AR,B4400,0.1,1,Uncoded,0,0,South America,0,Uncoded: Pre-APP,4422,*Southern Cone,0.0,1.0,0.0,1,0,0
2009/2010,S4413,South America,Department of Foreign Affairs and International Trade,0,0,Governmental,0.3,0,1,1,0,NGM Americas,1,0,Not PBA,0,1488850.78,1,D4400,America,Closed,A020910001,Responsive,NDD Americas Programming,AR,B4400,0.08,1,Canadian Non-Profit Making,0,0,South America,0,Uncoded: Pre-APP,4422,*Southern Cone,0.0,1.0,0.0,1,0,0
2009/2010,S4413,South America,Information not available,0,0,Unknown,0.3,0,1,1,0,NGM Americas,1,0,Not PBA,0,1488850.78,1,D4400,America,Closed,A020910001,Responsive,NDD Americas Programming,AR,B4400,0.08,1,Uncoded,0,0,South America,0,Uncoded: Pre-APP,4422,*Southern Cone,0.0,1.0,0.0,1,0,0
2009/2010,S4413,South America,Department of Foreign Affairs and International Trade,0,0,Governmental,0.3,0,1,1,0,NGM Americas,1,0,Not PBA,0,1488850.78,1,D4400,America,Closed,A020910001,Responsive,NDD Americas Programming,AR,B4400,0.02,1,Canadian Non-Profit Making,0,0,South America,0,Uncoded: Pre-APP,4422,*Southern Cone,0.0,1.0,0.0,1,0,0
2009/2010,S4413,South America,Information not available,0,0,Unknown,0.3,0,1,1,0,NGM Americas,1,0,Not PBA,0,1488850.78,1,D4400,America,Closed,A020910001,Responsive,NDD Americas Programming,AR,B4400,0.02,1,Uncoded,0,0,South America,0,Uncoded: Pre-APP,4422,*Southern Cone,0.0,1.0,0.0,1,0,0
2009/2010,S4413,South America,Department of Foreign Affairs and International Trade,0,0,Governmental,0.3,0,1,1,0,NGM Americas,1,0,Not PBA,0,1488850.78,1,D4400,America,Closed,A020910001,Responsive,NDD Americas Programming,AR,B4400,0.8,1,Canadian Non-Profit Making,0,0,South America,0,Uncoded: Pre-APP,4422,*Southern Cone,0.0,1.0,0.0,1,0,0
2009/2010,S4413,South America,Information not available,0,0,Unknown,0.3,0,1,1,0,NGM Americas,1,0,Not PBA,0,1488850.78,1,D4400,America,Closed,A020910001,Responsive,NDD Americas Programming,AR,B4400,0.8,1,Uncoded,0,0,South America,0,Uncoded: Pre-APP,4422,*Southern Cone,0.0,1.0,0.0,1,0,0
2009/2010,S4413,South America,Department of Foreign Affairs and International Trade,0,0,Governmental,0.3,0,1,1,0,NGM Americas,1,0,Not PBA,0,1488850.78,1,D4400,America,Closed,A020910001,Responsive,NDD Americas Programming,CL,B4400,0.1,1,Canadian Non-Profit Making,0,0,South America,0,Uncoded: Pre-APP,4422,*Southern Cone,0.0,1.0,0.0,1,0,0
2009/2010,S4413,South America,Information not available,0,0,Unknown,0.3,0,1,1,0,NGM Americas,1,0,Not PBA,0,1488850.78,1,D4400,America,Closed,A020910001,Responsive,NDD Americas Programming,CL,B4400,0.1,1,Uncoded,0,0,South America,0,Uncoded: Pre-APP,4422,*Southern Cone,0.0,1.0,0.0,1,0,0
2009/2010,S4413,South America,Department of Foreign Affairs and International Trade,0,0,Governmental,0.3,0,1,1,0,NGM Americas,1,0,Not PBA,0,1488850.78,1,D4400,America,Closed,A020910001,Responsive,NDD Americas Programming,CL,B4400,0.08,1,Canadian Non-Profit Making,0,0,South America,0,Uncoded: Pre-APP,4422,*Southern Cone,0.0,1.0,0.0,1,0,0
2009/2010,S4413,South America,Information not available,0,0,Unknown,0.3,0,1,1,0,NGM Americas,1,0,Not PBA,0,1488850.78,1,D4400,America,Closed,A020910001,Responsive,NDD Americas Programming,CL,B4400,0.08,1,Uncoded,0,0,South America,0,Uncoded: Pre-APP,4422,*Southern Cone,0.0,1.0,0.0,1,0,0
2009/2010,S4413,South America,Department of Foreign Affairs and International Trade,0,0,Governmental,0.3,0,1,1,0,NGM Americas,1,0,Not PBA,0,1488850.78,1,D4400,America,Closed,A020910001,Responsive,NDD Americas Programming,CL,B4400,0.02,1,Canadian Non-Profit Making,0,0,South America,0,Uncoded: Pre-APP,4422,*Southern Cone,0.0,1.0,0.0,1,0,0
2009/2010,S4413,South America,Information not available,0,0,Unknown,0.3,0,1,1,0,NGM Americas,1,0,Not PBA,0,1488850.78,1,D4400,America,Closed,A020910001,Responsive,NDD Americas Programming,CL,B4400,0.02,1,Uncoded,0,0,South America,0,Uncoded: Pre-APP,4422,*Southern Cone,0.0,1.0,0.0,1,0,0
2009/2010,S4413,South America,Department of Foreign Affairs and International Trade,0,0,Governmental,0.3,0,1,1,0,NGM Americas,1,0,Not PBA,0,1488850.78,1,D4400,America,Closed,A020910001,Responsive,NDD Americas Programming,CL,B4400,0.8,1,Canadian Non-Profit Making,0,0,South America,0,Uncoded: Pre-APP,4422,*Southern Cone,0.0,1.0,0.0,1,0,0
2009/2010,S4413,South America,Information not available,0,0,Unknown,0.3,0,1,1,0,NGM Americas,1,0,Not PBA,0,1488850.78,1,D4400,America,Closed,A020910001,Responsive,NDD Americas Programming,CL,B4400,0.8,1,Uncoded,0,0,South America,0,Uncoded: Pre-APP,4422,*Southern Cone,0.0,1.0,0.0,1,0,0
2009/2010,S4413,South America,Department of Foreign Affairs and International Trade,0,0,Governmental,0.3,0,1,1,0,NGM Americas,1,0,Not PBA,0,1488850.78,1,D4400,America,Closed,A020910001,Responsive,NDD Americas Programming,PY,B4400,0.1,1,Canadian Non-Profit Making,0,0,South America,0,Uncoded: Pre-APP,4422,*Southern Cone,0.0,1.0,0.0,1,0,0
2009/2010,S4413,South America,Information not available,0,0,Unknown,0.3,0,1,1,0,NGM Americas,1,0,Not PBA,0,1488850.78,1,D4400,America,Closed,A020910001,Responsive,NDD Americas Programming,PY,B4400,0.1,1,Uncoded,0,0,South America,0,Uncoded: Pre-APP,4422,*Southern Cone,0.0,1.0,0.0,1,0,0
2009/2010,S4413,South America,Department of Foreign Affairs and International Trade,0,0,Governmental,0.3,0,1,1,0,NGM Americas,1,0,Not PBA,0,1488850.78,1,D4400,America,Closed,A020910001,Responsive,NDD Americas Programming,PY,B4400,0.08,1,Canadian Non-Profit Making,0,0,South America,0,Uncoded: Pre-APP,4422,*Southern Cone,0.0,1.0,0.0,1,0,0
2009/2010,S4413,South America,Information not available,0,0,Unknown,0.3,0,1,1,0,NGM Americas,1,0,Not PBA,0,1488850.78,1,D4400,America,Closed,A020910001,Responsive,NDD Americas Programming,PY,B4400,0.08,1,Uncoded,0,0,South America,0,Uncoded: Pre-APP,4422,*Southern Cone,0.0,1.0,0.0,1,0,0
2009/2010,S4413,South America,Department of Foreign Affairs and International Trade,0,0,Governmental,0.3,0,1,1,0,NGM Americas,1,0,Not PBA,0,1488850.78,1,D4400,America,Closed,A020910001,Responsive,NDD Americas Programming,PY,B4400,0.02,1,Canadian Non-Profit Making,0,0,South America,0,Uncoded: Pre-APP,4422,*Southern Cone,0.0,1.0,0.0,1,0,0
2009/2010,S4413,South America,Information not available,0,0,Unknown,0.3,0,1,1,0,NGM Americas,1,0,Not PBA,0,1488850.78,1,D4400,America,Closed,A020910001,Responsive,NDD Americas Programming,PY,B4400,0.02,1,Uncoded,0,0,South America,0,Uncoded: Pre-APP,4422,*Southern Cone,0.0,1.0,0.0,1,0,0
2009/2010,S4413,South America,Department of Foreign Affairs and International Trade,0,0,Governmental,0.3,0,1,1,0,NGM Americas,1,0,Not PBA,0,1488850.78,1,D4400,America,Closed,A020910001,Responsive,NDD Americas Programming,PY,B4400,0.8,1,Canadian Non-Profit Making,0,0,South America,0,Uncoded: Pre-APP,4422,*Southern Cone,0.0,1.0,0.0,1,0,0
2009/2010,S4413,South America,Information not available,0,0,Unknown,0.3,0,1,1,0,NGM Americas,1,0,Not PBA,0,1488850.78,1,D4400,America,Closed,A020910001,Responsive,NDD Americas Programming,PY,B4400,0.8,1,Uncoded,0,0,South America,0,Uncoded: Pre-APP,4422,*Southern Cone,0.0,1.0,0.0,1,0,0
2009/2010,S4413,Paraguay,Centre for Nursing Studies,0,0,Civil Society,1.0,0,1,1,0,NGM Americas,1,0,Not PBA,0,861997.0,0,D4400,America,Closed,A020910017,Responsive,NDD Americas Programming,PY,B4400,0.25,0,Canadian Non-Profit Making,0,1,South America,0,Uncoded: Pre-APP,4422,*Southern Cone,0.0,1.0,0.0,0,0,0
2009/2010,S4413,Paraguay,Centre for Nursing Studies,0,0,Civil Society,1.0,0,1,1,0,NGM Americas,1,0,Not PBA,0,861997.0,0,D4400,America,Closed,A020910017,Responsive,NDD Americas Programming,PY,B4400,0.1,0,Canadian Non-Profit Making,0,1,South America,0,Uncoded: Pre-APP,4422,*Southern Cone,0.0,1.0,0.0,0,0,0
2009/2010,S4413,Paraguay,Centre for Nursing Studies,0,0,Civil Society,1.0,0,1,1,0,NGM Americas,1,0,Not PBA,0,861997.0,0,D4400,America,Closed,A020910017,Responsive,NDD Americas Programming,PY,B4400,0.25,0,Canadian Non-Profit Making,0,1,South America,0,Uncoded: Pre-APP,4422,*Southern Cone,0.0,1.0,0.0,0,0,0
2009/2010,S4413,Paraguay,Centre for Nursing Studies,0,0,Civil Society,1.0,0,1,1,0,NGM Americas,1,0,Not PBA,0,861997.0,0,D4400,America,Closed,A020910017,Responsive,NDD Americas Programming,PY,B4400,0.4,0,Canadian Non-Profit Making,0,1,South America,0,Uncoded: Pre-APP,4422,*Southern Cone,0.0,1.0,0.0,0,0,0
2009/2010,S4413,Bolivia,Barreau du Qu�bec,0,0,Civil Society,1.0,0,1,1,0,NGM Americas,0,0,Not PBA,0,329838.0,0,D4400,America,Closed,A020910018,Responsive,NDD Americas Programming,BO,B4400,0.75,1,Canadian Non-Profit Making,0,2,South America,0,Uncoded: Pre-APP,4416,Bolivia,329838.0,1.0,0.0,0,0,0
2009/2010,S4413,Bolivia,Barreau du Qu�bec,0,0,Civil Society,1.0,0,1,1,0,NGM Americas,0,0,Not PBA,0,329838.0,0,D4400,America,Closed,A020910018,Responsive,NDD Americas Programming,BO,B4400,0.25,1,Canadian Non-Profit Making,0,2,South America,0,Uncoded: Pre-APP,4416,Bolivia,329838.0,1.0,0.0,0,0,0
2009/2010,S4413,Brazil,University of New Brunswick,0,0,Civil Society,1.0,0,1,1,0,NGM Americas,0,0,Not PBA,0,2531353.0,0,D4400,America,Closed,A020911008,Responsive,NDD Americas Programming,BR,B4400,0.5,1,Canadian Non-Profit Making,0,0,South America,0,Uncoded: Pre-APP,4418,Brazil,0.0,1.0,0.0,1,0,0
2009/2010,S4413,Brazil,University of New Brunswick,0,0,Civil Society,1.0,0,1,1,0,NGM Americas,0,0,Not PBA,0,2531353.0,0,D4400,America,Closed,A020911008,Responsive,NDD Americas Programming,BR,B4400,0.1,1,Canadian Non-Profit Making,0,0,South America,0,Uncoded: Pre-APP,4418,Brazil,0.0,1.0,0.0,1,0,0
2009/2010,S4413,Brazil,University of New Brunswick,0,0,Civil Society,1.0,0,1,1,0,NGM Americas,0,0,Not PBA,0,2531353.0,0,D4400,America,Closed,A020911008,Responsive,NDD Americas Programming,BR,B4400,0.4,1,Canadian Non-Profit Making,0,0,South America,0,Uncoded: Pre-APP,4418,Brazil,0.0,1.0,0.0,1,0,0
2009/2010,S4413,Brazil,Ryerson International Development Centre,0,0,Civil Society,1.0,0,1,1,0,NGM Americas,0,0,Not PBA,0,1713817.92,0,D4400,America,Closed,A020911009,Responsive,NDD Americas Programming,BR,B4400,0.3,1,Canadian Non-Profit Making,0,2,South America,0,Uncoded: Pre-APP,4418,Brazil,0.0,1.0,0.0,0,0,0
2009/2010,S4413,Brazil,Ryerson International Development Centre,0,0,Civil Society,1.0,0,1,1,0,NGM Americas,0,0,Not PBA,0,1713817.92,0,D4400,America,Closed,A020911009,Responsive,NDD Americas Programming,BR,B4400,0.4,1,Canadian Non-Profit Making,0,2,South America,0,Uncoded: Pre-APP,4418,Brazil,0.0,1.0,0.0,0,0,0
2009/2010,S4413,Brazil,Ryerson International Development Centre,0,0,Civil Society,1.0,0,1,1,0,NGM Americas,0,0,Not PBA,0,1713817.92,0,D4400,America,Closed,A020911009,Responsive,NDD Americas Programming,BR,B4400,0.3,1,Canadian Non-Profit Making,0,2,South America,0,Uncoded: Pre-APP,4418,Brazil,0.0,1.0,0.0,0,0,0
2009/2010,S4287,"Congo, Dem Rep.",Soci�t� de coop�ration pour le d�veloppement international,0,0,Civil Society,1.0,0,2,1,0,WGM Sub-Saharan Africa,0,0,Not PBA,0,4899012.2,0,D4207,Africa,Closed,A020982001,Directive,WWD West & Central Africa,CD,B4200,0.6,1,Canadian Non-Profit Making,0,2,Central Africa & Great Lakes Program,0,Uncoded: Pre-APP,4298,Democratic Republic of Congo,4899012.2,1.0,0.0,0,0,0
2009/2010,S4287,"Congo, Dem Rep.",Soci�t� de coop�ration pour le d�veloppement international,0,0,Civil Society,1.0,0,2,1,0,WGM Sub-Saharan Africa,0,0,Not PBA,0,4899012.2,0,D4207,Africa,Closed,A020982001,Directive,WWD West & Central Africa,CD,B4200,0.4,1,Canadian Non-Profit Making,0,2,Central Africa & Great Lakes Program,0,Uncoded: Pre-APP,4298,Democratic Republic of Congo,4899012.2,1.0,0.0,0,0,0
2009/2010,S4122,Bangladesh,Commonwealth Judicial Education Institute,0,0,Civil Society,1.0,1,3,1,0,OGM Asia Pacific,0,0,Not PBA,0,17121139.37,1,D4100,Asia,Closed,A021170001,Directive,OAD Asia Programming,BD,B4100,1.0,1,Canadian Non-Profit Making,0,1,Bangladesh Section,0,Uncoded: Pre-APP,4122,Bangladesh,17121139.37,1.0,0.0,0,0,0
2009/2010,S4122,Bangladesh,IBM Canada Ltd. (Formerly Pricewaterhouse Consult.),0,0,Civil Society,1.0,1,3,1,0,OGM Asia Pacific,0,0,Not PBA,0,17121139.37,1,D4100,Asia,Closed,A021170001,Directive,OAD Asia Programming,BD,B4100,1.0,1,Canadian Profit Making,0,1,Bangladesh Section,0,Uncoded: Pre-APP,4122,Bangladesh,17121139.37,1.0,0.0,0,0,0
2009/2010,S4287,"Congo, Dem Rep.",Information not available,0,0,Individual,1.0,0,2,1,0,WGM Sub-Saharan Africa,0,0,Not PBA,0,246397.97,0,D4207,Africa,Closed,A021224002,Directive,WWD West & Central Africa,CD,B4200,0.3,1,Canadian Profit Making,0,1,Central Africa & Great Lakes Program,0,Uncoded: Pre-APP,4298,Democratic Republic of Congo,246397.97,1.0,0.0,0,0,0
2009/2010,S4287,"Congo, Dem Rep.",Information not available,0,0,Individual,1.0,0,2,1,0,WGM Sub-Saharan Africa,0,0,Not PBA,0,246397.97,0,D4207,Africa,Closed,A021224002,Directive,WWD West & Central Africa,CD,B4200,0.3,1,Canadian Profit Making,0,1,Central Africa & Great Lakes Program,0,Uncoded: Pre-APP,4298,Democratic Republic of Congo,246397.97,1.0,0.0,0,0,0
2009/2010,S4287,"Congo, Dem Rep.",Information not available,0,0,Individual,1.0,0,2,1,0,WGM Sub-Saharan Africa,0,0,Not PBA,0,246397.97,0,D4207,Africa,Closed,A021224002,Directive,WWD West & Central Africa,CD,B4200,0.4,1,Canadian Profit Making,0,1,Central Africa & Great Lakes Program,0,Uncoded: Pre-APP,4298,Democratic Republic of Congo,246397.97,1.0,0.0,0,0,0
2009/2010,S4141,Pakistan,Agriteam Canada,0,0,Civil Society,1.0,0,3,1,0,OGM Asia Pacific,0,0,Not PBA,0,6566164.53,0,D4100,Asia,Closed,A021236001,Directive,OAD Asia Programming,PK,B4100,0.5,0,Canadian Profit Making,0,1,"OAA Afghanistan, Pakistan and Sri Lanka",0,Uncoded: Pre-APP,4124,Pakistan,6566164.53,1.0,0.0,0,0,0
2009/2010,S4141,Pakistan,The Universalia Management Group Inc.,0,0,Civil Society,1.0,0,3,1,0,OGM Asia Pacific,0,0,Not PBA,0,6566164.53,0,D4100,Asia,Closed,A021236001,Directive,OAD Asia Programming,PK,B4100,0.5,0,Canadian Profit Making,0,1,"OAA Afghanistan, Pakistan and Sri Lanka",0,Uncoded: Pre-APP,4124,Pakistan,6566164.53,1.0,0.0,0,0,0
2009/2010,S4141,Pakistan,Agriteam Canada,0,0,Civil Society,1.0,0,3,1,0,OGM Asia Pacific,0,0,Not PBA,0,6566164.53,0,D4100,Asia,Closed,A021236001,Directive,OAD Asia Programming,PK,B4100,0.5,0,Canadian Profit Making,0,1,"OAA Afghanistan, Pakistan and Sri Lanka",0,Uncoded: Pre-APP,4124,Pakistan,6566164.53,1.0,0.0,0,0,0
2009/2010,S4141,Pakistan,The Universalia Management Group Inc.,0,0,Civil Society,1.0,0,3,1,0,OGM Asia Pacific,0,0,Not PBA,0,6566164.53,0,D4100,Asia,Closed,A021236001,Directive,OAD Asia Programming,PK,B4100,0.5,0,Canadian Profit Making,0,1,"OAA Afghanistan, Pakistan and Sri Lanka",0,Uncoded: Pre-APP,4124,Pakistan,6566164.53,1.0,0.0,0,0,0
2009/2010,S4413,Bolivia,Ingenieros y Arquitectos Asociados La Paz Ltd.,0,0,Civil Society,1.0,0,1,1,0,NGM Americas,0,0,Not PBA,0,273083.86,0,D4400,America,Closed,A021314PRE,Directive,NDD Americas Programming,BO,B4400,0.4,1,Foreign Non-Profit Making,0,1,South America,0,Uncoded: Pre-APP,4416,Bolivia,0.0,1.0,0.0,1,0,0
2009/2010,S4413,Bolivia,Ingenieros y Arquitectos Asociados La Paz Ltd.,0,0,Civil Society,1.0,0,1,1,0,NGM Americas,0,0,Not PBA,0,273083.86,0,D4400,America,Closed,A021314PRE,Directive,NDD Americas Programming,BO,B4400,0.4,1,Foreign Non-Profit Making,0,1,South America,0,Uncoded: Pre-APP,4416,Bolivia,0.0,1.0,0.0,1,0,0
2009/2010,S4413,Bolivia,Ingenieros y Arquitectos Asociados La Paz Ltd.,0,0,Civil Society,1.0,0,1,1,0,NGM Americas,0,0,Not PBA,0,273083.86,0,D4400,America,Closed,A021314PRE,Directive,NDD Americas Programming,BO,B4400,0.2,1,Foreign Non-Profit Making,0,1,South America,0,Uncoded: Pre-APP,4416,Bolivia,0.0,1.0,0.0,1,0,0
2009/2010,S4227,Africa MC,CARE Canada,0,0,Civil Society,1.0,0,2,1,0,WGM Sub-Saharan Africa,1,0,Not PBA,0,611160.56,0,D4270,Africa,Terminating,A021334002,Directive,WED Southern & Eastern Africa,X1,B4200,0.1,1,Canadian Non-Profit Making,0,0,"Ethiopia, PanAfrica, SubRegional",0,Uncoded: Pre-APP,4246,PanAfrica,611160.56,1.0,0.0,0,0,0
2009/2010,S4227,Africa MC,Project Services International Inc.,0,0,Civil Society,1.0,0,2,1,0,WGM Sub-Saharan Africa,1,0,Not PBA,0,611160.56,0,D4270,Africa,Terminating,A021334002,Directive,WED Southern & Eastern Africa,X1,B4200,0.1,1,Canadian Profit Making,0,0,"Ethiopia, PanAfrica, SubRegional",0,Uncoded: Pre-APP,4246,PanAfrica,611160.56,1.0,0.0,0,0,0
2009/2010,S4227,Africa MC,CARE Canada,0,0,Civil Society,1.0,0,2,1,0,WGM Sub-Saharan Africa,1,0,Not PBA,0,611160.56,0,D4270,Africa,Terminating,A021334002,Directive,WED Southern & Eastern Africa,X1,B4200,0.6,1,Canadian Non-Profit Making,0,0,"Ethiopia, PanAfrica, SubRegional",0,Uncoded: Pre-APP,4246,PanAfrica,611160.56,1.0,0.0,0,0,0
2009/2010,S4227,Africa MC,Project Services International Inc.,0,0,Civil Society,1.0,0,2,1,0,WGM Sub-Saharan Africa,1,0,Not PBA,0,611160.56,0,D4270,Africa,Terminating,A021334002,Directive,WED Southern & Eastern Africa,X1,B4200,0.6,1,Canadian Profit Making,0,0,"Ethiopia, PanAfrica, SubRegional",0,Uncoded: Pre-APP,4246,PanAfrica,611160.56,1.0,0.0,0,0,0
2009/2010,S4227,Africa MC,CARE Canada,0,0,Civil Society,1.0,0,2,1,0,WGM Sub-Saharan Africa,1,0,Not PBA,0,611160.56,0,D4270,Africa,Terminating,A021334002,Directive,WED Southern & Eastern Africa,X1,B4200,0.3,1,Canadian Non-Profit Making,0,0,"Ethiopia, PanAfrica, SubRegional",0,Uncoded: Pre-APP,4246,PanAfrica,611160.56,1.0,0.0,0,0,0
2009/2010,S4227,Africa MC,Project Services International Inc.,0,0,Civil Society,1.0,0,2,1,0,WGM Sub-Saharan Africa,1,0,Not PBA,0,611160.56,0,D4270,Africa,Terminating,A021334002,Directive,WED Southern & Eastern Africa,X1,B4200,0.3,1,Canadian Profit Making,0,0,"Ethiopia, PanAfrica, SubRegional",0,Uncoded: Pre-APP,4246,PanAfrica,611160.56,1.0,0.0,0,0,0
2009/2010,S4264,Western Asia,Department of Foreign Affairs and International Trade,0,0,Governmental,0.02,0,3,1,0,"EGM Europe, Middle East and Maghreb",1,0,Not PBA,0,2694419.4,0,D3100,Asia,Closed,A021360001,Directive,EDD Europe-Middle East Programming,YE,B3100,1.0,0,Canadian Non-Profit Making,0,0,West Bank Gaza & Palestinian Refugees,0,Uncoded: Pre-APP,4268,Middle East Peace Process,2694419.4,1.0,0.0,0,0,0
2009/2010,S4264,Western Asia,University of Windsor Finance Department,0,0,Civil Society,0.02,0,3,1,0,"EGM Europe, Middle East and Maghreb",1,0,Not PBA,0,2694419.4,0,D3100,Asia,Closed,A021360001,Directive,EDD Europe-Middle East Programming,YE,B3100,1.0,0,Canadian Non-Profit Making,0,0,West Bank Gaza & Palestinian Refugees,0,Uncoded: Pre-APP,4268,Middle East Peace Process,2694419.4,1.0,0.0,0,0,0
2009/2010,S4264,Western Asia,Department of Foreign Affairs and International Trade,0,0,Governmental,0.06,0,3,1,0,"EGM Europe, Middle East and Maghreb",1,0,Not PBA,0,2694419.4,0,D3100,Asia,Closed,A021360001,Directive,EDD Europe-Middle East Programming,JO,B3100,1.0,0,Canadian Non-Profit Making,0,0,West Bank Gaza & Palestinian Refugees,0,Uncoded: Pre-APP,4268,Middle East Peace Process,2694419.4,1.0,0.0,0,0,0
2009/2010,S4264,Western Asia,University of Windsor Finance Department,0,0,Civil Society,0.06,0,3,1,0,"EGM Europe, Middle East and Maghreb",1,0,Not PBA,0,2694419.4,0,D3100,Asia,Closed,A021360001,Directive,EDD Europe-Middle East Programming,JO,B3100,1.0,0,Canadian Non-Profit Making,0,0,West Bank Gaza & Palestinian Refugees,0,Uncoded: Pre-APP,4268,Middle East Peace Process,2694419.4,1.0,0.0,0,0,0
2009/2010,S4264,Western Asia,Department of Foreign Affairs and International Trade,0,0,Governmental,0.06,0,3,1,0,"EGM Europe, Middle East and Maghreb",1,0,Not PBA,0,2694419.4,0,D3100,Asia,Closed,A021360001,Directive,EDD Europe-Middle East Programming,LB,B3100,1.0,0,Canadian Non-Profit Making,0,0,West Bank Gaza & Palestinian Refugees,0,Uncoded: Pre-APP,4268,Middle East Peace Process,2694419.4,1.0,0.0,0,0,0
2009/2010,S4264,Western Asia,University of Windsor Finance Department,0,0,Civil Society,0.06,0,3,1,0,"EGM Europe, Middle East and Maghreb",1,0,Not PBA,0,2694419.4,0,D3100,Asia,Closed,A021360001,Directive,EDD Europe-Middle East Programming,LB,B3100,1.0,0,Canadian Non-Profit Making,0,0,West Bank Gaza & Palestinian Refugees,0,Uncoded: Pre-APP,4268,Middle East Peace Process,2694419.4,1.0,0.0,0,0,0
2009/2010,S4264,Western Asia,Department of Foreign Affairs and International Trade,0,0,Governmental,0.06,0,3,1,0,"EGM Europe, Middle East and Maghreb",1,0,Not PBA,0,2694419.4,0,D3100,Asia,Closed,A021360001,Directive,EDD Europe-Middle East Programming,SY,B3100,1.0,0,Canadian Non-Profit Making,0,0,West Bank Gaza & Palestinian Refugees,0,Uncoded: Pre-APP,4268,Middle East Peace Process,2694419.4,1.0,0.0,0,0,0
