description,curated_by,variant_id,cell_id,assay_tax_id,assay_subcellular_fraction,src_assay_id,assay_id,chembl_id,assay_tissue,confidence_score,src_id,assay_category,bao_format,assay_test_type,assay_organism,doc_id,tid,assay_type,relationship_type,assay_cell_type,tissue_id,assay_strain
90% inhibition of the 20 Mycobacterium avium complex (MAC) clinical isolates,Autocuration,,,,,,139,CHEMBL615362,,8,1,,BAO_0000019,,,10543,19640,F,H,,,
Minimum inhibitory concentration of compound against 20 Mycobacterium avium complex (MAC) clinical isolates,Expert,,,,,,140,CHEMBL615363,,8,1,,BAO_0000019,,,10543,19640,F,H,,,
Minimum inhibitory concentration of compound against 20 Mycobacterium avium complex (MAC) clinical isolates,Autocuration,,,,,,141,CHEMBL615364,,8,1,,BAO_0000357,,,10543,19640,B,H,,,
90% inhibition of the 20 Mycobacterium avium complex (MAC) clinical isolates,Expert,,,,,,142,CHEMBL615365,,8,1,,BAO_0000019,,,10543,19640,F,H,,,
In Vitro evaluation for the growth inhibition of Subline (P388/AMSA) Leukemia cell lines,Intermediate,,524.0,10090.0,,,143,CHEMBL615366,,1,1,,BAO_0000219,,Mus musculus,11365,80360,F,N,P338,,
In Vitro evaluation for the growth inhibition of Subline (P388/CP) Leukemia cell lines,Intermediate,,524.0,10090.0,,,144,CHEMBL615367,,1,1,,BAO_0000219,,Mus musculus,11365,80360,F,N,P338,,
Compound was evaluated for the inhibition of cell replication human peripheral blood lymphocytes (PBL's).,Intermediate,,554.0,9606.0,,,145,CHEMBL615368,,1,1,,BAO_0000219,,Homo sapiens,11803,80384,F,N,PBL,,
Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells,Autocuration,,,9940.0,,,146,CHEMBL615369,,0,1,,BAO_0000019,,Ovis aries,11803,22226,F,U,,,
Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells.,Autocuration,,,9940.0,,,147,CHEMBL615370,,0,1,,BAO_0000019,,Ovis aries,11803,22226,F,U,,,
Compound is evaluated in vitro for the inhibition single mutant of HIV-1 RT (Y181C),Autocuration,,,,,,148,CHEMBL615673,,8,1,,BAO_0000357,,,12278,191,B,H,,,
Compound was evaluated for its inhibitory effect on thymidine [3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-5,Autocuration,,,9606.0,,,149,CHEMBL615674,,0,1,,BAO_0000019,,Homo sapiens,8249,22226,F,U,,,
Compound was evaluated for its inhibitory effect on thymidine [3H]-dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-6,Autocuration,,,9606.0,,,150,CHEMBL615675,,0,1,,BAO_0000019,,Homo sapiens,8249,22226,F,U,,,
Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in at conc. 10e-7,Autocuration,,635.0,9606.0,,,151,CHEMBL615676,,0,1,,BAO_0000219,,Homo sapiens,8249,22226,F,U,CCRF-CEM,,
Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM cells in culture at conc. 10e-4,Autocuration,,635.0,9606.0,,,152,CHEMBL615677,,0,1,,BAO_0000219,,Homo sapiens,8249,22226,F,U,CCRF-CEM,,
Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-5,Autocuration,,635.0,9606.0,,,153,CHEMBL615678,,0,1,,BAO_0000219,,Homo sapiens,8249,22226,F,U,CCRF-CEM,,
Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-6,Autocuration,,635.0,9606.0,,,154,CHEMBL615679,,0,1,,BAO_0000219,,Homo sapiens,8249,22226,F,U,CCRF-CEM,,
Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM/MTX cells in at conc. 10e-7.,Autocuration,,,9606.0,,,155,CHEMBL615680,,0,1,,BAO_0000019,,Homo sapiens,8249,22226,F,U,,,
Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-4,Autocuration,,,9606.0,,,156,CHEMBL615681,,0,1,,BAO_0000019,,Homo sapiens,8249,22226,F,U,,,
In vitro binding affinity towards (alpha-4)2(beta-2)3 neuronal nicotinic acetylcholine receptor in P2 membrane fractions of rat forebrain,Autocuration,,,,,,157,CHEMBL857972,,6,1,,BAO_0000249,,,16992,104290,B,H,,,
Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse,Intermediate,,,1314.0,,,158,CHEMBL857899,,1,1,,BAO_0000218,,Streptococcus pyogenes,10543,50264,F,N,,,
Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV),Intermediate,,,10335.0,,,159,CHEMBL615371,,1,1,,BAO_0000218,,Human herpesvirus 3,17833,50527,F,N,,,
Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,Expert,,468.0,10335.0,,,160,CHEMBL615372,,1,1,,BAO_0000218,,vericilla zoster virus,17290,50527,F,N,HEL,,
Antiviral activity against 07/1 strain of VZV; ND: No data,Intermediate,,,10335.0,,,161,CHEMBL615373,,1,1,,BAO_0000218,,vericilla zoster virus,17290,50527,F,N,,,
Antiviral activity against 07/1 strain of VZV; ND=No data,Intermediate,,,10335.0,,,162,CHEMBL615374,,1,1,,BAO_0000218,,vericilla zoster virus,17290,50527,F,N,,,
"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",Intermediate,,,561.0,,,163,CHEMBL615375,,1,1,,BAO_0000218,,escherichia cloac,10932,50145,F,N,,,
Ratio of Ki at A2 to Ki at A1 receptors,Autocuration,,,,,,164,CHEMBL615376,,0,1,,BAO_0000019,,,9707,22226,B,U,,,
"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",Expert,,,5476.0,,,165,CHEMBL615377,,8,1,,BAO_0000249,,Candida albicans,2346,11143,B,H,,,
"Inhibition of 1,3-beta-glucan synthase",Expert,,,284593.0,,,166,CHEMBL615378,,8,1,,BAO_0000357,,Candida glabrata CBS 138,2205,18077,B,H,,,
Inhibition of growth of 1-87 human tumor cell line,Intermediate,,832.0,9606.0,,,167,CHEMBL615379,,1,1,,BAO_0000219,,Homo sapiens,11900,80609,F,N,1-87 tumor cell line,,
Inhibition of 1-lipoxygenase (LOX)in RBL cells,Expert,,,10116.0,,,168,CHEMBL615380,,9,1,,BAO_0000219,,Rattus norvegicus,14864,12166,B,D,,,
Inhibitory activity against soybean 1-lipoxygenase (SLO),Autocuration,,,3847.0,,,169,CHEMBL615381,,9,1,,BAO_0000357,,Glycine max,16474,100171,B,D,,,
Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,Autocuration,,,3847.0,,,170,CHEMBL615382,,9,1,,BAO_0000357,,Glycine max,16474,100171,B,D,,,
% inhibition against soybean 1-lipoxygenase (SLO),Autocuration,,,3847.0,,,171,CHEMBL615383,,9,1,,BAO_0000357,,Glycine max,16474,100171,B,D,,,
percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,Autocuration,,,3847.0,,,172,CHEMBL615384,,9,1,,BAO_0000357,,Glycine max,16474,100171,B,D,,,
Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,Autocuration,,,3847.0,,,173,CHEMBL615385,,9,1,,BAO_0000357,,Glycine max,3094,100171,B,D,,,
Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,Autocuration,,,3847.0,,,174,CHEMBL615386,,9,1,,BAO_0000357,,Glycine max,3094,100171,B,D,,,
Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,Autocuration,,,3847.0,,,175,CHEMBL615387,,9,1,,BAO_0000357,,Glycine max,3094,100171,B,D,,,
Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,Autocuration,,,3847.0,,,176,CHEMBL615388,,9,1,,BAO_0000357,,Glycine max,3094,100171,B,D,,,
Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,Autocuration,,,3847.0,,,177,CHEMBL615214,,9,1,,BAO_0000357,,Glycine max,3094,100171,B,D,,,
Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,Autocuration,,,3847.0,,,178,CHEMBL827087,,9,1,,BAO_0000357,,Glycine max,3094,100171,B,D,,,
Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,Autocuration,,,3847.0,,,179,CHEMBL615215,,9,1,,BAO_0000357,,Glycine max,3094,100171,B,D,,,
Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,Autocuration,,,3847.0,,,180,CHEMBL615216,,9,1,,BAO_0000357,,Glycine max,3094,100171,B,D,,,
Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,Autocuration,,,3847.0,,,181,CHEMBL615217,,9,1,,BAO_0000357,,Glycine max,3094,100171,B,D,,,
Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,Autocuration,,,3847.0,,,182,CHEMBL615218,,9,1,,BAO_0000357,,Glycine max,3094,100171,B,D,,,
Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,Autocuration,,,3847.0,,,183,CHEMBL615219,,9,1,,BAO_0000357,,Glycine max,3094,100171,B,D,,,
Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,Autocuration,,,10090.0,,,184,CHEMBL615220,,0,1,,BAO_0000019,,Mus musculus,10413,22226,B,U,,,
Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),Intermediate,,294.0,10090.0,,,185,CHEMBL615221,,1,1,,BAO_0000219,,Mus musculus,16929,80049,F,N,C3H 10T1/2,,
In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,Intermediate,,,,,,186,CHEMBL615222,,0,1,,BAO_0000019,,,1229,22226,F,U,,,
In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),Autocuration,,,,,,187,CHEMBL615223,,8,1,,BAO_0000357,,,16587,11489,B,H,,,
In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),Autocuration,,,,,,188,CHEMBL615224,,8,1,,BAO_0000357,,,16587,11862,B,H,,,
In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,Autocuration,,,,,,189,CHEMBL615225,,8,1,,BAO_0000357,,,16587,11862,B,H,,,
Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,Autocuration,,,,,,190,CHEMBL615226,,8,1,,BAO_0000357,,,16587,11489,B,H,,,
Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,Autocuration,,,,,,191,CHEMBL615227,,8,1,,BAO_0000357,,,16587,11862,B,H,,,
Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,Expert,,,9913.0,,,192,CHEMBL615228,,9,1,,BAO_0000019,,Bos taurus,8058,12347,F,D,,,
Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,Expert,,,10116.0,,,193,CHEMBL615229,,9,1,,BAO_0000357,,Rattus norvegicus,9065,100120,B,D,,,
Inhibition of 11 beta-hydroxylase from rat adrenal gland,Expert,,,10116.0,,,194,CHEMBL615230,Adrenal gland,9,1,,BAO_0000357,,Rattus norvegicus,8865,100120,B,D,,2369.0,
Inhibition of rat adrenal 11-beta-hydroxylase,Expert,,,10116.0,,,195,CHEMBL615231,,9,1,,BAO_0000357,,Rattus norvegicus,9066,100120,B,D,,,
Inhibition of rat adrenal 11-beta-hydroxylase,Expert,,,10116.0,,,196,CHEMBL884520,,9,1,,BAO_0000357,,Rattus norvegicus,8394,100120,B,D,,,
Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,Expert,,,10116.0,,,197,CHEMBL615232,,9,1,,BAO_0000357,,Rattus norvegicus,8394,100120,B,D,,,
Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,Autocuration,,,,,,198,CHEMBL615233,,8,1,,BAO_0000019,,,6431,10328,B,H,,,
Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,Autocuration,,,,,,199,CHEMBL827088,,8,1,,BAO_0000357,,,6431,11490,B,H,,,
Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,Autocuration,,,,,,200,CHEMBL615234,,8,1,,BAO_0000357,,,6431,11490,B,H,,,
Compound was tested for the percent of inhibition against 12-LO at 10 uM,Autocuration,,,,,,201,CHEMBL615235,,8,1,,BAO_0000019,,,9295,11134,F,H,,,
In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,Autocuration,,,,,,202,CHEMBL615236,,8,1,,BAO_0000019,,,10193,12052,B,H,,,
Compound was tested in vitro for inhibition of 12-LO human platelet,Autocuration,,,,,,203,CHEMBL615237,,8,1,,BAO_0000019,,,13622,11134,B,H,,,
Inhibitory concentration against human platelet 12-lipoxygenase,Autocuration,,,,,,204,CHEMBL615238,,8,1,,BAO_0000019,,,12079,11134,F,H,,,
Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,Autocuration,,,,,,205,CHEMBL615239,,8,1,,BAO_0000019,,,13622,11134,B,H,,,
Inhibitory concentration against human platelet 12-lipoxygenase,Autocuration,,,9606.0,,,206,CHEMBL615240,,9,1,,BAO_0000019,,Homo sapiens,12079,11134,F,D,,,
Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,Expert,,,,,,207,CHEMBL615241,,8,1,,BAO_0000019,,,13500,11835,B,H,,,
Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,Expert,,,,,,208,CHEMBL615242,,8,1,,BAO_0000357,,,13723,11601,B,H,,,
Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),Autocuration,,,,,,209,CHEMBL615243,,8,1,,BAO_0000019,,,16474,11134,B,H,,,
Inhibitory activity against human platelet 12-lipoxygenase,Autocuration,,,,,,210,CHEMBL615244,,8,1,,BAO_0000019,,,1630,11134,B,H,,,
Inhibitory activity against human platelet 12-lipoxygenase was evaluated,Autocuration,,,,,,211,CHEMBL615245,,8,1,,BAO_0000019,,,167,11134,B,H,,,
% inhibition against human platelet 12-lipoxygenase (12-HLO),Autocuration,,,,,,212,CHEMBL615246,,8,1,,BAO_0000019,,,16474,11134,B,H,,,
Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,Autocuration,,,,,,213,CHEMBL615247,,8,1,,BAO_0000019,,,167,11134,B,H,,,
percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,Autocuration,,,,,,214,CHEMBL615248,,8,1,,BAO_0000019,,,16474,11134,B,H,,,
Inhibitory activity towards porcine 12-lipoxygenase,Autocuration,,,,,,215,CHEMBL615249,,8,1,,BAO_0000357,,,10091,11601,B,H,,,
Tested for inhibition against porcine 12-LO,Autocuration,,,,,,216,CHEMBL615250,,8,1,,BAO_0000357,,,11966,11601,B,H,,,
Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,Autocuration,,,,,,217,CHEMBL615251,,8,1,,BAO_0000019,,,951,12052,B,H,,,
Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,Autocuration,,,,,,218,CHEMBL615252,,8,1,,BAO_0000019,,,10997,12052,B,H,,,
In vitro inhibition of rat platelet 12-lipoxygenase,Expert,,,,,,219,CHEMBL828340,,8,1,,BAO_0000019,,,10193,12052,B,H,,,
In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,Autocuration,,,,,,220,CHEMBL615253,,8,1,,BAO_0000019,,,10193,12052,B,H,,,
In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,Autocuration,,,,,,221,CHEMBL615254,,8,1,,BAO_0000019,,,10193,12052,B,H,,,
In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,Autocuration,,,,,,222,CHEMBL615255,,8,1,,BAO_0000019,,,10193,12052,B,H,,,
In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,Autocuration,,,,,,223,CHEMBL615256,,8,1,,BAO_0000019,,,10193,12052,B,H,,,
In vitro inhibitory activity against rat platelet 12-lipoxygenase,Autocuration,,,,,,224,CHEMBL615257,,8,1,,BAO_0000019,,,10193,12052,B,H,,,
The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,Autocuration,,,,,,225,CHEMBL615258,,8,1,,BAO_0000019,,,11087,12052,B,H,,,
Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,Intermediate,,621.0,9606.0,,,226,CHEMBL615259,,1,1,,BAO_0000219,,Homo sapiens,15569,80007,F,N,41M,,
In vitro antitumor activity against 41M cell line.,Expert,,621.0,9606.0,,,227,CHEMBL615260,,1,1,,BAO_0000219,,Homo sapiens,12989,80007,F,N,41M,,
cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,Intermediate,,621.0,9606.0,,,228,CHEMBL615261,,1,1,,BAO_0000219,,Homo sapiens,16745,80007,F,N,41M,,
Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,Intermediate,,621.0,9606.0,,,229,CHEMBL615262,,1,1,,BAO_0000219,,Homo sapiens,15569,80007,F,N,41M,,
In vitro antitumor activity against 41McisR cell line.,Expert,,621.0,9606.0,,,230,CHEMBL615263,,1,1,,BAO_0000219,,Homo sapiens,12989,80007,F,N,41M,,
Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,Expert,,621.0,9606.0,,,231,CHEMBL838393,,1,1,,BAO_0000219,,Homo sapiens,12989,80007,F,N,41M,,
cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,Intermediate,,621.0,9606.0,,,232,CHEMBL615264,,1,1,,BAO_0000219,,Homo sapiens,16745,80007,F,N,41M,,
Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),Expert,,,9606.0,,,233,CHEMBL615265,,9,1,,BAO_0000357,,Homo sapiens,6210,84,B,D,,,
Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),Expert,,,9606.0,,,234,CHEMBL615266,,9,1,,BAO_0000357,,Homo sapiens,6210,68,B,D,,,
Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),Expert,,,,,,235,CHEMBL615267,,8,1,,BAO_0000357,,,6226,68,B,H,,,
Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,Expert,,,,,,236,CHEMBL615268,,8,1,,BAO_0000357,,,17855,10201,B,H,,,
Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,Expert,,,,,,237,CHEMBL615269,,8,1,,BAO_0000357,,,17855,10201,B,H,,,
Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,Expert,,,,,,238,CHEMBL615270,,8,1,,BAO_0000357,,,17855,10201,B,H,,,
"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",Autocuration,,,,,,239,CHEMBL615271,,8,1,,BAO_0000357,,,10413,12220,B,H,,,
"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",Autocuration,,,562.0,,,240,CHEMBL615272,,8,1,,BAO_0000357,,Escherichia coli,10413,11303,B,H,,,
"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",Autocuration,,,562.0,,,241,CHEMBL615103,,8,1,,BAO_0000357,,Escherichia coli,10413,11303,B,H,,,
"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",Autocuration,,,562.0,,,242,CHEMBL615104,,8,1,,BAO_0000357,,Escherichia coli,10413,11303,B,H,,,
"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",Autocuration,,,,,,243,CHEMBL615105,,8,1,,BAO_0000357,,,10413,12220,B,H,,,
"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",Autocuration,,,,,,244,CHEMBL872866,,8,1,,BAO_0000357,,,10413,12220,B,H,,,
"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",Autocuration,,,9823.0,,,245,CHEMBL615106,,8,1,,BAO_0000357,,Sus scrofa,7587,11303,B,H,,,
"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",Autocuration,,,9823.0,,,246,CHEMBL615107,,8,1,,BAO_0000019,,Sus scrofa,7587,11303,B,H,,,
"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",Autocuration,,,9823.0,,,247,CHEMBL615108,,8,1,,BAO_0000357,,Sus scrofa,7587,11303,B,H,,,
"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",Autocuration,,,9823.0,,,248,CHEMBL615109,,8,1,,BAO_0000357,,Sus scrofa,7587,11303,B,H,,,
