assay_id,tissue_id,doc_id,assay_tax_id,bao_format,assay_category,src_assay_id,cell_id,curated_by,src_id,assay_organism,assay_test_type,confidence_score,assay_subcellular_fraction,relationship_type,assay_strain,description,assay_type,assay_tissue
162,,17290,10335.0,BAO_0000218,,,,Intermediate,1,vericilla zoster virus,,1,,N,,Antiviral activity against 07/1 strain of VZV; ND=No data,F,
163,,10932,561.0,BAO_0000218,,,,Intermediate,1,escherichia cloac,,1,,N,,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",F,
164,,9707,,BAO_0000019,,,,Autocuration,1,,,0,,U,,Ratio of Ki at A2 to Ki at A1 receptors,B,
165,,2346,5476.0,BAO_0000249,,,,Expert,1,Candida albicans,,8,,H,,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",B,
166,,2205,284593.0,BAO_0000357,,,,Expert,1,Candida glabrata CBS 138,,8,,H,,"Inhibition of 1,3-beta-glucan synthase",B,
167,,11900,9606.0,BAO_0000219,,,832.0,Intermediate,1,Homo sapiens,,1,,N,,Inhibition of growth of 1-87 human tumor cell line,F,
168,,14864,10116.0,BAO_0000219,,,,Expert,1,Rattus norvegicus,,9,,D,,Inhibition of 1-lipoxygenase (LOX)in RBL cells,B,
169,,16474,3847.0,BAO_0000357,,,,Autocuration,1,Glycine max,,9,,D,,Inhibitory activity against soybean 1-lipoxygenase (SLO),B,
170,,16474,3847.0,BAO_0000357,,,,Autocuration,1,Glycine max,,9,,D,,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,B,
171,,16474,3847.0,BAO_0000357,,,,Autocuration,1,Glycine max,,9,,D,,% inhibition against soybean 1-lipoxygenase (SLO),B,
172,,16474,3847.0,BAO_0000357,,,,Autocuration,1,Glycine max,,9,,D,,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,B,
173,,3094,3847.0,BAO_0000357,,,,Autocuration,1,Glycine max,,9,,D,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,B,
174,,3094,3847.0,BAO_0000357,,,,Autocuration,1,Glycine max,,9,,D,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,B,
175,,3094,3847.0,BAO_0000357,,,,Autocuration,1,Glycine max,,9,,D,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,B,
176,,3094,3847.0,BAO_0000357,,,,Autocuration,1,Glycine max,,9,,D,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,B,
177,,3094,3847.0,BAO_0000357,,,,Autocuration,1,Glycine max,,9,,D,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,B,
178,,3094,3847.0,BAO_0000357,,,,Autocuration,1,Glycine max,,9,,D,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,B,
179,,3094,3847.0,BAO_0000357,,,,Autocuration,1,Glycine max,,9,,D,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,B,
180,,3094,3847.0,BAO_0000357,,,,Autocuration,1,Glycine max,,9,,D,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,B,
181,,3094,3847.0,BAO_0000357,,,,Autocuration,1,Glycine max,,9,,D,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,B,
182,,3094,3847.0,BAO_0000357,,,,Autocuration,1,Glycine max,,9,,D,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,B,
183,,3094,3847.0,BAO_0000357,,,,Autocuration,1,Glycine max,,9,,D,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,B,
184,,10413,10090.0,BAO_0000019,,,,Autocuration,1,Mus musculus,,0,,U,,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,B,
185,,16929,10090.0,BAO_0000219,,,294.0,Intermediate,1,Mus musculus,,1,,N,,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),F,
186,,1229,,BAO_0000019,,,,Intermediate,1,,,0,,U,,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,F,
187,,16587,,BAO_0000357,,,,Autocuration,1,,,8,,H,,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),B,
188,,16587,,BAO_0000357,,,,Autocuration,1,,,8,,H,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),B,
189,,16587,,BAO_0000357,,,,Autocuration,1,,,8,,H,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,B,
190,,16587,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,B,
191,,16587,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,B,
192,,8058,9913.0,BAO_0000019,,,,Expert,1,Bos taurus,,9,,D,,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,F,
193,,9065,10116.0,BAO_0000357,,,,Expert,1,Rattus norvegicus,,9,,D,,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,B,
194,2369.0,8865,10116.0,BAO_0000357,,,,Expert,1,Rattus norvegicus,,9,,D,,Inhibition of 11 beta-hydroxylase from rat adrenal gland,B,Adrenal gland
195,,9066,10116.0,BAO_0000357,,,,Expert,1,Rattus norvegicus,,9,,D,,Inhibition of rat adrenal 11-beta-hydroxylase,B,
196,,8394,10116.0,BAO_0000357,,,,Expert,1,Rattus norvegicus,,9,,D,,Inhibition of rat adrenal 11-beta-hydroxylase,B,
197,,8394,10116.0,BAO_0000357,,,,Expert,1,Rattus norvegicus,,9,,D,,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,B,
198,,6431,,BAO_0000019,,,,Autocuration,1,,,8,,H,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,B,
199,,6431,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,
200,,6431,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,
201,,9295,,BAO_0000019,,,,Autocuration,1,,,8,,H,,Compound was tested for the percent of inhibition against 12-LO at 10 uM,F,
202,,10193,,BAO_0000019,,,,Autocuration,1,,,8,,H,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,
203,,13622,,BAO_0000019,,,,Autocuration,1,,,8,,H,,Compound was tested in vitro for inhibition of 12-LO human platelet,B,
204,,12079,,BAO_0000019,,,,Autocuration,1,,,8,,H,,Inhibitory concentration against human platelet 12-lipoxygenase,F,
205,,13622,,BAO_0000019,,,,Autocuration,1,,,8,,H,,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,B,
206,,12079,9606.0,BAO_0000019,,,,Autocuration,1,Homo sapiens,,9,,D,,Inhibitory concentration against human platelet 12-lipoxygenase,F,
207,,13500,,BAO_0000019,,,,Expert,1,,,8,,H,,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,B,
208,,13723,,BAO_0000357,,,,Expert,1,,,8,,H,,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,B,
209,,16474,,BAO_0000019,,,,Autocuration,1,,,8,,H,,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),B,
210,,1630,,BAO_0000019,,,,Autocuration,1,,,8,,H,,Inhibitory activity against human platelet 12-lipoxygenase,B,
211,,167,,BAO_0000019,,,,Autocuration,1,,,8,,H,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,B,
212,,16474,,BAO_0000019,,,,Autocuration,1,,,8,,H,,% inhibition against human platelet 12-lipoxygenase (12-HLO),B,
213,,167,,BAO_0000019,,,,Autocuration,1,,,8,,H,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,B,
214,,16474,,BAO_0000019,,,,Autocuration,1,,,8,,H,,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,B,
215,,10091,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Inhibitory activity towards porcine 12-lipoxygenase,B,
216,,11966,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Tested for inhibition against porcine 12-LO,B,
217,,951,,BAO_0000019,,,,Autocuration,1,,,8,,H,,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,B,
218,,10997,,BAO_0000019,,,,Autocuration,1,,,8,,H,,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,B,
219,,10193,,BAO_0000019,,,,Expert,1,,,8,,H,,In vitro inhibition of rat platelet 12-lipoxygenase,B,
220,,10193,,BAO_0000019,,,,Autocuration,1,,,8,,H,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,
221,,10193,,BAO_0000019,,,,Autocuration,1,,,8,,H,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,B,
222,,10193,,BAO_0000019,,,,Autocuration,1,,,8,,H,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,B,
223,,10193,,BAO_0000019,,,,Autocuration,1,,,8,,H,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,
224,,10193,,BAO_0000019,,,,Autocuration,1,,,8,,H,,In vitro inhibitory activity against rat platelet 12-lipoxygenase,B,
225,,11087,,BAO_0000019,,,,Autocuration,1,,,8,,H,,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,B,
226,,15569,9606.0,BAO_0000219,,,621.0,Intermediate,1,Homo sapiens,,1,,N,,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,F,
227,,12989,9606.0,BAO_0000219,,,621.0,Expert,1,Homo sapiens,,1,,N,,In vitro antitumor activity against 41M cell line.,F,
228,,16745,9606.0,BAO_0000219,,,621.0,Intermediate,1,Homo sapiens,,1,,N,,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,F,
229,,15569,9606.0,BAO_0000219,,,621.0,Intermediate,1,Homo sapiens,,1,,N,,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,F,
230,,12989,9606.0,BAO_0000219,,,621.0,Expert,1,Homo sapiens,,1,,N,,In vitro antitumor activity against 41McisR cell line.,F,
231,,12989,9606.0,BAO_0000219,,,621.0,Expert,1,Homo sapiens,,1,,N,,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,F,
232,,16745,9606.0,BAO_0000219,,,621.0,Intermediate,1,Homo sapiens,,1,,N,,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,F,
233,,6210,9606.0,BAO_0000357,,,,Expert,1,Homo sapiens,,9,,D,,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),B,
234,,6210,9606.0,BAO_0000357,,,,Expert,1,Homo sapiens,,9,,D,,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,
235,,6226,,BAO_0000357,,,,Expert,1,,,8,,H,,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,
236,,17855,,BAO_0000357,,,,Expert,1,,,8,,H,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,
237,,17855,,BAO_0000357,,,,Expert,1,,,8,,H,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,B,
238,,17855,,BAO_0000357,,,,Expert,1,,,8,,H,,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,
239,,10413,,BAO_0000357,,,,Autocuration,1,,,8,,H,,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,
240,,10413,562.0,BAO_0000357,,,,Autocuration,1,Escherichia coli,,8,,H,,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,
241,,10413,562.0,BAO_0000357,,,,Autocuration,1,Escherichia coli,,8,,H,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,
242,,10413,562.0,BAO_0000357,,,,Autocuration,1,Escherichia coli,,8,,H,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",B,
243,,10413,,BAO_0000357,,,,Autocuration,1,,,8,,H,,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,
244,,10413,,BAO_0000357,,,,Autocuration,1,,,8,,H,,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",B,
245,,7587,9823.0,BAO_0000357,,,,Autocuration,1,Sus scrofa,,8,,H,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,
246,,7587,9823.0,BAO_0000019,,,,Autocuration,1,Sus scrofa,,8,,H,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",B,
247,,7587,9823.0,BAO_0000357,,,,Autocuration,1,Sus scrofa,,8,,H,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",B,
248,,7587,9823.0,BAO_0000357,,,,Autocuration,1,Sus scrofa,,8,,H,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",B,
249,,7587,9823.0,BAO_0000357,,,,Autocuration,1,Sus scrofa,,8,,H,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,
250,,7587,9823.0,BAO_0000019,,,,Autocuration,1,Sus scrofa,,8,,H,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,
251,,7587,9823.0,BAO_0000019,,,,Autocuration,1,Sus scrofa,,8,,H,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",B,
252,,7587,9823.0,BAO_0000019,,,,Autocuration,1,Sus scrofa,,8,,H,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",B,
253,,7587,9823.0,BAO_0000019,,,,Autocuration,1,Sus scrofa,,8,,H,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",B,
254,,7587,9823.0,BAO_0000019,,,,Autocuration,1,Sus scrofa,,8,,H,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",B,
255,,7587,9823.0,BAO_0000357,,,,Autocuration,1,Sus scrofa,,8,,H,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,
256,,7587,9823.0,BAO_0000019,,,,Autocuration,1,Sus scrofa,,8,,H,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,
257,,7323,,BAO_0000357,,,,Autocuration,1,,,8,,H,,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",B,
258,,7587,9823.0,BAO_0000019,,,,Autocuration,1,Sus scrofa,,0,,U,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",B,
259,,7587,9823.0,BAO_0000019,,,,Autocuration,1,Sus scrofa,,0,,U,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",B,
260,,13750,4932.0,BAO_0000357,,,,Expert,1,Saccharomyces cerevisiae,,8,,H,,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,B,
261,,7662,10116.0,BAO_0000019,,,,Autocuration,1,Rattus norvegicus,,0,,U,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,
262,,7662,10116.0,BAO_0000019,,,,Autocuration,1,Rattus norvegicus,,0,,U,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,
263,,7662,10116.0,BAO_0000019,,,,Autocuration,1,Rattus norvegicus,,0,,U,,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",B,
264,,12211,,BAO_0000019,,,,Autocuration,1,,,6,,H,,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,
265,,12211,,BAO_0000019,,,,Autocuration,1,,,6,,H,,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,
266,2116.0,12211,10141.0,BAO_0000221,,,,Intermediate,1,Cavia porcellus,,9,,D,,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,F,Ileum
267,,12211,,BAO_0000019,,,,Expert,1,,,8,,H,,Stimulatory activity of intragastric pressure was tested in the rat,F,
268,,15453,,BAO_0000357,,,,Autocuration,1,,,8,,H,,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,B,
269,,11884,10116.0,BAO_0000218,,,,Autocuration,1,Rattus norvegicus,,0,,U,,Dose to reduce neuronal firing against 5-HT cells in rats (iv),F,
270,,7185,,BAO_0000019,,,,Autocuration,1,,,8,,H,,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,F,
271,,6876,9606.0,BAO_0000357,,,,Expert,1,Homo sapiens,,9,,D,,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,B,
272,,6876,9606.0,BAO_0000357,,,,Expert,1,Homo sapiens,,9,,D,,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,B,
273,,11863,,BAO_0000019,,,,Autocuration,1,,,8,,H,,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,F,
274,,11863,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Inhibition constant of high-affinity 5-HT uptake,B,
275,,11863,,BAO_0000019,,,,Autocuration,1,,,8,,H,,Michaelis-Menten constant was reported for high affinity transport of 5-HT,F,
276,,11863,,BAO_0000019,,,,Autocuration,1,,,8,,H,,Maximum rate was determined for high affinity transport of 5-HT,F,
277,,4639,,BAO_0000019,,,,Autocuration,1,,,4,,H,,Compound was tested for agonistic activity against 5-HT uptake,F,
278,,15796,,BAO_0000019,,,,Expert,1,,,8,,H,,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,B,
279,,15796,9913.0,BAO_0000357,,,,Expert,1,Bos taurus,,8,,H,,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,B,
280,,12801,10116.0,BAO_0000224,,,,Autocuration,1,Rattus norvegicus,,5,,D,,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,B,
281,,12801,,BAO_0000224,,,,Autocuration,1,,,4,,H,,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,B,
