assay_id,assay_subcellular_fraction,doc_id,assay_category,assay_tax_id,assay_cell_type,assay_tissue,assay_type,assay_strain,bao_format,tissue_id,description,assay_test_type,assay_organism,tid,relationship_type,confidence_score
175,,3094,,19515.0,,,B,,BAO00o035y,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,,Glycine max,100171,D,9
176,,3094,,56261.0,,,B,,BAOp000r57,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,,Glycine max,100171,D,9
177,,3094,,66061.0,,,B,,BAO0o003y7,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,,Glycine max,100171,D,9
178,,3094,,12859.0,,,B,,BAO90p0357,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,,Glycine max,100171,D,9
179,,3094,,48745.0,,,B,,BqOo000357,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,,Glycine max,100171,D,9
180,,3094,,54439.0,,,B,,BAO0000ry7,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,,Glycine max,100171,D,9
181,,3094,,18656.0,,,B,,BAi0000w57,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,,Glycine max,100171,D,9
182,,3094,,42195.0,,,B,,BAO09003t7,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,,Glycine max,100171,D,9
183,,3094,,6874.0,,,B,,nAO000o357,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,,Glycine max,100171,D,9
184,,10413,,2320.0,,,B,,BwO0900019,,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,,Mus musculus,22226,U,0
185,,16929,,16309.0,C3H10512,,F,,fAO0900219,,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),,Mus musculus,80049,N,1
186,,1229,,,,,F,,vAO0090019,,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,,,22226,U,0
187,,16587,,,,,B,,BAO009p357,,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,,11489,H,8
188,,16587,,,,,B,,BwO0000347,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,,11862,H,8
189,,16587,,,,,B,,Bw90000357,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,,,11862,H,8
190,,16587,,,,,B,,BAO9000257,,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,,,11489,H,8
191,,16587,,,,,B,,BAO00003t6,,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,,,11862,H,8
192,,8058,,28735.0,,,F,,BAOp0000q9,,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,,Bos taurus,12347,D,9
193,,9065,,26978.0,,,B,,BAO0000r58,,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,,Rattus norvegicus,100120,D,9
194,,8865,,43711.0,,Adremalhland,B,,BAO0000e5i,671391.0,Inhibition of 11 beta-hydroxylase from rat adrenal gland,,Rattus norvegicus,100120,D,9
195,,9066,,29407.0,,,B,,BAp0900357,,Inhibition of rat adrenal 11-beta-hydroxylase,,Rattus norvegicus,100120,D,9
196,,8394,,5859.0,,,B,,BAO0p09357,,Inhibition of rat adrenal 11-beta-hydroxylase,,Rattus norvegicus,100120,D,9
197,,8394,,3372.0,,,B,,gAO00003r7,,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,,Rattus norvegicus,100120,D,9
198,,6431,,,,,B,,hAO0009019,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,,,10328,H,8
199,,6431,,,,,B,,nAO0009357,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,,11490,H,8
200,,6431,,,,,B,,vqO0000357,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,,11490,H,8
201,,9295,,,,,F,,BAO09000q9,,Compound was tested for the percent of inhibition against 12-LO at 10 uM,,,11134,H,8
202,,10193,,,,,B,,BAO0o0001p,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,12052,H,8
203,,13622,,,,,B,,BAO090p019,,Compound was tested in vitro for inhibition of 12-LO human platelet,,,11134,H,8
204,,12079,,,,,F,,BAO000p919,,Inhibitory concentration against human platelet 12-lipoxygenase,,,11134,H,8
205,,13622,,,,,B,,BqO00p0019,,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,,,11134,H,8
206,,12079,,46803.0,,,F,,BAO0o90019,,Inhibitory concentration against human platelet 12-lipoxygenase,,Homo sapiens,11134,D,9
207,,13500,,,,,B,,BAO00oo019,,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,,,11835,H,8
208,,13723,,,,,B,,nAO0090357,,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,,,11601,H,8
209,,16474,,,,,B,,BAO0o0o019,,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),,,11134,H,8
210,,1630,,,,,B,,BzO00p0019,,Inhibitory activity against human platelet 12-lipoxygenase,,,11134,H,8
211,,167,,,,,B,,BqO0o00019,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,,,11134,H,8
212,,16474,,,,,B,,BAi0009019,,% inhibition against human platelet 12-lipoxygenase (12-HLO),,,11134,H,8
213,,167,,,,,B,,fA80000019,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,,,11134,H,8
214,,16474,,,,,B,,BAOp00o019,,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,,,11134,H,8
215,,10091,,,,,B,,BAO00o0356,,Inhibitory activity towards porcine 12-lipoxygenase,,,11601,H,8
216,,11966,,,,,B,,BAp00003r7,,Tested for inhibition against porcine 12-LO,,,11601,H,8
217,,951,,,,,B,,gAO0090019,,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,,,12052,H,8
218,,10997,,,,,B,,BzO0000018,,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,,,12052,H,8
219,,10193,,,,,B,,BAOp900019,,In vitro inhibition of rat platelet 12-lipoxygenase,,,12052,H,8
220,,10193,,,,,B,,BAO900p019,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,12052,H,8
221,,10193,,,,,B,,BAO0o0o019,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,,,12052,H,8
222,,10193,,,,,B,,hAO9000019,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,,,12052,H,8
223,,10193,,,,,B,,BAO00000q0,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,12052,H,8
224,,10193,,,,,B,,gAOp000019,,In vitro inhibitory activity against rat platelet 12-lipoxygenase,,,12052,H,8
225,,11087,,,,,B,,BAO00p001p,,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,,,12052,H,8
226,,15569,,24903.0,41M,,F,,BAO00p02w9,,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,,Homo sapiens,80007,N,1
227,,12989,,23843.0,41M,,F,,BAO000p210,,In vitro antitumor activity against 41M cell line.,,Homo sapiens,80007,N,1
228,,16745,,45696.0,41M,,F,,hqO0000219,,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,,Homo sapiens,80007,N,1
229,,15569,,78635.0,41M,,F,,BAO00003w9,,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,,Homo sapiens,80007,N,1
230,,12989,,8809.0,41M,,F,,BAp0000q19,,In vitro antitumor activity against 41McisR cell line.,,Homo sapiens,80007,N,1
231,,12989,,1724.0,41M,,F,,BzO9000219,,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,,Homo sapiens,80007,N,1
232,,16745,,4668.0,41M,,F,,BAO0090119,,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,,Homo sapiens,80007,N,1
233,,6210,,43993.0,,,B,,hAO000035y,,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),,Homo sapiens,84,D,9
234,,6210,,38791.0,,,B,,hAO000p357,,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,Homo sapiens,68,D,9
235,,6226,,,,,B,,BAO0000w5i,,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,,68,H,8
236,,17855,,,,,B,,BAO00o03y7,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,,,10201,H,8
237,,17855,,,,,B,,BAO000p367,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,,,10201,H,8
238,,17855,,,,,B,,BAO0009347,,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,,,10201,H,8
239,,10413,,,,,B,,BAO0099357,,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,,12220,H,8
240,,10413,,2361.0,,,B,,BAOp0003y7,,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,Escherichia coli,11303,H,8
241,,10413,,42769.0,,,B,,BAO00o0r57,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,Escherichia coli,11303,H,8
242,,10413,,18646.0,,,B,,BAO0p003r7,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",,Escherichia coli,11303,H,8
243,,10413,,,,,B,,BqO9000357,,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,,12220,H,8
244,,10413,,,,,B,,fAO00p0357,,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",,,12220,H,8
245,,7587,,26329.0,,,B,,BAO000p35u,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,Sus scrofa,11303,H,8
246,,7587,,6394.0,,,B,,fzO0000019,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",,Sus scrofa,11303,H,8
247,,7587,,43996.0,,,B,,BAi00003r7,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",,Sus scrofa,11303,H,8
248,,7587,,15467.0,,,B,,BAO09p0357,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",,Sus scrofa,11303,H,8
249,,7587,,12260.0,,,B,,BwOp000357,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,Sus scrofa,11303,H,8
250,,7587,,29611.0,,,B,,BAk000001o,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,Sus scrofa,11303,H,8
251,,7587,,26393.0,,,B,,BzO00000q9,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",,Sus scrofa,11303,H,8
252,,7587,,4741.0,,,B,,BAi0000p19,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",,Sus scrofa,11303,H,8
253,,7587,,10358.0,,,B,,BqO000001i,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",,Sus scrofa,11303,H,8
254,,7587,,10855.0,,,B,,fAO0900019,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",,Sus scrofa,11303,H,8
255,,7587,,64153.0,,,B,,hqO0000357,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,Sus scrofa,11303,H,8
256,,7587,,7100.0,,,B,,gAO00000w9,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,Sus scrofa,11303,H,8
257,,7323,,,,,B,,BwO0090357,,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",,,11303,H,8
258,,7587,,39122.0,,,B,,BAOp900019,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",,Sus scrofa,22226,U,0
259,,7587,,39868.0,,,B,,BAl0090019,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",,Sus scrofa,22226,U,0
260,,13750,,32257.0,,,B,,BAp9000357,,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,,Saccharomyces cerevisiae,100249,H,8
261,,7662,,28353.0,,,B,,BAO00000w0,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,Rattus norvegicus,22226,U,0
262,,7662,,67705.0,,,B,,BAO0o00p19,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,Rattus norvegicus,22226,U,0
263,,7662,,55917.0,,,B,,BAO000o0w9,,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",,Rattus norvegicus,22226,U,0
264,,12211,,,,,F,,BAO0090029,,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,,104698,H,6
265,,12211,,,,,F,,BAO000p029,,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,,104698,H,6
266,,12211,,9118.0,,Ilwum,F,,BxO00002e1,884793.0,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,,Cavia porcellus,20033,D,9
267,,12211,,,,,F,,BAO090o019,,Stimulatory activity of intragastric pressure was tested in the rat,,,10623,H,8
268,,15453,,,,,B,,BAO00p0e57,,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,,,121,H,8
269,,11884,,18563.0,,,F,,gAO000o218,,Dose to reduce neuronal firing against 5-HT cells in rats (iv),,Rattus norvegicus,22226,U,0
270,,7185,,,,,F,,BAO000op19,,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,,,12688,H,8
271,,6876,,10313.0,,,B,,BqO0000e57,,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,,Homo sapiens,121,D,9
272,,6876,,20520.0,,,B,,BAO00o035y,,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,,Homo sapiens,121,D,9
273,,11863,,,,,F,,BxOp000019,,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,,,12198,H,8
274,,11863,,,,,B,,BAl0900357,,Inhibition constant of high-affinity 5-HT uptake,,,12198,H,8
275,,11863,,,,,F,,fAOp000019,,Michaelis-Menten constant was reported for high affinity transport of 5-HT,,,12198,H,8
276,,11863,,,,,F,,BAO9000029,,Maximum rate was determined for high affinity transport of 5-HT,,,12198,H,8
277,,4639,,,,,F,,BzO000001i,,Compound was tested for agonistic activity against 5-HT uptake,,,104714,H,4
278,,15796,,,,,B,,BAO0oo0019,,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,,,10577,H,8
279,,15796,,146.0,,,B,,vAO00p0357,,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,,Bos taurus,105,H,8
280,,12801,,23088.0,,,B,,BAO0o00324,,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,,Rattus norvegicus,104744,D,5
281,,12801,,,,,B,,BAO00p9224,,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,,,104744,H,4
282,nembranes,12120,,,,,B,,BzO00p0249,,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,,,104744,H,4
283,Memb4anes,12120,,,,,B,,BsO000p249,,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,,,104744,H,4
284,,11963,,,,,B,,BAl000001p,,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,,,104744,H,4
285,,11701,,,,,F,,nsO0000019,,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,,,51,H,8
286,,9995,,,,Hipppcam9us,B,,BAO00o9221,515288.0,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,,,51,H,8
287,,9995,,,,gippocamp7s,B,,BAO090022q,4067242.0,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,,,51,H,8
288,,9995,,,,Hippocampha,B,,hAO0000222,1818083.0,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,,,51,H,8
289,,16394,,,,,F,,BA80o00218,,Antagonistic activity at postsynaptic 5-HT1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (.26-3.52),In vivo,,10576,H,8
290,,11574,,30460.0,,,F,,BAO000o01p,,Effect on forskolin stimulated adenylate cyclase activity at 5-HT1D receptor of guinea pig substantia nigra.,,Cavia porcellus,105570,D,9
291,,15779,,,CHO,,B,,BAO000921i,,Binding affinity towards 5-HT1F (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,,,279,H,8
292,,15363,,,,,B,,vwO0000357,,Compound was tested for the displacement of [125I]DOI from clone human 5-hydroxytryptamine 2A receptor,,,107,H,8
293,,15363,,30539.0,,,F,,BA00090019,,Efficacy against 5-hydroxytryptamine 2A receptor,,Rattus norvegicus,12687,D,9
294,,15329,,,,,F,,BqO9000019,,Intrinsic activity towards 5-HT2A receptor of rat tail artery,,,12687,H,8
295,,15329,,,,,F,,BAOo00p019,,Relative potency towards 5-HT2A receptor of rat tail artery,,,12687,H,8
296,,15329,,,,,F,,BAO0o00o19,,Blocking 5-HT2A receptor-mediated contractions of rat tail artery,,,12687,H,8
297,,15329,,,,,F,,BAi0000o19,,Partial agonism at 5-HT2A receptor was evaluated in presence of ketanserin (3-10 nM) in isolated rat tail artery,,,12687,H,8
298,,15329,,,,,F,,BAOp000p19,,Compound was tested for the intrinsic activity against 5-HT2A receptors of rat tail artery.,,,12687,H,8
299,,15329,,,,,F,,BAO0o0001i,,Effectiveness in blocking 5-HT2A receptor-mediated contractions of rat tail artery,,,12687,H,8
