assays_ss_ctgr,assays_rltnshp_tp,assays_td,assays_cll_d,assays_ss_sbclllr_frctn,assays_ss_tst_tp,assays_ss_tp,assays_tss_d,assays_chmbl_d,assays_cnfdnc_scr,assays_vrnt_d,assays_b_frmt,assays_dc_d,assays_dscrptn,assays_src_d,assays_src_ss_d,assays_ss_tss,assays_ss_rgnsm,assays_crtd_b,assays_ss_cll_tp,assays_ss_strn,assays_ss_d,assays_ss_tx_d
,N,50597,,,,A,2113.0,CHEMBL627030,1,,BAO_0000218,10130,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in kidney; Expressed as percent dose/organ,1,,Kidney,Rattus norvegicus,Intermediate,,,7661,10116.0
,N,50597,,,,A,2107.0,CHEMBL627031,1,,BAO_0000218,10130,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in liver; Expressed as percent dose/organ,1,,Liver,Rattus norvegicus,Intermediate,,,7662,10116.0
,N,50597,,,,A,2048.0,CHEMBL627032,1,,BAO_0000218,10130,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in lung; Expressed as percent dose/organ,1,,Lung,Rattus norvegicus,Intermediate,,,7663,10116.0
,N,50597,,,,A,2385.0,CHEMBL627033,1,,BAO_0000218,10130,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in muscle; Expressed as percent dose/organ,1,,Muscle tissue,Rattus norvegicus,Intermediate,,,7664,10116.0
,N,50597,,,,A,,CHEMBL627034,1,,BAO_0000218,10130,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in skin; Expressed as percent dose/organ,1,,,Rattus norvegicus,Intermediate,,,7665,10116.0
,N,50597,,,,A,2106.0,CHEMBL627035,1,,BAO_0000218,10130,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in spleen; Expressed as percent dose/organ,1,,Spleen,Rattus norvegicus,Intermediate,,,7666,10116.0
,N,50597,,,,A,2046.0,CHEMBL627036,1,,BAO_0000218,10130,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in thyroid; Expressed as percent dose/organ,1,,Thyroid gland,Rattus norvegicus,Intermediate,,,7667,10116.0
,N,50597,,,,A,178.0,CHEMBL875340,1,,BAO_0000218,10130,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in blood; Expressed as percent dose/organ,1,,Blood,Rattus norvegicus,Intermediate,,,7668,10116.0
,N,50597,,,,A,948.0,CHEMBL627037,1,,BAO_0000218,10130,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in heart; Expressed as percent dose/organ,1,,Heart,Rattus norvegicus,Intermediate,,,7669,10116.0
,N,50597,,,,A,2113.0,CHEMBL627038,1,,BAO_0000218,10130,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in kidney; Expressed as percent dose/organ,1,,Kidney,Rattus norvegicus,Intermediate,,,7670,10116.0
,N,50597,,,,A,2107.0,CHEMBL627039,1,,BAO_0000218,10130,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in liver; Expressed as percent dose/organ,1,,Liver,Rattus norvegicus,Intermediate,,,7671,10116.0
,N,50597,,,,A,2385.0,CHEMBL627040,1,,BAO_0000218,10130,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in muscle; Expressed as percent dose/organ,1,,Muscle tissue,Rattus norvegicus,Intermediate,,,7672,10116.0
,N,50597,,,,A,2106.0,CHEMBL624663,1,,BAO_0000218,10130,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in spleen; Expressed as percent dose/organ,1,,Spleen,Rattus norvegicus,Intermediate,,,7673,10116.0
,N,50597,,,,A,2046.0,CHEMBL625963,1,,BAO_0000218,10130,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in thyroid; Expressed as percent dose/organ,1,,Thyroid gland,Rattus norvegicus,Intermediate,,,7674,10116.0
,N,50597,,,,A,955.0,CHEMBL876799,1,,BAO_0000218,10130,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in brain; Expressed as percent dose/organ,1,,Brain,Rattus norvegicus,Intermediate,,,7675,10116.0
,N,50597,,,,A,2048.0,CHEMBL626133,1,,BAO_0000218,10130,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in lung; Expressed as percent dose/organ,1,,Lung,Rattus norvegicus,Intermediate,,,7676,10116.0
,N,50597,,,,A,,CHEMBL626134,1,,BAO_0000218,10130,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in skin; Expressed as percent dose/organ,1,,,Rattus norvegicus,Intermediate,,,7677,10116.0
,N,50597,,,,A,,CHEMBL626135,1,,BAO_0000218,6295,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,1,,,Rattus norvegicus,Intermediate,,,7678,10116.0
,N,50597,,,,A,,CHEMBL626136,1,,BAO_0000218,6296,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,1,,,Rattus norvegicus,Intermediate,,,7679,10116.0
,N,50597,,,,A,,CHEMBL626137,1,,BAO_0000218,6296,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg; Below detection limit,1,,,Rattus norvegicus,Intermediate,,,7680,10116.0
,N,50597,,,,A,,CHEMBL626138,1,,BAO_0000218,6295,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,1,,,Rattus norvegicus,Intermediate,,,7681,10116.0
,N,50597,,,,A,,CHEMBL626139,1,,BAO_0000218,6296,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,1,,,Rattus norvegicus,Intermediate,,,7682,10116.0
,N,50597,,,In vivo,A,,CHEMBL626140,1,,BAO_0000218,17260,C max at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,1,,,Rattus norvegicus,Intermediate,,,7683,10116.0
,N,50597,,,In vivo,A,,CHEMBL626141,1,,BAO_0000218,17260,C max at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,1,,,Rattus norvegicus,Intermediate,,,7684,10116.0
,N,50597,,,,A,,CHEMBL626142,1,,BAO_0000218,17686,C24h in rat p.o. at 20 mg/kg concentration,1,,,Rattus norvegicus,Intermediate,,,7685,10116.0
,N,50597,,,In vivo,A,2385.0,CHEMBL627930,1,,BAO_0000218,9866,Biodistribution in normal rat muscle in the presence of 0.005 M Gd/0.01 M lig at 2 hr,1,,Muscle tissue,Rattus norvegicus,Intermediate,,,7686,10116.0
,N,50597,,,In vivo,A,2385.0,CHEMBL627931,1,,BAO_0000218,9866,Biodistribution in normal rat muscle in the presence of 0.01 M Gd/0.05 M lig,1,,Muscle tissue,Rattus norvegicus,Intermediate,,,7687,10116.0
,N,50597,,,In vivo,A,2385.0,CHEMBL627932,1,,BAO_0000218,9866,Biodistribution in normal rat muscle in the presence of NAC Gd 0.01 M lig at 2 hr,1,,Muscle tissue,Rattus norvegicus,Intermediate,,,7688,10116.0
,N,50597,,,In vivo,A,2106.0,CHEMBL627933,1,,BAO_0000218,9866,Biodistribution in normal rat spleen in the presence of 0.005 M Gd/0.01 M lig at 2 hr,1,,Spleen,Rattus norvegicus,Intermediate,,,7689,10116.0
,N,50597,,,In vivo,A,2106.0,CHEMBL627934,1,,BAO_0000218,9866,Biodistribution in normal rat spleen in the presence of 0.01 M Gd/0.05 M lig,1,,Spleen,Rattus norvegicus,Intermediate,,,7690,10116.0
,N,50597,,,In vivo,A,2106.0,CHEMBL627935,1,,BAO_0000218,9866,Biodistribution in normal rat spleen in the presence of NAC Gd 0.01 M lig at 2 hr,1,,Spleen,Rattus norvegicus,Intermediate,,,7691,10116.0
,N,50597,,,In vivo,A,178.0,CHEMBL627936,1,,BAO_0000218,9866,Biodistribution in rat blood in the presence of 0.001 M/0.008 M GdDTPA-AEP,1,,Blood,Rattus norvegicus,Intermediate,,,7692,10116.0
,N,50597,,,In vivo,A,178.0,CHEMBL627937,1,,BAO_0000218,9866,Biodistribution in rat blood in the presence of 0.01 M GdDTPA-BDP,1,,Blood,Rattus norvegicus,Intermediate,,,7693,10116.0
,N,50597,,,In vivo,A,178.0,CHEMBL627938,1,,BAO_0000218,9866,Biodistribution in rat blood in the presence of 0.01 M/0.01 M GdDTPA-AEP,1,,Blood,Rattus norvegicus,Intermediate,,,7694,10116.0
,N,50597,,,In vivo,A,178.0,CHEMBL627939,1,,BAO_0000218,9866,Biodistribution in rat blood in the presence of 0.05 M Gd/0.15 M lig,1,,Blood,Rattus norvegicus,Intermediate,,,7695,10116.0
,N,50597,,,In vivo,A,178.0,CHEMBL627940,1,,BAO_0000218,9866,Biodistribution in rat blood in the presence of 0.05 M GdDTPA-BDP,1,,Blood,Rattus norvegicus,Intermediate,,,7696,10116.0
,N,50597,,,In vivo,A,178.0,CHEMBL627941,1,,BAO_0000218,9866,Biodistribution in rat blood in the presence of 0.05 M/0.05 M GdDTPA-AEP,1,,Blood,Rattus norvegicus,Intermediate,,,7697,10116.0
,N,50597,,,In vivo,A,178.0,CHEMBL876800,1,,BAO_0000218,9866,Biodistribution in rat blood in the presence of 0.05 M/0.08 M GdDTPA-HPDP,1,,Blood,Rattus norvegicus,Intermediate,,,7698,10116.0
,N,50597,,,In vivo,A,178.0,CHEMBL627942,1,,BAO_0000218,9866,Biodistribution in rat blood in the presence of 0.10 M GdDTPA-BDP,1,,Blood,Rattus norvegicus,Intermediate,,,7699,10116.0
,N,50597,,,In vivo,A,178.0,CHEMBL627943,1,,BAO_0000218,9866,Biodistribution in rat blood in the presence of 0.10 M/0.11 M GdDTPA-AEP,1,,Blood,Rattus norvegicus,Intermediate,,,7700,10116.0
,N,50597,,,In vivo,A,178.0,CHEMBL627944,1,,BAO_0000218,9866,Biodistribution in rat blood in the presence of 50 Gd/kg at 15 min,1,,Blood,Rattus norvegicus,Intermediate,,,7701,10116.0
,N,50597,,,In vivo,A,178.0,CHEMBL627945,1,,BAO_0000218,9866,Biodistribution in rat blood in the presence of 50 Gd/kg at 2 hr,1,,Blood,Rattus norvegicus,Intermediate,,,7702,10116.0
,N,50597,,,In vivo,A,178.0,CHEMBL628584,1,,BAO_0000218,9866,Biodistribution in rat blood in the presence of 50 Gd/kg at 6 hr,1,,Blood,Rattus norvegicus,Intermediate,,,7703,10116.0
,N,50597,,,In vivo,A,178.0,CHEMBL628585,1,,BAO_0000218,9866,Biodistribution in rat blood in the presence of GdDTPA at 15 min,1,,Blood,Rattus norvegicus,Intermediate,,,7704,10116.0
,N,50597,,,In vivo,A,178.0,CHEMBL628586,1,,BAO_0000218,9866,Biodistribution in rat blood in the presence of GdDTPA at 1 hr,1,,Blood,Rattus norvegicus,Intermediate,,,7705,10116.0
,N,50597,,,In vivo,A,178.0,CHEMBL628587,1,,BAO_0000218,9866,Biodistribution in rat blood in the presence of GdDTPA at 30 min,1,,Blood,Rattus norvegicus,Intermediate,,,7706,10116.0
,N,50597,,,In vivo,A,178.0,CHEMBL628588,1,,BAO_0000218,9866,Biodistribution in rat blood in the presence of GdDTPA at 4 hr,1,,Blood,Rattus norvegicus,Intermediate,,,7707,10116.0
,N,50597,,,In vivo,A,178.0,CHEMBL628589,1,,BAO_0000218,9866,Biodistribution in rat blood in the presence of GdDTPA-BDP at 15 min,1,,Blood,Rattus norvegicus,Intermediate,,,7708,10116.0
,N,50597,,,In vivo,A,178.0,CHEMBL625304,1,,BAO_0000218,9866,Biodistribution in rat blood in the presence of GdDTPA-BDP at 30 min,1,,Blood,Rattus norvegicus,Intermediate,,,7709,10116.0
,N,50597,,,In vivo,A,178.0,CHEMBL625305,1,,BAO_0000218,9866,Biodistribution in rat blood in the presence of GdDTPA-BDP at 4 hr,1,,Blood,Rattus norvegicus,Intermediate,,,7710,10116.0
,N,50597,,,In vivo,A,178.0,CHEMBL625306,1,,BAO_0000218,9866,Biodistribution in rat blood in the presence of GdDTPA-BDPat 1 hr,1,,Blood,Rattus norvegicus,Intermediate,,,7711,10116.0
,N,50597,,,In vivo,A,178.0,CHEMBL625307,1,,BAO_0000218,9866,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 15 min,1,,Blood,Rattus norvegicus,Intermediate,,,7712,10116.0
,N,50597,,,In vivo,A,178.0,CHEMBL625308,1,,BAO_0000218,9866,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 30 min,1,,Blood,Rattus norvegicus,Intermediate,,,7713,10116.0
,N,50597,,,In vivo,A,178.0,CHEMBL627740,1,,BAO_0000218,9866,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 4 hr,1,,Blood,Rattus norvegicus,Intermediate,,,7714,10116.0
,N,50597,,,In vivo,A,178.0,CHEMBL627741,1,,BAO_0000218,9866,Biodistribution in rat blood in the presence of GdDTPA-HPDPat 1 hr,1,,Blood,Rattus norvegicus,Intermediate,,,7715,10116.0
,N,50597,,,In vivo,A,178.0,CHEMBL627742,1,,BAO_0000218,9866,Biodistribution in rat blood in the presence of NAC Gd/0.01 M GdDTPA-HPDP,1,,Blood,Rattus norvegicus,Intermediate,,,7716,10116.0
,N,50597,,,In vivo,A,178.0,CHEMBL627743,1,,BAO_0000218,9866,Biodistribution in rat blood in the presence of NCA Gd/0.01 M lip,1,,Blood,Rattus norvegicus,Intermediate,,,7717,10116.0
,N,50597,,,In vivo,A,178.0,CHEMBL627744,1,,BAO_0000218,9866,Biodistribution in rat blood in the presence of NCAGd/0.01 M lig,1,,Blood,Rattus norvegicus,Intermediate,,,7718,10116.0
,N,50597,,,In vivo,A,10000001.0,CHEMBL627745,1,,BAO_0000218,9866,Biodistribution in rat bone in the presence of 0.01 M GdDTPA-BDP,1,,Bone,Rattus norvegicus,Intermediate,,,7719,10116.0
,N,50597,,,In vivo,A,10000001.0,CHEMBL627746,1,,BAO_0000218,9866,Biodistribution in rat bone in the presence of 0.01 M/0.01 M GdDTPA-AEP,1,,Bone,Rattus norvegicus,Intermediate,,,7720,10116.0
,N,50597,,,In vivo,A,10000001.0,CHEMBL627747,1,,BAO_0000218,9866,Biodistribution in rat bone in the presence of 0.01 M/0.08 M GdDTPA-AEP,1,,Bone,Rattus norvegicus,Intermediate,,,7721,10116.0
,N,50597,,,In vivo,A,10000001.0,CHEMBL876810,1,,BAO_0000218,9866,Biodistribution in rat bone in the presence of 0.05 M Gd/0.15 M lig,1,,Bone,Rattus norvegicus,Intermediate,,,7722,10116.0
,N,50597,,,In vivo,A,10000001.0,CHEMBL627748,1,,BAO_0000218,9866,Biodistribution in rat bone in the presence of 0.05 M GdDTPA-BDP,1,,Bone,Rattus norvegicus,Intermediate,,,7723,10116.0
,N,50597,,,In vivo,A,10000001.0,CHEMBL627749,1,,BAO_0000218,9866,Biodistribution in rat bone in the presence of 0.05 M/0.05 M GdDTPA-AEP,1,,Bone,Rattus norvegicus,Intermediate,,,7724,10116.0
,N,50597,,,In vivo,A,10000001.0,CHEMBL627750,1,,BAO_0000218,9866,Biodistribution in rat bone in the presence of 0.05 M/0.08 M GdDTPA-HPDP,1,,Bone,Rattus norvegicus,Intermediate,,,7725,10116.0
,N,50597,,,In vivo,A,10000001.0,CHEMBL618728,1,,BAO_0000218,9866,Biodistribution in rat bone in the presence of 0.10 M GdDTPA-BDP,1,,Bone,Rattus norvegicus,Intermediate,,,7726,10116.0
,N,50597,,,In vivo,A,10000001.0,CHEMBL618729,1,,BAO_0000218,9866,Biodistribution in rat bone in the presence of 0.10 M/0.11 M GdDTPA-AEP,1,,Bone,Rattus norvegicus,Intermediate,,,7727,10116.0
,N,50597,,,In vivo,A,10000001.0,CHEMBL618730,1,,BAO_0000218,9866,Biodistribution in rat bone in the presence of GdDTPA at 15 min,1,,Bone,Rattus norvegicus,Intermediate,,,7728,10116.0
,N,50597,,,In vivo,A,10000001.0,CHEMBL618731,1,,BAO_0000218,9866,Biodistribution in rat bone in the presence of GdDTPA at 1 hr,1,,Bone,Rattus norvegicus,Intermediate,,,7729,10116.0
,N,50597,,,In vivo,A,10000001.0,CHEMBL618732,1,,BAO_0000218,9866,Biodistribution in rat bone in the presence of GdDTPA at 30 min,1,,Bone,Rattus norvegicus,Intermediate,,,7730,10116.0
,N,50597,,,In vivo,A,10000001.0,CHEMBL618733,1,,BAO_0000218,9866,Biodistribution in rat bone in the presence of GdDTPA at 4 hr,1,,Bone,Rattus norvegicus,Intermediate,,,7731,10116.0
,N,50597,,,In vivo,A,10000001.0,CHEMBL618734,1,,BAO_0000218,9866,Biodistribution in rat bone in the presence of GdDTPA-BDP at 15 min,1,,Bone,Rattus norvegicus,Intermediate,,,7732,10116.0
,N,50597,,,In vivo,A,10000001.0,CHEMBL618735,1,,BAO_0000218,9866,Biodistribution in rat bone in the presence of GdDTPA-BDP at 1 hr,1,,Bone,Rattus norvegicus,Intermediate,,,7733,10116.0
,N,50597,,,In vivo,A,10000001.0,CHEMBL876602,1,,BAO_0000218,9866,Biodistribution in rat bone in the presence of GdDTPA-BDP at 30 min,1,,Bone,Rattus norvegicus,Intermediate,,,7734,10116.0
,N,50597,,,In vivo,A,10000001.0,CHEMBL618736,1,,BAO_0000218,9866,Biodistribution in rat bone in the presence of GdDTPA-BDP at 4 hr,1,,Bone,Rattus norvegicus,Intermediate,,,7735,10116.0
,N,50597,,,In vivo,A,10000001.0,CHEMBL618737,1,,BAO_0000218,9866,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 15 min,1,,Bone,Rattus norvegicus,Intermediate,,,7736,10116.0
,N,50597,,,In vivo,A,10000001.0,CHEMBL618738,1,,BAO_0000218,9866,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 1 hr,1,,Bone,Rattus norvegicus,Intermediate,,,7737,10116.0
,N,50597,,,In vivo,A,10000001.0,CHEMBL618739,1,,BAO_0000218,9866,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 30 min,1,,Bone,Rattus norvegicus,Intermediate,,,7738,10116.0
,N,50597,,,In vivo,A,10000001.0,CHEMBL618740,1,,BAO_0000218,9866,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 4 hr,1,,Bone,Rattus norvegicus,Intermediate,,,7739,10116.0
,N,50597,,,In vivo,A,10000001.0,CHEMBL618741,1,,BAO_0000218,9866,Biodistribution in rat bone in the presence of NAC Gd/0.01 M GdDTPA-HPDP,1,,Bone,Rattus norvegicus,Intermediate,,,7740,10116.0
,N,50597,,,In vivo,A,10000001.0,CHEMBL618742,1,,BAO_0000218,9866,Biodistribution in rat bone in the presence of NCA Gd/0.01 M lip,1,,Bone,Rattus norvegicus,Intermediate,,,7741,10116.0
,N,50597,,,In vivo,A,10000001.0,CHEMBL618743,1,,BAO_0000218,9866,Biodistribution in rat bone in the presence of NCAGd/0.01 M lig,1,,Bone,Rattus norvegicus,Intermediate,,,7742,10116.0
,N,50597,,,In vivo,A,1969.0,CHEMBL618744,1,,BAO_0000218,17752,Half-life from rat plasma at a single oral dose of 25 mg/kg,1,,Plasma,Rattus norvegicus,Intermediate,,,7743,10116.0
,N,50597,,,,A,,CHEMBL618745,1,,BAO_0000218,5610,Half-life in male rat,1,,,Rattus norvegicus,Intermediate,,,7744,10116.0
,N,50597,,,In vivo,A,,CHEMBL620479,1,,BAO_0000218,5939,Half-life in rat after peroral administration at 10 mg/kg concentration,1,,,Rattus norvegicus,Intermediate,,,7745,10116.0
,N,50597,,,In vivo,A,,CHEMBL620480,1,,BAO_0000218,5939,Half-life in rat after peroral administration at 5 mg/kg concentration,1,,,Rattus norvegicus,Intermediate,,,7746,10116.0
,N,50597,,,In vivo,A,,CHEMBL620481,1,,BAO_0000218,17771,Half-life in rat at a dose of 3 mg/kg,1,,,Rattus norvegicus,Intermediate,,,7747,10116.0
,N,50597,,,,A,,CHEMBL620482,1,,BAO_0000218,1974,Half-life was evaluated in rats,1,,,Rattus norvegicus,Intermediate,,,7748,10116.0
,N,50597,,,,A,,CHEMBL876603,1,,BAO_0000218,4239,Half-life was measured in rat,1,,,Rattus norvegicus,Intermediate,,,7749,10116.0
,N,50597,,,In vivo,A,,CHEMBL620483,1,,BAO_0000218,6681,Half-life period for the compound was determined in rats at 50 mg/kg dose,1,,,Rattus norvegicus,Intermediate,,,7750,10116.0
,N,50597,,,In vivo,A,,CHEMBL620484,1,,BAO_0000218,17752,Half-life period in rats after intravenous administration at 5 mg/kg,1,,,Rattus norvegicus,Intermediate,,,7751,10116.0
,N,50597,,,In vivo,A,,CHEMBL620485,1,,BAO_0000218,6046,Half-life period in rat at 10 mg/kg,1,,,Rattus norvegicus,Intermediate,,,7752,10116.0
,N,50597,,,In vivo,A,,CHEMBL620486,1,,BAO_0000218,6685,"Half-life period was determined in rats at 10 mg/kg, p.o. dose",1,,,Rattus norvegicus,Intermediate,,,7753,10116.0
,N,50597,,,In vivo,A,,CHEMBL620487,1,,BAO_0000218,6685,"Half-life period was determined in rats at 20 mg/kg, i.p. dose",1,,,Rattus norvegicus,Intermediate,,,7754,10116.0
,N,50597,,,In vivo,A,,CHEMBL620488,1,,BAO_0000218,6685,"Half-life period was determined in rats at 2 mg/kg, i.v. dose",1,,,Rattus norvegicus,Intermediate,,,7755,10116.0
,N,50597,,,In vivo,A,,CHEMBL620489,1,,BAO_0000218,4727,Half-life time in rat the dose of 2 mg/kg,1,,,Rattus norvegicus,Intermediate,,,7756,10116.0
,N,50597,,,In vivo,A,,CHEMBL620490,1,,BAO_0000218,1088,Half-life was estimated from the elimination phase of the oral [C] vs time curves in 4 rats,1,,,Rattus norvegicus,Intermediate,,,7757,10116.0
,N,50597,,,In vivo,A,,CHEMBL620491,1,,BAO_0000218,5610,In vivo activity against Staphylococcus aureus when administered orally for 1 hr in rat at a dose of 15 mg/kg,1,,,Rattus norvegicus,Intermediate,,,7758,10116.0
,N,50597,,,In vivo,A,1969.0,CHEMBL876604,1,,BAO_0000218,3032,"In vivo half life of compound in rat plasma after a oral dose of 10 mg/kg (in water, N=4)",1,,Plasma,Rattus norvegicus,Intermediate,,,7759,10116.0
,N,50597,,,In vivo,A,,CHEMBL620492,1,,BAO_0000218,5199,Oral half life was determined,1,,,Rattus norvegicus,Intermediate,,,7760,10116.0
,N,50597,,,In vivo,A,,CHEMBL620493,1,,BAO_0000218,14941,"Pharmacokinetic Parameter, half life period measured in Female Wistar Rats at 100 mg/kg by po administration",1,,,Rattus norvegicus,Intermediate,,,7761,10116.0
,N,50597,,,In vivo,A,,CHEMBL620494,1,,BAO_0000218,4408,Pharmacokinetic property (t1/2) in rat,1,,,Rattus norvegicus,Intermediate,,,7762,10116.0
,N,50597,,,,A,1969.0,CHEMBL620495,1,,BAO_0000218,2552,Plasma elimination half-life was determined,1,,Plasma,Rattus norvegicus,Intermediate,,,7763,10116.0
