assay_id,relationship_type,variant_id,cell_id,assay_strain,description,curated_by,src_assay_id,assay_cell_type,assay_category,tissue_id,tid,bao_format,assay_type,assay_subcellular_fraction,doc_id,assay_test_type,assay_organism,assay_tax_id
159,N,,,,Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV),Intermediate,,,,,50527,BAO_0000218,F,,17833,,Human herpesvirus 3,10335.0
160,N,,468.0,,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,Expert,,HEL,,,50527,BAO_0000218,F,,17290,,vericilla zoster virus,10335.0
161,N,,,,Antiviral activity against 07/1 strain of VZV; ND: No data,Intermediate,,,,,50527,BAO_0000218,F,,17290,,vericilla zoster virus,10335.0
162,N,,,,Antiviral activity against 07/1 strain of VZV; ND=No data,Intermediate,,,,,50527,BAO_0000218,F,,17290,,vericilla zoster virus,10335.0
163,N,,,,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",Intermediate,,,,,50145,BAO_0000218,F,,10932,,escherichia cloac,561.0
164,U,,,,Ratio of Ki at A2 to Ki at A1 receptors,Autocuration,,,,,22226,BAO_0000019,B,,9707,,,
165,H,,,,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",Expert,,,,,11143,BAO_0000249,B,,2346,,Candida albicans,5476.0
166,H,,,,"Inhibition of 1,3-beta-glucan synthase",Expert,,,,,18077,BAO_0000357,B,,2205,,Candida glabrata CBS 138,284593.0
167,N,,832.0,,Inhibition of growth of 1-87 human tumor cell line,Intermediate,,1-87 tumor cell line,,,80609,BAO_0000219,F,,11900,,Homo sapiens,9606.0
168,D,,,,Inhibition of 1-lipoxygenase (LOX)in RBL cells,Expert,,,,,12166,BAO_0000219,B,,14864,,Rattus norvegicus,10116.0
169,D,,,,Inhibitory activity against soybean 1-lipoxygenase (SLO),Autocuration,,,,,100171,BAO_0000357,B,,16474,,Glycine max,3847.0
170,D,,,,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,Autocuration,,,,,100171,BAO_0000357,B,,16474,,Glycine max,3847.0
171,D,,,,% inhibition against soybean 1-lipoxygenase (SLO),Autocuration,,,,,100171,BAO_0000357,B,,16474,,Glycine max,3847.0
172,D,,,,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,Autocuration,,,,,100171,BAO_0000357,B,,16474,,Glycine max,3847.0
173,D,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,Autocuration,,,,,100171,BAO_0000357,B,,3094,,Glycine max,3847.0
174,D,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,Autocuration,,,,,100171,BAO_0000357,B,,3094,,Glycine max,3847.0
175,D,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,Autocuration,,,,,100171,BAO_0000357,B,,3094,,Glycine max,3847.0
176,D,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,Autocuration,,,,,100171,BAO_0000357,B,,3094,,Glycine max,3847.0
177,D,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,Autocuration,,,,,100171,BAO_0000357,B,,3094,,Glycine max,3847.0
178,D,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,Autocuration,,,,,100171,BAO_0000357,B,,3094,,Glycine max,3847.0
179,D,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,Autocuration,,,,,100171,BAO_0000357,B,,3094,,Glycine max,3847.0
180,D,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,Autocuration,,,,,100171,BAO_0000357,B,,3094,,Glycine max,3847.0
181,D,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,Autocuration,,,,,100171,BAO_0000357,B,,3094,,Glycine max,3847.0
182,D,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,Autocuration,,,,,100171,BAO_0000357,B,,3094,,Glycine max,3847.0
183,D,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,Autocuration,,,,,100171,BAO_0000357,B,,3094,,Glycine max,3847.0
184,U,,,,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,Autocuration,,,,,22226,BAO_0000019,B,,10413,,Mus musculus,10090.0
185,N,,294.0,,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),Intermediate,,C3H 10T1/2,,,80049,BAO_0000219,F,,16929,,Mus musculus,10090.0
186,U,,,,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,Intermediate,,,,,22226,BAO_0000019,F,,1229,,,
187,H,,,,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),Autocuration,,,,,11489,BAO_0000357,B,,16587,,,
188,H,,,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),Autocuration,,,,,11862,BAO_0000357,B,,16587,,,
189,H,,,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,Autocuration,,,,,11862,BAO_0000357,B,,16587,,,
190,H,,,,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,Autocuration,,,,,11489,BAO_0000357,B,,16587,,,
191,H,,,,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,Autocuration,,,,,11862,BAO_0000357,B,,16587,,,
192,D,,,,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,Expert,,,,,12347,BAO_0000019,F,,8058,,Bos taurus,9913.0
193,D,,,,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,Expert,,,,,100120,BAO_0000357,B,,9065,,Rattus norvegicus,10116.0
194,D,,,,Inhibition of 11 beta-hydroxylase from rat adrenal gland,Expert,,,,2369.0,100120,BAO_0000357,B,,8865,,Rattus norvegicus,10116.0
195,D,,,,Inhibition of rat adrenal 11-beta-hydroxylase,Expert,,,,,100120,BAO_0000357,B,,9066,,Rattus norvegicus,10116.0
196,D,,,,Inhibition of rat adrenal 11-beta-hydroxylase,Expert,,,,,100120,BAO_0000357,B,,8394,,Rattus norvegicus,10116.0
197,D,,,,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,Expert,,,,,100120,BAO_0000357,B,,8394,,Rattus norvegicus,10116.0
198,H,,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,Autocuration,,,,,10328,BAO_0000019,B,,6431,,,
199,H,,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,Autocuration,,,,,11490,BAO_0000357,B,,6431,,,
200,H,,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,Autocuration,,,,,11490,BAO_0000357,B,,6431,,,
201,H,,,,Compound was tested for the percent of inhibition against 12-LO at 10 uM,Autocuration,,,,,11134,BAO_0000019,F,,9295,,,
202,H,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,Autocuration,,,,,12052,BAO_0000019,B,,10193,,,
203,H,,,,Compound was tested in vitro for inhibition of 12-LO human platelet,Autocuration,,,,,11134,BAO_0000019,B,,13622,,,
204,H,,,,Inhibitory concentration against human platelet 12-lipoxygenase,Autocuration,,,,,11134,BAO_0000019,F,,12079,,,
205,H,,,,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,Autocuration,,,,,11134,BAO_0000019,B,,13622,,,
206,D,,,,Inhibitory concentration against human platelet 12-lipoxygenase,Autocuration,,,,,11134,BAO_0000019,F,,12079,,Homo sapiens,9606.0
207,H,,,,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,Expert,,,,,11835,BAO_0000019,B,,13500,,,
208,H,,,,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,Expert,,,,,11601,BAO_0000357,B,,13723,,,
209,H,,,,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),Autocuration,,,,,11134,BAO_0000019,B,,16474,,,
210,H,,,,Inhibitory activity against human platelet 12-lipoxygenase,Autocuration,,,,,11134,BAO_0000019,B,,1630,,,
211,H,,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,Autocuration,,,,,11134,BAO_0000019,B,,167,,,
212,H,,,,% inhibition against human platelet 12-lipoxygenase (12-HLO),Autocuration,,,,,11134,BAO_0000019,B,,16474,,,
213,H,,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,Autocuration,,,,,11134,BAO_0000019,B,,167,,,
214,H,,,,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,Autocuration,,,,,11134,BAO_0000019,B,,16474,,,
215,H,,,,Inhibitory activity towards porcine 12-lipoxygenase,Autocuration,,,,,11601,BAO_0000357,B,,10091,,,
216,H,,,,Tested for inhibition against porcine 12-LO,Autocuration,,,,,11601,BAO_0000357,B,,11966,,,
217,H,,,,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,Autocuration,,,,,12052,BAO_0000019,B,,951,,,
218,H,,,,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,Autocuration,,,,,12052,BAO_0000019,B,,10997,,,
219,H,,,,In vitro inhibition of rat platelet 12-lipoxygenase,Expert,,,,,12052,BAO_0000019,B,,10193,,,
220,H,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,Autocuration,,,,,12052,BAO_0000019,B,,10193,,,
221,H,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,Autocuration,,,,,12052,BAO_0000019,B,,10193,,,
222,H,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,Autocuration,,,,,12052,BAO_0000019,B,,10193,,,
223,H,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,Autocuration,,,,,12052,BAO_0000019,B,,10193,,,
224,H,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase,Autocuration,,,,,12052,BAO_0000019,B,,10193,,,
225,H,,,,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,Autocuration,,,,,12052,BAO_0000019,B,,11087,,,
226,N,,621.0,,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,Intermediate,,41M,,,80007,BAO_0000219,F,,15569,,Homo sapiens,9606.0
227,N,,621.0,,In vitro antitumor activity against 41M cell line.,Expert,,41M,,,80007,BAO_0000219,F,,12989,,Homo sapiens,9606.0
228,N,,621.0,,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,Intermediate,,41M,,,80007,BAO_0000219,F,,16745,,Homo sapiens,9606.0
229,N,,621.0,,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,Intermediate,,41M,,,80007,BAO_0000219,F,,15569,,Homo sapiens,9606.0
230,N,,621.0,,In vitro antitumor activity against 41McisR cell line.,Expert,,41M,,,80007,BAO_0000219,F,,12989,,Homo sapiens,9606.0
231,N,,621.0,,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,Expert,,41M,,,80007,BAO_0000219,F,,12989,,Homo sapiens,9606.0
232,N,,621.0,,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,Intermediate,,41M,,,80007,BAO_0000219,F,,16745,,Homo sapiens,9606.0
233,D,,,,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),Expert,,,,,84,BAO_0000357,B,,6210,,Homo sapiens,9606.0
234,D,,,,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),Expert,,,,,68,BAO_0000357,B,,6210,,Homo sapiens,9606.0
235,H,,,,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),Expert,,,,,68,BAO_0000357,B,,6226,,,
236,H,,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,Expert,,,,,10201,BAO_0000357,B,,17855,,,
237,H,,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,Expert,,,,,10201,BAO_0000357,B,,17855,,,
238,H,,,,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,Expert,,,,,10201,BAO_0000357,B,,17855,,,
239,H,,,,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",Autocuration,,,,,12220,BAO_0000357,B,,10413,,,
240,H,,,,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",Autocuration,,,,,11303,BAO_0000357,B,,10413,,Escherichia coli,562.0
241,H,,,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",Autocuration,,,,,11303,BAO_0000357,B,,10413,,Escherichia coli,562.0
242,H,,,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",Autocuration,,,,,11303,BAO_0000357,B,,10413,,Escherichia coli,562.0
243,H,,,,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",Autocuration,,,,,12220,BAO_0000357,B,,10413,,,
244,H,,,,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",Autocuration,,,,,12220,BAO_0000357,B,,10413,,,
245,H,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",Autocuration,,,,,11303,BAO_0000357,B,,7587,,Sus scrofa,9823.0
246,H,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",Autocuration,,,,,11303,BAO_0000019,B,,7587,,Sus scrofa,9823.0
247,H,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",Autocuration,,,,,11303,BAO_0000357,B,,7587,,Sus scrofa,9823.0
248,H,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",Autocuration,,,,,11303,BAO_0000357,B,,7587,,Sus scrofa,9823.0
249,H,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",Autocuration,,,,,11303,BAO_0000357,B,,7587,,Sus scrofa,9823.0
250,H,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",Autocuration,,,,,11303,BAO_0000019,B,,7587,,Sus scrofa,9823.0
251,H,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",Autocuration,,,,,11303,BAO_0000019,B,,7587,,Sus scrofa,9823.0
252,H,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",Autocuration,,,,,11303,BAO_0000019,B,,7587,,Sus scrofa,9823.0
253,H,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",Autocuration,,,,,11303,BAO_0000019,B,,7587,,Sus scrofa,9823.0
254,H,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",Autocuration,,,,,11303,BAO_0000019,B,,7587,,Sus scrofa,9823.0
255,H,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",Autocuration,,,,,11303,BAO_0000357,B,,7587,,Sus scrofa,9823.0
256,H,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",Autocuration,,,,,11303,BAO_0000019,B,,7587,,Sus scrofa,9823.0
257,H,,,,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",Autocuration,,,,,11303,BAO_0000357,B,,7323,,,
258,U,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",Autocuration,,,,,22226,BAO_0000019,B,,7587,,Sus scrofa,9823.0
259,U,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",Autocuration,,,,,22226,BAO_0000019,B,,7587,,Sus scrofa,9823.0
260,H,,,,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,Expert,,,,,100249,BAO_0000357,B,,13750,,Saccharomyces cerevisiae,4932.0
261,U,,,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,Autocuration,,,,,22226,BAO_0000019,B,,7662,,Rattus norvegicus,10116.0
262,U,,,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,Autocuration,,,,,22226,BAO_0000019,B,,7662,,Rattus norvegicus,10116.0
263,U,,,,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",Autocuration,,,,,22226,BAO_0000019,B,,7662,,Rattus norvegicus,10116.0
264,H,,,,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",Autocuration,,,,,104698,BAO_0000019,F,,12211,,,
265,H,,,,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",Autocuration,,,,,104698,BAO_0000019,F,,12211,,,
266,D,,,,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,Intermediate,,,,2116.0,20033,BAO_0000221,F,,12211,,Cavia porcellus,10141.0
267,H,,,,Stimulatory activity of intragastric pressure was tested in the rat,Expert,,,,,10623,BAO_0000019,F,,12211,,,
268,H,,,,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,Autocuration,,,,,121,BAO_0000357,B,,15453,,,
269,U,,,,Dose to reduce neuronal firing against 5-HT cells in rats (iv),Autocuration,,,,,22226,BAO_0000218,F,,11884,,Rattus norvegicus,10116.0
270,H,,,,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,Autocuration,,,,,12688,BAO_0000019,F,,7185,,,
271,D,,,,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,Expert,,,,,121,BAO_0000357,B,,6876,,Homo sapiens,9606.0
272,D,,,,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,Expert,,,,,121,BAO_0000357,B,,6876,,Homo sapiens,9606.0
