assay_id,assay_organism,doc_id,assay_cell_type,src_id,assay_type,src_assay_id,assay_tissue,tissue_id,curated_by,cell_id,description,assay_test_type,assay_category,assay_tax_id,assay_strain,assay_subcellular_fraction
183,Glycine max,3094,,1,B,,,,Autocuration,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,,,3847.0,,
184,Mus musculus,10413,,1,B,,,,Autocuration,,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,,,10090.0,,
185,Mus musculus,16929,C3H 10T1/2,1,F,,,,Intermediate,294.0,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),,,10090.0,,
186,,1229,,1,F,,,,Intermediate,,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,,,,,
187,,16587,,1,B,,,,Autocuration,,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,,,,
188,,16587,,1,B,,,,Autocuration,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,,,,
189,,16587,,1,B,,,,Autocuration,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,,,,,
190,,16587,,1,B,,,,Autocuration,,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,,,,,
191,,16587,,1,B,,,,Autocuration,,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,,,,,
192,Bos taurus,8058,,1,F,,,,Expert,,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,,,9913.0,,
193,Rattus norvegicus,9065,,1,B,,,,Expert,,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,,,10116.0,,
194,Rattus norvegicus,8865,,1,B,,Adrenal gland,2369.0,Expert,,Inhibition of 11 beta-hydroxylase from rat adrenal gland,,,10116.0,,
195,Rattus norvegicus,9066,,1,B,,,,Expert,,Inhibition of rat adrenal 11-beta-hydroxylase,,,10116.0,,
196,Rattus norvegicus,8394,,1,B,,,,Expert,,Inhibition of rat adrenal 11-beta-hydroxylase,,,10116.0,,
197,Rattus norvegicus,8394,,1,B,,,,Expert,,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,,,10116.0,,
198,,6431,,1,B,,,,Autocuration,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,,,,,
199,,6431,,1,B,,,,Autocuration,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,,,,
200,,6431,,1,B,,,,Autocuration,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,,,,
201,,9295,,1,F,,,,Autocuration,,Compound was tested for the percent of inhibition against 12-LO at 10 uM,,,,,
202,,10193,,1,B,,,,Autocuration,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,,,
203,,13622,,1,B,,,,Autocuration,,Compound was tested in vitro for inhibition of 12-LO human platelet,,,,,
204,,12079,,1,F,,,,Autocuration,,Inhibitory concentration against human platelet 12-lipoxygenase,,,,,
205,,13622,,1,B,,,,Autocuration,,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,,,,,
206,Homo sapiens,12079,,1,F,,,,Autocuration,,Inhibitory concentration against human platelet 12-lipoxygenase,,,9606.0,,
207,,13500,,1,B,,,,Expert,,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,,,,,
208,,13723,,1,B,,,,Expert,,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,,,,,
209,,16474,,1,B,,,,Autocuration,,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),,,,,
210,,1630,,1,B,,,,Autocuration,,Inhibitory activity against human platelet 12-lipoxygenase,,,,,
211,,167,,1,B,,,,Autocuration,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,,,,,
212,,16474,,1,B,,,,Autocuration,,% inhibition against human platelet 12-lipoxygenase (12-HLO),,,,,
213,,167,,1,B,,,,Autocuration,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,,,,,
214,,16474,,1,B,,,,Autocuration,,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,,,,,
215,,10091,,1,B,,,,Autocuration,,Inhibitory activity towards porcine 12-lipoxygenase,,,,,
216,,11966,,1,B,,,,Autocuration,,Tested for inhibition against porcine 12-LO,,,,,
217,,951,,1,B,,,,Autocuration,,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,,,,,
218,,10997,,1,B,,,,Autocuration,,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,,,,,
219,,10193,,1,B,,,,Expert,,In vitro inhibition of rat platelet 12-lipoxygenase,,,,,
220,,10193,,1,B,,,,Autocuration,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,,,
221,,10193,,1,B,,,,Autocuration,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,,,,,
222,,10193,,1,B,,,,Autocuration,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,,,,,
223,,10193,,1,B,,,,Autocuration,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,,,
224,,10193,,1,B,,,,Autocuration,,In vitro inhibitory activity against rat platelet 12-lipoxygenase,,,,,
225,,11087,,1,B,,,,Autocuration,,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,,,,,
226,Homo sapiens,15569,41M,1,F,,,,Intermediate,621.0,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,,,9606.0,,
227,Homo sapiens,12989,41M,1,F,,,,Expert,621.0,In vitro antitumor activity against 41M cell line.,,,9606.0,,
228,Homo sapiens,16745,41M,1,F,,,,Intermediate,621.0,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,,,9606.0,,
229,Homo sapiens,15569,41M,1,F,,,,Intermediate,621.0,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,,,9606.0,,
230,Homo sapiens,12989,41M,1,F,,,,Expert,621.0,In vitro antitumor activity against 41McisR cell line.,,,9606.0,,
231,Homo sapiens,12989,41M,1,F,,,,Expert,621.0,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,,,9606.0,,
232,Homo sapiens,16745,41M,1,F,,,,Intermediate,621.0,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,,,9606.0,,
233,Homo sapiens,6210,,1,B,,,,Expert,,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),,,9606.0,,
234,Homo sapiens,6210,,1,B,,,,Expert,,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,,9606.0,,
235,,6226,,1,B,,,,Expert,,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,,,,
236,,17855,,1,B,,,,Expert,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,,,,,
237,,17855,,1,B,,,,Expert,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,,,,,
238,,17855,,1,B,,,,Expert,,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,,,,,
239,,10413,,1,B,,,,Autocuration,,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,,,,
240,Escherichia coli,10413,,1,B,,,,Autocuration,,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,,562.0,,
241,Escherichia coli,10413,,1,B,,,,Autocuration,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,,562.0,,
242,Escherichia coli,10413,,1,B,,,,Autocuration,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",,,562.0,,
243,,10413,,1,B,,,,Autocuration,,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,,,,
244,,10413,,1,B,,,,Autocuration,,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",,,,,
245,Sus scrofa,7587,,1,B,,,,Autocuration,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,,9823.0,,
246,Sus scrofa,7587,,1,B,,,,Autocuration,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",,,9823.0,,
247,Sus scrofa,7587,,1,B,,,,Autocuration,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",,,9823.0,,
248,Sus scrofa,7587,,1,B,,,,Autocuration,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",,,9823.0,,
249,Sus scrofa,7587,,1,B,,,,Autocuration,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,,9823.0,,
250,Sus scrofa,7587,,1,B,,,,Autocuration,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,,9823.0,,
251,Sus scrofa,7587,,1,B,,,,Autocuration,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",,,9823.0,,
252,Sus scrofa,7587,,1,B,,,,Autocuration,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",,,9823.0,,
253,Sus scrofa,7587,,1,B,,,,Autocuration,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",,,9823.0,,
254,Sus scrofa,7587,,1,B,,,,Autocuration,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",,,9823.0,,
255,Sus scrofa,7587,,1,B,,,,Autocuration,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,,9823.0,,
256,Sus scrofa,7587,,1,B,,,,Autocuration,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,,9823.0,,
257,,7323,,1,B,,,,Autocuration,,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",,,,,
258,Sus scrofa,7587,,1,B,,,,Autocuration,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",,,9823.0,,
259,Sus scrofa,7587,,1,B,,,,Autocuration,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",,,9823.0,,
260,Saccharomyces cerevisiae,13750,,1,B,,,,Expert,,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,,,4932.0,,
261,Rattus norvegicus,7662,,1,B,,,,Autocuration,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,,10116.0,,
262,Rattus norvegicus,7662,,1,B,,,,Autocuration,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,,10116.0,,
263,Rattus norvegicus,7662,,1,B,,,,Autocuration,,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",,,10116.0,,
264,,12211,,1,F,,,,Autocuration,,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,,,,
265,,12211,,1,F,,,,Autocuration,,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,,,,
266,Cavia porcellus,12211,,1,F,,Ileum,2116.0,Intermediate,,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,,,10141.0,,
267,,12211,,1,F,,,,Expert,,Stimulatory activity of intragastric pressure was tested in the rat,,,,,
268,,15453,,1,B,,,,Autocuration,,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,,,,,
269,Rattus norvegicus,11884,,1,F,,,,Autocuration,,Dose to reduce neuronal firing against 5-HT cells in rats (iv),,,10116.0,,
270,,7185,,1,F,,,,Autocuration,,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,,,,,
271,Homo sapiens,6876,,1,B,,,,Expert,,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,,,9606.0,,
272,Homo sapiens,6876,,1,B,,,,Expert,,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,,,9606.0,,
273,,11863,,1,F,,,,Autocuration,,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,,,,,
274,,11863,,1,B,,,,Autocuration,,Inhibition constant of high-affinity 5-HT uptake,,,,,
275,,11863,,1,F,,,,Autocuration,,Michaelis-Menten constant was reported for high affinity transport of 5-HT,,,,,
276,,11863,,1,F,,,,Autocuration,,Maximum rate was determined for high affinity transport of 5-HT,,,,,
277,,4639,,1,F,,,,Autocuration,,Compound was tested for agonistic activity against 5-HT uptake,,,,,
278,,15796,,1,B,,,,Expert,,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,,,,,
279,Bos taurus,15796,,1,B,,,,Expert,,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,,,9913.0,,
280,Rattus norvegicus,12801,,1,B,,,,Autocuration,,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,,,10116.0,,
281,,12801,,1,B,,,,Autocuration,,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,,,,,
282,,12120,,1,B,,,,Autocuration,,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,,,,,Membranes
283,,12120,,1,B,,,,Autocuration,,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,,,,,Membranes
284,,11963,,1,B,,,,Autocuration,,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,,,,,
285,,11701,,1,F,,,,Autocuration,,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,,,,,
286,,9995,,1,B,,Hippocampus,10000000.0,Autocuration,,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,,,,,
287,,9995,,1,B,,Hippocampus,10000000.0,Autocuration,,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,,,,,
288,,9995,,1,B,,Hippocampus,10000000.0,Autocuration,,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,,,,,
289,,16394,,1,F,,,,Autocuration,,Antagonistic activity at postsynaptic 5-HT1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (.26-3.52),In vivo,,,,
290,Cavia porcellus,11574,,1,F,,,,Intermediate,,Effect on forskolin stimulated adenylate cyclase activity at 5-HT1D receptor of guinea pig substantia nigra.,,,10141.0,,
291,,15779,CHO,1,B,,,,Autocuration,449.0,Binding affinity towards 5-HT1F (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,,,,,
292,,15363,,1,B,,,,Autocuration,,Compound was tested for the displacement of [125I]DOI from clone human 5-hydroxytryptamine 2A receptor,,,,,
293,Rattus norvegicus,15363,,1,F,,,,Expert,,Efficacy against 5-hydroxytryptamine 2A receptor,,,10116.0,,
294,,15329,,1,F,,,,Expert,,Intrinsic activity towards 5-HT2A receptor of rat tail artery,,,,,
295,,15329,,1,F,,,,Expert,,Relative potency towards 5-HT2A receptor of rat tail artery,,,,,
296,,15329,,1,F,,,,Expert,,Blocking 5-HT2A receptor-mediated contractions of rat tail artery,,,,,
297,,15329,,1,F,,,,Expert,,Partial agonism at 5-HT2A receptor was evaluated in presence of ketanserin (3-10 nM) in isolated rat tail artery,,,,,
298,,15329,,1,F,,,,Autocuration,,Compound was tested for the intrinsic activity against 5-HT2A receptors of rat tail artery.,,,,,
299,,15329,,1,F,,,,Expert,,Effectiveness in blocking 5-HT2A receptor-mediated contractions of rat tail artery,,,,,
300,Cavia porcellus,273,,1,F,,Ileum,2116.0,Intermediate,,Evaluated for the agonistic activity against 5-HT4 receptor in non-electrically stimulated guinea-pig ileum.,,,10141.0,,
301,Cavia porcellus,273,,1,F,,Ileum,2116.0,Intermediate,,Agonistic activity against Serotonin 5-HT4 receptor in low frequency field stimulation of guinea-pig ileum (FSGPI),,,10141.0,,
302,Cavia porcellus,273,,1,F,,Ileum,2116.0,Intermediate,,Evaluated for the agonistic activity against Serotonin 5-HT4 receptor in non-electrically stimulated guinea-pig ileum.,,,10141.0,,
303,,12092,,1,B,,,,Autocuration,,The binding affinity was measured on 5-hydroxytryptamine 4 receptor using [3H]- GR-113808 as radioligand.,,,,,
304,Rattus norvegicus,1317,,1,F,,,,Expert,,Antagonist activity against 5-HT4 receptor mediated relaxation of rat carbachol contracted esophageal muscularis mucosae,,,10116.0,,
305,,12409,,1,B,,,,Expert,,Binding affinity against 5-hydroxytryptamine 4 receptor,,,,,
306,Gallus gallus,11126,,1,B,,,,Autocuration,,Relative competitive index values for binding to 25-OH-D3-1-hydroxylase of chick intestine,,,9031.0,,
307,Homo sapiens,11126,,1,F,,,,Autocuration,,Inhibitory effect (10e-6 M) on the 25-OH-D3-1-hydroxylase activity,,,9606.0,,
308,Homo sapiens,11126,,1,F,,,,Autocuration,,25-OH-D3-1-hydroxylase activity (10e-6 M) was measured as %control,,,9606.0,,
